target,variant,model,fold,skill_q2,r2_scalar,alpha,n_train,n_test
Ot_A2,src_gkf_inbox,h_only,0,0.7044636970676054,0.6984662505829828,3.1622776601683795,80,21
Ot_A2,src_gkf_inbox,h_only,1,0.7563629673744536,0.7563441136563038,1.0,81,20
Ot_A2,src_gkf_inbox,h_only,2,0.6941971291417859,0.6936992301423885,0.1,81,20
Ot_A2,src_gkf_inbox,h_only,3,0.7477049272616105,0.6708433356054638,0.001,81,20
Ot_A2,src_gkf_inbox,h_only,4,0.6948484702931408,0.6668329467143569,0.001,81,20
Ot_A2,src_gkf_inbox,minus_h,0,-0.0028491817523348395,-0.023200435523967222,1000.0,80,21
Ot_A2,src_gkf_inbox,minus_h,1,-0.004623518823115624,-0.004701261063145612,1000.0,81,20
Ot_A2,src_gkf_inbox,minus_h,2,-0.003384027167603554,-0.00501770673946611,1000.0,81,20
Ot_A2,src_gkf_inbox,minus_h,3,-0.0020783442223835102,-0.30736110565369246,1000.0,81,20
Ot_A2,src_gkf_inbox,minus_h,4,-0.0029492714083083627,-0.0950286032355343,1000.0,81,20
Ot_A2,src_gkf_inbox,dummy,0,0.0,-0.020293434089532214,,80,21
Ot_A2,src_gkf_inbox,dummy,1,0.0,-7.738445156157958e-05,,81,20
Ot_A2,src_gkf_inbox,dummy,2,0.0,-0.0016281698010223167,,81,20
Ot_A2,src_gkf_inbox,dummy,3,0.0,-0.3046495947062997,,81,20
Ot_A2,src_gkf_inbox,dummy,4,0.0,-0.09180856345598754,,81,20
Ot_ent,src_gkf_inbox,full,0,0.7314882877423282,0.7293395308070145,3.1622776601683795,80,21
Ot_ent,src_gkf_inbox,full,1,0.6486835305680178,0.6475955298652876,10.0,81,20
Ot_ent,src_gkf_inbox,full,2,0.7297051206566283,0.728516210171843,3.1622776601683795,81,20
Ot_ent,src_gkf_inbox,full,3,0.5797541439354001,0.4710130492125564,0.001,81,20
Ot_ent,src_gkf_inbox,full,4,0.6495613742049169,0.6249866633053311,0.001,81,20
Ot_ent,src_gkf_inbox,h_only,0,0.6838801641343581,0.6813504246157533,3.1622776601683795,80,21
Ot_ent,src_gkf_inbox,h_only,1,0.6464495518796867,0.6453546327128528,1.0,81,20
Ot_ent,src_gkf_inbox,h_only,2,0.7287387448397407,0.7275455836849327,0.001,81,20
Ot_ent,src_gkf_inbox,h_only,3,0.742909804971265,0.6763862001658993,1.0,81,20
Ot_ent,src_gkf_inbox,h_only,4,0.6563730956847276,0.632276060685494,0.001,81,20
Ot_ent,src_gkf_inbox,minus_h,0,0.00018998986784168892,-0.007810959793548955,1000.0,80,21
Ot_ent,src_gkf_inbox,minus_h,1,-0.001965811355936209,-0.0050688241712177895,1000.0,81,20
Ot_ent,src_gkf_inbox,minus_h,2,-0.00033588810240581246,-0.0047359338175192445,1000.0,81,20
Ot_ent,src_gkf_inbox,minus_h,3,-0.0034300949618262244,-0.26307355230795415,1000.0,81,20
Ot_ent,src_gkf_inbox,minus_h,4,-0.0024913327600319946,-0.07279161608645923,1000.0,81,20
Ot_ent,src_gkf_inbox,dummy,0,0.0,-0.008002470049617738,,80,21
Ot_ent,src_gkf_inbox,dummy,1,0.0,-0.003096924845252369,,81,20
Ot_ent,src_gkf_inbox,dummy,2,0.0,-0.004398568288357607,,81,20
Ot_ent,src_gkf_inbox,dummy,3,0.0,-0.25875590003706805,,81,20
Ot_ent,src_gkf_inbox,dummy,4,0.0,-0.07012557717868595,,81,20
