dataset_index,shared_height_source_id,cv_process_group,target,component,variant,fold,model,observed,predicted,train_null,score_scale,alpha
90,zro2_120_formal:m091,FQ:4000:200:4:9|N3,D,median_depth_um,proc_gkf,2,full,47.333452224731445,53.193141342679645,25.58545929309912,1.0,3.1622776601683795
102,zro2_120_formal:m103,FQ:6000:2:8:11|N5,D,median_depth_um,proc_gkf,2,full,2.336227536201477,21.29152071294317,25.58545929309912,1.0,3.1622776601683795
105,zro2_120_formal:m106,FQ:6000:10:4:5|N1,D,median_depth_um,proc_gkf,2,full,12.883959293365479,7.8271288485281545,25.58545929309912,1.0,3.1622776601683795
111,zro2_120_formal:m112,FQ:6000:50:10:11|N2,D,median_depth_um,proc_gkf,2,full,19.06198024749756,8.62974843981548,25.58545929309912,1.0,3.1622776601683795
113,zro2_120_formal:m114,FQ:6000:100:2:9|N4,D,median_depth_um,proc_gkf,2,full,46.77769660949707,43.08189597289633,25.58545929309912,1.0,3.1622776601683795
119,zro2_120_formal:m120,FQ:6000:200:6:3|N5,D,median_depth_um,proc_gkf,2,full,49.9108829498291,60.165085335107705,25.58545929309912,1.0,3.1622776601683795
126,zro2_20_supplement:m004,BASE:T02,D,median_depth_um,proc_gkf,2,full,49.35401725769043,35.19630645035757,25.58545929309912,1.0,3.1622776601683795
127,zro2_20_supplement:m004,BASE:T02,D,median_depth_um,proc_gkf,2,full,52.26996612548828,40.97230319770319,25.58545929309912,1.0,3.1622776601683795
138,zro2_20_supplement:m010,BASE:T10,D,median_depth_um,proc_gkf,2,full,28.943305015563965,37.82869055856837,25.58545929309912,1.0,3.1622776601683795
139,zro2_20_supplement:m010,BASE:T10,D,median_depth_um,proc_gkf,2,full,32.60516548156738,43.60468730591399,25.58545929309912,1.0,3.1622776601683795
140,zro2_60_pass:m001,BASE:T03,D,median_depth_um,proc_gkf,2,full,3.393480896949768,16.570829089470966,25.58545929309912,1.0,3.1622776601683795
141,zro2_60_pass:m001,BASE:T03,D,median_depth_um,proc_gkf,2,full,35.72157287597656,22.34682583681659,25.58545929309912,1.0,3.1622776601683795
142,zro2_60_pass:m002,BASE:T03,D,median_depth_um,proc_gkf,2,full,44.428436279296875,28.12282258416221,25.58545929309912,1.0,3.1622776601683795
143,zro2_60_pass:m002,BASE:T03,D,median_depth_um,proc_gkf,2,full,50.90607452392578,33.89881933150784,25.58545929309912,1.0,3.1622776601683795
152,zro2_60_pass:m007,BASE:T02,D,median_depth_um,proc_gkf,2,full,43.12703895568848,29.42030970301194,25.58545929309912,1.0,3.1622776601683795
153,zro2_60_pass:m007,BASE:T02,D,median_depth_um,proc_gkf,2,full,0.051428208127617836,12.092319460975071,25.58545929309912,1.0,3.1622776601683795
154,zro2_60_pass:m008,BASE:T02,D,median_depth_um,proc_gkf,2,full,26.92369270324707,17.868316208320692,25.58545929309912,1.0,3.1622776601683795
155,zro2_60_pass:m008,BASE:T02,D,median_depth_um,proc_gkf,2,full,37.00133514404297,23.64431295566632,25.58545929309912,1.0,3.1622776601683795
168,zro2_60_pass:m015,BASE:T10,D,median_depth_um,proc_gkf,2,full,12.661317825317383,20.500700316531493,25.58545929309912,1.0,3.1622776601683795
169,zro2_60_pass:m015,BASE:T10,D,median_depth_um,proc_gkf,2,full,19.716219902038574,26.27669706387712,25.58545929309912,1.0,3.1622776601683795
170,zro2_60_pass:m016,BASE:T10,D,median_depth_um,proc_gkf,2,full,6.387043476104736,14.724703569185873,25.58545929309912,1.0,3.1622776601683795
171,zro2_60_pass:m016,BASE:T10,D,median_depth_um,proc_gkf,2,full,25.57870388031006,32.05269381122274,25.58545929309912,1.0,3.1622776601683795
0,zro2_120_formal:m001,FQ:500:2:2:11|N4,D,median_depth_um,proc_gkf,3,full,13.506645679473877,32.084334156165184,25.106178864382674,1.0,3.1622776601683795
15,zro2_120_formal:m016,FQ:500:50:8:11|N4,D,median_depth_um,proc_gkf,3,full,46.040103912353516,28.546314658505874,25.106178864382674,1.0,3.1622776601683795
16,zro2_120_formal:m017,FQ:500:100:2:3|N2,D,median_depth_um,proc_gkf,3,full,54.575416564941406,37.16349948749908,25.106178864382674,1.0,3.1622776601683795
20,zro2_120_formal:m021,FQ:500:100:6:3|N3,D,median_depth_um,proc_gkf,3,full,56.62374496459961,35.5496513643664,25.106178864382674,1.0,3.1622776601683795
23,zro2_120_formal:m024,FQ:500:200:10:11|N5,D,median_depth_um,proc_gkf,3,full,65.08415985107422,54.130444963234254,25.106178864382674,1.0,3.1622776601683795
24,zro2_120_formal:m025,FQ:1000:2:2:7|N3,D,median_depth_um,proc_gkf,3,full,16.00606060028076,26.464045015447457,25.106178864382674,1.0,3.1622776601683795
25,zro2_120_formal:m026,FQ:1000:2:10:11|N1,D,median_depth_um,proc_gkf,3,full,0.17148056626319885,-0.4253969321306741,25.106178864382674,1.0,3.1622776601683795
30,zro2_120_formal:m031,FQ:1000:10:8:9|N2,D,median_depth_um,proc_gkf,3,full,10.066497802734375,10.586073915355508,25.106178864382674,1.0,3.1622776601683795
34,zro2_120_formal:m035,FQ:1000:50:8:11|N1,D,median_depth_um,proc_gkf,3,full,8.413393497467041,10.785225250420682,25.106178864382674,1.0,3.1622776601683795
40,zro2_120_formal:m041,FQ:1000:100:8:3|N5,D,median_depth_um,proc_gkf,3,full,56.283456802368164,42.90376512109175,25.106178864382674,1.0,3.1622776601683795
45,zro2_120_formal:m046,FQ:1000:200:8:11|N4,D,median_depth_um,proc_gkf,3,full,52.31752395629883,51.57746140914702,25.106178864382674,1.0,3.1622776601683795
55,zro2_120_formal:m056,FQ:2000:50:4:5|N2,D,median_depth_um,proc_gkf,3,full,41.64340782165527,23.890458543297402,25.106178864382674,1.0,3.1622776601683795
64,zro2_120_formal:m065,FQ:2000:100:8:11|N2,D,median_depth_um,proc_gkf,3,full,34.532243728637695,23.42329478899493,25.106178864382674,1.0,3.1622776601683795
66,zro2_120_formal:m067,FQ:2000:200:2:5|N3,D,median_depth_um,proc_gkf,3,full,58.75454521179199,56.848909688131116,25.106178864382674,1.0,3.1622776601683795
75,zro2_120_formal:m076,FQ:4000:2:6:3|N3,D,median_depth_um,proc_gkf,3,full,11.11442756652832,16.831551465760725,25.106178864382674,1.0,3.1622776601683795
77,zro2_120_formal:m078,FQ:4000:10:8:7|N1,D,median_depth_um,proc_gkf,3,full,4.457285404205322,2.2575010720903705,25.106178864382674,1.0,3.1622776601683795
80,zro2_120_formal:m081,FQ:4000:50:2:5|N4,D,median_depth_um,proc_gkf,3,full,50.59038543701172,37.179879368626295,25.106178864382674,1.0,3.1622776601683795
88,zro2_120_formal:m089,FQ:4000:100:8:11|N3,D,median_depth_um,proc_gkf,3,full,38.27968978881836,27.26508247729852,25.106178864382674,1.0,3.1622776601683795
91,zro2_120_formal:m092,FQ:4000:200:6:7|N1,D,median_depth_um,proc_gkf,3,full,25.771157264709473,35.72503096870035,25.106178864382674,1.0,3.1622776601683795
99,zro2_120_formal:m100,FQ:6000:2:6:7|N1,D,median_depth_um,proc_gkf,3,full,0.15511369705200195,2.7720661697242015,25.106178864382674,1.0,3.1622776601683795
103,zro2_120_formal:m104,FQ:6000:10:2:7|N4,D,median_depth_um,proc_gkf,3,full,38.725759506225586,28.681715454497244,25.106178864382674,1.0,3.1622776601683795
109,zro2_120_formal:m110,FQ:6000:50:4:9|N4,D,median_depth_um,proc_gkf,3,full,41.71175575256348,30.954179086482394,25.106178864382674,1.0,3.1622776601683795
114,zro2_120_formal:m115,FQ:6000:100:2:5|N5,D,median_depth_um,proc_gkf,3,full,45.03070068359375,48.85860639286602,25.106178864382674,1.0,3.1622776601683795
118,zro2_120_formal:m119,FQ:6000:200:4:9|N3,D,median_depth_um,proc_gkf,3,full,46.120548248291016,48.70452437731816,25.106178864382674,1.0,3.1622776601683795
124,zro2_20_supplement:m003,BASE:T08,D,median_depth_um,proc_gkf,3,full,47.43928909301758,33.77739675419906,25.106178864382674,1.0,3.1622776601683795
125,zro2_20_supplement:m003,BASE:T08,D,median_depth_um,proc_gkf,3,full,52.207937240600586,39.5378694711717,25.106178864382674,1.0,3.1622776601683795
128,zro2_20_supplement:m005,BASE:T06,D,median_depth_um,proc_gkf,3,full,40.72523307800293,32.671929360547324,25.106178864382674,1.0,3.1622776601683795
129,zro2_20_supplement:m005,BASE:T06,D,median_depth_um,proc_gkf,3,full,42.31871223449707,38.43240207751997,25.106178864382674,1.0,3.1622776601683795
148,zro2_60_pass:m005,BASE:T08,D,median_depth_um,proc_gkf,3,full,29.44637680053711,16.49597860328113,25.106178864382674,1.0,3.1622776601683795
149,zro2_60_pass:m005,BASE:T08,D,median_depth_um,proc_gkf,3,full,3.960146188735962,10.73550588630849,25.106178864382674,1.0,3.1622776601683795
150,zro2_60_pass:m006,BASE:T08,D,median_depth_um,proc_gkf,3,full,38.567806243896484,22.256451320253774,25.106178864382674,1.0,3.1622776601683795
151,zro2_60_pass:m006,BASE:T08,D,median_depth_um,proc_gkf,3,full,44.21941566467285,28.016924037226417,25.106178864382674,1.0,3.1622776601683795
160,zro2_60_pass:m011,BASE:T05,D,median_depth_um,proc_gkf,3,full,9.461623668670654,5.925127288972309,25.106178864382674,1.0,3.1622776601683795
161,zro2_60_pass:m011,BASE:T05,D,median_depth_um,proc_gkf,3,full,17.771986961364746,11.68560000594495,25.106178864382674,1.0,3.1622776601683795
162,zro2_60_pass:m012,BASE:T05,D,median_depth_um,proc_gkf,3,full,30.96079444885254,23.206545439890238,25.106178864382674,1.0,3.1622776601683795
163,zro2_60_pass:m012,BASE:T05,D,median_depth_um,proc_gkf,3,full,25.31327724456787,17.446072722917595,25.106178864382674,1.0,3.1622776601683795
176,zro2_60_pass:m019,BASE:T06,D,median_depth_um,proc_gkf,3,full,11.469114303588867,9.630038492656748,25.106178864382674,1.0,3.1622776601683795
177,zro2_60_pass:m019,BASE:T06,D,median_depth_um,proc_gkf,3,full,21.245290756225586,15.390511209629393,25.106178864382674,1.0,3.1622776601683795
178,zro2_60_pass:m020,BASE:T06,D,median_depth_um,proc_gkf,3,full,29.068297386169434,21.150983926602034,25.106178864382674,1.0,3.1622776601683795
179,zro2_60_pass:m020,BASE:T06,D,median_depth_um,proc_gkf,3,full,35.57953071594238,26.911456643574677,25.106178864382674,1.0,3.1622776601683795
3,zro2_120_formal:m004,FQ:500:2:8:9|N3,D,median_depth_um,proc_gkf,4,full,2.1620235443115234,16.842142870326782,26.554845581075643,1.0,3.1622776601683795
5,zro2_120_formal:m006,FQ:500:2:10:7|N2,D,median_depth_um,proc_gkf,4,full,0.7911836206912994,6.818991815003763,26.554845581075643,1.0,3.1622776601683795
10,zro2_120_formal:m011,FQ:500:10:6:3|N4,D,median_depth_um,proc_gkf,4,full,46.23984718322754,28.957870530501243,26.554845581075643,1.0,3.1622776601683795
12,zro2_120_formal:m013,FQ:500:10:8:7|N5,D,median_depth_um,proc_gkf,4,full,30.701452255249023,29.81280660517622,26.554845581075643,1.0,3.1622776601683795
21,zro2_120_formal:m022,FQ:500:100:6:11|N3,D,median_depth_um,proc_gkf,4,full,49.31291389465332,36.90710260077045,26.554845581075643,1.0,3.1622776601683795
26,zro2_120_formal:m027,FQ:1000:10:2:7|N4,D,median_depth_um,proc_gkf,4,full,48.2729434967041,36.8426862306452,26.554845581075643,1.0,3.1622776601683795
35,zro2_120_formal:m036,FQ:1000:50:8:5|N5,D,median_depth_um,proc_gkf,4,full,54.87403869628906,35.77543136459333,26.554845581075643,1.0,3.1622776601683795
36,zro2_120_formal:m037,FQ:1000:50:10:11|N3,D,median_depth_um,proc_gkf,4,full,34.34164047241211,19.20744146840582,26.554845581075643,1.0,3.1622776601683795
41,zro2_120_formal:m042,FQ:1000:100:10:9|N3,D,median_depth_um,proc_gkf,4,full,39.722333908081055,27.46075677222332,26.554845581075643,1.0,3.1622776601683795
42,zro2_120_formal:m043,FQ:1000:100:10:11|N5,D,median_depth_um,proc_gkf,4,full,48.960649490356445,38.74095127526332,26.554845581075643,1.0,3.1622776601683795
47,zro2_120_formal:m048,FQ:1000:200:10:11|N5,D,median_depth_um,proc_gkf,4,full,51.06957817077637,54.845474509856324,26.554845581075643,1.0,3.1622776601683795
57,zro2_120_formal:m058,FQ:2000:50:6:9|N3,D,median_depth_um,proc_gkf,4,full,43.48048782348633,27.015180007171686,26.554845581075643,1.0,3.1622776601683795
59,zro2_120_formal:m060,FQ:2000:50:10:5|N1,D,median_depth_um,proc_gkf,4,full,1.302653431892395,6.9688778965256475,26.554845581075643,1.0,3.1622776601683795
63,zro2_120_formal:m064,FQ:2000:100:8:5|N2,D,median_depth_um,proc_gkf,4,full,35.81507682800293,25.24534425566617,26.554845581075643,1.0,3.1622776601683795
65,zro2_120_formal:m066,FQ:2000:200:2:5|N1,D,median_depth_um,proc_gkf,4,full,37.99081039428711,49.05998533666924,26.554845581075643,1.0,3.1622776601683795
74,zro2_120_formal:m075,FQ:4000:2:6:5|N1,D,median_depth_um,proc_gkf,4,full,1.1291950941085815,5.484915154283701,26.554845581075643,1.0,3.1622776601683795
79,zro2_120_formal:m080,FQ:4000:50:2:3|N4,D,median_depth_um,proc_gkf,4,full,49.69957160949707,39.60517357187788,26.554845581075643,1.0,3.1622776601683795
84,zro2_120_formal:m085,FQ:4000:50:6:11|N1,D,median_depth_um,proc_gkf,4,full,19.04991912841797,12.611925247325345,26.554845581075643,1.0,3.1622776601683795
93,zro2_120_formal:m094,FQ:4000:200:8:3|N4,D,median_depth_um,proc_gkf,4,full,45.23748588562012,50.311216482576825,26.554845581075643,1.0,3.1622776601683795
94,zro2_120_formal:m095,FQ:4000:200:10:7|N4,D,median_depth_um,proc_gkf,4,full,42.34056854248047,45.425528462471306,26.554845581075643,1.0,3.1622776601683795
98,zro2_120_formal:m099,FQ:6000:2:6:5|N1,D,median_depth_um,proc_gkf,4,full,1.2563902139663696,2.7639622705193574,26.554845581075643,1.0,3.1622776601683795
104,zro2_120_formal:m105,FQ:6000:10:2:3|N5,D,median_depth_um,proc_gkf,4,full,45.409467697143555,36.18303548905683,26.554845581075643,1.0,3.1622776601683795
110,zro2_120_formal:m111,FQ:6000:50:6:5|N3,D,median_depth_um,proc_gkf,4,full,37.64780616760254,21.97538161268499,26.554845581075643,1.0,3.1622776601683795
117,zro2_120_formal:m118,FQ:6000:200:2:3|N1,D,median_depth_um,proc_gkf,4,full,6.473586320877075,43.81913325566155,26.554845581075643,1.0,3.1622776601683795
