i,j,pair_type,d_phi
116,91,random_ordinary,0.9760599200583973
121,101,random_ordinary,0.9832298250755921
65,121,random_ordinary,0.9827109293601081
34,175,random_ordinary,0.9861512983706486
161,165,random_ordinary,0.9793077291797284
68,20,random_ordinary,0.9856555898418546
156,79,random_ordinary,0.9893546973134588
167,14,random_ordinary,0.9800508475746297
116,149,random_ordinary,0.9758793159312785
144,169,random_ordinary,0.981001396696108
55,73,random_ordinary,0.9905673392744331
4,114,random_ordinary,0.9823628289145946
196,74,random_ordinary,0.9832730377538555
161,195,random_ordinary,0.9764619499417202
121,28,random_ordinary,0.9805286588972801
155,110,random_ordinary,0.9853881384820975
154,66,random_ordinary,0.9816056524828458
183,180,random_ordinary,0.9838265929320594
48,57,random_ordinary,0.9853582591901251
41,105,random_ordinary,0.9795576218940655
193,157,random_ordinary,0.9829207435425211
46,108,random_ordinary,0.9818076636005026
61,193,random_ordinary,0.9808825218523127
65,61,random_ordinary,0.9897741120953747
103,47,random_ordinary,0.9764653885409901
124,187,random_ordinary,0.9855886657144316
95,82,random_ordinary,0.9686140952848389
140,14,random_ordinary,0.9812631418206716
55,89,random_ordinary,0.9895850034821634
109,62,random_ordinary,0.9632189832255145
86,109,random_ordinary,0.9757931670699956
162,183,random_ordinary,0.9783039050147432
191,136,random_ordinary,0.9849073817298982
18,153,random_ordinary,0.9837170852301736
166,186,random_ordinary,0.9843330015800683
106,75,random_ordinary,0.9876307391942132
147,170,random_ordinary,0.9814350266083249
176,129,random_ordinary,0.9777667235681302
158,139,random_ordinary,0.9868454406315786
127,48,random_ordinary,0.9847938324913064
28,119,random_ordinary,0.9815179065867627
102,73,random_ordinary,0.979320442061
71,186,random_ordinary,0.9850433810810952
46,29,random_ordinary,0.9872451211483891
4,23,random_ordinary,0.9833901572380545
140,23,random_ordinary,0.9829667619923294
36,167,random_ordinary,0.9876065215147728
158,125,random_ordinary,0.9807813707352047
130,12,random_ordinary,0.9850066368951889
43,189,random_ordinary,0.9821268024523544
59,147,random_ordinary,0.980997065294189
4,41,random_ordinary,0.9823970201768227
189,183,random_ordinary,0.9831929469078015
65,156,random_ordinary,0.9777478804451262
168,162,random_ordinary,0.9885424093088101
26,75,random_ordinary,0.9888178768426806
119,160,random_ordinary,0.9835147144215821
116,72,random_ordinary,0.9876490817877811
125,163,random_ordinary,0.9838110012893565
15,110,random_ordinary,0.9883786526676406
76,197,random_ordinary,0.9791532919380777
188,167,random_ordinary,0.9820461903812842
151,1,random_ordinary,0.9874115071361367
128,175,random_ordinary,0.9871135549254529
23,112,random_ordinary,0.9810370786196064
119,172,random_ordinary,0.9862927856901186
40,23,random_ordinary,0.9833697247418866
180,179,random_ordinary,0.9825090835445527
195,181,random_ordinary,0.9864008116550664
116,67,random_ordinary,0.9842765849830373
48,67,random_ordinary,0.9833239401476089
8,67,random_ordinary,0.9389791974056372
34,132,random_ordinary,0.9872792264904293
72,26,random_ordinary,0.9835479199539826
106,138,random_ordinary,0.9835709170220107
127,78,random_ordinary,0.9801798907539663
43,148,random_ordinary,0.9848230318764771
38,58,random_ordinary,0.985878924101165
108,10,random_ordinary,0.9807406959685456
116,190,random_ordinary,0.9811548672739541
42,174,random_ordinary,0.9795680506141371
156,101,random_ordinary,0.9851634997040822
78,65,random_ordinary,0.9845735001805755
132,110,random_ordinary,0.980264504291177
143,117,random_ordinary,0.9892357814176775
25,121,random_ordinary,0.9835170235073051
115,35,random_ordinary,0.9880123317875305
39,37,random_ordinary,0.9873980014250368
102,47,random_ordinary,0.9799744363672852
59,38,random_ordinary,0.9799955021950294
172,63,random_ordinary,0.9886442822096113
166,5,random_ordinary,0.9835834555522409
32,17,random_ordinary,0.9807325709032377
80,90,random_ordinary,0.9852368219389515
159,178,random_ordinary,0.9805094219666662
176,51,random_ordinary,0.9894714834348115
91,115,random_ordinary,0.9734922832858599
142,9,random_ordinary,0.9663764195768583
2,138,random_ordinary,0.9867650228062952
7,46,random_ordinary,0.9874678803047365
113,20,random_ordinary,0.9831861765852234
171,174,random_ordinary,0.9796808189626314
161,75,random_ordinary,0.9764197902033633
82,48,random_ordinary,0.982802443582956
81,87,random_ordinary,0.9822696396125177
98,38,random_ordinary,0.9894431181565103
151,169,random_ordinary,0.9716094033926849
25,109,random_ordinary,0.9835832374918974
139,32,random_ordinary,0.9810494614932777
169,68,random_ordinary,0.9848610907620675
193,15,random_ordinary,0.9837466185570507
104,74,random_ordinary,0.9757615868320042
18,67,random_ordinary,0.9759878780309882
8,190,random_ordinary,0.9860694364694361
192,30,random_ordinary,0.9862451287619503
162,69,random_ordinary,0.9870810634468214
188,175,random_ordinary,0.981588998378819
156,24,random_ordinary,0.984396363350328
71,53,random_ordinary,0.9833823674521671
109,140,random_ordinary,0.9872135135204346
198,108,random_ordinary,0.9856130520968033
32,124,random_ordinary,0.9884244408977116
95,27,random_ordinary,0.9921980958703935
72,192,random_ordinary,0.982640582655867
152,12,random_ordinary,0.9866327900538011
55,32,random_ordinary,0.9911285374839975
152,133,random_ordinary,0.9857418344703842
27,124,random_ordinary,0.9828541275025826
74,106,random_ordinary,0.9827221272198029
174,63,random_ordinary,0.976412313016793
60,158,random_ordinary,0.9802015736440303
133,75,random_ordinary,0.985128204953508
106,9,random_ordinary,0.9823245977516192
130,89,random_ordinary,0.9841891375226967
190,37,random_ordinary,0.987069492336656
95,24,random_ordinary,0.9790530681912776
35,142,random_ordinary,0.9870505254454877
124,139,random_ordinary,0.9844651262844876
42,39,random_ordinary,0.9855369575899309
52,45,random_ordinary,0.9783429514317831
141,5,random_ordinary,0.9754751699391576
55,160,random_ordinary,0.9728640660049458
173,10,random_ordinary,0.9815099294139138
20,44,random_ordinary,0.9847525539070571
11,38,random_ordinary,0.9867218615562138
3,35,random_ordinary,0.9889183592948882
31,80,random_ordinary,0.9722092516922411
95,109,random_ordinary,0.9872737491171574
198,102,random_ordinary,0.9859925027561455
15,112,random_ordinary,0.9860661428782493
153,187,random_ordinary,0.9799457706691408
141,4,random_ordinary,0.986960292122357
79,140,random_ordinary,0.9721410729502914
17,53,random_ordinary,0.9830299125107168
93,87,random_ordinary,0.9802554965404633
18,36,random_ordinary,0.9856258403336982
103,131,random_ordinary,0.9822265141014643
61,65,random_ordinary,0.9912952329926029
165,191,random_ordinary,0.9825773850064298
107,152,random_ordinary,0.9806845868662997
44,79,random_ordinary,0.9857132044041013
142,57,random_ordinary,0.9543665984673999
102,125,random_ordinary,0.9849765200516644
16,194,random_ordinary,0.9860505426922045
190,161,random_ordinary,0.9818363668419838
87,108,random_ordinary,0.9771573720086222
75,84,random_ordinary,0.9814262383450276
63,163,random_ordinary,0.983833851546291
196,44,random_ordinary,0.9822719765525709
16,126,random_ordinary,0.9883350672857113
194,106,random_ordinary,0.9826038948351868
191,57,random_ordinary,0.980448992235323
49,139,random_ordinary,0.98222477107121
23,58,random_ordinary,0.9764208166355545
127,4,random_ordinary,0.9845021812661255
23,17,random_ordinary,0.9873732592444852
97,122,random_ordinary,0.9833417813237325
192,150,random_ordinary,0.9853510197671576
177,2,random_ordinary,0.982023933045561
178,109,random_ordinary,0.9852363372585873
40,173,random_ordinary,0.9850429350470116
103,167,random_ordinary,0.9834422717862108
163,160,random_ordinary,0.9839608744411373
51,123,random_ordinary,0.9758064119364049
89,124,random_ordinary,0.9862642707882469
81,134,random_ordinary,0.9877902366572957
138,124,random_ordinary,0.983282034276526
47,184,random_ordinary,0.9855541805058718
114,111,random_ordinary,0.9872036640619952
133,40,random_ordinary,0.9813710860129106
89,63,random_ordinary,0.9897516478753643
197,188,random_ordinary,0.9849054624614577
95,27,random_ordinary,0.9921980958703935
22,51,random_ordinary,0.9867660983795705
44,107,random_ordinary,0.9878384661706359
55,118,random_ordinary,0.9789171916985661
154,117,random_ordinary,0.983746489942076
28,92,random_ordinary,0.9783515177047182
198,72,random_ordinary,0.9825660879211517
89,194,random_ordinary,0.9822121332196764
41,109,random_ordinary,0.9851527719505939
155,131,random_ordinary,0.9838911195555909
159,155,random_ordinary,0.9789957416261569
180,2,random_ordinary,0.9779052134749285
77,59,random_ordinary,0.9899743173728751
59,13,random_ordinary,0.9814663714716433
118,21,random_ordinary,0.9917714227662644
77,13,random_ordinary,0.973871912617971
140,10,random_ordinary,0.9857415996951581
156,60,random_ordinary,0.9829932111509654
145,26,random_ordinary,0.9701985164411677
52,143,random_ordinary,0.9897296728457912
37,4,random_ordinary,0.9812164869271087
29,44,random_ordinary,0.9898661418104837
49,177,random_ordinary,0.9868024395553189
83,136,random_ordinary,0.9779425857149089
49,171,random_ordinary,0.9817492127352049
75,5,random_ordinary,0.9830524261786912
8,198,random_ordinary,0.9831382258816459
10,88,random_ordinary,0.9874568796903609
38,68,random_ordinary,0.9852239599781828
195,171,random_ordinary,0.9851772115507876
46,134,random_ordinary,0.9839789692011669
43,66,random_ordinary,0.9671874289621932
3,10,random_ordinary,0.985636132631993
21,66,random_ordinary,0.9896096975482618
148,178,random_ordinary,0.9864630006864255
80,60,random_ordinary,0.9935571945305655
112,18,random_ordinary,0.9847333736632563
141,104,random_ordinary,0.9820752443478208
24,44,random_ordinary,0.9861418795218198
52,66,random_ordinary,0.9808274035836132
88,160,random_ordinary,0.9822802234160496
137,62,random_ordinary,0.9826012407361537
146,67,random_ordinary,0.9876154794887286
56,99,random_ordinary,0.9815963785501729
163,65,random_ordinary,0.9795983444086077
0,76,random_ordinary,0.9842100134161154
153,181,random_ordinary,0.9790388373142713
56,94,random_ordinary,0.9851298959179
115,184,random_ordinary,0.9849266164302974
165,179,random_ordinary,0.985094746735386
38,178,random_ordinary,0.9680337654735488
104,43,random_ordinary,0.9835711329907065
58,82,random_ordinary,0.955298105112182
18,47,random_ordinary,0.9824163870392935
41,43,random_ordinary,0.9869635144325706
10,176,random_ordinary,0.9785358841169076
132,71,random_ordinary,0.9845687714098594
175,142,random_ordinary,0.9820259793326104
30,68,random_ordinary,0.9867046340084962
71,132,random_ordinary,0.9840452391177866
111,174,random_ordinary,0.974982019787532
42,177,random_ordinary,0.975900763547095
31,166,random_ordinary,0.9757006519148108
82,172,random_ordinary,0.974829325641201
167,57,random_ordinary,0.9843310870420949
179,167,random_ordinary,0.9857245279439377
119,118,random_ordinary,0.9787376153214487
39,112,random_ordinary,0.984979676043919
158,70,random_ordinary,0.9829951640237655
177,32,random_ordinary,0.985490930715522
168,45,random_ordinary,0.9841288264886212
5,128,random_ordinary,0.9844106256494807
85,138,random_ordinary,0.9832730669406068
167,161,random_ordinary,0.981095254553032
66,53,random_ordinary,0.9800930073275848
70,169,random_ordinary,0.9858746741641436
87,96,random_ordinary,0.9819567044223844
199,186,random_ordinary,0.9799151567528064
97,39,random_ordinary,0.9698511439297058
157,112,random_ordinary,0.9753369837339234
156,84,random_ordinary,0.978678438741062
30,68,random_ordinary,0.9867046340084962
114,169,random_ordinary,0.9792432733319819
150,53,random_ordinary,0.9860824852168698
169,181,random_ordinary,0.9881072728078103
115,184,random_ordinary,0.9849266164302974
78,101,random_ordinary,0.9808909902030829
121,89,random_ordinary,0.9799828210901901
191,26,random_ordinary,0.9865444370195046
154,149,random_ordinary,0.9883931446192031
136,179,random_ordinary,0.9810288507609195
103,99,random_ordinary,0.980707573196514
193,134,random_ordinary,0.9855979566713954
156,174,random_ordinary,0.9795931904918442
124,19,random_ordinary,0.9787616356067382
80,129,random_ordinary,0.978684419460346
9,169,random_ordinary,0.9828157630950276
159,23,random_ordinary,0.9870914910876981
64,57,random_ordinary,0.9755149443769531
59,19,random_ordinary,0.9855667396292442
48,61,random_ordinary,0.9865613217409419
184,149,random_ordinary,0.9829982530825792
138,110,random_ordinary,0.9808091470108711
113,97,random_ordinary,0.9848573615488531
182,197,random_ordinary,0.9817952810156693
106,104,random_ordinary,0.9783140990455759
35,104,random_ordinary,0.9697802572556343
134,157,random_ordinary,0.9869352845790069
37,36,random_ordinary,0.9911591577734326
127,102,random_ordinary,0.9860623072192587
192,36,random_ordinary,0.988646261480421
158,44,random_ordinary,0.983927543520063
160,14,random_ordinary,0.9862197854883756
110,144,random_ordinary,0.983008885619336
85,27,random_ordinary,0.9817157121870144
75,102,random_ordinary,0.984820468282556
56,102,random_ordinary,0.9878657198761549
98,154,random_ordinary,0.9682189202793905
96,52,random_ordinary,0.9809419655986963
16,27,random_ordinary,0.9883313804408311
115,67,random_ordinary,0.9856128951414269
25,52,random_ordinary,0.9843710435098436
53,41,random_ordinary,0.9741339626154889
122,7,random_ordinary,0.9847255434726643
116,130,random_ordinary,0.9799014276897137
58,172,random_ordinary,0.9832114339381967
116,13,random_ordinary,0.9912927551767855
25,54,random_ordinary,0.9880172986317264
39,153,random_ordinary,0.977069486469756
8,185,random_ordinary,0.9821307545449306
18,114,random_ordinary,0.9838473229887332
167,149,random_ordinary,0.9863890092750258
78,91,random_ordinary,0.978866256944973
17,65,random_ordinary,0.9776629324860278
40,88,random_ordinary,0.9903482812809196
94,152,random_ordinary,0.9836607962879765
189,121,random_ordinary,0.9846118351081341
8,153,random_ordinary,0.9796016560439836
196,53,random_ordinary,0.9789862924808984
115,50,random_ordinary,0.9807104722340386
32,31,random_ordinary,0.9868444026487948
105,188,random_ordinary,0.984437280642699
166,63,random_ordinary,0.9821960500781918
15,154,random_ordinary,0.9834673959674223
199,113,random_ordinary,0.9829017480778584
36,48,random_ordinary,0.9829130189193885
58,82,random_ordinary,0.955298105112182
73,163,random_ordinary,0.9864508064455391
188,35,random_ordinary,0.985816743855484
16,161,random_ordinary,0.9821059825724257
130,165,random_ordinary,0.9726116238487009
197,76,random_ordinary,0.9789415798343034
144,73,random_ordinary,0.9802197976461965
142,112,random_ordinary,0.9681535035600296
73,62,random_ordinary,0.9888010450298781
159,54,random_ordinary,0.9849264926057183
43,130,random_ordinary,0.9838100770300032
6,180,random_ordinary,0.9805053790473477
137,53,random_ordinary,0.9876967258518351
64,187,random_ordinary,0.9751913016698446
118,68,random_ordinary,0.9759341457277477
185,111,random_ordinary,0.979816464133412
64,23,random_ordinary,0.9887914625913756
199,24,random_ordinary,0.9742989499944898
53,102,random_ordinary,0.979829119983282
53,22,random_ordinary,0.9900767986227323
69,168,random_ordinary,0.9764278150821382
131,71,random_ordinary,0.9818480486279251
56,36,random_ordinary,0.9804481090764392
18,75,random_ordinary,0.9840075288710983
34,118,random_ordinary,0.9842693479916306
125,157,random_ordinary,0.9720332982475545
93,4,random_ordinary,0.9849214522328519
186,67,random_ordinary,0.9784024874692137
97,77,random_ordinary,0.9771974515993246
87,135,random_ordinary,0.9871953361793357
85,35,random_ordinary,0.9833199492033151
25,12,random_ordinary,0.981947744938335
39,62,random_ordinary,0.9860313117589646
93,184,random_ordinary,0.9835338401129395
62,128,random_ordinary,0.9838934388569974
196,66,random_ordinary,0.9880839374016779
117,124,random_ordinary,0.9858991946419254
93,159,random_ordinary,0.9753641272426
166,94,random_ordinary,0.9809585190103405
184,91,random_ordinary,0.9802486190480638
199,123,random_ordinary,0.9832743243403607
97,165,random_ordinary,0.9890218860937907
154,113,random_ordinary,0.9663066876512204
55,30,random_ordinary,0.9867489480836865
88,30,random_ordinary,0.9922606074830768
102,99,random_ordinary,0.9793548202412589
28,101,random_ordinary,0.9844848637858685
23,13,random_ordinary,0.9825782604558918
65,131,random_ordinary,0.9859689493828699
194,56,random_ordinary,0.9838582842691331
156,35,random_ordinary,0.9848992318792882
14,102,random_ordinary,0.9826070426558724
28,26,random_ordinary,0.9911333440669936
42,32,random_ordinary,0.9853292328396733
29,58,random_ordinary,0.9901441015570707
144,29,random_ordinary,0.9732097722246223
10,152,random_ordinary,0.9839570462674264
166,80,random_ordinary,0.9825373923592974
64,16,random_ordinary,0.9857607245336512
127,59,random_ordinary,0.9886241220032616
45,57,random_ordinary,0.9861785963745542
143,63,random_ordinary,0.9761371241207351
157,123,random_ordinary,0.9807954278895678
170,58,random_ordinary,0.9795456729156011
43,54,random_ordinary,0.9856384386878869
178,22,random_ordinary,0.9825348507793287
76,89,random_ordinary,0.9867675484064885
93,30,random_ordinary,0.9868849483189975
51,135,random_ordinary,0.9850920382968996
10,129,random_ordinary,0.9778249770679681
141,157,random_ordinary,0.9819249661540481
123,27,random_ordinary,0.9754667957881468
30,114,random_ordinary,0.9872994333722886
169,178,random_ordinary,0.9883266679958397
110,160,random_ordinary,0.9883068447666499
64,63,random_ordinary,0.9832152176653658
127,40,random_ordinary,0.9758848088038997
159,15,random_ordinary,0.9868304241938888
165,32,random_ordinary,0.9862819494968571
53,9,random_ordinary,0.9896745079723172
156,6,random_ordinary,0.9789376985690743
160,172,random_ordinary,0.9845923614500666
4,199,random_ordinary,0.9848681797929215
115,81,random_ordinary,0.9862897928155762
147,164,random_ordinary,0.9882715595275736
50,18,random_ordinary,0.9855036120899339
15,119,random_ordinary,0.9915602991035505
68,145,random_ordinary,0.9695281198852781
106,12,random_ordinary,0.987362903888291
26,100,random_ordinary,0.9890952412281072
65,125,random_ordinary,0.9855650255632696
195,35,random_ordinary,0.9880675071206898
87,75,random_ordinary,0.982894892448802
77,168,random_ordinary,0.9815280321367309
195,57,random_ordinary,0.9839317910137686
154,97,random_ordinary,0.9878313347279264
173,27,random_ordinary,0.9884004113187943
163,182,random_ordinary,0.98431592846818
59,157,random_ordinary,0.9819081281085115
1,144,random_ordinary,0.9856853396865686
22,57,random_ordinary,0.944870029778796
90,85,random_ordinary,0.9897823083007419
119,86,random_ordinary,0.9906288071992424
36,190,random_ordinary,0.9844776850473694
50,177,random_ordinary,0.9865629839436661
194,183,random_ordinary,0.9842741683043938
58,92,random_ordinary,0.9901437473060317
22,21,random_ordinary,0.9842299906772225
3,166,random_ordinary,0.9842243629553545
141,24,random_ordinary,0.9840997519223662
149,164,random_ordinary,0.9852087049542487
73,173,random_ordinary,0.9859598835557357
174,176,random_ordinary,0.9814363140122748
104,56,random_ordinary,0.9799809195313947
132,46,random_ordinary,0.9863367933344883
98,94,random_ordinary,0.9686860117025551
97,43,random_ordinary,0.9819957881859722
115,31,random_ordinary,0.9703837230279646
111,28,random_ordinary,0.9848887080919194
79,6,random_ordinary,0.9830097701652502
45,9,random_ordinary,0.9814731048089754
184,164,random_ordinary,0.9828388576821944
195,96,random_ordinary,0.9873313897219061
90,117,random_ordinary,0.9887198300834555
140,55,random_ordinary,0.9832616301322364
51,20,random_ordinary,0.9889012721300133
98,148,random_ordinary,0.9822246321763605
143,178,random_ordinary,0.9867170999692959
4,11,random_ordinary,0.9864990643463046
15,158,random_ordinary,0.9869691281107184
117,85,random_ordinary,0.9857323540922566
193,82,random_ordinary,0.9852026772885932
23,175,random_ordinary,0.9804032384456275
55,165,random_ordinary,0.9838373211967861
194,102,random_ordinary,0.9769402635535164
20,159,random_ordinary,0.9827190894558261
182,83,random_ordinary,0.9850232521088595
117,1,random_ordinary,0.9849673036624517
159,122,random_ordinary,0.9808724422682695
127,151,random_ordinary,0.986526376882603
105,117,random_ordinary,0.9835789076200466
91,105,random_ordinary,0.984190944497584
124,189,random_ordinary,0.9826854149217398
88,26,random_ordinary,0.9917216845288569
20,172,random_ordinary,0.9808971486826842
169,113,random_ordinary,0.9808990529258781
125,11,random_ordinary,0.9843143309259853
79,110,random_ordinary,0.9793183188141659
31,97,random_ordinary,0.9844923307593288
121,26,random_ordinary,0.9786273644146803
113,57,random_ordinary,0.9752916566574457
24,146,random_ordinary,0.9856318649099395
67,139,random_ordinary,0.9838601324405439
106,79,random_ordinary,0.9861833568464232
27,134,random_ordinary,0.9889026403148434
33,167,random_ordinary,0.9852887395617774
22,57,random_ordinary,0.944870029778796
142,182,random_ordinary,0.9859769201570764
7,25,random_ordinary,0.9755605163659911
151,179,random_ordinary,0.9818837320562037
97,84,random_ordinary,0.9839798240222871
82,23,random_ordinary,0.9824070611567289
43,58,random_ordinary,0.9682579475710876
66,103,random_ordinary,0.9840112427689591
87,70,random_ordinary,0.982628132531742
93,138,random_ordinary,0.9859062509809533
44,63,random_ordinary,0.9776736099009047
186,72,random_ordinary,0.983981929089855
58,53,random_ordinary,0.9842373183523473
141,36,random_ordinary,0.9832401588411008
74,88,random_ordinary,0.9833249249637046
2,141,random_ordinary,0.984559934955624
87,16,random_ordinary,0.9854804820193862
132,8,random_ordinary,0.9859714699108698
62,84,random_ordinary,0.9912400401761927
152,88,random_ordinary,0.9887514256915994
62,169,random_ordinary,0.9859283939320843
188,139,random_ordinary,0.9800105576358431
8,76,random_ordinary,0.9861158087894834
125,174,random_ordinary,0.9849612037930449
3,36,random_ordinary,0.9867490065923608
155,41,random_ordinary,0.9724179522630323
197,32,random_ordinary,0.9897885152895047
175,106,random_ordinary,0.9792087932339792
57,108,random_ordinary,0.9663355243693318
79,49,random_ordinary,0.9800763421601327
97,29,random_ordinary,0.9296256176817891
85,84,random_ordinary,0.9720393969051162
116,66,random_ordinary,0.9760865205384459
158,30,random_ordinary,0.9875701681686622
155,120,random_ordinary,0.983392330655918
32,35,random_ordinary,0.986974590192978
85,8,random_ordinary,0.9841632935361877
192,189,random_ordinary,0.9824777723448015
3,143,random_ordinary,0.9821523684279656
141,138,random_ordinary,0.9805258914048497
54,26,random_ordinary,0.9883943661475398
16,37,random_ordinary,0.976225900530235
145,123,random_ordinary,0.9827053996667554
40,71,random_ordinary,0.9830054572149831
24,150,random_ordinary,0.9848780074436629
59,26,random_ordinary,0.9889661234244228
172,53,random_ordinary,0.9860139271756053
78,183,random_ordinary,0.9794936234078435
89,126,random_ordinary,0.9814405206823021
59,146,random_ordinary,0.9835958785242397
114,107,random_ordinary,0.9855499257098866
127,150,random_ordinary,0.9823179401987467
183,160,random_ordinary,0.9883296665687807
76,51,random_ordinary,0.9776139383263132
181,173,random_ordinary,0.9819613027782131
37,105,random_ordinary,0.9844577526622204
166,77,random_ordinary,0.9803524774107566
108,196,random_ordinary,0.9862187380422793
63,59,random_ordinary,0.9810845173685825
60,58,random_ordinary,0.9894863091849302
198,69,random_ordinary,0.9835639771500554
45,79,random_ordinary,0.9643389086651446
45,38,random_ordinary,0.9863546278019035
165,191,random_ordinary,0.9825773850064298
5,163,random_ordinary,0.9729877267665482
110,15,random_ordinary,0.9876524276219297
154,192,random_ordinary,0.9832326547704173
197,100,random_ordinary,0.9878305081062709
171,149,random_ordinary,0.9794148467474845
192,136,random_ordinary,0.9864740780986704
140,69,random_ordinary,0.9792408777948862
89,15,random_ordinary,0.9874520538364708
135,46,random_ordinary,0.9890434829854483
4,177,random_ordinary,0.9802414899334594
1,100,random_ordinary,0.9849809789944158
148,41,random_ordinary,0.9785066830090852
16,188,random_ordinary,0.9856535007403487
76,147,random_ordinary,0.9809121942131251
154,160,random_ordinary,0.98173568288319
39,89,random_ordinary,0.9909519285108316
99,34,random_ordinary,0.9833496203678246
138,31,random_ordinary,0.9851726228913409
50,52,random_ordinary,0.9826424227002462
56,96,random_ordinary,0.9548889063476432
112,164,random_ordinary,0.9847189003538386
186,30,random_ordinary,0.9887158117250288
11,110,random_ordinary,0.9875728965952244
126,18,random_ordinary,0.9819646196167665
178,88,random_ordinary,0.9821207911030457
93,16,random_ordinary,0.9867837973877385
193,147,random_ordinary,0.9782305721086316
150,130,random_ordinary,0.9810642887086171
107,37,random_ordinary,0.979410485591392
120,61,random_ordinary,0.9856835847257956
139,71,random_ordinary,0.9836065813042445
35,131,random_ordinary,0.9864665431958839
18,149,random_ordinary,0.9816846070661642
1,188,random_ordinary,0.989794383848549
116,134,random_ordinary,0.9793209932468346
21,62,random_ordinary,0.9863494955766915
122,41,random_ordinary,0.9840860439498633
93,68,random_ordinary,0.9720362624765851
99,150,random_ordinary,0.9851750512730337
104,34,random_ordinary,0.9853403453716989
59,123,random_ordinary,0.9789351203015344
76,54,random_ordinary,0.9814894316385501
15,31,random_ordinary,0.99078560913018
51,7,random_ordinary,0.9883506101676366
25,109,random_ordinary,0.9835832374918974
43,41,random_ordinary,0.9869635144325706
28,94,random_ordinary,0.9838780884556662
30,166,random_ordinary,0.9820365002391181
14,167,random_ordinary,0.9795080280785502
100,11,random_ordinary,0.982325125270486
120,191,random_ordinary,0.9817862063875806
84,90,random_ordinary,0.9892888671322456
119,13,random_ordinary,0.9869764842429496
159,97,random_ordinary,0.9859128030340211
47,68,random_ordinary,0.9657900119934126
115,38,random_ordinary,0.9780858244717261
115,159,random_ordinary,0.9733991440485766
163,158,random_ordinary,0.9821411861122845
183,28,random_ordinary,0.9836077462352776
47,84,random_ordinary,0.9865528797423497
14,197,random_ordinary,0.9802226634458262
102,59,random_ordinary,0.9886387457160289
40,71,random_ordinary,0.9830054572149831
161,78,random_ordinary,0.9826125268459232
194,32,random_ordinary,0.9835367710516678
49,180,random_ordinary,0.9824796305588599
147,77,random_ordinary,0.987932656677322
175,59,random_ordinary,0.9813761269329918
63,168,random_ordinary,0.9879102070744884
162,193,random_ordinary,0.9831305688861574
97,180,random_ordinary,0.9852843407725095
106,13,random_ordinary,0.9878034959957154
195,172,random_ordinary,0.983429603541812
163,129,random_ordinary,0.9843795351720019
189,196,random_ordinary,0.9848844521765538
24,23,random_ordinary,0.9840082192278801
82,24,random_ordinary,0.9922380439056518
95,125,random_ordinary,0.9880261453881778
52,44,random_ordinary,0.9887944511033694
34,114,random_ordinary,0.9838490053431199
126,85,random_ordinary,0.986182994216705
104,158,random_ordinary,0.9875446600802549
18,1,random_ordinary,0.984260025277853
106,160,random_ordinary,0.9796106053679576
168,53,random_ordinary,0.9883543201537757
125,7,random_ordinary,0.9877863519637473
195,8,random_ordinary,0.9808693551301518
80,66,random_ordinary,0.9757558373381717
137,2,random_ordinary,0.9855463247416177
65,94,random_ordinary,0.9642425533752034
62,22,random_ordinary,0.9733467778268695
128,156,random_ordinary,0.9902766310939444
140,90,random_ordinary,0.9848241444666818
177,70,random_ordinary,0.9834349677737073
11,53,random_ordinary,0.9839630814225246
17,48,random_ordinary,0.9764790153301142
99,108,random_ordinary,0.9869593966158058
17,63,random_ordinary,0.9854289459380637
156,184,random_ordinary,0.9842395542700585
138,76,random_ordinary,0.9820375798192216
126,71,random_ordinary,0.9744985088944081
174,167,random_ordinary,0.9847423262234167
138,21,random_ordinary,0.9897412890077714
92,2,random_ordinary,0.9843801742352088
8,113,random_ordinary,0.9796702602529338
12,172,random_ordinary,0.9785928368444564
48,20,random_ordinary,0.9774795609797374
57,34,random_ordinary,0.984095608704374
129,75,random_ordinary,0.9811504249110734
16,46,random_ordinary,0.9877538940176712
95,106,random_ordinary,0.9854402129701951
124,97,random_ordinary,0.9862137550709964
143,68,random_ordinary,0.980231624386333
114,196,random_ordinary,0.977317589391799
82,112,random_ordinary,0.9829276617125637
179,83,random_ordinary,0.9741466313388638
163,158,random_ordinary,0.9821411861122845
188,64,random_ordinary,0.9771619093487329
146,106,random_ordinary,0.9842717856004013
22,53,random_ordinary,0.9878418565350174
22,6,random_ordinary,0.9755957421622018
37,96,random_ordinary,0.9556576262659624
50,111,random_ordinary,0.9832254968798435
197,121,random_ordinary,0.9870104887694544
73,0,random_ordinary,0.985939822952373
85,41,random_ordinary,0.9887558173678588
29,13,random_ordinary,0.9782510893023675
134,57,random_ordinary,0.9842989374636292
71,194,random_ordinary,0.9824835021514078
127,71,random_ordinary,0.9770702501050939
97,175,random_ordinary,0.9789155809818971
36,159,random_ordinary,0.9906637683917187
191,156,random_ordinary,0.9823054820450345
92,192,random_ordinary,0.9861784406399801
6,98,random_ordinary,0.9849975764169703
162,120,random_ordinary,0.9784172229386469
177,68,random_ordinary,0.9802371533021064
94,131,random_ordinary,0.9856235081669755
177,98,random_ordinary,0.9843673598551312
44,1,random_ordinary,0.9846038114395221
138,134,random_ordinary,0.9843014714840836
118,137,random_ordinary,0.9763090328214488
99,148,random_ordinary,0.9828164029106733
179,2,random_ordinary,0.9858594930345022
