point,direction,step,fd_value
27,log_f_Hz,0.01,1.0597917613317357e-08
27,log_v_m_s,0.01,-1.6467455053330962e-08
27,log_h_m,0.01,-1.817456079062514e-08
27,log_tau_s,0.001,1.7153564488754557e-09
27,log_f_Hz,0.001,1.044067020493245e-08
27,log_v_m_s,0.001,-1.6300668515278962e-08
27,log_h_m,0.001,-1.82080535060231e-08
27,log_tau_s,0.0001,1.715369923541755e-09
27,log_f_Hz,0.0001,1.044012298457098e-08
27,log_v_m_s,0.0001,-1.6299728793518067e-08
27,log_h_m,0.0001,-1.8202269887737714e-08
27,log_tau_s,1e-05,1.715369923574842e-09
27,log_f_Hz,1e-05,1.0438273560260798e-08
27,log_v_m_s,1e-05,-1.6297884290270787e-08
27,log_h_m,1e-05,-1.819958711529016e-08
27,log_tau_s,1e-06,1.7153699278761815e-09
27,log_f_Hz,1e-06,1.0437176689651796e-08
27,log_v_m_s,1e-06,-1.629671282087455e-08
27,log_h_m,1e-06,-1.819958709047474e-08
28,log_tau_s,0.01,5.958960552190381e-09
28,log_f_Hz,0.01,3.386389195545162e-08
28,log_v_m_s,0.01,-6.661440392369289e-08
28,log_h_m,0.01,-7.326346473075478e-08
28,log_tau_s,0.001,5.959152081844429e-09
28,log_f_Hz,0.001,3.3919306705689776e-08
28,log_v_m_s,0.001,-6.667103812984412e-08
28,log_h_m,0.001,-7.266181088530456e-08
28,log_tau_s,0.0001,5.959214943441697e-09
28,log_f_Hz,0.0001,3.3906493273728386e-08
28,log_v_m_s,0.0001,-6.665835894328751e-08
28,log_h_m,0.0001,-7.266097717459738e-08
28,log_tau_s,1e-05,5.959214943309348e-09
28,log_f_Hz,1e-05,3.38961444091438e-08
28,log_v_m_s,1e-05,-6.664762629561841e-08
28,log_h_m,1e-05,-7.266180694329263e-08
28,log_tau_s,1e-06,5.959214961838194e-09
28,log_f_Hz,1e-06,3.3896186759467675e-08
28,log_v_m_s,1e-06,-6.664743344606866e-08
28,log_h_m,1e-06,-7.266187281201568e-08
29,log_tau_s,0.01,6.69396614771257e-10
29,log_f_Hz,0.01,1.096207491047504e-09
29,log_v_m_s,0.01,-3.8388926379135464e-09
29,log_h_m,0.01,-7.65250073132043e-09
29,log_tau_s,0.001,6.693491295635886e-10
29,log_f_Hz,0.001,1.1111779340408294e-09
29,log_v_m_s,0.001,-3.857836216863742e-09
29,log_h_m,0.001,-7.685913712826422e-09
29,log_tau_s,0.0001,6.69349130733222e-10
29,log_f_Hz,0.0001,1.1099466550542705e-09
29,log_v_m_s,0.0001,-3.857062149567125e-09
29,log_h_m,0.0001,-7.690342899933789e-09
29,log_tau_s,1e-05,6.693491306670475e-10
29,log_f_Hz,1e-05,1.1090340336410297e-09
29,log_v_m_s,1e-05,-3.856235854393515e-09
29,log_h_m,1e-05,-7.692721433697686e-09
29,log_tau_s,1e-06,6.693491311633559e-10
29,log_f_Hz,1e-06,1.1090340294224085e-09
29,log_v_m_s,1e-06,-3.856235847031608e-09
29,log_h_m,1e-06,-7.692721423523364e-09
30,log_tau_s,0.01,2.2664543083321898e-09
30,log_f_Hz,0.01,1.1354571565301931e-08
30,log_v_m_s,0.01,-1.963305007777103e-08
30,log_h_m,0.01,-1.4414138728439424e-08
30,log_tau_s,0.001,2.2664652776474156e-09
30,log_f_Hz,0.001,1.1196934421388214e-08
30,log_v_m_s,0.001,-1.9471776480095242e-08
30,log_h_m,0.001,-1.446111194532754e-08
30,log_tau_s,0.0001,2.2664624393194187e-09
30,log_f_Hz,0.0001,1.1203723979158281e-08
30,log_v_m_s,0.0001,-1.9478751118167484e-08
30,log_h_m,0.0001,-1.4473816763594136e-08
30,log_tau_s,1e-05,2.2664624395841165e-09
30,log_f_Hz,1e-05,1.120282371627834e-08
30,log_v_m_s,1e-05,-1.947807933881856e-08
30,log_h_m,1e-05,-1.4472454021684523e-08
30,log_tau_s,1e-06,2.2664624409076055e-09
30,log_f_Hz,1e-06,1.1201392261037728e-08
30,log_v_m_s,1e-06,-1.9476647772735743e-08
30,log_h_m,1e-06,-1.4474026591290661e-08
31,log_tau_s,0.01,1.3288536658365866e-09
31,log_f_Hz,0.01,5.8842095687533605e-09
31,log_v_m_s,0.01,-1.1502658158993071e-08
31,log_h_m,0.01,-1.117358204181988e-08
31,log_tau_s,0.001,1.3288335541944945e-09
31,log_f_Hz,0.001,5.948619192555937e-09
31,log_v_m_s,0.001,-1.1570478521347923e-08
31,log_h_m,0.001,-1.117143786537469e-08
31,log_tau_s,0.0001,1.328816418009905e-09
31,log_f_Hz,0.0001,5.953915535590484e-09
31,log_v_m_s,0.0001,-1.15761076523629e-08
31,log_h_m,0.0001,-1.1166855522519471e-08
31,log_tau_s,1e-05,1.32881641812571e-09
31,log_f_Hz,1e-05,5.9498268966518464e-09
31,log_v_m_s,1e-05,-1.1572108587820178e-08
31,log_h_m,1e-05,-1.1166665905194502e-08
31,log_tau_s,1e-06,1.3288164186220186e-09
31,log_f_Hz,1e-06,5.94982688374783e-09
31,log_v_m_s,1e-06,-1.1572108580210118e-08
31,log_h_m,1e-06,-1.1166665888816327e-08
