dataset_index,session_id,measurement_id,sample_id,shared_height_source_id,roi_within_measurement,session_role,design_group,processing_order,x_position_um,y_position_um,compressor_steps,pulse_duration_fs,pulse_duration_calibration_id,pulse_duration_calibration_version,frequency_kHz,hatch_spacing_um,pass_count,velocity_mm_s,valid_fraction,repair_fraction,median_depth_um,residual_Sq_um,plane_rmse_um,plane_status,measured_power_W,nominal_software_power_W,power_measurement_source,power_measurement_version,constant_power_assumption,pulse_energy_proxy_uJ,scan_spacing_um,areal_pulse_density_per_mm2,areal_dose_proxy_J_per_mm2,quad_key,base_condition_group,cv_process_group,phase1_global_loco_rank,phase1_global_loco_angle_deg,D,A_med,ilr_z1,ilr_z2,ilr_z3,ilr_z4,A2_8_16,entropy_8_16,A2_16_32,entropy_16_32,component_id,base_family_key,outer_fold
34,zro2_120_formal,35,35,zro2_120_formal:m035,single,formal,,35,-3900.0,8600.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,8.0,1,11,1.0,0.0026953125,8.4134,3.0992,0.2212624052997015,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.22,568181.8181818182,60.60568181818182,1000:50:8:11,F35,FQ:1000:50:8:11|N1,21,0.5299527137911163,8.413393497467041,3.099172881562403,-0.6089312302151604,-0.6933615459710779,0.3714167340515305,-0.7012319459233151,0.220501840489784,0.9150234131798276,0.2190096429830184,0.7246231596036397,49be816d3f38705a74dbb36266214c3e232f4efa1137b6dc5a33f7fff88a2412,1000|50|11|8,3
35,zro2_120_formal,36,36,zro2_120_formal:m036,single,formal,,36,-3900.0,9200.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,8.0,5,5,1.0,0.004375,54.874,0.7648,0.2209980592650771,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.1,6250000.0,666.6625,1000:50:8:5,F36,FQ:1000:50:8:5|N5,154,0.0020540399314646,54.87403869628906,0.7647949042328561,-0.7076697354766783,-1.0783592347505078,0.9847506410048814,0.2527778325560823,0.7921170240517623,0.6019932637175301,0.8968670410471332,0.3221197584802974,2408b1dc1a902affc49faba1eb1a7974a98411526f82e856c2cca0b9effe2a3a,1000|50|5|8,0
36,zro2_120_formal,37,37,zro2_120_formal:m037,single,formal,,37,-3900.0,9800.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,10.0,3,11,1.0,0.0,34.3416,1.8248,0.2089220938776249,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.22,1363636.3636363635,145.45363636363638,1000:50:10:11,F37,FQ:1000:50:10:11|N3,61,0.0704862523667421,34.34164047241211,1.8248260249942885,-0.3818594044923049,-0.9537708285938596,0.673593622624693,-0.0845280426763687,0.7663044136600492,0.5643106638256186,0.7623542306298341,0.4474832098583916,37b0c28a28a8f3eb013b209db4dc026e7a8b3642f5e16d25d836c7a5dacffa65,1000|50|11|10,1
37,zro2_120_formal,38,38,zro2_120_formal:m038,single,formal,,38,-3900.0,10400.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,2.0,2,9,1.0,0.0271484375,53.7011,12.5604,0.259871196973398,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.09,11111111.111111112,592.588888888889,1000:100:2:9,F38,FQ:1000:100:2:9|N2,2,19.309217657981627,53.70109558105469,12.560357387242096,-2.194109791206686,-0.5734623435626787,-1.050369989961102,-0.1318673494537459,0.3403376777563502,0.8833305332666668,0.5787532916198199,0.6920311054713827,3689c38f9947e8059b87ef5082c010ea4b8b73bef146601bda7f54d88d9986b5,1000|100|9|2,0
38,zro2_120_formal,39,39,zro2_120_formal:m039,single,formal,,39,-3900.0,11000.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,6.0,1,3,1.0,0.0,5.3225,1.0998,0.2572949539775783,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.03,5555555.555555556,296.2944444444445,1000:100:6:3,F39,FQ:1000:100:6:3|N1,152,0.0028268497002161,5.322521686553955,1.0998376844810436,-0.4278035863335743,-0.3138663330272987,0.3252412428865761,0.2700657182746112,0.0787764532597981,0.939580309961386,0.2592370460594325,0.6865491045998381,d73fc8da155734c1b9df67d55a45a97780a6633b3b0e61b3d61b3e01c3d4d5b8,1000|100|3|6,4
39,zro2_120_formal,40,40,zro2_120_formal:m040,single,formal,,40,-3900.0,11600.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,6.0,5,5,1.0,0.0048046875,57.6547,2.0128,0.2409736771930815,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.05,16666666.666666666,888.8833333333333,1000:100:6:5,F40,FQ:1000:100:6:5|N5,63,0.0673051045045312,57.65474891662598,2.01277322504111,-0.4067107780295143,-0.7634617416141279,0.9486121749255072,0.7763077458400466,0.3810750157115334,0.8785112407454292,0.2999349026199768,0.7581381975567303,fa5882873103aa52140e4b087c0124ec6f5e29a6267b8238115a0afb2f7a75eb,1000|100|5|6,2
40,zro2_120_formal,41,41,zro2_120_formal:m041,single,formal,,41,-3900.0,12200.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,8.0,5,3,1.0,0.0,56.2835,0.9623,0.247305883115448,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.03,20833333.33333333,1111.1041666666667,1000:100:8:3,F41,FQ:1000:100:8:3|N5,68,0.0515078917639123,56.28345680236816,0.9623362754017653,-1.5929189804933472,-1.09790589185653,0.3497791055554897,-0.2638547176778891,0.5800957967821603,0.7334160088483925,0.7377146673949826,0.5164847591567187,16cd7d03a922a4569cb1f5c8ec1269f8c4c0cc50a98c497a54784441eb27bc6d,1000|100|3|8,3
41,zro2_120_formal,42,42,zro2_120_formal:m042,single,formal,,42,-3900.0,12800.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,10.0,3,9,1.0,0.0,39.7223,0.7597,0.2908954039551389,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.09,3333333.333333333,177.77666666666667,1000:100:10:9,F42,FQ:1000:100:10:9|N3,158,0.0006824738852365,39.722333908081055,0.7597134590061623,0.3886341584462418,-1.3418725347276172,1.8073087436680888,-0.2005446487389897,0.9018776320703372,0.4304818644961302,0.8897412290399399,0.3466114596857421,2eeaf71a116d44a24fd554fdc0a8fa13fb10e29ab498f0c725a08261101ea391,1000|100|9|10,1
42,zro2_120_formal,43,43,zro2_120_formal:m043,single,formal,,43,-3900.0,13400.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,10.0,5,11,1.0,0.001484375,48.9606,2.3629,0.2132874661381713,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.11,4545454.545454546,242.4227272727273,1000:100:10:11,F43,FQ:1000:100:10:11|N5,28,0.3225079058017536,48.960649490356445,2.362876250095584,-1.6266155261554995,-0.545844995889834,0.6606186008838998,-0.4964495151831057,0.583344535910139,0.7033514574241619,0.6868187927596299,0.5082114189744553,6463d0644a2c1a7038a2068f8c6dd9a391c72f5ee724ae075755ce69054f72ff,1000|100|11|10,1
43,zro2_120_formal,44,44,zro2_120_formal:m044,single,formal,,44,-3900.0,14000.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,6.0,3,5,1.0,0.006484375,52.191,4.8022,0.2150988441101245,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.025,20000000.0,533.33,1000:200:6:5,F44,FQ:1000:200:6:5|N3,12,2.1425362061980016,52.191043853759766,4.802227944160921,-1.7491680299232513,-0.4770787996558237,-0.0955493629050358,-0.4410045490222692,0.2781051908557878,0.883508005081446,0.3126656703017544,0.7537447790964441,97cdbd709d1cdc651b15abf2347ee874b5a0f4bdddafd2fce6eeacaf576ceda5,1000|200|5|6,4
44,zro2_120_formal,45,45,zro2_120_formal:m045,single,formal,,45,-3900.0,14600.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,6.0,3,7,1.0,0.0122265625,49.5979,5.7599,0.3886902858133605,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.035,14285714.285714284,380.9500000000001,1000:200:6:7,F45,FQ:1000:200:6:7|N3,6,7.697548926732254,49.597900390625,5.759937507256592,-2.025432338922837,-0.5127189343514595,-1.059806440270436,-0.5062884582332015,0.4969059601599218,0.8696355001505561,0.4745739121251881,0.7087827617408848,bfce9310f057ffd5a57ffbba380d69a6351ca7fe57b578a67c47b4662bdf52be,1000|200|7|6,1
45,zro2_120_formal,46,46,zro2_120_formal:m046,single,formal,,46,-3900.0,15200.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,8.0,4,11,1.0,0.0,52.3175,0.6211,0.2361023778313117,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.055,9090909.090909092,242.4227272727273,1000:200:8:11,F46,FQ:1000:200:8:11|N4,81,0.0356526842394337,52.31752395629883,0.6210842194186695,-0.7938305166950957,-0.951083449308378,-0.21248130930241,-0.8751206866449143,0.3052190068929357,0.8767025281458419,0.4439343335562298,0.6187011076610365,f89410c437f281e05ca92c9f85a89bb4b5b41253d7122ca792e2e8d70d5f9db0,1000|200|11|8,0
46,zro2_120_formal,47,47,zro2_120_formal:m047,single,formal,,47,-3900.0,15800.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,10.0,3,9,1.0,0.0,45.2915,1.5158,0.24919145586372,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.045,6666666.666666667,177.77666666666667,1000:200:10:9,F47,FQ:1000:200:10:9|N3,32,0.2327889761627342,45.29147720336914,1.5157645732237823,-1.37516832439641,-0.9484079357164766,0.2274462226200135,-0.1018369853137851,0.6473069095335849,0.7581581917096019,0.493268619780433,0.7378031637605074,5404563b0b3f1459042a691c0755a27284de48f249020910321075b3ec11a323,1000|200|9|10,4
47,zro2_120_formal,48,48,zro2_120_formal:m048,single,formal,,48,-3900.0,16400.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,10.0,5,11,1.0,0.0,51.0696,0.7467,0.1995459243256026,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.055,9090909.090909092,242.4227272727273,1000:200:10:11,F48,FQ:1000:200:10:11|N5,89,0.0296975155609473,51.06957817077637,0.7467460731843392,-0.3162145174143778,-0.9045281687227568,0.2352715764166719,-0.74447638910246,0.513788694775703,0.7167726768323542,0.4092674584581021,0.7244313446243151,fa552f7aaa7ae90649c3b52411645dad31e60160adc5de67bb0bf42a39f7cd24,1000|200|11|10,1
48,zro2_120_formal,49,49,zro2_120_formal:m049,single,formal,,49,-4500.0,16400.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,6.0,2,9,1.0,0.0,1.8695,0.2192,0.1992755339040335,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,4.5,74074.07407407407,197.5296296296296,2000:2:6:9,F49,FQ:2000:2:6:9|N2,116,0.0171521730763174,1.869468986988068,0.2192179934995302,1.8329610663971383,0.3640795136307608,1.153553242384084,0.4276189220614357,0.1439422060414616,0.920817709025902,0.2898229493468187,0.7902027510447331,fa304c0f023238a6e791bd19b20de4880bc0fe3f0d1d849934c60a124f30d055,2000|2|9|6,3
49,zro2_120_formal,50,50,zro2_120_formal:m050,single,formal,,50,-4500.0,15800.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,6.0,2,9,1.0,0.0,1.8423,0.2199,0.1949705660612079,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,4.5,74074.07407407407,197.5296296296296,2000:2:6:9,F50,FQ:2000:2:6:9|N2,138,0.0086745342838566,1.8423005938529968,0.219865856744249,1.3394555938766302,0.4084297996084903,0.6582155212294217,-0.3515721834181133,0.1529213376419045,0.8931434690263835,0.1479790108423887,0.7695591858491803,fa304c0f023238a6e791bd19b20de4880bc0fe3f0d1d849934c60a124f30d055,2000|2|9|6,3
50,zro2_120_formal,51,51,zro2_120_formal:m051,single,formal,,51,-4500.0,15200.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,10.0,3,9,1.0,0.0,1.7472,0.86,0.2150656169829516,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,4.5,66666.66666666667,177.77666666666667,2000:2:10:9,F51,FQ:2000:2:10:9|N3,145,0.0059627089385344,1.7471812963485718,0.8600324569718569,3.878930932777051,-1.7718920514165597,0.9967898528898896,-0.0635569546271787,0.968531796740373,0.2884001251722402,0.539042527369383,0.6466076748899541,54bdf5810da02479bf93c59aa1b26120bfd5010a0a14423ffbfc4b6a74c3fdb9,2000|2|9|10,0
51,zro2_120_formal,52,52,zro2_120_formal:m052,single,formal,,52,-4500.0,14600.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,2.0,2,5,1.0,0.0,32.7444,1.2357,0.2394926663010758,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,2000000.0,1066.66,2000:10:2:5,F52,FQ:2000:10:2:5|N2,27,0.3373907882243014,32.744380950927734,1.2356609171223525,-2.014264137660998,-0.7375842381192994,-1.3279095498032416,-1.8953547595904563,0.12792012603282,0.9174741956782942,0.0459040052338005,0.7735511162635024,73473a287ae075daec030063466b079c19da048c94a811f5d919417d622c132b,2000|10|5|2,0
52,zro2_120_formal,53,53,zro2_120_formal:m053,single,formal,,53,-4500.0,14000.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,2.0,2,9,1.0,0.0,29.1019,0.4348,0.2355851483962465,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.9,1111111.111111111,592.588888888889,2000:10:2:9,F53,FQ:2000:10:2:9|N2,153,0.002736186430631,29.101886749267575,0.4348008332600109,-0.6462180806241604,-0.4788069946524049,-0.414290804004057,-0.7727939042093109,0.0120799449422375,0.9454630740160777,0.2872276808943957,0.7192293712813347,5ef7f13b66ec12b2261ca84d2486c42a88363c2a07c3f35200d58a57b0f44c42,2000|10|9|2,3
53,zro2_120_formal,54,54,zro2_120_formal:m054,single,formal,,54,-4500.0,13400.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,2.0,3,5,1.0,0.00015625,41.7621,1.1116,0.2373901256280291,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,3000000.0,1599.9900000000002,2000:10:2:5,F54,FQ:2000:10:2:5|N3,41,0.1348831708147492,41.76206398010254,1.111610184036637,0.083833216034452,-0.7207427361215213,0.4868976702422813,-1.4875556741008025,0.1494548018772401,0.9549473698303074,0.091567559063371,0.8422196659756336,73473a287ae075daec030063466b079c19da048c94a811f5d919417d622c132b,2000|10|5|2,0
54,zro2_120_formal,55,55,zro2_120_formal:m055,single,formal,,55,-4500.0,12800.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,10.0,4,5,1.0,0.0,26.5716,0.5474,0.3223332612364289,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,800000.0,426.664,2000:10:10:5,F55,FQ:2000:10:10:5|N4,109,0.0196586101053017,26.571630477905277,0.5473737525060142,0.5535428100215428,-1.861872604120544,1.1403946543962211,0.3106832658125398,0.9009628591577852,0.3680154583415413,0.8819439265377215,0.39191464363976,ca4dc2c3fda0278554df1f21f732f0bc05df2aed173355268d5c68dd5219cbd3,2000|10|5|10,3
55,zro2_120_formal,56,56,zro2_120_formal:m056,single,formal,,56,-4500.0,12200.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,4.0,2,5,1.0,0.0,41.6434,0.4493,0.3884200710211952,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.1,5000000.0,533.33,2000:50:4:5,F56,FQ:2000:50:4:5|N2,85,0.0322889399564692,41.64340782165527,0.4492999264913473,0.7604143380755409,-0.2565916575489391,0.6841319893566811,0.2236892485773427,0.1144279319118449,0.8985446402962041,0.2939802385363016,0.80812309804843,caaca8bc777b6ee58409439c8c6c16c8b57e06f0571d0cfbd27dd349b8037d92,2000|50|5|4,4
56,zro2_120_formal,57,57,zro2_120_formal:m057,single,formal,,57,-4500.0,11600.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,4.0,3,9,1.0,0.0,44.8735,0.3081,0.9223775229990204,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.18,4166666.6666666665,444.4416666666667,2000:50:4:9,F57,FQ:2000:50:4:9|N3,146,0.0050908543060902,44.87353515625,0.3080518234339486,0.0320696803558306,-0.5765887886428088,-0.2665327142861741,-0.422471372069802,0.1551199380862315,0.9227907409452876,0.5268690540579305,0.7380165049876826,947d8f64f4a391751a18ccc2967060f82e89dad36b198774a408651f38cff9ef,2000|50|9|4,1
57,zro2_120_formal,58,58,zro2_120_formal:m058,single,formal,,58,-4500.0,11000.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,6.0,3,9,1.0,0.008828125,43.4805,4.0055,0.2018516802644489,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.18,2777777.777777778,296.2944444444445,2000:50:6:9,F58,FQ:2000:50:6:9|N3,11,2.175646135370528,43.48048782348633,4.005460126965916,-2.510602975689851,-0.1819203273929274,-0.4714822668481778,-0.1775335479613775,0.3894175170945714,0.8879316836979431,0.2893435929323371,0.7944286557139628,f0e4294642b1a1d56a09f022ec59ba54f596ca071c05c95e9a89b119c00e9ae1,2000|50|9|6,2
58,zro2_120_formal,59,59,zro2_120_formal:m059,single,formal,,59,-4500.0,10400.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,6.0,4,3,1.0,0.0171484375,53.0235,3.0752,0.2168116630460932,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.06,11111111.111111112,1185.177777777778,2000:50:6:3,F59,FQ:2000:50:6:3|N4,20,0.5410256429762867,53.0235481262207,3.0752479787831546,-1.2525452791845637,-0.6827876483292161,-0.408831402621497,-0.1719937561914991,0.4585070295278349,0.8800731858272365,0.3810101644270543,0.7759996383008811,dcd7753890fd5e4806443cbb1eb645812b56676ad786ed6852a88a3ae37ecc00,2000|50|3|6,2
59,zro2_120_formal,60,60,zro2_120_formal:m060,single,formal,,60,-4500.0,9800.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,10.0,1,5,1.0,0.0,1.3027,1.2604,0.2085582937734683,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.1,1000000.0,106.666,2000:50:10:5,F60,FQ:2000:50:10:5|N1,39,0.1419616593976832,1.302653431892395,1.2603542249828787,1.454007358354324,-0.9534942134250162,0.5887385532347958,0.196217849970308,0.7762643093733309,0.5975008214928869,0.2275244836992712,0.7197529019118301,538dda5a8ef6d1c941df1c45ae5b919b2159b55834a8d9212b58d3f22cf3d8bc,2000|50|5|10,3
60,zro2_120_formal,61,61,zro2_120_formal:m061,single,formal,,61,-4500.0,9200.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,4.0,2,11,1.0,0.0028125,46.7247,3.1962,0.2543780531078886,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.11,4545454.545454546,242.4227272727273,2000:100:4:11,F61,FQ:2000:100:4:11|N2,14,1.4574193946709295,46.7247428894043,3.1961779063795595,-1.6397884756590018,-0.416880498199005,-1.0615927163867105,-0.5201323295491401,0.404614653604061,0.8190005258447024,0.375097947691318,0.722103013650546,effd732dee5a24b3ab2fa3bf7285e7bf0f1bcb9877a430006059b7699750a021,2000|100|11|4,0
61,zro2_120_formal,62,62,zro2_120_formal:m062,single,formal,,62,-4500.0,8600.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,4.0,5,9,1.0,0.0026953125,60.3441,1.7943,0.2003668176758904,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.09,13888888.888888888,740.7361111111111,2000:100:4:9,F62,FQ:2000:100:4:9|N5,40,0.1399936989252821,60.34411811828613,1.7942620054480625,-0.6120549307802876,-0.4063059961695129,0.3720294452348504,0.0214229660694271,0.1221562900130918,0.90456627382475,0.2437834131073016,0.7666870253582571,27f9c2a5e9e9837f62e328ff7681122675461e3fa07ddc90e774eb32d77dfefe,2000|100|9|4,2
62,zro2_120_formal,63,63,zro2_120_formal:m063,single,formal,,63,-4500.0,8000.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,6.0,4,5,1.0,0.0005078125,58.8036,2.4031,0.2306759311527162,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.05,13333333.333333334,711.1066666666667,2000:100:6:5,F63,FQ:2000:100:6:5|N4,29,0.2655826461831945,58.803592681884766,2.4030528988995203,-0.9582178263866896,-0.75977731626625,-0.0953618111413445,0.2096695450510362,0.2253194845984911,0.8917024906394125,0.1662166306532206,0.7569858458367006,8cb487efdeec8957db1548e3c5027ee452ca503d6299e7f8b3a632b250e0bbeb,2000|100|5|6,2
63,zro2_120_formal,64,64,zro2_120_formal:m064,single,formal,,64,-4500.0,7400.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,8.0,2,5,1.0,0.0,35.8151,1.5879,0.2054230495618106,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.05,5000000.0,266.665,2000:100:8:5,F64,FQ:2000:100:8:5|N2,38,0.1535426641409654,35.81507682800293,1.5879288561494949,0.2078173401110409,-0.1062981142582463,1.9708437180188028,-1.068476876573493,0.9136382975759128,0.449579176973677,0.9607210340123078,0.1316270091950596,9204b6f9d2d9d6115cd61286c057d67be4f9c9208869ac4921cd29a650288373,2000|100|5|8,0
64,zro2_120_formal,65,65,zro2_120_formal:m065,single,formal,,65,-4500.0,6800.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,8.0,2,11,1.0,0.0,34.5322,1.1313,0.3142614997512097,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.11,2272727.272727273,121.21136363636364,2000:100:8:11,F65,FQ:2000:100:8:11|N2,46,0.1169963858899778,34.532243728637695,1.1313200344645944,-0.0601331182173556,-0.7965135635612094,0.8956400780272157,-0.9829662527231064,0.7742734099616825,0.5697681242294695,0.71965950716559,0.3852087474269789,1788e40307f5b3a04b01269a5946fbb7443b6b8ec66160a1e6f43ac31024d5c7,2000|100|11|8,4
65,zro2_120_formal,66,66,zro2_120_formal:m066,single,formal,,66,-4500.0,6200.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,2.0,1,5,1.0,0.0019140625,37.9908,12.6035,0.2427826624700142,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.025,20000000.0,533.33,2000:200:2:5,F66,FQ:2000:200:2:5|N1,1,51.2161118402466,37.99081039428711,12.603457527561158,-2.414278454126536,-0.4621856811502186,-1.3425130456627898,-1.4281367614996716,0.8229161791456135,0.5274392364228843,0.849428693965202,0.3898041364176415,79e2ed05f65216c72d52a0add4bf98852a1df90adedd000701e667cd4e1c1440,2000|200|5|2,1
66,zro2_120_formal,67,67,zro2_120_formal:m067,single,formal,,67,-4500.0,5600.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,2.0,3,5,1.0,0.001171875,58.7545,2.1507,0.2008533366938337,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.025,60000000.0,1599.9900000000002,2000:200:2:5,F67,FQ:2000:200:2:5|N3,19,0.5710553307608884,58.75454521179199,2.150660599802733,-2.221596066848239,-0.7870999649967435,-0.4870709476179758,0.633196709884376,0.2086237848664153,0.896374902968404,0.5018594960049483,0.6496289153091016,79e2ed05f65216c72d52a0add4bf98852a1df90adedd000701e667cd4e1c1440,2000|200|5|2,1
67,zro2_120_formal,68,68,zro2_120_formal:m068,single,formal,,68,-4500.0,5000.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,2.0,5,11,1.0,0.003359375,62.5775,3.9126,0.216676176790173,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.055,45454545.45454545,1212.1136363636365,2000:200:2:11,F68,FQ:2000:200:2:11|N5,10,2.632800278119546,62.57747077941895,3.912626223267634,-2.1638579001934453,-0.4495350481441131,-1.2562636566418763,-1.2319896330399207,0.1389702903184148,0.9464377346842676,0.1716940889385159,0.7631063418885032,56df14226d95729a8fb9d5dc3ebfd25f2346e74e9ae10ac28d05946245fe79c6,2000|200|11|2,1
68,zro2_120_formal,69,69,zro2_120_formal:m069,single,formal,,69,-4500.0,4400.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,4.0,1,7,1.0,0.0,6.6174,0.77,0.1877983508926904,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.035,7142857.142857143,190.475,2000:200:4:7,F69,FQ:2000:200:4:7|N1,135,0.0088034418655474,6.6173996925354,0.7699583452263639,0.2943697065176064,-0.5155381968450417,0.7073078395741454,0.3465995753483636,0.1387404482803542,0.8954340227892266,0.3560036808936211,0.6648068605178072,490f0a2476932f3c7f1932dc7c133abf7735511d7855876732c3cf2717a5b4d2,2000|200|7|4,2
69,zro2_120_formal,70,70,zro2_120_formal:m070,single,formal,,70,-4500.0,3800.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,4.0,4,9,1.0,0.0051171875,59.6402,4.3365,0.242062108894271,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.045,22222222.222222224,592.588888888889,2000:200:4:9,F70,FQ:2000:200:4:9|N4,16,0.8286724833273363,59.64018630981445,4.336545686211816,-1.5163290732921355,-0.3344687428212264,-0.0010541633930597,0.3286992269338344,0.3852301354284596,0.9032597967618744,0.2018833430502536,0.7912240533201168,a66b6dc7b4704a9101a0e60a1255a3abc6f7232965acf4b58eede6695289d371,2000|200|9|4,2
