dataset_index,session_id,measurement_id,sample_id,shared_height_source_id,roi_within_measurement,session_role,design_group,processing_order,x_position_um,y_position_um,compressor_steps,pulse_duration_fs,pulse_duration_calibration_id,pulse_duration_calibration_version,frequency_kHz,hatch_spacing_um,pass_count,velocity_mm_s,valid_fraction,repair_fraction,median_depth_um,residual_Sq_um,plane_rmse_um,plane_status,measured_power_W,nominal_software_power_W,power_measurement_source,power_measurement_version,constant_power_assumption,pulse_energy_proxy_uJ,scan_spacing_um,areal_pulse_density_per_mm2,areal_dose_proxy_J_per_mm2,quad_key,base_condition_group,cv_process_group,phase1_global_loco_rank,phase1_global_loco_angle_deg,D,A_med,ilr_z1,ilr_z2,ilr_z3,ilr_z4,A2_8_16,entropy_8_16,A2_16_32,entropy_16_32,component_id,base_family_key,outer_fold
70,zro2_120_formal,71,71,zro2_120_formal:m071,single,formal,,71,-4500.0,3200.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,10.0,2,3,1.0,0.0,17.1843,2.8244,0.2431690322075443,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.015,13333333.333333334,355.55333333333334,2000:200:10:3,F71,FQ:2000:200:10:3|N2,15,1.0381866180510335,17.18430995941162,2.8243877597768337,-1.2571880294180693,-0.8244733409863291,0.4232626836590372,-1.3500525887107595,0.4825486762102814,0.7964159165584054,0.3778722712556068,0.7793073504347048,1ba03ca6b5871f84532efcd1ac2ad1140d33bf1d626655350e9ff0d4f2b0fcbb,2000|200|3|10,0
71,zro2_120_formal,72,72,zro2_120_formal:m072,single,formal,,72,-4500.0,2600.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,10.0,5,3,1.0,0.0,48.4288,0.8232,0.2677030906769344,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.015,33333333.33333333,888.8833333333333,2000:200:10:3,F72,FQ:2000:200:10:3|N5,67,0.053376602046122,48.42877769470215,0.8232230594113646,0.4135852450387694,-1.1223552884233987,2.0080457747430525,1.2003666169770753,0.6467381747535611,0.7165854265106665,0.6819211016491268,0.5344536373231705,1ba03ca6b5871f84532efcd1ac2ad1140d33bf1d626655350e9ff0d4f2b0fcbb,2000|200|3|10,0
72,zro2_120_formal,73,73,zro2_120_formal:m073,single,formal,,73,-5100.0,2600.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,2.0,5,5,1.0,0.0,27.4222,0.4053,0.2420069736857397,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,2.5,1000000.0,2666.65,4000:2:2:5,F73,FQ:4000:2:2:5|N5,128,0.0101441167559364,27.42224597930908,0.4052748441256995,0.2851278346107505,-0.5082702825940048,0.9801197172808804,1.0168348420468252,0.2830216597611039,0.9313320998754409,0.1854150188930713,0.7632631653003157,667b6d7862b280420085ba92043a58aa349ba085b9a5909efe1a2454f039b81c,4000|2|5|2,2
73,zro2_120_formal,74,74,zro2_120_formal:m074,single,formal,,74,-5100.0,3200.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,2.0,5,11,1.0,0.0,16.8609,0.6825,0.2617616812564403,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,5.5,454545.4545454545,1212.1136363636365,4000:2:2:11,F74,FQ:4000:2:2:11|N5,53,0.0883610528471017,16.860888481140137,0.6825202980520696,-0.7261226185627652,-0.5316165113290052,-1.034712694648843,-1.842308950238892,0.295870409956582,0.9116719197777746,0.1116227018406759,0.8434041761276491,fe344a4792e96ac764ec826efbb548a6a8357b0288fd33a728e4054b5c41aab5,4000|2|11|2,4
74,zro2_120_formal,75,75,zro2_120_formal:m075,single,formal,,75,-5100.0,3800.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,6.0,1,5,1.0,0.0,1.1292,0.2684,0.1936535990945772,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,2.5,66666.66666666667,177.77666666666667,4000:2:6:5,F75,FQ:4000:2:6:5|N1,148,0.0050716789160207,1.1291950941085815,0.2684310077621792,1.267846726950635,-0.1906594115687575,0.3803169994548228,-0.5590462434002955,0.1678917533058013,0.8628655108189245,0.1258962906827432,0.7802401332850549,96b16c88a29a240018dcb0601ec45e6cac1110e4439f1f4f414ff93aee6ca449,4000|2|5|6,3
75,zro2_120_formal,76,76,zro2_120_formal:m076,single,formal,,76,-5100.0,4400.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,6.0,3,3,1.0,0.0,11.1144,0.3956,0.2795348742781819,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,1.5,333333.3333333333,888.8833333333334,4000:2:6:3,F76,FQ:4000:2:6:3|N3,147,0.0050790700742113,11.11442756652832,0.395598070183606,0.5718450479378715,-0.5842785637189423,0.4074602706916485,-0.5995751510617904,0.651129169986947,0.6631335325137906,0.2659631568922038,0.7020120578338164,3277ff338b1ece83ce0fcbca272659e59298a780ccb3bf6718496c548b864511,4000|2|3|6,3
76,zro2_120_formal,77,77,zro2_120_formal:m077,single,formal,,77,-5100.0,5000.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,2.0,2,7,1.0,0.0,29.0964,0.2495,0.221109193483132,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.7,1428571.4285714286,761.9,4000:10:2:7,F77,FQ:4000:10:2:7|N2,160,8.896059194717021e-05,29.09636402130127,0.2494625261100493,0.1506753506730079,-0.3573739449687065,0.2448676965943914,-0.4384050949125329,0.083768854819673,0.9276734581533804,0.1303553869924073,0.7540349258854735,8f8c3686ac46b21276dc57ba01e762d6068954b2e2a0b1d936fd19c70d420335,4000|10|7|2,3
77,zro2_120_formal,78,78,zro2_120_formal:m078,single,formal,,78,-5100.0,5600.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,8.0,1,7,1.0,0.0,4.4573,0.7182,0.2116540534822028,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.7,178571.42857142858,95.2375,4000:10:8:7,F78,FQ:4000:10:8:7|N1,95,0.0255928882147721,4.457285404205322,0.7181731534536773,2.563894703008945,-1.1400707101175642,2.029616806193767,0.5654209457793405,0.8985651245461259,0.3569701574235101,0.6123811910816456,0.525775473019777,c0b782de4cab74d31dbb6310a3fb14d80c1a612738376b38f73168275f3d5835,4000|10|7|8,2
78,zro2_120_formal,79,79,zro2_120_formal:m079,single,formal,,79,-5100.0,6200.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,10.0,2,7,1.0,0.0,6.5035,2.5381,0.1781264741931929,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.7,285714.28571428574,152.38,4000:10:10:7,F79,FQ:4000:10:10:7|N2,35,0.1602983272356915,6.503506898880005,2.5381418247553262,1.6133876801373908,-1.3796513513227322,0.1796138660899928,-0.2516366674435345,0.9225443341069854,0.3692855088966826,0.1073123258905538,0.7406982914002932,1a8f707978b3aada229765ad00ba127ccc8e4db5f00dd0bf595bee8c69735ff3,4000|10|7|10,1
79,zro2_120_formal,80,80,zro2_120_formal:m080,single,formal,,80,-5100.0,6800.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,2.0,4,3,1.0,0.0,49.6996,0.4321,0.333048498185392,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.06,33333333.33333333,3555.5333333333333,4000:50:2:3,F80,FQ:4000:50:2:3|N4,144,0.0065457141198345,49.69957160949707,0.4321211760919536,-0.4794677775062585,-0.669773348773817,0.2023113665358872,0.5549385026207545,0.1418646249048596,0.9426021048149024,0.1929239998874151,0.7336635736318113,5c8b1366e6f95a46a13e70bac85a5be128d939a006953f145043e13a41838a4e,4000|50|3|2,1
80,zro2_120_formal,81,81,zro2_120_formal:m081,single,formal,,81,-5100.0,7400.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,2.0,4,5,1.0,0.0,50.5904,0.4747,0.244300248684241,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.1,20000000.0,2133.32,4000:50:2:5,F81,FQ:4000:50:2:5|N4,88,0.0296984095671457,50.59038543701172,0.4746853157378821,0.4811538847991934,-0.3371850251238552,0.3040615897642065,-0.0672849179656784,0.1366693088974582,0.9218147487423196,0.2773299451393698,0.7859282879463367,cb00b97a81a7996d7f555ea2f10f9313c10abf659f541275e999fbda4471fb95,4000|50|5|2,0
81,zro2_120_formal,82,82,zro2_120_formal:m082,single,formal,,82,-5100.0,8000.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,4.0,2,7,1.0,0.0,37.2541,0.849,0.2540534280386008,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.14,3571428.571428572,380.95,4000:50:4:7,F82,FQ:4000:50:4:7|N2,94,0.0257597846714533,37.25409126281738,0.8489634204941184,0.5016287770519492,-0.6815501468663527,0.6321289019753449,0.51764193070518,0.2405499894321976,0.9430846333186512,0.1029791258690991,0.8449548988632242,dd5996d0d16fc760a97193bf36d6bb5114adf204f85fc47cd99633fc788ed641,4000|50|7|4,3
82,zro2_120_formal,83,83,zro2_120_formal:m083,single,formal,,83,-5100.0,8600.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,4.0,3,3,1.0,0.02703125,45.0402,7.107,0.2360371996598308,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.06,12500000.0,1333.325,4000:50:4:3,F83,FQ:4000:50:4:3|N3,17,0.8270310881096177,45.0401725769043,7.107023639977323,-1.83086121246134,-0.4471335240436181,-0.8323106689919636,-0.2096991376029524,0.4420795259907235,0.8578309613357369,0.6642861066813163,0.6420096700909309,311de2710d82b7b2af003a68d0d7e82ea572a37f529862ef628537ec86267771,4000|50|3|4,2
83,zro2_120_formal,84,84,zro2_120_formal:m084,single,formal,,84,-5100.0,9200.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,4.0,5,9,1.0,0.001875,47.2083,3.7834,0.1912782651796232,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.18,6944444.444444444,740.7361111111111,4000:50:4:9,F84,FQ:4000:50:4:9|N5,33,0.2306499049046692,47.20834732055664,3.7833624105871,-1.9142399764905995,-0.5683215513468395,-0.5291966632688446,0.4094821492789921,0.0760164024676483,0.932939635730679,0.1940306146566927,0.7510496115332986,05ebe211151b5c42ea77521c2d6176fab9089defd86ce310bf90b3f324d60207,4000|50|9|4,0
84,zro2_120_formal,85,85,zro2_120_formal:m085,single,formal,,85,-5100.0,9800.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,6.0,1,11,1.0,0.0,19.0499,0.6865,0.214981192469221,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.22,757575.7575757576,80.80757575757576,4000:50:6:11,F85,FQ:4000:50:6:11|N1,139,0.0086439161713438,19.04991912841797,0.6864754824917072,1.983667921647365,-0.7133075240592027,0.3153522661107156,-0.8769443567729656,0.5378573726755123,0.6772098717779299,0.3260214428177579,0.7944820232141169,b0de7b7f774bd4b8443b381c78462e76735d00836536718b12b6dec43d928d17,4000|50|11|6,0
85,zro2_120_formal,86,86,zro2_120_formal:m086,single,formal,,86,-5100.0,10400.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,10.0,1,5,1.0,0.0,4.8342,1.4247,0.2184113702873694,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.1,1000000.0,106.666,4000:50:10:5,F86,FQ:4000:50:10:5|N1,124,0.0121184966310907,4.834158897399902,1.424675020601857,1.4059028852134234,-1.1251578669681666,1.1560167076288368,1.4364140818865974,0.5009035509801845,0.730993405036829,0.1691418785946214,0.7771130309916994,55d28815ef5406c21ac323e9895471056326ef32c1b4a55f81a40354cb959f57,4000|50|5|10,1
86,zro2_120_formal,87,87,zro2_120_formal:m087,single,formal,,87,-5100.0,11000.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,10.0,4,5,1.0,0.0,38.13,0.5949,0.2217853015581838,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.1,4000000.0,426.664,4000:50:10:5,F87,FQ:4000:50:10:5|N4,92,0.0273543312892843,38.1300220489502,0.594923238357644,1.271170234979114,-1.4265020418397547,2.402377677522158,0.4072425008525965,0.9120660712770626,0.4067377590504231,0.9003823204719722,0.3446888829170909,55d28815ef5406c21ac323e9895471056326ef32c1b4a55f81a40354cb959f57,4000|50|5|10,1
87,zro2_120_formal,88,88,zro2_120_formal:m088,single,formal,,88,-5100.0,11600.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,8.0,1,11,1.0,0.0,17.6588,1.2388,0.2301183740858917,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.11,1136363.6363636365,60.60568181818182,4000:100:8:11,F88,FQ:4000:100:8:11|N1,101,0.0219781711257929,17.658838272094727,1.238820896849605,1.495809431341097,-0.4275493058034462,1.2582568866581167,-0.4085440663320095,0.7122089151266764,0.5539650514250845,0.6401898455263593,0.5605935269754871,66ae8b02307cff09999534ecb75463518405acef13e4056ed3fc37c36364e98f,4000|100|11|8,4
88,zro2_120_formal,89,89,zro2_120_formal:m089,single,formal,,89,-5100.0,12200.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,8.0,3,11,1.0,0.0,38.2797,0.5117,0.2518359902267632,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.11,3409090.909090909,181.81704545454548,4000:100:8:11,F89,FQ:4000:100:8:11|N3,130,0.009692023289159,38.27968978881836,0.5116972080508037,0.615048175585718,-0.2507956084962668,1.7296373225059871,-0.5205099346653844,0.425287499276247,0.7973987774142596,0.6900214911946735,0.4798675109883822,66ae8b02307cff09999534ecb75463518405acef13e4056ed3fc37c36364e98f,4000|100|11|8,4
89,zro2_120_formal,90,90,zro2_120_formal:m090,single,formal,,90,-5100.0,12800.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,4.0,2,3,1.0,0.0,41.9254,0.5362,0.2575169360045183,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.015,33333333.33333333,888.8833333333333,4000:200:4:3,F90,FQ:4000:200:4:3|N2,132,0.0090898503219811,41.92535781860352,0.5361639130454028,0.5761205548222166,-0.6465009356926644,1.3061984895633405,1.4854118618251997,0.2868035260737672,0.8634833418580595,0.2146136361960519,0.8062813506002635,434cc40d613f5f9e54f64010b37637f9465d262a9a94041cdb976cf0cbe7ef5a,4000|200|3|4,0
90,zro2_120_formal,91,91,zro2_120_formal:m091,single,formal,,91,-5100.0,13400.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,4.0,3,9,1.0,0.0,47.3335,0.5492,0.314331021392232,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.045,16666666.666666666,444.4416666666667,4000:200:4:9,F91,FQ:4000:200:4:9|N3,121,0.0129658929792692,47.333452224731445,0.549210907458636,0.413072393497759,-0.3008345503017215,0.2488940642579468,0.0528373765548613,0.0926545779279746,0.926084219472512,0.3944896337834473,0.6792233865584988,28d3ba8e515e80482e027ca163a5bec82884082a8f8fc608079f144368ad3db9,4000|200|9|4,3
91,zro2_120_formal,92,92,zro2_120_formal:m092,single,formal,,92,-5100.0,14000.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,6.0,1,7,1.0,0.0,25.7712,0.8919,0.2102416322631112,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.035,4761904.761904762,126.98333333333332,4000:200:6:7,F92,FQ:4000:200:6:7|N1,120,0.0143769156787633,25.771157264709476,0.8918833631292288,1.1225214285963934,-0.3252969941059832,0.3073371157379628,0.3533710739272563,0.8154333503903629,0.5633369629767183,0.3232455127120411,0.7465544567098952,4e2cca025b4b2543e4f596540a03c1bb76e8876658fd5364f336e00dc74ca901,4000|200|7|6,0
92,zro2_120_formal,93,93,zro2_120_formal:m093,single,formal,,93,-5100.0,14600.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,8.0,2,5,1.0,0.0,35.6122,0.804,0.2288412453978626,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.025,10000000.0,266.665,4000:200:8:5,F93,FQ:4000:200:8:5|N2,151,0.0028468472529505,35.61216163635254,0.8039851853049615,0.5048447516542979,-0.599273965842746,0.1193280490218173,-0.3753497380577697,0.7296207570683865,0.6031074496829963,0.3396111795994094,0.6845217870878019,81f089e3ec3746fd0625404be432642bee44aa5042c33fd1661b60d2e04189a7,4000|200|5|8,3
93,zro2_120_formal,94,94,zro2_120_formal:m094,single,formal,,94,-5100.0,15200.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,8.0,4,3,1.0,0.0,45.2375,0.5899,0.1941036193818045,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.015,33333333.33333333,888.8833333333333,4000:200:8:3,F94,FQ:4000:200:8:3|N4,58,0.0748535754752147,45.23748588562012,0.5899495626324645,-0.8000100140557767,-0.9534650585432808,0.0053313896209801,-0.6399408686870707,0.3076703818946668,0.8585060372267197,0.3106247131767932,0.7175923992657718,f08821a99d4ed065a0e311cde28b5114328a7218ec70b676f19ac00b8ad8c121,4000|200|3|8,1
94,zro2_120_formal,95,95,zro2_120_formal:m095,single,formal,,95,-5100.0,15800.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,10.0,4,7,1.0,0.0,42.3406,1.0371,0.2575338259943329,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.035,11428571.42857143,304.76,4000:200:10:7,F95,FQ:4000:200:10:7|N4,87,0.0301941308930343,42.34056854248047,1.0370889597322763,-0.3344817056355101,-1.0205852732775775,1.3952660268209924,0.1170073905699431,0.5708752952649504,0.740128375309424,0.6873843885592926,0.5249404728615662,601ef43fbd685e1456b985b9dedb599b4f32c57eda67793b43004416acf24438,4000|200|7|10,3
95,zro2_120_formal,96,96,zro2_120_formal:m096,single,formal,,96,-5100.0,16400.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,10.0,5,7,1.0,0.0,44.5562,0.7039,0.2620964878130313,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.035,14285714.285714284,380.95,4000:200:10:7,F96,FQ:4000:200:10:7|N5,141,0.007486477884579,44.55615997314453,0.7039122837654384,0.7205910916790067,-0.7018445633523889,1.70547040732115,0.3624300889033808,0.6851653508238845,0.6078810806162691,0.8463592590555761,0.3959562171687872,601ef43fbd685e1456b985b9dedb599b4f32c57eda67793b43004416acf24438,4000|200|7|10,3
96,zro2_120_formal,97,97,zro2_120_formal:m097,single,formal,,97,-5700.0,16400.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,2.0,4,3,1.0,0.0,29.3917,0.4818,0.2312065479935432,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,1.5,1333333.3333333333,3555.5333333333333,6000:2:2:3,F97,FQ:6000:2:2:3|N4,129,0.0100654253987968,29.391660690307617,0.4818403734605209,1.3337310971148677,-0.2490394011269939,0.8308103490459773,1.135186878454082,0.430670170129388,0.9067184909550192,0.1437463582144586,0.8515330220025094,584ec920fea64939745a3279fa08a18784d72ad5b54faa9e3860724e211e900e,6000|2|3|2,2
97,zro2_120_formal,98,98,zro2_120_formal:m098,single,formal,,98,-5700.0,15800.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,4.0,2,3,1.0,0.0,9.6619,0.2896,0.2227377845845031,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,1.5,333333.3333333333,888.8833333333333,6000:2:4:3,F98,FQ:6000:2:4:3|N2,150,0.0041366036271607,9.661888122558594,0.2895653368065848,0.3022796968072198,-0.5714729923153666,0.3863975630821552,-1.203822072667753,0.2320886508506734,0.8888519475472766,0.2394513859480651,0.70459854883024,75e8a3878cb5b07fc1219373158bf31b99facf7edf6c02931e54b63a6d81928a,6000|2|3|4,0
98,zro2_120_formal,99,99,zro2_120_formal:m099,single,formal,,99,-5700.0,15200.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,6.0,1,5,1.0,0.0,1.2564,0.4991,0.2737394362492314,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,2.5,66666.66666666667,177.77666666666667,6000:2:6:5,F99,FQ:6000:2:6:5|N1,82,0.0344964136147377,1.2563902139663696,0.4991230139805998,-0.9150930974052728,-0.1354576876977379,-1.2797730671156826,-0.2369767259903353,0.1902173295276084,0.9073324626912156,0.3456712765689511,0.7608998007980398,b9f60f59661dba993be84bc849630ffee8e2a88560a1cd716ac669b13e591b7e,6000|2|5|6,4
99,zro2_120_formal,100,100,zro2_120_formal:m100,single,formal,,100,-5700.0,14600.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,6.0,1,7,1.0,0.0,0.1551,0.2791,0.2669388105986918,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,3.5,47619.04761904762,126.98333333333332,6000:2:6:7,F100,FQ:6000:2:6:7|N1,102,0.0217048564426722,0.1551136970520019,0.2791418577901509,1.846272015634448,0.3319394995616002,1.1175203733618382,0.6206854753662163,0.2522068933810533,0.9045024910457266,0.3573652638188786,0.7878413689592874,5bafa2031158613ec5ac194a73c6ba6733b719e1c6b5709ddab17673dd22324b,6000|2|7|6,2
100,zro2_120_formal,101,101,zro2_120_formal:m101,single,formal,,101,-5700.0,14000.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,6.0,4,7,1.0,0.0,3.7229,0.297,0.2225299677274862,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,3.5,190476.19047619047,507.9333333333333,6000:2:6:7,F101,FQ:6000:2:6:7|N4,119,0.014498822584953,3.722853064537048,0.296958313100732,0.532014626700597,-0.1253076584551674,-0.2203257847242365,-0.427262478654914,0.5600531452960678,0.7150063339622272,0.4153164498481627,0.6728686060722395,5bafa2031158613ec5ac194a73c6ba6733b719e1c6b5709ddab17673dd22324b,6000|2|7|6,2
101,zro2_120_formal,102,102,zro2_120_formal:m102,single,formal,,102,-5700.0,13400.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,8.0,3,9,1.0,0.0,1.0191,0.538,0.2557428063733719,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,4.5,83333.33333333333,222.22083333333336,6000:2:8:9,F102,FQ:6000:2:8:9|N3,136,0.00880150503145,1.019090175628662,0.5379812884155732,2.0001735727397465,-1.216459964598858,0.2819099390988058,0.4176274697447533,0.7920756738204892,0.3857970221425629,0.3102199687125031,0.7571978486794155,e91c4479eae93c9537ea8923dfdaf6b8d856c8e8a1dcfa0b2b7d93b4bf9a90c1,6000|2|9|8,4
102,zro2_120_formal,103,103,zro2_120_formal:m103,single,formal,,103,-5700.0,12800.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,8.0,5,11,1.0,0.0,2.3362,0.3524,0.2019995411055723,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,5.5,113636.36363636365,303.02840909090907,6000:2:8:11,F103,FQ:6000:2:8:11|N5,126,0.0109706427468504,2.336227536201477,0.3524489165453417,1.4382433175631668,-1.055500819499918,0.7526270520490677,-0.5332871804202991,0.70320523119592,0.5104840027100116,0.3015102980345182,0.7478988655551171,fd417a2babd1a5a6f117e24361afb85c522f1bd42c53e6ac0f1a2dd4dee79edf,6000|2|11|8,3
103,zro2_120_formal,104,104,zro2_120_formal:m104,single,formal,,104,-5700.0,12200.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,2.0,4,7,1.0,0.001171875,38.7258,0.5216,0.2060648978947149,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.7,2857142.8571428573,1523.8,6000:10:2:7,F104,FQ:6000:10:2:7|N4,134,0.0088153600517654,38.72575950622559,0.521592084376508,0.3974484055042934,-0.4452037285921876,0.7474555916239214,1.1180098210974867,0.1550039407744189,0.9257357587050014,0.1958531835035933,0.7586093036268625,2dafc5c0f22998d3afe6699ea3c478747b2b3afd3903eeeb707b7b40f64f51b4,6000|10|7|2,0
104,zro2_120_formal,105,105,zro2_120_formal:m105,single,formal,,105,-5700.0,11600.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,2.0,5,3,1.0,0.0,45.4095,0.347,0.2210973175485457,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.3,8333333.333333333,4444.416666666667,6000:10:2:3,F105,FQ:6000:10:2:3|N5,159,0.0006223933755516,45.40946769714356,0.3470460712314604,-0.0232277120883392,-0.5506499835889598,0.1835051244508186,-0.200596198485594,0.1919342899436487,0.9087245723067096,0.1794358620158655,0.7959869604439211,d89055a6ebe0380c591261fc2fbd84484e5771e26e8dde45d9b8b0e4179da69f,6000|10|3|2,1
105,zro2_120_formal,106,106,zro2_120_formal:m106,single,formal,,106,-5700.0,11000.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,4.0,1,5,1.0,0.0,12.884,0.3911,0.1997940189790435,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,500000.0,266.665,6000:10:4:5,F106,FQ:6000:10:4:5|N1,156,0.0011113853943823,12.88395929336548,0.3910787672317013,1.3248171124220018,-0.1687202135611729,0.1721033014952601,-0.284578778678343,0.4403634078117716,0.7619079798783122,0.1815210901440168,0.7618734038605478,a6a2d17b23617cebe0634d08f8412f1f7dab788ad637db87676837cd9cea8acb,6000|10|5|4,3
