single_line_id,arm,s_um,n_valid_samples,D_max_um,n_above_threshold,A_remove_um2,W_eq_um,W20_um,n_runs_W20,total_width_W20_um,censored_W20,W50_um,n_runs_W50,total_width_W50_um,censored_W50,W80_um,n_runs_W80,total_width_W80_um,censored_W80,W_affected_um,edge_asymmetry,left_slope,right_slope,ridge_left_um,ridge_right_um,ridge_separation_um,profile_skewness
13,raw,-75.36360859624598,57,16.631791977184285,55,115.74385750900254,6.959193433141872,10.514098070530729,1,10.514098070530729,False,6.944007869746866,1,6.944007869746866,False,3.4394526986421865,1,3.4394526986421865,False,13.654193,-0.21739130434782605,2.1465677139704513,-2.812983316575065,0.12118837198713356,0.0012235655127429083,14.490164,0.1907899385898053
13,raw,-73.36360859624598,57,16.94973908828247,49,118.5334356100808,6.993230691794199,10.378537738564425,1,10.378537738564425,False,7.1997430152045485,1,7.1997430152045485,False,3.7572630734613366,1,3.7572630734613366,False,12.260907999999999,-0.19999999999999998,2.110215471068294,-3.045684707818412,0.1729877158938259,0.15954823576186083,13.654193,0.15027262379799747
13,raw,-71.36360859624598,57,17.099467101256856,54,120.31060796428358,7.03592733339862,10.319797639748256,1,10.319797639748256,False,7.055789746888063,1,7.055789746888063,False,3.6648432847009307,1,3.6648432847009307,False,12.539565,-0.33333333333333326,2.025024186765308,-3.589039594772167,0.13935706584846008,0.0009191580879302341,13.654193,0.1529902905972614
13,raw,-69.36360859624598,57,16.29721073254005,54,118.85516292112499,7.292975765712545,10.637746916438106,1,10.637746916438106,False,7.4528526449387344,1,7.4528526449387344,False,3.8683381775252723,1,3.8683381775252723,False,12.539565,-0.30769230769230776,1.8310464349044557,-3.1354299916222965,0.1382147859884732,0.0,,0.06606468166935967
13,raw,-67.36360859624598,57,16.845928191524745,51,118.14092455056552,7.013025533968659,10.245612494770857,1,10.245612494770857,False,7.05666148593894,1,7.05666148593894,False,3.4534682672869135,1,3.4534682672869135,False,12.539565,-0.44000000000000006,1.8067752542177518,-4.459046245950835,0.14941053968622725,0.020912818250915826,14.768820999999999,0.16033212988831386
13,raw,-65.36360859624598,58,16.06457616567129,50,106.73997732822835,6.644431588324323,9.7968626891283,1,9.7968626891283,False,6.886575442468952,1,6.886575442468952,False,3.2873108552234975,1,3.2873108552234975,False,11.424937,-0.16666666666666663,1.9774271905869818,-2.972521931746401,0.2349171011854305,0.1576109301093521,15.326134999999999,0.2290336594839509
13,raw,-63.36360859624598,58,15.740559463293547,55,112.7403274208458,7.162409168730783,10.309834571220636,1,10.309834571220636,False,7.335896898383785,1,7.335896898383785,False,3.8530382280641193,1,3.8530382280641193,False,12.260907999999999,-0.2307692307692307,1.838906995672903,-2.820762891569761,0.1946051691645674,0.0,,0.14640240013178077
13,raw,-61.36360859624598,58,16.314626025823138,54,111.47551351168245,6.832857421018209,9.68108641676083,1,9.68108641676083,False,6.890625367844034,1,6.890625367844034,False,3.7408331519043907,1,3.7408331519043907,False,12.260907999999999,-0.49999999999999994,1.5330987625513868,-5.034698653794059,0.14100653107988728,0.0,,0.23285910303890767
13,raw,-59.36360859624598,58,15.860552825705035,58,106.12372098477184,6.691048045486675,9.342510695303055,1,9.342510695303055,False,6.547518215657558,1,6.547518215657558,False,3.973535050328813,1,3.973535050328813,False,12.260907999999999,-0.45454545454545464,1.6321083960601295,-4.2160119038983295,0.0,0.0,,0.33012684190504804
13,raw,-57.36360859624598,58,15.24883732583741,53,82.22422738266921,5.392163718826593,7.639143154209378,1,7.639143154209378,False,5.147340996438805,1,5.147340996438805,False,3.1042688752428056,1,3.1042688752428056,False,10.588966,-0.6666666666666667,1.6798027168404737,-8.546767320645245,0.15911124587922143,0.0,,0.6618455056670389
13,raw,-55.36360859624598,58,15.506822249463186,42,88.10122568497204,5.681449381933937,8.103257218547391,1,8.103257218547391,False,5.703341834724492,1,5.703341834724492,False,3.0737494149369873,1,3.0737494149369873,False,9.474338,-0.30000000000000004,2.23812803905551,-4.0343449546049035,0.4804421441285982,0.08136352060894864,10.588966,0.5331800105909351
