dataset_index,target,observed_canonical,frozen_target,abs_error,passed
114,D,45.03070068359375,45.03070068359375,0.0,True
115,D,41.42281532287598,41.42281532287598,0.0,True
116,D,4.148553848266602,4.148553848266602,0.0,True
117,D,6.473586320877075,6.473586320877075,0.0,True
118,D,46.120548248291016,46.120548248291016,0.0,True
119,D,49.9108829498291,49.9108829498291,0.0,True
120,D,8.954411506652832,8.954411506652832,0.0,True
121,D,10.947832584381104,10.947832584381104,0.0,True
122,D,17.122941970825195,17.122941970825195,0.0,True
123,D,19.32986354827881,19.32986354827881,0.0,True
124,D,47.43928909301758,47.43928909301758,0.0,True
125,D,52.207937240600586,52.207937240600586,0.0,True
126,D,49.35401725769043,49.35401725769043,0.0,True
127,D,52.26996612548828,52.26996612548828,0.0,True
128,D,40.72523307800293,40.72523307800293,0.0,True
129,D,42.31871223449707,42.31871223449707,0.0,True
130,D,9.975673198699951,9.975673198699951,0.0,True
131,D,11.856034755706787,11.856034755706789,1.7763568394002505e-15,True
132,D,32.68803787231445,32.68803787231445,0.0,True
133,D,34.78306579589844,34.78306579589844,0.0,True
134,D,40.91189384460449,40.91189384460449,0.0,True
135,D,40.905738830566406,40.905738830566406,0.0,True
136,D,17.797805786132812,17.797805786132812,0.0,True
137,D,21.254422187805176,21.254422187805176,0.0,True
138,D,28.943305015563965,28.943305015563965,0.0,True
139,D,32.60516548156738,32.60516548156738,0.0,True
140,D,3.393480896949768,3.393480896949768,0.0,True
141,D,35.72157287597656,35.72157287597656,0.0,True
142,D,44.428436279296875,44.42843627929688,7.105427357601002e-15,True
143,D,50.90607452392578,50.90607452392578,0.0,True
144,D,40.296024322509766,40.296024322509766,0.0,True
145,D,30.32354736328125,30.32354736328125,0.0,True
146,D,36.139909744262695,36.139909744262695,0.0,True
147,D,18.330870628356934,18.330870628356934,0.0,True
148,D,29.44637680053711,29.44637680053711,0.0,True
149,D,3.960146188735962,3.960146188735962,0.0,True
150,D,38.567806243896484,38.56780624389648,7.105427357601002e-15,True
151,D,44.21941566467285,44.21941566467285,0.0,True
152,D,43.12703895568848,43.12703895568848,0.0,True
153,D,0.051428208127617836,0.0514282081276178,3.469446951953614e-17,True
154,D,26.92369270324707,26.92369270324707,0.0,True
155,D,37.00133514404297,37.00133514404297,0.0,True
156,D,28.758760452270508,28.758760452270508,0.0,True
157,D,16.298232078552246,16.298232078552246,0.0,True
158,D,23.470155715942383,23.470155715942383,0.0,True
159,D,8.48162031173706,8.48162031173706,0.0,True
160,D,9.461623668670654,9.461623668670654,0.0,True
161,D,17.771986961364746,17.771986961364746,0.0,True
162,D,30.96079444885254,30.96079444885254,0.0,True
163,D,25.31327724456787,25.31327724456787,0.0,True
164,D,11.041552543640137,11.041552543640137,0.0,True
165,D,7.956956624984741,7.956956624984741,0.0,True
166,D,2.3887836933135986,2.388783693313598,4.440892098500626e-16,True
167,D,15.421174049377441,15.42117404937744,1.7763568394002505e-15,True
168,D,12.661317825317383,12.661317825317385,1.7763568394002505e-15,True
169,D,19.716219902038574,19.71621990203857,3.552713678800501e-15,True
170,D,6.387043476104736,6.387043476104736,0.0,True
171,D,25.57870388031006,25.57870388031006,0.0,True
172,D,3.1857242584228516,3.185724258422852,4.440892098500626e-16,True
173,D,5.091886281967163,5.091886281967163,0.0,True
174,D,1.2931949496269226,1.2931949496269226,0.0,True
175,D,7.14370059967041,7.14370059967041,0.0,True
176,D,11.469114303588867,11.469114303588867,0.0,True
177,D,21.245290756225586,21.245290756225582,3.552713678800501e-15,True
178,D,29.068297386169434,29.068297386169437,3.552713678800501e-15,True
179,D,35.57953071594238,35.57953071594238,0.0,True
180,D,30.35521411895752,30.35521411895752,0.0,True
181,D,36.617576599121094,36.61757659912109,7.105427357601002e-15,True
182,D,6.812788248062134,6.812788248062134,0.0,True
183,D,22.358110427856445,22.358110427856445,0.0,True
184,D,3.38776433467865,3.38776433467865,0.0,True
185,D,5.121310472488403,5.121310472488403,0.0,True
186,D,0.24286670237779617,0.2428667023777961,8.326672684688674e-17,True
187,D,2.007620692253113,2.007620692253113,0.0,True
188,D,13.60419750213623,13.60419750213623,0.0,True
189,D,2.942147970199585,2.942147970199585,0.0,True
190,D,7.020557880401611,7.020557880401611,0.0,True
191,D,10.375359535217285,10.375359535217283,1.7763568394002505e-15,True
192,D,7.682702541351318,7.682702541351318,0.0,True
193,D,1.2347824573516846,1.2347824573516846,0.0,True
194,D,3.7195647954940796,3.71956479549408,4.440892098500626e-16,True
195,D,5.976794481277466,5.976794481277466,0.0,True
196,D,12.807421684265137,12.807421684265137,0.0,True
197,D,2.9207271337509155,2.9207271337509155,0.0,True
198,D,9.415826797485352,9.415826797485352,0.0,True
199,D,6.082921266555786,6.082921266555786,0.0,True
0,A_med,0.5698619732077966,0.5698619732077966,0.0,True
1,A_med,0.2474479139721646,0.2474479139721646,0.0,True
2,A_med,0.24253570528548113,0.2425357052854811,2.7755575615628914e-17,True
3,A_med,0.350995647916628,0.350995647916628,0.0,True
4,A_med,0.38283747743170576,0.3828374774317057,5.551115123125783e-17,True
5,A_med,0.7214708222399228,0.7214708222399228,0.0,True
6,A_med,0.8691893010855851,0.8691893010855851,0.0,True
7,A_med,1.092760064340996,1.092760064340996,0.0,True
8,A_med,0.3400339414728189,0.3400339414728189,0.0,True
9,A_med,0.839902858973966,0.839902858973966,0.0,True
10,A_med,2.2115242724700535,2.211524272470053,4.440892098500626e-16,True
11,A_med,0.730294028634613,0.730294028634613,0.0,True
12,A_med,1.188968102091062,1.188968102091062,0.0,True
13,A_med,1.3308509546385214,1.3308509546385214,0.0,True
14,A_med,1.69238254747746,1.69238254747746,0.0,True
15,A_med,0.6026683783055695,0.6026683783055695,0.0,True
16,A_med,1.9279678704881542,1.9279678704881544,2.220446049250313e-16,True
17,A_med,0.8637443696690362,0.8637443696690362,0.0,True
18,A_med,0.7175478934782686,0.7175478934782686,0.0,True
19,A_med,9.064103038694258,9.064103038694258,0.0,True
20,A_med,1.3445730667386213,1.344573066738621,2.220446049250313e-16,True
21,A_med,1.3731381680370502,1.3731381680370502,0.0,True
