job,vector,D_um,A_um,implausible_depth,all_finite,accepted,failure
domain_P00_77_w0.874_r3,"[10.496743084119467, -14.644349303964152, -0.6629743091581493, -0.5375184971676035]",-0.0,6.923395379276171,False,True,True,
domain_P00_76_w2.0_r1,"[13.241042219046438, -25.394894313186533, 0.4335820901913592, -0.057272277399021077]",0.0004044491205506028,3.681835781167161e-05,False,True,True,
domain_P00_75_w3.0_r1,"[15.701384796706463, -23.004730182426886, -0.9605847841667363, -0.6498502351318228]",0.0022377313874080698,0.0002525413198088619,False,True,True,
domain_P00_76_w3.0_r3,"[13.241042219046438, -25.394894313186533, 0.4335820901913592, -0.057272277399021077]",0.00021846154062356223,4.983160983199394e-05,False,True,True,
domain_P00_77_w0.874_r1,"[10.496743084119467, -14.644349303964152, -0.6629743091581493, -0.5375184971676035]",10.144137546978982,11.33642517866385,False,True,True,
domain_P00_76_w2.0_r0,"[13.241042219046438, -25.394894313186533, 0.4335820901913592, -0.057272277399021077]",0.0005182782380739839,0.00010063619708456642,False,True,True,
domain_P00_77_w0.874_r0,"[10.496743084119467, -14.644349303964152, -0.6629743091581493, -0.5375184971676035]",11.433385227020835,14.517127025097283,False,True,True,
domain_P00_75_w3.0_r0,"[15.701384796706463, -23.004730182426886, -0.9605847841667363, -0.6498502351318228]",0.0030413879555105986,0.0008073036338571255,False,True,True,
domain_P00_77_w2.0_r3,"[10.496743084119467, -14.644349303964152, -0.6629743091581493, -0.5375184971676035]",13.788871974778367,6.815417460795875,False,True,True,
domain_P00_78_w0.874_r3,"[7.774129977948213, -17.79426567684908, -0.11943890017856185, 0.825618514114296]",-0.0,0.1696420503440829,False,True,True,
domain_P00_77_w2.0_r1,"[10.496743084119467, -14.644349303964152, -0.6629743091581493, -0.5375184971676035]",43.58672095440046,4.961577837310888,False,True,True,
domain_P00_77_w3.0_r3,"[10.496743084119467, -14.644349303964152, -0.6629743091581493, -0.5375184971676035]",24.092196607374134,2.2242599897372473,False,True,True,
domain_P00_76_w3.0_r1,"[13.241042219046438, -25.394894313186533, 0.4335820901913592, -0.057272277399021077]",0.0007065696974525974,4.443167185483977e-05,False,True,True,
domain_P00_78_w0.874_r1,"[7.774129977948213, -17.79426567684908, -0.11943890017856185, 0.825618514114296]",0.3325862775108741,0.22517270335901332,False,True,True,
domain_P00_78_w0.874_r0,"[7.774129977948213, -17.79426567684908, -0.11943890017856185, 0.825618514114296]",0.4215826870933355,0.32798991052871224,False,True,True,
domain_P00_77_w2.0_r0,"[10.496743084119467, -14.644349303964152, -0.6629743091581493, -0.5375184971676035]",56.76759297625435,3.6958529071323665,False,True,True,
domain_P00_78_w2.0_r3,"[7.774129977948213, -17.79426567684908, -0.11943890017856185, 0.825618514114296]",0.4221817521153257,0.13036205996093064,False,True,True,
domain_P00_76_w3.0_r0,"[13.241042219046438, -25.394894313186533, 0.4335820901913592, -0.057272277399021077]",0.0009462121141275364,7.266540204600717e-05,False,True,True,
domain_P00_79_w0.874_r3,"[7.147153322740618, -17.01849372030187, -0.560246984818012, 0.5357551993644982]",-0.0,0.46640579115294334,False,True,True,
domain_P00_78_w2.0_r1,"[7.774129977948213, -17.79426567684908, -0.11943890017856185, 0.825618514114296]",1.2939526525862497,0.12740196133619514,False,True,True,
domain_P00_78_w3.0_r3,"[7.774129977948213, -17.79426567684908, -0.11943890017856185, 0.825618514114296]",0.7839875924663565,0.048342378792063705,False,True,True,
domain_P00_77_w3.0_r1,"[10.496743084119467, -14.644349303964152, -0.6629743091581493, -0.5375184971676035]",82.23784178759618,3.014763447596919,False,True,True,
domain_P00_79_w0.874_r1,"[7.147153322740618, -17.01849372030187, -0.560246984818012, 0.5357551993644982]",0.9390872351720404,0.6081032577400066,False,True,True,
domain_P00_78_w2.0_r0,"[7.774129977948213, -17.79426567684908, -0.11943890017856185, 0.825618514114296]",1.7141906776498015,0.10149718810903431,False,True,True,
domain_P00_79_w0.874_r0,"[7.147153322740618, -17.01849372030187, -0.560246984818012, 0.5357551993644982]",1.1916644867785182,0.8988464962146341,False,True,True,
domain_P00_77_w3.0_r0,"[10.496743084119467, -14.644349303964152, -0.6629743091581493, -0.5375184971676035]",109.10767675495646,8.170413913931315,False,True,True,
domain_P00_79_w2.0_r3,"[7.147153322740618, -17.01849372030187, -0.560246984818012, 0.5357551993644982]",1.175233414548364,0.3428964324833298,False,True,True,
domain_P00_79_w3.0_r3,"[7.147153322740618, -17.01849372030187, -0.560246984818012, 0.5357551993644982]",2.1979764803707162,0.14418151231790663,False,True,True,
domain_P00_79_w2.0_r1,"[7.147153322740618, -17.01849372030187, -0.560246984818012, 0.5357551993644982]",3.661561658131732,0.3266198183924142,False,True,True,
domain_P00_78_w3.0_r1,"[7.774129977948213, -17.79426567684908, -0.11943890017856185, 0.825618514114296]",2.629945949158736,0.08907695336904431,False,True,True,
domain_P00_79_w2.0_r0,"[7.147153322740618, -17.01849372030187, -0.560246984818012, 0.5357551993644982]",4.80460024165396,0.3072915219536139,False,True,True,
domain_P00_78_w3.0_r0,"[7.774129977948213, -17.79426567684908, -0.11943890017856185, 0.825618514114296]",3.383016490578022,0.06271935827124335,False,True,True,
domain_P00_79_w3.0_r1,"[7.147153322740618, -17.01849372030187, -0.560246984818012, 0.5357551993644982]",7.359392665220782,0.22801430320470908,False,True,True,
domain_P10_0_w0.874_r3,"[4.605, -27.631, -1.0, -1.0]",9.959170283476925e-06,3.600600982372302e-05,False,True,True,
domain_P00_79_w3.0_r0,"[7.147153322740618, -17.01849372030187, -0.560246984818012, 0.5357551993644982]",9.56081514597351,0.12360524112637183,False,True,True,
domain_P10_0_w0.874_r1,"[4.605, -27.631, -1.0, -1.0]",9.865426645363511e-05,4.700330937053496e-05,False,True,True,
domain_P10_0_w0.874_r0,"[4.605, -27.631, -1.0, -1.0]",0.00012081591368237691,7.849653385336988e-05,False,True,True,
domain_P10_0_w2.0_r3,"[4.605, -27.631, -1.0, -1.0]",0.00011091500472798838,2.1744829788841457e-05,False,True,True,
domain_P10_0_w3.0_r3,"[4.605, -27.631, -1.0, -1.0]",0.00022626161524397302,1.9610095472309844e-05,False,True,True,
domain_P10_0_w2.0_r1,"[4.605, -27.631, -1.0, -1.0]",0.0003668484760504167,1.7570474525098092e-05,False,True,True,
domain_P10_0_w2.0_r0,"[4.605, -27.631, -1.0, -1.0]",0.0004956611173063714,4.055927575038913e-05,False,True,True,
domain_P10_0_w3.0_r1,"[4.605, -27.631, -1.0, -1.0]",0.0007480941442446607,1.645221539220832e-05,False,True,True,
domain_P10_0_w3.0_r0,"[4.605, -27.631, -1.0, -1.0]",0.0009698826833801589,1.981441539266539e-05,False,True,True,
domain_P10_1_w0.874_r3,"[4.605, -13.816, -1.0, -1.0]",5103.26611166297,3482.1108723578495,True,True,True,
domain_P10_1_w2.0_r3,"[4.605, -13.816, -1.0, -1.0]",10103.43659447543,195.59522519617673,True,True,True,
domain_P10_2_w0.874_r3,"[16.118, -27.631, -1.0, -1.0]",-0.0,6.498100940861417e-06,False,True,True,
domain_P10_2_w0.874_r1,"[16.118, -27.631, -1.0, -1.0]",-0.0,1.5316170800377965e-05,False,True,True,
domain_P10_2_w0.874_r0,"[16.118, -27.631, -1.0, -1.0]",-0.0,1.5645455043477027e-05,False,True,True,
domain_P10_2_w2.0_r3,"[16.118, -27.631, -1.0, -1.0]",1.642922249278535e-06,6.845507510849926e-06,False,True,True,
domain_P10_2_w2.0_r1,"[16.118, -27.631, -1.0, -1.0]",1.7976671449506522e-05,8.861922089244747e-06,False,True,True,
domain_P10_1_w3.0_r3,"[4.605, -13.816, -1.0, -1.0]",12574.851105672493,289.14738860853777,True,True,True,
domain_P10_2_w3.0_r3,"[16.118, -27.631, -1.0, -1.0]",6.38160767933366e-06,4.959859519406927e-06,False,True,True,
domain_P10_2_w2.0_r0,"[16.118, -27.631, -1.0, -1.0]",2.238150608881534e-05,1.4697926177283221e-05,False,True,True,
domain_P10_2_w3.0_r1,"[16.118, -27.631, -1.0, -1.0]",2.016089102427789e-05,3.715033291264854e-06,False,True,True,
domain_P10_3_w0.874_r3,"[16.118, -13.816, -1.0, -1.0]",-0.0,4.73644252339416,False,True,True,
domain_P10_2_w3.0_r0,"[16.118, -27.631, -1.0, -1.0]",2.730424603493831e-05,1.0079239868114705e-05,False,True,True,
domain_P10_3_w0.874_r1,"[16.118, -13.816, -1.0, -1.0]",-0.0,8.894217433134614,False,True,True,
domain_P10_3_w2.0_r3,"[16.118, -13.816, -1.0, -1.0]",1.6937995746779446,6.469885656421623,False,True,True,
domain_P10_3_w2.0_r1,"[16.118, -13.816, -1.0, -1.0]",19.83626323692801,7.771798251361023,False,True,True,
domain_P10_3_w0.874_r0,"[16.118, -13.816, -1.0, -1.0]",-0.0,11.781340925627495,False,True,True,
domain_P10_3_w3.0_r3,"[16.118, -13.816, -1.0, -1.0]",6.39229555673887,4.929861578421122,False,True,True,
domain_P10_3_w2.0_r0,"[16.118, -13.816, -1.0, -1.0]",23.939430905051733,12.41214624748797,False,True,True,
domain_P10_3_w3.0_r1,"[16.118, -13.816, -1.0, -1.0]",20.120061483634036,2.939030753859804,False,True,True,
domain_P10_4_w0.874_r3,"[4.605, -27.631, 1.0, -1.0]",1.827711209034571e-05,3.758779480549568e-05,False,True,True,
domain_P10_4_w0.874_r1,"[4.605, -27.631, 1.0, -1.0]",0.00011555599517833527,4.8555839502048605e-05,False,True,True,
domain_P10_4_w0.874_r0,"[4.605, -27.631, 1.0, -1.0]",0.00014299709188107012,8.688486772831855e-05,False,True,True,
domain_P10_4_w2.0_r3,"[4.605, -27.631, 1.0, -1.0]",0.0001318300911363384,1.9472881949362218e-05,False,True,True,
domain_P10_4_w2.0_r1,"[4.605, -27.631, 1.0, -1.0]",0.0004416458632063945,1.5095510260298744e-05,False,True,True,
domain_P10_4_w2.0_r0,"[4.605, -27.631, 1.0, -1.0]",0.0005974764613793984,5.109237584450269e-05,False,True,True,
domain_P10_3_w3.0_r0,"[16.118, -13.816, -1.0, -1.0]",26.27160285523823,8.024646623227168,False,True,True,
domain_P10_4_w3.0_r3,"[4.605, -27.631, 1.0, -1.0]",0.00027616926608238355,2.4338925828061974e-05,False,True,True,
domain_P10_4_w3.0_r1,"[4.605, -27.631, 1.0, -1.0]",0.0009005637983258809,1.5098980102832288e-05,False,True,True,
domain_P10_4_w3.0_r0,"[4.605, -27.631, 1.0, -1.0]",0.0011806038760737818,3.3490781078503484e-05,False,True,True,
domain_P10_1_w0.874_r1,"[4.605, -13.816, -1.0, -1.0]",6458.740915576911,1488.671300478208,True,True,True,
domain_P10_5_w0.874_r3,"[4.605, -13.816, 1.0, -1.0]",9104.804905197385,6156.800335238833,True,True,True,
domain_P10_1_w2.0_r1,"[4.605, -13.816, -1.0, -1.0]",14211.171422338797,40.63727573765357,True,True,True,
domain_P10_1_w0.874_r0,"[4.605, -13.816, -1.0, -1.0]",6466.015721323502,2799.8669518546753,True,True,True,
domain_P10_1_w3.0_r1,"[4.605, -13.816, -1.0, -1.0]",19978.216912592266,106.31935504498371,True,True,True,
domain_P10_5_w2.0_r3,"[4.605, -13.816, 1.0, -1.0]",14615.043580643569,362.4192174002589,True,True,True,
domain_P10_1_w2.0_r0,"[4.605, -13.816, -1.0, -1.0]",14519.689868920555,30.714750624233652,True,True,True,
domain_P10_5_w3.0_r3,"[4.605, -13.816, 1.0, -1.0]",17423.212757558067,476.47023549688424,True,True,True,
domain_P10_6_w0.874_r3,"[16.118, -27.631, 1.0, -1.0]",-0.0,9.587058318907288e-06,False,True,True,
domain_P10_6_w0.874_r1,"[16.118, -27.631, 1.0, -1.0]",-0.0,2.259691316320542e-05,False,True,True,
domain_P10_6_w0.874_r0,"[16.118, -27.631, 1.0, -1.0]",3.3885122627422363e-07,2.4697193891772037e-05,False,True,True,
domain_P10_6_w2.0_r3,"[16.118, -27.631, 1.0, -1.0]",1.071087989232384e-05,9.463051070220707e-06,False,True,True,
domain_P10_6_w2.0_r1,"[16.118, -27.631, 1.0, -1.0]",3.6952959369704767e-05,9.387954098953394e-06,False,True,True,
domain_P10_1_w3.0_r0,"[4.605, -13.816, -1.0, -1.0]",20869.130799659582,101.64074911930842,True,True,True,
domain_P10_6_w3.0_r3,"[16.118, -27.631, 1.0, -1.0]",1.6882548461113594e-05,8.880221494203268e-06,False,True,True,
domain_P10_6_w2.0_r0,"[16.118, -27.631, 1.0, -1.0]",4.684360403410539e-05,2.1357070569700087e-05,False,True,True,
domain_P10_6_w3.0_r1,"[16.118, -27.631, 1.0, -1.0]",5.180347898052758e-05,5.462567125981393e-06,False,True,True,
domain_P10_7_w0.874_r3,"[16.118, -13.816, 1.0, -1.0]",-0.0,9.969439083041715,False,True,True,
domain_P10_6_w3.0_r0,"[16.118, -27.631, 1.0, -1.0]",6.417507471396378e-05,7.764531585687438e-06,False,True,True,
domain_P10_7_w0.874_r1,"[16.118, -13.816, 1.0, -1.0]",-0.0,22.133744034458193,False,True,True,
domain_P10_7_w2.0_r3,"[16.118, -13.816, 1.0, -1.0]",12.056502587357496,10.644079139508772,False,True,True,
domain_P10_5_w0.874_r1,"[4.605, -13.816, 1.0, -1.0]",12593.940689563638,2902.882703533332,True,True,True,
domain_P10_7_w0.874_r0,"[16.118, -13.816, 1.0, -1.0]",0.8003235610895576,24.454986659957633,False,True,True,
domain_P10_7_w3.0_r3,"[16.118, -13.816, 1.0, -1.0]",17.46267615613935,9.138452544310208,False,True,True,
domain_P10_5_w2.0_r1,"[4.605, -13.816, 1.0, -1.0]",24881.794227232902,177.1858839251334,True,True,True,
domain_P10_5_w0.874_r0,"[4.605, -13.816, 1.0, -1.0]",12790.70692296524,3916.380537297954,True,True,True,
domain_P10_8_w0.874_r3,"[4.605, -27.631, -1.0, 1.0]",2.489792570776291e-06,9.001502455532045e-06,False,True,True,
domain_P10_8_w0.874_r1,"[4.605, -27.631, -1.0, 1.0]",2.466356658167231e-05,1.175082733640983e-05,False,True,True,
domain_P10_8_w0.874_r0,"[4.605, -27.631, -1.0, 1.0]",3.0203978392148706e-05,1.9624133432570034e-05,False,True,True,
domain_P10_7_w2.0_r1,"[16.118, -13.816, 1.0, -1.0]",60.295766425675836,5.196101531217408,False,True,True,
domain_P10_8_w2.0_r3,"[4.605, -27.631, -1.0, 1.0]",2.7728751180601828e-05,5.436207447272799e-06,False,True,True,
domain_P10_8_w2.0_r1,"[4.605, -27.631, -1.0, 1.0]",9.171211898037043e-05,4.39261863428934e-06,False,True,True,
domain_P10_7_w3.0_r1,"[16.118, -13.816, 1.0, -1.0]",68.53309691034828,2.18682572300897,False,True,True,
domain_P10_8_w2.0_r0,"[4.605, -27.631, -1.0, 1.0]",0.0001239152792379161,1.0139818913248782e-05,False,True,True,
domain_P10_8_w3.0_r3,"[4.605, -27.631, -1.0, 1.0]",5.656540380930396e-05,4.902523867658589e-06,False,True,True,
domain_P10_8_w3.0_r1,"[4.605, -27.631, -1.0, 1.0]",0.00018702353599639096,4.113053843293364e-06,False,True,True,
domain_P10_8_w3.0_r0,"[4.605, -27.631, -1.0, 1.0]",0.00024247067070940154,4.953603830174083e-06,False,True,True,
domain_P10_5_w3.0_r1,"[4.605, -13.816, 1.0, -1.0]",32712.099658280575,310.8244897368067,True,True,True,
domain_P10_7_w2.0_r0,"[16.118, -13.816, 1.0, -1.0]",71.00144169129287,8.430323946489525,False,True,True,
domain_P10_9_w0.874_r3,"[4.605, -13.816, -1.0, 1.0]",1014.224020968873,1528.27943736779,True,True,True,
domain_P10_5_w2.0_r0,"[4.605, -13.816, 1.0, -1.0]",26424.81219469739,189.65460779268372,True,True,True,
domain_P10_7_w3.0_r0,"[16.118, -13.816, 1.0, -1.0]",87.44545947042073,0.7540918878750762,False,True,True,
domain_P10_9_w2.0_r3,"[4.605, -13.816, -1.0, 1.0]",3221.9031453960606,244.03331678288936,True,True,True,
domain_P10_9_w3.0_r3,"[4.605, -13.816, -1.0, 1.0]",3084.36590880651,545.235194763051,True,True,True,
domain_P10_5_w3.0_r0,"[4.605, -13.816, 1.0, -1.0]",35574.00883370799,369.4031975181195,True,True,True,
domain_P10_10_w0.874_r3,"[16.118, -27.631, -1.0, 1.0]",-0.0,1.6245252352159153e-06,False,True,True,
domain_P10_10_w0.874_r1,"[16.118, -27.631, -1.0, 1.0]",-0.0,3.8290427000992515e-06,False,True,True,
domain_P10_10_w0.874_r0,"[16.118, -27.631, -1.0, 1.0]",-0.0,3.9113637608296715e-06,False,True,True,
domain_P10_10_w2.0_r3,"[16.118, -27.631, -1.0, 1.0]",4.1073056231962486e-07,1.7113768777125967e-06,False,True,True,
domain_P10_10_w2.0_r1,"[16.118, -27.631, -1.0, 1.0]",4.4941678623723826e-06,2.215480522311399e-06,False,True,True,
domain_P10_10_w2.0_r0,"[16.118, -27.631, -1.0, 1.0]",5.595376522200879e-06,3.6744815443191964e-06,False,True,True,
domain_P10_10_w3.0_r3,"[16.118, -27.631, -1.0, 1.0]",1.5954019198334098e-06,1.239964879851737e-06,False,True,True,
domain_P10_10_w3.0_r1,"[16.118, -27.631, -1.0, 1.0]",5.040222756069291e-06,9.28758322816351e-07,False,True,True,
domain_P10_11_w0.874_r3,"[16.118, -13.816, -1.0, 1.0]",-0.0,1.5528572449380504,False,True,True,
domain_P10_10_w3.0_r0,"[16.118, -27.631, -1.0, 1.0]",6.826061508734335e-06,2.519809967029141e-06,False,True,True,
domain_P10_11_w0.874_r1,"[16.118, -13.816, -1.0, 1.0]",-0.0,3.3898547689419654,False,True,True,
domain_P10_11_w2.0_r3,"[16.118, -13.816, -1.0, 1.0]",0.41132733907796537,1.7028839650456822,False,True,True,
domain_P10_11_w0.874_r0,"[16.118, -13.816, -1.0, 1.0]",-0.0,4.896276524800188,False,True,True,
domain_P10_11_w2.0_r1,"[16.118, -13.816, -1.0, 1.0]",4.752186829231637,2.219212105989929,False,True,True,
domain_P10_11_w3.0_r3,"[16.118, -13.816, -1.0, 1.0]",1.5948295008508426,1.2389887706506575,False,True,True,
domain_P10_11_w2.0_r0,"[16.118, -13.816, -1.0, 1.0]",5.746766885223067,3.7096347577168487,False,True,True,
domain_P10_11_w3.0_r1,"[16.118, -13.816, -1.0, 1.0]",5.0488985468701975,0.9188983022239191,False,True,True,
domain_P10_12_w0.874_r3,"[4.605, -27.631, 1.0, 1.0]",4.569278022273411e-06,9.396948700814635e-06,False,True,True,
domain_P10_12_w0.874_r1,"[4.605, -27.631, 1.0, 1.0]",2.8888998784512207e-05,1.2138959874368445e-05,False,True,True,
domain_P10_12_w0.874_r0,"[4.605, -27.631, 1.0, 1.0]",3.5749272930209404e-05,2.1721216890053932e-05,False,True,True,
domain_P10_12_w2.0_r3,"[4.605, -27.631, 1.0, 1.0]",3.295752278364557e-05,4.868220487382605e-06,False,True,True,
domain_P10_11_w3.0_r0,"[16.118, -13.816, -1.0, 1.0]",6.832873917482984,2.4863807164786293,False,True,True,
domain_P10_12_w2.0_r1,"[4.605, -27.631, 1.0, 1.0]",0.00011041146573198504,3.773877564147241e-06,False,True,True,
domain_P10_12_w2.0_r0,"[4.605, -27.631, 1.0, 1.0]",0.0001493691152164308,1.2773093933346564e-05,False,True,True,
domain_P10_12_w3.0_r3,"[4.605, -27.631, 1.0, 1.0]",6.904231651824288e-05,6.0847314565778596e-06,False,True,True,
domain_P10_12_w3.0_r1,"[4.605, -27.631, 1.0, 1.0]",0.00022514094948590069,3.7747450241292016e-06,False,True,True,
domain_P10_12_w3.0_r0,"[4.605, -27.631, 1.0, 1.0]",0.0002951509688179475,8.372695244220292e-06,False,True,True,
domain_P10_9_w0.874_r1,"[4.605, -13.816, -1.0, 1.0]",5589.3159574456495,1302.9935589192414,True,True,True,
domain_P10_13_w0.874_r3,"[4.605, -13.816, 1.0, 1.0]",3065.4465341842383,2276.828360554713,True,True,True,
domain_P10_9_w2.0_r1,"[4.605, -13.816, -1.0, 1.0]",9608.550308725413,109.98599648267266,True,True,True,
domain_P10_9_w0.874_r0,"[4.605, -13.816, -1.0, 1.0]",5901.9986086301315,2555.8815136479357,True,True,True,
domain_P10_13_w2.0_r3,"[4.605, -13.816, 1.0, 1.0]",4230.439111266711,259.06565767636386,True,True,True,
domain_P10_9_w3.0_r1,"[4.605, -13.816, -1.0, 1.0]",11833.457515155667,161.4418037752881,True,True,True,
domain_P10_9_w2.0_r0,"[4.605, -13.816, -1.0, 1.0]",10642.358342715172,136.72279672055188,True,True,True,
domain_P10_13_w3.0_r3,"[4.605, -13.816, 1.0, 1.0]",4566.061577732065,293.5733065261146,True,True,True,
domain_P10_14_w0.874_r3,"[16.118, -27.631, 1.0, 1.0]",-0.0,2.396764579722821e-06,False,True,True,
domain_P10_14_w0.874_r1,"[16.118, -27.631, 1.0, 1.0]",-0.0,5.649228290767406e-06,False,True,True,
domain_P10_14_w0.874_r0,"[16.118, -27.631, 1.0, 1.0]",8.471280656849463e-08,6.174298472619796e-06,False,True,True,
domain_P10_14_w2.0_r3,"[16.118, -27.631, 1.0, 1.0]",2.6777199730804822e-06,2.365762767555011e-06,False,True,True,
domain_P10_14_w2.0_r1,"[16.118, -27.631, 1.0, 1.0]",9.238239842400574e-06,2.346988524732519e-06,False,True,True,
domain_P10_14_w2.0_r0,"[16.118, -27.631, 1.0, 1.0]",1.1710901008476692e-05,5.339267642403458e-06,False,True,True,
domain_P10_14_w3.0_r3,"[16.118, -27.631, 1.0, 1.0]",4.220637115278156e-06,2.2200553735506544e-06,False,True,True,
domain_P10_14_w3.0_r1,"[16.118, -27.631, 1.0, 1.0]",1.2950869745125516e-05,1.3656417814912274e-06,False,True,True,
domain_P10_14_w3.0_r0,"[16.118, -27.631, 1.0, 1.0]",1.6043768678480048e-05,1.9411328964262505e-06,False,True,True,
domain_P10_15_w0.874_r3,"[16.118, -13.816, 1.0, 1.0]",-0.0,2.390396913002479,False,True,True,
domain_P10_15_w0.874_r1,"[16.118, -13.816, 1.0, 1.0]",-0.0,7.072634075050568,False,True,True,
domain_P10_9_w3.0_r0,"[4.605, -13.816, -1.0, 1.0]",13401.296974879748,209.67698895667345,True,True,True,
domain_P10_15_w2.0_r3,"[16.118, -13.816, 1.0, 1.0]",2.7073324308858453,2.3838697375935394,False,True,True,
domain_P10_15_w2.0_r1,"[16.118, -13.816, 1.0, 1.0]",9.827633896427056,2.369470576902571,False,True,True,
domain_P10_13_w0.874_r1,"[4.605, -13.816, 1.0, 1.0]",8926.90566643502,2077.5242966853552,True,True,True,
domain_P10_15_w3.0_r3,"[16.118, -13.816, 1.0, 1.0]",4.234320805393674,2.2292890494086226,False,True,True,
domain_P10_15_w2.0_r0,"[16.118, -13.816, 1.0, 1.0]",13.732903109600173,5.935013728053995,False,True,True,
domain_P10_15_w0.874_r0,"[16.118, -13.816, 1.0, 1.0]",0.0890166080362709,11.710820579105567,False,True,True,
domain_P10_16_w0.874_r3,"[8.585111175511503, -24.748941667279276, -0.02378641559479744, 0.08123232218412246]",-0.0,0.0002493530888121042,False,True,True,
domain_P10_16_w0.874_r1,"[8.585111175511503, -24.748941667279276, -0.02378641559479744, 0.08123232218412246]",0.00046880140538617805,0.0003455590777960575,False,True,True,
domain_P10_16_w0.874_r0,"[8.585111175511503, -24.748941667279276, -0.02378641559479744, 0.08123232218412246]",0.0005733625625334922,0.0004892345758501288,False,True,True,
domain_P10_15_w3.0_r1,"[16.118, -13.816, 1.0, 1.0]",13.378037991828954,1.6037581356795716,False,True,True,
domain_P10_16_w2.0_r3,"[8.585111175511503, -24.748941667279276, -0.02378641559479744, 0.08123232218412246]",0.0005741405886223856,0.00020580719911765253,False,True,True,
domain_P10_16_w2.0_r1,"[8.585111175511503, -24.748941667279276, -0.02378641559479744, 0.08123232218412246]",0.00177670079389411,0.00021556665100047444,False,True,True,
domain_P10_16_w2.0_r0,"[8.585111175511503, -24.748941667279276, -0.02378641559479744, 0.08123232218412246]",0.002441114223716223,0.00010437348235370427,False,True,True,
domain_P10_15_w3.0_r0,"[16.118, -13.816, 1.0, 1.0]",17.859374110870814,1.07969641610038,False,True,True,
domain_P10_16_w3.0_r3,"[8.585111175511503, -24.748941667279276, -0.02378641559479744, 0.08123232218412246]",0.0011045402241248363,5.954673841144407e-05,False,True,True,
domain_P10_16_w3.0_r1,"[8.585111175511503, -24.748941667279276, -0.02378641559479744, 0.08123232218412246]",0.003652892732977146,0.00013063733200844492,False,True,True,
domain_P10_16_w3.0_r0,"[8.585111175511503, -24.748941667279276, -0.02378641559479744, 0.08123232218412246]",0.004713451581819668,0.00014763061146512974,False,True,True,
domain_P10_17_w0.874_r3,"[7.0498388140397275, -15.374162755832126, -0.25333269134111847, -0.42361516000465005]",-0.0,287.61622609507106,False,True,True,
domain_P10_17_w2.0_r3,"[7.0498388140397275, -15.374162755832126, -0.25333269134111847, -0.42361516000465005]",18.086963789775808,4.86493660798946,False,True,True,
domain_P10_13_w2.0_r1,"[4.605, -13.816, 1.0, 1.0]",13726.867377874602,195.72674704324658,True,True,True,
domain_P10_13_w0.874_r0,"[4.605, -13.816, 1.0, 1.0]",9773.621451883479,3075.7251824869945,True,True,True,
domain_P10_17_w3.0_r3,"[7.0498388140397275, -15.374162755832126, -0.25333269134111847, -0.42361516000465005]",32.69565613538601,3.2688801481580447,False,True,True,
domain_P10_13_w3.0_r1,"[4.605, -13.816, 1.0, 1.0]",16258.0952955434,256.54266245233555,True,True,True,
domain_P10_13_w2.0_r0,"[4.605, -13.816, 1.0, 1.0]",15638.673878169384,265.42442903267244,True,True,True,
domain_P10_18_w0.874_r3,"[16.002411739352688, -18.02909115476156, 0.022385569323296384, 0.4526379241472147]",-0.0,0.04480361157432203,False,True,True,
domain_P10_18_w0.874_r1,"[16.002411739352688, -18.02909115476156, 0.022385569323296384, 0.4526379241472147]",-0.0,0.10560919036886211,False,True,True,
domain_P10_18_w0.874_r0,"[16.002411739352688, -18.02909115476156, 0.022385569323296384, 0.4526379241472147]",-0.0,0.11389423072733956,False,True,True,
domain_P10_18_w2.0_r3,"[16.002411739352688, -18.02909115476156, 0.022385569323296384, 0.4526379241472147]",0.035608945581974374,0.0440648079686502,False,True,True,
domain_P10_18_w2.0_r1,"[16.002411739352688, -18.02909115476156, 0.022385569323296384, 0.4526379241472147]",0.1471760403504526,0.04930736144278696,False,True,True,
domain_P10_18_w2.0_r0,"[16.002411739352688, -18.02909115476156, 0.022385569323296384, 0.4526379241472147]",0.19224782304735258,0.1020356705764799,False,True,True,
domain_P10_18_w3.0_r3,"[16.002411739352688, -18.02909115476156, 0.022385569323296384, 0.4526379241472147]",0.06662457653769505,0.040080037735905176,False,True,True,
domain_P10_18_w3.0_r1,"[16.002411739352688, -18.02909115476156, 0.022385569323296384, 0.4526379241472147]",0.19806106304999777,0.01804708464752713,False,True,True,
domain_P10_18_w3.0_r0,"[16.002411739352688, -18.02909115476156, 0.022385569323296384, 0.4526379241472147]",0.2544880901881724,0.04982524905635133,False,True,True,
domain_P10_19_w0.874_r3,"[11.142477859171096, -20.35305079264892, 0.1298614794159645, -0.886848979778604]",-0.0,0.028860749909862555,False,True,True,
domain_P10_19_w0.874_r1,"[11.142477859171096, -20.35305079264892, 0.1298614794159645, -0.886848979778604]",0.041588018324859546,0.04753679440952323,False,True,True,
domain_P10_19_w0.874_r0,"[11.142477859171096, -20.35305079264892, 0.1298614794159645, -0.886848979778604]",0.047291214422598496,0.06058805926990651,False,True,True,
domain_P10_19_w2.0_r3,"[11.142477859171096, -20.35305079264892, 0.1298614794159645, -0.886848979778604]",0.057495408318370265,0.028549347078412366,False,True,True,
domain_P10_19_w2.0_r1,"[11.142477859171096, -20.35305079264892, 0.1298614794159645, -0.886848979778604]",0.18038473682114423,0.02031188602679204,False,True,True,
