job,vector,D_um,A_um,implausible_depth,all_finite,accepted,failure
domain_P00_0_w0.874_r3,"[4.605, -27.631, -1.0, -1.0]",9.959170283080392e-06,3.600600982202186e-05,False,True,True,
domain_P00_0_w0.874_r1,"[4.605, -27.631, -1.0, -1.0]",9.865426631822586e-05,4.7003309343979533e-05,False,True,True,
domain_P00_0_w0.874_r0,"[4.605, -27.631, -1.0, -1.0]",0.00012081591356100828,7.849653372207405e-05,False,True,True,
domain_P00_0_w2.0_r3,"[4.605, -27.631, -1.0, -1.0]",0.00011091500472203536,2.1744829789107835e-05,False,True,True,
domain_P00_0_w3.0_r3,"[4.605, -27.631, -1.0, -1.0]",0.00022626161523676535,1.9610095470522652e-05,False,True,True,
domain_P00_0_w2.0_r1,"[4.605, -27.631, -1.0, -1.0]",0.00036684847591288676,1.757047453796118e-05,False,True,True,
domain_P00_0_w2.0_r0,"[4.605, -27.631, -1.0, -1.0]",0.0004956611169280177,4.055927564650229e-05,False,True,True,
domain_P00_0_w3.0_r1,"[4.605, -27.631, -1.0, -1.0]",0.000748094143968292,1.6452215371904824e-05,False,True,True,
domain_P00_1_w0.874_r3,"[4.605, -13.816, -1.0, -1.0]",9.954086847179564,35.98763135898004,False,True,True,
domain_P00_1_w0.874_r1,"[4.605, -13.816, -1.0, -1.0]",98.60391045273538,46.979317555167285,False,True,True,
domain_P00_1_w0.874_r0,"[4.605, -13.816, -1.0, -1.0]",120.75424577795705,78.45646692069693,False,True,True,
domain_P00_1_w2.0_r3,"[4.605, -13.816, -1.0, -1.0]",110.85839063663289,21.733730626701192,False,True,True,
domain_P00_0_w3.0_r0,"[4.605, -27.631, -1.0, -1.0]",0.0009698826828014361,1.98144153158984e-05,False,True,True,
domain_P00_1_w2.0_r1,"[4.605, -13.816, -1.0, -1.0]",366.66122630678376,17.561506081902902,False,True,True,
domain_P00_2_w0.874_r3,"[16.118, -27.631, -1.0, -1.0]",-0.0,6.498100940863812e-06,False,True,True,
domain_P00_2_w0.874_r1,"[16.118, -27.631, -1.0, -1.0]",-0.0,1.531617080039828e-05,False,True,True,
domain_P00_2_w0.874_r0,"[16.118, -27.631, -1.0, -1.0]",-0.0,1.5645455043308135e-05,False,True,True,
domain_P00_2_w2.0_r3,"[16.118, -27.631, -1.0, -1.0]",1.6429222492784923e-06,6.845507510850422e-06,False,True,True,
domain_P00_1_w3.0_r3,"[4.605, -13.816, -1.0, -1.0]",226.14612505182214,19.600085935541323,False,True,True,
domain_P00_1_w2.0_r0,"[4.605, -13.816, -1.0, -1.0]",495.40811778804755,40.538573070677955,False,True,True,
domain_P00_2_w2.0_r1,"[16.118, -27.631, -1.0, -1.0]",1.7976671449488358e-05,8.861922089245644e-06,False,True,True,
domain_P00_3_w0.874_r3,"[16.118, -13.816, -1.0, -1.0]",-0.0,6.494784130459827,False,True,True,
domain_P00_3_w0.874_r1,"[16.118, -13.816, -1.0, -1.0]",-0.0,15.308353003303052,False,True,True,
domain_P00_1_w3.0_r1,"[4.605, -13.816, -1.0, -1.0]",747.7122960311091,16.44381770624668,True,True,True,
domain_P00_2_w3.0_r3,"[16.118, -27.631, -1.0, -1.0]",6.381607679333632e-06,4.959859519406945e-06,False,True,True,
domain_P00_3_w0.874_r0,"[16.118, -13.816, -1.0, -1.0]",-0.0,15.637469170430048,False,True,True,
domain_P00_3_w2.0_r3,"[16.118, -13.816, -1.0, -1.0]",1.642083656332809,6.842013374526722,False,True,True,
domain_P00_1_w3.0_r0,"[4.605, -13.816, -1.0, -1.0]",969.3876278611945,19.80430149041824,True,True,True,
domain_P00_2_w2.0_r0,"[16.118, -27.631, -1.0, -1.0]",2.238150608880264e-05,1.4697926177276352e-05,False,True,True,
domain_P00_3_w2.0_r1,"[16.118, -13.816, -1.0, -1.0]",17.967495659294375,8.857398719163767,False,True,True,
domain_P00_3_w3.0_r3,"[16.118, -13.816, -1.0, -1.0]",6.378350330311573,4.957327869959517,False,True,True,
domain_P00_4_w0.874_r3,"[4.605, -27.631, 1.0, -1.0]",1.827711208901018e-05,3.758779480310939e-05,False,True,True,
domain_P00_2_w3.0_r1,"[16.118, -27.631, -1.0, -1.0]",2.0160891024277083e-05,3.7150332912654404e-06,False,True,True,
domain_P00_3_w2.0_r0,"[16.118, -13.816, -1.0, -1.0]",22.37008194920743,14.690423949332303,False,True,True,
domain_P00_4_w0.874_r1,"[4.605, -27.631, 1.0, -1.0]",0.0001155559951353631,4.855583949716879e-05,False,True,True,
domain_P00_4_w0.874_r0,"[4.605, -27.631, 1.0, -1.0]",0.00014299709171015435,8.688486754900875e-05,False,True,True,
domain_P00_4_w2.0_r3,"[4.605, -27.631, 1.0, -1.0]",0.00013183009113446525,1.9472881949541626e-05,False,True,True,
domain_P00_2_w3.0_r0,"[16.118, -27.631, -1.0, -1.0]",2.730424603493723e-05,1.0079239868116682e-05,False,True,True,
domain_P00_5_w0.874_r3,"[4.605, -13.816, 1.0, -1.0]",18.267782945606076,37.56860895327413,False,True,True,
domain_P00_4_w3.0_r3,"[4.605, -27.631, 1.0, -1.0]",0.000276169266072344,2.4338925826194714e-05,False,True,True,
domain_P00_3_w3.0_r1,"[16.118, -13.816, -1.0, -1.0]",20.150600348014667,3.71313703554646,False,True,True,
domain_P00_4_w2.0_r1,"[4.605, -27.631, 1.0, -1.0]",0.0004416458629093778,1.509551025634146e-05,False,True,True,
domain_P00_5_w0.874_r1,"[4.605, -13.816, 1.0, -1.0]",115.49701216012218,48.5310552540362,False,True,True,
domain_P00_4_w2.0_r0,"[4.605, -27.631, 1.0, -1.0]",0.000597476460831478,5.1092375725978404e-05,False,True,True,
domain_P00_5_w0.874_r0,"[4.605, -13.816, 1.0, -1.0]",142.92410204042775,86.84051911009436,False,True,True,
domain_P00_3_w3.0_r0,"[16.118, -13.816, -1.0, -1.0]",27.29030919275121,10.07409514537952,False,True,True,
domain_P00_5_w2.0_r3,"[4.605, -13.816, 1.0, -1.0]",131.76280141061943,19.462942452135596,False,True,True,
domain_P00_6_w0.874_r3,"[16.118, -27.631, 1.0, -1.0]",-0.0,9.587058318890217e-06,False,True,True,
domain_P00_5_w2.0_r1,"[4.605, -13.816, 1.0, -1.0]",441.4204346486743,15.087805090489569,False,True,True,
domain_P00_4_w3.0_r1,"[4.605, -27.631, 1.0, -1.0]",0.000900563797918117,1.5098980096095752e-05,False,True,True,
domain_P00_5_w3.0_r3,"[4.605, -13.816, 1.0, -1.0]",276.0283016423812,24.326502565439494,False,True,True,
domain_P00_6_w0.874_r1,"[16.118, -27.631, 1.0, -1.0]",-0.0,2.2596913163060574e-05,False,True,True,
domain_P00_5_w2.0_r0,"[4.605, -13.816, 1.0, -1.0]",597.1714923246087,51.06629676461504,False,True,True,
domain_P00_6_w0.874_r0,"[16.118, -27.631, 1.0, -1.0]",3.388512262739714e-07,2.4697193890392993e-05,False,True,True,
domain_P00_6_w2.0_r3,"[16.118, -27.631, 1.0, -1.0]",1.07108798923218e-05,9.46305107022e-06,False,True,True,
domain_P00_4_w3.0_r0,"[4.605, -27.631, 1.0, -1.0]",0.0011806038752183237,3.349078097010638e-05,False,True,True,
domain_P00_7_w0.874_r3,"[16.118, -13.816, 1.0, -1.0]",-0.0,9.582164819225454,False,True,True,
domain_P00_6_w2.0_r1,"[16.118, -27.631, 1.0, -1.0]",3.6952959369595506e-05,9.387954098928528e-06,False,True,True,
domain_P00_6_w3.0_r3,"[16.118, -27.631, 1.0, -1.0]",1.6882548461112557e-05,8.880221494202572e-06,False,True,True,
domain_P00_5_w3.0_r1,"[4.605, -13.816, 1.0, -1.0]",900.1041252535075,15.091273159141716,True,True,True,
domain_P00_7_w0.874_r1,"[16.118, -13.816, 1.0, -1.0]",-0.0,22.58537907373828,False,True,True,
domain_P00_6_w2.0_r0,"[16.118, -27.631, 1.0, -1.0]",4.6843604033893255e-05,2.1357070569608055e-05,False,True,True,
domain_P00_7_w0.874_r0,"[16.118, -13.816, 1.0, -1.0]",0.33867826723825667,24.684587759711064,False,True,True,
domain_P00_7_w2.0_r3,"[16.118, -13.816, 1.0, -1.0]",10.705412763050342,9.458220867283975,False,True,True,
domain_P00_5_w3.0_r0,"[4.605, -13.816, 1.0, -1.0]",1180.001262354666,33.47368634942093,True,True,True,
domain_P00_8_w0.874_r3,"[4.605, -27.631, -1.0, 1.0]",2.489792570770098e-06,9.001502455505465e-06,False,True,True,
domain_P00_7_w2.0_r1,"[16.118, -13.816, 1.0, -1.0]",36.9340975573198,9.383162227563211,False,True,True,
domain_P00_7_w3.0_r3,"[16.118, -13.816, 1.0, -1.0]",16.873931141546244,8.875688783598395,False,True,True,
domain_P00_6_w3.0_r1,"[16.118, -27.631, 1.0, -1.0]",5.1803478980500355e-05,5.462567125963807e-06,False,True,True,
domain_P00_8_w0.874_r1,"[4.605, -27.631, -1.0, 1.0]",2.4663566579556466e-05,1.1750827335994883e-05,False,True,True,
domain_P00_7_w2.0_r0,"[16.118, -13.816, 1.0, -1.0]",46.81969376308741,21.346169330229262,False,True,True,
domain_P00_8_w0.874_r0,"[4.605, -27.631, -1.0, 1.0]",3.020397839025207e-05,1.9624133430518513e-05,False,True,True,
domain_P00_8_w2.0_r3,"[4.605, -27.631, -1.0, 1.0]",2.772875118050884e-05,5.436207447276959e-06,False,True,True,
domain_P00_6_w3.0_r0,"[16.118, -27.631, 1.0, -1.0]",6.417507471391703e-05,7.764531585706271e-06,False,True,True,
domain_P00_9_w0.874_r3,"[4.605, -13.816, -1.0, 1.0]",2.488521711794891,8.99690783974501,False,True,True,
domain_P00_8_w2.0_r1,"[4.605, -27.631, -1.0, 1.0]",9.171211897822169e-05,4.392618634490295e-06,False,True,True,
domain_P00_8_w3.0_r3,"[4.605, -27.631, -1.0, 1.0]",5.656540380919134e-05,4.902523867630663e-06,False,True,True,
domain_P00_7_w3.0_r1,"[16.118, -13.816, 1.0, -1.0]",51.777037052372606,5.4597788806532535,False,True,True,
domain_P00_7_w3.0_r0,"[16.118, -13.816, 1.0, -1.0]",64.14231798123086,7.760568354082152,False,True,True,
domain_P00_9_w0.874_r1,"[4.605, -13.816, -1.0, 1.0]",24.650977613183844,11.744829388791821,False,True,True,
domain_P00_9_w0.874_r0,"[4.605, -13.816, -1.0, 1.0]",30.188561444489263,19.61411673017423,False,True,True,
domain_P00_8_w2.0_r0,"[4.605, -27.631, -1.0, 1.0]",0.00012391527923200443,1.0139818911625572e-05,False,True,True,
domain_P00_9_w2.0_r3,"[4.605, -13.816, -1.0, 1.0]",27.714597659158223,5.433432656675298,False,True,True,
domain_P00_10_w0.874_r3,"[16.118, -27.631, -1.0, 1.0]",-0.0,1.624525235215953e-06,False,True,True,
domain_P00_9_w2.0_r1,"[4.605, -13.816, -1.0, 1.0]",91.66530657669594,4.3903765204757255,False,True,True,
domain_P00_9_w3.0_r3,"[4.605, -13.816, -1.0, 1.0]",56.536531262955535,4.900021483885331,False,True,True,
domain_P00_8_w3.0_r1,"[4.605, -27.631, -1.0, 1.0]",0.000187023535992073,4.113053842976206e-06,False,True,True,
domain_P00_10_w0.874_r1,"[16.118, -27.631, -1.0, 1.0]",-0.0,3.82904270009957e-06,False,True,True,
domain_P00_9_w2.0_r0,"[4.605, -13.816, -1.0, 1.0]",123.85202944701189,10.134643267669489,False,True,True,
domain_P00_10_w0.874_r0,"[16.118, -27.631, -1.0, 1.0]",-0.0,3.911363760827034e-06,False,True,True,
domain_P00_10_w2.0_r3,"[16.118, -27.631, -1.0, 1.0]",4.1073056231962306e-07,1.7113768777126056e-06,False,True,True,
domain_P00_8_w3.0_r0,"[4.605, -27.631, -1.0, 1.0]",0.00024247067070035902,4.9536038289746e-06,False,True,True,
domain_P00_11_w0.874_r3,"[16.118, -13.816, -1.0, 1.0]",-0.0,1.6236960326149568,False,True,True,
domain_P00_10_w2.0_r1,"[16.118, -27.631, -1.0, 1.0]",4.4941678623720895e-06,2.215480522311411e-06,False,True,True,
domain_P00_9_w3.0_r1,"[4.605, -13.816, -1.0, 1.0]",186.92807400777727,4.11095442656167,False,True,True,
domain_P00_10_w3.0_r3,"[16.118, -27.631, -1.0, 1.0]",1.595401919833408e-06,1.2399648798517363e-06,False,True,True,
domain_P00_11_w0.874_r1,"[16.118, -13.816, -1.0, 1.0]",-0.0,3.827088250825763,False,True,True,
domain_P00_10_w2.0_r0,"[16.118, -27.631, -1.0, 1.0]",5.59537652220066e-06,3.674481544319088e-06,False,True,True,
domain_P00_11_w0.874_r0,"[16.118, -13.816, -1.0, 1.0]",-0.0,3.909367292607512,False,True,True,
domain_P00_9_w3.0_r0,"[4.605, -13.816, -1.0, 1.0]",242.34690696529861,4.95107537260456,False,True,True,
domain_P00_11_w2.0_r3,"[16.118, -13.816, -1.0, 1.0]",0.41052091408320224,1.7105033436316806,False,True,True,
domain_P00_12_w0.874_r3,"[4.605, -27.631, 1.0, 1.0]",4.569278022252545e-06,9.396948700777348e-06,False,True,True,
domain_P00_11_w2.0_r1,"[16.118, -13.816, -1.0, 1.0]",4.491873914823594,2.2143496797909417,False,True,True,
domain_P00_11_w3.0_r3,"[16.118, -13.816, -1.0, 1.0]",1.5945875825778932,1.2393319674898793,False,True,True,
domain_P00_10_w3.0_r1,"[16.118, -27.631, -1.0, 1.0]",5.040222756069271e-06,9.287583228163601e-07,False,True,True,
domain_P00_12_w0.874_r1,"[4.605, -27.631, 1.0, 1.0]",2.8888998783840774e-05,1.2138959874292197e-05,False,True,True,
domain_P00_12_w0.874_r0,"[4.605, -27.631, 1.0, 1.0]",3.574927292753859e-05,2.1721216887252188e-05,False,True,True,
domain_P00_11_w2.0_r0,"[16.118, -13.816, -1.0, 1.0]",5.592520487301858,3.6726059873330756,False,True,True,
domain_P00_12_w2.0_r3,"[4.605, -27.631, 1.0, 1.0]",3.295752278361631e-05,4.8682204873854065e-06,False,True,True,
domain_P00_10_w3.0_r0,"[16.118, -27.631, -1.0, 1.0]",6.8260615087343076e-06,2.5198099670291704e-06,False,True,True,
domain_P00_13_w0.874_r3,"[4.605, -13.816, 1.0, 1.0]",4.566945736401519,9.392152238318532,False,True,True,
domain_P00_12_w2.0_r1,"[4.605, -27.631, 1.0, 1.0]",0.00011041146572734445,3.773877564085365e-06,False,True,True,
domain_P00_11_w3.0_r1,"[16.118, -13.816, -1.0, 1.0]",5.037650087003667,0.928284258886615,False,True,True,
domain_P00_12_w3.0_r3,"[4.605, -27.631, 1.0, 1.0]",6.9042316518086e-05,6.0847314565486784e-06,False,True,True,
domain_P00_13_w0.874_r1,"[4.605, -13.816, 1.0, 1.0]",28.874253040030545,12.13276381350905,False,True,True,
domain_P00_12_w2.0_r0,"[4.605, -27.631, 1.0, 1.0]",0.0001493691152078695,1.2773093931494601e-05,False,True,True,
domain_P00_13_w0.874_r0,"[4.605, -13.816, 1.0, 1.0]",35.73102551010694,21.71012977752359,False,True,True,
domain_P00_11_w3.0_r0,"[16.118, -13.816, -1.0, 1.0]",6.822577298187802,2.51852378634488,False,True,True,
domain_P00_13_w2.0_r3,"[4.605, -13.816, 1.0, 1.0]",32.94070035265486,4.865735613033899,False,True,True,
domain_P00_14_w0.874_r3,"[16.118, -27.631, 1.0, 1.0]",-0.0,2.3967645797225543e-06,False,True,True,
domain_P00_13_w3.0_r3,"[4.605, -13.816, 1.0, 1.0]",69.0070754105953,6.0816256413598735,False,True,True,
domain_P00_12_w3.0_r1,"[4.605, -27.631, 1.0, 1.0]",0.00022514094947952926,3.774745024023938e-06,False,True,True,
domain_P00_13_w2.0_r1,"[4.605, -13.816, 1.0, 1.0]",110.35510866216858,3.7719512726223923,False,True,True,
domain_P00_14_w0.874_r1,"[16.118, -27.631, 1.0, 1.0]",-0.0,5.6492282907651435e-06,False,True,True,
domain_P00_13_w2.0_r0,"[4.605, -13.816, 1.0, 1.0]",149.29287308115218,12.76657419115376,False,True,True,
domain_P00_14_w0.874_r0,"[16.118, -27.631, 1.0, 1.0]",8.471280656849286e-08,6.174298472598248e-06,False,True,True,
domain_P00_12_w3.0_r0,"[4.605, -27.631, 1.0, 1.0]",0.00029515096880458093,8.372695242526595e-06,False,True,True,
domain_P00_14_w2.0_r3,"[16.118, -27.631, 1.0, 1.0]",2.67771997308045e-06,2.365762767555e-06,False,True,True,
domain_P00_15_w0.874_r3,"[16.118, -13.816, 1.0, 1.0]",-0.0,2.3955412048063636,False,True,True,
domain_P00_14_w2.0_r1,"[16.118, -27.631, 1.0, 1.0]",9.238239842398877e-06,2.346988524732132e-06,False,True,True,
domain_P00_14_w3.0_r3,"[16.118, -27.631, 1.0, 1.0]",4.220637115278139e-06,2.220055373550643e-06,False,True,True,
domain_P00_13_w3.0_r1,"[4.605, -13.816, 1.0, 1.0]",225.02603131337688,3.772818289785429,False,True,True,
domain_P00_15_w0.874_r1,"[16.118, -13.816, 1.0, 1.0]",-0.0,5.64634476843457,False,True,True,
domain_P00_14_w2.0_r0,"[16.118, -27.631, 1.0, 1.0]",1.1710901008473314e-05,5.339267642402014e-06,False,True,True,
domain_P00_15_w0.874_r0,"[16.118, -13.816, 1.0, 1.0]",0.08466956680956417,6.171146939927766,False,True,True,
domain_P00_15_w2.0_r3,"[16.118, -13.816, 1.0, 1.0]",2.6763531907625855,2.364555216820994,False,True,True,
domain_P00_13_w3.0_r0,"[4.605, -13.816, 1.0, 1.0]",295.0003155886665,8.368421587355233,False,True,True,
domain_P00_16_w0.874_r3,"[8.585111175511503, -24.748941667279276, -0.02378641559479744, 0.08123232218412246]",-0.0,0.00024935308833060516,False,True,True,
domain_P00_15_w2.0_r1,"[16.118, -13.816, 1.0, 1.0]",9.23352438932995,2.345790556890803,False,True,True,
domain_P00_15_w3.0_r3,"[16.118, -13.816, 1.0, 1.0]",4.218482785386561,2.218922195899599,False,True,True,
domain_P00_14_w3.0_r1,"[16.118, -27.631, 1.0, 1.0]",1.2950869745125089e-05,1.3656417814909517e-06,False,True,True,
domain_P00_16_w0.874_r1,"[8.585111175511503, -24.748941667279276, -0.02378641559479744, 0.08123232218412246]",0.0004688013978737182,0.0003455590766095562,False,True,True,
domain_P00_15_w2.0_r0,"[16.118, -13.816, 1.0, 1.0]",11.704923440771852,5.336542332557316,False,True,True,
domain_P00_16_w0.874_r0,"[8.585111175511503, -24.748941667279276, -0.02378641559479744, 0.08123232218412246]",0.0005733625400651206,0.0004892345568037774,False,True,True,
domain_P00_16_w2.0_r3,"[8.585111175511503, -24.748941667279276, -0.02378641559479744, 0.08123232218412246]",0.0005741405879786231,0.00020580719896619583,False,True,True,
domain_P00_14_w3.0_r0,"[16.118, -27.631, 1.0, 1.0]",1.604376867847926e-05,1.9411328964265677e-06,False,True,True,
domain_P00_17_w0.874_r3,"[7.0498388140397275, -15.374162755832126, -0.25333269134111847, -0.42361516000465005]",-0.0,4.8517544923633675,False,True,True,
domain_P00_16_w2.0_r1,"[8.585111175511503, -24.748941667279276, -0.02378641559479744, 0.08123232218412246]",0.0017767007760370848,0.0002155666497230014,False,True,True,
domain_P00_16_w3.0_r3,"[8.585111175511503, -24.748941667279276, -0.02378641559479744, 0.08123232218412246]",0.0011045402239218867,5.954673838989976e-05,False,True,True,
domain_P00_15_w3.0_r1,"[16.118, -13.816, 1.0, 1.0]",12.944259263093151,1.3649447201633134,False,True,True,
domain_P00_17_w0.874_r1,"[7.0498388140397275, -15.374162755832126, -0.25333269134111847, -0.42361516000465005]",10.329358072370805,6.2193266873400015,False,True,True,
domain_P00_16_w2.0_r0,"[8.585111175511503, -24.748941667279276, -0.02378641559479744, 0.08123232218412246]",0.0024411142056658644,0.0001043734663804501,False,True,True,
domain_P00_17_w0.874_r0,"[7.0498388140397275, -15.374162755832126, -0.25333269134111847, -0.42361516000465005]",12.697175207248714,9.339906104006111,False,True,True,
domain_P00_17_w2.0_r3,"[7.0498388140397275, -15.374162755832126, -0.25333269134111847, -0.42361516000465005]",12.356741805602557,3.4130431395238516,False,True,True,
domain_P00_15_w3.0_r0,"[16.118, -13.816, 1.0, 1.0]",16.035579495307715,1.940142088520538,False,True,True,
domain_P00_18_w0.874_r3,"[16.002411739352688, -18.02909115476156, 0.022385569323296384, 0.4526379241472147]",-0.0,0.044802608361146884,False,True,True,
domain_P00_17_w2.0_r1,"[7.0498388140397275, -15.374162755832126, -0.25333269134111847, -0.42361516000465005]",39.05056043425262,3.220520173779101,False,True,True,
domain_P00_16_w3.0_r1,"[8.585111175511503, -24.748941667279276, -0.02378641559479744, 0.08123232218412246]",0.0036528927120301497,0.00013063733119169456,False,True,True,
domain_P00_17_w3.0_r3,"[7.0498388140397275, -15.374162755832126, -0.25333269134111847, -0.42361516000465005]",23.178281789707707,1.6174838404503922,False,True,True,
domain_P00_18_w0.874_r1,"[16.002411739352688, -18.02909115476156, 0.022385569323296384, 0.4526379241472147]",-0.0,0.10560076062337354,False,True,True,
domain_P00_18_w0.874_r0,"[16.002411739352688, -18.02909115476156, 0.022385569323296384, 0.4526379241472147]",-0.0,0.11376125876035503,False,True,True,
domain_P00_17_w2.0_r0,"[7.0498388140397275, -15.374162755832126, -0.25333269134111847, -0.42361516000465005]",51.08542359465081,3.438933249382798,False,True,True,
domain_P00_18_w2.0_r3,"[16.002411739352688, -18.02909115476156, 0.022385569323296384, 0.4526379241472147]",0.03560881436488231,0.044064848212106295,False,True,True,
domain_P00_16_w3.0_r0,"[8.585111175511503, -24.748941667279276, -0.02378641559479744, 0.08123232218412246]",0.004713451539768578,0.00014763061606148833,False,True,True,
domain_P00_19_w0.874_r3,"[11.142477859171096, -20.35305079264892, 0.1298614794159645, -0.886848979778604]",-0.0,0.028859963483346112,False,True,True,
domain_P00_18_w2.0_r1,"[16.002411739352688, -18.02909115476156, 0.022385569323296384, 0.4526379241472147]",0.1471756158106564,0.04930781524914849,False,True,True,
domain_P00_18_w3.0_r3,"[16.002411739352688, -18.02909115476156, 0.022385569323296384, 0.4526379241472147]",0.06662457644041453,0.04008000680193209,False,True,True,
domain_P00_17_w3.0_r1,"[7.0498388140397275, -15.374162755832126, -0.25333269134111847, -0.42361516000465005]",77.88812234108121,2.239237036378014,False,True,True,
domain_P00_19_w0.874_r1,"[11.142477859171096, -20.35305079264892, 0.1298614794159645, -0.886848979778604]",0.04157864150295225,0.0475343370879664,False,True,True,
domain_P00_18_w2.0_r0,"[16.002411739352688, -18.02909115476156, 0.022385569323296384, 0.4526379241472147]",0.19224278622298985,0.10203106210433868,False,True,True,
domain_P00_19_w0.874_r0,"[11.142477859171096, -20.35305079264892, 0.1298614794159645, -0.886848979778604]",0.047284191889998425,0.060544650343437756,False,True,True,
domain_P00_19_w2.0_r3,"[11.142477859171096, -20.35305079264892, 0.1298614794159645, -0.886848979778604]",0.05749537709920821,0.028549103739197248,False,True,True,
domain_P00_17_w3.0_r0,"[7.0498388140397275, -15.374162755832126, -0.25333269134111847, -0.42361516000465005]",101.4113548039194,1.0193797621806724,False,True,True,
domain_P00_20_w0.874_r3,"[12.128937332532207, -18.196418592519155, 0.26416179643949067, -0.587239874016132]",-0.0,0.177332165509481,False,True,True,
domain_P00_19_w2.0_r1,"[11.142477859171096, -20.35305079264892, 0.1298614794159645, -0.886848979778604]",0.1803717027080649,0.02030486535644319,False,True,True,
domain_P00_18_w3.0_r1,"[16.002411739352688, -18.02909115476156, 0.022385569323296384, 0.4526379241472147]",0.19806069976023644,0.018046692181794943,False,True,True,
domain_P00_19_w3.0_r3,"[11.142477859171096, -20.35305079264892, 0.1298614794159645, -0.886848979778604]",0.09934068422266423,0.009623475734440981,False,True,True,
domain_P00_20_w0.874_r1,"[12.128937332532207, -18.196418592519155, 0.26416179643949067, -0.587239874016132]",0.20795961258643356,0.3110862610072495,False,True,True,
domain_P00_19_w2.0_r0,"[11.142477859171096, -20.35305079264892, 0.1298614794159645, -0.886848979778604]",0.23370331815406656,0.01661784485659654,False,True,True,
domain_P00_20_w0.874_r0,"[12.128937332532207, -18.196418592519155, 0.26416179643949067, -0.587239874016132]",0.26481633836995205,0.3734491478433507,False,True,True,
domain_P00_20_w2.0_r3,"[12.128937332532207, -18.196418592519155, 0.26416179643949067, -0.587239874016132]",0.33295490862813737,0.18121005455386843,False,True,True,
domain_P00_18_w3.0_r0,"[16.002411739352688, -18.02909115476156, 0.022385569323296384, 0.4526379241472147]",0.2544876949077518,0.04982670422410232,False,True,True,
domain_P00_21_w0.874_r3,"[6.914586235114844, -15.73573804057767, 0.4530202366050209, 0.6113190695339876]",0.10287336773313885,1.6972134966422714,False,True,True,
domain_P00_20_w2.0_r1,"[12.128937332532207, -18.196418592519155, 0.26416179643949067, -0.587239874016132]",1.0373552581311363,0.10560830836768947,False,True,True,
domain_P00_19_w3.0_r1,"[11.142477859171096, -20.35305079264892, 0.1298614794159645, -0.886848979778604]",0.3385006633592634,0.012057480493744895,False,True,True,
domain_P00_20_w3.0_r3,"[12.128937332532207, -18.196418592519155, 0.26416179643949067, -0.587239874016132]",0.5528644653002383,0.0811309196426841,False,True,True,
domain_P00_21_w0.874_r1,"[6.914586235114844, -15.73573804057767, 0.4530202366050209, 0.6113190695339876]",3.939611081958981,2.166645211689943,False,True,True,
domain_P00_21_w0.874_r0,"[6.914586235114844, -15.73573804057767, 0.4530202366050209, 0.6113190695339876]",4.79611554350621,3.365511197441059,False,True,True,
domain_P00_20_w2.0_r0,"[12.128937332532207, -18.196418592519155, 0.26416179643949067, -0.587239874016132]",1.2826931946061966,0.16792062583327874,False,True,True,
domain_P00_19_w3.0_r0,"[11.142477859171096, -20.35305079264892, 0.1298614794159645, -0.886848979778604]",0.44972736132083474,0.03430235046599146,False,True,True,
domain_P00_21_w2.0_r3,"[6.914586235114844, -15.73573804057767, 0.4530202366050209, 0.6113190695339876]",4.5604764821434545,1.1349458457199726,False,True,True,
domain_P00_22_w0.874_r3,"[15.53556285600324, -15.274151975919615, -0.31414630854347814, -0.8735220597537661]",-0.0,1.8796221656957477,False,True,True,
domain_P00_21_w2.0_r1,"[6.914586235114844, -15.73573804057767, 0.4530202366050209, 0.6113190695339876]",14.721854352629604,1.0319377907527811,False,True,True,
domain_P00_21_w3.0_r3,"[6.914586235114844, -15.73573804057767, 0.4530202366050209, 0.6113190695339876]",8.773386698253994,0.6767274884387567,False,True,True,
domain_P00_20_w3.0_r1,"[12.128937332532207, -18.196418592519155, 0.26416179643949067, -0.587239874016132]",1.8556247304955977,0.06306981720627633,False,True,True,
domain_P00_22_w0.874_r1,"[15.53556285600324, -15.274151975919615, -0.31414630854347814, -0.8735220597537661]",-0.0,4.430311931440023,False,True,True,
domain_P00_22_w0.874_r0,"[15.53556285600324, -15.274151975919615, -0.31414630854347814, -0.8735220597537661]",-0.0,4.823411699564622,False,True,True,
domain_P00_21_w2.0_r0,"[6.914586235114844, -15.73573804057767, 0.4530202366050209, 0.6113190695339876]",19.285335065688027,1.3937950541745254,False,True,True,
domain_P00_22_w2.0_r3,"[15.53556285600324, -15.274151975919615, -0.31414630854347814, -0.8735220597537661]",1.861884253633299,1.8361506433277748,False,True,True,
domain_P00_20_w3.0_r0,"[12.128937332532207, -18.196418592519155, 0.26416179643949067, -0.587239874016132]",2.5087592753550707,0.2143235910753685,False,True,True,
domain_P00_23_w0.874_r3,"[9.579378050577283, -22.40609718214904, -0.7041083959403172, 0.2996632734563198]",-0.0,0.0018619308261186899,False,True,True,
domain_P00_22_w2.0_r1,"[15.53556285600324, -15.274151975919615, -0.31414630854347814, -0.8735220597537661]",6.7388627862625725,1.9590586206956602,False,True,True,
domain_P00_21_w3.0_r1,"[6.914586235114844, -15.73573804057767, 0.4530202366050209, 0.6113190695339876]",29.352970489606896,0.7903699176721495,False,True,True,
domain_P00_22_w3.0_r3,"[15.53556285600324, -15.274151975919615, -0.31414630854347814, -0.8735220597537661]",2.9246164448156753,1.7062312912496738,False,True,True,
