descriptor,error,passed,reason,job,switch,waist_um,dataset_index,check
entropy_8_16,2.740629691244667e-07,True,,grid_2_P10_w0.874,P10,0.874,2,grid_to_direct_points
A2_16_32,6.86549991191221e-07,True,,grid_2_P10_w0.874,P10,0.874,2,grid_to_direct_points
entropy_16_32,2.634662686906708e-06,True,,grid_2_P10_w0.874,P10,0.874,2,grid_to_direct_points
D,0.0037086393704141023,True,,grid_1_P10_w0.874,P10,0.874,1,grid_finest
A_med,0.0027183581952442554,True,,grid_1_P10_w0.874,P10,0.874,1,grid_finest
ilr_z1,0.0009395099086130297,True,,grid_1_P10_w0.874,P10,0.874,1,grid_finest
ilr_z2,0.0011914599125684969,True,,grid_1_P10_w0.874,P10,0.874,1,grid_finest
ilr_z3,0.00014585208148532036,True,,grid_1_P10_w0.874,P10,0.874,1,grid_finest
ilr_z4,2.5868640591789754e-05,True,,grid_1_P10_w0.874,P10,0.874,1,grid_finest
A2_8_16,0.00028881905015187836,True,,grid_1_P10_w0.874,P10,0.874,1,grid_finest
entropy_8_16,0.00015823591765479206,True,,grid_1_P10_w0.874,P10,0.874,1,grid_finest
A2_16_32,0.0006785413057521783,True,,grid_1_P10_w0.874,P10,0.874,1,grid_finest
entropy_16_32,0.0002331349265883853,True,,grid_1_P10_w0.874,P10,0.874,1,grid_finest
D,0.00123165260054992,True,,grid_1_P10_w0.874,P10,0.874,1,grid_to_direct_points
A_med,0.0004001370335427025,True,,grid_1_P10_w0.874,P10,0.874,1,grid_to_direct_points
ilr_z1,0.00010769902385245166,True,,grid_1_P10_w0.874,P10,0.874,1,grid_to_direct_points
ilr_z2,0.0001398576088170764,True,,grid_1_P10_w0.874,P10,0.874,1,grid_to_direct_points
ilr_z3,1.4967341187999139e-05,True,,grid_1_P10_w0.874,P10,0.874,1,grid_to_direct_points
ilr_z4,2.651490560919359e-06,True,,grid_1_P10_w0.874,P10,0.874,1,grid_to_direct_points
A2_8_16,2.1898019695432147e-05,True,,grid_1_P10_w0.874,P10,0.874,1,grid_to_direct_points
entropy_8_16,1.1510732440933591e-05,True,,grid_1_P10_w0.874,P10,0.874,1,grid_to_direct_points
A2_16_32,4.876506848083828e-05,True,,grid_1_P10_w0.874,P10,0.874,1,grid_to_direct_points
entropy_16_32,1.609686186287984e-05,True,,grid_1_P10_w0.874,P10,0.874,1,grid_to_direct_points
D,0.005421815861141399,True,,grid_0_P10_w0.874,P10,0.874,0,grid_finest
A_med,0.002699773104108176,True,,grid_0_P10_w0.874,P10,0.874,0,grid_finest
ilr_z1,0.00011371406086228405,True,,grid_0_P10_w0.874,P10,0.874,0,grid_finest
ilr_z2,0.00019775472598369408,True,,grid_0_P10_w0.874,P10,0.874,0,grid_finest
ilr_z3,1.1973780727087672e-05,True,,grid_0_P10_w0.874,P10,0.874,0,grid_finest
ilr_z4,2.163843019886008e-06,True,,grid_0_P10_w0.874,P10,0.874,0,grid_finest
A2_8_16,5.2312518650232676e-08,True,,grid_0_P10_w0.874,P10,0.874,0,grid_finest
entropy_8_16,1.0716485224770977e-06,True,,grid_0_P10_w0.874,P10,0.874,0,grid_finest
A2_16_32,1.1984875466608536e-05,True,,grid_0_P10_w0.874,P10,0.874,0,grid_finest
entropy_16_32,8.866084882791503e-06,True,,grid_0_P10_w0.874,P10,0.874,0,grid_finest
D,0.001797553256669312,True,,grid_0_P10_w0.874,P10,0.874,0,grid_to_direct_points
A_med,0.0005253840932023346,True,,grid_0_P10_w0.874,P10,0.874,0,grid_to_direct_points
ilr_z1,1.1079031428317685e-05,True,,grid_0_P10_w0.874,P10,0.874,0,grid_to_direct_points
ilr_z2,1.2308265403212345e-05,True,,grid_0_P10_w0.874,P10,0.874,0,grid_to_direct_points
ilr_z3,3.253017004245665e-06,True,,grid_0_P10_w0.874,P10,0.874,0,grid_to_direct_points
ilr_z4,5.745266916101777e-07,True,,grid_0_P10_w0.874,P10,0.874,0,grid_to_direct_points
A2_8_16,2.316223435272491e-09,True,,grid_0_P10_w0.874,P10,0.874,0,grid_to_direct_points
entropy_8_16,1.43948996833565e-07,True,,grid_0_P10_w0.874,P10,0.874,0,grid_to_direct_points
A2_16_32,1.5709065621649643e-06,True,,grid_0_P10_w0.874,P10,0.874,0,grid_to_direct_points
entropy_16_32,1.265841023251335e-06,True,,grid_0_P10_w0.874,P10,0.874,0,grid_to_direct_points
D,0.0006483719253886974,True,,grid_3_P10_w2.0,P10,2.0,3,grid_finest
A_med,0.001593781334304229,True,,grid_3_P10_w2.0,P10,2.0,3,grid_finest
ilr_z1,3.5195507443907766e-05,True,,grid_3_P10_w2.0,P10,2.0,3,grid_finest
ilr_z2,0.0012715089301636913,True,,grid_3_P10_w2.0,P10,2.0,3,grid_finest
ilr_z3,0.0002185677604813474,True,,grid_3_P10_w2.0,P10,2.0,3,grid_finest
ilr_z4,3.892068310156448e-05,True,,grid_3_P10_w2.0,P10,2.0,3,grid_finest
A2_8_16,4.4226100559541237e-10,True,,grid_3_P10_w2.0,P10,2.0,3,grid_finest
entropy_8_16,8.2740248263935e-09,True,,grid_3_P10_w2.0,P10,2.0,3,grid_finest
A2_16_32,0.00012749848136550668,True,,grid_3_P10_w2.0,P10,2.0,3,grid_finest
entropy_16_32,7.980269607588131e-05,True,,grid_3_P10_w2.0,P10,2.0,3,grid_finest
D,0.00021598394072863702,True,,grid_3_P10_w2.0,P10,2.0,3,grid_to_direct_points
A_med,0.0005986155251202544,True,,grid_3_P10_w2.0,P10,2.0,3,grid_to_direct_points
ilr_z1,0.00038574198131869204,True,,grid_3_P10_w2.0,P10,2.0,3,grid_to_direct_points
ilr_z2,6.2101167079593e-05,True,,grid_3_P10_w2.0,P10,2.0,3,grid_to_direct_points
ilr_z3,0.0001572374794122089,True,,grid_3_P10_w2.0,P10,2.0,3,grid_to_direct_points
ilr_z4,2.794400121021272e-05,True,,grid_3_P10_w2.0,P10,2.0,3,grid_to_direct_points
A2_8_16,2.9110935884091305e-11,True,,grid_3_P10_w2.0,P10,2.0,3,grid_to_direct_points
entropy_8_16,3.352474825524254e-10,True,,grid_3_P10_w2.0,P10,2.0,3,grid_to_direct_points
A2_16_32,1.245882034572876e-05,True,,grid_3_P10_w2.0,P10,2.0,3,grid_to_direct_points
entropy_16_32,5.526866153487964e-06,True,,grid_3_P10_w2.0,P10,2.0,3,grid_to_direct_points
D,0.0,True,,grid_3_P01_w0.874,P01,0.874,3,grid_finest
A_med,0.00198133904119423,True,,grid_3_P01_w0.874,P01,0.874,3,grid_finest
ilr_z1,0.0012718629884313599,True,,grid_3_P01_w0.874,P01,0.874,3,grid_finest
ilr_z2,0.004141314862742662,True,,grid_3_P01_w0.874,P01,0.874,3,grid_finest
ilr_z3,0.00016152951932857373,True,,grid_3_P01_w0.874,P01,0.874,3,grid_finest
ilr_z4,2.8638955983036757e-05,True,,grid_3_P01_w0.874,P01,0.874,3,grid_finest
A2_8_16,5.170452177516438e-09,True,,grid_3_P01_w0.874,P01,0.874,3,grid_finest
entropy_8_16,8.27302876482694e-08,True,,grid_3_P01_w0.874,P01,0.874,3,grid_finest
A2_16_32,0.0017575759990788864,True,,grid_3_P01_w0.874,P01,0.874,3,grid_finest
entropy_16_32,0.0005257263787580846,True,,grid_3_P01_w0.874,P01,0.874,3,grid_finest
D,0.0,True,,grid_3_P01_w0.874,P01,0.874,3,grid_to_direct_points
A_med,0.0006658889538675218,True,,grid_3_P01_w0.874,P01,0.874,3,grid_to_direct_points
ilr_z1,0.00024103472748858163,True,,grid_3_P01_w0.874,P01,0.874,3,grid_to_direct_points
ilr_z2,0.0004512370006614641,True,,grid_3_P01_w0.874,P01,0.874,3,grid_to_direct_points
ilr_z3,3.377527422754323e-05,True,,grid_3_P01_w0.874,P01,0.874,3,grid_to_direct_points
ilr_z4,5.986118074024008e-06,True,,grid_3_P01_w0.874,P01,0.874,3,grid_to_direct_points
A2_8_16,7.809882740517082e-10,True,,grid_3_P01_w0.874,P01,0.874,3,grid_to_direct_points
entropy_8_16,1.317063044736777e-08,True,,grid_3_P01_w0.874,P01,0.874,3,grid_to_direct_points
A2_16_32,0.00027179706353608335,True,,grid_3_P01_w0.874,P01,0.874,3,grid_to_direct_points
entropy_16_32,8.02143820374801e-05,True,,grid_3_P01_w0.874,P01,0.874,3,grid_to_direct_points
D,0.00022823671679756481,True,,grid_3_P01_w2.0,P01,2.0,3,grid_finest
A_med,0.0017077058995725242,True,,grid_3_P01_w2.0,P01,2.0,3,grid_finest
ilr_z1,0.000673464142112251,True,,grid_3_P01_w2.0,P01,2.0,3,grid_finest
ilr_z2,0.007376965304420471,True,,grid_3_P01_w2.0,P01,2.0,3,grid_finest
ilr_z3,1.6170537083803893e-05,True,,grid_3_P01_w2.0,P01,2.0,3,grid_finest
ilr_z4,3.7002370709433158e-06,True,,grid_3_P01_w2.0,P01,2.0,3,grid_finest
A2_8_16,7.402372048659345e-10,True,,grid_3_P01_w2.0,P01,2.0,3,grid_finest
entropy_8_16,2.7191576559837394e-08,True,,grid_3_P01_w2.0,P01,2.0,3,grid_finest
A2_16_32,3.963738241896664e-05,True,,grid_3_P01_w2.0,P01,2.0,3,grid_finest
entropy_16_32,1.7258351888732593e-05,True,,grid_3_P01_w2.0,P01,2.0,3,grid_finest
D,7.56757126390176e-05,True,,grid_3_P01_w2.0,P01,2.0,3,grid_to_direct_points
A_med,0.0006039584675884723,True,,grid_3_P01_w2.0,P01,2.0,3,grid_to_direct_points
ilr_z1,0.000348017940758544,True,,grid_3_P01_w2.0,P01,2.0,3,grid_to_direct_points
ilr_z2,0.002457257287995869,True,,grid_3_P01_w2.0,P01,2.0,3,grid_to_direct_points
ilr_z3,4.308240421524445e-06,True,,grid_3_P01_w2.0,P01,2.0,3,grid_to_direct_points
ilr_z4,7.20027660265285e-06,True,,grid_3_P01_w2.0,P01,2.0,3,grid_to_direct_points
A2_8_16,2.910041096981786e-10,True,,grid_3_P01_w2.0,P01,2.0,3,grid_to_direct_points
entropy_8_16,9.299520375982695e-09,True,,grid_3_P01_w2.0,P01,2.0,3,grid_to_direct_points
A2_16_32,1.494253719547256e-05,True,,grid_3_P01_w2.0,P01,2.0,3,grid_to_direct_points
entropy_16_32,1.184279949659195e-05,True,,grid_3_P01_w2.0,P01,2.0,3,grid_to_direct_points
D,0.0001901516783340127,True,,grid_3_P01_w3.0,P01,3.0,3,grid_finest
A_med,0.0034860354386944134,True,,grid_3_P01_w3.0,P01,3.0,3,grid_finest
ilr_z1,0.000975663741085474,True,,grid_3_P01_w3.0,P01,3.0,3,grid_finest
ilr_z2,0.0023905224217283996,True,,grid_3_P01_w3.0,P01,3.0,3,grid_finest
ilr_z3,0.00014419981110136426,True,,grid_3_P01_w3.0,P01,3.0,3,grid_finest
ilr_z4,2.66871136679267e-06,True,,grid_3_P01_w3.0,P01,3.0,3,grid_finest
A2_8_16,9.164370595726723e-09,True,,grid_3_P01_w3.0,P01,3.0,3,grid_finest
entropy_8_16,1.8114256691847963e-07,True,,grid_3_P01_w3.0,P01,3.0,3,grid_finest
A2_16_32,0.0017925156842293066,True,,grid_3_P01_w3.0,P01,3.0,3,grid_finest
entropy_16_32,5.5737251302978574e-05,True,,grid_3_P01_w3.0,P01,3.0,3,grid_finest
D,8.082021822048393e-05,True,,grid_3_P01_w3.0,P01,3.0,3,grid_to_direct_points
A_med,0.0008800131757754291,True,,grid_3_P01_w3.0,P01,3.0,3,grid_to_direct_points
ilr_z1,0.0001582717613594933,True,,grid_3_P01_w3.0,P01,3.0,3,grid_to_direct_points
ilr_z2,0.0006951272359087494,True,,grid_3_P01_w3.0,P01,3.0,3,grid_to_direct_points
ilr_z3,2.2705739076034348e-05,True,,grid_3_P01_w3.0,P01,3.0,3,grid_to_direct_points
ilr_z4,4.090401884367795e-06,True,,grid_3_P01_w3.0,P01,3.0,3,grid_to_direct_points
A2_8_16,8.626214187401615e-10,True,,grid_3_P01_w3.0,P01,3.0,3,grid_to_direct_points
entropy_8_16,9.898899765159452e-08,True,,grid_3_P01_w3.0,P01,3.0,3,grid_to_direct_points
A2_16_32,0.00027254279077537635,True,,grid_3_P01_w3.0,P01,3.0,3,grid_to_direct_points
entropy_16_32,4.582802265507002e-06,True,,grid_3_P01_w3.0,P01,3.0,3,grid_to_direct_points
D,0.0007972325200325622,True,,grid_2_P10_w2.0,P10,2.0,2,grid_finest
A_med,0.003271786080025119,True,,grid_2_P10_w2.0,P10,2.0,2,grid_finest
ilr_z1,0.0016990249754256733,True,,grid_2_P10_w2.0,P10,2.0,2,grid_finest
ilr_z2,0.0022177258254685696,True,,grid_2_P10_w2.0,P10,2.0,2,grid_finest
ilr_z3,0.0004444934001635274,True,,grid_2_P10_w2.0,P10,2.0,2,grid_finest
ilr_z4,8.159667937052487e-05,True,,grid_2_P10_w2.0,P10,2.0,2,grid_finest
A2_8_16,1.5390020252636916e-06,True,,grid_2_P10_w2.0,P10,2.0,2,grid_finest
entropy_8_16,1.565941304725038e-05,True,,grid_2_P10_w2.0,P10,2.0,2,grid_finest
A2_16_32,9.323412199091496e-05,True,,grid_2_P10_w2.0,P10,2.0,2,grid_finest
entropy_16_32,0.00010187517805715363,True,,grid_2_P10_w2.0,P10,2.0,2,grid_finest
D,0.00026553247721914497,True,,grid_2_P10_w2.0,P10,2.0,2,grid_to_direct_points
A_med,0.00133495037742355,True,,grid_2_P10_w2.0,P10,2.0,2,grid_to_direct_points
ilr_z1,0.0012534598527360924,True,,grid_2_P10_w2.0,P10,2.0,2,grid_to_direct_points
ilr_z2,0.0015407736079750395,True,,grid_2_P10_w2.0,P10,2.0,2,grid_to_direct_points
ilr_z3,0.0003683788158644254,True,,grid_2_P10_w2.0,P10,2.0,2,grid_to_direct_points
ilr_z4,6.781370285072544e-05,True,,grid_2_P10_w2.0,P10,2.0,2,grid_to_direct_points
A2_8_16,8.589468241115839e-07,True,,grid_2_P10_w2.0,P10,2.0,2,grid_to_direct_points
entropy_8_16,9.359525615232345e-06,True,,grid_2_P10_w2.0,P10,2.0,2,grid_to_direct_points
A2_16_32,6.418250714546048e-05,True,,grid_2_P10_w2.0,P10,2.0,2,grid_to_direct_points
entropy_16_32,7.104784719857982e-05,True,,grid_2_P10_w2.0,P10,2.0,2,grid_to_direct_points
D,0.004617145811910695,True,,grid_2_P01_w0.874,P01,0.874,2,grid_finest
A_med,0.0037146873479518513,True,,grid_2_P01_w0.874,P01,0.874,2,grid_finest
ilr_z1,0.001158701577688926,True,,grid_2_P01_w0.874,P01,0.874,2,grid_finest
ilr_z2,0.00178161548434108,True,,grid_2_P01_w0.874,P01,0.874,2,grid_finest
ilr_z3,0.0002137830291558829,True,,grid_2_P01_w0.874,P01,0.874,2,grid_finest
ilr_z4,3.9426040027681214e-05,True,,grid_2_P01_w0.874,P01,0.874,2,grid_finest
A2_8_16,1.6841541603529464e-06,True,,grid_2_P01_w0.874,P01,0.874,2,grid_finest
entropy_8_16,4.315234168786319e-06,True,,grid_2_P01_w0.874,P01,0.874,2,grid_finest
A2_16_32,1.61707998570515e-05,True,,grid_2_P01_w0.874,P01,0.874,2,grid_finest
entropy_16_32,4.5215721132363385e-05,True,,grid_2_P01_w0.874,P01,0.874,2,grid_finest
D,0.0015301952814201316,True,,grid_2_P01_w0.874,P01,0.874,2,grid_to_direct_points
A_med,0.0006686251021180693,True,,grid_2_P01_w0.874,P01,0.874,2,grid_to_direct_points
ilr_z1,1.9297654841263034e-05,True,,grid_2_P01_w0.874,P01,0.874,2,grid_to_direct_points
ilr_z2,6.0255607258053614e-05,True,,grid_2_P01_w0.874,P01,0.874,2,grid_to_direct_points
ilr_z3,6.803234828794165e-06,True,,grid_2_P01_w0.874,P01,0.874,2,grid_to_direct_points
ilr_z4,1.2149709688151489e-06,True,,grid_2_P01_w0.874,P01,0.874,2,grid_to_direct_points
A2_8_16,8.747938051723025e-08,True,,grid_2_P01_w0.874,P01,0.874,2,grid_to_direct_points
entropy_8_16,3.711987710264264e-08,True,,grid_2_P01_w0.874,P01,0.874,2,grid_to_direct_points
A2_16_32,4.012725320912125e-07,True,,grid_2_P01_w0.874,P01,0.874,2,grid_to_direct_points
entropy_16_32,1.0580246754543499e-06,True,,grid_2_P01_w0.874,P01,0.874,2,grid_to_direct_points
D,0.000279080114249414,True,,grid_2_P01_w2.0,P01,2.0,2,grid_finest
A_med,0.008252300977616022,True,,grid_2_P01_w2.0,P01,2.0,2,grid_finest
ilr_z1,0.0019180033406745042,True,,grid_2_P01_w2.0,P01,2.0,2,grid_finest
ilr_z2,0.0023661779402549456,True,,grid_2_P01_w2.0,P01,2.0,2,grid_finest
ilr_z3,0.0006667003630953613,True,,grid_2_P01_w2.0,P01,2.0,2,grid_finest
ilr_z4,0.00014182854792234995,True,,grid_2_P01_w2.0,P01,2.0,2,grid_finest
A2_8_16,3.745311591973888e-07,True,,grid_2_P01_w2.0,P01,2.0,2,grid_finest
entropy_8_16,3.1770616252257966e-06,True,,grid_2_P01_w2.0,P01,2.0,2,grid_finest
A2_16_32,9.23275246187405e-05,True,,grid_2_P01_w2.0,P01,2.0,2,grid_finest
entropy_16_32,0.00010194043868622105,True,,grid_2_P01_w2.0,P01,2.0,2,grid_finest
D,9.30683195792486e-05,True,,grid_2_P01_w2.0,P01,2.0,2,grid_to_direct_points
A_med,0.003226738437169863,True,,grid_2_P01_w2.0,P01,2.0,2,grid_to_direct_points
ilr_z1,0.0009007451569077157,True,,grid_2_P01_w2.0,P01,2.0,2,grid_to_direct_points
ilr_z2,0.0010514173516864703,True,,grid_2_P01_w2.0,P01,2.0,2,grid_to_direct_points
ilr_z3,0.0003350010087387821,True,,grid_2_P01_w2.0,P01,2.0,2,grid_to_direct_points
ilr_z4,7.065989022591451e-05,True,,grid_2_P01_w2.0,P01,2.0,2,grid_to_direct_points
A2_8_16,1.7359423643004135e-07,True,,grid_2_P01_w2.0,P01,2.0,2,grid_to_direct_points
entropy_8_16,1.9805143410545067e-06,True,,grid_2_P01_w2.0,P01,2.0,2,grid_to_direct_points
A2_16_32,4.0513753317372725e-05,True,,grid_2_P01_w2.0,P01,2.0,2,grid_to_direct_points
entropy_16_32,4.64981650792895e-05,True,,grid_2_P01_w2.0,P01,2.0,2,grid_to_direct_points
D,0.0036008358279902676,True,,grid_1_P01_w0.874,P01,0.874,1,grid_finest
A_med,0.00304012180922596,True,,grid_1_P01_w0.874,P01,0.874,1,grid_finest
ilr_z1,0.001163414635319386,True,,grid_1_P01_w0.874,P01,0.874,1,grid_finest
ilr_z2,0.001474586555463154,True,,grid_1_P01_w0.874,P01,0.874,1,grid_finest
ilr_z3,0.00018083605026886218,True,,grid_1_P01_w0.874,P01,0.874,1,grid_finest
ilr_z4,3.210911897018852e-05,True,,grid_1_P01_w0.874,P01,0.874,1,grid_finest
A2_8_16,0.0003586878544130645,True,,grid_1_P01_w0.874,P01,0.874,1,grid_finest
entropy_8_16,0.00019639833009452157,True,,grid_1_P01_w0.874,P01,0.874,1,grid_finest
A2_16_32,0.0008471415687432149,True,,grid_1_P01_w0.874,P01,0.874,1,grid_finest
entropy_16_32,0.0002917091587679721,True,,grid_1_P01_w0.874,P01,0.874,1,grid_finest
D,0.0011943670722540155,True,,grid_1_P01_w0.874,P01,0.874,1,grid_to_direct_points
A_med,0.0009048745991149992,True,,grid_1_P01_w0.874,P01,0.874,1,grid_to_direct_points
ilr_z1,0.00033649133935079656,True,,grid_1_P01_w0.874,P01,0.874,1,grid_to_direct_points
ilr_z2,0.0004264955538291182,True,,grid_1_P01_w0.874,P01,0.874,1,grid_to_direct_points
ilr_z3,5.22669247743357e-05,True,,grid_1_P01_w0.874,P01,0.874,1,grid_to_direct_points
ilr_z4,9.280400005006947e-06,True,,grid_1_P01_w0.874,P01,0.874,1,grid_to_direct_points
A2_8_16,0.00010142340650187709,True,,grid_1_P01_w0.874,P01,0.874,1,grid_to_direct_points
entropy_8_16,5.544704931639832e-05,True,,grid_1_P01_w0.874,P01,0.874,1,grid_to_direct_points
A2_16_32,0.0002390928623723365,True,,grid_1_P01_w0.874,P01,0.874,1,grid_to_direct_points
entropy_16_32,8.226228684821146e-05,True,,grid_1_P01_w0.874,P01,0.874,1,grid_to_direct_points
D,0.0003245565156184007,True,,grid_3_P10_w3.0,P10,3.0,3,grid_finest
A_med,0.0033950545565719693,True,,grid_3_P10_w3.0,P10,3.0,3,grid_finest
ilr_z1,0.0024084098391008862,True,,grid_3_P10_w3.0,P10,3.0,3,grid_finest
ilr_z2,0.001944047829840071,True,,grid_3_P10_w3.0,P10,3.0,3,grid_finest
ilr_z3,0.0007638126020810265,True,,grid_3_P10_w3.0,P10,3.0,3,grid_finest
ilr_z4,0.0001360727239320715,True,,grid_3_P10_w3.0,P10,3.0,3,grid_finest
A2_8_16,8.14632472589949e-10,True,,grid_3_P10_w3.0,P10,3.0,3,grid_finest
entropy_8_16,1.3409531024466403e-07,True,,grid_3_P10_w3.0,P10,3.0,3,grid_finest
A2_16_32,0.0002489182677211099,True,,grid_3_P10_w3.0,P10,3.0,3,grid_finest
entropy_16_32,2.357731433771937e-05,True,,grid_3_P10_w3.0,P10,3.0,3,grid_finest
D,0.00010815040409369927,True,,grid_3_P10_w3.0,P10,3.0,3,grid_to_direct_points
A_med,0.0008776397876682728,True,,grid_3_P10_w3.0,P10,3.0,3,grid_to_direct_points
ilr_z1,0.0010213784774486087,True,,grid_3_P10_w3.0,P10,3.0,3,grid_to_direct_points
ilr_z2,0.001782026927767781,True,,grid_3_P10_w3.0,P10,3.0,3,grid_to_direct_points
ilr_z3,0.00019881230433882457,True,,grid_3_P10_w3.0,P10,3.0,3,grid_to_direct_points
ilr_z4,3.52981110359786e-05,True,,grid_3_P10_w3.0,P10,3.0,3,grid_to_direct_points
A2_8_16,5.730405927550919e-09,True,,grid_3_P10_w3.0,P10,3.0,3,grid_to_direct_points
entropy_8_16,3.858958801117307e-08,True,,grid_3_P10_w3.0,P10,3.0,3,grid_to_direct_points
A2_16_32,0.0015108640363883374,True,,grid_3_P10_w3.0,P10,3.0,3,grid_to_direct_points
entropy_16_32,0.00032532886771396985,True,,grid_3_P10_w3.0,P10,3.0,3,grid_to_direct_points
D,0.0005446319228139326,True,,grid_2_P01_w3.0,P01,3.0,2,grid_finest
A_med,0.00030186267248309007,True,,grid_2_P01_w3.0,P01,3.0,2,grid_finest
ilr_z1,0.0001359528150971591,True,,grid_2_P01_w3.0,P01,3.0,2,grid_finest
ilr_z2,0.0002997684095546397,True,,grid_2_P01_w3.0,P01,3.0,2,grid_finest
ilr_z3,1.8194028556890503e-06,True,,grid_2_P01_w3.0,P01,3.0,2,grid_finest
ilr_z4,3.71872866909706e-08,True,,grid_2_P01_w3.0,P01,3.0,2,grid_finest
A2_8_16,7.061839280009252e-08,True,,grid_2_P01_w3.0,P01,3.0,2,grid_finest
entropy_8_16,9.153981600507066e-08,True,,grid_2_P01_w3.0,P01,3.0,2,grid_finest
A2_16_32,1.480866656689006e-05,True,,grid_2_P01_w3.0,P01,3.0,2,grid_finest
entropy_16_32,1.5395048519495358e-05,True,,grid_2_P01_w3.0,P01,3.0,2,grid_finest
D,0.00045673151617055263,True,,grid_2_P01_w3.0,P01,3.0,2,grid_to_direct_points
A_med,0.0007458083370562466,True,,grid_2_P01_w3.0,P01,3.0,2,grid_to_direct_points
ilr_z1,4.392701118279391e-06,True,,grid_2_P01_w3.0,P01,3.0,2,grid_to_direct_points
ilr_z2,6.774482668877372e-05,True,,grid_2_P01_w3.0,P01,3.0,2,grid_to_direct_points
ilr_z3,1.9638069794611033e-05,True,,grid_2_P01_w3.0,P01,3.0,2,grid_to_direct_points
ilr_z4,1.8579604637823655e-06,True,,grid_2_P01_w3.0,P01,3.0,2,grid_to_direct_points
A2_8_16,1.7255125994708465e-08,True,,grid_2_P01_w3.0,P01,3.0,2,grid_to_direct_points
entropy_8_16,1.5996040191035288e-07,True,,grid_2_P01_w3.0,P01,3.0,2,grid_to_direct_points
A2_16_32,4.985487024322666e-07,True,,grid_2_P01_w3.0,P01,3.0,2,grid_to_direct_points
entropy_16_32,2.777005107257313e-07,True,,grid_2_P01_w3.0,P01,3.0,2,grid_to_direct_points
D,0.005934000171528616,True,,grid_0_P01_w0.874,P01,0.874,0,grid_finest
A_med,0.0030362570450802717,True,,grid_0_P01_w0.874,P01,0.874,0,grid_finest
ilr_z1,0.00010865526941577559,True,,grid_0_P01_w0.874,P01,0.874,0,grid_finest
ilr_z2,0.0002157063880986887,True,,grid_0_P01_w0.874,P01,0.874,0,grid_finest
ilr_z3,2.8276959056107636e-06,True,,grid_0_P01_w0.874,P01,0.874,0,grid_finest
ilr_z4,5.378457994600905e-07,True,,grid_0_P01_w0.874,P01,0.874,0,grid_finest
A2_8_16,4.5480574639711335e-08,True,,grid_0_P01_w0.874,P01,0.874,0,grid_finest
entropy_8_16,1.549859435845402e-06,True,,grid_0_P01_w0.874,P01,0.874,0,grid_finest
A2_16_32,1.2288903689205988e-05,True,,grid_0_P01_w0.874,P01,0.874,0,grid_finest
entropy_16_32,8.22979437747895e-06,True,,grid_0_P01_w0.874,P01,0.874,0,grid_finest
D,0.001976145267840189,True,,grid_0_P01_w0.874,P01,0.874,0,grid_to_direct_points
A_med,0.0008569990666176348,True,,grid_0_P01_w0.874,P01,0.874,0,grid_to_direct_points
ilr_z1,2.9025884819126883e-05,True,,grid_0_P01_w0.874,P01,0.874,0,grid_to_direct_points
ilr_z2,5.6303471272782476e-05,True,,grid_0_P01_w0.874,P01,0.874,0,grid_to_direct_points
ilr_z3,1.1055658009031231e-06,True,,grid_0_P01_w0.874,P01,0.874,0,grid_to_direct_points
ilr_z4,2.0307313204973032e-07,True,,grid_0_P01_w0.874,P01,0.874,0,grid_to_direct_points
A2_8_16,9.482603480215346e-09,True,,grid_0_P01_w0.874,P01,0.874,0,grid_to_direct_points
entropy_8_16,4.251432911550612e-07,True,,grid_0_P01_w0.874,P01,0.874,0,grid_to_direct_points
A2_16_32,3.2047968042681063e-06,True,,grid_0_P01_w0.874,P01,0.874,0,grid_to_direct_points
entropy_16_32,2.1553740181534664e-06,True,,grid_0_P01_w0.874,P01,0.874,0,grid_to_direct_points
D,0.0006736768554792054,True,,grid_1_P01_w2.0,P01,2.0,1,grid_finest
A_med,0.0019198678443852267,True,,grid_1_P01_w2.0,P01,2.0,1,grid_finest
ilr_z1,0.0009309408844643351,True,,grid_1_P01_w2.0,P01,2.0,1,grid_finest
ilr_z2,0.0011708843722139164,True,,grid_1_P01_w2.0,P01,2.0,1,grid_finest
ilr_z3,0.00015054205361819673,True,,grid_1_P01_w2.0,P01,2.0,1,grid_finest
ilr_z4,3.2691679533989465e-05,True,,grid_1_P01_w2.0,P01,2.0,1,grid_finest
A2_8_16,3.2502240464804544e-05,True,,grid_1_P01_w2.0,P01,2.0,1,grid_finest
entropy_8_16,3.5259356354622184e-05,True,,grid_1_P01_w2.0,P01,2.0,1,grid_finest
A2_16_32,0.0001679536645884383,True,,grid_1_P01_w2.0,P01,2.0,1,grid_finest
entropy_16_32,8.731408227080628e-05,True,,grid_1_P01_w2.0,P01,2.0,1,grid_finest
D,0.0002246450953017554,True,,grid_1_P01_w2.0,P01,2.0,1,grid_to_direct_points
A_med,0.000715664563166264,True,,grid_1_P01_w2.0,P01,2.0,1,grid_to_direct_points
ilr_z1,0.0003386620584074993,True,,grid_1_P01_w2.0,P01,2.0,1,grid_to_direct_points
ilr_z2,0.00041550340288566874,True,,grid_1_P01_w2.0,P01,2.0,1,grid_to_direct_points
ilr_z3,5.8469015680850944e-05,True,,grid_1_P01_w2.0,P01,2.0,1,grid_to_direct_points
ilr_z4,1.5546577925447044e-05,True,,grid_1_P01_w2.0,P01,2.0,1,grid_to_direct_points
