h,c,phi,lambda_peak,class_code
2.0,0.0,1.5625,14.860994818258504,1
2.0,0.0,1.5625,,0
2.0,0.0,1.5625,14.860994818258504,1
2.0,0.0,1.5625,,0
2.0,0.0,1.5625,,0
2.0,0.0,1.5625,14.860994818258504,1
2.0,0.0,1.5625,14.860994818258504,1
2.0,0.0,1.5625,14.860994818258504,1
2.0,0.0,1.5625,,0
2.0,0.0,1.5625,,0
2.0,0.0,1.5625,,0
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,,0
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,,0
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,,0
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,,0
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,,0
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,,0
2.0,0.0,1.625,,0
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,,0
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,,0
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,,0
2.0,0.0,1.625,,0
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,,0
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,,0
2.0,0.0,1.625,,0
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,,0
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,,0
2.0,0.0,1.625,,0
2.0,0.0,1.625,,0
2.0,0.0,1.625,,0
2.0,0.0,1.625,,0
2.0,0.0,1.625,,0
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,,0
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,,0
2.0,0.0,1.625,,0
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,14.860994818258504,1
2.0,0.0,1.625,,0
2.0,0.0,1.625,,0
2.0,0.0,1.625,,0
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,,0
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,,0
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,,0
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,,0
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,,0
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,,0
2.0,0.0,1.6875,,0
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,,0
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,,0
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,,0
2.0,0.0,1.6875,,0
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,,0
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,,0
2.0,0.0,1.6875,,0
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,,0
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,,0
2.0,0.0,1.6875,,0
2.0,0.0,1.6875,,0
2.0,0.0,1.6875,,0
2.0,0.0,1.6875,,0
2.0,0.0,1.6875,,0
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,,0
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,,0
2.0,0.0,1.6875,,0
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,14.860994818258504,1
2.0,0.0,1.6875,,0
2.0,0.0,1.6875,,0
2.0,0.0,1.6875,,0
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,,0
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,,0
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,,0
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,,0
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,,0
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,,0
2.0,0.0,1.75,,0
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,,0
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,,0
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,,0
2.0,0.0,1.75,,0
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,,0
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,,0
2.0,0.0,1.75,,0
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,,0
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,,0
2.0,0.0,1.75,,0
2.0,0.0,1.75,,0
2.0,0.0,1.75,,0
2.0,0.0,1.75,,0
2.0,0.0,1.75,,0
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,,0
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,,0
2.0,0.0,1.75,,0
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,14.860994818258504,1
2.0,0.0,1.75,,0
2.0,0.0,1.75,,0
2.0,0.0,1.75,,0
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,,0
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,,0
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,,0
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,,0
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,,0
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,,0
2.0,0.0,1.8125,,0
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,,0
2.0,0.0,1.8125,,0
2.0,0.0,1.8125,,0
2.0,0.0,1.8125,,0
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,,0
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,,0
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.8125,,0
2.0,0.0,1.8125,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,,0
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,,0
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,,0
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,,0
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,,0
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,,0
2.0,0.0,1.875,,0
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,,0
2.0,0.0,1.875,,0
2.0,0.0,1.875,,0
2.0,0.0,1.875,,0
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,,0
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,,0
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.875,,0
2.0,0.0,1.875,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,,0
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,,0
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,,0
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,,0
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,,0
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,,0
2.0,0.0,1.9375,,0
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,,0
2.0,0.0,1.9375,,0
2.0,0.0,1.9375,,0
2.0,0.0,1.9375,,0
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,,0
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,,0
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.0,1.9375,,0
2.0,0.0,1.9375,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,,0
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,,0
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,,0
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,,0
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,,0
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,,0
2.0,0.1,0.0,,0
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,,0
2.0,0.1,0.0,,0
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,,0
2.0,0.1,0.0,,0
2.0,0.1,0.0,,0
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,,0
2.0,0.1,0.0,,0
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,,0
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,,0
2.0,0.1,0.0,,0
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,,0
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,,0
2.0,0.1,0.0,,0
2.0,0.1,0.0,,0
2.0,0.1,0.0,,0
2.0,0.1,0.0,,0
2.0,0.1,0.0,,0
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,,0
2.0,0.1,0.0,,0
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,,0
2.0,0.1,0.0,,0
2.0,0.1,0.0,,0
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,14.860994818258504,1
2.0,0.1,0.0,,0
2.0,0.1,0.0,,0
2.0,0.1,0.0,,0
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,,0
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,,0
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,,0
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,,0
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,,0
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,,0
2.0,0.1,0.125,,0
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,,0
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,,0
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,,0
2.0,0.1,0.125,,0
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,,0
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,,0
2.0,0.1,0.125,,0
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,,0
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,,0
2.0,0.1,0.125,,0
2.0,0.1,0.125,,0
2.0,0.1,0.125,,0
2.0,0.1,0.125,,0
2.0,0.1,0.125,,0
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,,0
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,,0
2.0,0.1,0.125,,0
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,14.860994818258504,1
2.0,0.1,0.125,,0
2.0,0.1,0.125,,0
2.0,0.1,0.125,,0
2.0,0.1,0.25,14.860994818258504,1
2.0,0.1,0.25,14.860994818258504,1
2.0,0.1,0.25,14.860994818258504,1
2.0,0.1,0.25,14.860994818258504,1
2.0,0.1,0.25,14.860994818258504,1
2.0,0.1,0.25,14.860994818258504,1
2.0,0.1,0.25,,0
2.0,0.1,0.25,14.860994818258504,1
2.0,0.1,0.25,14.860994818258504,1
2.0,0.1,0.25,,0
2.0,0.1,0.25,14.860994818258504,1
2.0,0.1,0.25,14.860994818258504,1
2.0,0.1,0.25,,0
2.0,0.1,0.25,14.860994818258504,1
2.0,0.1,0.25,14.860994818258504,1
2.0,0.1,0.25,,0
2.0,0.1,0.25,14.860994818258504,1
2.0,0.1,0.25,14.860994818258504,1
2.0,0.1,0.25,14.860994818258504,1
2.0,0.1,0.25,,0
2.0,0.1,0.25,14.860994818258504,1
2.0,0.1,0.25,14.860994818258504,1
2.0,0.1,0.25,,0
2.0,0.1,0.25,,0
2.0,0.1,0.25,14.860994818258504,1
2.0,0.1,0.25,14.860994818258504,1
2.0,0.1,0.25,14.860994818258504,1
