h,c,phi,lambda_peak,class_code
2.0,0.0,0.3125,,0
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,,0
2.0,0.0,0.3125,,0
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,,0
2.0,0.0,0.3125,,0
2.0,0.0,0.3125,,0
2.0,0.0,0.3125,,0
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,,0
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,,0
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.3125,,0
2.0,0.0,0.3125,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,,0
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,,0
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,,0
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,,0
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,,0
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,,0
2.0,0.0,0.375,,0
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,,0
2.0,0.0,0.375,,0
2.0,0.0,0.375,,0
2.0,0.0,0.375,,0
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,,0
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,,0
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.375,,0
2.0,0.0,0.375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,,0
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,,0
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,,0
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,,0
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,,0
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,,0
2.0,0.0,0.4375,,0
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,,0
2.0,0.0,0.4375,,0
2.0,0.0,0.4375,,0
2.0,0.0,0.4375,,0
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,,0
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,,0
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.4375,,0
2.0,0.0,0.4375,14.860994818258504,1
2.0,0.0,0.5,14.860994818258504,1
2.0,0.0,0.5,14.860994818258504,1
2.0,0.0,0.5,14.860994818258504,1
2.0,0.0,0.5,14.860994818258504,1
2.0,0.0,0.5,14.860994818258504,1
2.0,0.0,0.5,14.860994818258504,1
2.0,0.0,0.5,,0
2.0,0.0,0.5,14.860994818258504,1
2.0,0.0,0.5,14.860994818258504,1
2.0,0.0,0.5,,0
2.0,0.0,0.5,14.860994818258504,1
2.0,0.0,0.5,14.860994818258504,1
2.0,0.0,0.5,,0
2.0,0.0,0.5,14.860994818258504,1
2.0,0.0,0.5,14.860994818258504,1
2.0,0.0,0.5,,0
2.0,0.0,0.5,14.860994818258504,1
2.0,0.0,0.5,14.860994818258504,1
2.0,0.0,0.5,14.860994818258504,1
2.0,0.0,0.5,,0
2.0,0.0,0.5,14.860994818258504,1
2.0,0.0,0.5,14.860994818258504,1
2.0,0.0,0.5,,0
2.0,0.0,0.5,,0
2.0,0.0,0.5,14.860994818258504,1
2.0,0.0,0.5,14.860994818258504,1
2.0,0.0,0.5,14.860994818258504,1
2.0,0.0,0.5,14.860994818258504,1
2.0,0.0,0.5,14.860994818258504,1
2.0,0.0,0.5,,0
