version,session_id,measurement_id,sample_id,roi_within_measurement,manual_center_u_um,manual_center_v_um,manual_width_um,manual_height_um,auto_center_x_um,auto_center_y_um,auto_status,depth_proxy_um,depth_quartile,auto_center_u_um,auto_center_v_um,delta_u_um,delta_v_um,center_disagreement_um,auto_left_u_um,auto_right_u_um,auto_top_v_um,auto_bottom_v_um,edge_diff_left_um,edge_diff_right_um,edge_diff_top_um,edge_diff_bottom_um,consistency_band
v3,zro2_120_formal,1,1,single,11.005436290579468,3.4843704076704114,202.0400990658623,206.14660514443682,10.911285429234022,2.532478517321014,PASS,27.961,Q2,10.879531824136059,2.6655927007924185,-0.12590446644340858,-0.8187777068779929,0.8284013930159605,-89.12046817586395,110.87953182413605,-97.33440729920758,102.66559270079242,0.894145066487738,-1.1459539993745693,2.2545248653404144,-3.8920802790964046,close
v3,zro2_120_formal,10,10,single,4.229701260931648,2.663069191955543,205.7359545365793,206.14660514443682,7.897220944087958,3.9029316316242846,REVIEW,6.468999999999999,Q1,7.848949452803772,3.9991207093817827,3.619248191872124,1.3360515174262395,3.8579775960451865,-92.15105054719623,107.84894945280377,-96.00087929061822,103.99912070938178,6.487225460161767,0.7512709235824673,4.409354089644651,-1.7372510547921678,moderate
v3,zro2_120_formal,100,100,single,-11.14344422700583,-27.174363992172218,206.57729941291583,207.88062622309204,-10.201394125157066,10.707682238143358,STOP,5.808999999999999,Q1,-10.331448554497067,10.582252679633969,0.8119956725087629,37.756616671806185,37.76534707206973,-110.33144855449707,89.66855144550293,-89.41774732036603,110.58225267963397,4.100645378966689,-2.476654033949174,41.6969297833522,33.81630356026017,large
v3,zro2_120_formal,101,101,single,-13.428274876938445,-10.888400867340124,209.0211593994389,210.25311122301127,-13.685039630402347,-10.290868513990404,PASS,10.861999999999998,Q1,-13.558294762016702,-10.457290643574572,-0.1300198850782568,0.4311102237655522,0.4502901237546162,-113.5582947620167,86.4417052379833,-110.45729064357457,89.54270935642543,4.380559814641188,-4.640599584797698,5.5576658352711945,-4.6954453877400795,close
v3,zro2_120_formal,102,102,single,-2.3407084647874115,6.76957527052997,209.8424606151538,207.7892075758666,-2.210447463159908,6.115788310564741,STOP,6.436000000000002,Q1,-2.2849990876138113,6.0883268487027244,0.05570937717360014,-0.6812484218272452,0.6835224553349968,-102.28499908761381,97.71500091238619,-93.91167315129728,106.08832684870272,4.976939684750505,-4.8655209304033065,3.2133553661060574,-4.575852209760555,close
v3,zro2_120_formal,103,103,single,11.416086898436902,11.697382564819293,201.21879785014744,207.7892075758666,11.421990235714476,11.421257784959362,REVIEW,10.16073,Q1,11.281604292805941,11.55994787686321,-0.1344826056309607,-0.13743468795608216,0.192285893062591,-88.71839570719406,111.28160429280594,-88.4400521231368,111.5599478768632,0.47491631944275525,-0.7438815307046838,3.7571690999772187,-4.032038475889394,close
v3,zro2_120_formal,104,104,single,14.495966457367786,16.419864555179885,205.73595453657936,210.66376183086874,15.339507554276842,17.004282974442546,PASS,39.12,Q3,15.130621422317267,17.19041671563394,0.6346549649494815,0.7705521604540557,0.9982672770933847,-84.86937857768274,115.13062142231726,-82.80958328436606,117.19041671563394,3.5026322332391544,-2.233322303340202,6.1024330758884275,-4.561328754980309,close
v3,zro2_120_formal,105,105,single,22.70897861451664,10.465430741246962,209.02115939943894,212.71701487015594,23.052756732144026,11.11218814663966,PASS,45.287000000000006,Q3,22.91527868521217,11.392994388517515,0.20630007069553002,0.9275636472705528,0.950228414070444,-77.08472131478783,122.91527868521217,-88.60700561148249,111.39299438851751,4.716879770415005,-4.304279629023938,7.2860710823485135,-5.430943787807422,close
v3,zro2_120_formal,106,106,single,-5.278473581213262,-6.321135029354196,203.97064579256363,206.57729941291583,4.367015448758189,-11.362406277211463,STOP,14.123999999999999,Q1,4.505504063892044,-11.308206465587697,9.783977645105306,-4.9870714362335,10.981671096423186,-95.49449593610795,104.50550406389205,-111.3082064655877,88.6917935344123,11.769300541387125,7.7986547488234805,-1.698421729775589,-8.275721142691438,large
v3,zro2_120_formal,107,107,single,18.807797839870915,9.0281536137459,207.78920757586656,205.7359545365794,19.08058176214097,8.924384011950943,REVIEW,6.814,Q1,18.970128564916813,9.156825465467787,0.16233072504589785,0.12867185172188655,0.2071417623741433,-81.02987143508318,118.97012856491682,-90.84317453453221,109.15682546546779,4.056934512979183,-3.732273062887373,2.996649120011597,-2.7393054165678166,close
v3,zro2_120_formal,108,108,single,9.38395303326817,3.453816046966736,200.71232876712327,206.5772994129159,9.724690570956287,3.508963525869055,PASS,21.056,Q2,9.681095803670424,3.6275082035579764,0.2971427704022531,0.17369215659124038,0.3441842402894736,-90.31890419632958,109.68109580367042,-96.37249179644202,103.62750820355798,0.6533071539638939,-0.05902161315943033,3.4623418630491756,-3.114957549866702,close
