加工顺序,xi_um,median_depth_um
43,-6.253698579,0.1016513838
43,-5.914274129,0.07313210416
43,-5.574849678,0.08660875744
43,-5.235425227,0.1075028153
43,-4.896000776,0.1103532065
43,-4.556576326,0.185152811
43,-4.217151875,0.281350724
43,-3.877727424,0.4756690596
43,-3.538302973,0.8306374499
43,-3.198878522,1.253474729
43,-2.859454072,2.04852126
43,-2.520029621,2.690260698
43,-2.18060517,3.507617231
43,-1.841180719,4.17790782
43,-1.501756269,4.938732782
43,-1.162331818,5.43241743
43,-0.822907367,5.908376219
43,-0.4834829162,5.639139238
43,-0.1440584655,5.434099324
43,0.1953659853,5.195186664
43,0.5347904361,4.777375398
43,0.8742148868,4.484446135
43,1.213639338,4.154299267
43,1.553063788,3.745559055
43,1.892488239,3.304607665
43,2.23191269,2.712987549
43,2.571337141,2.333635462
43,2.910761591,1.736669965
43,3.250186042,1.331291059
43,3.589610493,0.9850452875
43,3.929034944,0.6283457596
43,4.268459395,0.3283431197
43,4.607883845,0.2065655224
43,4.947308296,0.1644851627
43,5.286732747,0.1321224414
43,5.626157198,0.1337124192
43,5.965581648,0.1236481594
43,6.305006099,0.125224345
43,6.64443055,0.1241021566
43,6.983855001,0.1147365681
43,7.323279451,0.09759635658
43,7.662703902,0.09201762064
43,8.002128353,0.08779233985
43,8.341552804,0.06036937991
43,8.680977255,0.07373270004
43,9.020401705,0.06116122391
43,9.359826156,0.06116122391
43,9.699250607,0.06116122391
44,-10.2829895,0.1285143088
44,-9.96268601,0.1285143088
44,-9.64238252,0.1285143088
44,-9.32207903,0.1363024188
44,-9.001775541,0.1481693996
44,-8.681472051,0.1541214673
44,-8.361168561,0.1319831131
44,-8.040865071,0.115111069
44,-7.720561581,0.1134129981
44,-7.400258091,0.1066421521
44,-7.079954601,0.07877995677
44,-6.759651111,0.06568098984
44,-6.439347621,0.0751772648
44,-6.119044132,0.1123741358
44,-5.798740642,0.08858095821
44,-5.478437152,0.09057318778
44,-5.158133662,0.05305583933
44,-4.837830172,0.03590001708
44,-4.517526682,0.01512258982
44,-4.197223192,0.05443573376
44,-3.876919702,0.1302123081
44,-3.556616212,0.1536646573
44,-3.236312723,0.4133472499
44,-2.916009233,0.7073446764
44,-2.595705743,1.062941284
44,-2.275402253,1.534453851
44,-1.955098763,1.830240976
44,-1.634795273,2.18936004
44,-1.314491783,2.438922146
44,-0.9941882934,2.593530719
44,-0.6738848035,2.623683824
44,-0.3535813136,2.615502709
44,-0.03327782369,2.667850618
44,0.2870256662,2.51568088
44,0.6073291561,2.345887695
44,0.927632646,2.235772674
44,1.247936136,1.892197728
44,1.568239626,1.712518868
44,1.888543116,1.494152272
44,2.208846606,1.296581152
44,2.529150095,1.055842137
44,2.849453585,0.917526371
44,3.169757075,0.7120361527
44,3.490060565,0.4588488952
44,3.810364055,0.2910827449
44,4.130667545,0.238185785
44,4.450971035,0.1807694636
44,4.771274525,0.1640073336
44,5.091578015,0.1095693666
44,5.411881504,0.06007253434
44,5.732184994,0.04098423127
44,6.052488484,0.0592439585
44,6.372791974,0.04780712116
44,6.693095464,0.01300243138
44,7.013398954,0.03844065957
44,7.333702444,0.02766436159
44,7.654005934,0.01846381998
44,7.974309424,0.02420851267
44,8.294612913,0.01326963251
44,8.614916403,0.03850071256
44,8.935219893,0.05242764183
44,9.255523383,0.04509203693
44,9.575826873,0.04509203693
44,9.896130363,0.04509203693
48,-10.32555542,0.1251630332
48,-10.01202864,0.1251630332
48,-9.698501854,0.120773865
48,-9.38497507,0.1227085029
48,-9.071448285,0.09680627952
48,-8.757921501,0.07632662595
48,-8.444394717,0.08635318628
48,-8.130867932,0.09297414892
48,-7.817341148,0.07537764874
48,-7.503814363,0.03390602422
48,-7.190287579,-0.01555765044
48,-6.876760795,-0.0128651904
48,-6.56323401,-0.00115695222
48,-6.249707226,0.02107986608
48,-5.936180441,0.009679164579
48,-5.622653657,0.02448682224
48,-5.309126873,0.03793855099
48,-4.995600088,0.0604301054
48,-4.682073304,0.08010011948
48,-4.368546519,0.1037366919
48,-4.055019735,0.212526188
48,-3.741492951,0.4952832713
48,-3.427966166,0.7742824861
48,-3.114439382,1.234366463
48,-2.800912597,1.605311355
48,-2.487385813,2.018159911
48,-2.173859029,2.30603211
48,-1.860332244,2.635086885
48,-1.54680546,2.845354923
48,-1.233278675,2.897326256
48,-0.9197518911,3.03403474
48,-0.6062251067,3.283051419
48,-0.2926983223,3.320020897
48,0.02082846208,3.270372955
48,0.3343552465,3.18958259
48,0.6478820309,3.001302111
48,0.9614088153,2.804141731
48,1.2749356,2.590493954
48,1.588462384,2.405102025
48,1.901989168,2.162370144
48,2.215515953,1.895570636
48,2.529042737,1.72646248
48,2.842569522,1.524084141
48,3.156096306,1.253639125
48,3.46962309,0.928988875
48,3.783149875,0.6796939408
48,4.096676659,0.3792467391
48,4.410203444,0.1705208742
48,4.723730228,0.1094233424
48,5.037257012,0.1046702106
48,5.350783797,0.1030095417
48,5.664310581,0.09378956445
48,5.977837366,0.06533359317
48,6.29136415,0.09960166941
48,6.604890934,0.08489046626
48,6.918417719,0.06456781399
48,7.231944503,0.05536163302
48,7.545471288,0.04111237359
48,7.858998072,0.04288807124
48,8.172524856,0.04257843284
48,8.486051641,0.04585100316
48,8.799578425,0.0656055313
48,9.11310521,0.06379317766
48,9.426631994,0.06379317766
51,-9.890419544,0.09298570497
51,-9.566469742,0.09298570497
51,-9.242519941,0.09298570497
51,-8.91857014,0.1026614271
51,-8.594620338,0.1026822042
51,-8.270670537,0.07940530661
51,-7.946720736,0.0923120375
51,-7.622770934,0.08469911955
51,-7.298821133,0.06739823845
51,-6.974871332,0.06460444716
51,-6.65092153,0.023356463
51,-6.326971729,0.02032238863
51,-6.003021928,0.006804552554
51,-5.679072126,0.02309945288
51,-5.355122325,0.03848930075
51,-5.031172524,0.07994261252
51,-4.707222722,0.1577402787
51,-4.383272921,0.2981525111
51,-4.05932312,0.7131656161
51,-3.735373318,1.113973344
51,-3.411423517,1.576247899
51,-3.087473716,2.076895557
51,-2.763523914,2.667936417
51,-2.439574113,3.145403872
51,-2.115624312,3.553103481
51,-1.79167451,3.906520723
51,-1.467724709,4.08037628
51,-1.143774908,4.184652924
51,-0.8198251063,4.135857694
51,-0.4958753049,4.078876736
51,-0.1719255036,4.039532947
51,0.1520242977,3.969950471
51,0.4759740991,3.869678857
51,0.7999239004,3.781962984
51,1.123873702,3.652420426
51,1.447823503,3.463167798
51,1.771773304,3.234808372
51,2.095723106,2.958750808
51,2.419672907,2.656170214
51,2.743622708,2.226537015
51,3.06757251,1.794443229
51,3.391522311,1.39811104
51,3.715472112,1.011938696
51,4.039421914,0.6632751246
51,4.363371715,0.2868593978
51,4.687321516,0.1737025681
51,5.011271318,0.08480588842
51,5.335221119,0.03165297434
51,5.65917092,0.02334049693
51,5.983120722,0.02451960597
51,6.307070523,0.009364521337
51,6.631020325,0.01657079665
51,6.954970126,0.02034405378
51,7.278919927,0.01878193527
51,7.602869729,0.04525154549
51,7.92681953,0.002134508863
51,8.250769331,0.05113601431
51,8.574719133,0.03829759349
51,8.898668934,0.03851309037
51,9.222618735,0.04382930506
51,9.546568537,0.04546540919
51,9.870518338,0.04689002028
