target,dataset_index,norm_abs_error_ridge,in_et_hotspot,hotspot_jaccard_ridge_et,error_spearman_ridge_et,label,session_id,repair_fraction,plane_rmse_um
ilr_composition,8,2.882221154252448,True,0.42857142857142855,0.6536833420835522,unresolved_candidate,zro2_120_formal,0.0,0.2713436573814032
ilr_composition,16,2.8610858733131366,True,0.42857142857142855,0.6536833420835522,unresolved_candidate,zro2_120_formal,0.0,0.2287132441825644
ilr_composition,19,2.4982514147274495,True,0.42857142857142855,0.6536833420835522,unresolved_candidate,zro2_120_formal,0.018671875,0.3106539926611552
ilr_composition,50,2.6825479648116044,False,0.42857142857142855,0.6536833420835522,unresolved_candidate,zro2_120_formal,0.0,0.2150656169829516
ilr_composition,51,3.0501054049121863,True,0.42857142857142855,0.6536833420835522,unresolved_candidate,zro2_120_formal,0.0,0.2394926663010758
ilr_composition,57,2.762350899889867,False,0.42857142857142855,0.6536833420835522,unresolved_candidate,zro2_120_formal,0.008828125,0.2018516802644489
ilr_composition,71,2.519273417175311,True,0.42857142857142855,0.6536833420835522,unresolved_candidate,zro2_120_formal,0.0,0.2677030906769344
ilr_composition,82,2.3636201222340505,False,0.42857142857142855,0.6536833420835522,unresolved_candidate,zro2_120_formal,0.02703125,0.2360371996598308
ilr_composition,89,2.375257708598923,True,0.42857142857142855,0.6536833420835522,unresolved_candidate,zro2_120_formal,0.0,0.2575169360045183
ilr_composition,98,3.3932489279133233,True,0.42857142857142855,0.6536833420835522,unresolved_candidate,zro2_120_formal,0.0,0.2737394362492314
ilr_composition,110,2.972680914625096,False,0.42857142857142855,0.6536833420835522,unresolved_candidate,zro2_120_formal,0.0,0.2150505488878077
ilr_composition,114,2.666094785827751,False,0.42857142857142855,0.6536833420835522,unresolved_candidate,zro2_120_formal,0.0,0.1784790847593706
ilr_composition,117,2.4646808182011646,False,0.42857142857142855,0.6536833420835522,unresolved_candidate,zro2_120_formal,0.0,0.2032669725583032
ilr_composition,140,2.8647946273817317,True,0.42857142857142855,0.6536833420835522,unresolved_candidate,zro2_60_pass,0.0,0.4511521959357226
ilr_composition,162,2.4497359053053964,True,0.42857142857142855,0.6536833420835522,unresolved_candidate,zro2_60_pass,0.0,0.3687050543451622
ilr_composition,167,4.830050553231914,True,0.42857142857142855,0.6536833420835522,unresolved_candidate,zro2_60_pass,0.0,0.4391797089524638
ilr_composition,175,2.658643518708738,True,0.42857142857142855,0.6536833420835522,unresolved_candidate,zro2_60_pass,0.0,0.3648635631456726
ilr_composition,191,4.544689237746127,True,0.42857142857142855,0.6536833420835522,unresolved_candidate,zro2_60_pass,0.0,0.4648455425119362
A2_8_16,14,0.9848082963127551,True,0.48148148148148145,0.4446621165529139,unresolved_candidate,zro2_120_formal,0.0,0.2421730049755652
A2_8_16,16,0.9756659960537103,True,0.48148148148148145,0.4446621165529139,unresolved_candidate,zro2_120_formal,0.0,0.2287132441825644
A2_8_16,22,0.591434587383557,False,0.48148148148148145,0.4446621165529139,unresolved_candidate,zro2_120_formal,0.0045703125,0.2172488832109467
A2_8_16,31,0.7139725875355766,True,0.48148148148148145,0.4446621165529139,unresolved_candidate,zro2_120_formal,0.0,0.2165499530815655
A2_8_16,34,0.8023288921557614,True,0.48148148148148145,0.4446621165529139,unresolved_candidate,zro2_120_formal,0.0026953125,0.2212624052997015
A2_8_16,38,0.7422998299915117,True,0.48148148148148145,0.4446621165529139,unresolved_candidate,zro2_120_formal,0.0,0.2572949539775783
A2_8_16,48,0.64644989984307,False,0.48148148148148145,0.4446621165529139,unresolved_candidate,zro2_120_formal,0.0,0.1992755339040335
A2_8_16,49,0.6684834435056919,False,0.48148148148148145,0.4446621165529139,unresolved_candidate,zro2_120_formal,0.0,0.1949705660612079
A2_8_16,65,1.328790756393732,True,0.48148148148148145,0.4446621165529139,unresolved_candidate,zro2_120_formal,0.0019140625,0.2427826624700142
A2_8_16,74,0.7347540764853294,True,0.48148148148148145,0.4446621165529139,unresolved_candidate,zro2_120_formal,0.0,0.1936535990945772
A2_8_16,85,0.6336397208864945,True,0.48148148148148145,0.4446621165529139,unresolved_candidate,zro2_120_formal,0.0,0.2184113702873694
A2_8_16,91,0.8049578072226615,True,0.48148148148148145,0.4446621165529139,unresolved_candidate,zro2_120_formal,0.0,0.2102416322631112
A2_8_16,98,0.6627380377876494,False,0.48148148148148145,0.4446621165529139,unresolved_candidate,zro2_120_formal,0.0,0.2737394362492314
A2_8_16,99,0.6136666071164653,False,0.48148148148148145,0.4446621165529139,unresolved_candidate,zro2_120_formal,0.0,0.2669388105986918
A2_8_16,115,0.87715123790589,True,0.48148148148148145,0.4446621165529139,unresolved_candidate,zro2_120_formal,0.0015234375,0.2279146811871039
A2_8_16,129,0.5903885484526037,True,0.48148148148148145,0.4446621165529139,unresolved_candidate,zro2_20_supplement,0.0002734375,0.3276729412678661
A2_8_16,148,0.6272720292876462,True,0.48148148148148145,0.4446621165529139,unresolved_candidate,zro2_60_pass,0.0,0.776245029986886
A2_8_16,149,0.715439341285174,False,0.48148148148148145,0.4446621165529139,unresolved_candidate,zro2_60_pass,0.004609375,0.776245029986886
A2_8_16,151,0.5917229585659256,False,0.48148148148148145,0.4446621165529139,unresolved_candidate,zro2_60_pass,0.00296875,0.4050131318267661
A2_8_16,154,0.8725033001383937,True,0.48148148148148145,0.4446621165529139,unresolved_candidate,zro2_60_pass,0.0033203125,0.3772504257249813
Sq_um,18,2.6276577351033445,True,0.6,0.5138108452711319,unresolved_candidate,zro2_120_formal,0.0,0.2153976920165637
Sq_um,19,7.671830229141778,True,0.6,0.5138108452711319,unresolved_candidate,zro2_120_formal,0.018671875,0.3106539926611552
Sq_um,22,5.08322407419473,True,0.6,0.5138108452711319,unresolved_candidate,zro2_120_formal,0.0045703125,0.2172488832109467
Sq_um,23,4.979630094667167,True,0.6,0.5138108452711319,unresolved_candidate,zro2_120_formal,0.005,0.2184241086730409
Sq_um,37,12.784180044410236,True,0.6,0.5138108452711319,unresolved_candidate,zro2_120_formal,0.0271484375,0.259871196973398
Sq_um,44,2.90639951326125,True,0.6,0.5138108452711319,unresolved_candidate,zro2_120_formal,0.0122265625,0.3886902858133605
Sq_um,57,3.2554508987499418,True,0.6,0.5138108452711319,unresolved_candidate,zro2_120_formal,0.008828125,0.2018516802644489
Sq_um,58,2.3308361960383643,False,0.6,0.5138108452711319,unresolved_candidate,zro2_120_formal,0.0171484375,0.2168116630460932
Sq_um,65,9.54476665256637,True,0.6,0.5138108452711319,unresolved_candidate,zro2_120_formal,0.0019140625,0.2427826624700142
Sq_um,68,3.620644415057204,True,0.6,0.5138108452711319,unresolved_candidate,zro2_120_formal,0.0,0.1877983508926904
Sq_um,71,2.6238461241537405,True,0.6,0.5138108452711319,unresolved_candidate,zro2_120_formal,0.0,0.2677030906769344
Sq_um,78,2.8898610343954845,False,0.6,0.5138108452711319,unresolved_candidate,zro2_120_formal,0.0,0.1781264741931929
Sq_um,82,7.0312948823071295,True,0.6,0.5138108452711319,unresolved_candidate,zro2_120_formal,0.02703125,0.2360371996598308
Sq_um,83,3.4813574816185784,True,0.6,0.5138108452711319,unresolved_candidate,zro2_120_formal,0.001875,0.1912782651796232
Sq_um,89,2.549606236211213,False,0.6,0.5138108452711319,unresolved_candidate,zro2_120_formal,0.0,0.2575169360045183
Sq_um,91,2.79628914646039,False,0.6,0.5138108452711319,unresolved_candidate,zro2_120_formal,0.0,0.2102416322631112
Sq_um,108,2.265837512500714,False,0.6,0.5138108452711319,unresolved_candidate,zro2_120_formal,0.0,0.1878952950239282
Sq_um,153,7.88742842660401,True,0.6,0.5138108452711319,unresolved_candidate,zro2_60_pass,0.01109375,0.384148031035008
Sq_um,154,6.090041400519897,True,0.6,0.5138108452711319,unresolved_candidate,zro2_60_pass,0.0033203125,0.3772504257249813
Sq_um,167,4.521887036522366,True,0.6,0.5138108452711319,unresolved_candidate,zro2_60_pass,0.0,0.4391797089524638
