target,dataset_index,norm_abs_error_ridge,in_et_hotspot,hotspot_jaccard_ridge_et,error_spearman_ridge_et,label,session_id,repair_fraction,plane_rmse_um
median_depth_um,1,0.7124009089294747,False,0.1111111111111111,0.1714122853071327,linear-baseline hotspot,zro2_120_formal,0.0,0.2893086040778375
median_depth_um,4,0.6708888496135832,False,0.1111111111111111,0.1714122853071327,linear-baseline hotspot,zro2_120_formal,0.0,0.2280783902500088
median_depth_um,6,0.5479677801150784,False,0.1111111111111111,0.1714122853071327,linear-baseline hotspot,zro2_120_formal,0.0,0.2317433984458325
median_depth_um,7,0.6165918151040674,False,0.1111111111111111,0.1714122853071327,linear-baseline hotspot,zro2_120_formal,0.0,0.2022893945375132
median_depth_um,8,0.5898208494526604,True,0.1111111111111111,0.1714122853071327,linear-baseline hotspot,zro2_120_formal,0.0,0.2713436573814032
median_depth_um,17,0.6133884407175058,False,0.1111111111111111,0.1714122853071327,linear-baseline hotspot,zro2_120_formal,0.0,0.1926528012095498
median_depth_um,18,0.6691789060502138,False,0.1111111111111111,0.1714122853071327,linear-baseline hotspot,zro2_120_formal,0.0,0.2153976920165637
median_depth_um,20,0.554896966158337,False,0.1111111111111111,0.1714122853071327,linear-baseline hotspot,zro2_120_formal,0.0,0.2227565440271681
median_depth_um,31,0.6740638499462596,False,0.1111111111111111,0.1714122853071327,linear-baseline hotspot,zro2_120_formal,0.0,0.2165499530815655
median_depth_um,33,0.7507435663081191,True,0.1111111111111111,0.1714122853071327,linear-baseline hotspot,zro2_120_formal,0.0,0.2342651482029892
median_depth_um,38,0.5646080030787449,False,0.1111111111111111,0.1714122853071327,linear-baseline hotspot,zro2_120_formal,0.0,0.2572949539775783
median_depth_um,58,0.5703323210014274,False,0.1111111111111111,0.1714122853071327,linear-baseline hotspot,zro2_120_formal,0.0171484375,0.2168116630460932
median_depth_um,68,1.0825690296656465,True,0.1111111111111111,0.1714122853071327,linear-baseline hotspot,zro2_120_formal,0.0,0.1877983508926904
median_depth_um,102,0.5499117987042411,False,0.1111111111111111,0.1714122853071327,linear-baseline hotspot,zro2_120_formal,0.0,0.2019995411055723
median_depth_um,117,0.9856864443452144,True,0.1111111111111111,0.1714122853071327,linear-baseline hotspot,zro2_120_formal,0.0,0.2032669725583032
median_depth_um,121,0.5562735070794503,False,0.1111111111111111,0.1714122853071327,linear-baseline hotspot,zro2_20_supplement,0.0,0.3810564490281424
median_depth_um,136,0.6001097327629024,False,0.1111111111111111,0.1714122853071327,linear-baseline hotspot,zro2_20_supplement,0.0,0.3321911887741586
median_depth_um,137,0.6643734527001504,False,0.1111111111111111,0.1714122853071327,linear-baseline hotspot,zro2_20_supplement,0.0002734375,0.3321911887741586
median_depth_um,185,0.6281363636623086,False,0.1111111111111111,0.1714122853071327,linear-baseline hotspot,zro2_60_pass,0.0,0.3887664501636622
median_depth_um,188,0.5505264438906986,False,0.1111111111111111,0.1714122853071327,linear-baseline hotspot,zro2_60_pass,0.0,0.3670379443119756
ilr_composition,5,2.415434127013644,False,0.42857142857142855,0.6536833420835522,unresolved_candidate,zro2_120_formal,0.0,0.1991742301428834
ilr_composition,6,3.305392464730934,False,0.42857142857142855,0.6536833420835522,unresolved_candidate,zro2_120_formal,0.0,0.2317433984458325
