dataset_index,model,target,fold,y_true,y_pred,abs_error,norm_abs_error
11,extratrees,median_depth_um,3,17.7364,27.71103826063488,9.97463826063488,0.27145252124951286
12,extratrees,median_depth_um,2,30.7015,28.98121003333325,1.7202899666667477,0.04682500923186579
13,extratrees,median_depth_um,1,7.0837,13.353783789890096,6.270083789890096,0.1752555787518754
14,extratrees,median_depth_um,0,6.0985,9.295238749999996,3.196738749999996,0.08509297240175034
15,extratrees,median_depth_um,4,46.0401,45.20355203333336,0.8365479666666431,0.022531124072085847
16,extratrees,median_depth_um,3,54.5754,46.36761835857141,8.20778164142859,0.2233688041825231
17,extratrees,median_depth_um,2,5.3911,5.766406716666673,0.3753067166666728,0.010215568778064352
18,extratrees,median_depth_um,1,6.0179,9.750415366666628,3.732515366666628,0.10432781485953545
19,extratrees,median_depth_um,0,63.1156,57.86455630000015,5.2510436999998475,0.13977586271148137
20,extratrees,median_depth_um,4,56.6237,51.07525812666678,5.548441873333218,0.14943868999282808
21,extratrees,median_depth_um,3,49.3129,49.79140997333333,0.4785099733333311,0.013022300690040492
22,extratrees,median_depth_um,2,63.9191,51.43612379333335,12.482976206666649,0.33977729769062726
23,extratrees,median_depth_um,1,65.0842,50.08509776666671,14.999102233333282,0.4192410230465911
24,extratrees,median_depth_um,0,16.0061,14.17497129396826,1.8311287060317394,0.04874223282913307
25,extratrees,median_depth_um,4,0.1715,2.0740880666666586,1.9025880666666586,0.051243263382670705
26,extratrees,median_depth_um,3,48.2729,40.45500553333331,7.8178944666666865,0.212758308460623
27,extratrees,median_depth_um,2,9.989,6.792188016666659,3.196811983333342,0.08701483676159859
28,extratrees,median_depth_um,1,39.5635,38.946283638889,0.617216361110998,0.017251860454568266
29,extratrees,median_depth_um,0,17.5765,19.47412840450217,1.8976284045021714,0.050512367159525
30,extratrees,median_depth_um,4,10.0665,15.46794854731603,5.401448547316031,0.1454796523784535
31,extratrees,median_depth_um,3,48.3655,42.34376669857156,6.021733301428441,0.1638770894996708
32,extratrees,median_depth_um,2,57.5403,51.37479306000003,6.165506939999972,0.1678204982756595
33,extratrees,median_depth_um,1,55.1854,42.509565780000045,12.675834219999956,0.3543031858634634
34,extratrees,median_depth_um,0,8.4134,10.111923793333334,1.6985237933333348,0.045212464818975256
35,extratrees,median_depth_um,4,54.874,47.30442749000006,7.569572509999944,0.2038747139330769
36,extratrees,median_depth_um,3,34.3416,41.59948807000005,7.25788807000005,0.19751814191834902
37,extratrees,median_depth_um,2,53.7011,46.61579736333343,7.085302636666569,0.19285665079783904
38,extratrees,median_depth_um,1,5.3225,11.183586966666642,5.861086966666642,0.16382367810051882
39,extratrees,median_depth_um,0,57.6547,56.18266881666682,1.4720311833331792,0.039183530045389624
40,extratrees,median_depth_um,4,56.2835,53.31157712000008,2.971922879999916,0.08004414069496157
41,extratrees,median_depth_um,3,39.7223,45.65819639333331,5.935896393333316,0.16154110051341947
42,extratrees,median_depth_um,2,48.9606,54.563675923333314,5.603075923333314,0.15251154568161948
43,extratrees,median_depth_um,1,52.191,53.14964730333342,0.9586473033334144,0.026795222136507858
44,extratrees,median_depth_um,0,49.5979,51.77980911333354,2.181909113333539,0.05807954496250863
45,extratrees,median_depth_um,4,52.3175,54.95141090000003,2.633910900000025,0.07094031143150015
46,extratrees,median_depth_um,3,45.2915,47.37892483666656,2.087424836666564,0.05680774781259338
47,extratrees,median_depth_um,2,51.0696,57.18040743999999,6.110807439999988,0.16633161870180457
48,extratrees,median_depth_um,1,1.8695,2.9015254066666616,1.0320254066666616,0.028846218964990206
49,extratrees,median_depth_um,0,1.8423,2.646924199999997,0.8046241999999968,0.021418035754213652
50,extratrees,median_depth_um,4,1.7472,2.389228093333331,0.6420280933333309,0.017292032501493616
51,extratrees,median_depth_um,3,32.7444,29.50007113000003,3.2443288699999684,0.08829204914625341
52,extratrees,median_depth_um,2,29.1019,29.583332203333484,0.48143220333348324,0.013104225335504066
53,extratrees,median_depth_um,1,41.7621,36.00636558333339,5.755734416666606,0.16087896113309758
54,extratrees,median_depth_um,0,26.5716,25.32961082466095,1.2419891753390502,0.03306011497511287
55,extratrees,median_depth_um,4,41.6434,41.73118489904748,0.08778489904747744,0.0023643503192954593
56,extratrees,median_depth_um,3,44.8735,44.5502927733334,0.3232072266665966,0.008795849460622557
57,extratrees,median_depth_um,2,43.4805,43.98374967666677,0.5032496766667691,0.013698080679685701
58,extratrees,median_depth_um,1,53.0235,47.19658004333338,5.826919956666622,0.1628686734606399
59,extratrees,median_depth_um,0,1.3027,7.7907971428571345,6.488097142857135,0.17270459499294966
60,extratrees,median_depth_um,4,46.7247,42.84075688571429,3.8839431142857066,0.10460799342515952
61,extratrees,median_depth_um,3,60.3441,56.74495431666665,3.5991456833333473,0.0979481305042287
62,extratrees,median_depth_um,2,58.8036,52.39712536333319,6.406474636666815,0.17437945917157696
63,extratrees,median_depth_um,1,35.8151,37.485850766666594,1.6707507666665933,0.04669927904861791
64,extratrees,median_depth_um,0,34.5322,35.281484393333315,0.749284393333312,0.019944963035522952
65,extratrees,median_depth_um,4,37.9908,10.327780116666634,27.663019883333366,0.7450606038569608
66,extratrees,median_depth_um,3,58.7545,51.92458138333332,6.829918616666681,0.1858712646993927
67,extratrees,median_depth_um,2,62.5775,57.535163283333326,5.042336716666675,0.1372486428933706
68,extratrees,median_depth_um,1,6.6174,25.51199933333343,18.89459933333343,0.5281243524667782
69,extratrees,median_depth_um,0,59.6402,55.42500846000007,4.215191539999928,0.1122028434076153
70,extratrees,median_depth_um,4,17.1843,37.45592493666677,20.27162493666677,0.5459848266809979
71,extratrees,median_depth_um,3,48.4288,54.68587239666682,6.257072396666814,0.17028167170924854
72,extratrees,median_depth_um,2,27.4222,27.088108273809656,0.3340917261903442,0.00909372749145572
73,extratrees,median_depth_um,1,16.8609,15.406630540476186,1.4542694595238146,0.04064839391795282
74,extratrees,median_depth_um,0,1.1292,2.6927800899999923,1.5635800899999923,0.041620441284510916
75,extratrees,median_depth_um,4,11.1144,6.97390502444444,4.14049497555556,0.11151782053313582
76,extratrees,median_depth_um,3,29.0964,27.1722274966667,1.924172503333299,0.05236495436733414
77,extratrees,median_depth_um,2,4.4573,5.8144599433333495,1.3571599433333494,0.036940880960223126
78,extratrees,median_depth_um,1,6.5035,13.628607605344632,7.125107605344632,0.19915441306502069
79,extratrees,median_depth_um,0,49.6996,48.74115777333325,0.9584422266667474,0.025512468900508616
80,extratrees,median_depth_um,4,50.5904,46.27330758666664,4.317092413333363,0.11627419905526508
81,extratrees,median_depth_um,3,37.2541,40.19649269857151,2.94239269857151,0.08007507597398887
82,extratrees,median_depth_um,2,45.0402,47.82955485333336,2.7893548533333643,0.07592415772287436
83,extratrees,median_depth_um,1,47.2083,52.641352203333135,5.433052203333133,0.15185964656797515
84,extratrees,median_depth_um,0,19.0499,12.14103827666668,6.90886172333332,0.1839047935809932
85,extratrees,median_depth_um,4,4.8342,8.396408947142845,3.562208947142845,0.09594258184450631
86,extratrees,median_depth_um,3,38.13,45.26501034666676,7.1350103466667605,0.1941741141017354
87,extratrees,median_depth_um,2,17.6588,7.922180950000024,9.736619049999975,0.2650235051866281
88,extratrees,median_depth_um,1,38.2797,43.932056416666654,5.652356416666656,0.15798943495971288
89,extratrees,median_depth_um,0,41.9254,36.05047930761901,5.8749206923809965,0.1563826460136127
90,extratrees,median_depth_um,4,47.3335,46.14514244333329,1.188357556666709,0.03200657059504637
91,extratrees,median_depth_um,3,25.7712,15.380602756666738,10.390597243333263,0.28277254225072274
92,extratrees,median_depth_um,2,35.6122,33.19271932000016,2.419480679999843,0.06585645872063636
93,extratrees,median_depth_um,1,45.2375,50.97876313333335,5.741263133333355,0.16047447321541766
94,extratrees,median_depth_um,0,42.3406,44.86489155999999,2.5242915599999876,0.06719331445181453
95,extratrees,median_depth_um,4,44.5562,45.93922043999989,1.3830204399998962,0.03724951391853159
96,extratrees,median_depth_um,3,29.3917,24.32455537333342,5.067144626666579,0.137898653415128
97,extratrees,median_depth_um,2,9.6619,8.627590259285716,1.0343097407142832,0.028153139352080588
98,extratrees,median_depth_um,1,1.2564,1.6967064633333389,0.4403064633333389,0.012307038732735708
99,extratrees,median_depth_um,0,0.1551,2.151200473333327,1.996100473333327,0.05313356385111977
100,extratrees,median_depth_um,4,3.7229,6.637739664444454,2.914839664444454,0.07850669267839583
101,extratrees,median_depth_um,3,1.0191,3.204043450000013,2.184943450000013,0.05946164590557908
102,extratrees,median_depth_um,2,2.3362,5.469622763333342,3.133422763333342,0.08528942949351342
103,extratrees,median_depth_um,1,38.7258,43.70227984666666,4.976479846666663,0.13909795863986335
104,extratrees,median_depth_um,0,45.4095,45.36632267666675,0.043177323333253526,0.0011493234418289572
105,extratrees,median_depth_um,4,12.884,5.840419600000011,7.043580399999989,0.18970793095879016
106,extratrees,median_depth_um,3,4.3336,6.193064566666686,1.859464566666686,0.050603974961962915
107,extratrees,median_depth_um,2,15.7453,22.70755311333337,6.962253113333368,0.1895073345908638
108,extratrees,median_depth_um,1,2.5218,5.02988498666666,2.5080849866666606,0.0701036701624142
109,extratrees,median_depth_um,0,41.7118,47.082235876666594,5.370435876666598,0.14295392510212518
110,extratrees,median_depth_um,4,37.6478,45.857058020000025,8.209258020000028,0.2211036525800234
111,extratrees,median_depth_um,3,19.062,31.430884873333422,12.368884873333421,0.33661020040817113
112,extratrees,median_depth_um,2,37.4686,43.976896093333366,6.508296093333364,0.1771509632440278
113,extratrees,median_depth_um,1,46.7777,45.71905097000004,1.0586490299999625,0.02959037784262322
114,extratrees,median_depth_um,0,45.0307,48.2720295333334,3.241329533333399,0.0862799202859219
115,extratrees,median_depth_um,4,41.4228,45.37282641666671,3.9500264166667094,0.1063878448435694
116,extratrees,median_depth_um,3,4.1486,9.926804373333344,5.7782043733333435,0.1572496269490241
117,extratrees,median_depth_um,2,6.4736,24.5034130333334,18.029813033333397,0.490758057125957
118,extratrees,median_depth_um,1,46.1205,47.08213186666679,0.9616318666667922,0.026878643888407914
119,extratrees,median_depth_um,0,49.9109,46.36034150999999,3.5505584900000073,0.09451118756588144
120,extratrees,median_depth_um,4,8.9544,7.600157506666653,1.3542424933333468,0.03647442448825356
121,extratrees,median_depth_um,4,10.9478,8.828615939999972,2.1191840600000287,0.05707694106018222
122,extratrees,median_depth_um,3,17.1229,18.16228649777776,1.039386497777759,0.028286147126554095
123,extratrees,median_depth_um,3,19.3299,18.20260083111109,1.1272991688889071,0.030678626492656083
124,extratrees,median_depth_um,2,47.4393,46.3774392533333,1.061860746666703,0.028903057175858234
125,extratrees,median_depth_um,2,52.2079,46.39990808666664,5.80799191333336,0.15808920602344015
126,extratrees,median_depth_um,1,49.354,40.872772383333285,8.481227616666715,0.23705942445011052
127,extratrees,median_depth_um,1,52.27,41.122373933333215,11.147626066666788,0.3115881260109006
128,extratrees,median_depth_um,0,40.7252,42.46223584000005,1.737035840000047,0.04623760474451514
129,extratrees,median_depth_um,0,42.3187,43.08473790333341,0.7660379033334124,0.020390919391534524
130,extratrees,median_depth_um,4,9.9757,7.93707990333332,2.03862009666668,0.0549070754625936
131,extratrees,median_depth_um,4,11.856,9.139949236666634,2.7160507633333655,0.07315262145527808
132,extratrees,median_depth_um,3,32.688,28.937047143968165,3.7509528560318373,0.10207945223199452
133,extratrees,median_depth_um,3,34.7831,28.967916443968168,5.81518355603183,0.15825598849467193
134,extratrees,median_depth_um,2,40.9119,42.46435609333341,1.5524560933334044,0.042256696435459186
135,extratrees,median_depth_um,2,40.9057,42.6988476433334,1.7931476433333984,0.04880814082516252
136,extratrees,median_depth_um,1,17.7978,15.214139658095265,2.583660341904734,0.07221608254245024
137,extratrees,median_depth_um,1,21.2544,15.262655171428596,5.991744828571404,0.1674757057246988
138,extratrees,median_depth_um,0,28.9433,23.506907473492173,5.436392526507827,0.14470960419371554
139,extratrees,median_depth_um,0,32.6052,23.506907473492173,9.09829252650783,0.24218455601390107
140,extratrees,median_depth_um,4,3.3935,6.445536866666658,3.052036866666658,0.08220188686783238
141,extratrees,median_depth_um,4,35.7216,34.26566153904763,1.4559384609523747,0.0392134478979754
142,extratrees,median_depth_um,3,44.4284,37.19993746666668,7.228462533333321,0.1967173473523118
143,extratrees,median_depth_um,3,50.9061,41.83465777666659,9.071442223333413,0.2468726983926139
144,extratrees,median_depth_um,2,40.296,41.02979312666676,0.733793126666761,0.019973301359785756
145,extratrees,median_depth_um,2,30.3235,30.361892743333456,0.03839274333345699,0.0010450218253083802
146,extratrees,median_depth_um,1,36.1399,34.655677066666705,1.4842229333332924,0.0414856256941172
147,extratrees,median_depth_um,1,18.3309,12.73879402333331,5.592105976666689,0.15630537042627313
148,extratrees,median_depth_um,0,29.4464,33.56372400761905,4.11732400761905,0.10959773867958161
149,extratrees,median_depth_um,0,3.9601,6.7958153066666585,2.8357153066666583,0.07548300414896503
150,extratrees,median_depth_um,4,38.5678,43.69782587666662,5.130025876666622,0.1381693030475637
151,extratrees,median_depth_um,4,44.2194,48.54806269333317,4.328662693333172,0.11658582663026623
152,extratrees,median_depth_um,3,43.127,44.32505376000013,1.1980537600001284,0.03260416119830233
153,extratrees,median_depth_um,3,0.0514,8.161559366666692,8.110159366666693,0.22071208501920153
154,extratrees,median_depth_um,2,26.9237,30.81994702523821,3.8962470252382104,0.10605293669177762
155,extratrees,median_depth_um,2,37.0013,40.053801410000034,3.0525014100000334,0.08308681063837406
156,extratrees,median_depth_um,1,28.7588,29.393107088360548,0.6343070883605471,0.01772956464414221
157,extratrees,median_depth_um,1,16.2982,17.63896337867803,1.3407633786780302,0.03747577700291894
158,extratrees,median_depth_um,0,23.4702,24.16591100222232,0.6957110022223212,0.01851890997088771
159,extratrees,median_depth_um,0,8.4816,8.561512556666644,0.07991255666664365,0.0021271669381766113
160,extratrees,median_depth_um,4,9.4616,6.7312342366666815,2.730365763333319,0.07353817381323319
161,extratrees,median_depth_um,4,17.772,17.629027497316077,0.14297250268392148,0.0038507429642127542
162,extratrees,median_depth_um,3,30.9608,31.376334093968158,0.41553409396815866,0.011308457963628362
163,extratrees,median_depth_um,3,25.3133,24.76187377063488,0.55142622936512,0.015006663533354697
164,extratrees,median_depth_um,2,11.0416,16.827226803333343,5.785626803333342,0.1574804444178303
165,extratrees,median_depth_um,2,7.957,8.54806324285713,0.591063242857131,0.01608830042590323
166,extratrees,median_depth_um,1,2.3888,4.780225853333328,2.3914258533333284,0.06684292204258985
167,extratrees,median_depth_um,1,15.4212,17.059252133333263,1.6380521333332627,0.04578531711425456
168,extratrees,median_depth_um,0,12.6613,12.97946397063493,0.31816397063492907,0.008469105575946536
169,extratrees,median_depth_um,0,19.7162,17.562134717301635,2.1540652826983653,0.057338378887615005
170,extratrees,median_depth_um,4,6.387,6.136501884285728,0.2504981157142714,0.006746778845774245
171,extratrees,median_depth_um,4,25.5787,25.76665020346326,0.1879502034632594,0.005062147685898302
172,extratrees,median_depth_um,3,3.1857,5.644316476666639,2.458616476666639,0.06690945816157085
173,extratrees,median_depth_um,3,5.0919,6.937629433333351,1.845729433333351,0.0502301833039991
174,extratrees,median_depth_um,2,1.2932,2.418600266666668,1.125400266666668,0.030632555497790287
175,extratrees,median_depth_um,2,7.1437,9.252415800000032,2.1087158000000317,0.057397670576259684
176,extratrees,median_depth_um,1,11.4691,9.997584516666674,1.4715154833333255,0.04113043881323443
177,extratrees,median_depth_um,1,21.2453,25.9640728133334,4.718772813333398,0.13189477016763373
178,extratrees,median_depth_um,0,29.0683,33.56151155999991,4.4932115599999065,0.11960336992514578
179,extratrees,median_depth_um,0,35.5795,39.506009310000046,3.9265093100000428,0.10451850291208496
180,extratrees,median_depth_um,4,30.3552,33.64968208000008,3.2944820800000834,0.0887317732580476
181,extratrees,median_depth_um,4,36.6176,38.303415776666654,1.6858157766666508,0.045404837427441974
182,extratrees,median_depth_um,3,6.8128,5.507416353333361,1.3053836466666393,0.03552506595492199
183,extratrees,median_depth_um,3,22.3581,28.856641386666787,6.498541386666787,0.17685307454375035
184,extratrees,median_depth_um,2,3.3878,7.790946901190469,4.403146901190469,0.11985037307227717
185,extratrees,median_depth_um,2,5.1213,9.99111407166667,4.869814071666671,0.13255270523090557
186,extratrees,median_depth_um,1,0.2429,3.0169223266666623,2.774022326666662,0.07753690454894406
187,extratrees,median_depth_um,1,2.0076,5.68327317333335,3.67567317333335,0.10273901448238383
188,extratrees,median_depth_um,0,13.6042,16.437850356825386,2.8336503568253857,0.07542803790567898
189,extratrees,median_depth_um,0,2.9421,7.482218339523762,4.540118339523762,0.12085196657555344
190,extratrees,median_depth_um,4,7.0206,13.2227171061616,6.2021171061616,0.16704442016080884
191,extratrees,median_depth_um,4,10.3754,14.324452576161622,3.9490525761616215,0.106361615957575
192,extratrees,median_depth_um,3,7.6827,9.294732650000007,1.6120326500000077,0.043870295417729084
193,extratrees,median_depth_um,3,1.2348,4.040214016666689,2.805414016666689,0.07634730083178218
194,extratrees,median_depth_um,2,3.7196,6.096302886666673,2.3767028866666733,0.06469207910641023
195,extratrees,median_depth_um,2,5.9768,6.808732339999999,0.8319323399999989,0.022644577516351936
196,extratrees,median_depth_um,1,12.8074,8.548256176666657,4.259143823333343,0.11904764605368123
197,extratrees,median_depth_um,1,2.9207,2.233212726666666,0.6874872733333341,0.019216007953012402
198,extratrees,median_depth_um,0,9.4158,8.486300299047594,0.9294997009524071,0.024742057010626366
199,extratrees,median_depth_um,0,6.0829,6.847442089047641,0.7645420890476409,0.020351102786647028
0,ridge,A2_8_16,4,0.036720770646403,0.1100936498961089,0.0733728792497059,0.13617132010220082
1,ridge,A2_8_16,3,0.1961232572137329,0.2555713671789033,0.05944810996517039,0.11349907643321075
2,ridge,A2_8_16,2,0.2995539380411224,0.480960416905687,0.18140647886456462,0.32710973132694937
3,ridge,A2_8_16,1,0.6848565322463434,0.6158000120383376,0.06905652020800579,0.12262151363958586
4,ridge,A2_8_16,0,0.7663973995223651,0.5775863450564943,0.18881105446587076,0.338545675895591
5,ridge,A2_8_16,4,0.9554864475023206,0.7917054213217614,0.16378102618055923,0.30395806694187016
6,ridge,A2_8_16,3,0.9570384606388984,0.7289312723125598,0.22810718832633858,0.4355051021468029
7,ridge,A2_8_16,2,0.9327131526105767,0.7381593876847937,0.19455376492578302,0.35081674134159424
8,ridge,A2_8_16,1,0.2122197834193548,0.1644009097801495,0.047818873639205284,0.08491048562130803
9,ridge,A2_8_16,0,0.4145163931252033,0.3872267501639829,0.027289642961220384,0.0489314073659056
10,ridge,A2_8_16,4,0.4833962749584012,0.424784208540503,0.05861206641789818,0.10877701052020607
11,ridge,A2_8_16,3,0.814635835404978,0.5748073366974507,0.23982849870752732,0.45788357479515723
12,ridge,A2_8_16,2,0.5767620748559564,0.5930857207603291,0.01632364590437263,0.029434579511584433
13,ridge,A2_8_16,1,0.9553992553647612,0.7826128183432375,0.17278643702152374,0.30681149846751105
14,ridge,A2_8_16,0,0.1174318430190041,0.666671446749446,0.5492396037304419,0.9848082963127551
15,ridge,A2_8_16,4,0.3098334398959712,0.5612618765394266,0.25142843664345543,0.4666212158916896
16,ridge,A2_8_16,3,0.6126238653005717,0.1015932803353291,0.5110305849652426,0.9756659960537103
17,ridge,A2_8_16,2,0.1832275618522172,0.3051833008830797,0.12195573903086251,0.21990895406744784
18,ridge,A2_8_16,1,0.1760543368890682,0.3392240751963537,0.1631697383072855,0.28973542586779377
19,ridge,A2_8_16,0,0.2274017509359163,0.2071769063987824,0.020224844537133913,0.03626394483668811
20,ridge,A2_8_16,4,0.4099374185918524,0.4042574695182401,0.0056799490736123,0.010541308605797417
21,ridge,A2_8_16,3,0.373194618850939,0.3780503117928369,0.00485569294189786,0.009270549806739976
22,ridge,A2_8_16,2,0.1987831093144119,0.5267772216899018,0.3279941123754899,0.591434587383557
23,ridge,A2_8_16,1,0.3935202088388078,0.6195096437939802,0.22598943495517243,0.4012824060246435
24,ridge,A2_8_16,0,0.1397929970599265,0.1788756179354209,0.039082620875494384,0.07007668241404288
25,ridge,A2_8_16,4,0.6984861392748491,0.8215468399688054,0.12306070069395625,0.22838599544619903
26,ridge,A2_8_16,3,0.3277592868738584,0.1226007532027129,0.2051585336711455,0.39169124313135
27,ridge,A2_8_16,2,0.4289387730949569,0.3531813568456842,0.07575741624927274,0.1366047576163175
28,ridge,A2_8_16,1,0.3652046962555679,0.3047597693623703,0.06044492689319758,0.10733017541504697
29,ridge,A2_8_16,0,0.6757951785952275,0.5129054560156414,0.16288972257958612,0.2920677043150529
30,ridge,A2_8_16,4,0.8450779829639314,0.6361181000694751,0.20895988289445633,0.3878046410759254
31,ridge,A2_8_16,3,0.6693348850193571,0.2953730676215845,0.3739618173977726,0.7139725875355766
32,ridge,A2_8_16,2,0.1659664491631545,0.2459466883371825,0.079980239174028,0.14421929531642497
33,ridge,A2_8_16,1,0.4896822762180565,0.4639257640907147,0.025756512127341813,0.045735036946806036
34,ridge,A2_8_16,0,0.220501840489784,0.667970453862601,0.447468613372817,0.8023288921557614
35,ridge,A2_8_16,4,0.7921170240517623,0.5462194401269167,0.24589758392484562,0.4563566123530876
36,ridge,A2_8_16,3,0.7663044136600492,0.7269955640518768,0.03930884960817238,0.07504894821371898
37,ridge,A2_8_16,2,0.3403376777563502,0.1301201272596474,0.21021755049670282,0.37906146954389763
38,ridge,A2_8_16,1,0.0787764532597981,0.4968160100122572,0.41803955675245913,0.7422998299915117
39,ridge,A2_8_16,0,0.3810750157115334,0.3646921727331887,0.01638284297834469,0.02937508433965973
40,ridge,A2_8_16,4,0.5800957967821603,0.522143506225647,0.0579522905565133,0.1075525451464187
41,ridge,A2_8_16,3,0.9018776320703372,0.6977392980543704,0.20413833401596682,0.3897434651665316
42,ridge,A2_8_16,2,0.583344535910139,0.6864234009796927,0.10307886506955366,0.18587042794409783
43,ridge,A2_8_16,1,0.2781051908557878,0.398282475567367,0.12017728471157924,0.2133950641017227
44,ridge,A2_8_16,0,0.4969059601599218,0.3574828914721553,0.1394230686877665,0.2499910673019906
45,ridge,A2_8_16,4,0.3052190068929357,0.4945934936016557,0.18937448670872004,0.3514564797306418
46,ridge,A2_8_16,3,0.6473069095335849,0.6313632558440545,0.015943653689530435,0.030439823398807204
47,ridge,A2_8_16,2,0.513788694775703,0.6333733782841047,0.11958468350840168,0.21563349852821934
48,ridge,A2_8_16,1,0.1439422060414616,0.5080021433799341,0.36405993733847253,0.64644989984307
49,ridge,A2_8_16,0,0.1529213376419045,0.5257427110869812,0.3728213734450767,0.6684834435056919
50,ridge,A2_8_16,4,0.968531796740373,0.7888332923563159,0.1796985043840571,0.33349900961486745
51,ridge,A2_8_16,3,0.12792012603282,0.1736788668419006,0.0457587408090806,0.0873631613119432
52,ridge,A2_8_16,2,0.0120799449422375,0.1783712187588271,0.16629127381658962,0.2998541961710842
53,ridge,A2_8_16,1,0.1494548018772401,0.1969844862042512,0.0475296843270111,0.0843969811602835
54,ridge,A2_8_16,0,0.9009628591577852,0.7725394051590082,0.12842345399877697,0.23026832384287738
55,ridge,A2_8_16,4,0.1144279319118449,0.3152375963426717,0.20080966443082676,0.3726788068622133
56,ridge,A2_8_16,3,0.1551199380862315,0.2762835266578005,0.12116358857156898,0.23132704148649366
57,ridge,A2_8_16,2,0.3894175170945714,0.4488367245108886,0.05941920741631718,0.10714391842709689
58,ridge,A2_8_16,1,0.4585070295278349,0.4427179769876468,0.015789052540188087,0.028036129182025592
59,ridge,A2_8_16,0,0.7762643093733309,0.836716572238222,0.06045226286489114,0.10839329428517061
60,ridge,A2_8_16,4,0.404614653604061,0.2890587226114262,0.11555593099263484,0.2144580372177364
61,ridge,A2_8_16,3,0.1221562900130918,0.2068017494377323,0.0846454594246405,0.16160617174524455
62,ridge,A2_8_16,2,0.2253194845984911,0.4175003215544722,0.1921808369559811,0.34653790943041635
63,ridge,A2_8_16,1,0.9136382975759128,0.6159896679916945,0.2976486295842182,0.5285254076288366
64,ridge,A2_8_16,0,0.7742734099616825,0.6140502051649634,0.16022320479671903,0.2872865326424402
65,ridge,A2_8_16,4,0.8229161791456135,0.1069269117739822,0.7159892673716314,1.328790756393732
66,ridge,A2_8_16,3,0.2086237848664153,0.0294175085848452,0.1792062762815701,0.34214286814012607
67,ridge,A2_8_16,2,0.1389702903184148,0.0112104840368495,0.1277598062815653,0.2303747703429425
68,ridge,A2_8_16,1,0.1387404482803542,0.3116698085117473,0.1729293602313931,0.30706528276297834
69,ridge,A2_8_16,0,0.3852301354284596,0.1803046234345161,0.2049255119939435,0.3674395345256655
70,ridge,A2_8_16,4,0.4825486762102814,0.7167441534716055,0.23419547726132406,0.4346388969159511
71,ridge,A2_8_16,3,0.6467381747535611,0.6177173674687246,0.02902080728483647,0.055406888900335675
72,ridge,A2_8_16,2,0.2830216597611039,0.1395180354523404,0.14350362430876348,0.258763811997745
73,ridge,A2_8_16,1,0.295870409956582,0.1493001668782199,0.14657024307836208,0.26026021882734834
74,ridge,A2_8_16,0,0.1678917533058013,0.5776730674144387,0.4097813141086374,0.7347540764853294
75,ridge,A2_8_16,4,0.651129169986947,0.5024331059510576,0.14869606403588942,0.27596217486380853
76,ridge,A2_8_16,3,0.083768854819673,0.1914523165675006,0.10768346174782761,0.2055906144479623
77,ridge,A2_8_16,2,0.8985651245461259,0.6734528408359803,0.22511228371014558,0.4059194528426825
78,ridge,A2_8_16,1,0.9225443341069854,0.8054321534861579,0.11711218062082751,0.2079524541651263
79,ridge,A2_8_16,0,0.1418646249048596,0.148022802165753,0.006158177260893405,0.011041854985513399
80,ridge,A2_8_16,4,0.1366693088974582,0.1380096181338183,0.0013403092363600821,0.0024874542191426494
81,ridge,A2_8_16,3,0.2405499894321976,0.3200673646561588,0.07951737522396121,0.1518155691341634
82,ridge,A2_8_16,2,0.4420795259907235,0.3164379896590138,0.12564153633170966,0.2265551343601916
83,ridge,A2_8_16,1,0.0760164024676483,0.2753392153902778,0.1993228129226295,0.3539313152451509
84,ridge,A2_8_16,0,0.5378573726755123,0.5410672346644092,0.003209861988896945,0.005755409288067452
85,ridge,A2_8_16,4,0.5009035509801845,0.8423261845679946,0.3414226335878101,0.6336397208864945
86,ridge,A2_8_16,3,0.9120660712770626,0.7532017585672537,0.15886431270980894,0.30330573640312736
87,ridge,A2_8_16,2,0.7122089151266764,0.6108702441886673,0.10133867093800908,0.18273253320963653
88,ridge,A2_8_16,1,0.425287499276247,0.5918645306824443,0.16657703140619728,0.2957856501759952
89,ridge,A2_8_16,0,0.2868035260737672,0.2640715402447213,0.022731985829045898,0.04075934816800901
90,ridge,A2_8_16,4,0.0926545779279746,0.2451713494819614,0.1525167715539868,0.2830529527068466
91,ridge,A2_8_16,3,0.8154333503903629,0.3938156443709246,0.4216177060194383,0.8049578072226615
92,ridge,A2_8_16,2,0.7296207570683865,0.5604276179950988,0.1691931390732877,0.3050868007087325
93,ridge,A2_8_16,1,0.3076703818946668,0.53459886677935,0.2269284848846832,0.40294984775777626
94,ridge,A2_8_16,0,0.5708752952649504,0.6640812744789498,0.09320597921399942,0.16712200098547506
95,ridge,A2_8_16,4,0.6851653508238845,0.6729703833401626,0.012194967483721952,0.022632406385612685
96,ridge,A2_8_16,3,0.430670170129388,0.1900373588779703,0.24063281125141772,0.45941917838202806
97,ridge,A2_8_16,2,0.2320886508506734,0.3625631105291031,0.13047445967842972,0.2352697969641089
98,ridge,A2_8_16,1,0.1902173295276084,0.5634502259475248,0.3732328964199164,0.6627380377876494
99,ridge,A2_8_16,0,0.2522068933810533,0.5944562482831285,0.3422493549020752,0.6136666071164653
100,ridge,A2_8_16,4,0.5600531452960678,0.5061718656666383,0.05388127962942946,0.09999723400475169
101,ridge,A2_8_16,3,0.7920756738204892,0.6618853665308244,0.13019030728966474,0.2485609659683064
