加工顺序,component,area_pixels,center_s_um,center_xi_um,width_perpendicular_um,length_parallel_um,depth_p95_um,depth_max_um,volume_um3
1,1,23214,5.725660647e-15,5.060276255e-16,12.68915206,212.8838001,6.494288163,12.61506601,6315.161255
