加工顺序,脉宽_fs,频率_kHz,重复扫描次数,速度_mm/s,实际功率_W,理论线长_um,单脉冲能量_mJ,理论脉冲间距_um,理论单遍脉冲数估计,累计线能量密度_J_mm,单线输入能量_J,cag_timestamp,cag_original_filename,status,processing_mode,W_line_um,D_line_um,D_max_um,sigma_W_um,sigma_D_um,A_cs_median_um2,V_rem_um3,V_rem_full_detected_um3,V_rem_per_visible_length_um2,C_shape,V_pile_um3,V_pile_V_rem_ratio,N_crater_components,measured_crater_spacing_um,C_continuity,sigma_ref_um,RMSE_plane_um,threshold_k,threshold_um,valid_pixel_ratio,reference_pixel_ratio,line_detection_confidence,visible_length_ratio,edge_clipped,n_valid_profiles,n_signal_pixels,n_signal_pixels_full_detected,n_components_all,n_components_selected,largest_component_fraction,line_orientation_deg,height_grid_width,height_grid_height,dx_um,dy_um,z_step_um,doe_cag_mapping,cone_preprocess_enabled,N_conical_artifacts_repaired,n_conical_pixels_repaired,max_conical_correction_um,cone_noise_second_difference_um,cone_seed_threshold_um,cone_grow_threshold_um,cone_repair_restricted_to_cut_corridor,cut_corridor_pixel_ratio,cut_corridor_row_low,cut_corridor_row_high,cut_corridor_col_low,cut_corridor_col_high,stable_region_status,stable_s_start_um,stable_s_end_um,effective_stable_length_um,stable_reference_depth_um,stable_depth_sigma_core_um,stable_depth_tolerance_um,threshold_W_relative_range,threshold_D_relative_range,threshold_mode_count,relative_sigma_W,relative_sigma_D,qc_status,qc_flags
1,500,10,1,10,5.333,200,0.5333,1,200,0.5333,0.10666,2026-05-28 12:40:03,C:\Users\USER1\Documents\MeasureData20260528124003.vk4,ok,continuous,8.555343036,4.695436976,6.170264751,0.5524334848,0.5127930444,27.93147656,3462.806615,6315.161255,27.70245292,0.6953131634,3.704744396,0.00106986754,1,,1,0.2254855347,0.2396219132,4,0.9019421388,1,0.6041870117,1,1,0,126,13574,23214,39,1,1,-0.489717243,1024,64,0.278657,0.278657,0.0001,confirmed: 加工顺序 equals CAG Path,1,12,2250,7.234046797,0.23173038,1.39038228,0.34759557,1,0.5871276855,7,59,173,898,adaptive,-53,72,125,4.505332981,0.341167501,1.023502503,0.09358212885,0.01192552544,1,0.06457175153,0.1092109312,pass,
