depth_bin,metric,predictor,n,spearman,spearman_p,depth_min,depth_max
D_Q4,rms_DCT_16_32_um,Q_log10,45,-0.15220395225953887,0.3182239702956066,44.5562,65.0842
D_Q4,rms_DCT_32_64_um,N,45,-0.1526092799629322,0.31692164793194916,44.5562,65.0842
D_Q4,rms_DCT_32_64_um,Q_log10,45,-0.056290987993423545,0.7134125400847433,44.5562,65.0842
D_Q4,rms_DCT_64_inf_um,N,45,-0.1432869936303549,0.34772682459471804,44.5562,65.0842
D_Q4,rms_DCT_64_inf_um,Q_log10,45,-0.19017225673453905,0.21083539908561932,44.5562,65.0842
D_Q4,E_DCT_8_16_frac,N,45,-0.0031074287775257688,0.9838369961416393,44.5562,65.0842
D_Q4,E_DCT_8_16_frac,Q_log10,45,0.18838629119303205,0.2152328784864697,44.5562,65.0842
D_Q4,E_DCT_16_32_frac,N,45,0.3052185599258644,0.041471289114265314,44.5562,65.0842
D_Q4,E_DCT_16_32_frac,Q_log10,45,-0.07004953735021803,0.6474944298068754,44.5562,65.0842
D_Q4,E_DCT_32_64_frac,N,45,-0.2700010337805724,0.07285592434428763,44.5562,65.0842
D_Q4,E_DCT_32_64_frac,Q_log10,45,0.04451684479385905,0.7715342742674562,44.5562,65.0842
D_Q4,E_DCT_64_inf_frac,N,45,-0.08217422767234812,0.5915173796952653,44.5562,65.0842
D_Q4,E_DCT_64_inf_frac,Q_log10,45,-0.2704745592304452,0.07233550384610984,44.5562,65.0842
