direction,target,predictor,controls,n,partial_r2,std_beta,partial_spearman,target_min,target_max,predictor_min,predictor_max
spectrum_to_depth,D,p_64_inf,N+Q_log10,180,0.010390452362687048,0.08052962556819694,0.17126852409380489,0.0514,65.0842,0.0028148528476664,0.8888271898122937
spectrum_to_depth,D,dc_offset_frac,N+Q_log10,180,0.0590910924502787,0.19149514940810955,0.259425487823383,0.0514,65.0842,3.3051317322104445e-07,0.2349198383066918
spectrum_to_depth,D,dc_to_non_dc_ratio,N+Q_log10,180,0.05542463818861288,0.18548304478920924,0.259425487823383,0.0514,65.0842,3.3051328246003826e-07,0.3070525809828308
spectrum_to_depth,D,spectral_centroid_log_um,N+Q_log10,180,0.12566298920783064,0.28958662531984647,0.3990487383229952,0.0514,65.0842,2.2304634730789656,4.742394718320736
spectrum_to_depth,D,spectral_entropy,N+Q_log10,180,0.032000397423027745,0.1476721893286552,0.05051781976244359,0.0514,65.0842,0.2066088442046123,0.9134923361674036
spectrum_to_depth,D,effective_band_number,N+Q_log10,180,0.011830777552972047,0.09084060685232401,0.05051781976244359,0.0514,65.0842,1.928252261599972,18.23107978138205
spectrum_to_depth,D,lambda_peak_um,N+Q_log10,180,0.02994566906971308,0.13783371517027793,0.2562476591028137,0.0514,65.0842,6.010042719351759,142.88074044744846
spectrum_to_depth,D,A2_8_16,N+Q_log10,180,0.00701825509539792,-0.0743763884185651,-0.011365792444244021,0.0514,65.0842,0.0120799449422375,0.9755310556113246
spectrum_to_depth,D,A2_16_32,N+Q_log10,180,0.027180218257603098,0.13193718546431815,0.17187000614160017,0.0514,65.0842,0.0152398666192048,0.9607210340123078
spectrum_to_depth,D,A2_32_64,N+Q_log10,180,0.004619702610616511,-0.05327043350740524,-0.09069031937600436,0.0514,65.0842,0.0571785519006038,0.7532570176729368
spectrum_to_depth,D,angular_entropy_8_16,N+Q_log10,180,0.043321297711699645,0.18713381221654593,0.03321371110151143,0.0514,65.0842,0.2884001251722402,0.9549473698303074
spectrum_to_depth,D,Sq_um,N+Q_log10,180,0.1487374263935145,0.30107389861470657,0.510206345841111,0.0514,65.0842,0.1821291303333456,12.603457527561158
spectrum_to_depth,D,Sa_um,N+Q_log10,180,0.12036139075934721,0.2701804895451423,0.45863564873708684,0.0514,65.0842,0.1393391743302345,6.405994279943407
spectrum_to_depth,D,rms_DCT_8_16_um,N+Q_log10,180,0.11935344297054966,0.2720328114987905,0.4282962150386343,0.0514,65.0842,0.0818533161546842,2.655300880833157
spectrum_to_depth,D,rms_DCT_16_32_um,N+Q_log10,180,0.2561429136224351,0.39526081841352356,0.6253868789778153,0.0514,65.0842,0.0651854291579099,3.8438181695871223
spectrum_to_depth,D,rms_DCT_32_64_um,N+Q_log10,180,0.1924488214360054,0.34513857207770954,0.5969259586282651,0.0514,65.0842,0.0377944917002161,6.98008900565084
spectrum_to_depth,D,rms_DCT_64_inf_um,N+Q_log10,180,0.10739950220763939,0.2563913927899106,0.49223133746315406,0.0514,65.0842,0.03960259152535,11.592329731796118
spectrum_to_depth,D,E_DCT_8_16_frac,N+Q_log10,180,0.11953797479153623,-0.2862491720659062,-0.286093556893859,0.0514,65.0842,0.0021634723047166,0.9126007118620216
spectrum_to_depth,D,E_DCT_16_32_frac,N+Q_log10,180,0.1296507575783413,0.28549988621802463,0.38783910315930337,0.0514,65.0842,0.0085989698688193,0.55833397676849
spectrum_to_depth,D,E_DCT_32_64_frac,N+Q_log10,180,0.2111392170659143,0.38416571844272096,0.49154900605337043,0.0514,65.0842,0.0041942239005982,0.4903173149968517
spectrum_to_depth,D,E_DCT_64_inf_frac,N+Q_log10,180,0.015099999810396614,0.09720619063642161,0.18796783267641892,0.0514,65.0842,0.0067649234893713,0.901263674605876
