dataset_index,session_id,sample_id,session_role,processing_order,design_group,shared_height_source_id,loco_total_pc1_deg,loco_total_pc123_deg,loco_DCT_8_16_pc1_deg,loco_DCT_8_16_pc123_deg,loco_DCT_16_32_pc1_deg,loco_DCT_16_32_pc123_deg,loco_DCT_32_64_pc1_deg,loco_DCT_32_64_pc123_deg,loco_DCT_64_inf_pc1_deg,loco_DCT_64_inf_pc123_deg,peak_to_valley_p98p2_um,R_max_minus_min_um,deepest_negative_residual_um,median_depth_um,Sq_um,Sa_um,Ssk_skewness,kurtosis_excess_fisher,grad_rms_um_per_um,aniso_gradx_over_y,lap_rms_um_per_px2,acf_e_fold_lag_um,pit_density_per_Mpx,pit_depth_um,rms_DCT_8_16_um,E_DCT_8_16_frac,rms_DCT_16_32_um,E_DCT_16_32_frac,rms_DCT_32_64_um,E_DCT_32_64_frac,rms_DCT_64_inf_um,E_DCT_64_inf_frac,band_PC1_score_audit_DCT_8_16,band_PC2_score_audit_DCT_8_16,band_PC1_score_audit_DCT_16_32,band_PC2_score_audit_DCT_16_32,band_PC1_score_audit_DCT_32_64,band_PC2_score_audit_DCT_32_64,band_PC1_score_audit_DCT_64_inf,band_PC2_score_audit_DCT_64_inf,D_morph_k5,D_morph_k10,D_proc_raw_k5,D_proc_phys_k5,repair_pixel_count,repair_fraction,valid_fraction,repair_largest_component_px,plane_rmse_um,plane_status,rank_Sq,rank_loco_total_pc1,rank_D_morph_k10,rank_pit_density,rank_E_DCT_8_16,rank_E_DCT_16_32,rank_E_DCT_32_64,rank_E_DCT_64_inf,spectral_rank_min,A_consensus
10,zro2_120_formal,11,formal,11,,zro2_120_formal:m011,0.08816870252316371,0.7517658336661759,0.1261668447243125,0.7938323035553813,0.5019155699421544,0.9171905841267052,0.12226350477019683,3.0690246428162697,0.10795789973478302,0.533850367694746,8.493546829223632,14.267669677734375,0.8372402191162109,46.2398,2.211524272470053,0.9256468877196312,2.818716307442577,7.135904099873292,0.8132864859731272,0.9860660951576932,0.4127026762705248,13.75,0.0,0.8372402191162109,0.7291672625229401,0.1087103522870588,0.7279894675960373,0.1083594448883115,1.4862147116816735,0.4516267852518787,1.162046655269947,0.276098285229275,-9.209718452716109,14.723703340186152,28.91585304608095,-13.24153020226499,11.996824414260004,77.89999928791346,-49.51726271474046,35.83107350927586,2.7250824510941998,2.9270436878112034,0.9506698333433354,0.8202116352319716,169,0.0066015625,1.0,96,0.2143737188396115,PASS,31.0,70.0,61.0,153.0,154.0,134.0,2.0,87.0,2.0,61.0
11,zro2_120_formal,12,formal,12,,zro2_120_formal:m012,0.03633828001832269,0.07072991726727071,0.02045318971688786,0.4754941814785371,0.011623990787575506,0.043440653825284205,0.014834964991554523,0.08612102284135731,0.029901777511851125,0.08528937771468907,2.9233892440795897,4.185722351074219,2.707670211791992,17.7364,0.730294028634613,0.5521751072257757,-0.8419109914839714,0.4195461732179075,0.2339828174765955,2.1062604764664195,0.061101013746577,27.25,5859.375,2.707670211791992,0.268458778169734,0.1351324713499308,0.1535714452996122,0.044220682780668,0.1657608496723204,0.0515191191772641,0.6274117464596825,0.7380907990878689,-3.8238242573803265,-2.336822872582157,2.779711097589645,4.424371994811338,-11.541768373793532,-10.073916029341639,-20.699611403921207,-39.27575850545655,3.1376014126147025,3.4314386272613797,0.9138312739282978,0.31885282775674045,0,0.0,1.0,0,0.2242805796720924,PASS,99.0,107.0,45.0,25.0,147.0,180.0,146.0,19.0,19.0,45.0
12,zro2_120_formal,13,formal,13,,zro2_120_formal:m013,0.016915740482140843,0.053146908019142555,0.037197834384508285,0.4060580588849423,0.29054113312404756,0.9159348894305694,0.10940550863639072,0.5824516345376484,0.010528563434177955,0.012258996977375878,5.002106628417971,11.289621353149414,1.0532703399658203,30.7015,1.188968102091062,0.4472020451724529,5.63163315621766,34.975873943850004,0.5949737254832196,1.2573580346745707,0.3130430801541765,6.5,0.0,1.0532703399658203,0.5150504895776171,0.1876545943859077,0.7063602874137728,0.3529491516419644,0.592462295001208,0.2483024622882491,0.4065089194675554,0.1168960271713287,-3.8697837373096666,9.491316491346703,-16.212388913136728,-17.063379073087553,-23.75036152753371,-41.83376755594325,20.89201968099315,-9.55879143605429,2.4826405153892983,2.641483660632953,0.752790477455128,0.24097833855638115,14,0.000546875,1.0,14,0.2345113577783851,PASS,57.0,157.0,74.0,153.0,122.0,18.0,21.0,138.0,18.0,74.0
13,zro2_120_formal,14,formal,14,,zro2_120_formal:m014,0.007341963617919276,0.021222061738492087,1.5542683479372512,2.43833808019718,0.02620126513866444,0.02662930001442958,0.008578469830876435,0.01726908791211955,0.0019194766514124982,0.006145215692916751,4.410332155227661,5.848083019256592,1.9403791427612305,7.0837,1.3308509546385214,1.1414590598084031,0.3655380699148667,-1.1110230017539218,0.8785782665692671,4.302136394504275,0.2828720429194336,21.0,0.0,1.9403791427612305,1.2062407493521718,0.8215029940551246,0.2287473257058082,0.0295429058145481,0.1420721257082445,0.0113961699203453,0.3086897700210274,0.0538004159644478,178.74968148783643,11.788437108141224,5.2787191903303805,-0.29937056584872285,-11.572077011917413,-1.9948529368680488,4.534778361562582,11.9947387025507,1.6767392185729373,2.023227040753435,0.7888440247368685,0.2680388215323947,0,0.0,1.0,0,0.3166453639961955,PASS,53.0,182.0,90.0,153.0,5.0,193.0,195.0,177.0,5.0,90.0
14,zro2_120_formal,15,formal,15,,zro2_120_formal:m015,0.3524597714449039,0.31102604094501407,0.10751591861213816,0.7519364853494196,0.6148680888437711,0.8110825193314659,0.04851864934001909,0.9109648577304388,0.17392358965035745,0.14087038697633808,6.9729228210449214,11.205594897270203,5.818447828292847,6.0985,1.69238254747746,1.3222856433782726,0.1690290289096751,0.0784151377937392,0.7639450962597837,1.0506833533736477,0.3356880838104812,6.5,312.5,5.818447828292847,0.79345602098719,0.2198106061989434,0.9312241483829048,0.3027689835991129,0.61147924018055,0.1305468383676049,0.8782331259008602,0.2692914421706762,-7.178369308090057,4.238303603794753,29.058808702755453,-12.782522373674968,-11.329107570858781,11.437037317857715,85.71436309736761,-71.33525306111622,2.3801940418822123,2.6260395702545427,0.9660547635718597,0.24880738660816906,0,0.0,1.0,0,0.2421730049755652,PASS,42.0,33.0,75.0,73.0,104.0,29.0,70.0,88.0,29.0,42.0
15,zro2_120_formal,16,formal,16,,zro2_120_formal:m016,0.0482519992231047,0.04601288075213317,0.03472094487955488,0.22366811456206442,0.026944692087623633,0.05814643091272124,0.018898178187185553,0.029332759719679306,0.025043722918132182,0.048442621852019044,2.4088863372802733,4.641277313232422,1.9111289978027344,46.0401,0.6026683783055695,0.4778296454250813,0.0607097291026831,0.3059409934899428,0.2419350245384737,1.2532806955812823,0.1183093657850434,17.75,0.0,1.9111289978027344,0.2206809912005607,0.1340827912270088,0.2182796093278409,0.1311805737066463,0.1355250079016277,0.0505687330357572,0.4672709383836198,0.6011470672048316,-7.907702140635386,2.6333879315278734,5.791102001222601,-0.35408817809442183,-18.112315125312175,-8.246617409606447,20.69071488017525,-41.99385274614971,0.9964615677164292,1.0896091166322073,0.9997145829283876,0.22707177146183907,0,0.0,1.0,0,0.2159776237265324,PASS,119.0,98.0,150.0,153.0,148.0,116.0,147.0,28.0,28.0,119.0
16,zro2_120_formal,17,formal,17,,zro2_120_formal:m017,0.1273724032407027,0.35105628767962777,0.02522003050781316,1.9834650177103865,0.8713147576684959,2.312179664908565,0.3678350769423501,0.6892778683854285,0.011818726005237987,0.029263374914430658,9.162759628295905,15.111297607421875,3.2877159118652344,54.5754,1.9279678704881544,1.247622146308422,2.37632018173712,9.109763617638263,0.991787739214478,1.3466025919747533,0.4191111942692895,5.0,0.0,3.2877159118652344,1.0569794829793515,0.3005616251788606,1.0299331595161678,0.2853766906597657,0.9944790208401604,0.2660674010430295,0.3750083621911532,0.0378340052529079,1.2796058366622283,-23.784863839133262,-34.49170369432247,15.377715469573948,57.44537133677438,-46.86359997262568,-15.187705483529449,24.27242741675971,2.1695580824103122,2.7453032363453564,1.351196014838151,1.4713291581932808,0,0.0,1.0,0,0.2287132441825644,PASS,35.0,57.0,73.0,153.0,71.0,38.0,18.0,185.0,18.0,57.0
17,zro2_120_formal,18,formal,18,,zro2_120_formal:m018,0.019591928684259234,0.10280406430108184,0.1003236176608287,0.26902824976654227,0.14330863451524622,0.24291107899270478,0.055931191368797116,0.24670044003530334,0.00537633935435155,0.04095925116530719,3.5498461723327646,6.45710301399231,2.4701619148254395,5.3911,0.8637443696690362,0.6680113570997491,0.574567675018601,0.5114664453818341,0.4313227293417958,0.9366362118703728,0.1539606854698276,6.5,0.0,2.4701619148254395,0.4647979784167543,0.289572957727868,0.4714841249331176,0.2979639274206085,0.3503129330364318,0.164490902483526,0.3278184534423378,0.1440443855256755,-11.616473441073051,-3.21754008990686,-12.11257364668163,-13.134476859262074,-21.64153902124108,-21.130744441983335,-6.23577288656536,-27.381332880817656,0.9594483885653652,1.2499744368698251,1.0804161657643196,0.20527925710455489,0,0.0,1.0,0,0.1926528012095498,PASS,79.0,150.0,129.0,153.0,76.0,32.0,50.0,131.0,32.0,129.0
18,zro2_120_formal,19,formal,19,,zro2_120_formal:m019,0.01744876244751505,0.08540659251987547,0.026165446800685273,0.09807923339631833,0.010617040737130738,0.06593417372299289,0.02469498986208066,0.12826533015360703,0.009935866376173419,0.02272871676382865,2.9185718917846684,4.603785037994385,2.0675101280212402,6.0179,0.7175478934782686,0.5745216333400458,0.10172171563469,-0.1938609816107024,0.3764834434923227,0.9517266974062304,0.1102495697126125,4.25,0.0,2.06751012802124,0.4177707041867384,0.3389800791411013,0.3756662217934098,0.2740958792586347,0.2460241074952783,0.1175583663732444,0.2743967326809743,0.1462366009484536,3.327806162558276,4.113087424407942,1.3144283841727,1.6058322845492914,-13.631200854710782,-13.368039714819682,18.205816913542485,-12.336884439090928,0.9961316310337394,1.0984235851096233,1.0483467179064272,0.18889412625383362,0,0.0,1.0,0,0.2153976920165637,PASS,102.0,155.0,144.0,153.0,61.0,43.0,83.0,128.0,43.0,144.0
19,zro2_120_formal,20,formal,20,,zro2_120_formal:m020,12.712658142651984,51.549744138366535,0.5357279162867374,2.0164587287848237,1.2005737924318476,4.913933638587586,3.341033196465957,5.74455066856128,11.449982111639299,52.66751561612563,41.59785591125488,46.305063247680664,12.340999603271484,63.1156,9.064103038694258,5.556900975555181,2.046525622964281,4.191389338899585,1.4636787186660896,0.7396440115680044,0.623239247558351,16.0,0.0,12.340999603271484,1.3044518344776432,0.0207112555835084,1.5996195076906394,0.031144668733775,2.804163860788902,0.0957099541573595,8.318921143127165,0.8423340319523368,22.4133550525384,11.600069117688825,-22.638048270482823,-114.15867821839896,211.78852194807118,-73.25715714686429,-834.5608575086098,-216.64003297959388,10.028509348271477,11.884345683837772,1.2883843356787867,2.0231242707069796,478,0.018671875,1.0,101,0.3106539926611552,PASS,3.0,5.0,15.0,153.0,195.0,192.0,98.0,7.0,7.0,7.0
20,zro2_120_formal,21,formal,21,,zro2_120_formal:m021,0.13143827241601067,0.2547845566255934,0.04471549740120121,0.5332114216016263,0.4843412168232667,1.1098866154296543,0.12214394543431212,0.7986715632155681,0.05454523187065054,0.1168786980724247,5.6375634765625,11.524665832519531,3.6673240661621094,56.6237,1.344573066738621,1.027317866832018,0.5523546146861048,0.8989504567492874,0.60112197179887,1.377765037376517,0.1907428018160186,5.75,0.0,3.667324066162109,0.7289347711587042,0.2939060452841188,0.6919383875437353,0.2648293015421592,0.5462110529588596,0.1650259163840008,0.6070448956193094,0.2038322075923751,3.2523027939685973,11.888625956859482,21.498663270088095,-33.60596125186594,-31.00054843856968,-20.99747596859974,64.0114790245192,1.4381712587064686,1.714512618660614,1.7908115803953755,1.2623888061956063,0.6473129860439607,0,0.0,1.0,0,0.2227565440271681,PASS,51.0,54.0,94.0,153.0,75.0,46.0,49.0,107.0,46.0,54.0
21,zro2_120_formal,22,formal,22,,zro2_120_formal:m022,0.0007282569092748144,0.15295246333729648,0.10515833853190547,0.6544167433623213,0.8585049626902885,0.9800852909060117,0.12831730535493271,0.35880279599453613,0.004221856813301795,0.09279524538695597,5.939479370117188,9.230384826660156,3.635377883911133,49.3129,1.3731381680370502,1.0331251527369023,0.6769137352510257,0.8908753688328077,0.4920947012875418,1.1739834823773394,0.1253023523259383,6.25,0.0,3.635377883911133,0.5962012832740731,0.1885199582250785,0.9261774179079012,0.4549460487513177,0.6815719702326173,0.246374051465455,0.3898022106023038,0.0805860960853399,9.559355307728174,9.477016780738905,42.37211825029451,-3.1171677712789148,-30.90916817417975,13.393600294492883,-4.8913818717474395,16.864118768274537,1.685790983951954,1.9718629970396984,1.2491327402630077,0.26478844278907143,0,0.0,1.0,0,0.2049884893177623,PASS,50.0,197.0,93.0,153.0,121.0,6.0,22.0,160.0,6.0,93.0
22,zro2_120_formal,23,formal,23,,zro2_120_formal:m023,4.636344558020923,4.2993840751509085,0.6123136591212305,2.6271201883048243,18.719122021464635,48.96047152146422,5.9207528463558585,20.859187479398795,1.8649802602640853,1.8860247080441044,37.51654335021975,47.26098442077637,8.887767791748047,63.9191,6.507496998933839,3.2835974664986134,3.520199499304917,14.924065176411805,1.7733961507456015,1.4336755886549186,0.8229101263282372,11.0,0.0,8.887767791748047,1.3710890484638878,0.0443918629357386,3.1665066718206725,0.2367733734525602,3.751265900467896,0.3322980138953629,3.911303056786986,0.3612559275431265,24.06640303276628,36.09848428191047,-226.46338296138788,-416.5409048483442,218.30618594477758,466.2628732404876,320.349348918117,44.22259337485072,6.441509713078788,6.793164831075755,1.2491327402630077,1.2702419891715861,117,0.0045703125,1.0,49,0.2172488832109467,PASS,7.0,10.0,24.0,153.0,183.0,55.0,5.0,66.0,5.0,10.0
23,zro2_120_formal,24,formal,24,,zro2_120_formal:m024,5.274674297422882,16.436190914232782,0.14050474365322507,1.8894444471102838,9.569750266827787,11.041108221893394,0.2323708223857881,54.5934870290373,3.828919425957049,15.29825053994361,24.71686668395996,33.3261833190918,13.326812744140625,65.0842,6.829685811027613,5.66823215842247,0.1931252824262681,-0.8296112270186353,1.3279678899230818,0.8317430120731588,0.5783707313853801,25.25,0.0,13.326812744140623,1.0363431482923384,0.0230253219112991,2.553326590990501,0.1397691377638748,3.2739812446658827,0.2298004761169472,5.280210529885147,0.5977244588298388,-7.236728228573977,20.566470353455998,175.96944644102595,53.11480859434366,-10.689406467082568,-188.16906074317507,350.0567999332394,-313.2886854717079,7.1667593874099875,9.788941877021806,1.3843552303833917,0.3642433606824857,128,0.005,1.0,64,0.2184241086730409,PASS,6.0,9.0,19.0,153.0,194.0,110.0,28.0,30.0,28.0,19.0
24,zro2_120_formal,25,formal,25,,zro2_120_formal:m025,0.04184580311386907,0.04856556126370105,0.02918107786321734,0.0542706576181834,0.025132092850672295,0.041109572181704815,0.0057980792332988935,0.013643632677442386,0.027465412640944417,0.015522826634579144,2.1427943611145044,7.187386512756348,0.9032735824584961,16.0061,0.5573334737748845,0.3598058944568038,3.550983317630226,25.56959637393893,0.2781511940687065,1.0287082196410526,0.1316923502631096,16.0,0.0,0.903273582458496,0.2816000866163681,0.2552908871131314,0.2069018190846048,0.1378155943426929,0.1483272012793612,0.0708290389280324,0.3604114505876089,0.4181835116559274,-5.484120479690894,1.583008895149577,5.742061727036208,-0.9103877717451851,-5.790389676306988,-5.420259328856252,35.85479025820854,-26.645024569095124,1.2422062843180735,1.2594520669785367,0.6292316194849253,0.8943876724423021,18,0.000703125,1.0,18,0.2216450568394508,PASS,129.0,102.0,128.0,153.0,94.0,111.0,116.0,55.0,55.0,128.0
25,zro2_120_formal,26,formal,26,,zro2_120_formal:m026,0.0050223746183870365,0.040295898887958224,0.055647015594956904,0.05970825372836352,0.004640877947558142,0.0194874136246765,0.006749792334048754,0.006359270064390837,0.002881029915444381,0.032641610605612215,1.0536636364459993,2.3176366090774536,1.3102992475032806,0.1715,0.2535347896196451,0.2006502998945455,-0.0682128145699905,0.3256098696684657,0.1927546504518102,1.546053395040785,0.1491137070715575,21.25,781.25,1.3102992475032806,0.174307072324409,0.4726665785551113,0.0661309053647602,0.0680352233824658,0.0478430619248757,0.0356092487162232,0.1110443325354145,0.1918305067890331,-27.495986019863793,0.8582366076949217,1.674943282219083,-3.3690209293747664,-12.54498939636205,-6.380428641056565,-5.316153386958223,-13.793600665051528,0.7310702997350863,1.097193303248429,0.9514202628933636,0.6181081590550251,0,0.0,1.0,0,0.2064777301526381,PASS,189.0,189.0,145.0,53.5,33.0,168.0,169.0,111.0,33.0,145.0
