dataset_index,session_id,sample_id,session_role,processing_order,design_group,shared_height_source_id,loco_total_pc1_deg,loco_total_pc123_deg,loco_DCT_8_16_pc1_deg,loco_DCT_8_16_pc123_deg,loco_DCT_16_32_pc1_deg,loco_DCT_16_32_pc123_deg,loco_DCT_32_64_pc1_deg,loco_DCT_32_64_pc123_deg,loco_DCT_64_inf_pc1_deg,loco_DCT_64_inf_pc123_deg,peak_to_valley_p98p2_um,R_max_minus_min_um,deepest_negative_residual_um,median_depth_um,Sq_um,Sa_um,Ssk_skewness,kurtosis_excess_fisher,grad_rms_um_per_um,aniso_gradx_over_y,lap_rms_um_per_px2,acf_e_fold_lag_um,pit_density_per_Mpx,pit_depth_um,rms_DCT_8_16_um,E_DCT_8_16_frac,rms_DCT_16_32_um,E_DCT_16_32_frac,rms_DCT_32_64_um,E_DCT_32_64_frac,rms_DCT_64_inf_um,E_DCT_64_inf_frac,band_PC1_score_audit_DCT_8_16,band_PC2_score_audit_DCT_8_16,band_PC1_score_audit_DCT_16_32,band_PC2_score_audit_DCT_16_32,band_PC1_score_audit_DCT_32_64,band_PC2_score_audit_DCT_32_64,band_PC1_score_audit_DCT_64_inf,band_PC2_score_audit_DCT_64_inf,D_morph_k5,D_morph_k10,D_proc_raw_k5,D_proc_phys_k5,repair_pixel_count,repair_fraction,valid_fraction,repair_largest_component_px,plane_rmse_um,plane_status,rank_Sq,rank_loco_total_pc1,rank_D_morph_k10,rank_pit_density,rank_E_DCT_8_16,rank_E_DCT_16_32,rank_E_DCT_32_64,rank_E_DCT_64_inf,spectral_rank_min,A_consensus
48,zro2_120_formal,49,formal,49,,zro2_120_formal:m049,0.017152173076317462,0.016403525592529375,0.008855124269916383,0.026578078586072376,0.004013736926763106,0.020919417496490844,0.006213263084987358,0.006615877830519155,0.007948303058335101,0.009110858531908544,0.92467191696167,2.946601778268814,0.9464907050132751,1.8695,0.2192179934995302,0.1693053588282782,0.2408518237678419,1.619777974326281,0.1853590625971726,1.4171266813986465,0.1067321523325298,2.75,1406.25,0.9464907050132751,0.1152314372896424,0.2763055198997713,0.090919259453085,0.1720122523950961,0.0521828431171234,0.0566634584503776,0.03960259152535,0.032635841555771,-4.039432999117553,0.2131390153729168,1.4678665820857977,-1.2626450098969066,-10.231847596134974,-7.074599025139844,-18.751563879977784,-14.667284624822633,0.9885833999573419,1.139274864692414,0.7193994047703748,0.30924141344358697,0,0.0,1.0,0,0.1992755339040335,PASS,197.0,156.0,140.0,41.5,83.0,90.0,138.0,189.0,83.0,140.0
49,zro2_120_formal,50,formal,50,,zro2_120_formal:m050,0.008674534283856651,0.01853797526905668,0.011591122934359753,0.04123823343752519,0.011530473413699957,0.019819258361049745,0.004431926416678512,0.0065772339024504824,0.0050867948499205805,0.012020596490813863,0.910793788433075,1.85690039396286,0.8663116097450256,1.8423,0.219865856744249,0.1743137675593607,-0.015665066695413,0.2190498138247378,0.1808085243428064,1.5158471574487211,0.1072378112805182,3.25,312.5,0.8663116097450256,0.1089293004923901,0.2454561085289527,0.0893392675944673,0.1651084083107795,0.0527238828816068,0.0575041500139849,0.0676190747917004,0.0945851296459849,-5.2444234036736095,0.9167851575186127,4.3047882368553925,-2.8887145764074518,-8.61337248763476,-5.324661565905112,-9.99142390210559,-17.04474467680014,0.5409789003468601,0.6841458708297491,0.7193994047703748,0.30924141344358697,0,0.0,1.0,0,0.1949705660612079,PASS,196.0,178.0,195.0,73.0,97.0,96.0,137.0,147.0,96.0,178.0
50,zro2_120_formal,51,formal,51,,zro2_120_formal:m051,0.005962708938534453,0.010919188856622028,0.6683195722170858,1.2348373387796907,0.007339820388861024,0.018931232098060153,0.0042346945649153755,0.005716518708202395,0.0015227164878657631,0.0034957147602015584,2.6151176393032074,3.540545403957367,1.4672774076461792,1.7472,0.8600324569718569,0.7403771726356086,0.239640994340774,-1.3746007706187733,0.5698788048471968,4.056577047108049,0.219088507617204,21.0,0.0,1.4672774076461792,0.7914040576328121,0.8467727279860031,0.1081810621270377,0.0158224160143353,0.057450799327581,0.0044623380533132,0.2172999082121163,0.0638394891008115,117.07948550378103,10.688674639192408,2.3250964082245162,0.1686753188439828,-7.530623972981034,-6.2276166826712664,-4.883964537656166,6.982940920365904,1.0306694372296907,1.5844595739206513,0.9755526724894797,0.3024298360135503,0,0.0,1.0,0,0.2150656169829516,PASS,81.0,185.0,108.0,153.0,3.0,199.0,199.0,173.0,3.0,108.0
51,zro2_120_formal,52,formal,52,,zro2_120_formal:m052,0.33739078822430146,0.6760401209069792,0.026392829781869777,0.12748656765429336,0.007805636014347055,0.008053046848885533,0.019441175333766336,0.04248913176932493,0.2813369206000663,0.3631848977822629,3.6352716445922857,6.192712783813477,2.824352264404297,32.7444,1.2356609171223525,0.9184681348502636,-0.5295087053621493,-0.99563671618347,0.2104522603329618,1.1836602616768144,0.1023567471783609,26.25,0.0,2.824352264404297,0.2135728834912549,0.029874015453517,0.2399588678563891,0.0377116024900469,0.2768659983003328,0.0502042664934487,1.1536624951108738,0.8716837046798706,-6.5506513547248355,1.7416688624573242,1.502620889827251,-0.24502125040287193,13.148166705335846,9.502555762059451,77.76134362918008,-123.1245494928864,1.7785529290223194,2.0945126656712683,0.6608186004550898,0.6911578832774706,0,0.0,1.0,0,0.2394926663010758,PASS,56.0,34.0,88.0,153.0,191.0,185.0,148.0,3.0,3.0,56.0
52,zro2_120_formal,53,formal,53,,zro2_120_formal:m053,0.002736186430631012,0.019809799618988756,0.021423014861754897,0.03810087919500014,0.011211306182039003,0.06005174826501543,3.536725770231473e-05,0.020358195930046764,0.0004168461848437043,0.01957871335591902,2.0944943618774414,4.072721481323242,1.5115833282470703,29.1019,0.4348008332600109,0.3019857274740934,0.2136502411023443,3.3498404228542027,0.1856867788226564,1.097769532722528,0.0923030730619071,11.75,22929.6875,1.5115833282470703,0.17832073755151,0.1681988290751401,0.1707368233375683,0.1541961954416422,0.1674357490337735,0.1482912900246316,0.2896755427566988,0.4438568465485259,-6.490382712250341,-0.2254922245866175,-2.7822252091538484,-0.3616500085181077,-0.037807893415585214,-0.8128242521077944,0.45718790363678274,-33.1244552542158,5.626575592879583,12.986346430103298,0.6436501643730625,0.33225668319077456,0,0.0,1.0,0,0.2355851483962465,PASS,155.0,193.0,14.0,12.0,135.0,99.0,60.0,51.0,51.0,51.0
53,zro2_120_formal,54,formal,54,,zro2_120_formal:m054,0.13488317081474924,0.27250326211333536,0.034687672140532935,0.4104059301572656,0.223989652788941,0.2437910656826785,0.014803201721551137,0.05417148070973513,0.0880322711922535,0.13575238150864946,2.8764041137695315,15.424680709838867,1.8557682037353516,41.7621,1.111610184036637,0.6058581633120775,5.820965789855515,56.27971647689509,0.5859140307100862,0.9031263426999948,0.3079650115353077,6.25,0.0,1.855768203735352,0.5779588345570232,0.2703265983248151,0.5259427129914916,0.2238576038047321,0.2306956320664668,0.0430698847567459,0.671763706891428,0.3651977049010589,-3.235796149083055,4.30418861785515,19.569504167811097,8.427598278351422,-9.241140912233885,-8.46862310044647,42.74643095756799,-69.23476567710347,1.4504167353348787,2.7829395086951263,0.6608186004550898,0.9922133848403533,4,0.00015625,1.0,4,0.2373901256280291,PASS,60.0,51.0,69.0,153.0,88.0,61.0,159.0,65.0,61.0,61.0
54,zro2_120_formal,55,formal,55,,zro2_120_formal:m055,0.019658610105301753,0.05038758525794769,0.22150250966563842,0.23496034741467767,0.03643568884444675,0.3491318858673219,0.017519076758978323,0.020881721588189888,0.009011741164215924,0.01121627162795707,2.0311538696289064,4.673395156860352,1.5358390808105469,26.5716,0.5473737525060142,0.4417890991270542,0.0516893929148051,0.3730063788378004,0.2990236344002715,2.6303741038758344,0.0731416212797335,21.25,0.0,1.5358390808105469,0.4202856309370859,0.5895506841151166,0.2692312781275841,0.241926303127253,0.1494658068672205,0.0745616937682605,0.1243373963044657,0.051598324644373,-65.24427732294853,-3.653717433918625,3.913313647694726,-8.509582935693883,-16.870144792680343,-5.255723970435847,-16.909400829188712,-18.288052905532005,0.7447284930455146,0.9255919127141679,0.964010543451169,0.2247263323840894,0,0.0,1.0,0,0.3223332612364289,PASS,134.0,149.0,174.0,153.0,20.0,52.0,113.0,178.0,20.0,149.0
55,zro2_120_formal,56,formal,56,,zro2_120_formal:m056,0.03228893995646924,0.04556482510482381,0.028728462198416387,0.10998347802706017,0.00816945550456984,0.05891713814559031,0.013446803856997275,0.04477779216922776,0.012749643642134063,0.019481230827140036,1.5838309478759767,8.216358184814453,1.9318675994873047,41.6434,0.4492999264913473,0.2857479405403137,3.192383906860477,34.532254274128135,0.2869711915907619,1.254044659568708,0.1288602522952029,4.0,8789.0625,1.931867599487305,0.2566781297513288,0.3263660966529086,0.2190543077032672,0.2377009409580489,0.1559385780188202,0.1204576660578133,0.1336100285659218,0.0884311796870187,-6.031164842654188,1.9357802608809689,1.283232194276939,-8.604123848411616,-8.871638981971971,-17.291320201062607,-27.781129435032817,-11.391551885127205,3.9733118256013054,4.637084537695451,0.9431935618231048,0.3962077785932893,0,0.0,1.0,0,0.3884200710211952,PASS,154.0,118.0,32.0,19.0,64.0,54.0,78.0,152.0,54.0,54.0
56,zro2_120_formal,57,formal,57,,zro2_120_formal:m057,0.005090854306090216,0.04463648160944305,0.01403682784876399,0.029430654853640995,0.0027240849343395782,0.026153153909639404,0.010328886155078253,0.020254190180029746,0.002313057642934176,0.03776701945287965,1.257742691040039,4.1137847900390625,0.9248580932617188,44.8735,0.3080518234339486,0.2339732168614864,0.9648728084981202,4.060092332604276,0.1616770979754267,1.1508686829862684,0.0571836941888324,6.0,0.0,0.9248580932617188,0.1653264814681306,0.2880297042192524,0.1191779803369355,0.1496733485589054,0.1208402119230347,0.1538775945951911,0.163290590132689,0.2809795738553063,-4.4245391304743835,0.5200167557635768,0.9061159540144884,-0.1276840981188051,-10.589796699898983,-8.938357703911441,-5.482714984730661,-4.009001269776561,0.6093272542052567,0.7976652622319083,0.9138312739282978,0.27677966116827984,0,0.0,1.0,0,0.9223775229990204,PASS,182.0,186.0,186.0,153.0,77.0,102.0,57.0,86.0,57.0,182.0
57,zro2_120_formal,58,formal,58,,zro2_120_formal:m058,2.1756461353705276,1.7842257953846292,0.03364571379698471,0.29515722214688267,0.5769765907147222,13.761034781116784,1.1224995710883015,11.076720487690542,1.187864125424381,1.4398509133255006,18.58354934692383,29.19865608215332,1.2795524597167969,43.4805,4.005460126965916,1.2893356073275208,4.477691589524174,21.134851690186565,1.0336346449850955,1.2981687440472829,0.4236889805611008,13.75,156.25,1.2795524597167969,0.7206567787873822,0.0323707026608033,1.7533628413460516,0.19161908901468,2.1978744273080686,0.3010931853476962,2.6866141629759697,0.449889413849633,-2.514256083338582,-1.3392346975635172,-11.700979131071666,34.84912002383608,76.76248336640984,107.31081334021225,284.6282385992561,93.85160259469126,3.265888113057742,4.409809294709781,1.0041568443946625,0.24585414487360388,226,0.008828125,1.0,56,0.2018516802644489,PASS,12.0,14.0,36.0,83.5,189.0,77.0,10.0,49.0,10.0,14.0
58,zro2_120_formal,59,formal,59,,zro2_120_formal:m059,0.5410256429762867,3.0026071906551297,0.037883808472008194,1.6504140763505535,0.07490632190900035,2.2126090712260584,0.3311802536139356,0.501659927961935,0.5186006586937564,0.7768242724079583,13.11912452697754,18.635173797607422,1.6376304626464844,53.0235,3.0752479787831546,1.2817343214154244,2.9865350450501227,8.153666665978992,1.086496393170759,0.8181517336904143,0.5229872705144085,13.75,0.0,1.6376304626464844,1.0778981239375254,0.1228556541339338,1.2692325676955811,0.1703421526128498,1.5341255532525369,0.248863683090445,1.971905497135567,0.4111609983734333,-1.8880284917270824,10.950279709770827,-2.5878183356225346,-17.354066208767396,-34.93915973070747,14.577810041267751,-126.95927217505559,13.418038406969067,2.5596503662620065,3.2059450914236294,0.9945932277519555,0.7226539420391821,439,0.0171484375,1.0,223,0.2168116630460932,PASS,18.0,24.0,53.0,153.0,152.0,92.0,20.0,57.0,20.0,24.0
59,zro2_120_formal,60,formal,60,,zro2_120_formal:m060,0.1419616593976832,0.17042758945979558,1.339676009473573,1.6142296766250077,0.1925528382747248,0.4807987791695102,0.019880034808471458,0.12780649286756063,0.06935108235336514,0.059096557906204605,4.612603057324886,7.642937421798706,4.772441267967224,1.3027,1.2603542249828787,0.9958619920506756,-0.6588416630723618,-0.3322717686786238,0.8399400640596911,1.9880771714359875,0.4335820824870325,21.25,234.375,4.772441267967224,0.9474816879916512,0.5651404681589947,0.4429192536709128,0.1234991236202004,0.3310381766799697,0.0689875813862267,0.3897686710287199,0.0956375877511141,-128.3124450115507,-5.425934142782294,15.60896996337685,9.910039849466294,-7.380506843480202,-25.82763717592606,-50.96970516853078,-48.38666785466075,2.372094802288706,2.455178174362215,1.106007673443112,0.3938520020380258,0,0.0,1.0,0,0.2085582937734683,PASS,54.0,49.0,82.0,76.5,23.0,123.0,119.0,146.0,23.0,54.0
60,zro2_120_formal,61,formal,61,,zro2_120_formal:m061,1.4574193946709295,1.3652529181949802,0.30831206608437706,0.846838653822587,0.5172598521385067,1.2493095047608826,0.6618843099771095,3.9762694481498517,0.8766261779085461,1.3543705087328615,13.963002395629884,18.86536979675293,1.5007743835449219,46.7247,3.1961779063795595,1.1668185265362263,3.5994441390383174,12.089759822922485,1.005495057093447,1.464862961465334,0.5072300465042217,14.25,0.0,1.500774383544922,0.8297980787862737,0.0674035793710452,0.9812792544373016,0.0942591121075191,1.5640793433690547,0.2394725123788424,2.3949689313214075,0.5614846366629428,-19.977250143943266,8.754431225851869,22.905051547907135,5.169896196492255,61.27588305706494,83.82153550344312,227.34313224907962,66.77802584436003,2.804367914363466,3.054349367271911,1.07543595254729,0.26534751492787484,72,0.0028125,1.0,26,0.2543780531078886,PASS,16.0,18.0,59.0,153.0,170.0,142.0,24.0,33.0,24.0,24.0
61,zro2_120_formal,62,formal,62,,zro2_120_formal:m062,0.13999369892528216,0.31612043198752,0.07698515095513152,1.863878796620733,0.6440234968075291,0.9149108729750016,0.34452693859021966,0.4377199364497267,0.08878925669820241,0.13556159954248853,8.145336914062506,18.706501007080078,3.0534839630126953,60.3441,1.7942620054480625,0.9737719048559664,3.742589058681635,21.56639016240092,0.8628696930918394,0.9224038609777084,0.4319937476142599,6.75,429.6875,3.0534839630126958,0.7529441134639315,0.176097732171595,1.0038361660160624,0.3130069314885707,0.8053989062846965,0.2014885397639311,0.822775160172235,0.2102764429739613,-5.321775297723384,-27.991544308066526,-27.240189998174895,24.855153141637285,-74.836495594226,17.57079550651433,-48.83499229021616,36.93194493996386,2.1695580824103122,2.7590878590041186,1.1522685027314643,0.6280766783876981,69,0.0026953125,1.0,40,0.2003668176758904,PASS,38.0,50.0,72.0,66.0,130.0,28.0,36.0,105.0,28.0,50.0
62,zro2_120_formal,63,formal,63,,zro2_120_formal:m063,0.2655826461831945,0.729234359165683,0.175879569001849,2.0836300736495295,1.810063357286173,2.8451149816973422,0.626434789783807,1.316640444982031,0.2013469209438839,0.3571654711804622,12.154157714843766,17.814369201660156,4.115699768066406,58.8036,2.4030528988995203,1.5361252203583715,2.232202021187418,7.955427296053466,1.0138773727647026,0.9215425537451278,0.5132431352228168,6.75,0.0,4.115699768066406,1.0059157150887486,0.1752251836514906,1.1453493986048358,0.2271691337694159,1.307655795602191,0.2961148746189752,1.1813056627231502,0.2416561818437673,9.414481954394002,1.3177992957638813,59.26305638614783,37.349354334475535,-81.84314816665392,24.529251484590784,73.09334193550738,85.10025855786016,2.5596503662620065,2.859693071626855,1.0804161657643196,0.5949712842696572,13,0.0005078125,1.0,13,0.2306759311527162,PASS,26.0,36.0,64.0,153.0,131.0,57.0,11.0,99.0,11.0,36.0
63,zro2_120_formal,64,formal,64,,zro2_120_formal:m064,0.15354266414096548,0.15255599331075853,0.1700272226197446,0.5861005443990912,0.10582683405631059,1.844778421093872,0.0186309659595728,0.14221969245103633,0.028197279578261517,0.02828520048586828,5.4688053131103525,10.51170539855957,2.503072738647461,35.8151,1.5879288561494949,1.3349727872759105,0.4205401118394543,-0.7686000077233972,0.8332758125840145,3.0834383080703125,0.2552782408164044,21.5,0.0,2.503072738647461,0.6058488537130508,0.1455681958042285,1.186528213560062,0.55833397676849,0.2432604947311363,0.0234682707289717,0.609605386990366,0.1473789678105153,14.607340687409174,6.881201112239413,3.971300529790035,-3.9783151305650084,-10.531355915944578,-8.449367562151744,68.40792021081579,1.9946320255842573,2.6093062129232436,2.8922752265381932,1.244827698753283,0.23724726939946364,0,0.0,1.0,0,0.2054230495618106,PASS,45.0,48.0,63.0,153.0,142.0,1.0,189.0,127.0,1.0,48.0
64,zro2_120_formal,65,formal,65,,zro2_120_formal:m065,0.11699638588997789,0.10765152319969512,0.09352086289469033,2.1158916628021007,0.1492899705462571,0.7257454935207446,0.035656501518383316,0.1383341827939399,0.05456199708148368,0.051239741404567545,4.587713508605958,11.732391357421875,2.595640182495117,34.5322,1.1313200344645944,0.8215829270333052,1.1949461692836636,4.07273696280283,0.5980411082832028,1.810111423127255,0.2171075990707029,21.5,0.0,2.595640182495117,0.5881399399851632,0.27026536251107,0.6575003262045355,0.3377699340761015,0.2683920843312098,0.0562818610926546,0.5634687144706803,0.2480668084487266,-7.715560730361848,1.315293438479189,-7.564896018003282,-25.79458031524169,-20.806790305148393,8.797614328307313,50.35808476193379,-37.74555708984749,1.4790436587821947,1.6953321748577503,1.156465551646241,0.276284670714141,0,0.0,1.0,0,0.3142614997512097,PASS,59.0,58.0,100.0,153.0,89.0,23.0,140.0,97.0,23.0,59.0
65,zro2_120_formal,66,formal,66,,zro2_120_formal:m066,51.2161118402466,42.17711521706538,2.734093231118833,13.791880187677924,13.268356187131056,56.5351957094284,7.748500828945151,18.03955512964091,46.19945128663886,44.99837999364044,28.251261386871338,29.554903984069824,0.8843765258789062,37.9908,12.603457527561158,6.405994279943407,1.282558648584035,-0.3023233507618461,2.166039636286961,3.9649708489031097,1.1078416314978343,26.0,0.0,0.8843765258789062,1.7685808539755716,0.0196911206873322,2.613404519576204,0.0429965759033391,3.5889122940166818,0.0810860763399961,11.592329731796118,0.8459838006250842,84.30185410909117,-14.127805236483733,201.03843419716503,77.03472463418642,300.3610678721267,397.7019806881101,1676.1891260244263,616.2732347379097,16.078535447042643,17.601482900241425,1.4665349066643787,0.6568672123319635,49,0.0019140625,1.0,20,0.2427826624700142,PASS,1.0,1.0,9.0,153.0,196.0,182.0,107.0,6.0,6.0,6.0
66,zro2_120_formal,67,formal,67,,zro2_120_formal:m067,0.5710553307608884,0.6531256969859581,0.031228715065387002,0.5803381262728796,0.16515295450947318,0.7564610956876872,1.2654674094259035,2.2508568551192676,0.171223226350029,0.3065087852469053,9.01695671081543,14.180198669433594,8.89329719543457,58.7545,2.150660599802733,1.487261818498373,-1.3065956245140529,2.2532313995735285,0.551632563032504,1.347435820411795,0.1879319251364045,17.5,41171.875,8.89329719543457,0.522253924835019,0.0589684438593792,0.8934062507575449,0.1725655959658583,1.5059497958717858,0.4903173149968517,1.0940411709964608,0.2587757486016566,-3.215528020657575,8.83952125861025,-6.959180406891543,-21.846906955105702,-201.62272777493212,-15.848333473313795,55.23960421358278,-108.12135267697661,10.968412081331055,17.814947673255965,1.4187488116767424,2.167352353482426,30,0.001171875,1.0,30,0.2008533366938337,PASS,32.0,23.0,8.0,7.0,176.0,88.0,1.0,92.0,1.0,8.0
67,zro2_120_formal,68,formal,68,,zro2_120_formal:m068,2.632800278119546,1.9725552104258184,0.1733676508473495,0.8226538055834178,0.7169937961950178,1.5023505160566735,0.6196321355823916,3.049059577143857,1.835702956193088,2.388068516100143,15.923950881958012,21.910419464111328,4.62037467956543,62.5775,3.912626223267634,2.2021347646415235,1.9518246818619551,3.4028291229294707,0.8518566446437194,1.0852586972427083,0.4207686708982259,15.75,0.0,4.62037467956543,0.7099427319738126,0.0329237967713254,0.973641983740306,0.0619244078569509,1.359362047921578,0.1207073063947093,3.426642846704241,0.7670098819495392,-13.19782333057242,5.549151028695119,30.336573052789497,-21.332695558678473,60.206101993105264,108.44297440036274,284.53643254227035,147.44037631791096,4.277913531472864,4.678075661978408,1.753098795161469,1.5004081572552073,86,0.003359375,1.0,38,0.216676176790173,PASS,13.0,13.0,31.0,153.0,187.0,170.0,77.0,15.0,15.0,15.0
68,zro2_120_formal,69,formal,69,,zro2_120_formal:m069,0.008803441865547434,0.07984801972582432,0.07778397899112918,0.3191955639362929,0.07997755966685531,0.154934972117137,0.008120766949296832,0.22813165130184634,0.005288758723669224,0.025566155580625263,3.259563789367676,5.694036960601807,2.989574909210205,6.6174,0.7699583452263639,0.6002086194232106,-0.1133136068177683,0.4195609888954905,0.4340328520674414,1.136844761253175,0.1815992421134429,4.5,2343.75,2.989574909210205,0.4272556617964234,0.3079223354916485,0.4155108548458658,0.2912260948950952,0.304574088417252,0.1564773365270074,0.2383730281170681,0.0958472740968349,-9.582455848125036,-1.5534490634128397,8.83892358902467,2.3768891286411877,-3.7899450554635576,-5.80771067184567,-8.999067685578204,-13.113196813373586,2.0347420089970036,2.2125085110811384,1.3988903846134613,0.46056951410579083,0,0.0,1.0,0,0.1877983508926904,PASS,89.0,175.0,85.0,32.0,69.0,35.0,54.0,145.0,35.0,85.0
69,zro2_120_formal,70,formal,70,,zro2_120_formal:m070,0.8286724833273363,1.8891252056714758,0.19153842492574635,0.5280961748650577,0.10894361063847524,23.41044071454877,0.6519439694277116,15.777297640529888,0.6046098112704696,1.1115883918506098,20.229380035400393,23.582408905029297,3.5463600158691406,59.6402,4.336545686211816,2.211951120197773,2.8097340581846537,8.115555369397878,1.6296341022855605,0.9691131094152854,0.93491172569135,11.25,0.0,3.5463600158691406,1.2319879033787955,0.0807095702752813,2.185954320036577,0.2540939427885995,2.4569254709133967,0.3209934075471926,2.350995897255547,0.2939110337238833,-8.445090320803736,1.9161718407952226,-1.905995895994665,-76.91212834615747,-40.814812866298396,-53.97846444357437,134.10996770068928,113.71230641007764,4.4456751878349765,5.4367325643652835,1.1522685027314643,0.8288779051688518,131,0.0051171875,1.0,53,0.242062108894271,PASS,11.0,20.0,26.0,153.0,163.0,49.0,7.0,77.0,7.0,20.0
70,zro2_120_formal,71,formal,71,,zro2_120_formal:m071,1.0381866180510335,0.9561888109083979,1.3494363326716814,4.407835823587012,0.9796736700777146,4.928619093506168,0.2395401172453817,1.1770922952218763,0.9985146028353614,0.7068877626408558,11.35096134185791,18.68949556350708,9.48897647857666,17.1843,2.8243877597768337,2.2310334096476434,0.1554012338844522,-0.1154594305014033,0.9658385355355724,1.4454155950868437,0.4098542990632767,14.0,39.0625,9.48897647857666,0.9850838818506744,0.1216459865338893,1.5528588352681352,0.3022841064734242,0.7434807319110243,0.0692932281522442,1.9339731115352412,0.4688697582732932,-82.23323363060028,11.130712187691335,-27.567612634129446,12.257785391365314,-50.389229882585546,2.7448861030235054,-237.934694837583,143.7932203179962,4.165694792035177,5.021315896810889,1.6695133766406145,0.541685057303249,0,0.0,1.0,0,0.2431690322075443,PASS,21.0,19.0,29.0,101.0,153.0,31.0,118.0,45.0,31.0,29.0
71,zro2_120_formal,72,formal,72,,zro2_120_formal:m072,0.053376602046122094,0.0948579972766809,0.35456169797970466,0.5571042218578024,0.4488639733905603,0.8716322107475444,0.04099342948490582,0.1242143644114985,0.019776886573804678,0.02186061719426922,3.566420059204103,8.038837432861328,2.3160343170166016,48.4288,0.8232230594113646,0.6238403068482876,0.3648853121724951,1.5705007047676185,0.4101077942613639,1.7223041648105166,0.1475224103280283,21.75,0.0,2.3160343170166016,0.461168721567213,0.3138229017829602,0.5828662422921048,0.501305826450218,0.2605199743746474,0.1001490881794517,0.1180096163295138,0.0205494282427132,-56.565543913190595,-9.167576234472998,28.78447737675138,-12.710226759349633,-20.208210472980806,-17.733412435634,-31.990431948004673,-20.065964018800273,1.2356123596585225,1.2887910059903867,1.3689693845176427,1.0591537711562857,0,0.0,1.0,0,0.2677030906769344,PASS,86.0,90.0,126.0,153.0,65.0,4.0,95.0,195.0,4.0,90.0
72,zro2_120_formal,73,formal,73,,zro2_120_formal:m073,0.010144116755936404,0.02290267770730045,0.01734803174942354,0.12727502277356265,0.05786813869727773,0.09475431783774023,0.003414246789770051,0.05785720929664578,0.004416374501136182,0.004393180631976128,1.8420581054687508,4.383243560791016,0.732661247253418,27.4222,0.4052748441256995,0.2255362015217542,3.3253824894527946,16.36161061210553,0.2154900984286867,1.007983505718376,0.1024741786497676,5.25,156.25,0.732661247253418,0.2110309346929398,0.2711395994725976,0.230971377119878,0.3248007569186595,0.1815626733487987,0.200702990043976,0.108156560863793,0.0712207337398529,-4.067308669425378,7.040363301755736,9.947503471143476,-4.584088951334513,-2.9550308152025657,0.14255357575099015,-15.90147028243695,-6.584189754594082,0.5758711463144082,1.2023771269231849,1.0525837552281263,1.2938509188168847,0,0.0,1.0,0,0.2420069736857397,PASS,160.0,168.0,136.0,83.5,87.0,26.0,37.0,164.0,26.0,136.0
73,zro2_120_formal,74,formal,74,,zro2_120_formal:m074,0.08836105284710177,0.08732292652406688,0.01945054570175718,0.10250366787493878,0.012098597991513301,0.026149076608206385,0.019429208913339588,0.05176269256537747,0.054841999761329877,0.09492063231980105,2.525446243286133,7.443376541137695,2.55319881439209,16.8609,0.6825202980520696,0.5024148556962609,0.1497916386985334,4.937503067166029,0.2197226585329062,1.083569762407986,0.1159971026715147,26.75,8359.375,2.55319881439209,0.212669571168696,0.0970911325738855,0.1609016418451764,0.055576322733398,0.1580747804854898,0.0536406499278886,0.590256817391199,0.7479126522489667,-4.798825635036633,4.914889298347066,3.123745108066593,3.5115483012107793,-13.061054207405828,-16.681443300924958,-46.95824141718594,-26.695432730568736,2.29039147146274,2.7985131631728013,0.956805018100096,1.6248750274229522,0,0.0,1.0,0,0.2617616812564403,PASS,110.0,69.0,68.0,20.0,159.0,174.0,144.0,17.0,17.0,68.0
74,zro2_120_formal,75,formal,75,,zro2_120_formal:m075,0.005071678916020754,0.024685477895082224,0.0005482164283958479,0.04738481002283191,0.0014170687971760845,0.015337300754493032,0.0066382713424400835,0.013868582119740352,0.0037620622897814545,0.016146987225590038,1.1229877305030822,1.8079568445682526,0.9113327264785767,1.1292,0.2684310077621792,0.2133792942960281,0.0293600285147579,-0.0639464126241233,0.1818235096951735,1.4837386165682245,0.061367746139115,7.75,0.0,0.9113327264785768,0.1650223365421304,0.3779375994699512,0.1010126858402433,0.1416075711562661,0.0656736493166012,0.0598572741413927,0.0975191325312142,0.1319818753847473,0.17782160685608564,2.4404387229814923,0.45651886555731336,-3.992695592556729,-10.003029059559715,-6.112397226860274,-7.051639546259371,-17.808196502534383,0.5606349214287798,0.7223092069039789,1.0591537711562857,1.169293915872409,0,0.0,1.0,0,0.1936535990945772,PASS,187.0,188.0,192.0,153.0,52.0,107.0,133.0,133.0,52.0,187.0
75,zro2_120_formal,76,formal,76,,zro2_120_formal:m076,0.005079070074211376,0.03584760022807456,0.001580464625181458,0.12974987050016012,0.01592401485626516,0.06273974470794723,0.015132861679137351,0.0329941349000176,0.0033368339187392457,0.024570336603697035,1.3284688949584962,5.7682037353515625,1.0027570724487305,11.1144,0.395598070183606,0.2684356371872127,3.3868323225369563,31.887039347608088,0.2298131001644138,1.2656778832718067,0.0929590674370021,5.75,0.0,1.0027570724487305,0.2400533318415529,0.3682198083807328,0.1776156677930628,0.2015831453638495,0.1119578857213249,0.08009419634927,0.1719577154700118,0.1889448263768428,0.35443840984746183,0.6436193348519355,-3.596295572601329,-3.3095075342806077,-10.738853814397812,-17.517287989444135,5.274883190162184,-20.33374406506402,1.1566587171864895,1.6370744564272046,1.3152652087518901,1.238419244263982,0,0.0,1.0,0,0.2795348742781819,PASS,164.0,187.0,105.0,153.0,55.0,73.0,108.0,112.0,55.0,153.0
