session_id,measurement_id,sample_id,roi_within_measurement,theta_session_deg,d4_transform_session,manual_left_u_um,manual_right_u_um,manual_top_v_um,manual_bottom_v_um,manual_center_u_um,manual_center_v_um,manual_center_x_um,manual_center_y_um,center_x_um,center_y_um,manual_width_um,manual_height_um,registration_method,evidence_level,source_table,source_sha256,config_sha256,geometry_gate_pass,paired_gate_pass,center_within_fov,box_corner_margin_um,available_centered_square_um,status,warning,qa_v6_status,qa_v6_center_u_um,qa_v6_center_v_um,qa_v6_delta_u_um,qa_v6_delta_v_um,qa_v6_center_disagreement_um,coarse_plane_rmse_um,final_plane_a,final_plane_b,final_plane_c,final_plane_rmse_um,final_reference_fraction,final_reference_retained_fraction,final_reference_quadrants,registered_fov_um,registered_pixel_um,registered_valid_fraction,h200_pixel_um,h200_valid_fraction,h_reg_path,h_200_path,mask_path,final_leveling_failed
zro2_120_formal,1,1,single,-0.7000000000025182,identity,-90.01461324235169,112.02548582351062,-99.588932164548,106.55767297988882,11.005436290579468,3.4843704076704114,11.047183507313195,3.3496569435690215,11.047183507313195,3.3496569435690215,202.0400990658623,206.14660514443682,manual_four_edge_a_v1,3,manual_four_edge_validation_frozen.csv,536BF658AD75F1BC7DCC6E9461D821E046F58A7636D26A7EAABF51A80D56AF9D,008B1B92CCED105EC6D8E7E8EE3D6A34FCE8A14AC0AB66025AC2268469AABD42,True,True,True,156.67620285025689,515.6902480598774,PASS,,PASS,11.297560228674616,1.6439109589170642,0.29212393809514836,-1.8404594487533472,1.8634986927051205,0.2188877772242756,0.0002018847022598081,-0.00017544827659922088,0.11956989060971322,0.16449402285437154,1.0,0.9228096410978185,4,300.00000000000006,0.34443168771526983,1.0,0.3448275862068966,1.0,outputs\rectangle_registration\manual_v1\registered\H_reg\zro2_120_formal__sample_001.npz,outputs\rectangle_registration\manual_v1\registered\H_200\zro2_120_formal__sample_001.npz,outputs\rectangle_registration\manual_v1\registered\masks\zro2_120_formal__sample_001.npz,False
zro2_120_formal,2,2,single,-0.7000000000025182,identity,-101.51283026236013,102.5805218427895,-101.6421852038352,108.61092601917605,0.5338457902146843,3.4843704076704256,0.5763745053030672,3.477588373458819,0.5763745053030672,3.477588373458819,204.09335210514962,210.25311122301125,manual_four_edge_a_v1,3,manual_four_edge_validation_frozen.csv,536BF658AD75F1BC7DCC6E9461D821E046F58A7636D26A7EAABF51A80D56AF9D,008B1B92CCED105EC6D8E7E8EE3D6A34FCE8A14AC0AB66025AC2268469AABD42,True,True,True,154.48262931900337,515.4374547106034,PASS,,PASS,1.2962876357562294,2.3440345539557756,0.7624418455415451,-1.14033585371465,1.3717446654169707,0.28930860407783754,-0.00033676948058272455,-0.00037817068484013224,0.26415227594803925,0.17257236766101963,1.0,0.924026507154586,4,300.00000000000006,0.34443168771526983,1.0,0.3448275862068966,1.0,outputs\rectangle_registration\manual_v1\registered\H_reg\zro2_120_formal__sample_002.npz,outputs\rectangle_registration\manual_v1\registered\H_200\zro2_120_formal__sample_002.npz,outputs\rectangle_registration\manual_v1\registered\masks\zro2_120_formal__sample_002.npz,False
zro2_120_formal,3,3,single,-0.7000000000025182,identity,-101.92348087021753,103.81247366636183,-79.8777029873907,127.9115045884759,0.9444963980721468,24.0169008005426,1.2378404071265892,24.003569497796775,1.2378404071265892,24.003569497796775,205.73595453657936,207.7892075758666,manual_four_edge_a_v1,3,manual_four_edge_validation_frozen.csv,536BF658AD75F1BC7DCC6E9461D821E046F58A7636D26A7EAABF51A80D56AF9D,008B1B92CCED105EC6D8E7E8EE3D6A34FCE8A14AC0AB66025AC2268469AABD42,True,True,True,135.1784742396164,474.8779806234068,PASS,,PASS,0.660063566006047,23.75518553938835,-0.2844328320660998,-0.2617152611542508,0.38651896962268206,0.2561944868863207,-0.0002973821323394739,-0.0010972480356857225,0.05288872274933961,0.1842267308790238,1.0,0.9063379662209712,4,300.00000000000006,0.34443168771526983,1.0,0.3448275862068966,1.0,outputs\rectangle_registration\manual_v1\registered\H_reg\zro2_120_formal__sample_003.npz,outputs\rectangle_registration\manual_v1\registered\H_200\zro2_120_formal__sample_003.npz,outputs\rectangle_registration\manual_v1\registered\masks\zro2_120_formal__sample_003.npz,False
zro2_120_formal,4,4,single,-0.7000000000025182,identity,-98.638276007358,107.91897974493622,-101.23153459597779,104.50441994060162,4.640351868789111,1.6364426723119152,4.659997979248059,1.5796293613825874,4.659997979248059,1.5796293613825874,206.55725575229422,205.7359545365794,manual_four_edge_a_v1,3,manual_four_edge_validation_frozen.csv,536BF658AD75F1BC7DCC6E9461D821E046F58A7636D26A7EAABF51A80D56AF9D,008B1B92CCED105EC6D8E7E8EE3D6A34FCE8A14AC0AB66025AC2268469AABD42,True,True,True,158.62394735936923,519.1878342370462,PASS,,PASS,4.193962019614268,1.9576877217511346,-0.44638984917484237,0.3212450494392194,0.5499657073268706,0.23997225069364497,-0.0009713019556536176,-0.0003303898396530558,0.1297233995193697,0.1919676607517392,1.0,0.9557090077410274,4,300.00000000000006,0.34443168771526983,1.0,0.3448275862068966,1.0,outputs\rectangle_registration\manual_v1\registered\H_reg\zro2_120_formal__sample_004.npz,outputs\rectangle_registration\manual_v1\registered\H_200\zro2_120_formal__sample_004.npz,outputs\rectangle_registration\manual_v1\registered\masks\zro2_120_formal__sample_004.npz,False
zro2_120_formal,5,5,single,-0.7000000000025182,identity,-113.42169789022597,86.15449752849167,-92.60787183097148,114.36003452918027,-13.633600180867148,10.876081349104396,-13.499709605729677,11.041831368258034,-13.499709605729677,11.041831368258034,199.57619541871765,206.96790636015174,manual_four_edge_a_v1,3,manual_four_edge_validation_frozen.csv,536BF658AD75F1BC7DCC6E9461D821E046F58A7636D26A7EAABF51A80D56AF9D,008B1B92CCED105EC6D8E7E8EE3D6A34FCE8A14AC0AB66025AC2268469AABD42,True,True,True,148.58845922116234,500.49046066055837,PASS,,PASS,-13.838898297964764,10.21311300457893,-0.20529811709761603,-0.662968344525467,0.694027623893073,0.22807839025000887,-0.0010351369585839037,-0.00015101020709605388,0.2615307509325945,0.1798383277902135,1.0,0.9305140159512081,4,300.00000000000006,0.34443168771526983,1.0,0.3448275862068966,1.0,outputs\rectangle_registration\manual_v1\registered\H_reg\zro2_120_formal__sample_005.npz,outputs\rectangle_registration\manual_v1\registered\H_200\zro2_120_formal__sample_005.npz,outputs\rectangle_registration\manual_v1\registered\masks\zro2_120_formal__sample_005.npz,False
zro2_120_formal,6,6,single,-0.7000000000025182,identity,-111.82544031311151,92.1452054794521,-99.18317025440314,102.8324853228963,-9.840117416829711,1.8246575342465832,-9.817091202905686,1.9447380821360136,-9.817091202905686,1.9447380821360136,203.97064579256363,202.01565557729944,manual_four_edge_a_v1,3,manual_four_edge_validation_frozen.csv,536BF658AD75F1BC7DCC6E9461D821E046F58A7636D26A7EAABF51A80D56AF9D,008B1B92CCED105EC6D8E7E8EE3D6A34FCE8A14AC0AB66025AC2268469AABD42,True,True,True,160.13464960268783,518.466376996649,PASS,,STOP,-7.285835238359511,2.1623211629409953,2.5542821784702,0.33766362869441213,2.576504254487764,0.19917423014288346,-0.00014978544260101589,-0.0001884177624786763,0.10014995325102376,0.17822948905851393,1.0,0.9515745953553836,4,300.00000000000006,0.34443168771526983,1.0,0.3448275862068966,1.0,outputs\rectangle_registration\manual_v1\registered\H_reg\zro2_120_formal__sample_006.npz,outputs\rectangle_registration\manual_v1\registered\H_200\zro2_120_formal__sample_006.npz,outputs\rectangle_registration\manual_v1\registered\masks\zro2_120_formal__sample_006.npz,False
zro2_120_formal,7,7,single,-0.7000000000025182,identity,-115.06430032165576,82.45864205777468,-96.30372730168847,109.84287784274838,-16.30282913194054,6.7695752705299554,-16.218908539532194,6.968241731951442,-16.218908539532194,6.968241731951442,197.52294237943045,206.14660514443685,manual_four_edge_a_v1,3,manual_four_edge_validation_frozen.csv,536BF658AD75F1BC7DCC6E9461D821E046F58A7636D26A7EAABF51A80D56AF9D,008B1B92CCED105EC6D8E7E8EE3D6A34FCE8A14AC0AB66025AC2268469AABD42,True,True,True,153.0852111153801,508.5399006505301,PASS,,PASS,-16.786008313108145,6.641207518429075,-0.4831791811676034,-0.12836775210088014,0.49994039734075174,0.23174339844583258,-4.0721740918311355e-05,-0.0004941270083434479,0.18718594723999635,0.1724512495638623,1.0,0.9322586793338025,4,300.00000000000006,0.34443168771526983,1.0,0.3448275862068966,1.0,outputs\rectangle_registration\manual_v1\registered\H_reg\zro2_120_formal__sample_007.npz,outputs\rectangle_registration\manual_v1\registered\H_200\zro2_120_formal__sample_007.npz,outputs\rectangle_registration\manual_v1\registered\masks\zro2_120_formal__sample_007.npz,False
zro2_120_formal,8,8,single,-0.7000000000025182,identity,-94.94242053664101,112.02548582351062,-107.80194432169685,97.52335960702507,8.541532643434806,-5.13929235733589,8.478108446930984,-5.2432607216417315,8.478108446930984,-5.2432607216417315,206.96790636015163,205.32530392872192,manual_four_edge_a_v1,3,manual_four_edge_validation_frozen.csv,536BF658AD75F1BC7DCC6E9461D821E046F58A7636D26A7EAABF51A80D56AF9D,008B1B92CCED105EC6D8E7E8EE3D6A34FCE8A14AC0AB66025AC2268469AABD42,True,True,True,155.16311752013206,511.9484745045519,PASS,,PASS,8.458175785859739,-5.273514870146949,-0.08335685757506717,-0.1342225128110588,0.15800015395595307,0.20228939453751327,-0.000644521480628602,0.0006115975061242471,0.14763900158059087,0.18122257422050003,1.0,0.8516449683321604,4,300.00000000000006,0.34443168771526983,1.0,0.3448275862068966,1.0,outputs\rectangle_registration\manual_v1\registered\H_reg\zro2_120_formal__sample_008.npz,outputs\rectangle_registration\manual_v1\registered\H_200\zro2_120_formal__sample_008.npz,outputs\rectangle_registration\manual_v1\registered\masks\zro2_120_formal__sample_008.npz,False
zro2_120_formal,9,9,single,-0.7000000000025182,identity,-87.14005898734956,118.5958955492298,-99.17828155669054,111.07482966632071,15.727918280940116,5.948274054815087,15.799414570154635,5.755682142327013,15.799414570154635,5.755682142327013,205.73595453657936,210.25311122301125,manual_four_edge_a_v1,3,manual_four_edge_validation_frozen.csv,536BF658AD75F1BC7DCC6E9461D821E046F58A7636D26A7EAABF51A80D56AF9D,008B1B92CCED105EC6D8E7E8EE3D6A34FCE8A14AC0AB66025AC2268469AABD42,True,True,True,152.19450171249676,510.9359263974426,PASS,,PASS,15.321373710248219,5.756195315537018,-0.40654457069189753,-0.1920787392780694,0.4496362196728727,0.2713436573814032,0.00034617884084213213,-0.00011923091809740204,0.20337403883964908,0.21337157041773924,1.0,0.9026946985690828,4,300.00000000000006,0.34443168771526983,1.0,0.3448275862068966,1.0,outputs\rectangle_registration\manual_v1\registered\H_reg\zro2_120_formal__sample_009.npz,outputs\rectangle_registration\manual_v1\registered\H_200\zro2_120_formal__sample_009.npz,outputs\rectangle_registration\manual_v1\registered\masks\zro2_120_formal__sample_009.npz,False
zro2_120_formal,10,10,single,-0.7000000000025182,identity,-98.638276007358,107.0976785292213,-100.41023338026287,105.73637176417395,4.229701260931648,2.663069191955543,4.261920315432914,2.6111961823596723,4.261920315432914,2.6111961823596723,205.7359545365793,206.14660514443682,manual_four_edge_a_v1,3,manual_four_edge_validation_frozen.csv,536BF658AD75F1BC7DCC6E9461D821E046F58A7636D26A7EAABF51A80D56AF9D,008B1B92CCED105EC6D8E7E8EE3D6A34FCE8A14AC0AB66025AC2268469AABD42,True,True,True,157.3920874767798,517.1494513947752,PASS,,PASS,4.480465586330272,3.9003321868076593,0.2507643253986238,1.237262994852116,1.2624192906174456,0.2093315666446699,9.488824737221857e-05,0.000673263297279071,0.12680717350785772,0.18219741043499346,1.0,0.8932090077410274,4,300.00000000000006,0.34443168771526983,1.0,0.3448275862068966,1.0,outputs\rectangle_registration\manual_v1\registered\H_reg\zro2_120_formal__sample_010.npz,outputs\rectangle_registration\manual_v1\registered\H_200\zro2_120_formal__sample_010.npz,outputs\rectangle_registration\manual_v1\registered\masks\zro2_120_formal__sample_010.npz,False
