session_id,measurement_id,sample_id,roi_within_measurement,cag_path,mapping_provenance,plane_a,plane_b,plane_c,plane_rmse_um,sigma_ref_um,theta_line_deg,orientation_center_x_um,orientation_center_y_um,orientation_threshold_um,orientation_signal_pixels,orientation_confident,crop_center_x_um,crop_center_y_um,crop_length_um,crop_pixels,raw_width_um,raw_height_um,valid_pixel_ratio
zro2_120_line,48,48,single,氧化锆/120组直线.cag,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),-0.0019843812334003038,0.014788445125810117,12.781660999853418,0.23976918785279572,0.22788489730860742,-0.4250356661064245,-1.3674772681104699,0.471700818515953,0.9115395892344297,16084,True,0.0,0.0,289.469213268924,1000,285.344768,17.834048,1.0
zro2_120_line,49,49,single,氧化锆/120组直线.cag,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),-0.0013559768182616933,0.02108684959990298,11.420905475124298,0.27689221243307965,0.26416807907875933,-0.5107296199801681,12.4637112343071,0.06354101455615797,1.0566723163150373,14108,True,0.0,0.0,289.4924006889355,1000,285.344768,17.834048,1.0
zro2_120_line,50,50,single,氧化锆/120组直线.cag,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),-0.0013934129125327563,0.017040773227759765,17.50222679820134,0.23094393782517572,0.22409953623829695,-0.4941619750500763,-6.566080849547767,-0.2395297035895913,0.8963981449531878,23627,True,0.0,0.0,289.4879675456332,1000,285.344768,17.834048,1.0
zro2_120_line,51,51,single,氧化锆/120组直线.cag,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),-0.0010894187706480855,0.016886809093041855,12.214597042661383,0.23574760466695427,0.22943174526503937,-0.5721255687156486,-3.7654835357119105,-0.27639071290502465,0.9177269810601575,20806,True,0.0,0.0,289.508620775726,1000,285.344768,17.834048,1.0
zro2_120_line,52,52,single,氧化锆/120组直线.cag,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),-0.0022016912664672103,0.015616657411844592,12.51896100369346,0.3077402005514204,0.2977504845128329,-0.4273797800558441,17.237170485578577,0.6536020755683994,1.1910019380513317,19115,True,0.0,0.0,289.46985604416835,1000,285.344768,17.834048,1.0
zro2_120_line,53,53,single,氧化锆/120组直线.cag,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),-0.0027256607010310353,0.017386416870093235,16.38937240052417,0.2357346124756215,0.22491296843487732,-0.5558180662300458,3.065271248667455,0.3540031252918457,0.8996518737395093,22833,True,0.0,0.0,289.5043444987876,1000,285.344768,17.834048,1.0
zro2_120_line,54,54,single,氧化锆/120组直线.cag,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),-0.003945806650853395,0.020574744519122667,11.932764191022981,0.2547298100965504,0.2469662814449379,-0.4678632163339955,11.033818382775515,0.2450836825256394,0.9878651257797516,21319,True,0.0,0.0,289.48088154794283,1000,285.344768,17.834048,1.0
zro2_120_line,55,55,single,氧化锆/120组直线.cag,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),-0.0028310951126741097,0.018283024380968627,21.66835377160582,0.26780704232262564,0.2529027933824138,-0.4083169827747497,7.994806731204553,1.2290860117431337,1.0116111735296551,28133,True,0.0,0.0,289.4646150119727,1000,285.344768,17.834048,1.0
zro2_120_line,56,56,single,氧化锆/120组直线.cag,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),-0.0021805782920526883,0.017492886779976402,19.842335964664727,0.2676915387184494,0.25492989563382457,-0.7284579828053666,3.5013528050930174,1.3676345249238715,1.0197195825352983,26713,True,0.0,0.0,289.5484417589304,1000,285.344768,17.834048,1.0
zro2_120_line,57,57,single,氧化锆/120组直线.cag,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),-0.0012317157963354025,0.017148469315332537,19.25066511209076,0.25608342329877665,0.24235987930246558,-0.5433658920162827,-6.468731076875523,0.6118074376051936,0.9694395172098623,26897,True,0.0,0.0,289.5010636224419,1000,285.344768,17.834048,1.0
zro2_120_line,58,58,single,氧化锆/120组直线.cag,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),-0.001581086063822538,0.019343023503815893,16.13776714914285,0.25661085045455856,0.24774494279298612,-0.43988249468205254,-6.255089933831812,0.1420581501687819,0.9909797711719445,25955,True,0.0,0.0,289.47327631997643,1000,285.344768,17.834048,1.0
zro2_120_line,59,59,single,氧化锆/120组直线.cag,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),-0.0021604322278901515,0.016625913881654797,21.78309887602075,0.25384577597989944,0.23548257984806645,-0.5887321453367065,-4.686443167834138,1.056533084198374,0.9419303193922658,27324,True,0.0,0.0,289.51295170943,1000,285.344768,17.834048,1.0
zro2_120_line,60,60,single,氧化锆/120组直线.cag,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),-0.002371156956979989,0.012101522149193772,11.343741834513033,0.3931499109792743,0.40421832702121857,-0.4885639733684286,-4.593139782714047,1.583628021409111,1.6168733080848743,3440,True,0.0,0.0,289.48646424606204,1000,285.344768,17.834048,1.0
zro2_120_line,61,61,single,氧化锆/120组直线.cag,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),-0.0034745302219108564,0.018459358926628866,13.333578051335184,0.26075262453661197,0.2523406859258279,-0.48742055575647214,-6.385042909107841,0.4019214480697426,1.0093627437033117,22136,True,0.0,0.0,289.4861568550332,1000,285.344768,17.834048,1.0
zro2_120_line,62,62,single,氧化锆/120组直线.cag,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),-0.0032704927663554316,0.011670627095877517,17.657159836421084,0.28142905532186485,0.2757303966399193,-0.5029306854345919,6.16808610860181,-0.13628891097411186,1.102921586559677,28539,True,0.0,0.0,289.4903168364303,1000,285.344768,17.834048,1.0
zro2_120_line,63,63,single,氧化锆/120组直线.cag,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),-0.0037584544033324872,0.01989743227803764,12.354582707757713,0.2900234819030348,0.2808994747222516,-0.4678195718537097,10.153584593512191,-0.11166035066513233,1.1235978988890063,21381,True,0.0,0.0,289.4808697382834,1000,285.344768,17.834048,1.0
zro2_120_line,64,64,single,氧化锆/120组直线.cag,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),-0.0030913327936422604,0.016386235150944728,11.417154542058785,0.24365662627393223,0.23649525137062155,-0.43834172550907624,-4.618553123989503,-0.34545985383031313,0.9459810054824862,19460,True,0.0,0.0,289.4728555574382,1000,285.344768,17.834048,1.0
zro2_120_line,65,65,single,氧化锆/120组直线.cag,pilot_user_confirmed: DOE 加工顺序 equals CAG Path (outputs/zro2_single_line_pilot/pilot_protocol.json),-0.0023341098694999152,0.015560469398538945,16.409732128647935,0.3150117281847024,0.308417490279448,-0.41937150288933367,2.6731437670170046,0.10255868307480151,1.233669961117792,25773,True,0.0,0.0,289.4676581367438,1000,285.344768,17.834048,1.0
