session_id,group,data_name,slot_1_sample_id,slot_2_sample_id,width,height,dx_um,dy_um,z_step_pm,n_valid,n_invalid,valid_fraction,z_min_um,z_max_um,z_mean_um,mask_source,mask_is_fabricated,timestamp,original_name,lut_structural_ok,lut_derived_bytes,lut_verified,lut_seam_ratio,lut_seam_headroom,lut_seam_conclusive,decoded,error
zro2_120_formal,103,103,103,,2048,1536,0.344174,0.344174,100,3145728,0,1.0,0.0,33.122,21.043,cag_raw_sentinel,False,2026-05-23 00:18:49,MeasureData20260523001852,True,776,,,,,True,
zro2_120_formal,104,104,104,,2048,1536,0.344174,0.344174,100,3145728,0,1.0,0.0,50.782,39.685,cag_raw_sentinel,False,2026-05-23 00:20:28,MeasureData20260523002032,True,776,,,,,True,
zro2_120_formal,105,105,105,,2048,1536,0.344174,0.344174,100,3145728,0,1.0,0.0,54.573,42.83,cag_raw_sentinel,False,2026-05-23 00:22:06,MeasureData20260523002209,True,776,,,,,True,
zro2_120_formal,106,106,106,,2048,1536,0.344174,0.344174,100,3145728,0,1.0,0.0,29.153,19.3,cag_raw_sentinel,False,2026-05-23 00:23:39,MeasureData20260523002343,True,776,,,,,True,
zro2_120_formal,107,107,107,,2048,1536,0.344174,0.344174,100,3145728,0,1.0,0.0,24.398,15.2,cag_raw_sentinel,False,2026-05-23 00:25:09,MeasureData20260523002513,True,776,,,,,True,
zro2_120_formal,108,108,108,,2048,1536,0.344174,0.344174,100,3145728,0,1.0,0.0,35.749,26.545,cag_raw_sentinel,False,2026-05-23 00:26:42,MeasureData20260523002646,True,776,,,,,True,
zro2_120_formal,109,109,109,,2048,1536,0.344174,0.344174,100,3145728,0,1.0,0.0,22.682,13.354,cag_raw_sentinel,False,2026-05-23 00:27:59,MeasureData20260523002803,True,776,,,,,True,
zro2_120_formal,110,110,110,,2048,1536,0.344174,0.344174,100,3145728,0,1.0,0.0,53.324,40.782,cag_raw_sentinel,False,2026-05-23 00:29:26,MeasureData20260523002930,True,776,,,,,True,
zro2_120_formal,111,111,111,,2048,1536,0.344174,0.344174,100,3145728,0,1.0,0.0,57.284,44.336,cag_raw_sentinel,False,2026-05-23 00:33:02,MeasureData20260523003307,True,776,,,,,True,
zro2_120_formal,112,112,112,,2048,1536,0.344174,0.344174,100,3145728,0,1.0,0.0,38.646,29.072,cag_raw_sentinel,False,2026-05-23 00:34:31,MeasureData20260523003440,True,776,,,,,True,
zro2_120_formal,113,113,113,,2048,1536,0.344174,0.344174,100,3145728,0,1.0,0.0,52.601,40.222,cag_raw_sentinel,False,2026-05-23 00:35:58,MeasureData20260523003606,True,776,,,,,True,
zro2_120_formal,114,114,114,,2048,1536,0.344174,0.344174,100,3145728,0,1.0,0.0,61.204,47.396,cag_raw_sentinel,False,2026-05-23 00:38:52,MeasureData20260523003858,True,776,,,,,True,
zro2_120_formal,115,115,115,,2048,1536,0.344174,0.344174,100,3145728,0,1.0,0.0,57.151,45.012,cag_raw_sentinel,False,2026-05-23 00:37:21,MeasureData20260523003727,True,776,,,,,True,
zro2_120_formal,116,116,116,,2048,1536,0.344174,0.344174,100,3145728,0,1.0,0.0,58.778,39.75,cag_raw_sentinel,False,2026-05-23 00:41:54,MeasureData20260523004158,True,776,,,,,True,
zro2_120_formal,117,117,117,,2048,1536,0.344174,0.344174,100,3145728,0,1.0,0.0,29.137,16.851,cag_raw_sentinel,False,2026-05-23 00:43:32,MeasureData20260523004336,True,776,,,,,True,
zro2_120_formal,118,118,118,,2048,1536,0.344174,0.344174,100,3145728,0,1.0,0.0,49.349,36.724,cag_raw_sentinel,False,2026-05-23 00:44:58,MeasureData20260523004502,True,776,,,,,True,
