model_id,family,MAE_um,RMSE_um,component_balanced_Q2,risk_MSE_um2,coverage,n_components
Tree(M),ExtraTrees,11.759112634413599,15.336301267469356,0.4630530587895554,235.20213656658217,180,126
Tree(P),ExtraTrees,12.637381636383092,15.878263556854831,0.4244326858305306,252.11925358094422,180,126
Tree(U),ExtraTrees,5.129398536810004,6.727147113474299,0.8966877165529213,45.25450828632559,180,126
Tree(U+M),ExtraTrees,5.419284769979129,7.110236777698425,0.8845860680428409,50.55546703493528,180,126
Tree(U+P),ExtraTrees,5.200027910889554,6.865223259251799,0.8924031788797977,47.13129039937189,180,126
