n_phases,level,tv_cond,n_invalid,delta_vs_L1
8,L0,0.8571428571428571,0,-0.5178571428571428
8,L1,0.3392857142857143,0,0.0
8,L2,0.39285714285714285,0,-0.05357142857142855
8,L3a,0.4642857142857143,0,-0.125
8,L3b,0.42857142857142855,1,-0.08928571428571425
