single_line_id,theta_line_deg,L_detected_um,s_start_um,s_end_um,stable_start_um,stable_end_um,n_cones_repaired,n_repair_pixels,qc_auto_flags,n_sections_total,n_sections_used,median_W20_um,iqr_W20_um,p10_W20_um,p90_W20_um,censored_frac_W20,n_uncensored_sections_W20,median_W50_um,iqr_W50_um,p10_W50_um,p90_W50_um,censored_frac_W50,n_uncensored_sections_W50,median_W80_um,iqr_W80_um,p10_W80_um,p90_W80_um,censored_frac_W80,n_uncensored_sections_W80,CV_W50,median_W_eq_um,median_max_depth_um,width_identifiability,n_sections_total_rep,n_sections_used_rep,median_W20_um_rep,iqr_W20_um_rep,p10_W20_um_rep,p90_W20_um_rep,censored_frac_W20_rep,n_uncensored_sections_W20_rep,median_W50_um_rep,iqr_W50_um_rep,p10_W50_um_rep,p90_W50_um_rep,censored_frac_W50_rep,n_uncensored_sections_W50_rep,median_W80_um_rep,iqr_W80_um_rep,p10_W80_um_rep,p90_W80_um_rep,censored_frac_W80_rep,n_uncensored_sections_W80_rep,CV_W50_rep,median_W_eq_um_rep,median_max_depth_um_rep,width_identifiability_rep
43,-0.7668244116294147,192.0,-87.7875755671746,104.2124244328254,-67.7875755671746,91.2124244328254,2,623,threshold_width_relative_range_above,55,55,6.58038825036788,0.8508318486020077,5.665770387999714,7.065253803326211,0.0,55,4.292744483991081,0.9293070719814001,3.1465969156645985,4.959863993412676,0.0,55,1.9665112304980408,1.10209641342868,1.324369955536203,2.9741034367692314,0.0,55,0.21648320216753225,4.462377483015995,7.444888003045889,estimable,55,55,6.58038825036788,0.8508318486020077,5.665770387999714,7.065253803326211,0.0,55,4.292744483991081,0.9293070719814001,3.1465969156645985,4.959863993412676,0.0,55,1.9665112304980408,1.10209641342868,1.324369955536203,2.9741034367692314,0.0,55,0.21648320216753225,4.462377483015995,7.444888003045889,estimable
44,-0.5273722546860142,156.0,-101.45098307534013,54.54901692465987,-99.45098307534013,99.54901692465987,2,176,threshold_width_relative_range_above,87,87,6.074491297713801,1.110642127671528,4.945271161145086,7.0388305088920315,0.0,87,3.980869953722558,1.1818390256614135,2.8890527347205914,5.0260148540879355,0.0,87,1.8713623906574863,0.86694205358339,0.9326836059675807,2.973256142498833,0.0,87,0.2968795864723644,4.294985605342455,3.139589676782217,estimable,87,87,6.074491297713801,1.110642127671528,4.945271161145086,7.0388305088920315,0.0,87,3.980869953722558,1.1818390256614135,2.8890527347205914,5.0260148540879355,0.0,87,1.8713623906574863,0.86694205358339,0.9326836059675807,2.973256142498833,0.0,87,0.2968795864723644,4.294985605342455,3.139589676782217,estimable
45,-0.5508271309183215,109.0,-17.39769064642411,91.60230935357589,,,0,0,few_sections|short_visible_length|fragmented_stable_region,0,0,,,,,,0,,,,,,0,,,,,,0,,,,insufficient_sections,0,0,,,,,,0,,,,,,0,,,,,,0,,,,insufficient_sections
46,-0.565089937498044,208.0,-103.72994726013081,104.27005273986919,-82.72994726013081,98.27005273986919,1,58,threshold_width_relative_range_above,91,91,6.481535249607916,0.8098323574570534,5.844451277772473,7.324729025199479,0.0,91,4.529976718940345,0.5672821833219492,3.8705156528887854,5.135465597442442,0.0,91,2.5007012420713353,0.6755125546434022,1.8854835290394918,3.247892865666287,0.0,91,0.12522849862562832,4.781384758473852,5.9038449009277745,estimable,91,91,6.481535249607916,0.8098323574570534,5.844451277772473,7.324729025199479,0.0,91,4.529976718940345,0.5672821833219492,3.8705156528887854,5.135465597442442,0.0,91,2.5007012420713353,0.6755125546434022,1.8854835290394918,3.247892865666287,0.0,91,0.12522849862562832,4.781384758473852,5.9038449009277745,estimable
47,-0.590155155795884,203.0,-98.0948459905662,104.9051540094338,-56.0948459905662,88.9051540094338,0,0,threshold_width_relative_range_above,59,59,5.560529650147242,0.6148001496579623,5.073960662087728,6.232727455055333,0.0,59,3.8999716967433495,0.6249980508805097,3.1616950690124908,4.527916249033024,0.0,59,2.2805381773893774,0.9729771587913727,1.4686432377001943,3.103711035756629,0.0,59,0.1602570735070747,4.124778419311489,10.54068642767854,estimable,59,59,5.560529650147242,0.6148001496579623,5.073960662087728,6.232727455055333,0.0,59,3.8999716967433495,0.6249980508805097,3.1616950690124908,4.527916249033024,0.0,59,2.2805381773893774,0.9729771587913727,1.4686432377001943,3.103711035756629,0.0,59,0.1602570735070747,4.124778419311489,10.54068642767854,estimable
48,-0.4250356661064245,113.0,-60.30879487901245,52.69120512098755,,,0,0,few_sections|short_visible_length|fragmented_stable_region,0,0,,,,,,0,,,,,,0,,,,,,0,,,,insufficient_sections,0,0,,,,,,0,,,,,,0,,,,,,0,,,,insufficient_sections
49,-0.5107296199801681,200.0,-109.14225882890088,90.85774117109912,,,0,0,few_sections|fragmented_stable_region,0,0,,,,,,0,,,,,,0,,,,,,0,,,,insufficient_sections,0,0,,,,,,0,,,,,,0,,,,,,0,,,,insufficient_sections
50,-0.4941619750500763,209.0,-108.1113655344731,100.8886344655269,-106.1113655344731,92.8886344655269,2,635,threshold_width_relative_range_above,99,99,8.081193509080494,0.5687400693954618,7.409829774132182,8.43274249218826,0.0,99,6.024679683188174,0.5487474963228545,4.839749529909623,6.445547250111174,0.0,99,3.8413225068079457,0.7114435330280195,2.2913631105760115,4.496280550515364,0.0,99,0.09108326503301585,5.986116285655736,8.481075215839333,estimable,99,99,8.087597729982757,0.5631735570624583,7.4171372044965125,8.474406937203149,0.0,99,6.051677464855095,0.5146091680772971,4.907520927623781,6.447654167589412,0.0,99,3.8413225068079457,0.7114435330280195,2.40062715442706,4.496280550515364,0.0,99,0.08503578901319045,5.997587357383887,8.481075215839333,estimable
51,-0.5721255687156486,209.0,-102.91382593533405,106.08617406466595,-94.91382593533405,103.08617406466595,1,191,ok,99,99,7.647743461101622,0.7817910578587153,6.948001682096582,8.393729949873935,0.0,99,5.577407499705506,0.7895662793530054,4.830770956900773,6.216483625829313,0.0,99,3.268666784789855,1.1805516235368314,2.1799068709110054,4.028169498267888,0.0,99,0.14156510518456747,5.568470367236034,4.48856063461329,estimable,99,99,7.647743461101622,0.7817910578587153,6.948001682096582,8.393729949873935,0.0,99,5.577407499705506,0.7895662793530054,4.830770956900773,6.216483625829313,0.0,99,3.268666784789855,1.1805516235368314,2.1799068709110054,4.028169498267888,0.0,99,0.14156510518456747,5.568470367236034,4.48856063461329,estimable
52,-0.4273797800558441,208.0,-109.91400322700139,98.08599677299861,,,0,0,few_sections|fragmented_stable_region,0,0,,,,,,0,,,,,,0,,,,,,0,,,,insufficient_sections,0,0,,,,,,0,,,,,,0,,,,,,0,,,,insufficient_sections
53,-0.5558180662300458,111.0,-100.74451295470595,10.255487045294046,,,0,0,few_sections|short_visible_length|fragmented_stable_region,0,0,,,,,,0,,,,,,0,,,,,,0,,,,insufficient_sections,0,0,,,,,,0,,,,,,0,,,,,,0,,,,insufficient_sections
54,-0.4678632163339955,210.0,-104.71132705393137,105.28867294606863,-86.71132705393137,97.28867294606863,3,612,threshold_width_relative_range_above,90,90,7.218455350218706,1.0203388636030413,6.438538957951112,8.34126597188969,0.0,90,4.984086381571942,0.9926351560309268,3.8563361445326954,6.109969992770582,0.0,90,2.7757243846498643,0.6724362372096397,1.9757940741746678,3.3958707257516716,0.0,90,0.1991609053368488,5.086313459753287,8.236738620948238,estimable,90,90,7.218455350218706,1.118800039701373,6.438538957951112,8.471312559904263,0.0,90,5.002948102685499,1.0462152459500933,3.8563361445326954,6.362977203609441,0.0,90,2.737887448787958,0.6470910670829504,1.9568963802934196,3.3958707257516716,0.0,90,0.20911974789194843,5.095593696865982,8.236738620948238,estimable
