stratum_spec,stratum,target_id,model,fold,n_train_local,n_test,MAE_global,MAE_local,MAE_dummy,Skill_global,Skill_local,delta_skill
consensus_half,lower,Sq_um,ridge,0,83,20,0.7720337568179049,0.9202271391477648,1.036912004967939,0.2554491093564145,0.11253111668215476,-0.14291799267425975
consensus_half,lower,rms_DCT_8_16_um,ridge,0,83,20,0.24459273242312113,0.23548070067776278,0.3036395014103437,0.19446339726208983,0.2244727725345258,0.030009375272435967
consensus_half,lower,rms_DCT_16_32_um,ridge,0,83,20,0.2471503346171494,0.3117687791189515,0.3729172964543693,0.3372516186108544,0.16397340085001932,-0.17327821776083507
consensus_half,lower,rms_DCT_32_64_um,ridge,0,83,20,0.35273638780085925,0.41243890133404826,0.46090084126666786,0.23468052947906604,0.10514613034646325,-0.12953439913260278
consensus_half,lower,rms_DCT_64_inf_um,ridge,0,83,20,0.5532258318724048,0.6503109279085156,0.7362663310462567,0.24860636899387456,0.11674498685223844,-0.13186138214163612
consensus_half,lower,median_depth_um,extratrees,0,83,20,2.758142966095225,4.017378540904776,15.527329999999997,0.8223684969601841,0.7412704862391166,-0.08109801072106748
consensus_half,lower,Sq_um,extratrees,0,83,20,0.6103664700269511,0.7756877690103501,1.036912004967939,0.4113613622924315,0.2519251727302221,-0.1594361895622094
consensus_half,lower,rms_DCT_8_16_um,extratrees,0,83,20,0.13060903403631,0.1505014607137653,0.3036395014103437,0.5698549318199456,0.5043416287580613,-0.0655133030618843
consensus_half,lower,rms_DCT_16_32_um,extratrees,0,83,20,0.2003522781282508,0.22428418693570765,0.3729172964543693,0.46274340173232964,0.3985685591197795,-0.06417484261255013
consensus_half,lower,rms_DCT_32_64_um,extratrees,0,83,20,0.26638908942767026,0.33764868214522054,0.46090084126666786,0.42202516121348765,0.26741578249829256,-0.1546093787151951
consensus_half,lower,rms_DCT_64_inf_um,extratrees,0,83,20,0.37096409652134804,0.542224154416324,0.7362663310462567,0.4961550177173023,0.2635488931759149,-0.2326061245413874
consensus_half,upper,median_depth_um,ridge,0,77,20,7.254875766553653,7.854147361815793,17.746480000000002,0.5911935343485777,0.5574250577119636,-0.033768476636614086
consensus_half,upper,Sq_um,ridge,0,77,20,1.1177987833322696,1.1579519215081242,1.275731897446116,0.12379804442454745,0.09232345461752212,-0.03147458980702533
consensus_half,upper,rms_DCT_8_16_um,ridge,0,77,20,0.30634548224668345,0.32188940365728536,0.34311437237063647,0.1071621974617688,0.061859748301139716,-0.04530244916062909
consensus_half,upper,rms_DCT_16_32_um,ridge,0,77,20,0.4276053074351512,0.4718002855873647,0.5093126643456374,0.1604267135502382,0.0736529471664884,-0.08677376638374978
consensus_half,upper,rms_DCT_32_64_um,ridge,0,77,20,0.4958775082736492,0.5421873864124696,0.5525303284576913,0.10253341267651372,0.01871922953820948,-0.08381418313830424
consensus_half,upper,rms_DCT_64_inf_um,ridge,0,77,20,0.8431274695785381,0.8864422233884708,0.9185636299457011,0.08212404444058186,0.0349691687217456,-0.04715487571883625
consensus_half,upper,median_depth_um,extratrees,0,77,20,2.8037143507541087,3.066817411214268,17.746480000000002,0.8420129315360506,0.8271872838323844,-0.014825647703666234
consensus_half,upper,Sq_um,extratrees,0,77,20,0.9493992419675061,0.8803041080471772,1.275731897446116,0.25580034185230793,0.30996151322275833,0.0541611713704504
consensus_half,upper,rms_DCT_8_16_um,extratrees,0,77,20,0.23689231934678587,0.2102857550963507,0.34311437237063647,0.30958205653101645,0.3871263577697137,0.07754430123869727
consensus_half,upper,rms_DCT_16_32_um,extratrees,0,77,20,0.30623232192691857,0.3103183098179244,0.5093126643456374,0.398734130594682,0.3907115775009836,-0.00802255309369837
consensus_half,upper,rms_DCT_32_64_um,extratrees,0,77,20,0.43083781368230056,0.38209440982384013,0.5525303284576913,0.22024585530911556,0.3084643681182144,0.08821851280909887
consensus_half,upper,rms_DCT_64_inf_um,extratrees,0,77,20,0.7812501314373985,0.7387843298919634,0.9185636299457011,0.14948719286482037,0.19571785142893683,0.046230658564116456
depth_q4,Q1,Sq_um,ridge,1,34,13,1.3339768392873124,0.9255865349976953,0.886101401730095,-0.5054449035773441,-0.04456051326688604,0.460884390310458
depth_q4,Q1,rms_DCT_8_16_um,ridge,1,34,13,0.2851464270712758,0.27022136733702734,0.281287192792364,-0.013719907545739263,0.03933995481801078,0.05305986236375004
depth_q4,Q1,rms_DCT_16_32_um,ridge,1,34,13,0.4120600123768589,0.3728143220242851,0.3484570504783103,-0.18252740706851478,-0.06990035504387326,0.11262705202464152
