i,j,D_proc_raw,D_proc_phys,D_morph_total_um,D_over_sentinel_total,D_morph_DCT_8_16_um,D_over_sentinel_DCT_8_16,D_morph_DCT_16_32_um,D_over_sentinel_DCT_16_32,D_morph_DCT_32_64_um,D_over_sentinel_DCT_32_64,D_morph_DCT_64_inf_um,D_over_sentinel_DCT_64_inf,D_morph_desc,type_raw_D_morph_total_um,type_raw_D_morph_DCT_8_16_um,type_raw_D_morph_DCT_16_32_um,type_raw_D_morph_DCT_32_64_um,type_raw_D_morph_DCT_64_inf_um,type_raw_D_morph_desc,type_phys_D_morph_total_um,type_phys_D_morph_DCT_8_16_um,type_phys_D_morph_DCT_16_32_um,type_phys_D_morph_DCT_32_64_um,type_phys_D_morph_DCT_64_inf_um,type_phys_D_morph_desc
30,179,1.7974143776378801,0.41247445741059297,0.8254091533257804,2.8730843554106182,0.41723744852664507,2.771368863534863,0.2702200686135127,2.1329740286635612,0.16852518464737243,1.9266152103800653,0.5318767074550873,7.121241014190488,46.12489136049758,III,III,III,III,III,IV,I,I,I,I,I,II
30,182,1.43144379991878,0.5350144238666217,2.8555679133658662,9.939661396589658,1.4465261428184746,9.608096125245805,2.0026934321949073,15.80820070161589,0.7440213012608555,8.505807359625894,0.7035801433690381,9.420160167763509,93.9834826090168,I,II,II,I,I,II,I,II,II,I,I,II
31,37,1.4175080668220033,0.4950014354176543,12.673092167858274,44.11250189732201,2.684725909602442,17.832449650123806,3.926709022226741,30.995360209562516,7.028374701570309,80.34985176031334,9.233070569340052,123.62060587293463,31.411365693669133,II,II,II,II,II,I,II,II,II,II,II,I
31,82,1.7206819352673035,1.7515888343477153,7.149472580386108,24.885885669403496,1.825347937549945,12.124301059521134,2.4050101248147215,18.983875480543,3.795603701461362,43.3921365469001,5.086078453727378,68.09696679400528,17.211178202113,II,II,II,II,II,I,IV,IV,IV,IV,IV,III
31,191,1.6495713368128677,3.990795711893337,2.706583023409911,9.421074760131459,0.5420748066207371,3.600561852921636,0.5635580217805581,4.448428387538473,0.6849134390912871,7.830073898498282,2.4704123539225398,33.07608987220331,147.25837949827198,I,I,I,I,I,II,III,III,III,III,III,IV
32,37,2.267740588089449,0.5311782613361424,12.427418635651794,43.25736141447554,2.6416586497080816,17.54638888656947,3.752104454817841,29.617124279566173,6.967439897689376,79.65323231886796,9.038911572055536,121.02103158183193,32.0572702706448,IV,IV,IV,IV,IV,III,II,II,II,II,II,I
32,83,1.6197736549509956,1.6045497369011017,3.9636282764688118,13.796598142752888,1.0691304058985462,7.101363332626181,1.5562451958765664,12.2841749025859,2.5400467793102277,29.038346822379715,2.2766179419950703,30.48139697590769,8.85816469130465,I,I,I,II,I,I,III,III,III,IV,III,III
32,129,1.2732385101123382,0.7012974139415501,1.1395130138283551,3.966417139458193,0.4229232737838227,2.8091351741498025,0.5725007474548968,4.519017525150265,0.38309236288448206,4.379592135490299,0.741006393647196,9.921256276603135,58.82279530350814,I,I,I,I,I,II,I,I,I,I,I,II
32,178,1.7120689155975464,0.8852948827483356,0.9824443244040112,3.419692412101287,0.407424154839894,2.7061871386723872,0.5541225455737819,4.373949738338248,0.400739126648527,4.581333635153583,0.4845431735143878,6.487497331640618,33.404311147086666,I,I,I,I,I,II,III,III,III,III,III,IV
32,179,1.2732385101123382,0.8196928513546227,1.0267940516254361,3.5740649519903775,0.4157543508417851,2.7615178524141792,0.5614775730785609,4.432006427940522,0.3873317504686238,4.428057702339515,0.5596679165447632,7.493334575027715,46.60471264814177,I,I,I,I,I,II,I,I,I,I,I,II
32,191,1.6840160747008583,3.8871086769978085,2.42685447914766,8.447395584121091,0.3863242831708271,2.5660378601866642,0.6587591787114898,5.199895872075434,0.7322524543848572,8.371263437022419,2.165882831314716,28.99877628424213,147.426091317241,I,I,I,I,I,II,III,III,III,III,III,IV
33,37,1.9808875934150483,0.49500143541765446,12.437997601037777,43.29418467942776,2.6553974130759794,17.637644312360507,3.8623154804363735,30.487071713607158,6.987050563769612,79.87742556117134,8.984504484151849,120.29258083298029,32.05878582821232,IV,IV,IV,IV,IV,III,II,II,II,II,II,I
34,36,1.496449129107732,0.14080737388215497,3.6566250224373316,12.727981151211164,1.791429079611152,11.899005686082884,1.740022566186769,13.734816077902904,1.378944991271778,15.76438797572346,2.061711472291016,27.6040369696874,10.798281248544807,I,II,I,I,I,I,I,II,I,I,I,I
34,38,1.6451566110507347,0.5947109352663161,3.2767251878741996,11.40562572674252,1.489832050163768,9.895742029628734,1.8481521547154425,14.588333750535915,1.1567413214883402,13.224109079706745,1.7143988839412565,22.953905436883222,7.3088904376689925,I,II,II,I,I,I,I,II,II,I,I,I
34,41,1.720244535329545,0.32602538236730133,3.2165733725095755,11.196249275103584,1.5268202511667388,10.141424551511127,1.8050358132050377,14.247996198537814,1.0291977600126958,11.766004369486788,1.7235654975957317,23.076636258147847,9.061437112060315,I,II,I,I,I,I,I,II,I,I,I,I
34,42,2.8460172768616054,0.46667401376662154,3.586961801386919,12.485497396650164,1.5842634649339167,10.522973078897369,2.0309332338978834,16.031110731637416,1.2211691188425993,13.960661154185871,1.9438353489432736,26.025806014257558,6.89851004200722,III,IV,IV,III,III,III,I,II,II,I,I,I
34,46,2.814512148653504,0.6231720134179861,3.560926390443155,12.394873332732507,1.4498664631547116,9.630283155213439,1.9309146989844141,15.241617418094748,1.12145418907201,12.82069919063734,2.176203703798635,29.136961354963468,6.909677436550297,III,IV,IV,III,III,III,I,II,II,I,I,I
34,48,1.3715025864672603,3.6741944082008846,3.128458016544396,10.889537325429973,1.3993875149060961,9.29499257682887,1.6883264210180786,13.326754102370849,1.0626128851734835,12.1480130794979,1.7577799282631972,23.53472965372469,10.662229898026693,I,II,I,I,I,I,III,IV,III,III,III,III
34,49,1.3715025864672603,3.6741944082008846,3.0939837224414517,10.76953919522763,1.4113768834274407,9.374628196140682,1.691329925340337,13.350462173896501,1.0225890848088064,11.690452610294734,1.7087242883286597,22.877928876058206,10.549665662979347,I,II,I,I,I,I,III,IV,III,III,III,III
34,56,2.024183436080885,0.8287118519833371,3.093994096441942,10.76957530505073,1.4073562563989057,9.347922442383162,1.7034102263208022,13.44581766833472,1.067056956057911,12.1988186287092,1.6777951583752728,22.463822024470076,10.392343206612955,III,IV,III,III,III,III,I,II,I,I,I,I
34,57,1.618460153161465,0.6587840510035929,4.8866652405323725,17.009505402420782,1.627491771098203,10.810103541779117,2.5453856711188094,20.09192565632149,2.294858701169165,26.235305355676342,2.8874467892057067,38.659719843664384,7.347998488075475,II,II,II,I,I,I,II,II,II,I,I,I
34,59,1.2920917635933302,0.5397609725870318,3.34487360703946,11.642836758581412,1.6543356152157256,10.988405355356944,1.7104209244559918,13.501156404357866,1.012337613774725,11.573255646147455,1.8837193844555407,25.220919720277834,6.579550499566964,I,II,I,I,I,I,I,II,I,I,I,I
34,60,1.8187778844198719,0.7058585643481945,4.250891501521145,14.796504037250411,1.5339247124256965,10.188613706738664,2.171239331003105,17.13861271224205,1.7741958663116575,20.28297876891109,2.59823267564111,34.78746264847058,6.400045333358247,III,IV,IV,III,III,III,I,II,II,I,I,I
34,63,1.4945992488871145,0.7468339607796786,3.3522664025047417,11.668569602600005,1.5357174386532408,10.200521328322976,1.9691012689591552,15.543041965937503,1.0593325841978607,12.110511991648726,1.6061088941432065,21.504022210249797,7.179381849366653,I,II,II,I,I,I,I,II,II,I,I,I
34,64,1.156465551646241,0.5671474111872173,3.1233810256889196,10.871865334586815,1.4818539118874132,9.842749748887535,1.5413858967943552,12.166883469758117,1.0912757656906338,12.475693133331974,1.7976089988843273,24.067996870146704,7.710102236772359,I,II,I,I,I,I,I,II,I,I,I,I
34,68,2.8691314919739033,0.855582940842039,3.1820226394587094,11.075985076195153,1.4686100388812593,9.754781477076188,1.7648901467180158,13.931107580976695,1.0688236719695743,12.21901609506981,1.7216412166083033,23.05087226341292,8.839830478454326,III,IV,III,III,III,III,I,II,I,I,I,I
34,124,3.519207857318705,0.3004743185083444,3.9353823233013356,13.698279622995566,1.3988438627983883,9.291381538248281,1.6055415674401263,12.673294336948903,1.2667244733113885,14.481459508553336,2.926885702237366,39.18776328136251,7.868633336668038,III,IV,III,III,III,III,I,II,I,I,I,I
34,125,4.039177508773355,0.3366609358249878,3.308672930484725,11.51682943597587,1.4208569523324928,9.437596579924067,1.6846239212599945,13.297528531281154,1.0503765722941973,12.00812498762884,2.050040816509964,27.447779793079334,9.835175640287313,III,IV,III,III,III,III,I,II,I,I,I,I
34,127,4.261533358875214,0.8377500780612477,3.336679420645456,11.614314432848687,1.4177492053380232,9.416954345420356,1.7148104036427338,13.535804627018454,1.0863323865375836,12.419179387408061,2.0626346482707207,27.616397275295526,19.10162808997028,III,IV,III,III,III,III,I,II,I,I,I,I
34,128,2.8585581407843432,0.5527060552160901,3.5239499786156703,12.266165830625566,1.4318301525511035,9.510482620059195,1.6917856712035977,13.354059590235686,1.1035429341787508,12.615933972984244,2.343667225008314,31.379112738740368,22.38578057474199,III,IV,III,III,III,III,I,II,I,I,I,I
34,129,3.4787189666041223,0.6076060275197038,3.506636571142651,12.205901318232947,1.3910201105522997,9.239414718281887,1.6609766511309283,13.110869511864534,1.0858747496639851,12.413947586811904,2.374152208311245,31.78727295777398,59.01637144080023,III,III,III,III,III,IV,I,I,I,I,I,II
34,140,2.044896253956206,0.44457281167317714,3.269043066880074,11.378885798361955,1.5066454524653716,10.00741978001593,1.846744602591485,14.577223279948754,1.1005467342477577,12.581680787785428,1.7293761745049114,23.15443479706836,7.665308934634287,III,IV,IV,III,III,III,I,II,II,I,I,I
34,141,2.1490188254530365,0.4577328339629822,3.286264992908975,11.438831882124544,1.4009548084234031,9.305402832354165,1.7569747840204417,13.868627902291077,1.0246897091595124,11.71446738787135,1.959597511235423,26.236843939050793,11.026501767843518,III,IV,III,III,III,III,I,II,I,I,I,I
34,143,2.848110196921976,0.546713130175712,3.373917907129901,11.743934164476984,1.426923234283608,9.477889954778387,1.7830346138917066,14.074330389867232,1.080618622253826,12.35385843730409,2.0614432706526324,27.600446046301283,13.31524308417787,III,IV,III,III,III,III,I,II,I,I,I,I
34,148,2.4154928280585635,0.241768644865954,3.246542535839039,11.30056594515709,1.427430025486807,9.481256156364124,1.6898030973951652,13.338410203182413,1.1268940389949422,12.882888694393921,1.8931785454575834,25.34756742705538,8.644412417080009,III,IV,III,III,III,III,I,II,I,I,I,I
34,149,2.323343362418679,0.245532119363909,4.098762138251032,14.266972117415463,1.659030739988152,11.01959124878684,2.044991806665629,16.14208165525363,1.9428145298870987,22.21066264997705,2.208163216594866,29.564863893518012,41.83133722564715,III,IV,IV,III,III,IV,I,II,II,I,I,II
34,150,2.672947674483103,0.25068019875517816,3.372076949641102,11.737526159260744,1.4315017370620762,9.508301223197991,1.7757423612387073,14.016769211679733,1.0888887517954273,12.448404290495125,2.0436252347801394,27.36188224745655,9.165150961064054,III,IV,III,III,III,III,I,II,I,I,I,I
34,151,3.0541865339336667,0.2710193256249088,3.368643524155028,11.725575091102897,1.4280606038577845,9.485444575379523,1.779344771543935,14.045204729667224,1.055263555591509,12.063994004317205,2.059852448871904,27.57914670163662,12.823329561912189,III,IV,III,III,III,III,I,II,I,I,I,I
34,153,2.6914003791930834,0.7542820082446812,7.913525786155299,27.5454022295868,1.8178028521869547,12.074185196907308,2.554233191590845,20.16176329451672,2.2923917868060966,26.207103073954844,6.794203359286703,90.96687059752252,298.061691524952,IV,IV,IV,III,IV,IV,II,II,II,I,II,II
34,154,2.771338525663744,0.7562814896923257,6.838585239140434,23.8037489462654,1.9274025658841243,12.802166913470016,2.564656625468954,20.2440403580434,3.0255337762052474,34.58853586158376,5.085013240147179,68.08270476197819,10.047811907589214,IV,IV,IV,IV,IV,III,II,II,II,II,II,I
34,155,2.998393051611207,0.7660027728598965,3.545116889718392,12.339843619267187,1.4720827496570479,9.77784786900737,1.6865977643448837,13.313109002629295,1.5911255254783305,18.19008028636699,2.0340547818389094,27.23374446466932,6.322298053604657,III,IV,III,III,III,III,I,II,I,I,I,I
34,157,1.4179302637868025,0.7603470058444788,3.2787496227973794,11.412672380251145,1.5229265693855512,10.11556199173611,1.8402487573266688,14.525948519657403,0.9699655606341075,11.088849459341837,1.8133914444135992,24.27930636505774,7.743574269703406,I,II,I,I,I,I,I,II,I,I,I,I
34,158,1.822243096045306,0.8482302405904028,3.1930336703427673,11.114312274824417,1.4746025237843636,9.794584678189391,1.7369981659154885,13.710943064828696,1.061230699433567,12.13221164260486,1.7839520942084992,23.88514601704254,10.166625677475317,III,IV,III,III,III,III,I,II,I,I,I,I
34,159,1.2545297964795765,0.711970616880167,3.3577422054754678,11.687629778738245,1.5779011665786546,10.4807135079395,1.8059130421334924,14.254920578844526,1.0790505592542032,12.335932012644006,1.8070830212016593,24.194843553503745,8.821806440498262,I,II,I,I,I,I,I,II,I,I,I,I
34,160,1.1676927044180347,0.5445763500159931,3.236955964232697,11.267197004682867,1.5415050541757958,10.238963748843855,1.7510760872104496,13.822066715465724,1.0551285916840119,12.062451068656992,1.701568496140327,22.782120730850266,9.28176126107858,I,II,I,I,I,I,I,II,I,I,I,I
34,161,1.3417106523608313,0.6064559431588413,3.299735436646808,11.485719805535217,1.4627621934433936,9.715938998237114,1.754175824793698,13.846534401358431,1.0794492481960916,12.340489908137547,1.897399043315633,25.404075226749885,9.45543544787073,I,II,I,I,I,I,I,II,I,I,I,I
34,162,2.300790572024737,0.8489194992830047,3.5778392104294388,12.453743480116598,1.5653951379841056,10.397646136168825,1.805162685998259,14.248997665136034,1.1562034782577166,13.217960343236955,2.2138052103203925,29.64040395112322,7.043638714363742,III,IV,III,III,III,III,I,II,I,I,I,I
34,163,1.7635847421603528,0.713551527745592,3.2274654777656355,11.23416251738177,1.4190262987953626,9.425437038083713,1.7631621792534995,13.91746792148323,1.0912061562706254,12.474897343861965,1.8379450942690418,24.608052587533397,9.491085255785835,III,IV,III,III,III,III,I,II,I,I,I,I
34,176,1.0883267344532448,0.44282006711205074,3.468638110210199,12.073636267385348,1.4886222072851854,9.887706027838114,1.8132438598257579,14.312786169015899,1.288722725480512,14.732948135131563,2.0152564943522444,26.982056180579747,10.935554048465459,I,II,I,I,I,I,I,II,I,I,I,I
34,177,1.2732385101123382,0.44902861798312943,3.2552939813900954,11.331027978681503,1.402262745335845,9.31409039299238,1.6821107164636884,13.277690624397557,1.0880091391604478,12.4383483746073,1.9648485895118477,26.30715007102962,11.515039180084983,I,II,I,I,I,I,I,II,I,I,I,I
34,178,1.7120689155975464,0.4708553822749758,3.2907756553246856,11.454532596814827,1.4274566932498876,9.48143328861465,1.6745283624109446,13.217839539488812,1.0284600673727493,11.757570912708918,2.042510194891506,27.34695309625272,33.97009680851855,I,II,I,I,I,II,I,II,I,I,I,II
34,179,2.261545065943298,0.5062843920027008,3.3967144275888024,11.823284297710142,1.3911824569442406,9.240493053261936,1.7138637682849622,13.528332389138042,1.0619321768895904,12.140231079814445,2.185713600607369,29.264288358093783,46.91457423741971,III,III,III,III,III,IV,I,I,I,I,I,II
34,180,1.6317406526091138,0.11733901490409179,3.322288783361682,11.56422349954875,1.4318551937076893,9.51064894808635,1.6908549767956762,13.346713181766082,1.103356232557504,12.6137995609434,2.027996595940732,27.152632054058003,8.90349227797102,I,II,I,I,I,I,I,II,I,I,I,I
34,181,2.2013595051500183,0.1561389036496267,3.45268139601124,12.01809413322792,1.4859803073724132,9.870158036437326,1.7971519513309715,14.18576517066029,1.119082667585567,12.793587460262533,2.0969688967917732,28.07609489944872,8.190920364617574,III,IV,III,III,III,III,I,II,I,I,I,I
34,182,0.9570019156446459,0.10589572234070607,3.8731994940614114,13.481833617830073,1.8400739500832715,12.2221139781913,2.488538276204558,19.643202445009212,1.0551574908665151,12.062781450164628,1.6000424737166286,21.422799548408157,93.59199759475734,I,II,II,I,I,II,I,II,II,I,I,II
34,183,1.1629849049987473,0.09685019365518503,3.5794107041108347,12.45921353565506,1.9377287268403696,12.870755198282518,1.812492179930953,14.306852806250825,1.0740757133258547,12.279058531953813,1.9547681933414305,26.172184712250253,7.446223773316709,I,II,I,I,I,I,I,II,I,I,I,I
34,186,1.6874662196004466,3.8809342392736554,3.141608373373759,10.935311090261969,1.4038109420720397,9.324373804139839,1.6830179547463981,13.284851882644432,1.0665730010484358,12.19328595367107,1.7791854732910954,23.821326233434174,10.36145784916787,I,II,I,I,I,I,III,IV,III,III,III,III
35,37,3.0630920647550792,0.4820970176986676,12.575493315565108,43.77277979162488,2.6863261085762935,17.843078469821684,3.901707528227155,30.798011664532066,6.896577477645508,78.84311828999729,9.218669733283658,123.4277946012132,33.51461252899284,IV,IV,IV,IV,IV,IV,II,II,II,II,II,II
35,129,1.926854890688073,0.8100824699551693,1.1326300492346866,3.942458914845303,0.4088868272209954,2.7159024811203167,0.5633558750294656,4.4468327482054235,0.3578974842640851,4.0915590057518285,0.7825145835969866,10.477005044225598,47.893681457580804,III,III,III,III,III,IV,I,I,I,I,I,II
36,50,0.9755526724894797,3.671330992201198,2.1656138517248786,7.538069152954407,1.4827966794544523,9.849011786703336,1.1007839824278534,8.689005438177308,0.6967960364667791,7.9659182406382865,0.7153847339092447,9.578210582704349,10.43966134932673,I,II,I,I,I,I,III,IV,III,III,III,III
36,57,1.533164600450494,0.5862377650547214,4.300152875248853,14.96797303733703,1.2168562681293542,8.082586030567105,2.214673042859978,17.481455417576683,2.329719254833084,26.63383850709647,2.455848088861803,32.88109046681796,8.6137839289294,I,I,II,I,I,I,I,I,II,I,I,I
36,129,2.567584740729166,0.5297457680722019,1.9161941074593736,6.6698888543808295,0.9696008065965651,6.440269191916525,1.0810315765496223,8.533090413219826,0.725715914451403,8.296536343351523,0.879641193362558,11.777422955627117,59.124259577824276,III,III,III,III,III,IV,I,I,I,I,I,II
36,149,2.936418666685221,0.304634203098116,3.3077066204274543,11.513465903724217,1.4050994943285244,9.332932608281869,1.4802816109709185,11.68455861738811,1.7925298003170758,20.492576142709275,1.7000398444350822,22.761653774754578,43.1065453679181,III,IV,III,III,III,IV,I,II,I,I,I,II
36,153,3.384307376382698,0.7723899143517572,8.382113432506628,29.17646220807885,1.5921817005701926,10.575567475143433,2.1207083294438025,16.73974776293843,2.5322834380057877,28.94959467846839,7.475286267542662,100.08581766242294,298.5254795090729,IV,IV,IV,IV,IV,IV,II,II,II,II,II,II
36,154,3.184885044976674,0.760986700279436,6.2097978821845485,21.61506578123038,1.3749024010158146,9.132357888846643,2.1936002111590924,17.315117650885213,2.7079526848381303,30.95788230415104,4.862815193116585,65.10771859768766,15.07569121666817,IV,III,IV,IV,IV,III,II,I,II,II,II,I
36,178,1.6316741085334558,0.44889067347027245,1.8446258838829594,6.420774166624552,0.9747256325851682,6.47430924087666,1.0666598309430437,8.419647469168043,0.75956930874728,8.683555437915365,0.6895519916486836,9.232338727222778,33.98276100279958,I,I,I,I,I,II,I,I,I,I,I,II
36,179,1.7604095032593614,0.46188499372727243,1.8720290078911945,6.516158966466192,0.9836163079855956,6.533362763199612,1.0473025953196753,8.266851708796818,0.7248482635591952,8.286617176612586,0.8052116642193792,10.780893857488245,47.00212350424367,III,III,III,III,III,IV,I,I,I,I,I,II
36,182,1.4730724531399064,0.20911690526581356,3.406095039799057,11.855936334674915,1.424277410916471,9.460315903062778,2.476494217785805,19.548133030147763,1.0871120786824975,12.428092991323988,1.0554399670890837,14.131174154275802,94.16141903348242,I,II,II,I,I,II,I,II,II,I,I,II
36,183,0.927307275975634,0.16205343197969965,2.403437327940864,8.365885159249446,1.8227770539686194,12.107224771824,1.0656114424552223,8.411372045999265,0.7887517167011188,9.017174838226513,0.6115678468756348,8.188217256155541,9.752093582130088,I,II,I,I,I,I,I,II,I,I,I,I
37,38,1.817590709166199,0.6762960884382219,12.635339889782779,43.98109375981496,2.728413486029394,18.12263067165122,3.939442012711773,31.09586768908151,7.122213768276617,81.42263962654555,9.091091269591505,121.71966003649607,30.59691785039541,IV,IV,IV,IV,IV,III,II,II,II,II,II,I
37,39,2.509796366157857,0.6757776031987093,12.667535102036323,44.09315886143405,2.8057889683544137,18.63657304013653,3.949974097599086,31.179002386099324,7.240682130652649,82.77699475975643,9.007754606993805,120.60387427006145,28.663882706916116,IV,IV,IV,IV,IV,III,II,II,II,II,II,I
37,42,3.451361221436237,0.7982435418281317,12.898913785378616,44.898541831331734,2.770037552473222,18.399105475443346,4.198693826831319,33.142264128984024,6.925256485201468,79.17098271151704,9.474289741370443,126.85026386922307,27.822768052239486,IV,IV,IV,IV,IV,III,II,II,II,II,II,I
37,44,2.23337008214868,0.4266315419073926,10.152899587149577,35.340215029553015,2.8671440384686893,19.044104846150447,4.259616010524581,33.623151563636604,6.037827338286436,69.02570682198984,6.022711939197745,80.6374535243045,17.69866917526646,IV,IV,IV,IV,IV,III,II,II,II,II,II,I
37,45,2.959925863572777,0.5261682286314515,12.469182197091069,43.40273202796334,2.702006827094279,17.947232723501585,3.8783592866418126,30.61371301798066,7.035811379814287,80.43486942369424,8.970102906715924,120.09975963500669,31.98713932263361,IV,IV,IV,IV,IV,III,II,II,II,II,II,I
37,46,3.2863295014867946,0.7198567740745356,12.555903788687866,43.704592562328806,2.6799146134457095,17.80049212471687,4.194110476585826,33.10608559092034,6.987391589779626,79.88132424194953,8.986007363365408,120.31270272390907,29.60800478972865,IV,IV,IV,IV,IV,III,II,II,II,II,II,I
37,47,3.793812458151738,0.5261682286314515,12.408708696019131,43.19223585264638,2.6866676288152664,17.845346910873413,3.8793936811831085,30.621877980351133,6.946473955732721,79.41354527886764,8.959798228672838,119.96179138994182,31.618146345786123,IV,IV,IV,IV,IV,III,II,II,II,II,II,I
37,51,1.6396841734137015,1.334807536849519,13.024371504675324,45.335235087184934,2.6664132160650764,17.71081332803401,3.8535290257703854,30.417716096525336,6.863858872097984,78.46907233809885,9.86934876222209,132.1396673397675,30.69906133624064,II,II,II,II,II,I,IV,IV,IV,IV,IV,III
37,52,1.5133267373708104,1.2938353055640603,12.649071448894063,44.02889057367275,2.6518574752796047,17.614131386034344,3.8270966748319717,30.20907312504865,6.928161833212529,79.20419725853723,9.337155254214332,125.01418471646465,42.444776919968554,II,II,II,II,II,II,IV,IV,IV,IV,IV,IV
37,55,1.3385711894092924,0.7975159749556067,12.531102932235633,43.61826573594629,2.6638937948174215,17.694078862744437,3.8622583013807716,30.48662037244213,6.965064751139973,79.62607914601409,9.129786134275154,122.23774148951217,34.33352846127478,II,II,II,II,II,II,II,II,II,II,II,II
37,56,1.352792547777389,0.8805362180007255,12.543133836647998,43.66014291056851,2.6559042521357417,17.641010831818456,3.8368973532353556,30.286434486863715,6.982628414365574,79.82687062291555,9.146906642253468,122.46696616111379,32.876553026383974,II,II,II,II,II,II,IV,IV,IV,IV,IV,IV
37,60,0.9341779148222988,0.9579375918132483,13.048567916711496,45.41945796331623,2.8222146709016203,18.74567561652741,4.017484818648962,31.711896243297222,6.874139639287212,78.58660422202819,9.764562980085666,130.736701579104,25.15572928661568,II,II,II,II,II,I,IV,IV,IV,IV,IV,III
37,61,2.1686903391870063,0.6280766783876981,12.547523275857259,43.67542167149615,2.5768116779060395,17.11566321901179,3.7814587648003783,29.848831647354775,7.4195545461501675,84.821901680559,8.850869801757648,118.50336019623289,28.827831201255925,IV,IV,IV,IV,IV,III,II,II,II,II,II,I
37,62,2.0966934358128544,0.5949712842696572,12.825832175718295,44.644159348974625,2.824631156800078,18.761726366050983,4.235159568335557,33.430105368769006,7.518692725238371,85.9552701094996,8.86338452247129,118.67091846900168,26.871477737118152,IV,IV,IV,IV,IV,III,II,II,II,II,II,I
37,70,3.3970790968129,0.6617356807256237,12.166404166035704,42.348822193450204,2.942544042134798,19.544925717355934,4.0589805590613315,32.039441629004095,7.28229704523807,83.25274518000788,8.14632687432732,109.07030941444367,26.5156276396652,IV,IV,IV,IV,IV,III,II,II,II,II,II,I
37,189,1.686549141860467,4.101625838060913,12.560508026555953,43.720618994473504,2.666522848238303,17.711541525352814,3.8535048461522736,30.417525235433043,6.9539718521657035,79.49926280140807,9.18163712522781,122.9319689264782,32.994620945324925,II,II,II,II,II,II,IV,IV,IV,IV,IV,IV
37,190,1.5516980328668506,4.074769733767642,12.581904964675836,43.795097461205096,2.661037576562744,17.67510732898968,3.8419174390496478,30.326060384075898,6.97448117097655,79.73372962996066,9.199404267395899,123.16985131489437,32.59445736546268,II,II,II,II,II,II,IV,IV,IV,IV,IV,IV
37,191,1.686549141860467,4.081701115416599,12.65070513895106,44.03457712236855,2.641858679483947,17.547717521605875,3.8284850944138156,30.22003257348694,7.136311064481941,81.58380286960171,9.18289424857878,122.94880041814035,149.83881683321655,II,II,II,II,II,II,IV,IV,IV,IV,IV,IV
38,44,2.1508719050945797,0.8487383003792328,5.653403715529846,19.67836884830163,1.3749359775654466,9.132580910544537,1.890758777053937,14.924647849497479,2.719768048024914,31.092958010962775,4.262108221280882,57.06491644939504,13.632055461806269,IV,III,IV,IV,IV,III,II,I,II,II,II,I
38,57,1.882517087013076,0.6022607554128596,4.066925667766967,14.156155724223424,0.9121661387223915,6.058777427943699,1.9086681401370384,15.066014871281483,2.115325277792719,24.18284165434636,2.6534566271500717,35.52685029778683,8.300397490546283,III,III,IV,III,III,III,I,I,II,I,I,I
38,129,4.020039404929512,0.6860352092199693,1.4534600769456414,5.059204143133904,0.5270870537707184,3.501010406306351,0.6185502614926542,4.882507986754726,0.623152400222077,7.124008765602728,0.93804939517226,12.559444195629412,58.41521288738782,III,III,III,III,III,IV,I,I,I,I,I,II
38,149,3.5979154459118297,0.7222212233743593,2.858028364863296,9.94822573668212,1.0793600472183935,7.169310516032332,1.1641214884058628,9.188958147036406,1.695608979651174,19.384557019703042,1.4774243276492864,19.7810781520402,42.41579853599721,III,III,III,III,III,IV,I,I,I,I,I,II
38,178,2.6439385659145196,0.7398149862819985,1.1908913340693932,4.1452548074159905,0.4976926760755686,3.3057674735471183,0.6533530961876163,5.15722312138227,0.5650389084134643,6.459643154723594,0.513581038146685,6.876282231760516,32.74816803992775,III,III,III,III,III,IV,I,I,I,I,I,II
38,179,3.02883100450772,0.7121970060285485,1.298711371198442,4.520554815450911,0.5167049792554042,3.432050733217939,0.5793104082758298,4.57276937914684,0.6512550244912908,7.4452838526584335,0.6906930908641298,9.247616783998712,46.10164881737915,III,III,III,III,III,IV,I,I,I,I,I,II
38,182,2.539566994287406,0.6627461360885949,3.000510416655122,10.44417729268374,1.3939641922049253,9.258969857094577,2.1203547022698523,16.7369564174187,0.8767256312444156,10.022911056409225,0.8054904936477872,10.784627075231588,93.81884132178388,III,III,IV,III,III,IV,I,I,II,I,I,II
39,42,1.6932084228882933,1.4739463590275437,3.1593824101052874,10.997178961074994,1.1685026385537791,7.761412214751074,2.0724333257380025,16.358690465209065,1.3810776076842668,15.788768493251474,1.3791736360376758,18.46561002762292,4.753156072765832,I,I,II,I,I,I,III,III,IV,III,III,III
39,43,2.0561720690699006,0.5908565744256735,5.235950433132646,18.22529737467233,1.6574369876491004,11.009005248838296,2.4227660492419005,19.124031338886198,2.4849420363347408,28.408377858377083,3.395406377384725,45.460737076022106,8.927093356003754,IV,IV,IV,IV,III,III,II,II,II,II,I,I
39,44,2.080251227916641,0.7442233162207457,6.089868330236766,21.197614971454126,1.5961798031674612,10.60212361743223,2.2987923951115583,18.14544900836082,2.986823992840532,34.14599750995976,4.390121347488321,58.778870664583415,12.37754260372192,IV,IV,IV,IV,IV,III,II,II,II,II,II,I
39,58,1.198755256826823,0.8599623185238038,3.8059839087117258,13.24786959413366,1.5362599398995602,10.204124722667821,2.029681714873685,16.021231903655877,1.6782818230216805,19.18646933574725,2.1131069860444143,28.29216607057869,5.350103491824839,I,II,II,I,I,I,III,IV,IV,III,III,III
