dataset_index,W_hat_um,hatch_spacing_um,eta_h,bridge_coverage,in_box,p_8_16,A2_8_16,angular_entropy_8_16,ilr_z2
177,5.707702092977501,6.0,0.9512836821629168,exact_match,True,0.1705521628824458,0.5292008183387338,0.7347081037517762,-0.0236528747301991
178,5.814302127807686,6.0,0.9690503546346144,exact_match,True,0.1096771945811592,0.172460089101729,0.9018638342756242,-0.3004689083387473
179,5.92090216263787,6.0,0.9868170271063116,in_box_pred,True,0.08059610386861,0.2284488983539017,0.9261454327046916,-0.2103805063433689
180,5.57136627918229,10.0,0.557136627918229,in_box_pred,True,0.4111016568530389,0.876658817811322,0.4177840495857789,-1.4995081502942065
181,5.677966314012474,10.0,0.5677966314012475,exact_match,True,0.2658185167522623,0.4323368626607115,0.7990186769658371,-0.6007342862334806
182,5.35816620952192,10.0,0.535816620952192,in_box_pred,True,0.2227624333178619,0.7136233011207184,0.6347594924442568,-0.3812710159046805
183,5.464766244352105,10.0,0.5464766244352105,in_box_pred,True,0.7202682584473413,0.9408544635622768,0.3362955887065682,-2.0975168160602387
184,5.835950454497588,4.0,1.458987613624397,in_box_pred,True,0.0631820767179308,0.0813683298711656,0.9037991223507064,0.3488021013448888
185,5.942550489327773,4.0,1.4856376223319432,in_box_pred,True,0.1389519509063684,0.1527146446101141,0.9311772202530342,0.7956564068517197
186,5.622750384837218,4.0,1.4056875962093045,exact_match,True,0.1825270019056839,0.1398920757864579,0.9236751177150362,0.7221347853067828
187,5.729350419667403,4.0,1.4323376049168508,in_box_pred,True,0.1519809787257946,0.0839330958615748,0.9195262355547972,0.7842535575418991
188,6.032585935712361,2.0,3.0162929678561805,in_box_pred,True,0.0702510568476217,0.1067703608298211,0.920884974370498,0.4089178641829663
189,5.712785831221806,2.0,2.856392915610903,in_box_pred,True,0.1838437744363198,0.2393366975971487,0.9420986012995588,0.3408069820378084
190,5.819385866051992,2.0,2.909692933025996,in_box_pred,True,0.2090658333441498,0.1571360648425355,0.9351595528240708,0.4656972323647224
191,5.925985900882177,2.0,2.9629929504410883,in_box_pred,True,0.0024359757659457,0.1248771653523978,0.8997282864766862,-0.2083022863756323
192,5.829579982607063,8.0,0.7286974978258829,in_box_pred,True,0.2693234213407359,0.753824022764901,0.5403562611206696,-0.1113100533321576
193,5.509779878116508,8.0,0.6887224847645635,in_box_pred,True,0.5261741447507422,0.683685936277253,0.555296814064717,-0.474274868869831
194,5.616379912946694,8.0,0.7020474891183367,in_box_pred,True,0.3517594854261314,0.678886742368729,0.5879662490128611,0.0179663222611397
195,5.722979947776879,8.0,0.7153724934721098,in_box_pred,True,0.2138727626229319,0.8367731569721454,0.4632606662863817,0.0779337797703519
196,5.907359749433772,6.0,0.984559958238962,in_box_pred,True,0.0937627138652451,0.3743380418133872,0.8308767765595593,0.3618674458676895
197,5.587559644943217,6.0,0.9312599408238694,exact_match,True,0.1036259524185608,0.2879994399522551,0.9135802614189036,0.5899138604097636
198,5.800759714603586,6.0,0.9667932857672644,in_box_pred,True,0.1707622685467746,0.2957720351316506,0.9172874280680208,0.2395243924105265
199,5.694159679773401,6.0,0.9490266132955668,in_box_pred,True,0.1371810986872629,0.3726363977494947,0.8870591115502044,0.2216781958750436
