dataset_index,arm,bridge_coverage,W_hat_um,lambda_star_4_32_um,lambda_star_valid,r_W,abs_r_W_minus_1
105,extrapolated_out_of_box,out_of_box,5.482996275127984,9.923667066821595,True,1.809898560726262,0.8098985607262621
106,extrapolated_out_of_box,out_of_box,5.457352732151044,8.721706806647767,True,1.598157061621718,0.598157061621718
107,extrapolated_out_of_box,out_of_box,5.6705528018114135,11.396275240407013,True,2.009729146118975,1.0097291461189748
108,extrapolated_out_of_box,out_of_box,5.457352732151044,9.589196565195923,True,1.7571150401737532,0.7571150401737532
109,extrapolated_out_of_box,out_of_box,5.445708489183043,15.837031466066849,True,2.9081673206570584,1.9081673206570584
110,extrapolated_out_of_box,out_of_box,5.39039554030674,21.49040933895453,True,3.986796363691638,2.986796363691638
111,extrapolated_out_of_box,out_of_box,5.206864876545732,10.90740172394096,True,2.094811749979001,1.094811749979001
112,extrapolated_out_of_box,out_of_box,4.824613870943713,13.437000009044512,True,2.7850933501578194,1.7850933501578194
113,extrapolated_out_of_box,out_of_box,5.063457483581024,15.869271615579134,True,3.1340781801836965,2.1340781801836965
114,extrapolated_out_of_box,out_of_box,5.221344604365091,14.127633526381745,True,2.705746239114522,1.705746239114522
115,extrapolated_out_of_box,out_of_box,5.114744569534906,14.865795379314315,True,2.906458998531395,1.906458998531395
116,extrapolated_out_of_box,out_of_box,4.743657379090469,12.203966917286271,True,2.5726914787480317,1.5726914787480317
117,extrapolated_out_of_box,out_of_box,4.056085996817254,17.573736183729324,True,4.33268333006725,3.3326833300672503
118,extrapolated_out_of_box,out_of_box,4.1923554375468015,15.294713112168576,True,3.648238642933012,2.648238642933012
119,extrapolated_out_of_box,out_of_box,4.482486136137995,18.54512750314173,True,4.137241463756044,3.1372414637560437
120,primary_in_box,exact_match,6.182949527272972,10.003348406161974,True,1.6178926193780547,0.6178926193780547
121,extrapolated_out_of_box,out_of_box,6.289549562103157,10.873118185811675,True,1.7287594411094556,0.7287594411094556
122,primary_in_box,in_box_pred,5.769737201992342,11.266255756141158,True,1.9526462578314345,0.9526462578314345
123,extrapolated_out_of_box,out_of_box,5.876337236822526,11.149167534739046,True,1.897298790967222,0.8972987909672221
124,primary_in_box,in_box_pred,5.656348633957955,,False,,
125,extrapolated_out_of_box,out_of_box,5.76294866878814,10.93926046506227,True,1.8982054315890045,0.8982054315890045
126,primary_in_box,in_box_pred,6.004165368150014,12.950437243891914,True,2.1569088207645692,1.1569088207645692
127,extrapolated_out_of_box,out_of_box,6.110765402980198,,False,,
128,primary_in_box,exact_match,6.027502197468055,10.626113959029189,True,1.7629382140238539,0.7629382140238539
129,extrapolated_out_of_box,out_of_box,6.134102232298241,12.49335812022018,True,2.036705233642534,1.0367052336425342
130,primary_in_box,in_box_pred,5.936180017437248,10.525656126642762,True,1.7731362754707816,0.7731362754707816
131,extrapolated_out_of_box,out_of_box,6.0427800522674335,11.51949906895808,True,1.9063244019010117,0.9063244019010117
132,primary_in_box,in_box_pred,6.052099220703988,9.773721145239106,True,1.6149307519287852,0.6149307519287852
133,extrapolated_out_of_box,out_of_box,6.158699255534172,12.00234860790508,True,1.9488447332640637,0.9488447332640637
134,primary_in_box,in_box_pred,5.757395858314291,10.280225900836877,True,1.7855687108940304,0.7855687108940304
135,extrapolated_out_of_box,out_of_box,5.863995893144476,12.892716257873298,True,2.1986230026091955,1.1986230026091955
136,primary_in_box,in_box_pred,6.139185970542546,11.16979135025998,True,1.8194254749498746,0.8194254749498746
137,extrapolated_out_of_box,out_of_box,6.245786005372731,,False,,
138,primary_in_box,in_box_pred,6.113259381600311,15.304477293099652,True,2.5034889471830803,1.5034889471830803
139,extrapolated_out_of_box,out_of_box,6.219859416430495,11.10010215656798,True,1.784622676076206,0.7846226760762061
140,primary_in_box,in_box_pred,5.488973684030818,14.266299800171105,True,2.59908329341719,1.59908329341719
141,primary_in_box,in_box_pred,5.595573718861004,12.406930408458866,True,2.217275838336079,1.217275838336079
142,primary_in_box,exact_match,5.702173753691189,13.686953355865574,True,2.400304506155323,1.4003045061553232
143,primary_in_box,exact_match,5.808773788521374,20.33910218473801,True,3.501445042485522,2.501445042485522
144,primary_in_box,in_box_pred,5.650795823484105,19.21712122703679,True,3.4007813814777172,2.4007813814777172
145,primary_in_box,in_box_pred,5.437595753823736,15.917534514704242,True,2.927311119718853,1.927311119718853
146,primary_in_box,in_box_pred,5.54419578865392,13.238470411514887,True,2.387807161970567,1.3878071619705672
147,primary_in_box,exact_match,5.330995718993551,16.39308904929755,True,3.0750520003029442,2.0750520003029442
148,primary_in_box,exact_match,5.3365485294674,13.505688064382564,True,2.5307908266563564,1.5307908266563564
149,primary_in_box,in_box_pred,5.229948494637215,15.949985575742025,True,3.0497404691646826,2.0497404691646826
150,primary_in_box,exact_match,5.443148564297585,13.19434205978971,True,2.4240275465441723,1.4240275465441723
151,primary_in_box,in_box_pred,5.54974859912777,15.981702306235912,True,2.8797164449480985,1.8797164449480985
152,primary_in_box,in_box_pred,5.897565333319829,,False,,
153,primary_in_box,in_box_pred,5.577765228829274,17.17652433675191,True,3.0794634826100626,2.0794634826100626
154,primary_in_box,exact_match,5.684365263659458,18.23764737785915,True,3.208387661935396,2.208387661935396
155,primary_in_box,in_box_pred,5.790965298489644,18.02540888741704,True,3.112677758942588,2.112677758942588
156,primary_in_box,exact_match,5.945499185873802,10.716409207930754,True,1.8024406148086582,0.8024406148086582
157,primary_in_box,in_box_pred,5.732299116213432,13.43765651228388,True,2.344200161201698,1.344200161201698
158,primary_in_box,in_box_pred,5.838899151043617,11.444534053265324,True,1.9600499609964632,0.9600499609964632
159,primary_in_box,in_box_pred,5.625699081383248,9.024660111865645,True,1.6041846499984957,0.6041846499984957
160,primary_in_box,in_box_pred,5.805769974152424,8.957803609676962,True,1.5429139717139237,0.5429139717139237
161,primary_in_box,exact_match,5.9123700089826094,10.187201719133206,True,1.7230318304936743,0.7230318304936743
162,primary_in_box,in_box_pred,6.125570078642979,17.094888583756347,True,2.7907424720122447,1.7907424720122447
163,primary_in_box,in_box_pred,6.018970043812794,11.185404169702869,True,1.8583585045751998,0.8583585045751998
164,primary_in_box,exact_match,5.556537132331972,10.149086117041652,True,1.826512785811669,0.826512785811669
165,primary_in_box,in_box_pred,5.4499370975017865,10.06947567876668,True,1.847631541175486,0.847631541175486
166,primary_in_box,in_box_pred,5.343337062671602,9.909591159098213,True,1.8545697272826618,0.8545697272826618
167,primary_in_box,in_box_pred,5.663137167162157,,False,,
168,primary_in_box,in_box_pred,5.793459277109755,9.864797093561378,True,1.7027472916807547,0.7027472916807547
169,primary_in_box,in_box_pred,5.90005931193994,11.80156011694523,True,2.0002443184024323,1.0002443184024323
170,primary_in_box,exact_match,5.686859242279571,10.992604555676673,True,1.9329834074230225,0.9329834074230225
171,primary_in_box,in_box_pred,6.0066593467701255,13.021054880614985,True,2.167769824938817,1.167769824938817
172,primary_in_box,in_box_pred,5.863149422782417,9.407459257280316,True,1.604506141481878,0.604506141481878
173,primary_in_box,in_box_pred,5.969749457612601,10.56715703018984,True,1.770117339968873,0.770117339968873
174,primary_in_box,exact_match,5.756549387952232,10.19269859979156,True,1.7706264487409171,0.7706264487409171
175,primary_in_box,in_box_pred,6.0763494924427865,17.38592853614663,True,2.861245647204736,1.8612456472047358
176,primary_in_box,in_box_pred,5.601102058147315,16.934453385495903,True,3.0234145369415635,2.0234145369415635
177,primary_in_box,exact_match,5.707702092977501,10.025623028224508,True,1.7565077617767724,0.7565077617767724
178,primary_in_box,exact_match,5.814302127807686,12.71262711631094,True,2.1864407519366913,1.1864407519366913
179,primary_in_box,in_box_pred,5.92090216263787,12.903457466297608,True,2.1793059759914835,1.1793059759914835
180,primary_in_box,in_box_pred,5.57136627918229,11.81471575262988,True,2.1206137167423726,1.1206137167423726
181,primary_in_box,exact_match,5.677966314012474,13.459631624030925,True,2.3705021973825953,1.3705021973825953
182,primary_in_box,in_box_pred,5.35816620952192,15.652923642651269,True,2.921321032340259,1.9213210323402592
183,primary_in_box,in_box_pred,5.464766244352105,11.121279222471848,True,2.035087819898209,1.0350878198982092
184,primary_in_box,in_box_pred,5.835950454497588,10.8895821832711,True,1.8659483606271594,0.8659483606271594
185,primary_in_box,in_box_pred,5.942550489327773,9.844185813333066,True,1.6565590533916776,0.6565590533916776
186,primary_in_box,exact_match,5.622750384837218,9.56283765931253,True,1.700740208048446,0.700740208048446
187,primary_in_box,in_box_pred,5.729350419667403,9.390936745447489,True,1.6390927518084406,0.6390927518084406
188,primary_in_box,in_box_pred,6.032585935712361,11.805113379327636,True,1.956891042271348,0.9568910422713479
189,primary_in_box,in_box_pred,5.712785831221806,10.922526745032467,True,1.9119440265619834,0.9119440265619834
190,primary_in_box,in_box_pred,5.819385866051992,9.720938860159308,True,1.6704406760286237,0.6704406760286237
191,primary_in_box,in_box_pred,5.925985900882177,,False,,
192,primary_in_box,in_box_pred,5.829579982607063,10.99798231417217,True,1.886582283283766,0.886582283283766
193,primary_in_box,in_box_pred,5.509779878116508,9.511936587414986,True,1.7263732486290533,0.7263732486290533
194,primary_in_box,in_box_pred,5.616379912946694,9.64445815674146,True,1.7172018820360375,0.7172018820360375
195,primary_in_box,in_box_pred,5.722979947776879,10.912131490668887,True,1.9067219508444655,0.9067219508444655
196,primary_in_box,in_box_pred,5.907359749433772,10.255244325789706,True,1.7360114773393789,0.7360114773393789
197,primary_in_box,exact_match,5.587559644943217,10.02800697834505,True,1.7947024489341195,0.7947024489341195
198,primary_in_box,in_box_pred,5.800759714603586,10.775048279182268,True,1.85752363643951,0.85752363643951
199,primary_in_box,in_box_pred,5.694159679773401,10.366167238577734,True,1.8204911385608096,0.8204911385608096
