dataset_index,session_id,measurement_id,sample_id,shared_height_source_id,roi_within_measurement,session_role,design_group,processing_order,x_position_um,y_position_um,compressor_steps,pulse_duration_fs,pulse_duration_calibration_id,pulse_duration_calibration_version,frequency_kHz,hatch_spacing_um,pass_count,velocity_mm_s,valid_fraction,repair_fraction,median_depth_um,residual_Sq_um,plane_rmse_um,plane_status,measured_power_W,nominal_software_power_W,power_measurement_source,power_measurement_version,constant_power_assumption,pulse_energy_proxy_uJ,scan_spacing_um,areal_pulse_density_per_mm2,areal_dose_proxy_J_per_mm2,quad_key,base_condition_group,cv_process_group,phase1_global_loco_rank,phase1_global_loco_angle_deg,p_8_16,log10_tau,W_hat_um,in_box,W_hat_lookup_um,bridge_coverage,eta_h,band_energy_fraction_4_32,lambda_star_valid,lambda_star_4_32_um,lambda_peak_valid,lambda_peak_4_32_um,peak_energy_share_in_window,lambda_star_centroid_um,r_W,r_h,r_h_peak,d_int,d_int_peak,abs_lambda_star_minus_What_um,abs_lambda_star_minus_h_um,abs_lambda_star_minus_2h_um
31,zro2_120_formal,32,32,zro2_120_formal:m032,single,formal,,32,-3900.0,6800.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,4.0,2,3,1.0,0.0,48.3655,0.8646,0.2165499530815655,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.06,8333333.333333333,888.8833333333333,1000:50:4:3,F32,FQ:1000:50:4:3|N2,123,0.0125989397689619,0.3837159067193767,3.0,5.542177301093346,False,,out_of_box,1.3855443252733366,0.7353726635124879,True,11.357109850221217,True,7.536507573664894,0.2876853344708593,16.500821001627735,2.0492144572821074,2.8392774625553043,1.8841268934162234,0.16072253744469567,0.11587310658377659,5.814932549127871,7.357109850221217,3.3571098502212173
32,zro2_120_formal,33,33,zro2_120_formal:m033,single,formal,,33,-3900.0,7400.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,4.0,5,11,1.0,0.0001171875,57.5403,0.8677,0.2243677764846512,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.22,5681818.181818182,606.0568181818181,1000:50:4:11,F33,FQ:1000:50:4:11|N5,74,0.0447277806765388,0.1832862785025986,3.0,5.759403233676138,False,,out_of_box,1.4398508084190345,0.6995878570421935,True,17.89052466881779,False,,0.17021997283434348,24.71376177443738,3.106315696773769,4.472631167204447,,1.4726311672044474,,12.131121435141651,13.89052466881779,9.89052466881779
33,zro2_120_formal,34,34,zro2_120_formal:m034,single,formal,,34,-3900.0,8000.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,6.0,3,3,1.0,0.0,55.1854,0.5843,0.2342651482029892,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.06,8333333.333333333,888.8833333333334,1000:50:6:3,F34,FQ:1000:50:6:3|N3,91,0.0292645560759872,0.2458957492437889,3.0,5.648777335923532,False,,out_of_box,0.9414628893205886,0.4898173793806126,True,12.992753153458635,True,11.851008286901518,0.26816865946825635,34.67723413391755,2.3001000713607382,2.1654588589097723,1.9751680478169196,0.1654588589097723,0.02483195218308043,7.343975817535103,6.992753153458635,0.9927531534586347
34,zro2_120_formal,35,35,zro2_120_formal:m035,single,formal,,35,-3900.0,8600.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,8.0,1,11,1.0,0.0026953125,8.4134,3.0992,0.2212624052997015,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.22,568181.8181818182,60.60568181818182,1000:50:8:11,F35,FQ:1000:50:8:11|N1,21,0.5299527137911163,0.2046430406565497,3.0,5.333003094355398,False,,out_of_box,0.6666253867944247,0.5962387872067383,True,15.830833378961659,True,14.860994818258504,0.20246935307892489,30.868216092983804,2.968465065343289,1.9788541723702073,1.857624352282313,0.02114582762979267,0.14237564771768696,10.49783028460626,7.830833378961659,0.16916662103834135
35,zro2_120_formal,36,36,zro2_120_formal:m036,single,formal,,36,-3900.0,9200.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,8.0,5,5,1.0,0.004375,54.874,0.7648,0.2209980592650771,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.1,6250000.0,666.6625,1000:50:8:5,F36,FQ:1000:50:8:5|N5,154,0.0020540399314646,0.2264338260701748,3.0,5.836333862606961,False,,out_of_box,0.7295417328258701,0.7254092926241696,True,15.562527088394411,True,14.860994818258504,0.36231586778348734,22.22416945657422,2.666490206823599,1.9453158860493014,1.857624352282313,0.05468411395069861,0.14237564771768696,9.726193225787451,7.562527088394411,0.4374729116055889
36,zro2_120_formal,37,37,zro2_120_formal:m037,single,formal,,37,-3900.0,9800.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,10.0,3,11,1.0,0.0,34.3416,1.8248,0.2089220938776249,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.22,1363636.3636363635,145.45363636363638,1000:50:10:11,F37,FQ:1000:50:10:11|N3,61,0.0704862523667421,0.2770474306422587,3.0,5.546203164015768,False,,out_of_box,0.5546203164015768,0.6861356190281213,True,15.172112391585868,True,18.63547485933348,0.25042953253549,22.554966507852484,2.735585398317863,1.5172112391585868,1.863547485933348,0.4827887608414132,0.13645251406665193,9.6259092275701,5.172112391585868,4.827887608414132
37,zro2_120_formal,38,38,zro2_120_formal:m038,single,formal,,38,-3900.0,10400.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,2.0,2,9,1.0,0.0271484375,53.7011,12.5604,0.259871196973398,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.09,11111111.111111112,592.588888888889,1000:100:2:9,F38,FQ:1000:100:2:9|N2,2,19.309217657981627,0.053256174742615,3.0,5.082995666560505,False,,out_of_box,2.5414978332802525,0.19122027620730953,True,17.651628041717416,False,,0.12979277487510074,60.39627663864833,3.4726820952931656,8.825814020858708,,5.825814020858708,,12.568632375156911,15.651628041717416,13.651628041717416
38,zro2_120_formal,39,39,zro2_120_formal:m039,single,formal,,39,-3900.0,11000.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,6.0,1,3,1.0,0.0,5.3225,1.0998,0.2572949539775783,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.03,5555555.555555556,296.2944444444445,1000:100:6:3,F39,FQ:1000:100:6:3|N1,152,0.0028268497002161,0.1888205081565355,3.0,5.053326260661143,False,,out_of_box,0.8422210434435238,0.6864083981499913,True,15.685102046397757,False,,0.176826391412281,23.20314626599721,3.1039163587164915,2.614183674399626,,0.38581632560037393,,10.631775785736615,9.685102046397757,3.6851020463977573
39,zro2_120_formal,40,40,zro2_120_formal:m040,single,formal,,40,-3900.0,11600.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,6.0,5,5,1.0,0.0048046875,57.6547,2.0128,0.2409736771930815,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.05,16666666.666666666,888.8833333333333,1000:100:6:5,F40,FQ:1000:100:6:5|N5,63,0.0673051045045312,0.2223648280362763,3.0,5.454082857004942,False,,out_of_box,0.9090138095008237,0.7277680110689,True,17.325254561648958,False,,0.1852568531877768,22.21592224678068,3.176566072771941,2.887542426941493,,0.1124575730585069,,11.871171704644016,11.325254561648958,5.325254561648958
40,zro2_120_formal,41,41,zro2_120_formal:m041,single,formal,,41,-3900.0,12200.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,8.0,5,3,1.0,0.0,56.2835,0.9623,0.247305883115448,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.03,20833333.33333333,1111.1041666666667,1000:100:8:3,F41,FQ:1000:100:8:3|N5,68,0.0515078917639123,0.136860177545896,3.0,5.479726399981883,False,,out_of_box,0.6849657999977353,0.5403805134891562,True,18.277103175923607,True,18.63547485933348,0.28633533381129783,36.42658602801678,3.335404332592962,2.284637896990451,2.329434357416685,0.28463789699045083,0.32943435741668514,12.797376775941725,10.277103175923607,2.2771031759236067
41,zro2_120_formal,42,42,zro2_120_formal:m042,single,formal,,42,-3900.0,12800.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,10.0,3,9,1.0,0.0,39.7223,0.7597,0.2908954039551389,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.09,3333333.333333333,177.77666666666667,1000:100:10:9,F42,FQ:1000:100:10:9|N3,158,0.0006824738852365,0.3846247531629164,3.0,5.18959570139069,False,,out_of_box,0.518959570139069,0.915213192736305,True,14.258795157019971,True,18.63547485933348,0.4242537465801045,16.078408390581863,2.7475734098513587,1.4258795157019972,1.863547485933348,0.4258795157019972,0.13645251406665193,9.069199455629281,4.258795157019971,5.741204842980029
42,zro2_120_formal,43,43,zro2_120_formal:m043,single,formal,,43,-3900.0,13400.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,10.0,5,11,1.0,0.001484375,48.9606,2.3629,0.2132874661381713,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.11,4545454.545454546,242.4227272727273,1000:100:10:11,F43,FQ:1000:100:10:11|N5,28,0.3225079058017536,0.0871310423821246,3.0,5.377152228074119,False,,out_of_box,0.5377152228074119,0.6075228731855441,True,20.757316243733637,False,,0.11143834967520184,33.85004886999604,3.860280565493322,2.075731624373364,,0.07573162437336389,,15.380164015659517,10.757316243733637,0.7573162437336372
43,zro2_120_formal,44,44,zro2_120_formal:m044,single,formal,,44,-3900.0,14000.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,6.0,3,5,1.0,0.006484375,52.191,4.8022,0.2150988441101245,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.025,20000000.0,533.33,1000:200:6:5,F44,FQ:1000:200:6:5|N3,12,2.1425362061980016,0.0802925056197574,3.0,4.476380776140535,False,,out_of_box,0.7460634626900892,0.4125956216001793,True,19.331605556053006,False,,0.16670796242651156,41.585380054059705,4.31857934407457,3.221934259342168,,0.22193425934216782,,14.855224779912472,13.331605556053006,7.331605556053006
44,zro2_120_formal,45,45,zro2_120_formal:m045,single,formal,,45,-3900.0,14600.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,6.0,3,7,1.0,0.0122265625,49.5979,5.7599,0.3886902858133605,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.035,14285714.285714284,380.9500000000001,1000:200:6:7,F45,FQ:1000:200:6:7|N3,6,7.697548926732254,0.0559995302142387,3.0,4.4507372331635935,False,,out_of_box,0.741789538860599,0.20045248924817094,True,17.105879117779093,True,18.63547485933348,0.20295369160626164,57.19450459785795,3.8433810449016774,2.850979852963182,3.1059124765555803,0.14902014703681798,0.10591247655558034,12.6551418846155,11.105879117779093,5.105879117779093
45,zro2_120_formal,46,46,zro2_120_formal:m046,single,formal,,46,-3900.0,15200.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,8.0,4,11,1.0,0.0,52.3175,0.6211,0.2361023778313117,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.055,9090909.090909092,242.4227272727273,1000:200:8:11,F46,FQ:1000:200:8:11|N4,81,0.0356526842394337,0.2041460225475712,3.0,4.506050182039896,False,,out_of_box,0.563256272754987,0.45035990257004394,True,14.702049300153467,True,14.860994818258504,0.24011879587904428,41.66901725485186,3.262735368272758,1.8377561625191834,1.857624352282313,0.1622438374808166,0.14237564771768696,10.195999118113571,6.702049300153467,1.2979506998465329
46,zro2_120_formal,47,47,zro2_120_formal:m047,single,formal,,47,-3900.0,15800.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,10.0,3,9,1.0,0.0,45.2915,1.5158,0.24919145586372,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.045,6666666.666666667,177.77666666666667,1000:200:10:9,F47,FQ:1000:200:10:9|N3,32,0.2327889761627342,0.1492213675244526,3.0,4.425093690186653,False,,out_of_box,0.44250936901866533,0.5529439639006328,True,17.728286549118657,True,18.63547485933348,0.2327312929850945,33.694423437520776,4.006307615233988,1.7728286549118657,1.863547485933348,0.2271713450881343,0.13645251406665193,13.303192858932004,7.728286549118657,2.271713450881343
47,zro2_120_formal,48,48,zro2_120_formal:m048,single,formal,,48,-3900.0,16400.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,10.0,5,11,1.0,0.0,51.0696,0.7467,0.1995459243256026,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.055,9090909.090909092,242.4227272727273,1000:200:10:11,F48,FQ:1000:200:10:11|N5,89,0.0296975155609473,0.2784064647983577,3.0,4.612650216870081,False,,out_of_box,0.4612650216870081,0.6081433240083647,True,13.903387385739377,True,9.450672659117906,0.23728958527993668,27.506527791248697,3.0141863640320716,1.3903387385739376,0.9450672659117906,0.39033873857393764,0.05493273408820942,9.290737168869295,3.903387385739377,6.096612614260623
48,zro2_120_formal,49,49,zro2_120_formal:m049,single,formal,,49,-4500.0,16400.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,6.0,2,9,1.0,0.0,1.8695,0.2192,0.1992755339040335,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,4.5,74074.07407407407,197.5296296296296,2000:2:6:9,F49,FQ:2000:2:6:9|N2,116,0.0171521730763174,0.2767720104089806,3.3010299956639813,5.742172191155873,True,,in_box_pred,0.9570286985259789,0.8542458942817157,True,9.708231566821965,True,6.010042719351759,0.280451576233221,10.401866985558062,1.6906897326720085,1.6180385944703275,1.0016737865586265,0.3819614055296725,0.0016737865586264888,3.9660593756660916,3.708231566821965,2.291768433178035
49,zro2_120_formal,50,50,zro2_120_formal:m050,single,formal,,50,-4500.0,15800.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,6.0,2,9,1.0,0.0,1.8423,0.2199,0.1949705660612079,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,4.5,74074.07407407407,197.5296296296296,2000:2:6:9,F50,FQ:2000:2:6:9|N2,138,0.0086745342838566,0.2454664380648269,3.3010299956639813,5.742172191155873,True,,in_box_pred,0.9570286985259789,0.8172419334001704,True,9.89823266090284,True,6.010042719351759,0.2861307157693305,12.327942255648209,1.7237784467954749,1.6497054434838068,1.0016737865586265,0.35029455651619323,0.0016737865586264888,4.156060469746967,3.89823266090284,2.10176733909716
50,zro2_120_formal,51,51,zro2_120_formal:m051,single,formal,,51,-4500.0,15200.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,10.0,3,9,1.0,0.0,1.7472,0.86,0.2150656169829516,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,4.5,66666.66666666667,177.77666666666667,2000:2:10:9,F51,FQ:2000:2:10:9|N3,145,0.0059627089385344,0.8998240927744701,3.3010299956639813,5.848772225986059,True,,in_box_pred,0.5848772225986059,0.9737107726400371,True,9.324161269491098,True,9.450672659117906,0.9036599585294589,9.30417731604328,1.5942083071834987,0.9324161269491098,0.9450672659117906,0.0675838730508902,0.05493273408820942,3.4753890435050394,0.675838730508902,10.675838730508902
51,zro2_120_formal,52,52,zro2_120_formal:m052,single,formal,,52,-4500.0,14600.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,2.0,2,5,1.0,0.0,32.7444,1.2357,0.2394926663010758,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,2000000.0,1066.66,2000:10:2:5,F52,FQ:2000:10:2:5|N2,27,0.3373907882243014,0.034702128595685,3.3010299956639813,5.732299116213432,True,,in_box_pred,2.866149558106716,0.09919691758788426,False,,True,18.63547485933348,0.21148601713557183,96.25539467097852,,,9.31773742966674,,6.317737429666741,,,
52,zro2_120_formal,53,53,zro2_120_formal:m053,single,formal,,53,-4500.0,14000.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,2.0,2,9,1.0,0.0,29.1019,0.4348,0.2355851483962465,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.9,1111111.111111111,592.588888888889,2000:10:2:9,F53,FQ:2000:10:2:9|N2,153,0.002736186430631,0.1684546978474572,3.3010299956639813,5.68101203025955,True,,in_box_pred,2.840506015129775,0.4130179102101158,True,13.657657525470372,False,,0.1737980413401599,41.06800882026422,2.4040888230342983,6.828828762735186,,3.828828762735186,,7.976645495210821,11.657657525470372,9.657657525470372
53,zro2_120_formal,54,54,zro2_120_formal:m054,single,formal,,54,-4500.0,13400.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,2.0,3,5,1.0,0.00015625,41.7621,1.1116,0.2373901256280291,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,3000000.0,1599.9900000000002,2000:10:2:5,F54,FQ:2000:10:2:5|N3,41,0.1348831708147492,0.2736571121857817,3.3010299956639813,5.838899151043617,True,,in_box_pred,2.9194495755218086,0.5762005449000346,True,13.839279657921876,True,14.860994818258504,0.2013648941997505,29.550536697293435,2.370186451233416,6.919639828960938,7.430497409129252,3.919639828960938,4.430497409129252,8.000380506878258,11.839279657921876,9.839279657921876
54,zro2_120_formal,55,55,zro2_120_formal:m055,single,formal,,55,-4500.0,12800.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,10.0,4,5,1.0,0.0,26.5716,0.5474,0.3223332612364289,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,800000.0,426.664,2000:10:10:5,F55,FQ:2000:10:10:5|N4,109,0.0196586101053017,0.591649700692359,3.3010299956639813,5.945499185873802,True,,exact_match,0.5945499185873803,0.8731306962366019,True,11.975549042291357,True,9.450672659117906,0.6052135144643002,14.404524751754105,2.014220954019242,1.1975549042291358,0.9450672659117906,0.1975549042291358,0.05493273408820942,6.030049856417555,1.975549042291357,8.024450957708643
55,zro2_120_formal,56,56,zro2_120_formal:m056,single,formal,,56,-4500.0,12200.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,4.0,2,5,1.0,0.0,41.6434,0.4493,0.3884200710211952,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.1,5000000.0,533.33,2000:50:4:5,F56,FQ:2000:50:4:5|N2,85,0.0322889399564692,0.3265753064979049,3.3010299956639813,5.426498311731818,False,,out_of_box,1.3566245779329544,0.7724202312886107,True,11.761191983380671,True,7.536507573664894,0.23660364608988008,15.90198471801294,2.1673630595173248,2.940297995845168,1.8841268934162234,0.05970200415483218,0.11587310658377659,6.3346936716488536,7.761191983380671,3.7611919833806713
56,zro2_120_formal,57,57,zro2_120_formal:m057,single,formal,,57,-4500.0,11600.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,4.0,3,9,1.0,0.0,44.8735,0.3081,0.9223775229990204,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.18,4166666.6666666665,444.4416666666667,2000:50:4:9,F57,FQ:2000:50:4:9|N3,146,0.0050908543060902,0.2884064376581287,3.3010299956639813,5.48181126060812,False,,out_of_box,1.37045281515203,0.5728046180923577,True,12.38847798629755,True,11.851008286901518,0.2155169594141126,25.04860269143377,2.2599242106929536,3.0971194965743876,2.9627520717253795,0.09711949657438756,0.037247928274620534,6.90666672568943,8.38847798629755,4.38847798629755
57,zro2_120_formal,58,58,zro2_120_formal:m058,single,formal,,58,-4500.0,11000.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,6.0,3,9,1.0,0.008828125,43.4805,4.0055,0.2018516802644489,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.18,2777777.777777778,296.2944444444445,2000:50:6:9,F58,FQ:2000:50:6:9|N3,11,2.175646135370528,0.0345421640093308,3.3010299956639813,5.48181126060812,False,,out_of_box,0.9136352101013534,0.31501132161940093,True,21.254572210004635,False,,0.1344312992995014,49.16876260051804,3.8772900414755935,3.5424287016674394,,0.5424287016674394,,15.772760949396515,15.254572210004635,9.254572210004635
58,zro2_120_formal,59,59,zro2_120_formal:m059,single,formal,,59,-4500.0,10400.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,6.0,4,3,1.0,0.0171484375,53.0235,3.0752,0.2168116630460932,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.06,11111111.111111112,1185.177777777778,2000:50:6:3,F59,FQ:2000:50:6:3|N4,20,0.5410256429762867,0.1355675313426685,3.3010299956639813,5.6653419243691285,False,,out_of_box,0.9442236540615214,0.4117643361525407,True,17.27007056304232,True,14.860994818258504,0.26771115845022503,41.87208543658571,3.048372153630507,2.878345093840387,2.4768324697097506,0.12165490615961305,0.4768324697097506,11.604728638673192,11.27007056304232,5.270070563042321
59,zro2_120_formal,60,60,zro2_120_formal:m060,single,formal,,60,-4500.0,9800.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,10.0,1,5,1.0,0.0,1.3027,1.2604,0.2085582937734683,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.1,1000000.0,106.666,2000:50:10:5,F60,FQ:2000:50:10:5|N1,39,0.1419616593976832,0.5907599962344074,3.3010299956639813,5.3198982769016325,False,,out_of_box,0.5319898276901632,0.8653336620376766,True,10.772169964172537,True,9.450672659117906,0.5472202334306367,12.29891755044985,2.0248826957733423,1.0772169964172538,0.9450672659117906,0.07721699641725377,0.05493273408820942,5.452271687270905,0.7721699641725372,9.227830035827463
60,zro2_120_formal,61,61,zro2_120_formal:m061,single,formal,,61,-4500.0,9200.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,4.0,2,11,1.0,0.0028125,46.7247,3.1962,0.2543780531078886,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.11,4545454.545454546,242.4227272727273,2000:100:4:11,F61,FQ:2000:100:4:11|N2,14,1.4574193946709295,0.0718419905853204,3.3010299956639813,4.967316677198975,False,,out_of_box,1.2418291692997439,0.20940192992880674,True,14.305243299707998,True,18.63547485933348,0.2768486730732931,53.74578465362154,2.8798734265065207,3.5763108249269995,4.65886871483337,0.5763108249269995,1.6588687148333703,9.337926622509023,10.305243299707998,6.305243299707998
61,zro2_120_formal,62,62,zro2_120_formal:m062,single,formal,,62,-4500.0,8600.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,4.0,5,9,1.0,0.0026953125,60.3441,1.7943,0.2003668176758904,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.09,13888888.888888888,740.7361111111111,2000:100:4:9,F62,FQ:2000:100:4:9|N5,40,0.1399936989252821,0.1787432730677672,3.3010299956639813,5.312760324666471,False,,out_of_box,1.3281900811666179,0.5837251718121222,True,15.556425511596798,False,,0.18639413169803346,27.02926227010588,2.9281248467713272,3.8891063778991994,,0.8891063778991994,,10.243665186930325,11.556425511596798,7.556425511596798
62,zro2_120_formal,63,63,zro2_120_formal:m063,single,formal,,63,-4500.0,8000.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,6.0,4,5,1.0,0.0005078125,58.8036,2.4031,0.2306759311527162,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.05,13333333.333333334,711.1066666666667,2000:100:6:5,F63,FQ:2000:100:6:5|N4,29,0.2655826461831945,0.1790796240087256,3.3010299956639813,5.257447375790169,False,,out_of_box,0.8762412292983615,0.5249251608008556,True,16.970144108325027,False,,0.17205245087389934,29.619447743340928,3.227829571147062,2.8283573513875044,,0.17164264861249556,,11.712696732534859,10.970144108325027,4.970144108325027
63,zro2_120_formal,64,64,zro2_120_formal:m064,single,formal,,64,-4500.0,7400.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,8.0,2,5,1.0,0.0,35.8151,1.5879,0.2054230495618106,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.05,5000000.0,266.665,2000:100:8:5,F64,FQ:2000:100:8:5|N2,38,0.1535426641409654,0.1517967728524684,3.3010299956639813,5.044247306129798,False,,out_of_box,0.6305309132662248,0.8693082201640131,True,12.69811840776946,True,14.860994818258504,0.6177939669752672,16.44110806888593,2.5173465211229105,1.5872648009711825,1.857624352282313,0.4127351990288175,0.14237564771768696,7.653871101639662,4.69811840776946,3.30188159223054
64,zro2_120_formal,65,65,zro2_120_formal:m065,single,formal,,65,-4500.0,6800.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,8.0,2,11,1.0,0.0,34.5322,1.1313,0.3142614997512097,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.11,2272727.272727273,121.21136363636364,2000:100:8:11,F65,FQ:2000:100:8:11|N2,46,0.1169963858899778,0.2763662886541764,3.3010299956639813,4.967316677198975,False,,out_of_box,0.6209145846498719,0.7080275743905201,True,12.850496649377305,True,14.860994818258504,0.2668377651844395,22.962063082276615,2.587009744791142,1.6063120811721632,1.857624352282313,0.3936879188278368,0.14237564771768696,7.88317997217833,4.850496649377305,3.1495033506226946
65,zro2_120_formal,66,66,zro2_120_formal:m066,single,formal,,66,-4500.0,6200.0,58400,2000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,2.0,1,5,1.0,0.0019140625,37.9908,12.6035,0.2427826624700142,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.025,20000000.0,533.33,2000:200:2:5,F66,FQ:2000:200:2:5|N1,1,51.2161118402466,0.0257373301168219,3.3010299956639813,4.173145260095576,False,,out_of_box,2.086572630047788,0.09846821707411893,False,,False,,0.18706553544451324,86.06110094767425,,,,,,,,
