dataset_index,session_id,median_depth_um,Sq_um,Sa_um,Ssk,Sku,grad_rms_um_per_um,aniso_gradx_over_y,lap_rms_um,corr_len_um,pit_count_per_roi,pit_depth_um,rms_DCT_8_16_um,E_DCT_8_16_frac,rms_DCT_16_32_um,E_DCT_16_32_frac,rms_DCT_32_64_um,E_DCT_32_64_frac,rms_DCT_64_inf_um,E_DCT_64_inf_frac
10,zro2_120_formal,46.2398,2.2115242724700535,0.9256468877196312,2.818716307442577,7.135904099873292,0.8132864859731272,0.9860660951576931,0.41270267627052487,13.75,0,0.8372402191162109,0.7291672625229401,0.1087103522870588,0.7279894675960373,0.10835944488831159,1.4862147116816735,0.45162678525187877,1.162046655269947,0.276098285229275
11,zro2_120_formal,17.7364,0.730294028634613,0.5521751072257757,-0.8419109914839714,0.41954617321790755,0.23398281747659558,2.1062604764664195,0.061101013746577,27.25,150,2.707670211791992,0.268458778169734,0.13513247134993087,0.15357144529961225,0.04422068278066801,0.16576084967232044,0.051519119177264115,0.6274117464596825,0.7380907990878689
12,zro2_120_formal,30.7015,1.188968102091062,0.44720204517245293,5.63163315621766,34.975873943850004,0.5949737254832196,1.2573580346745707,0.3130430801541765,6.5,0,1.0532703399658203,0.5150504895776171,0.1876545943859077,0.7063602874137728,0.35294915164196444,0.592462295001208,0.24830246228824918,0.40650891946755546,0.11689602717132876
13,zro2_120_formal,7.0837,1.3308509546385214,1.1414590598084033,0.36553806991486676,-1.1110230017539218,0.8785782665692671,4.302136394504275,0.28287204291943363,21.0,0,1.9403791427612305,1.2062407493521718,0.8215029940551246,0.22874732570580825,0.029542905814548107,0.14207212570824454,0.01139616992034533,0.3086897700210274,0.05380041596444789
14,zro2_120_formal,6.0985,1.69238254747746,1.3222856433782726,0.16902902890967514,0.07841513779373921,0.7639450962597837,1.0506833533736477,0.33568808381048126,6.5,8,5.818447828292847,0.79345602098719,0.21981060619894346,0.9312241483829048,0.3027689835991129,0.61147924018055,0.13054683836760497,0.8782331259008602,0.2692914421706762
15,zro2_120_formal,46.0401,0.6026683783055695,0.4778296454250813,0.060709729102683165,0.30594099348994286,0.24193502453847374,1.2532806955812823,0.11830936578504347,17.75,0,1.9111289978027344,0.22068099120056078,0.13408279122700886,0.21827960932784093,0.1311805737066463,0.13552500790162778,0.05056873303575721,0.4672709383836198,0.6011470672048316
16,zro2_120_formal,54.5754,1.9279678704881542,1.247622146308422,2.3763201817371193,9.109763617638263,0.9917877392144779,1.3466025919747533,0.4191111942692895,5.0,0,3.2877159118652344,1.0569794829793517,0.30056162517886065,1.0299331595161678,0.2853766906597657,0.9944790208401603,0.2660674010430295,0.37500836219115324,0.03783400525290796
17,zro2_120_formal,5.3911,0.8637443696690362,0.6680113570997491,0.574567675018601,0.5114664453818341,0.43132272934179583,0.9366362118703729,0.15396068546982766,6.5,0,2.4701619148254395,0.4647979784167543,0.289572957727868,0.47148412493311764,0.2979639274206085,0.35031293303643185,0.16449090248352607,0.32781845344233784,0.14404438552567556
18,zro2_120_formal,6.0179,0.7175478934782686,0.5745216333400458,0.10172171563469004,-0.19386098161070242,0.3764834434923227,0.9517266974062305,0.11024956971261256,4.25,0,2.0675101280212402,0.41777070418673845,0.3389800791411013,0.37566622179340986,0.27409587925863477,0.24602410749527837,0.11755836637324447,0.27439673268097436,0.14623660094845367
19,zro2_120_formal,63.1156,9.064103038694258,5.556900975555181,2.046525622964281,4.191389338899585,1.4636787186660896,0.7396440115680044,0.623239247558351,16.0,0,12.340999603271484,1.3044518344776432,0.02071125558350841,1.5996195076906394,0.031144668733775086,2.804163860788902,0.09570995415735951,8.318921143127165,0.8423340319523368
20,zro2_120_formal,56.6237,1.3445730667386213,1.027317866832018,0.5523546146861048,0.8989504567492874,0.60112197179887,1.377765037376517,0.1907428018160186,5.75,0,3.6673240661621094,0.7289347711587042,0.2939060452841188,0.6919383875437353,0.2648293015421592,0.5462110529588596,0.16502591638400088,0.6070448956193094,0.2038322075923751
21,zro2_120_formal,49.3129,1.3731381680370502,1.0331251527369023,0.6769137352510257,0.8908753688328077,0.49209470128754185,1.1739834823773394,0.12530235232593837,6.25,0,3.635377883911133,0.5962012832740731,0.18851995822507855,0.9261774179079011,0.4549460487513177,0.6815719702326173,0.24637405146545502,0.38980221060230386,0.08058609608533994
