subset,scale,rank,cluster_id,loco_angle_deg,members
formal f=200kHz,DCT_32_64,4,zro2_120_formal:m070,6.169372290027654,"zro2_120_formal:s70(po70,N4,d59.6)"
formal f=200kHz,DCT_32_64,5,zro2_120_formal:m067,5.121823183698763,"zro2_120_formal:s67(po67,N3,d58.8)"
formal f=200kHz,DCT_64_inf,1,zro2_120_formal:m066,62.88566973302134,"zro2_120_formal:s66(po66,N1,d38.0)"
formal f=200kHz,DCT_64_inf,2,zro2_120_formal:m045,3.9390727702544823,"zro2_120_formal:s45(po45,N3,d49.6)"
formal f=200kHz,DCT_64_inf,3,zro2_120_formal:m024,2.87184089902537,"zro2_120_formal:s24(po24,N5,d65.1)"
formal f=200kHz,DCT_64_inf,4,zro2_120_formal:m023,2.1191675387691977,"zro2_120_formal:s23(po23,N4,d63.9)"
formal f=200kHz,DCT_64_inf,5,zro2_120_formal:m068,1.9475882735661045,"zro2_120_formal:s68(po68,N5,d62.6)"
formal pulse=500fs,total,1,zro2_120_formal:m020,88.2899466992205,"zro2_120_formal:s20(po20,N5,d63.1)"
formal pulse=500fs,total,2,zro2_120_formal:m023,8.984509947980817,"zro2_120_formal:s23(po23,N4,d63.9)"
formal pulse=500fs,total,3,zro2_120_formal:m024,7.031827990211019,"zro2_120_formal:s24(po24,N5,d65.1)"
formal pulse=500fs,total,4,zro2_120_formal:m021,0.6253629156059985,"zro2_120_formal:s21(po21,N3,d56.6)"
formal pulse=500fs,total,5,zro2_120_formal:m015,0.47616954132523626,"zro2_120_formal:s15(po15,N1,d6.1)"
formal pulse=500fs,G2,1,zro2_120_formal:m020,86.91103399694506,"zro2_120_formal:s20(po20,N5,d63.1)"
formal pulse=500fs,G2,2,zro2_120_formal:m023,8.738443168806073,"zro2_120_formal:s23(po23,N4,d63.9)"
formal pulse=500fs,G2,3,zro2_120_formal:m024,7.007110847530218,"zro2_120_formal:s24(po24,N5,d65.1)"
formal pulse=500fs,G2,4,zro2_120_formal:m021,0.5885651925380325,"zro2_120_formal:s21(po21,N3,d56.6)"
formal pulse=500fs,G2,5,zro2_120_formal:m015,0.43643435065992553,"zro2_120_formal:s15(po15,N1,d6.1)"
formal pulse=500fs,G4,1,zro2_120_formal:m020,85.04312867816633,"zro2_120_formal:s20(po20,N5,d63.1)"
formal pulse=500fs,G4,2,zro2_120_formal:m023,8.37571554110293,"zro2_120_formal:s23(po23,N4,d63.9)"
formal pulse=500fs,G4,3,zro2_120_formal:m024,6.827464288186321,"zro2_120_formal:s24(po24,N5,d65.1)"
formal pulse=500fs,G4,4,zro2_120_formal:m021,0.529750477653966,"zro2_120_formal:s21(po21,N3,d56.6)"
formal pulse=500fs,G4,5,zro2_120_formal:m015,0.3752348743453154,"zro2_120_formal:s15(po15,N1,d6.1)"
formal pulse=500fs,G8,1,zro2_120_formal:m020,80.95402518124872,"zro2_120_formal:s20(po20,N5,d63.1)"
formal pulse=500fs,G8,2,zro2_120_formal:m023,7.556321256537934,"zro2_120_formal:s23(po23,N4,d63.9)"
formal pulse=500fs,G8,3,zro2_120_formal:m024,6.240695690694268,"zro2_120_formal:s24(po24,N5,d65.1)"
formal pulse=500fs,G8,4,zro2_120_formal:m021,0.4585925780825244,"zro2_120_formal:s21(po21,N3,d56.6)"
formal pulse=500fs,G8,5,zro2_120_formal:m015,0.2909026751248928,"zro2_120_formal:s15(po15,N1,d6.1)"
formal pulse=500fs,G16,1,zro2_120_formal:m020,75.80916976969549,"zro2_120_formal:s20(po20,N5,d63.1)"
formal pulse=500fs,G16,2,zro2_120_formal:m023,6.2201965025287995,"zro2_120_formal:s23(po23,N4,d63.9)"
formal pulse=500fs,G16,3,zro2_120_formal:m024,5.75647075474125,"zro2_120_formal:s24(po24,N5,d65.1)"
formal pulse=500fs,G16,4,zro2_120_formal:m021,0.42583721126987206,"zro2_120_formal:s21(po21,N3,d56.6)"
formal pulse=500fs,G16,5,zro2_120_formal:m015,0.24264778986338048,"zro2_120_formal:s15(po15,N1,d6.1)"
formal pulse=500fs,DCT_8_16,1,zro2_120_formal:m014,36.23895772199739,"zro2_120_formal:s14(po14,N2,d7.1)"
formal pulse=500fs,DCT_8_16,2,zro2_120_formal:m008,13.123170420234844,"zro2_120_formal:s8(po8,N5,d2.6)"
formal pulse=500fs,DCT_8_16,3,zro2_120_formal:m007,7.305814524116787,"zro2_120_formal:s7(po7,N5,d6.1)"
formal pulse=500fs,DCT_8_16,4,zro2_120_formal:m023,5.020084613412405,"zro2_120_formal:s23(po23,N4,d63.9)"
formal pulse=500fs,DCT_8_16,5,zro2_120_formal:m006,4.4895629846791545,"zro2_120_formal:s6(po6,N2,d0.8)"
formal pulse=500fs,DCT_16_32,1,zro2_120_formal:m023,56.017370520685354,"zro2_120_formal:s23(po23,N4,d63.9)"
formal pulse=500fs,DCT_16_32,2,zro2_120_formal:m024,19.076348076361178,"zro2_120_formal:s24(po24,N5,d65.1)"
formal pulse=500fs,DCT_16_32,3,zro2_120_formal:m020,4.484157420855468,"zro2_120_formal:s20(po20,N5,d63.1)"
formal pulse=500fs,DCT_16_32,4,zro2_120_formal:m022,1.4782371998712853,"zro2_120_formal:s22(po22,N3,d49.3)"
formal pulse=500fs,DCT_16_32,5,zro2_120_formal:m017,0.8071586158703962,"zro2_120_formal:s17(po17,N2,d54.6)"
formal pulse=500fs,DCT_32_64,1,zro2_120_formal:m023,58.97380565205585,"zro2_120_formal:s23(po23,N4,d63.9)"
formal pulse=500fs,DCT_32_64,2,zro2_120_formal:m024,23.38250387449226,"zro2_120_formal:s24(po24,N5,d65.1)"
formal pulse=500fs,DCT_32_64,3,zro2_120_formal:m011,3.5955571105322397,"zro2_120_formal:s11(po11,N4,d46.2)"
formal pulse=500fs,DCT_32_64,4,zro2_120_formal:m020,2.7238546945155906,"zro2_120_formal:s20(po20,N5,d63.1)"
formal pulse=500fs,DCT_32_64,5,zro2_120_formal:m021,0.8479920253039983,"zro2_120_formal:s21(po21,N3,d56.6)"
formal pulse=500fs,DCT_64_inf,1,zro2_120_formal:m020,77.87244783166989,"zro2_120_formal:s20(po20,N5,d63.1)"
formal pulse=500fs,DCT_64_inf,2,zro2_120_formal:m023,5.054592306408483,"zro2_120_formal:s23(po23,N4,d63.9)"
formal pulse=500fs,DCT_64_inf,3,zro2_120_formal:m024,4.920380883620223,"zro2_120_formal:s24(po24,N5,d65.1)"
formal pulse=500fs,DCT_64_inf,4,zro2_120_formal:m021,0.3768156845127352,"zro2_120_formal:s21(po21,N3,d56.6)"
formal pulse=500fs,DCT_64_inf,5,zro2_120_formal:m015,0.2138472951589623,"zro2_120_formal:s15(po15,N1,d6.1)"
formal pulse=1000fs,total,1,zro2_120_formal:m038,41.91659781311207,"zro2_120_formal:s38(po38,N2,d53.7)"
formal pulse=1000fs,total,2,zro2_120_formal:m045,5.06184913905275,"zro2_120_formal:s45(po45,N3,d49.6)"
formal pulse=1000fs,total,3,zro2_120_formal:m044,2.5493739937602515,"zro2_120_formal:s44(po44,N3,d52.2)"
formal pulse=1000fs,total,4,zro2_120_formal:m035,1.1091336428300553,"zro2_120_formal:s35(po35,N1,d8.4)"
formal pulse=1000fs,total,5,zro2_120_formal:m043,0.7908400681690121,"zro2_120_formal:s43(po43,N5,d49.0)"
formal pulse=1000fs,G2,1,zro2_120_formal:m038,40.13493319894913,"zro2_120_formal:s38(po38,N2,d53.7)"
formal pulse=1000fs,G2,2,zro2_120_formal:m045,5.084324780943654,"zro2_120_formal:s45(po45,N3,d49.6)"
formal pulse=1000fs,G2,3,zro2_120_formal:m044,2.548983203115918,"zro2_120_formal:s44(po44,N3,d52.2)"
formal pulse=1000fs,G2,4,zro2_120_formal:m035,1.0557658967484473,"zro2_120_formal:s35(po35,N1,d8.4)"
formal pulse=1000fs,G2,5,zro2_120_formal:m043,0.7736617954833648,"zro2_120_formal:s43(po43,N5,d49.0)"
formal pulse=1000fs,G4,1,zro2_120_formal:m038,37.71200378770207,"zro2_120_formal:s38(po38,N2,d53.7)"
formal pulse=1000fs,G4,2,zro2_120_formal:m045,5.100331532076671,"zro2_120_formal:s45(po45,N3,d49.6)"
formal pulse=1000fs,G4,3,zro2_120_formal:m044,2.523917356036821,"zro2_120_formal:s44(po44,N3,d52.2)"
formal pulse=1000fs,G4,4,zro2_120_formal:m035,0.9739150701010044,"zro2_120_formal:s35(po35,N1,d8.4)"
formal pulse=1000fs,G4,5,zro2_120_formal:m043,0.7391408800491537,"zro2_120_formal:s43(po43,N5,d49.0)"
formal pulse=1000fs,G8,1,zro2_120_formal:m038,33.33746607667861,"zro2_120_formal:s38(po38,N2,d53.7)"
formal pulse=1000fs,G8,2,zro2_120_formal:m045,5.067108422273375,"zro2_120_formal:s45(po45,N3,d49.6)"
formal pulse=1000fs,G8,3,zro2_120_formal:m044,2.406304068280918,"zro2_120_formal:s44(po44,N3,d52.2)"
formal pulse=1000fs,G8,4,zro2_120_formal:m035,0.8553001350017615,"zro2_120_formal:s35(po35,N1,d8.4)"
formal pulse=1000fs,G8,5,zro2_120_formal:m043,0.6570759512825447,"zro2_120_formal:s43(po43,N5,d49.0)"
formal pulse=1000fs,G16,1,zro2_120_formal:m038,26.020844715579347,"zro2_120_formal:s38(po38,N2,d53.7)"
formal pulse=1000fs,G16,2,zro2_120_formal:m045,4.71269676302272,"zro2_120_formal:s45(po45,N3,d49.6)"
formal pulse=1000fs,G16,3,zro2_120_formal:m044,2.2556161015371763,"zro2_120_formal:s44(po44,N3,d52.2)"
formal pulse=1000fs,G16,4,zro2_120_formal:m035,0.8140156743771935,"zro2_120_formal:s35(po35,N1,d8.4)"
formal pulse=1000fs,G16,5,zro2_120_formal:m043,0.5536466649353147,"zro2_120_formal:s43(po43,N5,d49.0)"
formal pulse=1000fs,DCT_8_16,1,zro2_120_formal:m038,89.61102261367064,"zro2_120_formal:s38(po38,N2,d53.7)"
formal pulse=1000fs,DCT_8_16,2,zro2_120_formal:m037,1.5860031349981543,"zro2_120_formal:s37(po37,N3,d34.3)"
formal pulse=1000fs,DCT_8_16,3,zro2_120_formal:m027,1.1239017868552357,"zro2_120_formal:s27(po27,N4,d48.3)"
formal pulse=1000fs,DCT_8_16,4,zro2_120_formal:m035,1.099282243764886,"zro2_120_formal:s35(po35,N1,d8.4)"
formal pulse=1000fs,DCT_8_16,5,zro2_120_formal:m040,0.9260258160420112,"zro2_120_formal:s40(po40,N5,d57.7)"
formal pulse=1000fs,DCT_16_32,1,zro2_120_formal:m038,71.10470122451451,"zro2_120_formal:s38(po38,N2,d53.7)"
formal pulse=1000fs,DCT_16_32,2,zro2_120_formal:m044,5.015450241142349,"zro2_120_formal:s44(po44,N3,d52.2)"
formal pulse=1000fs,DCT_16_32,3,zro2_120_formal:m045,2.44827208215699,"zro2_120_formal:s45(po45,N3,d49.6)"
formal pulse=1000fs,DCT_16_32,4,zro2_120_formal:m043,1.7409109704056174,"zro2_120_formal:s43(po43,N5,d49.0)"
formal pulse=1000fs,DCT_16_32,5,zro2_120_formal:m047,1.7296661823267263,"zro2_120_formal:s47(po47,N3,d45.3)"
formal pulse=1000fs,DCT_32_64,1,zro2_120_formal:m038,51.97393192649467,"zro2_120_formal:s38(po38,N2,d53.7)"
formal pulse=1000fs,DCT_32_64,2,zro2_120_formal:m045,3.243608919862963,"zro2_120_formal:s45(po45,N3,d49.6)"
formal pulse=1000fs,DCT_32_64,3,zro2_120_formal:m044,1.3468710204260814,"zro2_120_formal:s44(po44,N3,d52.2)"
formal pulse=1000fs,DCT_32_64,4,zro2_120_formal:m040,0.6447517310343764,"zro2_120_formal:s40(po40,N5,d57.7)"
formal pulse=1000fs,DCT_32_64,5,zro2_120_formal:m035,0.49441118046828414,"zro2_120_formal:s35(po35,N1,d8.4)"
formal pulse=1000fs,DCT_64_inf,1,zro2_120_formal:m038,24.016084501447995,"zro2_120_formal:s38(po38,N2,d53.7)"
formal pulse=1000fs,DCT_64_inf,2,zro2_120_formal:m045,5.400670059695869,"zro2_120_formal:s45(po45,N3,d49.6)"
formal pulse=1000fs,DCT_64_inf,3,zro2_120_formal:m044,2.5761855575855788,"zro2_120_formal:s44(po44,N3,d52.2)"
formal pulse=1000fs,DCT_64_inf,4,zro2_120_formal:m035,0.9894729148858487,"zro2_120_formal:s35(po35,N1,d8.4)"
formal pulse=1000fs,DCT_64_inf,5,zro2_120_formal:m043,0.686647138280123,"zro2_120_formal:s43(po43,N5,d49.0)"
formal pulse=2000fs,total,1,zro2_120_formal:m066,45.70520749601913,"zro2_120_formal:s66(po66,N1,d38.0)"
formal pulse=2000fs,total,2,zro2_120_formal:m068,1.7836730045541251,"zro2_120_formal:s68(po68,N5,d62.6)"
formal pulse=2000fs,total,3,zro2_120_formal:m071,1.7453798726709326,"zro2_120_formal:s71(po71,N2,d17.2)"
formal pulse=2000fs,total,4,zro2_120_formal:m058,1.624814442132307,"zro2_120_formal:s58(po58,N3,d43.5)"
formal pulse=2000fs,total,5,zro2_120_formal:m059,1.2607978483499178,"zro2_120_formal:s59(po59,N4,d53.0)"
formal pulse=2000fs,G2,1,zro2_120_formal:m066,44.820154636893776,"zro2_120_formal:s66(po66,N1,d38.0)"
formal pulse=2000fs,G2,2,zro2_120_formal:m068,1.7770561725740655,"zro2_120_formal:s68(po68,N5,d62.6)"
formal pulse=2000fs,G2,3,zro2_120_formal:m071,1.6843835881593614,"zro2_120_formal:s71(po71,N2,d17.2)"
formal pulse=2000fs,G2,4,zro2_120_formal:m058,1.6133527194685604,"zro2_120_formal:s58(po58,N3,d43.5)"
formal pulse=2000fs,G2,5,zro2_120_formal:m059,1.2267316312841343,"zro2_120_formal:s59(po59,N4,d53.0)"
formal pulse=2000fs,G4,1,zro2_120_formal:m066,43.540327314857116,"zro2_120_formal:s66(po66,N1,d38.0)"
formal pulse=2000fs,G4,2,zro2_120_formal:m068,1.754059571444172,"zro2_120_formal:s68(po68,N5,d62.6)"
formal pulse=2000fs,G4,3,zro2_120_formal:m071,1.5759545468528229,"zro2_120_formal:s71(po71,N2,d17.2)"
formal pulse=2000fs,G4,4,zro2_120_formal:m058,1.573328654025392,"zro2_120_formal:s58(po58,N3,d43.5)"
formal pulse=2000fs,G4,5,zro2_120_formal:m059,1.1743956416584616,"zro2_120_formal:s59(po59,N4,d53.0)"
formal pulse=2000fs,G8,1,zro2_120_formal:m066,41.0608572170995,"zro2_120_formal:s66(po66,N1,d38.0)"
formal pulse=2000fs,G8,2,zro2_120_formal:m068,1.6861472643904272,"zro2_120_formal:s68(po68,N5,d62.6)"
formal pulse=2000fs,G8,3,zro2_120_formal:m058,1.4075664009211937,"zro2_120_formal:s58(po58,N3,d43.5)"
formal pulse=2000fs,G8,4,zro2_120_formal:m071,1.403662240656703,"zro2_120_formal:s71(po71,N2,d17.2)"
formal pulse=2000fs,G8,5,zro2_120_formal:m059,1.0765012208293283,"zro2_120_formal:s59(po59,N4,d53.0)"
formal pulse=2000fs,G16,1,zro2_120_formal:m066,38.076384007210514,"zro2_120_formal:s66(po66,N1,d38.0)"
formal pulse=2000fs,G16,2,zro2_120_formal:m068,1.51451879466874,"zro2_120_formal:s68(po68,N5,d62.6)"
formal pulse=2000fs,G16,3,zro2_120_formal:m071,1.2966793396724872,"zro2_120_formal:s71(po71,N2,d17.2)"
formal pulse=2000fs,G16,4,zro2_120_formal:m058,0.9730676336336207,"zro2_120_formal:s58(po58,N3,d43.5)"
formal pulse=2000fs,G16,5,zro2_120_formal:m059,0.9463658606029968,"zro2_120_formal:s59(po59,N4,d53.0)"
formal pulse=2000fs,DCT_8_16,1,zro2_120_formal:m066,54.84384044888233,"zro2_120_formal:s66(po66,N1,d38.0)"
formal pulse=2000fs,DCT_8_16,2,zro2_120_formal:m060,9.17866442970651,"zro2_120_formal:s60(po60,N1,d1.3)"
formal pulse=2000fs,DCT_8_16,3,zro2_120_formal:m051,6.615782571677763,"zro2_120_formal:s51(po51,N3,d1.7)"
formal pulse=2000fs,DCT_8_16,4,zro2_120_formal:m071,6.204651177663936,"zro2_120_formal:s71(po71,N2,d17.2)"
formal pulse=2000fs,DCT_8_16,5,zro2_120_formal:m070,4.322986394263442,"zro2_120_formal:s70(po70,N4,d59.6)"
formal pulse=2000fs,DCT_16_32,1,zro2_120_formal:m066,42.952307455919815,"zro2_120_formal:s66(po66,N1,d38.0)"
formal pulse=2000fs,DCT_16_32,2,zro2_120_formal:m070,16.580722196198796,"zro2_120_formal:s70(po70,N4,d59.6)"
formal pulse=2000fs,DCT_16_32,3,zro2_120_formal:m058,14.503212569237196,"zro2_120_formal:s58(po58,N3,d43.5)"
formal pulse=2000fs,DCT_16_32,4,zro2_120_formal:m071,6.07235582526558,"zro2_120_formal:s71(po71,N2,d17.2)"
formal pulse=2000fs,DCT_16_32,5,zro2_120_formal:m059,1.7083641692603662,"zro2_120_formal:s59(po59,N4,d53.0)"
formal pulse=2000fs,DCT_32_64,1,zro2_120_formal:m066,44.95771461170902,"zro2_120_formal:s66(po66,N1,d38.0)"
formal pulse=2000fs,DCT_32_64,2,zro2_120_formal:m058,8.432318471924924,"zro2_120_formal:s58(po58,N3,d43.5)"
formal pulse=2000fs,DCT_32_64,3,zro2_120_formal:m070,6.608957869943223,"zro2_120_formal:s70(po70,N4,d59.6)"
formal pulse=2000fs,DCT_32_64,4,zro2_120_formal:m067,5.264932019763425,"zro2_120_formal:s67(po67,N3,d58.8)"
formal pulse=2000fs,DCT_32_64,5,zro2_120_formal:m061,4.07227324997729,"zro2_120_formal:s61(po61,N2,d46.7)"
formal pulse=2000fs,DCT_64_inf,1,zro2_120_formal:m066,38.958980230885416,"zro2_120_formal:s66(po66,N1,d38.0)"
formal pulse=2000fs,DCT_64_inf,2,zro2_120_formal:m068,1.6113049928599787,"zro2_120_formal:s68(po68,N5,d62.6)"
formal pulse=2000fs,DCT_64_inf,3,zro2_120_formal:m071,1.2705397114930426,"zro2_120_formal:s71(po71,N2,d17.2)"
formal pulse=2000fs,DCT_64_inf,4,zro2_120_formal:m059,0.9324490031444075,"zro2_120_formal:s59(po59,N4,d53.0)"
formal pulse=2000fs,DCT_64_inf,5,zro2_120_formal:m058,0.8232287539285986,"zro2_120_formal:s58(po58,N3,d43.5)"
formal pulse=4000fs,total,1,zro2_120_formal:m083,87.1733716650652,"zro2_120_formal:s83(po83,N3,d45.0)"
formal pulse=4000fs,total,2,zro2_120_formal:m084,2.0435513493836863,"zro2_120_formal:s84(po84,N5,d47.2)"
formal pulse=4000fs,total,3,zro2_120_formal:m088,0.751976620328651,"zro2_120_formal:s88(po88,N1,d17.7)"
formal pulse=4000fs,total,4,zro2_120_formal:m086,0.6440269547884201,"zro2_120_formal:s86(po86,N1,d4.8)"
formal pulse=4000fs,total,5,zro2_120_formal:m082,0.36492471394211456,"zro2_120_formal:s82(po82,N2,d37.3)"
formal pulse=4000fs,G2,1,zro2_120_formal:m083,87.22250043853113,"zro2_120_formal:s83(po83,N3,d45.0)"
formal pulse=4000fs,G2,2,zro2_120_formal:m084,2.0342494775851825,"zro2_120_formal:s84(po84,N5,d47.2)"
formal pulse=4000fs,G2,3,zro2_120_formal:m088,0.6334970185196701,"zro2_120_formal:s88(po88,N1,d17.7)"
formal pulse=4000fs,G2,4,zro2_120_formal:m086,0.5543224075257281,"zro2_120_formal:s86(po86,N1,d4.8)"
formal pulse=4000fs,G2,5,zro2_120_formal:m082,0.33456769164370476,"zro2_120_formal:s82(po82,N2,d37.3)"
formal pulse=4000fs,G4,1,zro2_120_formal:m083,87.28844135030839,"zro2_120_formal:s83(po83,N3,d45.0)"
formal pulse=4000fs,G4,2,zro2_120_formal:m084,1.996027988903122,"zro2_120_formal:s84(po84,N5,d47.2)"
formal pulse=4000fs,G4,3,zro2_120_formal:m088,0.4799198948448219,"zro2_120_formal:s88(po88,N1,d17.7)"
formal pulse=4000fs,G4,4,zro2_120_formal:m086,0.4127750436949157,"zro2_120_formal:s86(po86,N1,d4.8)"
formal pulse=4000fs,G4,5,zro2_120_formal:m082,0.29013675671307476,"zro2_120_formal:s82(po82,N2,d37.3)"
formal pulse=4000fs,G8,1,zro2_120_formal:m083,87.45408753449011,"zro2_120_formal:s83(po83,N3,d45.0)"
formal pulse=4000fs,G8,2,zro2_120_formal:m084,1.8405996630383812,"zro2_120_formal:s84(po84,N5,d47.2)"
formal pulse=4000fs,G8,3,zro2_120_formal:m088,0.36149670552598995,"zro2_120_formal:s88(po88,N1,d17.7)"
formal pulse=4000fs,G8,4,zro2_120_formal:m086,0.28437572084372437,"zro2_120_formal:s86(po86,N1,d4.8)"
formal pulse=4000fs,G8,5,zro2_120_formal:m074,0.2640578747494637,"zro2_120_formal:s74(po74,N5,d16.9)"
formal pulse=4000fs,G16,1,zro2_120_formal:m083,87.89707569733038,"zro2_120_formal:s83(po83,N3,d45.0)"
formal pulse=4000fs,G16,2,zro2_120_formal:m084,1.423486215828755,"zro2_120_formal:s84(po84,N5,d47.2)"
formal pulse=4000fs,G16,3,zro2_120_formal:m088,0.34236765305627376,"zro2_120_formal:s88(po88,N1,d17.7)"
formal pulse=4000fs,G16,4,zro2_120_formal:m074,0.26495917268453734,"zro2_120_formal:s74(po74,N5,d16.9)"
formal pulse=4000fs,G16,5,zro2_120_formal:m094,0.23523958440285217,"zro2_120_formal:s94(po94,N4,d45.2)"
formal pulse=4000fs,DCT_8_16,1,zro2_120_formal:m079,80.29214511267519,"zro2_120_formal:s79(po79,N2,d6.5)"
formal pulse=4000fs,DCT_8_16,2,zro2_120_formal:m086,7.712957230611183,"zro2_120_formal:s86(po86,N1,d4.8)"
formal pulse=4000fs,DCT_8_16,3,zro2_120_formal:m083,2.633130990529689,"zro2_120_formal:s83(po83,N3,d45.0)"
formal pulse=4000fs,DCT_8_16,4,zro2_120_formal:m095,1.429193446438333,"zro2_120_formal:s95(po95,N4,d42.3)"
formal pulse=4000fs,DCT_8_16,5,zro2_120_formal:m096,1.1145323264688103,"zro2_120_formal:s96(po96,N5,d44.6)"
formal pulse=4000fs,DCT_16_32,1,zro2_120_formal:m083,86.5130104823785,"zro2_120_formal:s83(po83,N3,d45.0)"
formal pulse=4000fs,DCT_16_32,2,zro2_120_formal:m086,1.146795925356003,"zro2_120_formal:s86(po86,N1,d4.8)"
formal pulse=4000fs,DCT_16_32,3,zro2_120_formal:m095,0.728609812168799,"zro2_120_formal:s95(po95,N4,d42.3)"
formal pulse=4000fs,DCT_16_32,4,zro2_120_formal:m082,0.6493180543492089,"zro2_120_formal:s82(po82,N2,d37.3)"
formal pulse=4000fs,DCT_16_32,5,zro2_120_formal:m079,0.636364298759998,"zro2_120_formal:s79(po79,N2,d6.5)"
formal pulse=4000fs,DCT_32_64,1,zro2_120_formal:m083,89.28050392889587,"zro2_120_formal:s83(po83,N3,d45.0)"
formal pulse=4000fs,DCT_32_64,2,zro2_120_formal:m084,1.950946267686977,"zro2_120_formal:s84(po84,N5,d47.2)"
formal pulse=4000fs,DCT_32_64,3,zro2_120_formal:m082,0.42062755163207993,"zro2_120_formal:s82(po82,N2,d37.3)"
formal pulse=4000fs,DCT_32_64,4,zro2_120_formal:m080,0.3040783088668363,"zro2_120_formal:s80(po80,N4,d49.7)"
formal pulse=4000fs,DCT_32_64,5,zro2_120_formal:m091,0.29963017650534496,"zro2_120_formal:s91(po91,N3,d47.3)"
formal pulse=4000fs,DCT_64_inf,1,zro2_120_formal:m083,83.55056248735487,"zro2_120_formal:s83(po83,N3,d45.0)"
formal pulse=4000fs,DCT_64_inf,2,zro2_120_formal:m084,1.9595456127021302,"zro2_120_formal:s84(po84,N5,d47.2)"
formal pulse=4000fs,DCT_64_inf,3,zro2_120_formal:m088,0.3799418363689137,"zro2_120_formal:s88(po88,N1,d17.7)"
formal pulse=4000fs,DCT_64_inf,4,zro2_120_formal:m074,0.2658786679657224,"zro2_120_formal:s74(po74,N5,d16.9)"
formal pulse=4000fs,DCT_64_inf,5,zro2_120_formal:m094,0.23557214508377594,"zro2_120_formal:s94(po94,N4,d45.2)"
formal pulse=6000fs,total,1,zro2_120_formal:m119,60.55519500577153,"zro2_120_formal:s119(po119,N3,d46.1)"
formal pulse=6000fs,total,2,zro2_120_formal:m118,27.553736355617424,"zro2_120_formal:s118(po118,N1,d6.5)"
formal pulse=6000fs,total,3,zro2_120_formal:m110,6.571352448111167,"zro2_120_formal:s110(po110,N4,d41.7)"
formal pulse=6000fs,total,4,zro2_120_formal:m117,3.2856666972301225,"zro2_120_formal:s117(po117,N1,d4.1)"
formal pulse=6000fs,total,5,zro2_120_formal:m114,3.2195057911965073,"zro2_120_formal:s114(po114,N4,d46.8)"
formal pulse=6000fs,G2,1,zro2_120_formal:m119,52.36516561567534,"zro2_120_formal:s119(po119,N3,d46.1)"
formal pulse=6000fs,G2,2,zro2_120_formal:m118,24.990075499920593,"zro2_120_formal:s118(po118,N1,d6.5)"
formal pulse=6000fs,G2,3,zro2_120_formal:m110,6.218614045611241,"zro2_120_formal:s110(po110,N4,d41.7)"
formal pulse=6000fs,G2,4,zro2_120_formal:m117,2.8410781311171243,"zro2_120_formal:s117(po117,N1,d4.1)"
formal pulse=6000fs,G2,5,zro2_120_formal:m114,2.7029376972297454,"zro2_120_formal:s114(po114,N4,d46.8)"
formal pulse=6000fs,G4,1,zro2_120_formal:m119,48.176297371308145,"zro2_120_formal:s119(po119,N3,d46.1)"
formal pulse=6000fs,G4,2,zro2_120_formal:m118,24.12241651065674,"zro2_120_formal:s118(po118,N1,d6.5)"
formal pulse=6000fs,G4,3,zro2_120_formal:m110,5.857937150686734,"zro2_120_formal:s110(po110,N4,d41.7)"
formal pulse=6000fs,G4,4,zro2_120_formal:m117,2.42625309759622,"zro2_120_formal:s117(po117,N1,d4.1)"
formal pulse=6000fs,G4,5,zro2_120_formal:m114,2.2124001096554715,"zro2_120_formal:s114(po114,N4,d46.8)"
formal pulse=6000fs,G8,1,zro2_120_formal:m119,43.96846288232059,"zro2_120_formal:s119(po119,N3,d46.1)"
formal pulse=6000fs,G8,2,zro2_120_formal:m118,24.06033164207041,"zro2_120_formal:s118(po118,N1,d6.5)"
formal pulse=6000fs,G8,3,zro2_120_formal:m110,5.432362692121842,"zro2_120_formal:s110(po110,N4,d41.7)"
formal pulse=6000fs,G8,4,zro2_120_formal:m117,2.1296357913105903,"zro2_120_formal:s117(po117,N1,d4.1)"
formal pulse=6000fs,G8,5,zro2_120_formal:m120,2.068582133371159,"zro2_120_formal:s120(po120,N5,d49.9)"
formal pulse=6000fs,G16,1,zro2_120_formal:m119,39.512800189158156,"zro2_120_formal:s119(po119,N3,d46.1)"
formal pulse=6000fs,G16,2,zro2_120_formal:m118,25.47888724993901,"zro2_120_formal:s118(po118,N1,d6.5)"
formal pulse=6000fs,G16,3,zro2_120_formal:m110,5.957990135845048,"zro2_120_formal:s110(po110,N4,d41.7)"
formal pulse=6000fs,G16,4,zro2_120_formal:m120,2.496820125051473,"zro2_120_formal:s120(po120,N5,d49.9)"
formal pulse=6000fs,G16,5,zro2_120_formal:m117,2.094490369702234,"zro2_120_formal:s117(po117,N1,d4.1)"
formal pulse=6000fs,DCT_8_16,1,zro2_120_formal:m109,15.75074691796261,"zro2_120_formal:s109(po109,N1,d2.5)"
formal pulse=6000fs,DCT_8_16,2,zro2_120_formal:m112,10.733434270937263,"zro2_120_formal:s112(po112,N2,d19.1)"
formal pulse=6000fs,DCT_8_16,3,zro2_120_formal:m117,9.96072946063446,"zro2_120_formal:s117(po117,N1,d4.1)"
formal pulse=6000fs,DCT_8_16,4,zro2_120_formal:m114,2.926386474018519,"zro2_120_formal:s114(po114,N4,d46.8)"
formal pulse=6000fs,DCT_8_16,5,zro2_120_formal:m119,1.8240455007273597,"zro2_120_formal:s119(po119,N3,d46.1)"
