subset,scale,rank,cluster_id,loco_angle_deg,members
formal f=2kHz,DCT_32_64,2,zro2_120_formal:m074,12.001354312034453,"zro2_120_formal:s74(po74,N5,d16.9)"
formal f=2kHz,DCT_32_64,3,zro2_120_formal:m001,8.673257792149009,"zro2_120_formal:s1(po1,N4,d13.5)"
formal f=2kHz,DCT_32_64,4,zro2_120_formal:m073,6.863951636731888,"zro2_120_formal:s73(po73,N5,d27.4)"
formal f=2kHz,DCT_32_64,5,zro2_120_formal:m008,6.13277191848902,"zro2_120_formal:s8(po8,N5,d2.6)"
formal f=2kHz,DCT_64_inf,1,zro2_120_formal:m074,28.111998432536144,"zro2_120_formal:s74(po74,N5,d16.9)"
formal f=2kHz,DCT_64_inf,2,zro2_120_formal:m001,9.491671156211625,"zro2_120_formal:s1(po1,N4,d13.5)"
formal f=2kHz,DCT_64_inf,3,zro2_120_formal:m099,9.26903013487888,"zro2_120_formal:s99(po99,N1,d1.3)"
formal f=2kHz,DCT_64_inf,4,zro2_120_formal:m025,3.011729797221858,"zro2_120_formal:s25(po25,N3,d16.0)"
formal f=2kHz,DCT_64_inf,5,zro2_120_formal:m051,2.005019118526507,"zro2_120_formal:s51(po51,N3,d1.7)"
formal f=10kHz,total,1,zro2_120_formal:m079,78.49120264041412,"zro2_120_formal:s79(po79,N2,d6.5)"
formal f=10kHz,total,2,zro2_120_formal:m109,14.672665078822018,"zro2_120_formal:s109(po109,N1,d2.5)"
formal f=10kHz,total,3,zro2_120_formal:m014,6.862087449206163,"zro2_120_formal:s14(po14,N2,d7.1)"
formal f=10kHz,total,4,zro2_120_formal:m011,2.5341410906601705,"zro2_120_formal:s11(po11,N4,d46.2)"
formal f=10kHz,total,5,zro2_120_formal:m055,1.2071356675431166,"zro2_120_formal:s55(po55,N4,d26.6)"
formal f=10kHz,G2,1,zro2_120_formal:m079,83.79398229645844,"zro2_120_formal:s79(po79,N2,d6.5)"
formal f=10kHz,G2,2,zro2_120_formal:m109,23.93134336754209,"zro2_120_formal:s109(po109,N1,d2.5)"
formal f=10kHz,G2,3,zro2_120_formal:m014,7.793887939733548,"zro2_120_formal:s14(po14,N2,d7.1)"
formal f=10kHz,G2,4,zro2_120_formal:m011,6.42352177921268,"zro2_120_formal:s11(po11,N4,d46.2)"
formal f=10kHz,G2,5,zro2_120_formal:m055,1.3507397786840651,"zro2_120_formal:s55(po55,N4,d26.6)"
formal f=10kHz,G4,1,zro2_120_formal:m011,84.25988685451776,"zro2_120_formal:s11(po11,N4,d46.2)"
formal f=10kHz,G4,2,zro2_120_formal:m052,8.53334514904122,"zro2_120_formal:s52(po52,N2,d32.7)"
formal f=10kHz,G4,3,zro2_120_formal:m079,7.554185152221725,"zro2_120_formal:s79(po79,N2,d6.5)"
formal f=10kHz,G4,4,zro2_120_formal:m054,3.8388307818699032,"zro2_120_formal:s54(po54,N3,d41.8)"
formal f=10kHz,G4,5,zro2_120_formal:m027,1.5568965848335916,"zro2_120_formal:s27(po27,N4,d48.3)"
formal f=10kHz,G8,1,zro2_120_formal:m011,74.33799286393463,"zro2_120_formal:s11(po11,N4,d46.2)"
formal f=10kHz,G8,2,zro2_120_formal:m052,12.905570971551148,"zro2_120_formal:s52(po52,N2,d32.7)"
formal f=10kHz,G8,3,zro2_120_formal:m054,5.184485180402462,"zro2_120_formal:s54(po54,N3,d41.8)"
formal f=10kHz,G8,4,zro2_120_formal:m079,1.278700963336644,"zro2_120_formal:s79(po79,N2,d6.5)"
formal f=10kHz,G8,5,zro2_120_formal:m105,0.7715498881570024,"zro2_120_formal:s105(po105,N5,d45.4)"
formal f=10kHz,G16,1,zro2_120_formal:m011,49.52530870684163,"zro2_120_formal:s11(po11,N4,d46.2)"
formal f=10kHz,G16,2,zro2_120_formal:m052,30.544640862397458,"zro2_120_formal:s52(po52,N2,d32.7)"
formal f=10kHz,G16,3,zro2_120_formal:m054,9.94974732400796,"zro2_120_formal:s54(po54,N3,d41.8)"
formal f=10kHz,G16,4,zro2_120_formal:m079,4.3035918716074075,"zro2_120_formal:s79(po79,N2,d6.5)"
formal f=10kHz,G16,5,zro2_120_formal:m027,1.0429260831749707,"zro2_120_formal:s27(po27,N4,d48.3)"
formal f=10kHz,DCT_8_16,1,zro2_120_formal:m079,21.209616874860803,"zro2_120_formal:s79(po79,N2,d6.5)"
formal f=10kHz,DCT_8_16,2,zro2_120_formal:m109,9.347651317814261,"zro2_120_formal:s109(po109,N1,d2.5)"
formal f=10kHz,DCT_8_16,3,zro2_120_formal:m014,5.544806600750161,"zro2_120_formal:s14(po14,N2,d7.1)"
formal f=10kHz,DCT_8_16,4,zro2_120_formal:m055,0.7289907007129965,"zro2_120_formal:s55(po55,N4,d26.6)"
formal f=10kHz,DCT_8_16,5,zro2_120_formal:m027,0.32102960470943576,"zro2_120_formal:s27(po27,N4,d48.3)"
formal f=10kHz,DCT_16_32,1,zro2_120_formal:m027,58.61293756427753,"zro2_120_formal:s27(po27,N4,d48.3)"
formal f=10kHz,DCT_16_32,2,zro2_120_formal:m079,14.004782249088763,"zro2_120_formal:s79(po79,N2,d6.5)"
formal f=10kHz,DCT_16_32,3,zro2_120_formal:m011,12.968478420018968,"zro2_120_formal:s11(po11,N4,d46.2)"
formal f=10kHz,DCT_16_32,4,zro2_120_formal:m013,5.013251791452132,"zro2_120_formal:s13(po13,N5,d30.7)"
formal f=10kHz,DCT_16_32,5,zro2_120_formal:m010,3.0410254298885455,"zro2_120_formal:s10(po10,N1,d3.7)"
formal f=10kHz,DCT_32_64,1,zro2_120_formal:m011,64.1505730878613,"zro2_120_formal:s11(po11,N4,d46.2)"
formal f=10kHz,DCT_32_64,2,zro2_120_formal:m027,6.686306598464498,"zro2_120_formal:s27(po27,N4,d48.3)"
formal f=10kHz,DCT_32_64,3,zro2_120_formal:m079,3.7026144361325026,"zro2_120_formal:s79(po79,N2,d6.5)"
formal f=10kHz,DCT_32_64,4,zro2_120_formal:m013,2.0046775274475825,"zro2_120_formal:s13(po13,N5,d30.7)"
formal f=10kHz,DCT_32_64,5,zro2_120_formal:m105,0.4451514549819862,"zro2_120_formal:s105(po105,N5,d45.4)"
formal f=10kHz,DCT_64_inf,1,zro2_120_formal:m052,62.63798520885109,"zro2_120_formal:s52(po52,N2,d32.7)"
formal f=10kHz,DCT_64_inf,2,zro2_120_formal:m011,31.44121125780532,"zro2_120_formal:s11(po11,N4,d46.2)"
formal f=10kHz,DCT_64_inf,3,zro2_120_formal:m054,17.137116090190663,"zro2_120_formal:s54(po54,N3,d41.8)"
formal f=10kHz,DCT_64_inf,4,zro2_120_formal:m079,10.382750468202739,"zro2_120_formal:s79(po79,N2,d6.5)"
formal f=10kHz,DCT_64_inf,5,zro2_120_formal:m029,3.345347931389383,"zro2_120_formal:s29(po29,N4,d39.6)"
formal f=50kHz,total,1,zro2_120_formal:m083,88.33499678759516,"zro2_120_formal:s83(po83,N3,d45.0)"
formal f=50kHz,total,2,zro2_120_formal:m035,4.533958596097898,"zro2_120_formal:s35(po35,N1,d8.4)"
formal f=50kHz,total,3,zro2_120_formal:m059,2.51010770019269,"zro2_120_formal:s59(po59,N4,d53.0)"
formal f=50kHz,total,4,zro2_120_formal:m084,1.9075492061460697,"zro2_120_formal:s84(po84,N5,d47.2)"
formal f=50kHz,total,5,zro2_120_formal:m058,1.6954612249445848,"zro2_120_formal:s58(po58,N3,d43.5)"
formal f=50kHz,G2,1,zro2_120_formal:m083,88.07741416899863,"zro2_120_formal:s83(po83,N3,d45.0)"
formal f=50kHz,G2,2,zro2_120_formal:m035,4.38024374640619,"zro2_120_formal:s35(po35,N1,d8.4)"
formal f=50kHz,G2,3,zro2_120_formal:m059,2.6665236767483305,"zro2_120_formal:s59(po59,N4,d53.0)"
formal f=50kHz,G2,4,zro2_120_formal:m084,1.920083554769011,"zro2_120_formal:s84(po84,N5,d47.2)"
formal f=50kHz,G2,5,zro2_120_formal:m058,1.6804771633608686,"zro2_120_formal:s58(po58,N3,d43.5)"
formal f=50kHz,G4,1,zro2_120_formal:m083,87.42192688782693,"zro2_120_formal:s83(po83,N3,d45.0)"
formal f=50kHz,G4,2,zro2_120_formal:m035,4.120626708985456,"zro2_120_formal:s35(po35,N1,d8.4)"
formal f=50kHz,G4,3,zro2_120_formal:m059,2.9179689282550894,"zro2_120_formal:s59(po59,N4,d53.0)"
formal f=50kHz,G4,4,zro2_120_formal:m084,1.9269477617170319,"zro2_120_formal:s84(po84,N5,d47.2)"
formal f=50kHz,G4,5,zro2_120_formal:m058,1.6243427803088248,"zro2_120_formal:s58(po58,N3,d43.5)"
formal f=50kHz,G8,1,zro2_120_formal:m083,83.94970024562134,"zro2_120_formal:s83(po83,N3,d45.0)"
formal f=50kHz,G8,2,zro2_120_formal:m035,3.80001288504608,"zro2_120_formal:s35(po35,N1,d8.4)"
formal f=50kHz,G8,3,zro2_120_formal:m059,3.386238034288577,"zro2_120_formal:s59(po59,N4,d53.0)"
formal f=50kHz,G8,4,zro2_120_formal:m084,1.8708698138603106,"zro2_120_formal:s84(po84,N5,d47.2)"
formal f=50kHz,G8,5,zro2_120_formal:m058,1.456972283540949,"zro2_120_formal:s58(po58,N3,d43.5)"
formal f=50kHz,G16,1,zro2_120_formal:m083,72.2238135155392,"zro2_120_formal:s83(po83,N3,d45.0)"
formal f=50kHz,G16,2,zro2_120_formal:m059,4.035061752699984,"zro2_120_formal:s59(po59,N4,d53.0)"
formal f=50kHz,G16,3,zro2_120_formal:m035,3.8620513819383984,"zro2_120_formal:s35(po35,N1,d8.4)"
formal f=50kHz,G16,4,zro2_120_formal:m084,1.6520169069447748,"zro2_120_formal:s84(po84,N5,d47.2)"
formal f=50kHz,G16,5,zro2_120_formal:m058,1.1714904050467543,"zro2_120_formal:s58(po58,N3,d43.5)"
formal f=50kHz,DCT_8_16,1,zro2_120_formal:m112,85.00342152714619,"zro2_120_formal:s112(po112,N2,d19.1)"
formal f=50kHz,DCT_8_16,2,zro2_120_formal:m086,65.21643890262396,"zro2_120_formal:s86(po86,N1,d4.8)"
formal f=50kHz,DCT_8_16,3,zro2_120_formal:m060,21.8209447364709,"zro2_120_formal:s60(po60,N1,d1.3)"
formal f=50kHz,DCT_8_16,4,zro2_120_formal:m037,7.604434183956782,"zro2_120_formal:s37(po37,N3,d34.3)"
formal f=50kHz,DCT_8_16,5,zro2_120_formal:m035,5.3247956672823396,"zro2_120_formal:s35(po35,N1,d8.4)"
formal f=50kHz,DCT_16_32,1,zro2_120_formal:m083,89.74906348350743,"zro2_120_formal:s83(po83,N3,d45.0)"
formal f=50kHz,DCT_16_32,2,zro2_120_formal:m059,5.498837692224555,"zro2_120_formal:s59(po59,N4,d53.0)"
formal f=50kHz,DCT_16_32,3,zro2_120_formal:m058,4.6667509109319685,"zro2_120_formal:s58(po58,N3,d43.5)"
formal f=50kHz,DCT_16_32,4,zro2_120_formal:m035,2.268432265534307,"zro2_120_formal:s35(po35,N1,d8.4)"
formal f=50kHz,DCT_16_32,5,zro2_120_formal:m112,1.1625417111998533,"zro2_120_formal:s112(po112,N2,d19.1)"
formal f=50kHz,DCT_32_64,1,zro2_120_formal:m083,85.62783528636366,"zro2_120_formal:s83(po83,N3,d45.0)"
formal f=50kHz,DCT_32_64,2,zro2_120_formal:m058,3.6630929140011403,"zro2_120_formal:s58(po58,N3,d43.5)"
formal f=50kHz,DCT_32_64,3,zro2_120_formal:m035,1.4261769151586705,"zro2_120_formal:s35(po35,N1,d8.4)"
formal f=50kHz,DCT_32_64,4,zro2_120_formal:m059,1.261595108028362,"zro2_120_formal:s59(po59,N4,d53.0)"
formal f=50kHz,DCT_32_64,5,zro2_120_formal:m037,1.0220833432459506,"zro2_120_formal:s37(po37,N3,d34.3)"
formal f=50kHz,DCT_64_inf,1,zro2_120_formal:m083,68.21274798368461,"zro2_120_formal:s83(po83,N3,d45.0)"
formal f=50kHz,DCT_64_inf,2,zro2_120_formal:m035,4.138355619690176,"zro2_120_formal:s35(po35,N1,d8.4)"
formal f=50kHz,DCT_64_inf,3,zro2_120_formal:m059,3.6908809859111593,"zro2_120_formal:s59(po59,N4,d53.0)"
formal f=50kHz,DCT_64_inf,4,zro2_120_formal:m084,2.2399357830124638,"zro2_120_formal:s84(po84,N5,d47.2)"
formal f=50kHz,DCT_64_inf,5,zro2_120_formal:m058,1.2783139664321772,"zro2_120_formal:s58(po58,N3,d43.5)"
formal f=100kHz,total,1,zro2_120_formal:m038,86.6862910394069,"zro2_120_formal:s38(po38,N2,d53.7)"
formal f=100kHz,total,2,zro2_120_formal:m061,0.9361739766467023,"zro2_120_formal:s61(po61,N2,d46.7)"
formal f=100kHz,total,3,zro2_120_formal:m043,0.6711070369926719,"zro2_120_formal:s43(po43,N5,d49.0)"
formal f=100kHz,total,4,zro2_120_formal:m063,0.6398031605169052,"zro2_120_formal:s63(po63,N4,d58.8)"
formal f=100kHz,total,5,zro2_120_formal:m021,0.5298415132017035,"zro2_120_formal:s21(po21,N3,d56.6)"
formal f=100kHz,G2,1,zro2_120_formal:m038,86.51845477475274,"zro2_120_formal:s38(po38,N2,d53.7)"
formal f=100kHz,G2,2,zro2_120_formal:m061,0.9419567677451989,"zro2_120_formal:s61(po61,N2,d46.7)"
formal f=100kHz,G2,3,zro2_120_formal:m043,0.6631727631996812,"zro2_120_formal:s43(po43,N5,d49.0)"
formal f=100kHz,G2,4,zro2_120_formal:m063,0.6262833270065504,"zro2_120_formal:s63(po63,N4,d58.8)"
formal f=100kHz,G2,5,zro2_120_formal:m021,0.5299393172219107,"zro2_120_formal:s21(po21,N3,d56.6)"
formal f=100kHz,G4,1,zro2_120_formal:m038,86.34331421989566,"zro2_120_formal:s38(po38,N2,d53.7)"
formal f=100kHz,G4,2,zro2_120_formal:m061,0.9626493037162915,"zro2_120_formal:s61(po61,N2,d46.7)"
formal f=100kHz,G4,3,zro2_120_formal:m043,0.646864793963196,"zro2_120_formal:s43(po43,N5,d49.0)"
formal f=100kHz,G4,4,zro2_120_formal:m063,0.6004517752150655,"zro2_120_formal:s63(po63,N4,d58.8)"
formal f=100kHz,G4,5,zro2_120_formal:m021,0.529886347252547,"zro2_120_formal:s21(po21,N3,d56.6)"
formal f=100kHz,G8,1,zro2_120_formal:m038,86.20818627827578,"zro2_120_formal:s38(po38,N2,d53.7)"
formal f=100kHz,G8,2,zro2_120_formal:m061,1.0490660909314509,"zro2_120_formal:s61(po61,N2,d46.7)"
formal f=100kHz,G8,3,zro2_120_formal:m043,0.6216039458215207,"zro2_120_formal:s43(po43,N5,d49.0)"
formal f=100kHz,G8,4,zro2_120_formal:m021,0.565293914638017,"zro2_120_formal:s21(po21,N3,d56.6)"
formal f=100kHz,G8,5,zro2_120_formal:m063,0.532270937213762,"zro2_120_formal:s63(po63,N4,d58.8)"
formal f=100kHz,G16,1,zro2_120_formal:m038,86.07970404328184,"zro2_120_formal:s38(po38,N2,d53.7)"
formal f=100kHz,G16,2,zro2_120_formal:m061,1.3533753408657885,"zro2_120_formal:s61(po61,N2,d46.7)"
formal f=100kHz,G16,3,zro2_120_formal:m021,0.7239383069102604,"zro2_120_formal:s21(po21,N3,d56.6)"
formal f=100kHz,G16,4,zro2_120_formal:m043,0.6754591840073509,"zro2_120_formal:s43(po43,N5,d49.0)"
formal f=100kHz,G16,5,zro2_120_formal:m065,0.6172911153916474,"zro2_120_formal:s65(po65,N2,d34.5)"
formal f=100kHz,DCT_8_16,1,zro2_120_formal:m038,87.17114669334275,"zro2_120_formal:s38(po38,N2,d53.7)"
formal f=100kHz,DCT_8_16,2,zro2_120_formal:m114,2.9433813750128714,"zro2_120_formal:s114(po114,N4,d46.8)"
formal f=100kHz,DCT_8_16,3,zro2_120_formal:m020,1.7075605949373207,"zro2_120_formal:s20(po20,N5,d63.1)"
formal f=100kHz,DCT_8_16,4,zro2_120_formal:m088,1.5287448548094378,"zro2_120_formal:s88(po88,N1,d17.7)"
formal f=100kHz,DCT_8_16,5,zro2_120_formal:m061,1.175995781844234,"zro2_120_formal:s61(po61,N2,d46.7)"
formal f=100kHz,DCT_16_32,1,zro2_120_formal:m038,83.52340479456367,"zro2_120_formal:s38(po38,N2,d53.7)"
formal f=100kHz,DCT_16_32,2,zro2_120_formal:m114,2.5677893767139084,"zro2_120_formal:s114(po114,N4,d46.8)"
formal f=100kHz,DCT_16_32,3,zro2_120_formal:m020,1.9845083148863325,"zro2_120_formal:s20(po20,N5,d63.1)"
formal f=100kHz,DCT_16_32,4,zro2_120_formal:m063,1.8809684812759864,"zro2_120_formal:s63(po63,N4,d58.8)"
formal f=100kHz,DCT_16_32,5,zro2_120_formal:m043,1.3102173747552661,"zro2_120_formal:s43(po43,N5,d49.0)"
formal f=100kHz,DCT_32_64,1,zro2_120_formal:m038,56.816235655878224,"zro2_120_formal:s38(po38,N2,d53.7)"
formal f=100kHz,DCT_32_64,2,zro2_120_formal:m020,3.2110977769048987,"zro2_120_formal:s20(po20,N5,d63.1)"
formal f=100kHz,DCT_32_64,3,zro2_120_formal:m063,1.1387734157781193,"zro2_120_formal:s63(po63,N4,d58.8)"
formal f=100kHz,DCT_32_64,4,zro2_120_formal:m062,0.6831550068183491,"zro2_120_formal:s62(po62,N5,d60.3)"
formal f=100kHz,DCT_32_64,5,zro2_120_formal:m040,0.578923549691585,"zro2_120_formal:s40(po40,N5,d57.7)"
formal f=100kHz,DCT_64_inf,1,zro2_120_formal:m038,68.39896760058612,"zro2_120_formal:s38(po38,N2,d53.7)"
formal f=100kHz,DCT_64_inf,2,zro2_120_formal:m020,20.37208904862244,"zro2_120_formal:s20(po20,N5,d63.1)"
formal f=100kHz,DCT_64_inf,3,zro2_120_formal:m061,1.7378399298496523,"zro2_120_formal:s61(po61,N2,d46.7)"
formal f=100kHz,DCT_64_inf,4,zro2_120_formal:m043,1.1902415912125064,"zro2_120_formal:s43(po43,N5,d49.0)"
formal f=100kHz,DCT_64_inf,5,zro2_120_formal:m065,1.1671463930300985,"zro2_120_formal:s65(po65,N2,d34.5)"
formal f=200kHz,total,1,zro2_120_formal:m066,78.72905510665663,"zro2_120_formal:s66(po66,N1,d38.0)"
formal f=200kHz,total,2,zro2_120_formal:m023,4.6314521833986895,"zro2_120_formal:s23(po23,N4,d63.9)"
formal f=200kHz,total,3,zro2_120_formal:m045,4.118351172694872,"zro2_120_formal:s45(po45,N3,d49.6)"
formal f=200kHz,total,4,zro2_120_formal:m024,2.6768217462164987,"zro2_120_formal:s24(po24,N5,d65.1)"
formal f=200kHz,total,5,zro2_120_formal:m068,1.9061382831838458,"zro2_120_formal:s68(po68,N5,d62.6)"
formal f=200kHz,G2,1,zro2_120_formal:m066,77.1373830054751,"zro2_120_formal:s66(po66,N1,d38.0)"
formal f=200kHz,G2,2,zro2_120_formal:m023,4.5566791576520345,"zro2_120_formal:s23(po23,N4,d63.9)"
formal f=200kHz,G2,3,zro2_120_formal:m045,4.076445196247666,"zro2_120_formal:s45(po45,N3,d49.6)"
formal f=200kHz,G2,4,zro2_120_formal:m024,2.736591719981445,"zro2_120_formal:s24(po24,N5,d65.1)"
formal f=200kHz,G2,5,zro2_120_formal:m068,1.9176731084384815,"zro2_120_formal:s68(po68,N5,d62.6)"
formal f=200kHz,G4,1,zro2_120_formal:m066,74.17322054272847,"zro2_120_formal:s66(po66,N1,d38.0)"
formal f=200kHz,G4,2,zro2_120_formal:m023,4.366844424478753,"zro2_120_formal:s23(po23,N4,d63.9)"
formal f=200kHz,G4,3,zro2_120_formal:m045,4.011147224505146,"zro2_120_formal:s45(po45,N3,d49.6)"
formal f=200kHz,G4,4,zro2_120_formal:m024,2.809003912275742,"zro2_120_formal:s24(po24,N5,d65.1)"
formal f=200kHz,G4,5,zro2_120_formal:m068,1.9201159919082018,"zro2_120_formal:s68(po68,N5,d62.6)"
formal f=200kHz,G8,1,zro2_120_formal:m066,67.93619639454928,"zro2_120_formal:s66(po66,N1,d38.0)"
formal f=200kHz,G8,2,zro2_120_formal:m045,3.8772479626402827,"zro2_120_formal:s45(po45,N3,d49.6)"
formal f=200kHz,G8,3,zro2_120_formal:m023,3.8259988356470074,"zro2_120_formal:s23(po23,N4,d63.9)"
formal f=200kHz,G8,4,zro2_120_formal:m024,2.9504749140592588,"zro2_120_formal:s24(po24,N5,d65.1)"
formal f=200kHz,G8,5,zro2_120_formal:m068,1.8921021413479369,"zro2_120_formal:s68(po68,N5,d62.6)"
formal f=200kHz,G16,1,zro2_120_formal:m066,62.18004737872064,"zro2_120_formal:s66(po66,N1,d38.0)"
formal f=200kHz,G16,2,zro2_120_formal:m045,3.5003399222658445,"zro2_120_formal:s45(po45,N3,d49.6)"
formal f=200kHz,G16,3,zro2_120_formal:m024,3.3987129299503933,"zro2_120_formal:s24(po24,N5,d65.1)"
formal f=200kHz,G16,4,zro2_120_formal:m023,2.6643052052676586,"zro2_120_formal:s23(po23,N4,d63.9)"
formal f=200kHz,G16,5,zro2_120_formal:m068,1.7449914818645298,"zro2_120_formal:s68(po68,N5,d62.6)"
formal f=200kHz,DCT_8_16,1,zro2_120_formal:m066,69.45955150246049,"zro2_120_formal:s66(po66,N1,d38.0)"
formal f=200kHz,DCT_8_16,2,zro2_120_formal:m045,8.264709642725267,"zro2_120_formal:s45(po45,N3,d49.6)"
formal f=200kHz,DCT_8_16,3,zro2_120_formal:m071,7.500994684614853,"zro2_120_formal:s71(po71,N2,d17.2)"
formal f=200kHz,DCT_8_16,4,zro2_120_formal:m070,6.653546561589052,"zro2_120_formal:s70(po70,N4,d59.6)"
formal f=200kHz,DCT_8_16,5,zro2_120_formal:m044,6.442713392311959,"zro2_120_formal:s44(po44,N3,d52.2)"
formal f=200kHz,DCT_16_32,1,zro2_120_formal:m023,41.21202849497974,"zro2_120_formal:s23(po23,N4,d63.9)"
formal f=200kHz,DCT_16_32,2,zro2_120_formal:m066,17.62289967308519,"zro2_120_formal:s66(po66,N1,d38.0)"
formal f=200kHz,DCT_16_32,3,zro2_120_formal:m044,12.182261107368559,"zro2_120_formal:s44(po44,N3,d52.2)"
formal f=200kHz,DCT_16_32,4,zro2_120_formal:m024,12.067687895975705,"zro2_120_formal:s24(po24,N5,d65.1)"
formal f=200kHz,DCT_16_32,5,zro2_120_formal:m119,2.464520999382226,"zro2_120_formal:s119(po119,N3,d46.1)"
formal f=200kHz,DCT_32_64,1,zro2_120_formal:m023,30.506002088879868,"zro2_120_formal:s23(po23,N4,d63.9)"
formal f=200kHz,DCT_32_64,2,zro2_120_formal:m066,23.2195081645879,"zro2_120_formal:s66(po66,N1,d38.0)"
formal f=200kHz,DCT_32_64,3,zro2_120_formal:m024,9.057578886643103,"zro2_120_formal:s24(po24,N5,d65.1)"
