subset,scale,n,evr_pc1,evr_cum3,eigengap_l1_over_l2,theta1_q25_deg,theta1_q50_deg,theta1_q75_deg,theta1_q90_deg,theta1_q95_deg,theta3_q50_deg,loco_median_deg,loco_max_deg,baseline_pool,rand_theta1_q50_deg,rand_theta1_q25_deg,rand_theta1_q75_deg,rand_theta1_q90_deg,prank1,stable_call
depth Q4,G2,50,0.3286524913012289,0.6123422163455209,1.9484955946429499,7.611308727143308,14.338769690762966,78.96831681664246,85.53133519372649,87.05596357466835,75.75981540369536,0.1301658670276024,84.51593698559762,session_composition_matched,15.893620941611912,6.915637545639068,35.0831513885339,54.92414084343956,0.53,not_called
depth Q4,G4,50,0.33900397850486935,0.6357965397477825,1.8994235020829355,7.673240008742706,14.566097810326841,78.88266655696343,85.39609758537105,86.70225274221362,74.78241123531524,0.12109351938701568,84.12744885610977,session_composition_matched,14.04865336405141,6.691753003767004,33.461224153457195,49.079539515694876,0.47,not_called
depth Q4,G8,50,0.3589591768423056,0.6845810197430653,1.7924619217933804,7.75713742337111,14.535827927748553,79.6531036002918,85.1084009983743,86.20400562762478,71.71609324925856,0.11850760446410773,83.31763115353401,session_composition_matched,10.12836920400525,5.6131873607484675,22.04713192222828,34.9103808879,0.45,not_called
depth Q4,G16,50,0.390609678826256,0.7709299183859392,1.6372907791271192,8.08284280253758,14.720079469647299,77.74253487987579,83.02652124369894,84.29623404089959,63.02983828320359,0.10462377623383509,80.5464816289601,session_composition_matched,9.062873016444035,4.714621384134214,21.0540800440121,36.25334561668845,0.43,not_called
depth Q4,DCT_8_16,50,0.21676047170225088,0.3759480143014159,2.2906437542959424,5.148575329394235,9.71670462901272,82.02939922849251,86.28578287145216,88.28931895032729,82.35293271610821,0.20336484265126534,81.23896344319773,session_composition_matched,20.49863577229502,14.324704374062303,31.51286216909039,45.571578970447725,0.94,not_called
depth Q4,DCT_16_32,50,0.22272662406775778,0.4768546080595174,1.3092179340125343,19.86903784057997,46.05067979830781,64.86510177519666,71.8307684971948,81.50070974567792,69.91627906241644,0.22731385476259713,61.6312930418228,session_composition_matched,31.57816593441343,18.42880724827132,46.57640140024238,53.109197496118824,0.27,not_called
depth Q4,DCT_32_64,50,0.4008245983825931,0.6521517446889926,2.7045197842660245,6.371451750069605,9.77881784339139,68.76285115850379,79.52689714941879,85.881706771134,61.20756795148017,0.19667225206646963,80.70186034548061,session_composition_matched,18.815859068315902,8.001526151446853,33.870361689370455,46.668547089665374,0.67,not_called
depth Q4,DCT_64_inf,50,0.371681352581495,0.7983084020376617,1.3769511837848223,9.767477500235866,21.206408971759103,81.29576613732421,86.23787285099408,87.55979230886024,66.59485973834487,0.13503963572449587,86.43497093875749,session_composition_matched,16.01122176707692,8.40689367048511,23.959877922784685,36.29581960657353,0.3,not_called
60pass N=1,total,15,0.7483627776486768,0.9147313425750334,8.002071719248661,2.252681412152154,3.018288850194976,78.75546871722406,80.89811688072183,81.89308446694281,84.99593933664471,0.32837760680697764,77.95853986012476,zro2_60_pass,9.340919634063267,3.9165780030416233,16.375019866967158,34.92843203905903,0.86,not_called
60pass N=1,G2,15,0.7817339221905051,0.9305574408195084,9.64461429211267,2.0279166464486744,2.7950981560746504,77.76112952264228,80.01198285495181,80.9147610971255,84.66300929783026,0.270474762967454,75.67616228730533,zro2_60_pass,7.880723906230179,2.9588778301444787,22.693722808389722,33.525925662176554,0.78,not_called
60pass N=1,G4,15,0.8253052416484493,0.9488469460907105,11.846390882652143,1.7494903170487455,2.521634410675816,75.34959477394334,78.70064687709863,79.97152043789836,84.32333663765836,0.19928850526512298,74.53870038350367,zro2_60_pass,6.43671526133997,2.1315259123734163,17.003608498880578,33.68460854096083,0.69,not_called
60pass N=1,G8,15,0.8813265146314957,0.9669751062181239,14.812273096287793,1.4264146343432835,2.1989467206806395,69.54078158877647,77.48746226772708,79.38419608656315,81.53432716908816,0.14654870620263025,74.48672667888758,zro2_60_pass,8.337725489327475,4.1841926674544325,15.277764503377547,29.91475320996471,0.88,not_called
60pass N=1,G16,15,0.9273174742101554,0.985308897706432,20.382986398120643,1.0788553954603788,1.8197966985101854,66.7752671443493,75.14881038705288,76.94171219386405,74.14306110386383,0.10441347271855018,71.46247650817149,zro2_60_pass,6.342221040760201,3.752055295591802,12.335429832237374,24.13368671760932,0.91,not_called
60pass N=1,DCT_8_16,15,0.34826257657968857,0.7012060301224704,1.5471897496638545,13.667346207590773,34.90340211030092,77.4628064106016,84.44690642532976,86.87503256819944,82.67176344680703,0.5485676034449063,76.63229542554147,zro2_60_pass,15.662093085864164,10.282800467570823,24.836780313279977,49.24926611675909,0.17,not_called
60pass N=1,DCT_16_32,15,0.4409466828176902,0.8467365103189441,1.494209611656339,18.22924949940636,29.529169139380613,56.22709095474919,86.374039821693,88.77293519432587,82.60711697573046,0.3443958916528379,56.25061053459055,zro2_60_pass,8.7857667583671,4.746098014190892,25.967259014087706,43.48326624387199,0.2,not_called
60pass N=1,DCT_32_64,15,0.5923943162079681,0.896635589844252,2.7891293160250847,4.498872858006601,6.589931196583587,72.51240614785098,81.12552994235959,86.15173256853808,78.95079794754534,0.5051382066696507,72.53821999882281,zro2_60_pass,9.154471307188885,3.422156588407823,20.40232975200909,40.84953994432207,0.6,not_called
60pass N=1,DCT_64_inf,15,0.9434011323651621,0.9901562963399207,25.45940483818544,0.8969906187476078,1.700693058443845,62.13678374758971,70.25926776196921,72.34755700235475,70.69488255028887,0.0910093830759814,66.52699035174496,zro2_60_pass,5.349988919441093,2.853715310334068,11.30237435841731,20.774185215547057,0.92,not_called
60pass N=2,total,15,0.8563903973388419,0.9475832156336382,13.942302847701852,1.4393811811592045,2.003383782396949,83.86099698704636,87.90679803806933,88.84591177374965,75.34853308784179,0.3198859613552916,87.31358682978846,zro2_60_pass,9.340919634063267,3.9165780030416233,16.375019866967158,34.92843203905903,0.94,not_called
60pass N=2,G2,15,0.8875094957448053,0.9593758891088947,19.21537870306462,1.24830550980622,1.7298382545516735,81.6423040251536,86.70353265548934,88.10520609192713,73.94866784773617,0.2811572024547885,85.40560934031173,zro2_60_pass,7.880723906230179,2.9588778301444787,22.693722808389722,33.525925662176554,0.88,not_called
60pass N=2,G4,15,0.9289193866459358,0.9712566535362649,35.28313548871857,0.9945956673731159,1.3163923867723684,76.96267591760798,81.02297305202711,84.50132752325817,72.34333337521221,0.20227164072079598,76.89468060037937,zro2_60_pass,6.43671526133997,2.1315259123734163,17.003608498880578,33.68460854096083,0.93,not_called
60pass N=2,G8,15,0.9590817313996882,0.9858703011932914,45.52961076667149,0.7177370170983955,1.0331241041528998,70.14995895476197,74.44819530567678,75.46583921672028,70.56243431290255,0.18258258684013784,71.85951493487136,zro2_60_pass,8.337725489327475,4.1841926674544325,15.277764503377547,29.91475320996471,0.98,fragile_stable
60pass N=2,G16,15,0.9694243899745125,0.9935810458898297,50.32673732212362,0.59335548853077,0.9458395455940359,65.62707479444454,69.31590375882888,70.57413062364876,47.66235197313218,0.17005996393321143,66.79319930363587,zro2_60_pass,6.342221040760201,3.752055295591802,12.335429832237374,24.13368671760932,0.97,fragile_stable
60pass N=2,DCT_8_16,15,0.5235541568233146,0.8616064710118455,1.9871269446804583,5.652982779277534,12.973074739228402,65.33206722142856,82.96902060147814,85.02507899825056,73.20206729724822,0.3923093357775287,78.492305899182,zro2_60_pass,15.662093085864164,10.282800467570823,24.836780313279977,49.24926611675909,0.59,not_called
60pass N=2,DCT_16_32,15,0.7370913764652777,0.9057872441624446,6.128016352965673,2.5228371224368473,3.6581373511895645,80.77666793597427,86.52695495483152,87.77308864495656,80.88275805758353,0.3728803490390675,84.02218604530525,zro2_60_pass,8.7857667583671,4.746098014190892,25.967259014087706,43.48326624387199,0.86,not_called
60pass N=2,DCT_32_64,15,0.9493281208647808,0.9810601526834332,42.23353511529807,0.795031439483336,1.0892816388389166,75.13181572591843,86.68797933220806,88.05263437721318,61.95281430517703,0.19464637343670582,84.91670798060358,zro2_60_pass,9.154471307188885,3.422156588407823,20.40232975200909,40.84953994432207,1.0,fragile_stable
60pass N=2,DCT_64_inf,15,0.9697220573009752,0.9950706372762943,48.10047027240869,0.5611779627123854,0.9347941825790322,66.8361373067751,70.54581236191383,71.6429732078599,39.2768385763228,0.16550144705461678,68.43474139634357,zro2_60_pass,5.349988919441093,2.853715310334068,11.30237435841731,20.774185215547057,0.96,fragile_stable
60pass N=3,total,15,0.5515065457796489,0.8160410932638705,2.591152420355834,14.513139762221387,31.69543565180271,35.40623670380374,78.07857386768976,84.49384176366385,77.34743964178158,0.40930306616882595,35.2723145229258,zro2_60_pass,9.340919634063267,3.9165780030416233,16.375019866967158,34.92843203905903,0.14,not_called
60pass N=3,G2,15,0.5888089617116066,0.8581432864567969,2.660582237897955,14.211506155990392,32.20305243898167,34.05530574372865,76.57449191292721,82.9623014119114,78.64692499868451,0.3561107303767035,33.93554441872516,zro2_60_pass,7.880723906230179,2.9588778301444787,22.693722808389722,33.525925662176554,0.13,not_called
60pass N=3,G4,15,0.6392876985220765,0.9131134742542475,2.7994173502156707,13.614502327287054,31.922794888950445,32.89413295893557,73.41109398293283,81.84733857254955,74.13276937779332,0.24182067553981157,32.680993086456745,zro2_60_pass,6.43671526133997,2.1315259123734163,17.003608498880578,33.68460854096083,0.13,not_called
60pass N=3,G8,15,0.6968519029980783,0.9566157074570294,3.2014938843154015,11.939644238689212,29.014198485140074,32.07310420254067,72.42605319842848,81.17352301613838,65.66436798183263,0.24004278663382433,32.19341425468539,zro2_60_pass,8.337725489327475,4.1841926674544325,15.277764503377547,29.91475320996471,0.12,not_called
60pass N=3,G16,15,0.7610826078264415,0.9776664869987105,4.222587624055974,9.31644693231642,25.153800441727963,28.298539979722122,72.04671992855386,81.11019765697709,48.587070757048664,0.20221358169112658,28.512249707595437,zro2_60_pass,6.342221040760201,3.752055295591802,12.335429832237374,24.13368671760932,0.04,not_called
60pass N=3,DCT_8_16,15,0.3167495253103436,0.6441155577531819,1.6314498468276948,13.75584375011697,25.146212783821532,67.20008944750131,81.53664676624163,85.81254619460393,79.43633721978011,0.7851885943734613,66.38917030185125,zro2_60_pass,15.662093085864164,10.282800467570823,24.836780313279977,49.24926611675909,0.25,not_called
60pass N=3,DCT_16_32,15,0.4710649080159336,0.7248090909941967,3.0158277300606953,5.2148987439074626,7.347036254252358,75.45479548244832,79.31826071581797,82.19979037648646,75.88319881335482,1.27830228357707,74.68712074916023,zro2_60_pass,8.7857667583671,4.746098014190892,25.967259014087706,43.48326624387199,0.58,not_called
60pass N=3,DCT_32_64,15,0.6766504687848012,0.9195162270369505,4.713965778020478,9.168802118220555,13.172166088452602,36.48730191715988,71.49539860065605,75.43759267222251,69.24515409770203,0.7971191201652595,36.181547598055,zro2_60_pass,9.154471307188885,3.422156588407823,20.40232975200909,40.84953994432207,0.4,not_called
60pass N=3,DCT_64_inf,15,0.7695493506242029,0.9816401843767253,4.294185606892696,8.945403238612716,23.194925580925165,29.905245270326542,69.92526016869996,78.63479689963107,47.31364292333037,0.21887688850844975,30.138864387663016,zro2_60_pass,5.349988919441093,2.853715310334068,11.30237435841731,20.774185215547057,0.09,not_called
60pass N=4,total,15,0.6234901973784116,0.8452008543920201,3.486205013121274,3.1406476837279915,4.469814598653574,74.6716346947974,77.57030884192892,81.0326694616581,75.45537843217977,0.7061521732828963,75.96385548423495,zro2_60_pass,9.340919634063267,3.9165780030416233,16.375019866967158,34.92843203905903,0.72,not_called
60pass N=4,G2,15,0.6481453400708312,0.8686438456059364,3.614596242667751,2.959829539358147,4.2142796524900135,74.11797270015623,77.34585886041536,79.53177910260507,73.72942637275818,0.6712786657397493,75.71215030553711,zro2_60_pass,7.880723906230179,2.9588778301444787,22.693722808389722,33.525925662176554,0.62,not_called
60pass N=4,G4,15,0.6765673317896433,0.8947076050903677,3.7632827987036817,2.729191547032749,3.9109717282068246,73.14256445532766,77.00698227401472,79.1182529761576,70.03185968462414,0.5874452326823026,75.38331045298101,zro2_60_pass,6.43671526133997,2.1315259123734163,17.003608498880578,33.68460854096083,0.58,not_called
60pass N=4,G8,15,0.7205995867269693,0.9295259306233625,4.079417765827595,2.4154364479468464,3.442962113006078,71.972476702447,76.18902174174684,78.59071127628951,58.7398408080881,0.49828014928632575,74.47869902982146,zro2_60_pass,8.337725489327475,4.1841926674544325,15.277764503377547,29.91475320996471,0.8,not_called
60pass N=4,G16,15,0.7748696406776706,0.9668414802597419,4.633269248005358,2.0282089224853355,2.92693331559773,69.45038680806249,74.45367832556677,76.70020430818377,38.707043077943055,0.36083097855223606,72.38404699013977,zro2_60_pass,6.342221040760201,3.752055295591802,12.335429832237374,24.13368671760932,0.82,not_called
60pass N=4,DCT_8_16,15,0.33533664626492254,0.615702680408311,2.143045180494175,12.128003696174785,20.97504320415576,68.09434019742429,81.43795520939553,84.62115357017157,79.88316404159121,0.5952521075517917,79.59303683914867,zro2_60_pass,15.662093085864164,10.282800467570823,24.836780313279977,49.24926611675909,0.3,not_called
60pass N=4,DCT_16_32,15,0.2797406119974245,0.612894664129731,1.4769253811517729,22.82652506375382,44.069143794075316,68.90620667819147,82.89032337927436,86.45356007889004,76.5376482169213,0.9854360666807631,61.83368048014056,zro2_60_pass,8.7857667583671,4.746098014190892,25.967259014087706,43.48326624387199,0.09,not_called
60pass N=4,DCT_32_64,15,0.4340112286422155,0.7574446555499997,2.1799230873619297,9.413354622818114,15.877446166173447,69.39586172518045,82.95516587962469,87.03850773819747,60.196083130339204,0.7244051265431789,72.22322379275016,zro2_60_pass,9.154471307188885,3.422156588407823,20.40232975200909,40.84953994432207,0.36,not_called
60pass N=4,DCT_64_inf,15,0.7786809193344799,0.9797417880599527,4.376065933847762,2.129343706902797,3.097681653093196,68.82763422753897,73.75182549366777,76.3656355209873,30.97539909955003,0.3714056666679281,71.77525271714279,zro2_60_pass,5.349988919441093,2.853715310334068,11.30237435841731,20.774185215547057,0.73,not_called
