feature,value_std,balance,response
velocity_mm_s,0.12623888061956076,z4,-0.8767715326796337
velocity_mm_s,0.12623888061956076,z1,-0.5951114053084562
velocity_mm_s,0.12623888061956076,z2,-0.2571588915070011
velocity_mm_s,0.12623888061956076,z3,0.006274709269350254
velocity_mm_s,0.12623888061956076,z4,-0.8767715326796337
velocity_mm_s,0.12623888061956076,z1,-0.5951114053084562
velocity_mm_s,0.12623888061956076,z2,-0.2571588915070011
velocity_mm_s,0.12623888061956076,z3,0.006274709269350254
velocity_mm_s,0.12623888061956076,z4,-0.8767715326796337
velocity_mm_s,0.5917447529041978,z1,-0.8146540331756078
velocity_mm_s,0.5917447529041978,z2,-0.2941290927037817
velocity_mm_s,0.5917447529041978,z3,-0.13625374973719284
velocity_mm_s,0.5917447529041978,z4,-1.067440729261259
velocity_mm_s,0.757433283717364,z1,-0.894757827389373
velocity_mm_s,0.757433283717364,z2,-0.32020975983154865
velocity_mm_s,0.757433283717364,z3,-0.17776707675884285
velocity_mm_s,0.757433283717364,z4,-1.111805808875023
velocity_mm_s,0.757433283717364,z1,-0.894757827389373
velocity_mm_s,0.757433283717364,z2,-0.32020975983154865
velocity_mm_s,0.757433283717364,z3,-0.17776707675884285
velocity_mm_s,0.757433283717364,z4,-1.111805808875023
velocity_mm_s,1.546426287589618,z1,-1.21636150315695
velocity_mm_s,1.546426287589618,z2,-0.37907796175919933
velocity_mm_s,1.546426287589618,z3,-0.3738763233927794
velocity_mm_s,1.546426287589618,z4,-1.2433792232517602
velocity_mm_s,1.546426287589618,z1,-1.21636150315695
velocity_mm_s,1.546426287589618,z2,-0.37907796175919933
velocity_mm_s,1.546426287589618,z3,-0.3738763233927794
velocity_mm_s,1.546426287589618,z4,-1.2433792232517602
velocity_mm_s,2.335419291461872,z1,-1.3189772642282125
velocity_mm_s,2.335419291461872,z2,-0.3204401964219641
velocity_mm_s,2.335419291461872,z3,-0.47978472615452494
velocity_mm_s,2.335419291461872,z4,-1.2570372661792257
