feature,value_std,balance,response
frequency_kHz,0.5902899801339092,z3,0.21562922444759758
frequency_kHz,0.5902899801339092,z4,-0.6319756573982417
frequency_kHz,0.7970292993936051,z1,-0.7894843909281626
frequency_kHz,0.7970292993936051,z2,-0.30456702503050215
frequency_kHz,0.7970292993936051,z3,0.22507143825425285
frequency_kHz,0.7970292993936051,z4,-0.659382622155229
frequency_kHz,0.7970292993936051,z1,-0.7894843909281626
frequency_kHz,0.7970292993936051,z2,-0.30456702503050215
frequency_kHz,0.7970292993936051,z3,0.22507143825425285
frequency_kHz,0.7970292993936051,z4,-0.659382622155229
frequency_kHz,0.7970292993936051,z1,-0.7894843909281626
frequency_kHz,0.7970292993936051,z2,-0.30456702503050215
frequency_kHz,0.7970292993936051,z3,0.22507143825425285
frequency_kHz,0.7970292993936051,z4,-0.659382622155229
frequency_kHz,2.372186017562785,z1,-1.4529148264472465
frequency_kHz,2.372186017562785,z2,-0.13468537822900845
frequency_kHz,2.372186017562785,z3,-0.418798377432299
frequency_kHz,2.372186017562785,z4,-0.9995842153792933
frequency_kHz,2.372186017562785,z1,-1.4529148264472462
frequency_kHz,2.372186017562785,z2,-0.1346853782290084
frequency_kHz,2.372186017562785,z3,-0.418798377432299
frequency_kHz,2.372186017562785,z4,-0.9995842153792932
hatch_spacing_um,-1.396740591525067,z1,-1.037140838249332
hatch_spacing_um,-1.396740591525067,z2,-0.30030959567891546
hatch_spacing_um,-1.396740591525067,z3,-0.06515772002167933
hatch_spacing_um,-1.396740591525067,z4,-0.7169594093574474
hatch_spacing_um,-1.396740591525067,z1,-1.037140838249332
hatch_spacing_um,-1.396740591525067,z2,-0.30030959567891546
hatch_spacing_um,-1.396740591525067,z3,-0.06515772002167933
hatch_spacing_um,-1.396740591525067,z4,-0.7169594093574474
hatch_spacing_um,-1.396740591525067,z1,-1.037140838249332
hatch_spacing_um,-1.396740591525067,z2,-0.30030959567891546
hatch_spacing_um,-1.396740591525067,z3,-0.06515772002167933
hatch_spacing_um,-1.396740591525067,z4,-0.7169594093574474
hatch_spacing_um,-1.396740591525067,z1,-1.037140838249332
hatch_spacing_um,-1.396740591525067,z2,-0.30030959567891546
hatch_spacing_um,-1.396740591525067,z3,-0.06515772002167933
hatch_spacing_um,-1.396740591525067,z4,-0.7169594093574474
hatch_spacing_um,-1.396740591525067,z1,-1.037140838249332
hatch_spacing_um,-1.396740591525067,z2,-0.30030959567891546
hatch_spacing_um,-1.396740591525067,z3,-0.06515772002167933
hatch_spacing_um,-1.396740591525067,z4,-0.7169594093574474
hatch_spacing_um,-0.6948608972913651,z1,-0.7356498634445201
hatch_spacing_um,-0.6948608972913651,z2,-0.30187739145785436
hatch_spacing_um,-0.6948608972913651,z3,-0.06805299536172699
hatch_spacing_um,-0.6948608972913651,z4,-0.6343920681803903
hatch_spacing_um,-0.6948608972913651,z1,-0.7356498634445201
hatch_spacing_um,-0.6948608972913651,z2,-0.30187739145785436
hatch_spacing_um,-0.6948608972913651,z3,-0.06805299536172699
hatch_spacing_um,-0.6948608972913651,z4,-0.6343920681803903
hatch_spacing_um,-0.6948608972913651,z1,-0.7356498634445201
hatch_spacing_um,-0.6948608972913651,z2,-0.30187739145785436
hatch_spacing_um,-0.6948608972913651,z3,-0.06805299536172699
hatch_spacing_um,-0.6948608972913651,z4,-0.6343920681803903
hatch_spacing_um,-0.6948608972913651,z1,-0.7356498634445201
hatch_spacing_um,-0.6948608972913651,z2,-0.30187739145785436
hatch_spacing_um,-0.6948608972913651,z3,-0.06805299536172699
hatch_spacing_um,-0.6948608972913651,z4,-0.6343920681803903
hatch_spacing_um,-0.6948608972913651,z1,-0.7356498634445201
hatch_spacing_um,-0.6948608972913651,z2,-0.30187739145785436
hatch_spacing_um,-0.6948608972913651,z3,-0.06805299536172699
hatch_spacing_um,-0.6948608972913651,z4,-0.6343920681803903
hatch_spacing_um,0.00701879694233687,z1,-0.5396635612047092
hatch_spacing_um,0.00701879694233687,z2,-0.26553146647195786
hatch_spacing_um,0.00701879694233687,z3,0.05763131200175342
