target,input_set,model,cv_variant,Q2_median,Q2_q25,Q2_q75,n_pos,n_folds,dA_median_median,R2_z1_median,R2_z2_median,R2_z3_median,R2_z4_median,R2_median,R2_q25,R2_q75
Sq_um,C,extratrees,src_gkf,,,,4,5,,,,,,0.040834908976482565,0.013345445226154329,0.13713462077442373
Sq_um,C,extratrees,src_gss,,,,4,5,,,,,,0.0921532553280654,0.007851942434798698,0.11294150609523346
Sq_um,C,ridge,proc_gkf,,,,4,5,,,,,,0.15019551731567593,0.13173822712834238,0.17989273851126997
Sq_um,C,ridge,proc_gss,,,,3,5,,,,,,0.07644638532034997,-0.11734774028868178,0.16721841002579374
Sq_um,C,ridge,src_gkf,,,,3,5,,,,,,0.12939617399911474,-0.016066798989349707,0.14591519776193895
Sq_um,C,ridge,src_gss,,,,5,5,,,,,,0.160454286347412,0.1390547512825817,0.1616220010119146
Sq_um,C,spline,proc_gkf,,,,2,5,,,,,,-0.007563746785774539,-0.17978529958674194,0.0043272796670001945
Sq_um,C,spline,proc_gss,,,,0,5,,,,,,-0.3432264634313644,-0.3933323449283852,-0.02326163651257862
Sq_um,C,spline,src_gkf,,,,1,5,,,,,,-0.03876871972188023,-0.13218079464110954,-0.022074906674714345
Sq_um,C,spline,src_gss,,,,3,5,,,,,,2.5924068729477057e-06,-0.006006168758028396,0.0038224374698320185
Sq_um,R,dummy,src_gkf,,,,0,5,,,,,,-0.014183565903596485,-0.018690561550714913,-0.0057710792569347635
Sq_um,R,extratrees,src_gkf,,,,3,5,,,,,,0.0511181356604431,-0.03778968498720947,0.14478203409350787
Sq_um,R,ridge,src_gkf,,,,4,5,,,,,,0.12677136503197617,0.09728178315759461,0.15307941365923694
Sq_um,R,spline,src_gkf,,,,1,5,,,,,,-0.05514685849631484,-0.09582888590645156,-0.0318547302975698
angular_entropy_8_16,A,dummy,proc_gkf,,,,0,5,,,,,,,,
angular_entropy_8_16,A,dummy,proc_gss,,,,0,5,,,,,,,,
angular_entropy_8_16,A,dummy,src_gkf,,,,0,5,,,,,,,,
angular_entropy_8_16,A,dummy,src_gss,,,,0,5,,,,,,,,
angular_entropy_8_16,A,extratrees,proc_gkf,,,,0,5,,,,,,,,
