target,input_set,model,cv_variant,fold,n_train,n_test,Q2_Aitchison,dA_median,dA_q25,dA_q75,R2_z1,R2_z2,R2_z3,R2_z4,MAE_p_lt8,MAE_p_8_16,MAE_p_16_32,MAE_p_32_64,MAE_p_64_inf,R2,MAE,spearman_rho
spectral_entropy,C,spline,src_gkf,3,160,40,,,,,,,,,,,,,,0.1116244978913723,0.10339019400063451,0.5399624765478426
spectral_entropy,C,extratrees,src_gkf,3,160,40,,,,,,,,,,,,,,0.1015257700937886,0.09645312012896892,0.48761726078799256
effective_band_number,C,dummy,src_gkf,3,160,40,,,,,,,,,,,,,,-0.01598328416367578,2.876966265053356,
effective_band_number,C,ridge,src_gkf,3,160,40,,,,,,,,,,,,,,0.22448008053173463,2.326503746402204,0.5384615384615385
effective_band_number,C,spline,src_gkf,3,160,40,,,,,,,,,,,,,,0.17880139593699285,2.53990748274376,0.5105065666041276
effective_band_number,C,extratrees,src_gkf,3,160,40,,,,,,,,,,,,,,0.25799497797678783,2.2706984525818745,0.50093808630394
median_depth_um,C,dummy,src_gkf,3,160,40,,,,,,,,,,,,,,-0.01389194431489571,15.9058946875,
median_depth_um,C,ridge,src_gkf,3,160,40,,,,,,,,,,,,,,0.7923406489041223,6.9974586584838026,0.9225140712945591
median_depth_um,C,spline,src_gkf,3,160,40,,,,,,,,,,,,,,0.8655617548702025,5.502727721998982,0.9606003752345216
median_depth_um,C,extratrees,src_gkf,3,160,40,,,,,,,,,,,,,,0.9236770290969218,3.57043108505954,0.9660412757973734
Sq_um,C,dummy,src_gkf,3,160,40,,,,,,,,,,,,,,-0.018690561550714913,0.8078015620632101,
Sq_um,C,ridge,src_gkf,3,160,40,,,,,,,,,,,,,,-0.05152608560550709,0.8062424941141678,0.5592870544090057
Sq_um,C,spline,src_gkf,3,160,40,,,,,,,,,,,,,,-0.05312939166129427,0.8035800409581728,0.5928705440900564
Sq_um,C,extratrees,src_gkf,3,160,40,,,,,,,,,,,,,,-1.0111406470430047,1.1053104042757864,0.5485928705440901
rms_DCT_8_16_um,C,dummy,src_gkf,3,160,40,,,,,,,,,,,,,,-0.03674094425666374,0.2597354795483257,
rms_DCT_8_16_um,C,ridge,src_gkf,3,160,40,,,,,,,,,,,,,,0.17215667540595192,0.2544509783883786,0.5183864915572233
rms_DCT_8_16_um,C,spline,src_gkf,3,160,40,,,,,,,,,,,,,,0.282678745105737,0.23470408966597808,0.5637898686679175
rms_DCT_8_16_um,C,extratrees,src_gkf,3,160,40,,,,,,,,,,,,,,0.2515058764825513,0.23212165889364872,0.6911819887429644
ilr_z1_z4,R,dummy,src_gkf,3,160,40,0.0,1.9930074279676901,1.2102002010335347,2.4862657430543798,-0.04412099230761202,-0.516609517471833,-0.1237409618444083,-0.06951622577810301,0.0713141316804768,0.1785048596898311,0.10503789845740878,0.08109744383050287,0.19752583132452992,,,
ilr_z1_z4,R,ridge,src_gkf,3,160,40,0.17270647977917164,1.5838659181478105,1.0291961617365366,2.235812794992894,0.18728413761766993,-0.3845058239761241,-0.08202174193544942,0.17812819527405488,0.0608334599068075,0.15920887248528154,0.09758728713811032,0.060319307711661406,0.19137597795936342,,,
ilr_z1_z4,R,spline,src_gkf,3,160,40,0.2489699794493303,1.3178771103828613,0.8979698140694902,1.8255494158695527,0.3164507280591211,-0.26575852498945074,0.005137113331953991,0.15620459214187732,0.055595754317611476,0.13925903750789573,0.0879794896532429,0.06006919544574465,0.16367462837307553,,,
ilr_z1_z4,R,extratrees,src_gkf,3,160,40,0.21438708650888316,1.4933291774261455,0.9547314982218458,1.8987625827267367,0.32710441561167336,-0.19565139913688756,-0.07391614866664287,0.027663317739200388,0.06486887651681678,0.14126812406917874,0.08929377113507153,0.06929326161332913,0.1748267486297756,,,
A2_8_16,R,dummy,src_gkf,3,160,40,,,,,,,,,,,,,,-0.3803163593373218,0.28143334076820264,
A2_8_16,R,ridge,src_gkf,3,160,40,,,,,,,,,,,,,,-0.1608381894675046,0.2600389211337294,0.49249530956848037
A2_8_16,R,spline,src_gkf,3,160,40,,,,,,,,,,,,,,-0.180331404456884,0.2513828144762285,0.40337711069418386
A2_8_16,R,extratrees,src_gkf,3,160,40,,,,,,,,,,,,,,0.0821720051003153,0.21437445325714216,0.6472795497185742
angular_entropy_8_16,R,dummy,src_gkf,3,160,40,,,,,,,,,,,,,,-0.2604736256353246,0.20255699278101683,
angular_entropy_8_16,R,ridge,src_gkf,3,160,40,,,,,,,,,,,,,,0.013680920072984826,0.17998974609104237,0.5879924953095685
angular_entropy_8_16,R,spline,src_gkf,3,160,40,,,,,,,,,,,,,,0.06529234768106928,0.16713451084837042,0.4958724202626643
angular_entropy_8_16,R,extratrees,src_gkf,3,160,40,,,,,,,,,,,,,,0.22653437714177738,0.13765248961833287,0.7080675422138837
A2_16_32,R,dummy,src_gkf,3,160,40,,,,,,,,,,,,,,-0.12160779276866962,0.21037394311923635,
A2_16_32,R,ridge,src_gkf,3,160,40,,,,,,,,,,,,,,-0.04737754950795159,0.20563083142454955,0.24690431519699815
A2_16_32,R,spline,src_gkf,3,160,40,,,,,,,,,,,,,,-0.11216360787639168,0.20446080919154858,0.1532833020637899
A2_16_32,R,extratrees,src_gkf,3,160,40,,,,,,,,,,,,,,0.007098101974452264,0.2010372800729371,0.2482176360225141
A2_32_64,R,dummy,src_gkf,3,160,40,,,,,,,,,,,,,,-0.005500522990119272,0.11399791770059373,
A2_32_64,R,ridge,src_gkf,3,160,40,,,,,,,,,,,,,,0.005888592369302725,0.1120740025690464,0.1975609756097561
A2_32_64,R,spline,src_gkf,3,160,40,,,,,,,,,,,,,,-0.015813384280318754,0.11067070333245484,0.07711069418386493
A2_32_64,R,extratrees,src_gkf,3,160,40,,,,,,,,,,,,,,-0.244140221427406,0.1270906239353489,0.08893058161350846
spectral_centroid_log_um,R,dummy,src_gkf,3,160,40,,,,,,,,,,,,,,-0.05843051539520383,0.5242082424035035,
spectral_centroid_log_um,R,ridge,src_gkf,3,160,40,,,,,,,,,,,,,,0.06618265510185606,0.48936250317776775,0.4673545966228894
spectral_centroid_log_um,R,spline,src_gkf,3,160,40,,,,,,,,,,,,,,0.25858050357801476,0.4069046197463432,0.6335834896810508
spectral_centroid_log_um,R,extratrees,src_gkf,3,160,40,,,,,,,,,,,,,,0.25013606695244084,0.4270576128784838,0.6028142589118201
spectral_entropy,R,dummy,src_gkf,3,160,40,,,,,,,,,,,,,,-0.010386720783323922,0.11283151769984308,
spectral_entropy,R,ridge,src_gkf,3,160,40,,,,,,,,,,,,,,0.11052873478993308,0.10153280969950726,0.4078799249530957
spectral_entropy,R,spline,src_gkf,3,160,40,,,,,,,,,,,,,,0.15998351905531705,0.09986683441953957,0.42326454033771116
spectral_entropy,R,extratrees,src_gkf,3,160,40,,,,,,,,,,,,,,-0.021621232614511987,0.10447869217317665,0.3138836772983115
effective_band_number,R,dummy,src_gkf,3,160,40,,,,,,,,,,,,,,-0.01598328416367578,2.876966265053356,
effective_band_number,R,ridge,src_gkf,3,160,40,,,,,,,,,,,,,,0.11723998724994866,2.5511612647265176,0.3812382739212008
effective_band_number,R,spline,src_gkf,3,160,40,,,,,,,,,,,,,,0.12440888033404074,2.6715347315009104,0.3686679174484053
effective_band_number,R,extratrees,src_gkf,3,160,40,,,,,,,,,,,,,,0.029504743975957703,2.6157471351664454,0.2737335834896811
median_depth_um,R,dummy,src_gkf,3,160,40,,,,,,,,,,,,,,-0.01389194431489571,15.9058946875,
median_depth_um,R,ridge,src_gkf,3,160,40,,,,,,,,,,,,,,0.6618818786671983,8.46209412198686,0.8885553470919326
median_depth_um,R,spline,src_gkf,3,160,40,,,,,,,,,,,,,,0.8312197995642269,5.7096781256683276,0.9352720450281428
median_depth_um,R,extratrees,src_gkf,3,160,40,,,,,,,,,,,,,,0.8889442981318354,4.457545064054113,0.9450281425891184
Sq_um,R,dummy,src_gkf,3,160,40,,,,,,,,,,,,,,-0.018690561550714913,0.8078015620632101,
Sq_um,R,ridge,src_gkf,3,160,40,,,,,,,,,,,,,,-0.2238826122636619,0.899785846081287,0.5313320825515948
Sq_um,R,spline,src_gkf,3,160,40,,,,,,,,,,,,,,-0.03248544678178944,0.7437700596648138,0.5345215759849906
Sq_um,R,extratrees,src_gkf,3,160,40,,,,,,,,,,,,,,-0.5293430317507453,1.0069543821087774,0.47335834896810514
rms_DCT_8_16_um,R,dummy,src_gkf,3,160,40,,,,,,,,,,,,,,-0.03674094425666374,0.2597354795483257,
rms_DCT_8_16_um,R,ridge,src_gkf,3,160,40,,,,,,,,,,,,,,0.06611525113502592,0.26283838138649945,0.4296435272045029
rms_DCT_8_16_um,R,spline,src_gkf,3,160,40,,,,,,,,,,,,,,0.033978860567436486,0.2631062629034169,0.34240150093808636
rms_DCT_8_16_um,R,extratrees,src_gkf,3,160,40,,,,,,,,,,,,,,-0.011813508895941238,0.28281173836361095,0.4722326454033771
ilr_z1_z4,A,dummy,src_gkf,4,160,40,0.0,1.5680701351975037,1.1505275276167204,1.9414281017699258,-0.008030706882355299,-0.007572176123953556,-0.002424771727459696,-0.003205314193666542,0.08220833680507297,0.148485714833223,0.09429355832510355,0.0666115243607799,0.17634305195598104,,,
ilr_z1_z4,A,ridge,src_gkf,4,160,40,0.2875738381234606,1.2945147471925607,0.9717443923427564,1.8475346148899527,0.3271599518502889,0.40064323938223956,0.2121351591928664,0.12833751944363803,0.06621819890056922,0.13285541757811034,0.07934489142034842,0.06495158469275177,0.15866071665407194,,,
ilr_z1_z4,A,spline,src_gkf,4,160,40,0.35285256942961707,1.2142713311557036,0.8608038693071183,1.7276753143606833,0.375278723435418,0.5143472890122656,0.22509972022448044,0.29888501936975,0.0679983120817685,0.11177227561170337,0.06951988220791512,0.059596620058255646,0.14576401554762564,,,
ilr_z1_z4,A,extratrees,src_gkf,4,160,40,0.36227020820047207,1.2125368927247744,1.0559057349057528,1.7657692851008937,0.42927292170185427,0.6016258199541735,0.16194748229748868,0.1695627125840996,0.07354140663244438,0.09184090874522895,0.06959601822473534,0.06381476978338821,0.14874337808834764,,,
A2_8_16,A,dummy,src_gkf,4,160,40,,,,,,,,,,,,,,-0.02137675934247718,0.24569593323953312,
A2_8_16,A,ridge,src_gkf,4,160,40,,,,,,,,,,,,,,0.4536317191215925,0.16111025030761864,0.6951219512195124
A2_8_16,A,spline,src_gkf,4,160,40,,,,,,,,,,,,,,0.41561693929329024,0.17263894158929124,0.675609756097561
A2_8_16,A,extratrees,src_gkf,4,160,40,,,,,,,,,,,,,,0.4085282924473146,0.17298288712575713,0.6634768769230555
angular_entropy_8_16,A,dummy,src_gkf,4,160,40,,,,,,,,,,,,,,-0.020534866427921683,0.17488170037368742,
angular_entropy_8_16,A,ridge,src_gkf,4,160,40,,,,,,,,,,,,,,0.39487937182972677,0.1251347904037652,0.7082551594746719
angular_entropy_8_16,A,spline,src_gkf,4,160,40,,,,,,,,,,,,,,0.47596752868255976,0.11418359976015502,0.7101313320825517
angular_entropy_8_16,A,extratrees,src_gkf,4,160,40,,,,,,,,,,,,,,0.5836602815552236,0.10070616639416885,0.7180786221675717
A2_16_32,A,dummy,src_gkf,4,160,40,,,,,,,,,,,,,,-0.022073561859859314,0.18067252842453252,
A2_16_32,A,ridge,src_gkf,4,160,40,,,,,,,,,,,,,,0.12250457906305423,0.1711829682661962,0.34765478424015017
A2_16_32,A,spline,src_gkf,4,160,40,,,,,,,,,,,,,,0.13762038901397455,0.1645032123738869,0.39287054409005634
A2_16_32,A,extratrees,src_gkf,4,160,40,,,,,,,,,,,,,,0.26889789445296686,0.15178488951221228,0.4673545966228894
A2_32_64,A,dummy,src_gkf,4,160,40,,,,,,,,,,,,,,-0.03343812323790618,0.15176160432486702,
A2_32_64,A,ridge,src_gkf,4,160,40,,,,,,,,,,,,,,-0.03651230875003919,0.1511882471382947,0.03433395872420263
A2_32_64,A,spline,src_gkf,4,160,40,,,,,,,,,,,,,,-0.022703625577898512,0.15118267876881125,0.09512195121951221
A2_32_64,A,extratrees,src_gkf,4,160,40,,,,,,,,,,,,,,-0.21200716901484018,0.16603988415019724,0.08011257035647282
spectral_centroid_log_um,A,dummy,src_gkf,4,160,40,,,,,,,,,,,,,,-0.01354794897215994,0.48468302148109804,
spectral_centroid_log_um,A,ridge,src_gkf,4,160,40,,,,,,,,,,,,,,0.282020161486754,0.40322549056644713,0.5392120075046906
spectral_centroid_log_um,A,spline,src_gkf,4,160,40,,,,,,,,,,,,,,0.2852979819567576,0.4007126895216399,0.5924953095684804
spectral_centroid_log_um,A,extratrees,src_gkf,4,160,40,,,,,,,,,,,,,,0.3047972292661363,0.3843944276480168,0.5219512195121951
spectral_entropy,A,dummy,src_gkf,4,160,40,,,,,,,,,,,,,,-0.0057719217910903176,0.10850647593590457,
spectral_entropy,A,ridge,src_gkf,4,160,40,,,,,,,,,,,,,,-0.04733973241643574,0.10747131053200958,0.3746716697936211
spectral_entropy,A,spline,src_gkf,4,160,40,,,,,,,,,,,,,,0.08177370536402329,0.10091119693728287,0.44690431519699814
spectral_entropy,A,extratrees,src_gkf,4,160,40,,,,,,,,,,,,,,0.49110251639304936,0.08117278367137949,0.6418386491557224
effective_band_number,A,dummy,src_gkf,4,160,40,,,,,,,,,,,,,,-0.005118227614577586,2.7034378906393677,
effective_band_number,A,ridge,src_gkf,4,160,40,,,,,,,,,,,,,,0.030398510836543324,2.452150337053671,0.3714821763602252
effective_band_number,A,spline,src_gkf,4,160,40,,,,,,,,,,,,,,0.12991036380701937,2.3772388320655558,0.4474671669793622
effective_band_number,A,extratrees,src_gkf,4,160,40,,,,,,,,,,,,,,0.4834264005897716,1.9504895211197095,0.6639774859287055
median_depth_um,A,dummy,src_gkf,4,160,40,,,,,,,,,,,,,,-0.0010077036034459308,17.534733593749998,
median_depth_um,A,ridge,src_gkf,4,160,40,,,,,,,,,,,,,,0.5070723771205116,11.655304077691707,0.7470919324577863
median_depth_um,A,spline,src_gkf,4,160,40,,,,,,,,,,,,,,0.8332168844052236,5.923543757194707,0.9125703564727956
median_depth_um,A,extratrees,src_gkf,4,160,40,,,,,,,,,,,,,,0.8719453838390361,4.318424556062762,0.9247654784240151
Sq_um,A,dummy,src_gkf,4,160,40,,,,,,,,,,,,,,-0.014183565903596485,1.0597952497756764,
Sq_um,A,ridge,src_gkf,4,160,40,,,,,,,,,,,,,,0.14761011066079643,0.9982504923283994,0.4803001876172608
Sq_um,A,spline,src_gkf,4,160,40,,,,,,,,,,,,,,0.07572114320814938,1.1161856281034273,0.5645403377110695
Sq_um,A,extratrees,src_gkf,4,160,40,,,,,,,,,,,,,,0.03344937462130926,0.9515841740016733,0.5559099437148218
rms_DCT_8_16_um,A,dummy,src_gkf,4,160,40,,,,,,,,,,,,,,-0.08856035453684918,0.2677017740082056,
rms_DCT_8_16_um,A,ridge,src_gkf,4,160,40,,,,,,,,,,,,,,0.18683228340322522,0.2309844403270649,0.6583489681050658
rms_DCT_8_16_um,A,spline,src_gkf,4,160,40,,,,,,,,,,,,,,0.012131553397873529,0.24464764898880736,0.6232645403377112
rms_DCT_8_16_um,A,extratrees,src_gkf,4,160,40,,,,,,,,,,,,,,-0.2136079819411707,0.24845933968823902,0.6046904315196998
ilr_z1_z4,C,dummy,src_gkf,4,160,40,0.0,1.5680701351975037,1.1505275276167204,1.9414281017699258,-0.008030706882355299,-0.007572176123953556,-0.002424771727459696,-0.003205314193666542,0.08220833680507297,0.148485714833223,0.09429355832510355,0.0666115243607799,0.17634305195598104,,,
ilr_z1_z4,C,ridge,src_gkf,4,160,40,0.3021936242953057,1.156204095997514,0.9892135744966863,1.8711353124543524,0.3230030238989354,0.2660314005743454,0.26713097738598546,0.23827494448928432,0.07213893651109356,0.12286047644869227,0.07233066181248135,0.05881332152085709,0.15304328277960658,,,
ilr_z1_z4,C,spline,src_gkf,4,160,40,0.3713904866356613,1.128999996431513,0.9008749407364406,1.6525264004292017,0.4057984094341198,0.43845661553869264,0.25161555710523453,0.29887464202197656,0.06987148981951626,0.1040781282168439,0.06639090037941076,0.06005718646084699,0.1428938960991378,,,
ilr_z1_z4,C,extratrees,src_gkf,4,160,40,0.3613514654651637,1.2405860309367216,0.9677462436536348,1.7084696784146556,0.43158105946088976,0.6203851019510904,0.142680705851302,0.16604197197790316,0.06901621713715056,0.08728236434800422,0.06884871983775484,0.061375793940988646,0.1503114321968964,,,
A2_8_16,C,dummy,src_gkf,4,160,40,,,,,,,,,,,,,,-0.02137675934247718,0.24569593323953312,
A2_8_16,C,ridge,src_gkf,4,160,40,,,,,,,,,,,,,,0.4119554916940551,0.1684191432352024,0.6816135084427768
A2_8_16,C,spline,src_gkf,4,160,40,,,,,,,,,,,,,,0.4271284502282183,0.171134434470202,0.6609756097560976
A2_8_16,C,extratrees,src_gkf,4,160,40,,,,,,,,,,,,,,0.40902614441583773,0.17429867460870355,0.653095684803002
angular_entropy_8_16,C,dummy,src_gkf,4,160,40,,,,,,,,,,,,,,-0.020534866427921683,0.17488170037368742,
angular_entropy_8_16,C,ridge,src_gkf,4,160,40,,,,,,,,,,,,,,0.3879613453209606,0.12638098059332506,0.7075046904315199
angular_entropy_8_16,C,spline,src_gkf,4,160,40,,,,,,,,,,,,,,0.48102721903712997,0.11301438684494905,0.7172607879924954
angular_entropy_8_16,C,extratrees,src_gkf,4,160,40,,,,,,,,,,,,,,0.5680033887771658,0.10365614169857118,0.7075046904315199
A2_16_32,C,dummy,src_gkf,4,160,40,,,,,,,,,,,,,,-0.022073561859859314,0.18067252842453252,
A2_16_32,C,ridge,src_gkf,4,160,40,,,,,,,,,,,,,,0.12203485548475224,0.1691030154177711,0.3559099437148218
A2_16_32,C,spline,src_gkf,4,160,40,,,,,,,,,,,,,,0.1567894739725867,0.16373285181460942,0.4290806754221389
A2_16_32,C,extratrees,src_gkf,4,160,40,,,,,,,,,,,,,,0.25816551544933064,0.15133255288100958,0.3936210131332083
A2_32_64,C,dummy,src_gkf,4,160,40,,,,,,,,,,,,,,-0.03343812323790618,0.15176160432486702,
A2_32_64,C,ridge,src_gkf,4,160,40,,,,,,,,,,,,,,-0.006487872275071416,0.1504129458769549,0.2437148217636023
A2_32_64,C,spline,src_gkf,4,160,40,,,,,,,,,,,,,,-0.013434657096371483,0.15077827964695656,0.2407129455909944
A2_32_64,C,extratrees,src_gkf,4,160,40,,,,,,,,,,,,,,-0.13627298794728282,0.16033877716131975,0.16135084427767357
spectral_centroid_log_um,C,dummy,src_gkf,4,160,40,,,,,,,,,,,,,,-0.01354794897215994,0.48468302148109804,
spectral_centroid_log_um,C,ridge,src_gkf,4,160,40,,,,,,,,,,,,,,0.2553119102983855,0.41123081048484567,0.5249530956848031
spectral_centroid_log_um,C,spline,src_gkf,4,160,40,,,,,,,,,,,,,,0.3315061066826298,0.3816020713595102,0.6377110694183865
spectral_centroid_log_um,C,extratrees,src_gkf,4,160,40,,,,,,,,,,,,,,0.35746881145182474,0.373622772257315,0.6048780487804878
spectral_entropy,C,dummy,src_gkf,4,160,40,,,,,,,,,,,,,,-0.0057719217910903176,0.10850647593590457,
spectral_entropy,C,ridge,src_gkf,4,160,40,,,,,,,,,,,,,,-0.0369110221930522,0.10581952973437284,0.3729831144465291
spectral_entropy,C,spline,src_gkf,4,160,40,,,,,,,,,,,,,,0.10054507753219544,0.09670952740683175,0.5091932457786118
spectral_entropy,C,extratrees,src_gkf,4,160,40,,,,,,,,,,,,,,0.47857750473028793,0.08051633474101443,0.7204502814258912
effective_band_number,C,dummy,src_gkf,4,160,40,,,,,,,,,,,,,,-0.005118227614577586,2.7034378906393677,
effective_band_number,C,ridge,src_gkf,4,160,40,,,,,,,,,,,,,,0.015533775514223858,2.4442112564983622,0.35834896810506567
effective_band_number,C,spline,src_gkf,4,160,40,,,,,,,,,,,,,,0.13592832026135748,2.3048533719663307,0.4842401500938087
effective_band_number,C,extratrees,src_gkf,4,160,40,,,,,,,,,,,,,,0.4942962658112554,1.92775822559633,0.702439024390244
median_depth_um,C,dummy,src_gkf,4,160,40,,,,,,,,,,,,,,-0.0010077036034459308,17.534733593749998,
median_depth_um,C,ridge,src_gkf,4,160,40,,,,,,,,,,,,,,0.7628093070581954,7.318387589564563,0.9200750469043153
median_depth_um,C,spline,src_gkf,4,160,40,,,,,,,,,,,,,,0.8589871511286291,5.501775859713771,0.9317073170731708
median_depth_um,C,extratrees,src_gkf,4,160,40,,,,,,,,,,,,,,0.8988999117302502,3.0306963400000013,0.9622889305816135
Sq_um,C,dummy,src_gkf,4,160,40,,,,,,,,,,,,,,-0.014183565903596485,1.0597952497756764,
Sq_um,C,ridge,src_gkf,4,160,40,,,,,,,,,,,,,,0.14591519776193895,1.0282683868704223,0.47354596622889317
Sq_um,C,spline,src_gkf,4,160,40,,,,,,,,,,,,,,0.07063586784268905,1.1622627324450963,0.48442776735459675
Sq_um,C,extratrees,src_gkf,4,160,40,,,,,,,,,,,,,,0.040834908976482565,0.9957335188808099,0.552157598499062
rms_DCT_8_16_um,C,dummy,src_gkf,4,160,40,,,,,,,,,,,,,,-0.08856035453684918,0.2677017740082056,
rms_DCT_8_16_um,C,ridge,src_gkf,4,160,40,,,,,,,,,,,,,,0.16692775275723415,0.23757521059785436,0.6373358348968106
rms_DCT_8_16_um,C,spline,src_gkf,4,160,40,,,,,,,,,,,,,,-0.1900172123062931,0.27598411963215674,0.5643527204502815
rms_DCT_8_16_um,C,extratrees,src_gkf,4,160,40,,,,,,,,,,,,,,-0.08185702751864321,0.24377066701813382,0.6399624765478424
ilr_z1_z4,R,dummy,src_gkf,4,160,40,0.0,1.5680701351975037,1.1505275276167204,1.9414281017699258,-0.008030706882355299,-0.007572176123953556,-0.002424771727459696,-0.003205314193666542,0.08220833680507297,0.148485714833223,0.09429355832510355,0.0666115243607799,0.17634305195598104,,,
ilr_z1_z4,R,ridge,src_gkf,4,160,40,0.10016057029152547,1.3233541498746857,0.8739676672475618,1.8702103279212976,0.08750873838951267,-0.18065001362084576,0.12543711233410604,0.19989091233668266,0.07980999252538915,0.14834626259447728,0.07460419782022158,0.06038259139675493,0.17578036444967254,,,
ilr_z1_z4,R,spline,src_gkf,4,160,40,0.30423236320722624,1.3599702783406624,0.9672539848566248,1.682010018276656,0.40396179044436664,-0.1584141092066338,0.17464435890687224,0.1826320409358455,0.08056471702016446,0.1192604013291366,0.07630463996182786,0.07264811301544905,0.13963619458483395,,,
ilr_z1_z4,R,extratrees,src_gkf,4,160,40,0.2385346649856951,1.248199768050148,0.8413669208099102,2.1054015485326447,0.3678346611582489,-0.11254520423474523,-0.06979055365069597,0.12838064631782353,0.08054880348180402,0.11027516682715757,0.08121340388535267,0.06978467076133965,0.1475112465897718,,,
A2_8_16,R,dummy,src_gkf,4,160,40,,,,,,,,,,,,,,-0.02137675934247718,0.24569593323953312,
A2_8_16,R,ridge,src_gkf,4,160,40,,,,,,,,,,,,,,-0.003963416623286253,0.25036679148607754,0.030393996247654785
A2_8_16,R,spline,src_gkf,4,160,40,,,,,,,,,,,,,,0.26091327142106713,0.2012324925481967,0.5395872420262665
A2_8_16,R,extratrees,src_gkf,4,160,40,,,,,,,,,,,,,,0.10547861911883194,0.2250073884123148,0.4127579737335835
angular_entropy_8_16,R,dummy,src_gkf,4,160,40,,,,,,,,,,,,,,-0.020534866427921683,0.17488170037368742,
angular_entropy_8_16,R,ridge,src_gkf,4,160,40,,,,,,,,,,,,,,0.020601552156250036,0.17333989286558188,0.16378986866791745
angular_entropy_8_16,R,spline,src_gkf,4,160,40,,,,,,,,,,,,,,0.28812465170965607,0.13984062167948194,0.6140712945590995
angular_entropy_8_16,R,extratrees,src_gkf,4,160,40,,,,,,,,,,,,,,0.16837673797551844,0.15252336043612563,0.4061913696060038
A2_16_32,R,dummy,src_gkf,4,160,40,,,,,,,,,,,,,,-0.022073561859859314,0.18067252842453252,
A2_16_32,R,ridge,src_gkf,4,160,40,,,,,,,,,,,,,,0.0084450629086118,0.17792162437940412,0.005065666041275799
A2_16_32,R,spline,src_gkf,4,160,40,,,,,,,,,,,,,,0.05363931750510831,0.17353668980802167,0.2823639774859288
A2_16_32,R,extratrees,src_gkf,4,160,40,,,,,,,,,,,,,,-0.10312508086115746,0.1827070467981113,0.13545966228893058
A2_32_64,R,dummy,src_gkf,4,160,40,,,,,,,,,,,,,,-0.03343812323790618,0.15176160432486702,
A2_32_64,R,ridge,src_gkf,4,160,40,,,,,,,,,,,,,,-0.010166540094717291,0.15087183410447796,0.20243902439024392
A2_32_64,R,spline,src_gkf,4,160,40,,,,,,,,,,,,,,-0.01610252177192173,0.15020549946288425,0.1906191369606004
A2_32_64,R,extratrees,src_gkf,4,160,40,,,,,,,,,,,,,,-0.03924365081681058,0.15520061609497215,0.31031894934333965
spectral_centroid_log_um,R,dummy,src_gkf,4,160,40,,,,,,,,,,,,,,-0.01354794897215994,0.48468302148109804,
spectral_centroid_log_um,R,ridge,src_gkf,4,160,40,,,,,,,,,,,,,,0.08113600562942658,0.46547069743037534,0.398686679174484
spectral_centroid_log_um,R,spline,src_gkf,4,160,40,,,,,,,,,,,,,,0.3551713846836263,0.3830982374246227,0.6350844277673547
spectral_centroid_log_um,R,extratrees,src_gkf,4,160,40,,,,,,,,,,,,,,0.3340798959996528,0.38933645920323107,0.5915572232645404
spectral_entropy,R,dummy,src_gkf,4,160,40,,,,,,,,,,,,,,-0.0057719217910903176,0.10850647593590457,
spectral_entropy,R,ridge,src_gkf,4,160,40,,,,,,,,,,,,,,0.07983136125579304,0.09895728157292438,0.3604127579737337
spectral_entropy,R,spline,src_gkf,4,160,40,,,,,,,,,,,,,,-0.04382710531544798,0.10271000072359208,0.27767354596622895
spectral_entropy,R,extratrees,src_gkf,4,160,40,,,,,,,,,,,,,,-0.08264160470034909,0.10462791171892358,0.2555347091932458
effective_band_number,R,dummy,src_gkf,4,160,40,,,,,,,,,,,,,,-0.005118227614577586,2.7034378906393677,
effective_band_number,R,ridge,src_gkf,4,160,40,,,,,,,,,,,,,,0.13807197776423763,2.382362217276543,0.29399624765478427
effective_band_number,R,spline,src_gkf,4,160,40,,,,,,,,,,,,,,0.002912146418152406,2.4994449661872755,0.2819887429643528
effective_band_number,R,extratrees,src_gkf,4,160,40,,,,,,,,,,,,,,-0.04953429278303445,2.5982755069765675,0.25534709193245786
median_depth_um,R,dummy,src_gkf,4,160,40,,,,,,,,,,,,,,-0.0010077036034459308,17.534733593749998,
median_depth_um,R,ridge,src_gkf,4,160,40,,,,,,,,,,,,,,0.6654358766345942,8.732375109874207,0.8425891181988744
median_depth_um,R,spline,src_gkf,4,160,40,,,,,,,,,,,,,,0.7790290709445624,6.190851807742777,0.8861163227016887
median_depth_um,R,extratrees,src_gkf,4,160,40,,,,,,,,,,,,,,0.852790495524608,4.209579512825398,0.9191369606003754
Sq_um,R,dummy,src_gkf,4,160,40,,,,,,,,,,,,,,-0.014183565903596485,1.0597952497756764,
Sq_um,R,ridge,src_gkf,4,160,40,,,,,,,,,,,,,,0.09728178315759461,1.0348869358074362,0.49868667917448406
Sq_um,R,spline,src_gkf,4,160,40,,,,,,,,,,,,,,0.019022906474044587,1.2218264185259495,0.4390243902439025
Sq_um,R,extratrees,src_gkf,4,160,40,,,,,,,,,,,,,,-0.03778968498720925,1.0334003697904361,0.4923076923076924
rms_DCT_8_16_um,R,dummy,src_gkf,4,160,40,,,,,,,,,,,,,,-0.08856035453684918,0.2677017740082056,
rms_DCT_8_16_um,R,ridge,src_gkf,4,160,40,,,,,,,,,,,,,,0.06870277376242451,0.2528412246654357,0.5493433395872421
rms_DCT_8_16_um,R,spline,src_gkf,4,160,40,,,,,,,,,,,,,,-0.6546140885593739,0.3241139524088864,0.5285178236397748
