run_id,experiment_id,model_id,variant,seed,model_sha,outer_fold,dataset_index,session_id,sample_id,component_id,selected_alpha,information_track,physical_valid,band_valid,support_status,risk
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_D,17,a0fc3c28142e65d4480a3ef1e51cb8172b2ab0666b0ec5f76c759f0ffcdb2e0e,0,161,zro2_60_pass,22,0173a9b0e73614a22e0130f113fb8339d3922904a34f19fff1ba4a50c552968f,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.8429128567269278
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_D,17,a0fc3c28142e65d4480a3ef1e51cb8172b2ab0666b0ec5f76c759f0ffcdb2e0e,0,162,zro2_60_pass,23,0173a9b0e73614a22e0130f113fb8339d3922904a34f19fff1ba4a50c552968f,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.42740634479802336
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_D,17,a0fc3c28142e65d4480a3ef1e51cb8172b2ab0666b0ec5f76c759f0ffcdb2e0e,0,163,zro2_60_pass,24,0173a9b0e73614a22e0130f113fb8339d3922904a34f19fff1ba4a50c552968f,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.652329319289653
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_D,17,a0fc3c28142e65d4480a3ef1e51cb8172b2ab0666b0ec5f76c759f0ffcdb2e0e,0,164,zro2_60_pass,25,5886f771fde37e70fe702dc50f81a0018420e6baac5f3a761311ef50098c5342,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,1.447366051300314
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_D,17,a0fc3c28142e65d4480a3ef1e51cb8172b2ab0666b0ec5f76c759f0ffcdb2e0e,0,165,zro2_60_pass,26,5886f771fde37e70fe702dc50f81a0018420e6baac5f3a761311ef50098c5342,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,1.4106875316916094
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_D,17,a0fc3c28142e65d4480a3ef1e51cb8172b2ab0666b0ec5f76c759f0ffcdb2e0e,0,166,zro2_60_pass,27,5886f771fde37e70fe702dc50f81a0018420e6baac5f3a761311ef50098c5342,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.461190017666734
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_D,17,a0fc3c28142e65d4480a3ef1e51cb8172b2ab0666b0ec5f76c759f0ffcdb2e0e,0,167,zro2_60_pass,28,5886f771fde37e70fe702dc50f81a0018420e6baac5f3a761311ef50098c5342,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,4.072311944123693
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_D,17,a0fc3c28142e65d4480a3ef1e51cb8172b2ab0666b0ec5f76c759f0ffcdb2e0e,0,176,zro2_60_pass,37,be21bfed3c648b372b27970a9f1258427c6746d96e1eb37fa62715eb2e831bdc,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.3593327061815333
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_D,17,a0fc3c28142e65d4480a3ef1e51cb8172b2ab0666b0ec5f76c759f0ffcdb2e0e,0,177,zro2_60_pass,38,be21bfed3c648b372b27970a9f1258427c6746d96e1eb37fa62715eb2e831bdc,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.448641364587715
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_D,17,a0fc3c28142e65d4480a3ef1e51cb8172b2ab0666b0ec5f76c759f0ffcdb2e0e,0,178,zro2_60_pass,39,be21bfed3c648b372b27970a9f1258427c6746d96e1eb37fa62715eb2e831bdc,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.719058896551887
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_D,17,a0fc3c28142e65d4480a3ef1e51cb8172b2ab0666b0ec5f76c759f0ffcdb2e0e,0,179,zro2_60_pass,40,be21bfed3c648b372b27970a9f1258427c6746d96e1eb37fa62715eb2e831bdc,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.6965994629388431
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,3,zro2_120_formal,4,18adeab07c66f0a6220f42b552e8f6371eec7998e00b068e57fe071ba3c10f72,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.2043626746495563
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,5,zro2_120_formal,6,d878d557bd642809900e1cd2cbfa297663c19430f739151859fb0df411813932,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,1.247526880195629
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,8,zro2_120_formal,9,5a8d034dc5bc855c8cc7167052b204006334cad601c697d737030b6cfbbeafac,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,OOS,1.7502699259008632
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,19,zro2_120_formal,20,ba76e90434e71d41c24161680085b4277285f7a175516149b86a70da126f2240,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,5.902343849462793
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,33,zro2_120_formal,34,8602be088ade4aa03b97055e8634fedfb21f0b6554c53366ac0e3df4de389311,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.597460397104797
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,35,zro2_120_formal,36,2408b1dc1a902affc49faba1eb1a7974a98411526f82e856c2cca0b9effe2a3a,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.618848058077536
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,37,zro2_120_formal,38,3689c38f9947e8059b87ef5082c010ea4b8b73bef146601bda7f54d88d9986b5,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,OOS,13.549637322136027
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,45,zro2_120_formal,46,f89410c437f281e05ca92c9f85a89bb4b5b41253d7122ca792e2e8d70d5f9db0,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.6313711962274212
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,50,zro2_120_formal,51,54bdf5810da02479bf93c59aa1b26120bfd5010a0a14423ffbfc4b6a74c3fdb9,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,1.3875660036361197
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,51,zro2_120_formal,52,73473a287ae075daec030063466b079c19da048c94a811f5d919417d622c132b,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.7431225272567635
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,53,zro2_120_formal,54,73473a287ae075daec030063466b079c19da048c94a811f5d919417d622c132b,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.38436715913520075
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,60,zro2_120_formal,61,effd732dee5a24b3ab2fa3bf7285e7bf0f1bcb9877a430006059b7699750a021,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.4540455636780257
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,63,zro2_120_formal,64,9204b6f9d2d9d6115cd61286c057d67be4f9c9208869ac4921cd29a650288373,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.9632125442235072
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,70,zro2_120_formal,71,1ba03ca6b5871f84532efcd1ac2ad1140d33bf1d626655350e9ff0d4f2b0fcbb,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,1.029264859096025
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,71,zro2_120_formal,72,1ba03ca6b5871f84532efcd1ac2ad1140d33bf1d626655350e9ff0d4f2b0fcbb,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.7704322645257277
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,80,zro2_120_formal,81,cb00b97a81a7996d7f555ea2f10f9313c10abf659f541275e999fbda4471fb95,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.6015201582925297
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,83,zro2_120_formal,84,05ebe211151b5c42ea77521c2d6176fab9089defd86ce310bf90b3f324d60207,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.7422994026188086
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,84,zro2_120_formal,85,b0de7b7f774bd4b8443b381c78462e76735d00836536718b12b6dec43d928d17,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.34830686657426285
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,89,zro2_120_formal,90,434cc40d613f5f9e54f64010b37637f9465d262a9a94041cdb976cf0cbe7ef5a,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.7677812160522902
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,91,zro2_120_formal,92,4e2cca025b4b2543e4f596540a03c1bb76e8876658fd5364f336e00dc74ca901,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.5293321304009853
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,97,zro2_120_formal,98,75e8a3878cb5b07fc1219373158bf31b99facf7edf6c02931e54b63a6d81928a,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.23649213762534319
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,103,zro2_120_formal,104,2dafc5c0f22998d3afe6699ea3c478747b2b3afd3903eeeb707b7b40f64f51b4,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.5287087489450008
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,108,zro2_120_formal,109,607d2783453c8ad786d1ef5e7695b041f0718e8a505a0d17858cac60e079149e,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,1.09052606823632
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,118,zro2_120_formal,119,9b4ea5c4658350b5838f157a2cc6f05607f6f74cbdcd8278f1e67d67ed39c52f,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.38378721573239266
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,160,zro2_60_pass,21,0173a9b0e73614a22e0130f113fb8339d3922904a34f19fff1ba4a50c552968f,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.700313207628052
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,161,zro2_60_pass,22,0173a9b0e73614a22e0130f113fb8339d3922904a34f19fff1ba4a50c552968f,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.5274076865234408
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,162,zro2_60_pass,23,0173a9b0e73614a22e0130f113fb8339d3922904a34f19fff1ba4a50c552968f,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.567349621839595
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,163,zro2_60_pass,24,0173a9b0e73614a22e0130f113fb8339d3922904a34f19fff1ba4a50c552968f,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.36201554438930494
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,164,zro2_60_pass,25,5886f771fde37e70fe702dc50f81a0018420e6baac5f3a761311ef50098c5342,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.767450989223013
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,165,zro2_60_pass,26,5886f771fde37e70fe702dc50f81a0018420e6baac5f3a761311ef50098c5342,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.7140223842192538
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,166,zro2_60_pass,27,5886f771fde37e70fe702dc50f81a0018420e6baac5f3a761311ef50098c5342,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.18632671170039097
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,167,zro2_60_pass,28,5886f771fde37e70fe702dc50f81a0018420e6baac5f3a761311ef50098c5342,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,3.679230019838054
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,176,zro2_60_pass,37,be21bfed3c648b372b27970a9f1258427c6746d96e1eb37fa62715eb2e831bdc,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.3522192027999183
20260906T111859Z_E02_b901bea5_533009c_68a562,E02,Ridge,M_Dh,17,5a28a8af39037f6c2f126074165e5d2daa11df7bea939386d1eb3f5321c7e246,0,177,zro2_60_pass,38,be21bfed3c648b372b27970a9f1258427c6746d96e1eb37fa62715eb2e831bdc,1.0,ORACLE_DIAGNOSTIC,NOT_APPLICABLE,True,IN_SUPPORT,0.4640272941482209
