outer_fold,dataset_index,nearest_train_distance,train_threshold,support_status,scope
3,142,0.5983907245282232,1.5307505746098249,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
3,143,0.5983907245282232,1.5307505746098249,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
3,148,1.2797399071327518,1.5307505746098249,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
3,149,1.2797399071327518,1.5307505746098249,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
3,150,1.2797399071327518,1.5307505746098249,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
3,151,1.2797399071327518,1.5307505746098249,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
3,168,0.9981621886576801,1.5307505746098249,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
3,169,0.9689496622709018,1.5307505746098249,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
3,170,1.4888877340108118,1.5307505746098249,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
3,171,0.8389566224153984,1.5307505746098249,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
4,0,1.3329500681253688,1.4777058994887335,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
4,6,0.741432296525092,1.4777058994887335,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
4,9,1.5443205131197448,1.4777058994887335,OOS,unconditional_process_diagnostic_not_design_support_gate
4,15,0.8529415922631771,1.4777058994887335,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
4,18,0.3760165463159459,1.4777058994887335,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
4,22,0.8529415922631767,1.4777058994887335,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
4,24,0.9586995683352022,1.4777058994887335,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
4,25,1.6173102960577916,1.4777058994887335,OOS,unconditional_process_diagnostic_not_design_support_gate
4,27,1.4621573242088128,1.4777058994887335,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
4,28,1.211909075997668,1.4777058994887335,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
4,29,0.6890249851204531,1.4777058994887335,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
4,32,0.9276425740088413,1.4777058994887335,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
4,38,1.519226695906275,1.4777058994887335,OOS,unconditional_process_diagnostic_not_design_support_gate
4,43,0.6304813368695045,1.4777058994887335,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
4,46,0.4444481475099548,1.4777058994887335,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
4,55,0.9586995683352022,1.4777058994887335,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
4,64,1.0687039093671775,1.4777058994887335,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
4,73,1.458557453626402,1.4777058994887335,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
4,87,0.671215907517811,1.4777058994887335,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
4,88,1.0384792438639723,1.4777058994887335,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
4,98,0.42247016655994113,1.4777058994887335,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
4,101,0.7500981111077081,1.4777058994887335,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
4,110,0.8529415922631771,1.4777058994887335,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
4,117,1.4921501729060778,1.4777058994887335,OOS,unconditional_process_diagnostic_not_design_support_gate
4,184,1.0448706680383246,1.4777058994887335,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
4,185,1.4661145938832936,1.4777058994887335,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
4,186,1.4661145938832936,1.4777058994887335,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
4,187,0.7358980259781223,1.4777058994887335,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
4,188,1.2294918998006832,1.4777058994887335,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
4,189,1.4861115726998273,1.4777058994887335,OOS,unconditional_process_diagnostic_not_design_support_gate
4,190,1.2749707201479086,1.4777058994887335,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
4,191,1.3373963126100574,1.4777058994887335,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
4,196,1.2962660520461944,1.4777058994887335,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
4,197,1.2962660520461944,1.4777058994887335,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
4,198,1.2962660520461944,1.4777058994887335,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
4,199,1.2962660520461944,1.4777058994887335,IN_SUPPORT,unconditional_process_diagnostic_not_design_support_gate
