model_id,variant,target,MAE,RMSE,group_balanced_Q2,coverage
Ridge,M_U,ilr_z1,0.8863635586554307,1.1210230811399013,0.4159926205131992,180
Ridge,M_U,ilr_z2,0.33308853658529525,0.4443426293492784,0.159043114057965,180
Ridge,M_U,ilr_z3,0.6258700697431424,0.7834203794693954,0.05663651646710044,180
Ridge,M_U,ilr_z4,0.5897946113799568,0.7469362496407078,0.0674008897992251,180
Ridge,M_UD,A2_8_16,0.18520488235446106,0.22711023864691637,0.3744739022850889,180
Ridge,M_UD,A_med,1.1857627944448725,1.8415015698598838,0.1510916196235158,180
Ridge,M_UD,entropy_8_16,0.12678306835551906,0.15433732041020332,0.4537612337795681,180
Ridge,M_UD,ilr_z1,0.8843767691344603,1.1270284045534664,0.409718803028015,180
Ridge,M_UD,ilr_z2,0.32921613153743257,0.44192326979085855,0.16817587786285815,180
Ridge,M_UD,ilr_z3,0.6270419155374191,0.785769985188308,0.050969428489149204,180
Ridge,M_UD,ilr_z4,0.591885336939569,0.7489241207487602,0.06243030827075169,180
Ridge,M_UDhat,A2_8_16,0.1843004820625932,0.22595519634520878,0.3808203517586475,180
Ridge,M_UDhat,A_med,1.1871215254113319,1.8635467080159878,0.13064491466274974,180
Ridge,M_UDhat,entropy_8_16,0.12568603410283669,0.15393229150231694,0.4566244710827225,180
Ridge,M_UDhat,ilr_z1,0.8859439934847467,1.121111399021078,0.4159005968484428,180
Ridge,M_UDhat,ilr_z2,0.33317749142210557,0.4445754965669258,0.15816144035829482,180
Ridge,M_UDhat,ilr_z3,0.6261621680598466,0.783798255732986,0.05572625002778919,180
Ridge,M_UDhat,ilr_z4,0.5896228107566825,0.7468220947146648,0.06768592790590777,180
