outer_fold,model_id,variant,alpha,inner_risk
4,GAM,M_U,10.0,0.8701292109893616
4,GAM,M_U,100.0,1.0387080338281414
4,GAM,M_U,1000.0,1.1055410784859605
4,GAM,M_UD,0.001,1.2015107572034893
4,GAM,M_UD,0.01,1.1363393299752613
4,GAM,M_UD,0.1,1.0077188734666782
4,GAM,M_UD,1.0,0.8844348826355819
4,GAM,M_UD,10.0,0.8511691875311611
4,GAM,M_UD,100.0,1.0056771830437854
4,GAM,M_UD,1000.0,1.0996338179748348
4,GAM,M_UDhat,0.001,1.1840804883249603
4,GAM,M_UDhat,0.01,1.120418660884738
4,GAM,M_UDhat,0.1,1.0083780854202038
4,GAM,M_UDhat,1.0,0.882896499361904
4,GAM,M_UDhat,10.0,0.8463586315779676
4,GAM,M_UDhat,100.0,1.0066024247912437
4,GAM,M_UDhat,1000.0,1.100107548205376
4,GAM,C1,0.001,1.0504825431813924
4,GAM,C1,0.01,1.0423150317721956
4,GAM,C1,0.1,1.0073138233340413
4,GAM,C1,1.0,0.9850608356464577
4,GAM,C1,10.0,1.0073674680648665
4,GAM,C1,100.0,1.0871225824932271
4,GAM,C1,1000.0,1.1116632214728996
4,GAM,C2,0.001,1.04220350581164
4,GAM,C2,0.01,1.0258547297544585
4,GAM,C2,0.1,0.9642459567166713
4,GAM,C2,1.0,0.9250467358739253
4,GAM,C2,10.0,0.9339934696321683
4,GAM,C2,100.0,1.0544194228201875
4,GAM,C2,1000.0,1.107274387145988
4,GAM,C3,0.001,1.008282107610376
4,GAM,C3,0.01,0.9941436171337549
4,GAM,C3,0.1,0.9347834331517272
4,GAM,C3,1.0,0.8765354052491975
4,GAM,C3,10.0,0.8757645091388998
4,GAM,C3,100.0,1.0306652577389748
4,GAM,C3,1000.0,1.1040842985568913
4,GAM,C4,0.001,1.0180423126561697
4,GAM,C4,0.01,0.9951376759800235
4,GAM,C4,0.1,0.9163725873904036
4,GAM,C4,1.0,0.8577032388754229
4,GAM,C4,10.0,0.8608856058924356
4,GAM,C4,100.0,1.0119520263791673
4,GAM,C4,1000.0,1.1007402653263962
