outer_fold,model_id,variant,alpha,inner_risk
2,Ridge,M_U,0.1,0.9000844336293986
2,Ridge,M_U,1.0,0.8985119477704097
2,Ridge,M_U,10.0,0.8898144189006746
2,Ridge,M_U,100.0,0.9518299521732396
2,Ridge,M_U,1000.0,1.121431749337273
2,Ridge,M_UD,0.001,0.9155782712166529
2,Ridge,M_UD,0.01,0.9155205102395025
2,Ridge,M_UD,0.1,0.9149514068265276
2,Ridge,M_UD,1.0,0.9099986078059207
2,Ridge,M_UD,10.0,0.8902200300890435
2,Ridge,M_UD,100.0,0.9277199286571166
2,Ridge,M_UD,1000.0,1.10230763443845
2,Ridge,M_UDhat,0.001,0.9040070131362318
2,Ridge,M_UDhat,0.01,0.9038626080183092
2,Ridge,M_UDhat,0.1,0.9027543914078209
2,Ridge,M_UDhat,1.0,0.8994355393750059
2,Ridge,M_UDhat,10.0,0.8910964852823605
2,Ridge,M_UDhat,100.0,0.9275803251162148
2,Ridge,M_UDhat,1000.0,1.1005191619421275
2,Ridge,C1,0.001,1.0633869344166527
2,Ridge,C1,0.01,1.0633871770699659
2,Ridge,C1,0.1,1.063389702188721
2,Ridge,C1,1.0,1.0634246072641695
2,Ridge,C1,10.0,1.0645625824808875
2,Ridge,C1,100.0,1.0919783983033056
2,Ridge,C1,1000.0,1.1529718735961179
2,Ridge,C2,0.001,1.0216899916335793
2,Ridge,C2,0.01,1.0216704721097243
2,Ridge,C2,0.1,1.0214762212499768
2,Ridge,C2,1.0,1.0196246723719824
2,Ridge,C2,10.0,1.0076720120076055
2,Ridge,C2,100.0,1.0168889197360031
2,Ridge,C2,1000.0,1.1245680663367894
2,Ridge,C3,0.001,0.9119585291067936
2,Ridge,C3,0.01,0.9119461689545627
2,Ridge,C3,0.1,0.9118235254906619
2,Ridge,C3,1.0,0.9106886497866554
2,Ridge,C3,10.0,0.9055539872778838
2,Ridge,C3,100.0,0.9500827210129219
2,Ridge,C3,1000.0,1.1084837065867685
2,Ridge,C4,0.001,0.8946448973682499
2,Ridge,C4,0.01,0.8944883277588966
2,Ridge,C4,0.1,0.8930639402945705
2,Ridge,C4,1.0,0.8865009682282754
2,Ridge,C4,10.0,0.8846223620475391
2,Ridge,C4,100.0,0.9254623566298168
2,Ridge,C4,1000.0,1.0944005568287885
2,GAM,M_D,0.001,1.0474477686853088
2,GAM,M_D,0.01,1.0422689157939167
2,GAM,M_D,0.1,1.0239112667959704
2,GAM,M_D,1.0,1.024060466552114
2,GAM,M_D,10.0,1.0567018705246023
2,GAM,M_D,100.0,1.1352934996447481
2,GAM,M_D,1000.0,1.166334896639632
2,GAM,M_Dh,0.001,0.9133655473334688
2,GAM,M_Dh,0.01,0.905766193627588
2,GAM,M_Dh,0.1,0.8793299857221356
2,GAM,M_Dh,1.0,0.8866912269173098
2,GAM,M_Dh,10.0,0.9443095620922826
2,GAM,M_Dh,100.0,1.100235245299458
2,GAM,M_Dh,1000.0,1.1620028206775797
2,GAM,M_U,0.001,1.084445466079149
2,GAM,M_U,0.01,1.0616262280492
2,GAM,M_U,0.1,0.9845683420720289
2,GAM,M_U,1.0,0.9440887132477023
2,GAM,M_U,10.0,0.9647577257449471
2,GAM,M_U,100.0,1.111535872748728
2,GAM,M_U,1000.0,1.1636608234960841
2,GAM,M_UD,0.001,1.1630217851904108
2,GAM,M_UD,0.01,1.1253589056036826
2,GAM,M_UD,0.1,1.0063930520338902
2,GAM,M_UD,1.0,0.939768357397702
2,GAM,M_UD,10.0,0.9402589416922401
2,GAM,M_UD,100.0,1.0859163923474195
2,GAM,M_UD,1000.0,1.1594082462321724
2,GAM,M_UDhat,0.001,1.19999977475834
2,GAM,M_UDhat,0.01,1.1681240114557172
2,GAM,M_UDhat,0.1,1.0512963986871937
2,GAM,M_UDhat,1.0,0.9497741032278105
2,GAM,M_UDhat,10.0,0.9360608387904541
2,GAM,M_UDhat,100.0,1.0863533962220164
2,GAM,M_UDhat,1000.0,1.1597227277928537
2,GAM,C1,0.001,1.1187112982063736
2,GAM,C1,0.01,1.1128020650536878
2,GAM,C1,0.1,1.0867004221016874
2,GAM,C1,1.0,1.0642063906071901
2,GAM,C1,10.0,1.0820431308456806
2,GAM,C1,100.0,1.1483275579515906
2,GAM,C1,1000.0,1.168152916792756
2,GAM,C2,0.001,1.1195716069954973
2,GAM,C2,0.01,1.1056836354146216
2,GAM,C2,0.1,1.0503565869891198
2,GAM,C2,1.0,1.0052805907221067
2,GAM,C2,10.0,1.005305853794898
2,GAM,C2,100.0,1.1157328925294197
2,GAM,C2,1000.0,1.163855339602124
2,GAM,C3,0.001,0.9939948834753647
2,GAM,C3,0.01,0.9811936479981063
2,GAM,C3,0.1,0.9384685771696443
2,GAM,C3,1.0,0.9227419558824264
2,GAM,C3,10.0,0.9411241826492391
2,GAM,C3,100.0,1.0954640936000495
2,GAM,C3,1000.0,1.1613388962077797
2,GAM,C4,0.001,1.001240558398202
2,GAM,C4,0.01,0.9792174490065357
2,GAM,C4,0.1,0.9212548874396616
2,GAM,C4,1.0,0.9032158380925515
2,GAM,C4,10.0,0.9242566885796749
2,GAM,C4,100.0,1.0794858757442831
2,GAM,C4,1000.0,1.1586823443206629
3,Ridge,M_D,0.001,0.914832509158958
3,Ridge,M_D,0.01,0.9148320745312845
3,Ridge,M_D,0.1,0.9148279126570533
3,Ridge,M_D,1.0,0.9148043606649668
3,Ridge,M_D,10.0,0.9160530948519697
