dataset_index,kernel_group,level,param,n_phases,valid,invalid_phases,min_field_um,min_margin_um,q_raw
120,223:5:5:20#L105,L0,,64,True,0,0.0,0.0,"[0.0, 1.0, 0.0, 0.0, 0.0]"
120,223:5:5:20#L105,L1,,64,True,0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]"
120,223:5:5:20#L105,L2,1.0,64,True,0,0.0,0.0,"[0.0, 0.03125, 0.96875, 0.0, 0.0]"
120,223:5:5:20#L105,L2,1.4142135623730951,64,True,0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]"
120,223:5:5:20#L105,L2,2.0,64,True,0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]"
120,223:5:5:20#L105,L2,2.82842712474619,64,True,0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]"
120,223:5:5:20#L105,L2,4.0,64,True,0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]"
120,223:5:5:20#L105,L2,5.656854249492381,64,True,0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]"
120,223:5:5:20#L105,L2,7.999999999999999,64,True,0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]"
120,223:5:5:20#L105,L2,11.31370849898476,64,True,0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]"
120,223:5:5:20#L105,L2,16.0,64,True,0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]"
120,223:5:5:20#L105,L2,22.627416997969522,64,True,0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]"
120,223:5:5:20#L105,L2,32.00000000000001,64,True,0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]"
120,223:5:5:20#L105,L2,45.25483399593905,64,True,0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]"
120,223:5:5:20#L105,L2,64.0,64,True,0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]"
120,223:5:5:20#L105,L3a,0.0,64,True,0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]"
120,223:5:5:20#L105,L3a,0.1,64,True,0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]"
120,223:5:5:20#L105,L3a,0.2,64,True,0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]"
120,223:5:5:20#L105,L3a,0.3,64,True,0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]"
120,223:5:5:20#L105,L3a,0.4,64,True,0,0.0,0.0,"[0.0, 0.0, 0.71875, 0.28125, 0.0]"
120,223:5:5:20#L105,L3a,0.5,64,True,0,0.0,0.0,"[0.0, 0.0, 0.40625, 0.59375, 0.0]"
120,223:5:5:20#L105,L3a,0.6,64,True,0,0.0,0.0,"[0.0, 0.0, 0.265625, 0.734375, 0.0]"
120,223:5:5:20#L105,L3a,0.7,64,True,0,0.0,0.0,"[0.0, 0.0, 0.203125, 0.796875, 0.0]"
120,223:5:5:20#L105,L3a,0.8,64,True,0,0.0,0.0,"[0.0, 0.0, 0.109375, 0.890625, 0.0]"
120,223:5:5:20#L105,L3a,0.9,64,True,0,0.0,0.0,"[0.0, 0.0, 0.0, 1.0, 0.0]"
120,223:5:5:20#L105,L3b,-0.5,64,True,0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]"
120,223:5:5:20#L105,L3b,-0.45,64,True,0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]"
120,223:5:5:20#L105,L3b,-0.4,64,True,0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]"
120,223:5:5:20#L105,L3b,-0.35,64,True,0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]"
120,223:5:5:20#L105,L3b,-0.3,64,True,0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]"
120,223:5:5:20#L105,L3b,-0.25,64,True,0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]"
120,223:5:5:20#L105,L3b,-0.19999999999999996,64,True,0,0.0,0.0,"[0.0, 0.0, 1.0, 0.0, 0.0]"
