dataset_index,p_lt8,p_8_16,p_16_32,p_32_64,p_64_inf,dc_offset_frac,dc_to_non_dc_ratio
180,0.04931438192648618,0.4111016568530389,0.09242332912222725,0.0501803580373813,0.39698027406086617,9.623892614471938e-05,9.624818896706895e-05
181,0.11366405742066629,0.2658185167522623,0.27468610507642416,0.06380063082984405,0.2820306899208034,0.002789205322400026,0.002797006748509758
182,0.12991848827419913,0.22276243331786197,0.5462644494589487,0.0681016187162349,0.032953010232755424,0.035815103812940646,0.0371454727766159
183,0.03708775996948343,0.7202682584473413,0.17309083460326044,0.0238558727425999,0.045697274237314935,0.0026961039690773982,0.002703392596587031
184,0.10347202920999073,0.06318207671793089,0.03874589169192575,0.028340862480896636,0.7662591398992559,0.004144738809366775,0.004161989167393033
185,0.4280997709005885,0.1389519509063684,0.08278971285808999,0.04426300650661603,0.3058955588283371,0.0003833485050751763,0.0003834955175085162
186,0.5068174730020572,0.18252700190568394,0.08341204251984233,0.02804043298326273,0.199203049589154,0.00015621779934437628,0.00015624220715814325
187,0.4607508265488793,0.15198097872579466,0.07763025597690074,0.02562621642771659,0.2840117223207086,0.0014836966439967948,0.0014859012707254809
188,0.12525761563870402,0.07025105684762172,0.07920160955324829,0.07420200125313557,0.6510877167072902,0.026970558234872325,0.02771813172060476
189,0.29769223998836253,0.1838437744363198,0.10751500433285296,0.06653319968811693,0.3444157815543477,3.0561100018024036e-05,3.05620340274027e-05
190,0.40393118787521254,0.20906583334414988,0.08745205414012527,0.04986903294099547,0.24968189169951677,0.003475624589647216,0.003487746687797787
191,0.0018144156918754274,0.0024359757659457863,0.03270805358831509,0.07421436514157011,0.8888271898122937,0.1118662447462129,0.1259565286022112
192,0.23009603843253087,0.2693234213407359,0.19072405268387044,0.055895162061334096,0.2539613254815286,0.0016084673815809215,0.0016110587169769906
193,0.2690524332539119,0.5261741447507422,0.1116140320737963,0.033854003424254965,0.05930538649729472,0.0034558619246363663,0.0034678463227034873
194,0.36081157841497896,0.35175948542613145,0.11524624187764695,0.02811452313115697,0.14406817115008586,0.00018618293159053108,0.00018621760212960933
195,0.2387928117061545,0.2138727626229319,0.1933082294283407,0.09055568609055308,0.26347051015201983,0.0034997720043777308,0.0035120634256323576
196,0.15641693776000964,0.09376271386524511,0.06414432310425663,0.045184927076314385,0.6404910981941744,0.014314958129094044,0.014522852149529582
197,0.23866287384324697,0.10362595241856089,0.0999386129469168,0.030033752527965713,0.5277388082633095,0.0009267297392768898,0.0009275893639262772
198,0.2396096141015226,0.17076226854677462,0.13585898581416084,0.08857158468750101,0.365197546850041,0.0026331376396182718,0.0026400893582795132
199,0.18769198700046144,0.13718109868726294,0.08303647730619503,0.09180849746905324,0.5002819395370273,0.005109667355083292,0.005135910147502627
