dataset_index,ilr_z1,ilr_z2,ilr_z3,ilr_z4
190,1.1374963330966654,0.4656972323647224,-0.19898287904282666,-1.1389987265820636
191,-4.511523361514028,-0.2083022863756323,-1.682643458278135,-1.7557073159184795
192,0.6354046005803358,-0.11131005333215765,0.3841597807087958,-1.0703504786751554
193,1.9977280526974803,-0.474274868869831,0.7451903653953813,-0.3964343784937665
194,1.6699371960629004,0.017966322261139745,0.48482312316894816,-1.155412705378168
195,0.3349410869107767,0.07793377977035194,0.18316692096983653,-0.7551734029479078
196,-0.016138020862554652,0.36186744586768954,-0.796381206379574,-1.8748735934310903
197,0.3280055690796212,0.5899138604097636,-0.18853357558393885,-2.0267657748149452
198,0.2311600996990612,0.23952439241052656,-0.2290332372495823,-1.001706798413054
199,0.029211729596282647,0.22167819587504367,-0.7741680440966823,-1.198876184843114
