session_id,measurement_id,sample_id,roi_within_measurement,shared_height_source_id,q01,q05,q50,q95,q99,selected_valid_pixels,selected_valid_fraction,q50_minus_q05,negative_tail_amplitude,robust_range_q99_q01,iqr_proxy_q95_q05,median_absolute_deviation,edge_energy,candidate_modified_fraction
zro2_60_pass,6,11,slot_1,zro2_60_pass:m006,6.837,9.425,49.011,52.002,52.523,1528320,1.0,39.586,42.17400000000001,45.68600000000001,42.577,2.2010000000000005,0.10800000000000409,0.22321503350083752
zro2_60_pass,6,12,slot_2,zro2_60_pass:m006,2.605,4.709,49.317,51.706,52.492,1528320,1.0,44.608000000000004,46.712,49.887,46.997,1.4639999999999986,0.0899999999999963,0.23107856993299833
zro2_60_pass,7,14,slot_1,zro2_60_pass:m007,34.653,42.389,50.274,53.702,54.283,1528320,1.0,7.884999999999998,15.621000000000002,19.630000000000003,11.312999999999995,1.8249999999999957,0.12400000000000233,0.04864426298157454
zro2_60_pass,7,13,slot_2,zro2_60_pass:m007,3.57,6.236,49.389,53.236,53.705,1528320,1.0,43.153000000000006,45.819,50.135,47.0,2.5619999999999976,0.09299999999999642,0.21821477177554438
zro2_60_pass,8,16,slot_1,zro2_60_pass:m008,3.143,7.347,45.367,48.815,49.502,1528320,1.0,38.019999999999996,42.224,46.359,41.467999999999996,2.3290000000000006,0.1110000000000042,0.2090432631909548
zro2_60_pass,8,15,slot_2,zro2_60_pass:m008,11.494,15.828,44.627,48.078,48.65,1528320,1.0,28.799000000000003,33.133,37.156,32.25,2.118000000000002,0.0969999999999942,0.1862280150753769
zro2_60_pass,9,18,slot_1,zro2_60_pass:m009,13.65019,17.194,33.544,39.259,39.87,1528320,1.0,16.349999999999998,19.893809999999995,26.219809999999995,22.065,4.334000000000003,0.11299999999999955,0.013588777219430486
zro2_60_pass,9,17,slot_2,zro2_60_pass:m009,3.472,5.585,34.378,38.781,39.415,1528320,1.0,28.793,30.906,35.943,33.196,3.131999999999998,0.08899999999999864,0.21743548471524288
zro2_60_pass,10,20,slot_1,zro2_60_pass:m010,18.67819,21.433,28.837,37.918,38.758,1528320,1.0,7.404,10.158809999999999,20.079810000000002,16.485,4.672000000000001,0.12100000000000222,0.0
zro2_60_pass,10,19,slot_2,zro2_60_pass:m010,5.425,8.099,30.452,38.466,38.995,1528320,1.0,22.353,25.027,33.57,30.367,5.697999999999997,0.09000000000000341,0.007744451423785595
zro2_60_pass,11,22,slot_1,zro2_60_pass:m011,6.68519,10.615,28.168,32.046,33.061,1528320,1.0,17.552999999999997,21.48281,26.37581,21.430999999999997,1.8390000000000022,0.11700000000000088,0.22039428915410386
zro2_60_pass,11,21,slot_2,zro2_60_pass:m011,16.292,18.694,27.328,33.734,34.619,1528320,1.0,8.634,11.035999999999998,18.326999999999998,15.040000000000003,3.187000000000001,0.09799999999999898,0.0007622749162479062
zro2_60_pass,12,24,slot_1,zro2_60_pass:m012,9.925,13.538,39.137,42.055,42.497,1528320,1.0,25.599,29.212,32.572,28.517,2.261000000000003,0.1180000000000021,0.21303522822445561
zro2_60_pass,12,23,slot_2,zro2_60_pass:m012,4.838,7.49,39.05,41.381,41.867,1528320,1.0,31.559999999999995,34.211999999999996,37.028999999999996,33.891,1.5790000000000006,0.09599999999999653,0.22093344325795644
zro2_60_pass,13,25,slot_1,zro2_60_pass:m013,4.001,9.717,23.535,28.255,29.321,1528320,1.0,13.818,19.534,25.32,18.537999999999997,2.0249999999999986,0.13100000000000023,0.18061269891122278
zro2_60_pass,13,26,slot_2,zro2_60_pass:m013,9.589,14.933,23.0,30.34,31.277,1528320,1.0,8.067,13.411,21.688000000000002,15.407,3.405999999999999,0.11100000000000065,0.004149654522613066
zro2_60_pass,14,27,slot_1,zro2_60_pass:m014,26.934,28.985,33.553,40.56,41.356,1528320,1.0,4.567999999999998,6.618999999999996,14.422,11.575000000000003,3.496000000000002,0.1390000000000029,0.0
zro2_60_pass,14,28,slot_2,zro2_60_pass:m014,6.52,13.478,33.098,41.363,43.03081000000005,1528320,1.0,19.619999999999997,26.578,36.51081000000005,27.884999999999998,4.9950000000000045,0.10799999999999699,0.0276218331239531
zro2_60_pass,15,29,slot_1,zro2_60_pass:m015,9.908,15.477,28.598,33.108,33.672,1528320,1.0,13.120999999999999,18.689999999999998,23.763999999999996,17.630999999999997,3.5429999999999993,0.10600000000000165,0.023334118509212732
zro2_60_pass,15,30,slot_2,zro2_60_pass:m015,3.98,8.754,28.948,32.37,32.77,1528320,1.0,20.194000000000003,24.968,28.790000000000003,23.616,2.4890000000000008,0.0849999999999973,0.21468409757118928
zro2_60_pass,16,31,slot_1,zro2_60_pass:m016,22.79019,26.619,32.8,35.999,36.546,1528320,1.0,6.180999999999997,10.009809999999998,13.75581,9.380000000000003,1.9340000000000046,0.09999999999999787,0.01752970582077052
zro2_60_pass,16,32,slot_2,zro2_60_pass:m016,3.563,6.708,32.215,36.111,36.581,1528320,1.0,25.507000000000005,28.652000000000005,33.018,29.403,2.4599999999999937,0.08299999999999841,0.2217519891122278
zro2_60_pass,17,33,slot_1,zro2_60_pass:m017,13.91,20.6,25.233,29.663,30.268,1528320,1.0,4.632999999999999,11.323,16.358,9.062999999999999,1.8309999999999995,0.11899999999999977,0.024352884212730318
zro2_60_pass,17,34,slot_2,zro2_60_pass:m017,8.979,16.999,24.551,28.733,29.27,1528320,1.0,7.552,15.572,20.291,11.734000000000002,2.7270000000000003,0.09799999999999898,0.021560929648241207
zro2_60_pass,18,35,slot_1,zro2_60_pass:m018,20.828,24.891,27.23,30.553,31.307,1528320,1.0,2.339000000000002,6.402000000000001,10.479,5.662000000000003,1.4320000000000022,0.11599999999999966,0.010145780988274707
zro2_60_pass,18,36,slot_2,zro2_60_pass:m018,7.875,15.966,26.523,30.231,30.725,1528320,1.0,10.557,18.648,22.85,14.265000000000002,2.440999999999999,0.09799999999999898,0.04736835217755444
zro2_60_pass,19,38,slot_1,zro2_60_pass:m019,3.412,7.896,31.388,35.191,35.924,1528320,1.0,23.492,27.976000000000003,32.512,27.295,1.9029999999999951,0.1110000000000042,0.21733930067001675
zro2_60_pass,19,37,slot_2,zro2_60_pass:m019,14.49019,18.482,31.356,35.16,35.621,1528320,1.0,12.874000000000002,16.865810000000003,21.130810000000004,16.677999999999997,2.2890000000000015,0.08399999999999608,0.1598657349246231
zro2_60_pass,20,40,slot_1,zro2_60_pass:m020,4.091,7.285949999999997,44.479,48.161,48.705,1528320,1.0,37.19305,40.388,44.614,40.87505,2.5700000000000003,0.11000000000000032,0.2249450376884422
zro2_60_pass,20,39,slot_2,zro2_60_pass:m020,8.261,12.15,43.624,47.569,48.13,1528320,1.0,31.474000000000004,35.363,39.869,35.419000000000004,2.567999999999998,0.08400000000000318,0.2210983301926298
zro2_60_pass,21,42,slot_1,zro2_60_pass:m021,3.326,5.42,42.522,46.699,47.329,1528320,1.0,37.102,39.196,44.003,41.278999999999996,2.808,0.12000000000000455,0.21105527638190955
zro2_60_pass,21,41,slot_2,zro2_60_pass:m021,8.38,11.045,42.558,46.272,46.722,1528320,1.0,31.512999999999998,34.178,38.342,35.227,2.5619999999999976,0.0940000000000012,0.21923288316582915
zro2_60_pass,22,44,slot_1,zro2_60_pass:m022,4.895,8.13,31.2,35.37,35.907,1528320,1.0,23.07,26.305,31.011999999999997,27.239999999999995,2.6220000000000034,0.13799999999999812,0.20539808417085428
zro2_60_pass,22,43,slot_2,zro2_60_pass:m022,18.915,23.407,30.705,34.918,35.352,1528320,1.0,7.297999999999998,11.79,16.436999999999998,11.511,2.4549999999999983,0.11399999999999721,0.012880810301507537
zro2_60_pass,23,46,slot_1,zro2_60_pass:m023,9.655,19.382,28.663,32.789,33.401,1528320,1.0,9.280999999999999,19.008000000000003,23.746000000000002,13.407,3.152000000000001,0.13000000000000256,0.0267875837520938
zro2_60_pass,23,45,slot_2,zro2_60_pass:m023,11.247,17.504,28.739,33.15,36.354,1528320,1.0,11.235,17.492,25.107,15.645999999999997,2.6400000000000006,0.10500000000000043,0.04526866101340034
zro2_60_pass,24,48,slot_1,zro2_60_pass:m024,7.697,14.529,19.716,26.527,27.144,1528320,1.0,5.187000000000001,12.019000000000002,19.447,11.998000000000001,3.4559999999999995,0.129999999999999,0.002962076005025126
zro2_60_pass,24,47,slot_2,zro2_60_pass:m024,15.766,17.502,22.479,26.658,27.062,1528320,1.0,4.977,6.712999999999999,11.296000000000001,9.156000000000002,2.7429999999999986,0.09600000000000009,1.766645728643216e-05
zro2_60_pass,25,49,slot_1,zro2_60_pass:m025,5.14,13.745949999999997,33.352,37.343,37.853,1528320,1.0,19.60605,28.211999999999996,32.713,23.597050000000007,2.865000000000002,0.12399999999999523,0.16104611599664992
zro2_60_pass,25,50,slot_2,zro2_60_pass:m025,23.18519,29.212,33.457,37.539,38.248,1528320,1.0,4.245000000000001,10.271810000000002,15.062809999999999,8.327000000000002,1.8689999999999998,0.08899999999999864,0.017519236809045227
zro2_60_pass,26,51,slot_1,zro2_60_pass:m026,14.167,22.644,33.487,38.482,39.386,1528320,1.0,10.843000000000004,19.32,25.219,15.838000000000001,3.189,0.11999999999999744,0.03017300041876047
zro2_60_pass,26,52,slot_2,zro2_60_pass:m026,7.902,13.601949999999997,32.879,39.229,40.532,1528320,1.0,19.277050000000003,24.976999999999997,32.629999999999995,25.627050000000004,4.213000000000001,0.10099999999999909,0.05466983354271357
zro2_60_pass,27,53,slot_1,zro2_60_pass:m027,4.586,12.035,23.829,27.414,27.906,1528320,1.0,11.794,19.243000000000002,23.32,15.379000000000001,2.556000000000001,0.12399999999999878,0.053853904941373536
zro2_60_pass,27,54,slot_2,zro2_60_pass:m027,17.242,21.11,23.635,26.698,27.156,1528320,1.0,2.525000000000002,6.393000000000001,9.913999999999998,5.588000000000001,1.5420000000000016,0.09299999999999997,0.007807919807370185
zro2_60_pass,28,55,slot_1,zro2_60_pass:m028,8.964,15.257,21.174,24.763,25.331,1528320,1.0,5.917,12.209999999999999,16.366999999999997,9.506000000000002,2.1950000000000003,0.11700000000000088,0.021112725083752094
zro2_60_pass,28,56,slot_2,zro2_60_pass:m028,4.854,11.578,20.547,24.461,24.93,1528320,1.0,8.969000000000001,15.693000000000001,20.076,12.883,2.5779999999999994,0.09100000000000108,0.030609427345058626
zro2_60_pass,29,57,slot_1,zro2_60_pass:m029,3.691,11.315,28.393,32.422,33.123,1528320,1.0,17.078000000000003,24.702,29.432,21.107,2.7059999999999995,0.11400000000000077,0.13129383898659966
zro2_60_pass,29,58,slot_2,zro2_60_pass:m029,18.43319,23.77,27.981,32.018,32.494,1528320,1.0,4.211000000000002,9.547810000000002,14.06081,8.248000000000001,2.0380000000000003,0.08399999999999963,0.012306977596314907
zro2_60_pass,30,59,slot_1,zro2_60_pass:m030,4.176,11.876,24.862,29.619,30.229,1528320,1.0,12.985999999999999,20.686,26.052999999999997,17.743000000000002,3.4190000000000005,0.11000000000000298,0.0345745655360134
zro2_60_pass,30,60,slot_2,zro2_60_pass:m030,8.697189999999999,15.889,24.727,29.215,29.795,1528320,1.0,8.838000000000001,16.02981,21.097810000000003,13.326,2.946999999999999,0.07099999999999795,0.021672817211055278
zro2_20_supplement,1,1,slot_1,zro2_20_supplement:m001,10.55019,18.936,30.884,35.869,36.567,1528320,1.0,11.948,20.33381,26.01681,16.933,2.9179999999999993,0.12600000000000122,0.042765912897822445
zro2_20_supplement,1,2,slot_2,zro2_20_supplement:m001,6.177,14.689,29.7,34.581,35.362,1528320,1.0,15.011,23.523,29.185000000000002,19.892000000000003,3.006000000000004,0.09299999999999997,0.06566818467336684
zro2_20_supplement,2,3,slot_1,zro2_20_supplement:m002,8.36,13.414,33.44,38.452,38.98,1528320,1.0,20.025999999999996,25.08,30.619999999999997,25.037999999999997,2.9399999999999977,0.117999999999995,0.20084798994974876
zro2_20_supplement,2,4,slot_2,zro2_20_supplement:m002,5.896190000000001,10.817,33.061,38.129,38.588,1528320,1.0,22.244,27.16481,32.691810000000004,27.311999999999998,3.1019999999999968,0.09200000000000053,0.19877316268844222
zro2_20_supplement,3,5,slot_1,zro2_20_supplement:m003,6.636,8.604,54.233,59.878,60.451,1528320,1.0,45.629,47.596999999999994,53.815,51.274,3.7490000000000023,0.11400000000000432,0.21294755025125628
zro2_20_supplement,3,6,slot_2,zro2_20_supplement:m003,1.1771900000000006,2.881,53.491,59.394,59.94,1528320,1.0,50.61,52.31381,58.762809999999995,56.513,4.042999999999999,0.0899999999999963,0.21390350188442211
zro2_20_supplement,4,7,slot_1,zro2_20_supplement:m004,6.019,8.105,56.489,62.05,62.646,1528320,1.0,48.384,50.47,56.627,53.94499999999999,3.446000000000005,0.10900000000000176,0.22057095372696817
zro2_20_supplement,4,8,slot_2,zro2_20_supplement:m004,2.787,4.637,56.056,61.478,61.983,1528320,1.0,51.419,53.269,59.196,56.841,3.517000000000003,0.08400000000000318,0.22258492985762143
zro2_20_supplement,5,9,slot_1,zro2_20_supplement:m005,4.54,6.988,48.125,53.71,54.371,1528320,1.0,41.137,43.585,49.831,46.722,3.432000000000002,0.10999999999999943,0.22079407453936348
zro2_20_supplement,5,10,slot_2,zro2_20_supplement:m005,1.941,4.29,46.65,52.251,52.887,1528320,1.0,42.36,44.708999999999996,50.946,47.961,3.527000000000001,0.08200000000000074,0.21629109087102177
zro2_20_supplement,6,11,slot_1,zro2_20_supplement:m006,10.173,16.099,28.554,34.469,35.055,1528320,1.0,12.454999999999998,18.381,24.881999999999998,18.37,3.968,0.11399999999999899,0.01379161432160804
zro2_20_supplement,6,12,slot_2,zro2_20_supplement:m006,4.647,12.118,27.988,33.917,34.544,1528320,1.0,15.87,23.341,29.897,21.799,3.8150000000000013,0.08599999999999852,0.04179752931323283
zro2_20_supplement,7,13,slot_1,zro2_20_supplement:m007,5.514,6.973,38.086,43.751,44.386,1528320,1.0,31.113,32.571999999999996,38.872,36.778,2.793999999999997,0.10799999999999699,0.20680682056113903
zro2_20_supplement,7,14,slot_2,zro2_20_supplement:m007,2.648,3.929,37.304,42.936,43.427,1528320,1.0,33.375,34.656,40.778999999999996,39.007,3.4039999999999964,0.0799999999999983,0.20138976130653266
zro2_20_supplement,8,15,slot_1,zro2_20_supplement:m008,3.155,4.666,43.76,49.86,50.369,1528320,1.0,39.093999999999994,40.605,47.214,45.194,4.097000000000001,0.10900000000000176,0.20571608040201006
zro2_20_supplement,8,16,slot_2,zro2_20_supplement:m008,3.009,4.198,43.547,49.66,50.364,1528320,1.0,39.349,40.538,47.355,45.461999999999996,4.209000000000003,0.08500000000000085,0.20648031825795646
zro2_20_supplement,9,17,slot_1,zro2_20_supplement:m009,6.95,14.083,37.3,42.789,43.374,1528320,1.0,23.217,30.349999999999998,36.424,28.706000000000003,3.7140000000000057,0.1120000000000001,0.14179098618090452
zro2_20_supplement,9,18,slot_2,zro2_20_supplement:m009,4.504,10.333,36.323,41.859,42.488,1528320,1.0,25.990000000000002,31.819000000000003,37.984,31.526000000000003,3.549999999999997,0.08599999999999852,0.2103132851758794
zro2_20_supplement,10,19,slot_1,zro2_20_supplement:m010,9.187,11.263,38.926,44.869,53.290430000000164,1528320,1.0,27.663000000000004,29.739000000000004,44.103430000000166,33.606,3.8160000000000025,0.11700000000000443,0.2050591499162479
zro2_20_supplement,10,20,slot_2,zro2_20_supplement:m010,4.559,5.897,37.911,43.498,44.116,1528320,1.0,32.014,33.352000000000004,39.557,37.601,3.6340000000000003,0.08600000000000563,0.21298222885259632
