session_id,measurement_id,n_rectangles,slot_1_sample_id,slot_2_sample_id,cag_data_name,cag_path,csv_path,csv_source_type,csv_export_tool,csv_export_timestamp,csv_sha256,csv_bytes,source_rule,evidence_grade,expected_width,expected_height,expected_dx_um,expected_dy_um,provenance_status
zro2_120_formal,53,1,53,,53,氧化锆/pass实验数据/120正式.cag,氧化锆/pass实验数据/csv文件/120正式/53_高度.csv,cag_decoder_derived,export_height_csv.py,2026-08-30T09:31:44+00:00,f0cb3eded9f392e3b4ddb9cb686ead2090638b823dee64717f5f63e844366706,28132612,decoder_batch_export,strong_circumstantial,2048,1536,0.344174,0.344174,registered
zro2_120_formal,54,1,54,,54,氧化锆/pass实验数据/120正式.cag,氧化锆/pass实验数据/csv文件/120正式/54_高度.csv,cag_decoder_derived,export_height_csv.py,2026-08-30T09:31:45+00:00,bcd0be9bbfc99e8428e5a7bda194f3ba9eee372ff41c7bb3a3fba8b7499bb2d1,28060392,decoder_batch_export,strong_circumstantial,2048,1536,0.344174,0.344174,registered
zro2_120_formal,55,1,55,,55,氧化锆/pass实验数据/120正式.cag,氧化锆/pass实验数据/csv文件/120正式/55_高度.csv,cag_decoder_derived,export_height_csv.py,2026-08-30T09:31:46+00:00,35c338eee0edd7c0ab58d539a2b31c417a8a75f0493d523e96fdca2754de12c4,28068236,decoder_batch_export,strong_circumstantial,2048,1536,0.344174,0.344174,registered
zro2_120_formal,56,1,56,,56,氧化锆/pass实验数据/120正式.cag,氧化锆/pass实验数据/csv文件/120正式/56_高度.csv,cag_decoder_derived,export_height_csv.py,2026-08-30T09:31:47+00:00,1a386b2c2ec0f45a5b395bd7fcc01bf29bbd9ce5fd6e42aa5567736417060845,28048079,decoder_batch_export,strong_circumstantial,2048,1536,0.344174,0.344174,registered
zro2_120_formal,57,1,57,,57,氧化锆/pass实验数据/120正式.cag,氧化锆/pass实验数据/csv文件/120正式/57_高度.csv,cag_decoder_derived,export_height_csv.py,2026-08-30T09:31:48+00:00,38d93ba92816fd1402383ce188995f8b2d9eb34e883cd90540dd5fbaa321afd9,28059451,decoder_batch_export,strong_circumstantial,2048,1536,0.344174,0.344174,registered
zro2_120_formal,58,1,58,,58,氧化锆/pass实验数据/120正式.cag,氧化锆/pass实验数据/csv文件/fixture/120正式/58_高度.csv,keyence_official_export,KEYENCE VK-X3000 software,2026-08-31T01:25:56+00:00,fc4f9fde52af75a031f32a7f8a048677b734415020c3878c99fb62f7fa706e27,28076904,user_provided_keyence_fixture,user_attested_independent,2048,1536,0.344174,0.344174,registered
zro2_120_formal,59,1,59,,59,氧化锆/pass实验数据/120正式.cag,氧化锆/pass实验数据/csv文件/120正式/59_高度.csv,cag_decoder_derived,export_height_csv.py,2026-08-30T09:31:50+00:00,583115f8d1009c650b13402e71b3b7a9c5fbc59ca2ffe80bd521285de439a1aa,28094004,decoder_batch_export,strong_circumstantial,2048,1536,0.344174,0.344174,registered
zro2_120_formal,60,1,60,,60,氧化锆/pass实验数据/120正式.cag,氧化锆/pass实验数据/csv文件/120正式/60_高度.csv,cag_decoder_derived,export_height_csv.py,2026-08-30T09:31:51+00:00,788c6aa5bd1560bbb71b0d875053ffc1c41a480f49f42834a8664d603660117c,28312564,decoder_batch_export,strong_circumstantial,2048,1536,0.344174,0.344174,registered
zro2_120_formal,61,1,61,,61,氧化锆/pass实验数据/120正式.cag,氧化锆/pass实验数据/csv文件/120正式/61_高度.csv,cag_decoder_derived,export_height_csv.py,2026-08-30T09:31:52+00:00,8998b9b432e63cc62b3cd70e96b1390c58ede23cdaeaa67eee35ee6d42dd2a0e,28132678,decoder_batch_export,strong_circumstantial,2048,1536,0.344174,0.344174,registered
zro2_120_formal,62,1,62,,62,氧化锆/pass实验数据/120正式.cag,氧化锆/pass实验数据/csv文件/120正式/62_高度.csv,cag_decoder_derived,export_height_csv.py,2026-08-30T09:31:53+00:00,45a8f2b5280f82c71c0144593f1db9fc7fcd251f77762c22396c105f2f613870,28130471,decoder_batch_export,strong_circumstantial,2048,1536,0.344174,0.344174,registered
