dataset_index,band,orientation_bin,orientation_center_deg,power_fraction
31,16_32,21,107.5,0.009193911259414095
31,16_32,22,112.5,0.0
31,16_32,23,117.5,0.013636567141090607
31,16_32,24,122.49999999999999,0.024676738010152237
31,16_32,25,127.5,0.0035840370920853116
31,16_32,26,132.5,0.0
31,16_32,27,137.5,0.12149558981831948
31,16_32,28,142.5,0.00368663630613045
31,16_32,29,147.5,0.049186000608154506
31,16_32,30,152.5,0.03537458354056921
31,16_32,31,157.5,0.0
31,16_32,32,162.5,0.07988936682218359
31,16_32,33,167.5,0.09963767076696063
31,16_32,34,172.5,0.0
31,16_32,35,177.5,0.0
31,32_64,0,2.5,0.027276490893816535
31,32_64,1,7.499999999999999,0.0
31,32_64,2,12.499999999999998,0.0
31,32_64,3,17.5,0.0
31,32_64,4,22.5,0.0
31,32_64,5,27.5,0.10788060780794159
31,32_64,6,32.5,0.0
31,32_64,7,37.49999999999999,0.0
31,32_64,8,42.5,0.0
31,32_64,9,47.5,0.28557980186520987
31,32_64,10,52.5,0.0
31,32_64,11,57.49999999999999,0.0
31,32_64,12,62.50000000000001,0.03577962310924039
31,32_64,13,67.5,0.0
31,32_64,14,72.5,0.0
31,32_64,15,77.5,0.0
31,32_64,16,82.49999999999999,0.0
31,32_64,17,87.50000000000001,0.0
31,32_64,18,92.5,0.03600565924056691
31,32_64,19,97.5,0.0
31,32_64,20,102.5,0.0
31,32_64,21,107.5,0.0
31,32_64,22,112.5,0.0
31,32_64,23,117.5,0.153292359484114
31,32_64,24,122.49999999999999,0.0
31,32_64,25,127.5,0.0
31,32_64,26,132.5,0.0
31,32_64,27,137.5,0.2585213335731616
31,32_64,28,142.5,0.0
31,32_64,29,147.5,0.0
31,32_64,30,152.5,0.09566412402594919
31,32_64,31,157.5,0.0
31,32_64,32,162.5,0.0
31,32_64,33,167.5,0.0
31,32_64,34,172.5,0.0
31,32_64,35,177.5,0.0
31,64_inf,0,2.5,0.3411186368718912
31,64_inf,1,7.499999999999999,0.0
31,64_inf,2,12.499999999999998,0.0
31,64_inf,3,17.5,0.0
31,64_inf,4,22.5,0.0
31,64_inf,5,27.5,0.0
31,64_inf,6,32.5,0.0
31,64_inf,7,37.49999999999999,0.0
31,64_inf,8,42.5,0.0
31,64_inf,9,47.5,0.0
31,64_inf,10,52.5,0.0
31,64_inf,11,57.49999999999999,0.0
31,64_inf,12,62.50000000000001,0.0
31,64_inf,13,67.5,0.0
31,64_inf,14,72.5,0.0
31,64_inf,15,77.5,0.0
31,64_inf,16,82.49999999999999,0.0
31,64_inf,17,87.50000000000001,0.0
31,64_inf,18,92.5,0.6588813631281087
31,64_inf,19,97.5,0.0
31,64_inf,20,102.5,0.0
31,64_inf,21,107.5,0.0
31,64_inf,22,112.5,0.0
31,64_inf,23,117.5,0.0
31,64_inf,24,122.49999999999999,0.0
31,64_inf,25,127.5,0.0
31,64_inf,26,132.5,0.0
31,64_inf,27,137.5,0.0
31,64_inf,28,142.5,0.0
31,64_inf,29,147.5,0.0
31,64_inf,30,152.5,0.0
31,64_inf,31,157.5,0.0
31,64_inf,32,162.5,0.0
31,64_inf,33,167.5,0.0
31,64_inf,34,172.5,0.0
31,64_inf,35,177.5,0.0
32,8_16,0,2.5,0.05301036290345247
32,8_16,1,7.499999999999999,0.027177830954162745
32,8_16,2,12.499999999999998,0.02134417628007402
32,8_16,3,17.5,0.008039780321559364
32,8_16,4,22.5,0.01810078275409145
32,8_16,5,27.5,0.011805773099939177
32,8_16,6,32.5,0.0254902166032129
32,8_16,7,37.49999999999999,0.015101661012383196
32,8_16,8,42.5,0.003107663895643233
32,8_16,9,47.5,0.03758720135941796
32,8_16,10,52.5,0.042208166992010576
32,8_16,11,57.49999999999999,0.027015334186985412
32,8_16,12,62.50000000000001,0.01895640328825802
32,8_16,13,67.5,0.014417855798951305
32,8_16,14,72.5,0.01639662078749575
32,8_16,15,77.5,0.007607523449222202
32,8_16,16,82.49999999999999,0.03787531913544801
32,8_16,17,87.50000000000001,0.0
32,8_16,18,92.5,0.08739822282713927
32,8_16,19,97.5,0.06293274596910808
32,8_16,20,102.5,0.030793369557364145
32,8_16,21,107.5,0.022669909174105773
32,8_16,22,112.5,0.03371408138466579
32,8_16,23,117.5,0.03251761745735759
32,8_16,24,122.49999999999999,0.06509612705705631
32,8_16,25,127.5,0.06863575080941547
32,8_16,26,132.5,0.0001651617697403901
32,8_16,27,137.5,0.05301915711694087
32,8_16,28,142.5,0.01564296268091965
32,8_16,29,147.5,0.008674081178022562
32,8_16,30,152.5,0.012289934543101852
32,8_16,31,157.5,0.007213614340660771
32,8_16,32,162.5,0.017117082642512077
32,8_16,33,167.5,0.024903285465646876
32,8_16,34,172.5,0.07197422320393472
32,8_16,35,177.5,0.0
32,16_32,0,2.5,0.05731161704887172
32,16_32,1,7.499999999999999,0.0
32,16_32,2,12.499999999999998,0.03540332666769002
32,16_32,3,17.5,0.031479038241421946
32,16_32,4,22.5,0.0
32,16_32,5,27.5,0.02112698259435308
32,16_32,6,32.5,0.0229771073729165
32,16_32,7,37.49999999999999,0.002955636045434628
32,16_32,8,42.5,0.0
32,16_32,9,47.5,0.08361691672254849
32,16_32,10,52.5,0.06533678876160007
32,16_32,11,57.49999999999999,0.07358225330016438
32,16_32,12,62.50000000000001,0.04243308536585349
32,16_32,13,67.5,0.0
32,16_32,14,72.5,0.03459980659537051
32,16_32,15,77.5,0.011330737566959586
32,16_32,16,82.49999999999999,0.0
32,16_32,17,87.50000000000001,0.0
32,16_32,18,92.5,0.09465510559605847
32,16_32,19,97.5,0.0
32,16_32,20,102.5,0.004343485255148085
32,16_32,21,107.5,0.01782089118405799
32,16_32,22,112.5,0.0
32,16_32,23,117.5,0.012762593288241642
32,16_32,24,122.49999999999999,0.027435627646536526
32,16_32,25,127.5,0.05054297849944146
32,16_32,26,132.5,0.0
32,16_32,27,137.5,0.10664932161902531
32,16_32,28,142.5,0.015670920218043102
32,16_32,29,147.5,0.10190158729683317
32,16_32,30,152.5,0.01886359406509287
32,16_32,31,157.5,0.0
32,16_32,32,162.5,0.047640366416922576
32,16_32,33,167.5,0.019560232631414372
32,16_32,34,172.5,0.0
32,16_32,35,177.5,0.0
32,32_64,0,2.5,0.019854467445426755
32,32_64,1,7.499999999999999,0.0
32,32_64,2,12.499999999999998,0.0
32,32_64,3,17.5,0.0
32,32_64,4,22.5,0.0
32,32_64,5,27.5,0.02261103527912695
32,32_64,6,32.5,0.0
32,32_64,7,37.49999999999999,0.0
32,32_64,8,42.5,0.0
32,32_64,9,47.5,0.3929003331664206
32,32_64,10,52.5,0.0
32,32_64,11,57.49999999999999,0.0
32,32_64,12,62.50000000000001,0.104904829176395
32,32_64,13,67.5,0.0
32,32_64,14,72.5,0.0
32,32_64,15,77.5,0.0
32,32_64,16,82.49999999999999,0.0
32,32_64,17,87.50000000000001,0.0
32,32_64,18,92.5,0.22439935968870214
32,32_64,19,97.5,0.0
32,32_64,20,102.5,0.0
32,32_64,21,107.5,0.0
32,32_64,22,112.5,0.0
32,32_64,23,117.5,0.04896997384314385
32,32_64,24,122.49999999999999,0.0
32,32_64,25,127.5,0.0
32,32_64,26,132.5,0.0
32,32_64,27,137.5,0.09961491415615364
32,32_64,28,142.5,0.0
32,32_64,29,147.5,0.0
32,32_64,30,152.5,0.08674508724463117
32,32_64,31,157.5,0.0
32,32_64,32,162.5,0.0
32,32_64,33,167.5,0.0
32,32_64,34,172.5,0.0
32,32_64,35,177.5,0.0
32,64_inf,0,2.5,0.08224796329745757
32,64_inf,1,7.499999999999999,0.0
32,64_inf,2,12.499999999999998,0.0
32,64_inf,3,17.5,0.0
32,64_inf,4,22.5,0.0
32,64_inf,5,27.5,0.0
32,64_inf,6,32.5,0.0
32,64_inf,7,37.49999999999999,0.0
32,64_inf,8,42.5,0.0
32,64_inf,9,47.5,0.0
32,64_inf,10,52.5,0.0
32,64_inf,11,57.49999999999999,0.0
32,64_inf,12,62.50000000000001,0.0
32,64_inf,13,67.5,0.0
32,64_inf,14,72.5,0.0
32,64_inf,15,77.5,0.0
32,64_inf,16,82.49999999999999,0.0
32,64_inf,17,87.50000000000001,0.0
32,64_inf,18,92.5,0.9177520367025424
32,64_inf,19,97.5,0.0
32,64_inf,20,102.5,0.0
32,64_inf,21,107.5,0.0
32,64_inf,22,112.5,0.0
32,64_inf,23,117.5,0.0
32,64_inf,24,122.49999999999999,0.0
32,64_inf,25,127.5,0.0
32,64_inf,26,132.5,0.0
32,64_inf,27,137.5,0.0
32,64_inf,28,142.5,0.0
32,64_inf,29,147.5,0.0
32,64_inf,30,152.5,0.0
32,64_inf,31,157.5,0.0
32,64_inf,32,162.5,0.0
32,64_inf,33,167.5,0.0
32,64_inf,34,172.5,0.0
32,64_inf,35,177.5,0.0
33,8_16,0,2.5,0.41762766192302475
33,8_16,1,7.499999999999999,0.08454078418873599
33,8_16,2,12.499999999999998,0.01393645048873593
33,8_16,3,17.5,0.006066974809299329
33,8_16,4,22.5,0.014401059325935665
33,8_16,5,27.5,0.005332183110991011
33,8_16,6,32.5,0.00971002654253355
33,8_16,7,37.49999999999999,0.007489373045797981
33,8_16,8,42.5,0.00014038772543198375
33,8_16,9,47.5,0.006962543813156601
33,8_16,10,52.5,0.007804951042126984
33,8_16,11,57.49999999999999,0.012588457711086338
33,8_16,12,62.50000000000001,0.016723349354969625
33,8_16,13,67.5,0.048894659490966
33,8_16,14,72.5,0.010025115005387006
33,8_16,15,77.5,0.02220703145939567
33,8_16,16,82.49999999999999,0.005701797328975236
33,8_16,17,87.50000000000001,0.0
33,8_16,18,92.5,0.01929185889334538
33,8_16,19,97.5,0.02844498440347164
33,8_16,20,102.5,0.023586758116531208
33,8_16,21,107.5,0.015585462822839577
33,8_16,22,112.5,0.014593822927162228
33,8_16,23,117.5,0.012035103124444241
33,8_16,24,122.49999999999999,0.008512907351238743
33,8_16,25,127.5,0.0066160369610633925
33,8_16,26,132.5,0.0021297623707503504
33,8_16,27,137.5,0.01069123256003576
33,8_16,28,142.5,0.010180272146824798
33,8_16,29,147.5,0.004400362554809597
33,8_16,30,152.5,0.006395533197306758
33,8_16,31,157.5,0.011436376617670543
33,8_16,32,162.5,0.008058130146075971
33,8_16,33,167.5,0.015013341929915987
33,8_16,34,172.5,0.11287524750996418
33,8_16,35,177.5,0.0
33,16_32,0,2.5,0.10879486490291701
33,16_32,1,7.499999999999999,0.0
33,16_32,2,12.499999999999998,0.022411692126861216
33,16_32,3,17.5,0.06330151675151875
33,16_32,4,22.5,0.0
33,16_32,5,27.5,0.03668083979422251
33,16_32,6,32.5,0.03827744093389552
33,16_32,7,37.49999999999999,0.019435427667434526
33,16_32,8,42.5,0.0
33,16_32,9,47.5,0.007224826225740048
33,16_32,10,52.5,0.008134129992101698
33,16_32,11,57.49999999999999,0.016512409438726075
33,16_32,12,62.50000000000001,0.11559446439457124
33,16_32,13,67.5,0.0
33,16_32,14,72.5,0.06982950958603376
33,16_32,15,77.5,0.11771679179721907
33,16_32,16,82.49999999999999,0.0
33,16_32,17,87.50000000000001,0.0
33,16_32,18,92.5,0.07768764277992998
33,16_32,19,97.5,0.0
33,16_32,20,102.5,0.01669091750216876
33,16_32,21,107.5,0.015140394046839997
33,16_32,22,112.5,0.0
33,16_32,23,117.5,0.006806329519028565
33,16_32,24,122.49999999999999,0.017470966290646216
33,16_32,25,127.5,0.009003524674595212
33,16_32,26,132.5,0.0
33,16_32,27,137.5,0.09161806039701718
33,16_32,28,142.5,0.0017588571307077725
33,16_32,29,147.5,0.04265555533196892
33,16_32,30,152.5,0.03613237348008459
33,16_32,31,157.5,0.0
33,16_32,32,162.5,0.058104511250117875
33,16_32,33,167.5,0.0030169539856534674
33,16_32,34,172.5,0.0
33,16_32,35,177.5,0.0
33,32_64,0,2.5,0.0012062390889193769
33,32_64,1,7.499999999999999,0.0
33,32_64,2,12.499999999999998,0.0
33,32_64,3,17.5,0.0
33,32_64,4,22.5,0.0
33,32_64,5,27.5,0.002235959919201516
33,32_64,6,32.5,0.0
33,32_64,7,37.49999999999999,0.0
33,32_64,8,42.5,0.0
33,32_64,9,47.5,0.5165495979622962
33,32_64,10,52.5,0.0
33,32_64,11,57.49999999999999,0.0
33,32_64,12,62.50000000000001,0.09357264888305797
33,32_64,13,67.5,0.0
33,32_64,14,72.5,0.0
33,32_64,15,77.5,0.0
33,32_64,16,82.49999999999999,0.0
33,32_64,17,87.50000000000001,0.0
33,32_64,18,92.5,0.17753996261866942
33,32_64,19,97.5,0.0
33,32_64,20,102.5,0.0
33,32_64,21,107.5,0.0
33,32_64,22,112.5,0.0
33,32_64,23,117.5,0.021202263706706893
33,32_64,24,122.49999999999999,0.0
33,32_64,25,127.5,0.0
33,32_64,26,132.5,0.0
33,32_64,27,137.5,0.1784801074768318
33,32_64,28,142.5,0.0
33,32_64,29,147.5,0.0
33,32_64,30,152.5,0.009213220344316885
33,32_64,31,157.5,0.0
33,32_64,32,162.5,0.0
33,32_64,33,167.5,0.0
33,32_64,34,172.5,0.0
33,32_64,35,177.5,0.0
33,64_inf,0,2.5,0.19507122310924602
33,64_inf,1,7.499999999999999,0.0
33,64_inf,2,12.499999999999998,0.0
33,64_inf,3,17.5,0.0
33,64_inf,4,22.5,0.0
33,64_inf,5,27.5,0.0
33,64_inf,6,32.5,0.0
33,64_inf,7,37.49999999999999,0.0
33,64_inf,8,42.5,0.0
33,64_inf,9,47.5,0.0
33,64_inf,10,52.5,0.0
33,64_inf,11,57.49999999999999,0.0
33,64_inf,12,62.50000000000001,0.0
33,64_inf,13,67.5,0.0
33,64_inf,14,72.5,0.0
33,64_inf,15,77.5,0.0
33,64_inf,16,82.49999999999999,0.0
33,64_inf,17,87.50000000000001,0.0
33,64_inf,18,92.5,0.804928776890754
33,64_inf,19,97.5,0.0
33,64_inf,20,102.5,0.0
33,64_inf,21,107.5,0.0
33,64_inf,22,112.5,0.0
33,64_inf,23,117.5,0.0
33,64_inf,24,122.49999999999999,0.0
33,64_inf,25,127.5,0.0
33,64_inf,26,132.5,0.0
33,64_inf,27,137.5,0.0
33,64_inf,28,142.5,0.0
33,64_inf,29,147.5,0.0
33,64_inf,30,152.5,0.0
33,64_inf,31,157.5,0.0
33,64_inf,32,162.5,0.0
33,64_inf,33,167.5,0.0
33,64_inf,34,172.5,0.0
33,64_inf,35,177.5,0.0
34,8_16,0,2.5,0.06180169539731023
34,8_16,1,7.499999999999999,0.038701851837650555
34,8_16,2,12.499999999999998,0.07139663306712224
34,8_16,3,17.5,0.0404922846757287
34,8_16,4,22.5,0.09794829465625912
34,8_16,5,27.5,0.003045873348830748
34,8_16,6,32.5,0.040517457078166556
34,8_16,7,37.49999999999999,0.025493998357416017
34,8_16,8,42.5,0.0034739370751744885
34,8_16,9,47.5,0.05146257361535448
34,8_16,10,52.5,0.020189313271607418
34,8_16,11,57.49999999999999,0.04734632812462562
34,8_16,12,62.50000000000001,0.022795678481688852
34,8_16,13,67.5,0.017818299938702147
34,8_16,14,72.5,0.005964454354568211
34,8_16,15,77.5,0.0067995341969785735
34,8_16,16,82.49999999999999,0.006404610255692049
34,8_16,17,87.50000000000001,0.0
34,8_16,18,92.5,0.005846620057591802
34,8_16,19,97.5,0.020476865494543927
34,8_16,20,102.5,0.0274638409337045
34,8_16,21,107.5,0.032807425505678396
34,8_16,22,112.5,0.0539179657960313
34,8_16,23,117.5,0.020914909106919278
34,8_16,24,122.49999999999999,0.017140464465946494
34,8_16,25,127.5,0.02888432235742066
34,8_16,26,132.5,0.005513458450395207
34,8_16,27,137.5,0.04211411545348114
34,8_16,28,142.5,0.015520609068586176
34,8_16,29,147.5,0.01494036664393243
34,8_16,30,152.5,0.0365411055750256
34,8_16,31,157.5,0.029592658266308573
34,8_16,32,162.5,0.018758730157214527
34,8_16,33,167.5,0.04810821792327027
34,8_16,34,172.5,0.0198055070110737
34,8_16,35,177.5,0.0
34,16_32,0,2.5,0.1063757497965619
34,16_32,1,7.499999999999999,0.0
34,16_32,2,12.499999999999998,0.03418749228666816
34,16_32,3,17.5,0.020665179412300307
34,16_32,4,22.5,0.0
34,16_32,5,27.5,0.08984866418092877
34,16_32,6,32.5,0.052053900952836754
34,16_32,7,37.49999999999999,0.04411093856074265
34,16_32,8,42.5,0.0
34,16_32,9,47.5,0.027646417859057533
34,16_32,10,52.5,0.02298847425172225
34,16_32,11,57.49999999999999,0.016668494670332327
34,16_32,12,62.50000000000001,0.008334116428697769
34,16_32,13,67.5,0.0
34,16_32,14,72.5,0.008983530557874706
34,16_32,15,77.5,0.004246379538604275
34,16_32,16,82.49999999999999,0.0
34,16_32,17,87.50000000000001,0.0
34,16_32,18,92.5,0.019704696361404296
34,16_32,19,97.5,0.0
34,16_32,20,102.5,0.02361652995469939
34,16_32,21,107.5,0.07313042636113591
34,16_32,22,112.5,0.0
34,16_32,23,117.5,0.021912173155356637
34,16_32,24,122.49999999999999,0.1480686247186162
34,16_32,25,127.5,0.009457506007024687
34,16_32,26,132.5,0.0
34,16_32,27,137.5,0.21326844787333246
34,16_32,28,142.5,0.00164760438330123
34,16_32,29,147.5,0.04483805629609916
34,16_32,30,152.5,0.0025259704535519813
34,16_32,31,157.5,0.0
34,16_32,32,162.5,0.004067406536581306
34,16_32,33,167.5,0.0016532194025693264
34,16_32,34,172.5,0.0
34,16_32,35,177.5,0.0
34,32_64,0,2.5,0.07393630385533477
34,32_64,1,7.499999999999999,0.0
34,32_64,2,12.499999999999998,0.0
34,32_64,3,17.5,0.0
34,32_64,4,22.5,0.0
34,32_64,5,27.5,0.004703512157356922
34,32_64,6,32.5,0.0
34,32_64,7,37.49999999999999,0.0
34,32_64,8,42.5,0.0
34,32_64,9,47.5,0.04888648910896707
34,32_64,10,52.5,0.0
34,32_64,11,57.49999999999999,0.0
34,32_64,12,62.50000000000001,0.04232105948132835
34,32_64,13,67.5,0.0
34,32_64,14,72.5,0.0
34,32_64,15,77.5,0.0
34,32_64,16,82.49999999999999,0.0
34,32_64,17,87.50000000000001,0.0
34,32_64,18,92.5,0.11599654929168807
34,32_64,19,97.5,0.0
34,32_64,20,102.5,0.0
34,32_64,21,107.5,0.0
34,32_64,22,112.5,0.0
34,32_64,23,117.5,0.1855684301000419
34,32_64,24,122.49999999999999,0.0
34,32_64,25,127.5,0.0
34,32_64,26,132.5,0.0
34,32_64,27,137.5,0.38606247851701025
34,32_64,28,142.5,0.0
34,32_64,29,147.5,0.0
34,32_64,30,152.5,0.14252517748827265
34,32_64,31,157.5,0.0
34,32_64,32,162.5,0.0
34,32_64,33,167.5,0.0
34,32_64,34,172.5,0.0
34,32_64,35,177.5,0.0
34,64_inf,0,2.5,0.34060077587293425
34,64_inf,1,7.499999999999999,0.0
34,64_inf,2,12.499999999999998,0.0
34,64_inf,3,17.5,0.0
34,64_inf,4,22.5,0.0
34,64_inf,5,27.5,0.0
34,64_inf,6,32.5,0.0
34,64_inf,7,37.49999999999999,0.0
34,64_inf,8,42.5,0.0
34,64_inf,9,47.5,0.0
34,64_inf,10,52.5,0.0
34,64_inf,11,57.49999999999999,0.0
34,64_inf,12,62.50000000000001,0.0
34,64_inf,13,67.5,0.0
34,64_inf,14,72.5,0.0
34,64_inf,15,77.5,0.0
34,64_inf,16,82.49999999999999,0.0
34,64_inf,17,87.50000000000001,0.0
34,64_inf,18,92.5,0.6593992241270658
34,64_inf,19,97.5,0.0
34,64_inf,20,102.5,0.0
34,64_inf,21,107.5,0.0
34,64_inf,22,112.5,0.0
34,64_inf,23,117.5,0.0
34,64_inf,24,122.49999999999999,0.0
34,64_inf,25,127.5,0.0
34,64_inf,26,132.5,0.0
34,64_inf,27,137.5,0.0
34,64_inf,28,142.5,0.0
34,64_inf,29,147.5,0.0
34,64_inf,30,152.5,0.0
34,64_inf,31,157.5,0.0
34,64_inf,32,162.5,0.0
34,64_inf,33,167.5,0.0
34,64_inf,34,172.5,0.0
34,64_inf,35,177.5,0.0
35,8_16,0,2.5,0.3069817757546676
35,8_16,1,7.499999999999999,0.09337854650211705
35,8_16,2,12.499999999999998,0.2279670558832754
35,8_16,3,17.5,0.0044123995987084405
35,8_16,4,22.5,0.00626876355401518
35,8_16,5,27.5,0.00479588164171875
35,8_16,6,32.5,0.004517472076427738
35,8_16,7,37.49999999999999,0.004159164679821195
35,8_16,8,42.5,0.0012354470471393937
35,8_16,9,47.5,0.007047872922984328
35,8_16,10,52.5,0.003229506135914316
35,8_16,11,57.49999999999999,0.0018670369225247123
35,8_16,12,62.50000000000001,0.005184456515018366
35,8_16,13,67.5,0.0016776810120094031
35,8_16,14,72.5,0.00375496551934951
35,8_16,15,77.5,0.0015173318086164876
35,8_16,16,82.49999999999999,0.003514707560462235
35,8_16,17,87.50000000000001,0.0
35,8_16,18,92.5,0.009668898327346107
35,8_16,19,97.5,0.010426535528410434
35,8_16,20,102.5,0.004876509816468542
35,8_16,21,107.5,0.0050872426668583295
35,8_16,22,112.5,0.004906864994808661
35,8_16,23,117.5,0.0016127807921286336
35,8_16,24,122.49999999999999,0.002485708720637929
35,8_16,25,127.5,0.007816921372335988
35,8_16,26,132.5,0.0008705335442519158
35,8_16,27,137.5,0.012019543243328316
35,8_16,28,142.5,0.013112463124335939
35,8_16,29,147.5,0.007880176811187281
35,8_16,30,152.5,0.01086928102482693
35,8_16,31,157.5,0.004777875242589724
35,8_16,32,162.5,0.005887298363696995
35,8_16,33,167.5,0.16290049871023435
35,8_16,34,172.5,0.053290802581783835
35,8_16,35,177.5,0.0
35,16_32,0,2.5,0.7410662023341344
35,16_32,1,7.499999999999999,0.0
35,16_32,2,12.499999999999998,0.09929540190608124
35,16_32,3,17.5,0.024878127876701253
35,16_32,4,22.5,0.0
35,16_32,5,27.5,0.0065232482102207424
35,16_32,6,32.5,0.007699906619526896
35,16_32,7,37.49999999999999,0.002502914302276384
35,16_32,8,42.5,0.0
35,16_32,9,47.5,0.008446978989622789
35,16_32,10,52.5,0.003449355178448055
35,16_32,11,57.49999999999999,0.00047811569738486815
35,16_32,12,62.50000000000001,0.003218812524793767
35,16_32,13,67.5,0.0
35,16_32,14,72.5,0.0011608669823095217
35,16_32,15,77.5,0.0015674821177628618
35,16_32,16,82.49999999999999,0.0
35,16_32,17,87.50000000000001,0.0
35,16_32,18,92.5,0.0013568119251920867
35,16_32,19,97.5,0.0
35,16_32,20,102.5,0.00014010176302514543
35,16_32,21,107.5,0.0015678072834677042
35,16_32,22,112.5,0.0
35,16_32,23,117.5,0.0033159542460225694
35,16_32,24,122.49999999999999,0.0009101822479535141
35,16_32,25,127.5,0.004161761612426772
35,16_32,26,132.5,0.0
35,16_32,27,137.5,0.012805531394084255
35,16_32,28,142.5,0.0036571765107488176
35,16_32,29,147.5,0.01677611992127799
35,16_32,30,152.5,0.01039410974334383
35,16_32,31,157.5,0.0
35,16_32,32,162.5,0.01219307284577461
35,16_32,33,167.5,0.032433957767419835
35,16_32,34,172.5,0.0
35,16_32,35,177.5,0.0
35,32_64,0,2.5,0.2625999908055516
35,32_64,1,7.499999999999999,0.0
35,32_64,2,12.499999999999998,0.0
35,32_64,3,17.5,0.0
35,32_64,4,22.5,0.0
35,32_64,5,27.5,0.12493619827491238
35,32_64,6,32.5,0.0
35,32_64,7,37.49999999999999,0.0
35,32_64,8,42.5,0.0
35,32_64,9,47.5,0.05412662680299129
35,32_64,10,52.5,0.0
35,32_64,11,57.49999999999999,0.0
35,32_64,12,62.50000000000001,0.1318180269619239
35,32_64,13,67.5,0.0
35,32_64,14,72.5,0.0
35,32_64,15,77.5,0.0
35,32_64,16,82.49999999999999,0.0
35,32_64,17,87.50000000000001,0.0
35,32_64,18,92.5,0.18956061532141222
35,32_64,19,97.5,0.0
35,32_64,20,102.5,0.0
35,32_64,21,107.5,0.0
35,32_64,22,112.5,0.0
35,32_64,23,117.5,0.04549763144794899
35,32_64,24,122.49999999999999,0.0
35,32_64,25,127.5,0.0
35,32_64,26,132.5,0.0
35,32_64,27,137.5,0.16197183202235318
35,32_64,28,142.5,0.0
35,32_64,29,147.5,0.0
35,32_64,30,152.5,0.029489078362906467
35,32_64,31,157.5,0.0
35,32_64,32,162.5,0.0
35,32_64,33,167.5,0.0
35,32_64,34,172.5,0.0
35,32_64,35,177.5,0.0
35,64_inf,0,2.5,0.530984484086279
35,64_inf,1,7.499999999999999,0.0
35,64_inf,2,12.499999999999998,0.0
35,64_inf,3,17.5,0.0
35,64_inf,4,22.5,0.0
35,64_inf,5,27.5,0.0
35,64_inf,6,32.5,0.0
35,64_inf,7,37.49999999999999,0.0
35,64_inf,8,42.5,0.0
35,64_inf,9,47.5,0.0
35,64_inf,10,52.5,0.0
35,64_inf,11,57.49999999999999,0.0
35,64_inf,12,62.50000000000001,0.0
35,64_inf,13,67.5,0.0
35,64_inf,14,72.5,0.0
35,64_inf,15,77.5,0.0
35,64_inf,16,82.49999999999999,0.0
35,64_inf,17,87.50000000000001,0.0
35,64_inf,18,92.5,0.4690155159137211
35,64_inf,19,97.5,0.0
35,64_inf,20,102.5,0.0
35,64_inf,21,107.5,0.0
35,64_inf,22,112.5,0.0
35,64_inf,23,117.5,0.0
35,64_inf,24,122.49999999999999,0.0
35,64_inf,25,127.5,0.0
35,64_inf,26,132.5,0.0
35,64_inf,27,137.5,0.0
35,64_inf,28,142.5,0.0
35,64_inf,29,147.5,0.0
35,64_inf,30,152.5,0.0
35,64_inf,31,157.5,0.0
35,64_inf,32,162.5,0.0
35,64_inf,33,167.5,0.0
35,64_inf,34,172.5,0.0
35,64_inf,35,177.5,0.0
36,8_16,0,2.5,0.493035978889443
36,8_16,1,7.499999999999999,0.12571238029428197
36,8_16,2,12.499999999999998,0.03256466310321552
36,8_16,3,17.5,0.0015190332809539144
36,8_16,4,22.5,0.010886040448814357
36,8_16,5,27.5,0.006609404523704132
36,8_16,6,32.5,0.0031989108020560493
36,8_16,7,37.49999999999999,0.00470047230927779
36,8_16,8,42.5,0.000365028892396353
36,8_16,9,47.5,0.013003927979743968
36,8_16,10,52.5,0.01728853455853452
36,8_16,11,57.49999999999999,0.009680607003689272
36,8_16,12,62.50000000000001,0.0037278630304189565
36,8_16,13,67.5,0.001094884154358155
36,8_16,14,72.5,0.006181979020716624
36,8_16,15,77.5,0.0015117175971569264
36,8_16,16,82.49999999999999,0.004874329432143236
36,8_16,17,87.50000000000001,0.0
36,8_16,18,92.5,0.013418489303194918
36,8_16,19,97.5,0.0036989707360206184
36,8_16,20,102.5,0.005904497631385721
36,8_16,21,107.5,0.007888775242044224
36,8_16,22,112.5,0.009325086887387389
36,8_16,23,117.5,0.005834425645352109
36,8_16,24,122.49999999999999,0.008501223066330877
36,8_16,25,127.5,0.006511722814515989
36,8_16,26,132.5,0.00037042885500583107
36,8_16,27,137.5,0.006369599074489351
36,8_16,28,142.5,0.009200053635923524
36,8_16,29,147.5,0.0038254390324875174
36,8_16,30,152.5,0.0018889350906931585
36,8_16,31,157.5,0.014013864526552908
36,8_16,32,162.5,0.005947322682071963
36,8_16,33,167.5,0.0583866620205262
36,8_16,34,172.5,0.10295874843511292
36,8_16,35,177.5,0.0
36,16_32,0,2.5,0.5961693311952503
36,16_32,1,7.499999999999999,0.0
36,16_32,2,12.499999999999998,0.11385742937219522
36,16_32,3,17.5,0.03485881010630617
36,16_32,4,22.5,0.0
36,16_32,5,27.5,0.002942487880293206
36,16_32,6,32.5,0.00722449338716171
36,16_32,7,37.49999999999999,0.0015807692523251025
36,16_32,8,42.5,0.0
36,16_32,9,47.5,0.007552518862705221
36,16_32,10,52.5,0.0032151452122975398
36,16_32,11,57.49999999999999,0.0031097073290652024
36,16_32,12,62.50000000000001,0.0012367366429287296
36,16_32,13,67.5,0.0
36,16_32,14,72.5,0.015481838374414398
