dataset_index,band,A2,theta_k_deg,theta_stripe_deg,angular_entropy
28,64_inf,0.49617848615350535,-5.289552947693321e-15,90.0,0.157505685286673
29,8_16,0.6757951785952275,1.255448172189798,91.2554481721898,0.6262326218701938
29,16_32,0.18502786878217883,71.85042490509576,161.85042490509576,0.8010541631674892
29,32_64,0.09993679714334398,-60.99774419266144,29.002255807338557,0.5055332480170927
29,64_inf,0.11902009022493956,-89.99999999999999,1.4210854715202004e-14,0.19144519213531155
30,8_16,0.8450779829639314,1.4223144525580003,91.422314452558,0.42701720175174784
30,16_32,0.5092059909120882,-0.24437604600937493,89.75562395399062,0.5865722267292373
30,32_64,0.5656796867410349,30.456514986452014,120.45651498645202,0.4275632448846662
30,64_inf,0.3449573543634235,-6.839377864482586e-15,90.0,0.1764771926348856
31,8_16,0.6693348850193571,-0.627664348139668,89.37233565186033,0.6370850221099261
31,16_32,0.17070242885953016,6.173727482338375,96.17372748233838,0.7899355667086515
31,32_64,0.057178551900603836,-45.022806065005426,44.977193934994574,0.5014428277766436
31,64_inf,0.31776272625621754,-90.0,0.0,0.17909063340834966
32,8_16,0.16596644916315456,-68.02131092193038,21.97868907806962,0.9111624434698078
32,16_32,0.016918955271990742,-60.06790726394775,29.932092736052248,0.8127654769571924
32,32_64,0.36836288968605785,64.443786217894,154.443786217894,0.4721471608779087
32,64_inf,0.8355040734050849,-90.0,0.0,0.07931467445700238
33,8_16,0.4896822762180565,0.5466442345369097,90.54664423453691,0.67606108777259
33,16_32,0.11654623140412326,56.746869292003424,146.74686929200342,0.780909761797037
33,32_64,0.45738435672062694,60.70201857238191,150.70201857238192,0.3694694616978351
33,64_inf,0.6098575537815081,-90.0,0.0,0.13771192708233765
34,8_16,0.22050184048978405,7.003218654404306,97.00321865440431,0.9150234131798275
34,16_32,0.21900964298301848,-36.67994429084856,53.32005570915144,0.7246231596036397
34,32_64,0.5692640067357271,-49.571561424330106,40.428438575669894,0.47626874661540736
34,64_inf,0.3187984482541314,-90.0,0.0,0.1789953328206563
35,8_16,0.7921170240517623,0.31078235260846304,90.31078235260847,0.6019932637175301
35,16_32,0.8968670410471332,0.6836580964171532,90.68365809641715,0.3221197584802974
35,32_64,0.07020338781377919,16.176783451106964,106.17678345110696,0.5275674689802958
35,64_inf,0.061968968172557884,-3.006152818690823e-14,89.99999999999997,0.19289025260741985
36,8_16,0.7663044136600492,-0.1252435044127129,89.87475649558729,0.5643106638256186
36,16_32,0.7623542306298341,0.5241948636694456,90.52419486366945,0.4474832098583916
36,32_64,0.2571365420468315,-65.78939490981097,24.210605090189034,0.5093601969722222
36,64_inf,0.901075100197365,-3.700937727012496e-15,90.0,0.054954197590714474
37,8_16,0.3403376777563502,-32.885103709253436,57.114896290746564,0.8833305332666668
37,16_32,0.5787532916198199,-36.86663574085853,53.13336425914147,0.6920311054713827
37,32_64,0.17545707631785204,-38.68210851588532,51.31789148411468,0.5485258108909471
37,64_inf,0.1425573132525091,-1.405924456118144e-14,89.99999999999999,0.19058115733350506
38,8_16,0.0787764532597981,-48.14768024772441,41.85231975227559,0.9395803099613859
38,16_32,0.2592370460594325,85.82666502112936,175.82666502112937,0.6865491045998381
38,32_64,0.4846065834034722,83.8122388959571,173.81223889595708,0.4642418401920366
38,64_inf,0.40609805808199584,-90.0,0.0,0.16973781885042444
39,8_16,0.38107501571153346,40.66457115118074,130.66457115118072,0.8785112407454292
39,16_32,0.2999349026199768,3.5359715002999237,93.53597150029992,0.7581381975567303
39,32_64,0.38048374305191224,44.30906369767496,134.30906369767496,0.5205861179625814
39,64_inf,0.6420390781403557,-4.4863744515043045e-15,90.0,0.13111246039430763
40,8_16,0.5800957967821603,-4.6126574797926825,85.38734252020731,0.7334160088483925
40,16_32,0.7377146673949826,-2.9812083300293803,87.01879166997062,0.5164847591567187
40,32_64,0.4862102863497308,21.31366558459663,111.31366558459663,0.4893254334200218
40,64_inf,0.7026314758133865,-90.0,0.0,0.11732043540327403
41,8_16,0.9018776320703372,0.3210131083325815,90.32101310833258,0.4304818644961302
41,16_32,0.8897412290399399,0.03931668061803893,90.03931668061804,0.34661145968574214
41,32_64,0.43989723393252167,-6.867994391991808,83.13200560800819,0.4714358649811442
41,64_inf,0.3919003123818515,-6.230257769613106e-15,90.0,0.17141161678283665
42,8_16,0.583344535910139,-2.8933372579781222,87.10666274202188,0.7033514574241619
42,16_32,0.6868187927596299,-2.076398207836561,87.92360179216344,0.5082114189744553
42,32_64,0.13234723241022803,-34.05265473160419,55.94734526839581,0.48259190493898907
42,64_inf,0.3811481099838268,-6.356528165906823e-15,90.0,0.1726349412402889
43,8_16,0.2781051908557878,1.9994055019037276,91.99940550190372,0.883508005081446
43,16_32,0.31266567030175446,2.4516659001578716,92.45166590015788,0.7537447790964441
43,32_64,0.41856517184419406,31.14011057320477,121.14011057320477,0.49066079582223293
43,64_inf,0.5885310765136871,-4.7347800398293765e-15,90.0,0.1418298736366562
44,8_16,0.49690596015992183,-55.090624210571036,34.909375789428964,0.8696355001505561
44,16_32,0.4745739121251881,-58.15103932251231,31.84896067748769,0.7087827617408848
44,32_64,0.6396627010970362,-51.90226172248221,38.09773827751779,0.4302089923446784
44,64_inf,0.1066328137737508,-89.99999999999999,1.4210854715202004e-14,0.1918368761112801
45,8_16,0.3052190068929357,14.839761578624817,104.83976157862482,0.8767025281458419
45,16_32,0.44393433355622985,5.722560644326589,95.72256064432659,0.6187011076610365
45,32_64,0.3411367086335855,66.77739932279681,156.7773993227968,0.4752432061937623
45,64_inf,0.2081739848671091,-90.0,0.0,0.18733532785993184
46,8_16,0.6473069095335849,7.5223583502870435,97.52235835028705,0.7581581917096019
46,16_32,0.49326861978043307,10.61711037769084,100.61711037769084,0.7378031637605074
46,32_64,0.383354471973733,55.95216340697408,145.95216340697408,0.5033284926893111
46,64_inf,0.23281736187527352,-9.288741373054982e-15,89.99999999999999,0.18579360767526987
