session_id,measurement_id,a,b,c,rmse_um,candidate_points,retained_points,reference_valid_fraction,retained_fraction,quadrant_count,x_span_um,y_span_um,iterations,status,warning
zro2_120_formal,1,0.004819573720795692,0.015005534740461623,38.161443669993446,0.2188877772242756,955260,172423,1.0,0.9024925151267718,4,704.5241779999999,528.30709,10,PASS,
zro2_120_formal,2,0.0040788198818072635,0.01492928145825867,33.18987581905381,0.28930860407783754,955260,184036,1.0,0.9632770135879237,4,704.5241779999999,528.30709,10,PASS,
zro2_120_formal,3,0.004262124877632061,0.01487069068763864,24.001072357323764,0.2561944868863207,955260,185159,1.0,0.9691549944517723,4,704.5241779999999,528.30709,6,PASS,
zro2_120_formal,4,0.0053571215657197075,0.015997375834142236,23.117038064369254,0.23997225069364497,955260,180920,1.0,0.9469673177982958,4,704.5241779999999,528.30709,10,PASS,
zro2_120_formal,5,0.005019747302102614,0.016158573454908176,25.938589490587088,0.22807839025000887,955260,178903,1.0,0.9364099826225321,4,704.5241779999999,528.30709,10,PASS,
zro2_120_formal,6,0.005036811614798712,0.015779629935007575,18.991339835939648,0.19917423014288346,955260,164389,1.0,0.8604411364445282,4,704.5241779999999,528.30709,10,PASS,
zro2_120_formal,7,0.0047489531072925,0.015647257982354723,24.310896485447493,0.23174339844583258,955260,174958,1.0,0.9157611540313632,4,704.5241779999999,528.30709,10,PASS,
zro2_120_formal,8,0.0036141690519197146,0.01652590719905711,24.983333669934108,0.20228939453751327,955260,176135,1.0,0.9219217804576765,4,704.5241779999999,528.30709,10,PASS,
zro2_120_formal,9,0.005191942912210309,0.015639926995345776,60.6160396261722,0.2713436573814032,955260,169684,1.0,0.8881561040973138,4,704.5241779999999,528.30709,10,PASS,
zro2_120_formal,10,0.004980530439491847,0.016558859919734326,22.742018685256387,0.2093315666446699,955260,166426,1.0,0.8711031551619455,4,704.5241779999999,528.30709,10,PASS,
zro2_120_formal,11,0.005229673672271425,0.015751419332600436,55.56674138049434,0.2143737188396115,955260,168396,1.0,0.8814144840148231,4,704.5241779999999,528.30709,10,PASS,
zro2_120_formal,12,0.004832500677709993,0.015380250934784179,40.290692403126315,0.2242805796720924,955260,175444,1.0,0.9183049640935452,4,704.5241779999999,528.30709,10,PASS,
zro2_120_formal,13,0.005315467935676924,0.01521857191716125,44.115827598345376,0.23451135777838517,955260,176115,1.0,0.9218170969160229,4,704.5241779999999,528.30709,10,PASS,
zro2_120_formal,14,0.003175258094844356,0.01637555187199198,26.434131666303532,0.31664536399619553,955260,183102,1.0,0.9583882921927015,4,704.5241779999999,528.30709,10,PASS,
zro2_120_formal,15,0.00367527125618236,0.01621559961395186,22.496939790703536,0.24217300497556526,955260,170854,1.0,0.8942800912840483,4,704.5241779999999,528.30709,10,PASS,
zro2_120_formal,16,0.0016276294351164399,0.01570190319693565,54.72819257646978,0.2159776237265324,955260,169351,1.0,0.8864131231287817,4,704.5241779999999,528.30709,10,PASS,
zro2_120_formal,17,0.0030906309875634733,0.01568395746449447,60.72972905981565,0.22871324418256442,955260,174894,1.0,0.9154261666980718,4,704.5241779999999,528.30709,10,PASS,
zro2_120_formal,18,0.0036604315722035185,0.015679040727252472,20.286952385822584,0.19265280120954986,955260,166268,1.0,0.8702761551828821,4,704.5241779999999,528.30709,10,PASS,
zro2_120_formal,19,0.003861406302290466,0.01581357518933072,21.86205398512488,0.21539769201656378,955260,176694,1.0,0.924847685446894,4,704.5241779999999,528.30709,8,PASS,
zro2_120_formal,20,0.0038036821576710716,0.015699498297993553,75.63559466260732,0.3106539926611552,955260,182787,1.0,0.9567395264116576,4,704.5241779999999,528.30709,9,PASS,
zro2_120_formal,21,0.003981466146838648,0.015582559816375019,60.842805000302036,0.22275654402716813,955260,176728,1.0,0.9250256474677051,4,704.5241779999999,528.30709,10,PASS,
zro2_120_formal,22,0.003947055489469403,0.015870846277356465,57.789981225638485,0.20498848931776237,955260,172769,1.0,0.9043035403973787,4,704.5241779999999,528.30709,10,PASS,
zro2_120_formal,23,0.00480632445179336,0.01477042436339776,72.8222427588852,0.21724888321094674,955260,164354,1.0,0.8602579402466344,4,704.5241779999999,528.30709,10,PASS,
zro2_120_formal,24,0.00490914161192894,0.014872001277704938,77.46423371103472,0.21842410867304096,955260,175111,1.0,0.9165619831250131,4,704.5241779999999,528.30709,10,PASS,
zro2_120_formal,25,0.00521856581862461,0.01609509783898072,33.61858834209193,0.22164505683945088,955260,152216,1.0,0.796725498817076,4,704.5241779999999,528.30709,10,PASS,
zro2_120_formal,26,0.004750772702098084,0.01590101903342367,16.89150897698875,0.20647773015263818,955260,176526,1.0,0.923968343697004,4,704.5241779999999,528.30709,10,PASS,
zro2_120_formal,27,0.0032976379286742655,0.015354710226989865,57.14257463936861,0.2005819401178535,955260,170329,1.0,0.8915321483156419,4,704.5241779999999,528.30709,10,PASS,
zro2_120_formal,28,0.003904021313323729,0.015656014159150217,26.967462187752446,0.2102607814675598,955260,169632,1.0,0.8878839268890145,4,704.5241779999999,528.30709,10,PASS,
zro2_120_formal,29,0.004043933628383503,0.016065587507515744,48.98161341327193,0.2381367823531738,955260,175137,1.0,0.9166980717291627,4,704.5241779999999,528.30709,10,PASS,
zro2_120_formal,30,0.003753125207038545,0.01567122697119669,33.347670135477344,0.2025703016512185,955260,178285,1.0,0.9331752611854365,4,704.5241779999999,528.30709,9,PASS,
zro2_120_formal,31,0.0038449466013918887,0.01552813736754538,29.841443138000702,0.1909103953566175,955260,175781,1.0,0.920068881770408,4,704.5241779999999,528.30709,10,PASS,
zro2_120_formal,32,0.002851597814193879,0.01590827554225238,52.87472638805864,0.21654995308156555,955260,177471,1.0,0.9289146410401357,4,704.5241779999999,528.30709,10,PASS,
zro2_120_formal,33,0.001783361082759085,0.01638187019580062,61.580531321780924,0.2243677764846512,955260,173113,1.0,0.9061040973138204,4,704.5241779999999,528.30709,10,PASS,
zro2_120_formal,34,0.0036529851467828724,0.01611857480687423,58.84694101942364,0.23426514820298927,955260,180863,1.0,0.946668969704583,4,704.5241779999999,528.30709,10,PASS,
zro2_120_formal,35,0.004512545970434657,0.014714754486751636,21.496785913567248,0.2212624052997015,955260,178442,1.0,0.933997026987417,4,704.5241779999999,528.30709,10,PASS,
zro2_120_formal,36,0.005107755333118114,0.014683234191568417,59.96466342063931,0.22099805926507712,955260,169221,1.0,0.8857326801080334,4,704.5241779999999,528.30709,10,PASS,
zro2_120_formal,37,0.00420831999313945,0.015118217249343757,44.77750148507224,0.2089220938776249,955260,172349,1.0,0.9021051860226535,4,704.5241779999999,528.30709,10,PASS,
zro2_120_formal,38,0.004936230298254335,0.015524170239427149,59.974719444995245,0.259871196973398,955260,176250,1.0,0.9225237108221845,4,704.5241779999999,528.30709,10,PASS,
