target_id,family,cv_variant,model,dR2_median,dR2_q25,dR2_q75,n_folds,n_folds_pos,pair
Ssk_skewness,B,proc_gss,ridge,0.0388466941999525,-0.10016931502663329,0.14917274115979562,5,3,R-A
Ssk_skewness,B,src_gkf,dummy,0.0,0.0,0.0,5,0,R-A
Ssk_skewness,B,src_gkf,extratrees,-0.060829081940521904,-0.12888415075987902,0.0384221805622432,5,2,R-A
Ssk_skewness,B,src_gkf,ridge,0.0910038217253091,0.0666248919115454,0.1442927508212532,5,4,R-A
Ssk_skewness,B,src_gss,dummy,0.0,0.0,0.0,5,0,R-A
Ssk_skewness,B,src_gss,extratrees,-0.10590669713605211,-0.1183025409501455,-0.0019786584820376124,5,1,R-A
Ssk_skewness,B,src_gss,ridge,0.0800207485856034,0.055868476580814924,0.08368659540549658,5,5,R-A
acf_e_fold_lag_um,B,proc_gkf,dummy,0.0,0.0,0.0,5,0,R-A
acf_e_fold_lag_um,B,proc_gkf,extratrees,-0.1267312165700377,-0.1762730265663196,0.1258559158849999,5,2,R-A
acf_e_fold_lag_um,B,proc_gkf,ridge,-0.06391180085904989,-0.1635674997158945,0.030422533751794767,5,2,R-A
acf_e_fold_lag_um,B,proc_gss,dummy,0.0,0.0,0.0,5,0,R-A
acf_e_fold_lag_um,B,proc_gss,extratrees,-0.03352373611013659,-0.1564479959728621,0.0757522319814739,5,2,R-A
acf_e_fold_lag_um,B,proc_gss,ridge,0.032954020911260706,-0.02516586902247761,0.0549592371688811,5,3,R-A
acf_e_fold_lag_um,B,src_gkf,dummy,0.0,0.0,0.0,5,0,R-A
acf_e_fold_lag_um,B,src_gkf,extratrees,-0.04855181317998236,-0.15254412120049163,0.039113020328958414,5,2,R-A
acf_e_fold_lag_um,B,src_gkf,ridge,0.004143056412970886,-0.050117138827330085,0.005416355728141614,5,3,R-A
acf_e_fold_lag_um,B,src_gss,dummy,0.0,0.0,0.0,5,0,R-A
acf_e_fold_lag_um,B,src_gss,extratrees,-0.14372000324853643,-0.2070503185301272,0.042149293256665665,5,2,R-A
acf_e_fold_lag_um,B,src_gss,ridge,0.0328734420261734,-0.08326708397569221,0.042139078272722424,5,3,R-A
aniso_gradx_over_y,B,proc_gkf,dummy,0.0,0.0,0.0,5,0,R-A
aniso_gradx_over_y,B,proc_gkf,extratrees,-0.12872829919585319,-0.17383991437084878,-0.11460153230189861,5,0,R-A
aniso_gradx_over_y,B,proc_gkf,ridge,-0.29555383441155675,-0.43709654569988576,-0.2884718015623608,5,0,R-A
aniso_gradx_over_y,B,proc_gss,dummy,0.0,0.0,0.0,5,0,R-A
aniso_gradx_over_y,B,proc_gss,extratrees,0.04285740909878022,-0.1410510660109085,0.1997986350212873,5,3,R-A
aniso_gradx_over_y,B,proc_gss,ridge,-0.2623125704666649,-0.2972675774298416,-0.22709824799404618,5,0,R-A
aniso_gradx_over_y,B,src_gkf,dummy,0.0,0.0,0.0,5,0,R-A
aniso_gradx_over_y,B,src_gkf,extratrees,-0.2055598210670052,-0.21127813398860218,-0.07276107540373442,5,0,R-A
