target_id,family,input_set,model,R2_median,R2_q10,R2_q25,R2_q75,R2_q90,n_folds
acf_e_fold_lag_um,B,R,dummy,-0.0139682463506252,-0.01571717468196688,-0.0149898662342926,-0.0123333076296161,-0.00530793090037958,5
acf_e_fold_lag_um,B,R,extratrees,0.1268781218712112,0.05919686642456306,0.0711514666837322,0.2642506287862038,0.3096138485298821,5
acf_e_fold_lag_um,B,R,ridge,0.1557747194160272,0.09425972681227514,0.1174533354604826,0.1787192383670452,0.2214482096372934,5
aniso_gradx_over_y,B,A,dummy,-0.0205057822306926,-0.1793614380310878,-0.1050520806263768,-0.008403421603917,-0.005574753476068619,5
aniso_gradx_over_y,B,A,extratrees,0.570914051453076,0.20412552027686381,0.2729492838967891,0.5894921493802099,0.6349056036686165,5
aniso_gradx_over_y,B,A,ridge,0.3758949129399214,0.13744896599778855,0.2770226277296288,0.4832408351304077,0.4865015106292412,5
aniso_gradx_over_y,B,C,dummy,-0.0205057822306926,-0.1793614380310878,-0.1050520806263768,-0.008403421603917,-0.005574753476068619,5
aniso_gradx_over_y,B,C,extratrees,0.53794885428325,0.2796702012597982,0.2834083248307492,0.5740989270830972,0.585772658658861,5
aniso_gradx_over_y,B,C,ridge,0.3889170985788945,0.10551242870035633,0.1906751287875029,0.4690974990542798,0.48495306920103565,5
aniso_gradx_over_y,B,R,dummy,-0.0205057822306926,-0.1793614380310878,-0.1050520806263768,-0.008403421603917,-0.005574753476068619,5
aniso_gradx_over_y,B,R,extratrees,0.2019626241080363,0.11392663557127936,0.1565936852384296,0.3782140153916077,0.42705845743297255,5
aniso_gradx_over_y,B,R,ridge,0.0777219702610834,-0.29828274778321834,-0.0079632651551491,0.1355235652727896,0.1419765985810644,5
deepest_negative_residual_um,B,A,dummy,-0.0109231376336209,-0.03576952349564746,-0.0111038493489847,-0.0042728658931616,-0.0033757262389992196,5
deepest_negative_residual_um,B,A,extratrees,-0.0563926523074056,-0.34557256788481755,-0.3362024055058654,0.0952797315430563,0.18452160150394994,5
deepest_negative_residual_um,B,A,ridge,0.0638100305740597,-0.015762251361990318,0.0528797776435939,0.1194174855343879,0.1589999136771529,5
deepest_negative_residual_um,B,C,dummy,-0.0109231376336209,-0.03576952349564746,-0.0111038493489847,-0.0042728658931616,-0.0033757262389992196,5
deepest_negative_residual_um,B,C,extratrees,-0.2155563238376581,-0.272546643659125,-0.2583293737098249,0.1183506643189201,0.18651084514489763,5
deepest_negative_residual_um,B,C,ridge,0.1366882946698201,-0.04121021590581552,0.0440950737842721,0.1658097229186289,0.18971874872946015,5
deepest_negative_residual_um,B,R,dummy,-0.0109231376336209,-0.03576952349564746,-0.0111038493489847,-0.0042728658931616,-0.0033757262389992196,5
