target_id,family,input_set,model,R2_median,R2_q10,R2_q25,R2_q75,R2_q90,n_folds
deepest_negative_residual_um,B,R,extratrees,-0.1210289276890834,-0.2707005662855044,-0.1633787875985677,0.0781227460852204,0.15833829413881156,5
deepest_negative_residual_um,B,R,ridge,0.0752662131130813,-0.028492388391843794,0.0396321599984581,0.1054664245904696,0.1750513518721831,5
grad_rms_um_per_um,B,A,dummy,-0.0127313475716086,-0.06960385755263002,-0.0308243548485229,-0.0121994847818904,-0.005014412231756338,5
grad_rms_um_per_um,B,A,extratrees,-0.0281572232377453,-0.2881124004318718,-0.2711003793145072,0.1047881827713016,0.2470385377093985,5
grad_rms_um_per_um,B,A,ridge,0.0497092739101199,0.018999612809814343,0.0478674234347731,0.1258461282303068,0.19240312038200763,5
grad_rms_um_per_um,B,C,dummy,-0.0127313475716086,-0.06960385755263002,-0.0308243548485229,-0.0121994847818904,-0.005014412231756338,5
grad_rms_um_per_um,B,C,extratrees,0.1028795820861364,-0.2077778359347789,-0.1865639696923018,0.110880961954868,0.3303032566900076,5
grad_rms_um_per_um,B,C,ridge,0.0942298319542322,0.0854122420706529,0.0901996367442108,0.1568278065051506,0.20866407744912674,5
grad_rms_um_per_um,B,R,dummy,-0.0127313475716086,-0.06960385755263002,-0.0308243548485229,-0.0121994847818904,-0.005014412231756338,5
grad_rms_um_per_um,B,R,extratrees,0.11557228299466,-0.1465717820223283,-0.1235879801050312,0.1356911530029542,0.38348718576306845,5
grad_rms_um_per_um,B,R,ridge,0.0750674283361638,0.005668646155808102,0.0744914883365355,0.1150516569145615,0.17244060467798908,5
kurtosis_excess_fisher,B,A,dummy,-0.0249652372439204,-0.15326443651052105,-0.0363000786372706,-0.0030679139790827,-0.0012334143651823466,5
kurtosis_excess_fisher,B,A,extratrees,0.0198046532142786,-1.0145029679271933,-0.0878697935049386,0.0257793588014954,0.15273398213856537,5
kurtosis_excess_fisher,B,A,ridge,0.0403173035005743,-0.19135057537028827,-0.1449500954079887,0.0628637116510391,0.07309135066618964,5
kurtosis_excess_fisher,B,C,dummy,-0.0249652372439204,-0.15326443651052105,-0.0363000786372706,-0.0030679139790827,-0.0012334143651823466,5
kurtosis_excess_fisher,B,C,extratrees,0.1214688894910482,-3.6275344132291063,0.1039115770186007,0.130376468156414,0.21236256373641482,5
kurtosis_excess_fisher,B,C,ridge,0.0509505341887439,-1.5718908900202833,-0.0883607099213887,0.1269719527347939,0.19445620490959722,5
kurtosis_excess_fisher,B,R,dummy,-0.0249652372439204,-0.15326443651052105,-0.0363000786372706,-0.0030679139790827,-0.0012334143651823466,5
kurtosis_excess_fisher,B,R,extratrees,0.1937893554191317,-3.6636728702691217,0.1621144763432082,0.197468947495882,0.2223309636337357,5
kurtosis_excess_fisher,B,R,ridge,0.0071029789588902,-1.5216496332330258,0.0045742429625502,0.2450065384407089,0.26813473429725493,5
lap_rms_um_per_px2,B,A,dummy,-0.0281173640114773,-0.06508885882383528,-0.036081157496181,-0.0169716420126391,-0.00745755819373288,5
lap_rms_um_per_px2,B,A,extratrees,-0.2682368098359942,-0.32065115766457253,-0.2933913505463088,0.01166382760878,0.12861262737801776,5
lap_rms_um_per_px2,B,A,ridge,0.026812533557996,-0.09983532735954434,0.0109969737342919,0.1192495640299414,0.12308780371762347,5
lap_rms_um_per_px2,B,C,dummy,-0.0281173640114773,-0.06508885882383528,-0.036081157496181,-0.0169716420126391,-0.00745755819373288,5
lap_rms_um_per_px2,B,C,extratrees,-0.0888993543560294,-0.1971925430926487,-0.193394393279874,0.0163953249579354,0.1792559277468534,5
lap_rms_um_per_px2,B,C,ridge,0.0304279020733621,-0.05405402859635808,0.0060742410821919,0.0878606046455838,0.09636798087203388,5
lap_rms_um_per_px2,B,R,dummy,-0.0281173640114773,-0.06508885882383528,-0.036081157496181,-0.0169716420126391,-0.00745755819373288,5
lap_rms_um_per_px2,B,R,extratrees,-0.0123290461247738,-0.1159978962201495,-0.0412027677956643,0.0673244498944212,0.27455915703314404,5
lap_rms_um_per_px2,B,R,ridge,0.0171837983060544,-0.09177836408994056,-0.0767482589231978,0.0459041540631687,0.05221653066216318,5
median_depth_um,A,A,dummy,-0.003091015205499,-0.00979524879519394,-0.0036502055156413,-0.0012249129911765,-0.0010945873585381399,5
median_depth_um,A,A,extratrees,0.9100104991988768,0.8840694930999274,0.9022556569912644,0.9335281667934394,0.9511578386477267,5
median_depth_um,A,A,ridge,0.5421738631222122,0.5160421854423394,0.5294968979250811,0.5963747001560282,0.6808553694213673,5
median_depth_um,A,C,dummy,-0.003091015205499,-0.00979524879519394,-0.0036502055156413,-0.0012249129911765,-0.0010945873585381399,5
median_depth_um,A,C,extratrees,0.929522857262613,0.9066654926982118,0.9273686250562224,0.9452614679437488,0.9589182170978076,5
median_depth_um,A,C,ridge,0.7930266564144585,0.7677451219356821,0.7739464581482199,0.7964841193424723,0.8037662960786466,5
median_depth_um,A,R,dummy,-0.003091015205499,-0.00979524879519394,-0.0036502055156413,-0.0012249129911765,-0.0010945873585381399,5
median_depth_um,A,R,extratrees,0.8201221052431125,0.7470576668317471,0.8063172257985961,0.852790495524608,0.8744827770889444,5
median_depth_um,A,R,ridge,0.6045370835433506,0.47533119265855067,0.5511736153427806,0.6618818786671983,0.6640142774476359,5
peak_to_valley_p98p2_um,B,A,dummy,-0.0583100756449928,-0.06732674008035933,-0.0595699832613854,-0.0003983558726172,-0.00017562118905127113,5
peak_to_valley_p98p2_um,B,A,extratrees,-0.1243288869733718,-0.7771155173775037,-0.1764561880092539,0.1351875381500318,0.18387792775813885,5
peak_to_valley_p98p2_um,B,A,ridge,0.07674782715086,-0.13186658444156685,-0.0151805883667681,0.130058594353034,0.18501703903852856,5
peak_to_valley_p98p2_um,B,C,dummy,-0.0583100756449928,-0.06732674008035933,-0.0595699832613854,-0.0003983558726172,-0.00017562118905127113,5
peak_to_valley_p98p2_um,B,C,extratrees,0.0498664743227479,-1.1160098687221882,-0.185447885387942,0.1501771255609066,0.259817070119435,5
peak_to_valley_p98p2_um,B,C,ridge,0.0824246329490182,-0.03383389213767834,0.0258207258311715,0.1430521784006104,0.2068889858364234,5
peak_to_valley_p98p2_um,B,R,dummy,-0.0583100756449928,-0.06732674008035933,-0.0595699832613854,-0.0003983558726172,-0.00017562118905127113,5
peak_to_valley_p98p2_um,B,R,extratrees,0.1031653889621121,-1.040034246737707,-0.2513475609303801,0.1856778138348198,0.3047022287573623,5
peak_to_valley_p98p2_um,B,R,ridge,0.1355775317217409,-0.27208269118287687,0.0415581212946313,0.1821592046246621,0.22501256941664907,5
pit_density_per_Mpx,B,A,dummy,-0.0215805707719463,-0.38565374274413583,-0.0960882276523322,-0.002331307635129,-0.00144449235344658,5
pit_density_per_Mpx,B,A,extratrees,-0.5305375521318407,-3.4731083833942664,-2.6020171974152952,-0.230348616337491,-0.10947211142359126,5
pit_density_per_Mpx,B,A,ridge,-0.0258018298580025,-0.8098023828188678,-0.449709431276533,-0.009697174709303,0.0033541468241119615,5
pit_density_per_Mpx,B,C,dummy,-0.0215805707719463,-0.38565374274413583,-0.0960882276523322,-0.002331307635129,-0.00144449235344658,5
pit_density_per_Mpx,B,C,extratrees,-0.8058978314118803,-4.1662777837837845,-3.327803740495388,-0.2691703712210578,-0.12601690440011726,5
pit_density_per_Mpx,B,C,ridge,-0.0533170846834016,-0.8615020279736554,-0.4941086354296853,-0.0305448309316185,-0.021556668497201517,5
pit_density_per_Mpx,B,R,dummy,-0.0215805707719463,-0.38565374274413583,-0.0960882276523322,-0.002331307635129,-0.00144449235344658,5
pit_density_per_Mpx,B,R,extratrees,-0.2836014496333805,-4.107639499128574,-1.728154313036994,-0.1850121506702944,-0.1006065449288536,5
pit_density_per_Mpx,B,R,ridge,-0.0373237235052772,-0.432071395885143,-0.2871777954458423,-0.0226820932063847,0.008221584629112644,5
pit_depth_um,B,A,dummy,-0.0109231376336209,-0.03576952349564746,-0.0111038493489847,-0.0042728658931616,-0.0033757262389992196,5
pit_depth_um,B,A,extratrees,-0.0563926523074056,-0.34557256788481766,-0.3362024055058654,0.0952797315430563,0.18452160150394994,5
pit_depth_um,B,A,ridge,0.0638100305740597,-0.015762251361990318,0.0528797776435939,0.1194174855343879,0.1589999136771529,5
pit_depth_um,B,C,dummy,-0.0109231376336209,-0.03576952349564746,-0.0111038493489847,-0.0042728658931616,-0.0033757262389992196,5
pit_depth_um,B,C,extratrees,-0.2155563238376581,-0.272546643659125,-0.2583293737098249,0.1183506643189201,0.18651084514489744,5
pit_depth_um,B,C,ridge,0.1366882946698201,-0.04121021590581552,0.0440950737842721,0.1658097229186289,0.18971874872946015,5
pit_depth_um,B,R,dummy,-0.0109231376336209,-0.03576952349564746,-0.0111038493489847,-0.0042728658931616,-0.0033757262389992196,5
pit_depth_um,B,R,extratrees,-0.1210289276890834,-0.27070056628550443,-0.1633787875985679,0.0781227460852201,0.15833829413881145,5
pit_depth_um,B,R,ridge,0.0752662131130813,-0.028492388391843794,0.0396321599984581,0.1054664245904696,0.1750513518721831,5
rms_DCT_16_32_um,C,A,dummy,-0.0060080392471923,-0.07086463870045616,-0.0484744646638031,-0.0010085608819605,-0.0004594204564763574,5
rms_DCT_16_32_um,C,A,extratrees,0.1637306424576169,-0.1766571482651716,-0.0053667926044975,0.1844707694352969,0.3562506204614333,5
rms_DCT_16_32_um,C,A,ridge,0.2398911562363761,0.07090068267689176,0.14554364030122,0.2674878229258945,0.3419352964079203,5
rms_DCT_16_32_um,C,C,dummy,-0.0060080392471923,-0.07086463870045616,-0.0484744646638031,-0.0010085608819605,-0.0004594204564763574,5
rms_DCT_16_32_um,C,C,extratrees,0.169879204696468,-0.17561941160777614,-0.0763426701090685,0.3066887677821314,0.4648606232547779,5
rms_DCT_16_32_um,C,C,ridge,0.2687348316203806,0.08168723725754265,0.1662096237204617,0.2958783774210022,0.3240429753220133,5
rms_DCT_16_32_um,C,R,dummy,-0.0060080392471923,-0.07086463870045616,-0.0484744646638031,-0.0010085608819605,-0.0004594204564763574,5
rms_DCT_16_32_um,C,R,extratrees,0.218373562682492,-0.0254535511306861,-0.0228742155715642,0.3663890290433784,0.5341168397667275,5
rms_DCT_16_32_um,C,R,ridge,0.1494297166872662,0.1018340284112631,0.1372196708574876,0.2132752601728934,0.24739307471872932,5
rms_DCT_32_64_um,C,A,dummy,-0.0613044942932032,-0.07446341249634342,-0.0659504545087497,-0.0066549920431031,-0.0027159645054624744,5
rms_DCT_32_64_um,C,A,extratrees,0.0119470581581343,-0.5629722608635787,-0.0509439336982378,0.0725025823422081,0.2005975576788318,5
rms_DCT_32_64_um,C,A,ridge,0.1234249048597916,0.01997596358910974,0.0869859523121897,0.1660345848268339,0.2817881034550372,5
rms_DCT_32_64_um,C,C,dummy,-0.0613044942932032,-0.07446341249634342,-0.0659504545087497,-0.0066549920431031,-0.0027159645054624744,5
rms_DCT_32_64_um,C,C,extratrees,0.0514345072050199,-0.6989934099777895,-0.0593850554675354,0.0649025673447666,0.29818648004343473,5
rms_DCT_32_64_um,C,C,ridge,0.1486029593902544,-0.012069078446897752,0.0894925449915693,0.1777233019128469,0.25564186053661825,5
rms_DCT_32_64_um,C,R,dummy,-0.0613044942932032,-0.07446341249634342,-0.0659504545087497,-0.0066549920431031,-0.0027159645054624744,5
rms_DCT_32_64_um,C,R,extratrees,0.1015709065978965,-0.3994969763180003,-0.2190442903031959,0.1561505436909972,0.35310704604114534,5
rms_DCT_32_64_um,C,R,ridge,0.0975975255048507,0.07061925335928886,0.0863931419012161,0.1641092862335076,0.18419121309049014,5
rms_DCT_64_inf_um,C,A,dummy,-0.0024033832803322,-0.04752348679309428,-0.0459733170688749,-0.0009231360908661,-0.00044479431347003995,5
rms_DCT_64_inf_um,C,A,extratrees,0.0472470943349828,-0.6966013828314462,-0.2858944733308683,0.1373905424810462,0.13780353261084394,5
rms_DCT_64_inf_um,C,A,ridge,0.1564429080510354,-0.16277217482900103,-0.1226514280960613,0.1651209007147258,0.17720833106373812,5
rms_DCT_64_inf_um,C,C,dummy,-0.0024033832803322,-0.04752348679309428,-0.0459733170688749,-0.0009231360908661,-0.00044479431347003995,5
rms_DCT_64_inf_um,C,C,extratrees,0.0380979785302604,-0.6788862224904473,-0.0365597392607615,0.1603110108559773,0.17336661302051418,5
rms_DCT_64_inf_um,C,C,ridge,0.1307355519226092,-0.12277909101912587,-0.0882279698106598,0.1487761148660555,0.1868068405659494,5
rms_DCT_64_inf_um,C,R,dummy,-0.0024033832803322,-0.04752348679309428,-0.0459733170688749,-0.0009231360908661,-0.00044479431347003995,5
rms_DCT_64_inf_um,C,R,extratrees,0.0204642548039835,-0.3636704458979647,-0.1262779959563145,0.0545830101605858,0.10594045850962719,5
rms_DCT_64_inf_um,C,R,ridge,0.0843350130207681,-0.18087283828125195,0.0809750369991374,0.151085366874464,0.20290697306441097,5
rms_DCT_8_16_um,C,A,dummy,-0.0304132580205893,-0.06783259042477494,-0.0367409442566637,-0.0120200175733646,-0.0084312625668446,5
rms_DCT_8_16_um,C,A,extratrees,0.2385589956380076,-0.08866938232964633,0.0987385170876408,0.2499660171400082,0.35465157026039984,5
rms_DCT_8_16_um,C,A,ridge,0.1678557336845496,0.07613163642650517,0.0964243199521277,0.1868322834032252,0.19699611957837013,5
rms_DCT_8_16_um,C,C,dummy,-0.0304132580205893,-0.06783259042477494,-0.0367409442566637,-0.0120200175733646,-0.0084312625668446,5
rms_DCT_8_16_um,C,C,extratrees,0.2440662616298651,0.0036286958488854354,0.1921740542916571,0.2452844551820092,0.4119555118952196,5
rms_DCT_8_16_um,C,C,ridge,0.1694824757918487,0.12760228519529584,0.1674876308348752,0.1714127452413809,0.25394171674628396,5
rms_DCT_8_16_um,C,R,dummy,-0.0304132580205893,-0.06783259042477494,-0.0367409442566637,-0.0120200175733646,-0.0084312625668446,5
rms_DCT_8_16_um,C,R,extratrees,0.1768523485485581,-0.15550697056171336,-0.0118135088959412,0.1778590524410956,0.4431159478318951,5
rms_DCT_8_16_um,C,R,ridge,0.0822088700288944,0.06715026018598533,0.0687027737624245,0.1415087085791698,0.2164092798286332,5
