target_id,family,input_set,model,cv_variant,fold,n_train,n_test,R2,MAE,RMSE,spearman_rho,band,pc_index,theta_boot_q50_deg,target_flag
DCT_64_inf_PC3,D,A,dummy,src_gss,3,162,38,-0.05751438676893761,47.20304629173228,129.57673212942981,,64_inf,3.0,54.96589343214206,unstable_pc
DCT_64_inf_PC3,D,A,ridge,src_gss,3,162,38,-0.0507017399620342,46.54044031579,129.1586825812402,0.2244228033701718,64_inf,3.0,54.96589343214206,unstable_pc
DCT_64_inf_PC3,D,A,extratrees,src_gss,3,162,38,-0.3310033567203807,60.23762004036134,145.36955339891472,0.1392931392931393,64_inf,3.0,54.96589343214206,unstable_pc
median_depth_um,A,R,dummy,src_gss,3,162,38,-0.03543627659821924,19.718014230019488,21.740653005796084,,,,,
median_depth_um,A,R,ridge,src_gss,3,162,38,0.6707683932570034,9.882924383529051,12.259186639659193,0.9069920122551701,,,,
median_depth_um,A,R,extratrees,src_gss,3,162,38,0.8431600197944861,5.48271106218044,8.461342710348077,0.92056023634971,,,,
Sq_um,B,R,dummy,src_gss,3,162,38,-0.00012695969255016593,1.1230095011128325,1.8559627075250127,,,,,
Sq_um,B,R,ridge,src_gss,3,162,38,0.275692536295537,1.0275008000685097,1.579440094802968,0.6439435386803808,,,,
Sq_um,B,R,extratrees,src_gss,3,162,38,0.08774444443008078,0.9758272326286893,1.7725558862689406,0.5905460115986432,,,,
Sa_um,B,R,dummy,src_gss,3,162,38,-0.013112949477057212,0.7376314131307641,1.332471826215943,,,,,
Sa_um,B,R,ridge,src_gss,3,162,38,0.20834255708449345,0.6583771066687683,1.1778710600982623,0.6375971112813218,,,,
Sa_um,B,R,extratrees,src_gss,3,162,38,0.1580914400933473,0.5717107186350125,1.2146791150917404,0.634533318743845,,,,
Ssk_skewness,B,R,dummy,src_gss,3,162,38,-0.024161898207659016,1.6514203782509878,2.3255194123697955,,,,,
Ssk_skewness,B,R,ridge,src_gss,3,162,38,0.21679987306875448,1.4010871503935203,2.033630451429192,0.6052084473137104,,,,
Ssk_skewness,B,R,extratrees,src_gss,3,162,38,0.29169538752882607,1.4049091859007028,1.9339520261802703,0.568661779188095,,,,
kurtosis_excess_fisher,B,R,dummy,src_gss,3,162,38,-0.031887428817293895,14.038983479059079,27.320995608718107,,,,,
kurtosis_excess_fisher,B,R,ridge,src_gss,3,162,38,0.12264226492654551,12.435021947299314,25.1923519710665,0.5579385053069263,,,,
kurtosis_excess_fisher,B,R,extratrees,src_gss,3,162,38,0.17345871890175313,11.552160541549915,24.45190136234646,0.5730386256702046,,,,
grad_rms_um_per_um,B,R,dummy,src_gss,3,162,38,-8.731434121234116e-05,0.2994328510338078,0.37185817970193463,,,,,
grad_rms_um_per_um,B,R,ridge,src_gss,3,162,38,0.2253536492513737,0.2682863222908038,0.3272729562386295,0.6435058540321699,,,,
grad_rms_um_per_um,B,R,extratrees,src_gss,3,162,38,0.18325218802436116,0.23657891968013445,0.3360488160375242,0.6430681693839588,,,,
lap_rms_um_per_px2,B,R,dummy,src_gss,3,162,38,-0.0008931303971544402,0.1490397521105545,0.17663855523225655,,,,,
lap_rms_um_per_px2,B,R,ridge,src_gss,3,162,38,0.07684406483456308,0.14619093538943426,0.16964035894728396,0.3653572600941022,,,,
lap_rms_um_per_px2,B,R,extratrees,src_gss,3,162,38,0.1380185690052399,0.1282977052765499,0.16392326841751753,0.48243790349053506,,,,
acf_e_fold_lag_um,B,R,dummy,src_gss,3,162,38,-0.0057617795221580614,7.151397011046135,7.756374735349495,,,,,
acf_e_fold_lag_um,B,R,ridge,src_gss,3,162,38,0.23884922644126605,6.028021933798211,6.747557058993385,0.527400975769493,,,,
acf_e_fold_lag_um,B,R,extratrees,src_gss,3,162,38,0.31292604660279344,5.158927359665189,6.410810826549541,0.5572125022469039,,,,
aniso_gradx_over_y,B,R,dummy,src_gss,3,162,38,-0.06239492218352316,0.5076498906862967,0.6086547096513919,,,,,
aniso_gradx_over_y,B,R,ridge,src_gss,3,162,38,0.16357092799682227,0.4273473122495566,0.5400606731015647,0.6610132399606083,,,,
aniso_gradx_over_y,B,R,extratrees,src_gss,3,162,38,0.5536502525138876,0.3024224365052931,0.3945169259050963,0.7815953605427288,,,,
pit_density_per_Mpx,B,R,dummy,src_gss,3,162,38,-0.12338851474313506,6393.267239278753,9100.898487311953,,,,,
pit_density_per_Mpx,B,R,ridge,src_gss,3,162,38,-0.35098928912089655,6844.323474435671,9980.337628203766,-0.04699167967931693,,,,
pit_density_per_Mpx,B,R,extratrees,src_gss,3,162,38,-1.1483487617717913,5705.795948154398,12585.534758946606,-0.0567768720580609,,,,
pit_depth_um,B,R,dummy,src_gss,3,162,38,-0.019557882274635174,1.7524349176239578,2.871334236901591,,,,,
pit_depth_um,B,R,ridge,src_gss,3,162,38,0.12305202203527354,1.5857098337102857,2.662960482060958,0.6391290075500602,,,,
pit_depth_um,B,R,extratrees,src_gss,3,162,38,0.1184862420976559,1.4825081501914217,2.6698837587481483,0.6095852937958202,,,,
peak_to_valley_p98p2_um,B,R,dummy,src_gss,3,162,38,-0.0012792915481640854,4.559789989639008,7.69856041301243,,,,,
peak_to_valley_p98p2_um,B,R,ridge,src_gss,3,162,38,0.2989697832357653,3.9954742256204554,6.441696719852536,0.6319072108545792,,,,
peak_to_valley_p98p2_um,B,R,extratrees,src_gss,3,162,38,0.16582836168586568,3.7863333676771247,7.026832721548177,0.6008316008316009,,,,
deepest_negative_residual_um,B,R,dummy,src_gss,3,162,38,-0.019557882274635174,1.7524349176239578,2.871334236901591,,,,,
deepest_negative_residual_um,B,R,ridge,src_gss,3,162,38,0.12305202203527354,1.5857098337102857,2.662960482060958,0.6391290075500602,,,,
deepest_negative_residual_um,B,R,extratrees,src_gss,3,162,38,0.11848624209765568,1.4825081501914217,2.6698837587481483,0.6095852937958202,,,,
rms_DCT_8_16_um,C,R,dummy,src_gss,3,162,38,-0.00024116575701538245,0.3147237802723724,0.37626657920500484,,,,,
rms_DCT_8_16_um,C,R,ridge,src_gss,3,162,38,0.298695771909409,0.26333143162816547,0.3150623525440882,0.7507385928438561,,,,
rms_DCT_8_16_um,C,R,extratrees,src_gss,3,162,38,0.3042322735929873,0.24076630678977687,0.31381624597149227,0.7325746799431011,,,,
E_DCT_8_16_frac,C,R,dummy,src_gss,3,162,38,-0.0006605263976831033,0.15730827115750834,0.19564440905924738,,,,,
E_DCT_8_16_frac,C,R,ridge,src_gss,3,162,38,-0.19580454510333078,0.16610677293835105,0.21387211159466266,0.26031294452347087,,,,
E_DCT_8_16_frac,C,R,extratrees,src_gss,3,162,38,0.26162826657802596,0.13335115376097587,0.16805892789003302,0.4336360652150125,,,,
rms_DCT_16_32_um,C,R,dummy,src_gss,3,162,38,-0.00031605782545440775,0.42014561493586644,0.5629600760864201,,,,,
rms_DCT_16_32_um,C,R,ridge,src_gss,3,162,38,0.35055303933835025,0.3322049829614208,0.453608120624778,0.7872852609694715,,,,
rms_DCT_16_32_um,C,R,extratrees,src_gss,3,162,38,0.31434855811597995,0.2654818215910398,0.4660802210895876,0.8063245431666484,,,,
E_DCT_16_32_frac,C,R,dummy,src_gss,3,162,38,-0.0023516871950095553,0.09123272901352941,0.11240218741028318,,,,,
E_DCT_16_32_frac,C,R,ridge,src_gss,3,162,38,0.23518076951771016,0.07717472206487455,0.09818476379755751,0.5421818579713317,,,,
E_DCT_16_32_frac,C,R,extratrees,src_gss,3,162,38,0.13892222917094998,0.08180959690100278,0.10418036843445985,0.46974504869241707,,,,
rms_DCT_32_64_um,C,R,dummy,src_gss,3,162,38,-5.3437026959368694e-05,0.5027248577029266,0.7713630168335214,,,,,
rms_DCT_32_64_um,C,R,ridge,src_gss,3,162,38,0.2413027140418207,0.4407277393353586,0.6718641598252276,0.6929642192800087,,,,
rms_DCT_32_64_um,C,R,extratrees,src_gss,3,162,38,-0.0051199327737612155,0.4793890426839171,0.7733144976047063,0.6632016632016632,,,,
E_DCT_32_64_frac,C,R,dummy,src_gss,3,162,38,-0.004316976037176179,0.07610042579014926,0.08598480138927168,,,,,
E_DCT_32_64_frac,C,R,ridge,src_gss,3,162,38,-0.015796059229296944,0.06725844282271212,0.0864747972525115,0.5084801400590874,,,,
E_DCT_32_64_frac,C,R,extratrees,src_gss,3,162,38,-0.17125780229377496,0.07192516010499157,0.09285654898978082,0.43932596564175513,,,,
rms_DCT_64_inf_um,C,R,dummy,src_gss,3,162,38,-3.385583501702705e-05,0.8757120977889062,1.6286583671979682,,,,,
rms_DCT_64_inf_um,C,R,ridge,src_gss,3,162,38,0.21831286267248573,0.9070902510576481,1.4399225268463762,0.4078126709705657,,,,
rms_DCT_64_inf_um,C,R,extratrees,src_gss,3,162,38,0.03291473838639081,0.843606936229201,1.6016035603647967,0.4071561439982493,,,,
E_DCT_64_inf_frac,C,R,dummy,src_gss,3,162,38,-0.0077734062915670865,0.2090062084933333,0.237624363375908,,,,,
E_DCT_64_inf_frac,C,R,ridge,src_gss,3,162,38,-0.13397684278632283,0.21123199242363558,0.25206445769618124,0.09815078236130868,,,,
E_DCT_64_inf_frac,C,R,extratrees,src_gss,3,162,38,0.16468465753985873,0.17767469537118744,0.21633896548225445,0.49731918152970783,,,,
DCT_8_16_PC1,D,R,dummy,src_gss,3,162,38,-2.4100285591854842e-05,20.56221118196179,42.973622838183566,,8_16,1.0,12.295801775722573,stable
DCT_8_16_PC1,D,R,ridge,src_gss,3,162,38,0.019027262464510364,20.611768510490236,42.56231128061812,-0.1500164131743079,8_16,1.0,12.295801775722573,stable
DCT_8_16_PC1,D,R,extratrees,src_gss,3,162,38,-0.21864667373963642,27.484933393689428,47.43901231068975,-0.2789145420724368,8_16,1.0,12.295801775722573,stable
DCT_8_16_PC2,D,R,dummy,src_gss,3,162,38,-0.01572227868022602,5.504243616718675,7.934439242473753,,8_16,2.0,28.90639654911596,stable
DCT_8_16_PC2,D,R,ridge,src_gss,3,162,38,-0.029152672567958504,5.466080874779823,7.986723562715712,0.05635189845716162,8_16,2.0,28.90639654911596,stable
DCT_8_16_PC2,D,R,extratrees,src_gss,3,162,38,-1.5743305432601349,8.161807447923985,12.631673873665054,0.15504978662873398,8_16,2.0,28.90639654911596,stable
DCT_8_16_PC3,D,R,dummy,src_gss,3,162,38,-0.004557932697928813,10.07303312653493,18.11469390900476,,8_16,3.0,76.9758363520252,unstable_pc
DCT_8_16_PC3,D,R,ridge,src_gss,3,162,38,0.05237550551489023,10.789778597976563,17.593880798463562,-0.12331764963343911,8_16,3.0,76.9758363520252,unstable_pc
DCT_8_16_PC3,D,R,extratrees,src_gss,3,162,38,-0.5079813621820588,12.620580063816925,22.19430210105613,0.05963453331874385,8_16,3.0,76.9758363520252,unstable_pc
DCT_16_32_PC1,D,R,dummy,src_gss,3,162,38,-0.05428801848057674,13.89801581023757,23.71748839007811,,16_32,1.0,47.07715866792129,unstable_pc
DCT_16_32_PC1,D,R,ridge,src_gss,3,162,38,-0.09529998630871872,14.023256927445564,24.174394346666173,0.005142794616478827,16_32,1.0,47.07715866792129,unstable_pc
DCT_16_32_PC1,D,R,extratrees,src_gss,3,162,38,-1.1872877101217605,17.8197029083429,34.16190003793088,0.14563956669219827,16_32,1.0,47.07715866792129,unstable_pc
DCT_16_32_PC2,D,R,dummy,src_gss,3,162,38,-0.02446458447949995,9.589897284506506,19.088139381254464,,16_32,2.0,67.70118769198004,unstable_pc
DCT_16_32_PC2,D,R,ridge,src_gss,3,162,38,0.026311230545638442,11.94097470898078,18.609092867986934,0.02396323448955028,16_32,2.0,67.70118769198004,unstable_pc
DCT_16_32_PC2,D,R,extratrees,src_gss,3,162,38,-0.8151363593572645,13.174514355433393,25.407957303256225,0.01214574898785425,16_32,2.0,67.70118769198004,unstable_pc
DCT_16_32_PC3,D,R,dummy,src_gss,3,162,38,-0.06671000359462265,10.61688189277292,17.150394891284268,,16_32,3.0,75.53018122746104,unstable_pc
DCT_16_32_PC3,D,R,ridge,src_gss,3,162,38,-0.38759386649601346,12.050496200519934,19.56059792057538,0.005799321588795273,16_32,3.0,75.53018122746104,unstable_pc
DCT_16_32_PC3,D,R,extratrees,src_gss,3,162,38,-0.9759175025332041,13.777518131476109,23.341853788701037,-0.04168946274209432,16_32,3.0,75.53018122746104,unstable_pc
DCT_32_64_PC1,D,R,dummy,src_gss,3,162,38,-0.0005477849874402363,27.01425094028448,51.86908108773486,,32_64,1.0,15.764121314523074,stable
DCT_32_64_PC1,D,R,ridge,src_gss,3,162,38,0.050420210810757315,28.775058141399853,50.53070621289743,-0.29598424335266443,32_64,1.0,15.764121314523074,stable
DCT_32_64_PC1,D,R,extratrees,src_gss,3,162,38,-0.3017922753693947,32.46576678847229,59.16440233904234,-0.09990152095415253,32_64,1.0,15.764121314523074,stable
DCT_32_64_PC2,D,R,dummy,src_gss,3,162,38,-0.41237533191449627,20.05915991107257,30.254337644657905,,32_64,2.0,43.76149519218794,unstable_pc
DCT_32_64_PC2,D,R,ridge,src_gss,3,162,38,-1.932396708771654,25.45080163109353,43.59372188976437,-0.3872414925046504,32_64,2.0,43.76149519218794,unstable_pc
DCT_32_64_PC2,D,R,extratrees,src_gss,3,162,38,-1.9127455718151554,26.530744842330336,43.447407061397826,-0.11434511434511434,32_64,2.0,43.76149519218794,unstable_pc
DCT_32_64_PC3,D,R,dummy,src_gss,3,162,38,-0.08198673195072059,10.418221802060422,21.770934010160296,,32_64,3.0,68.08232961073901,unstable_pc
DCT_32_64_PC3,D,R,ridge,src_gss,3,162,38,-0.07137262902755093,10.867953581332374,21.663886282395797,-0.13338439654229128,32_64,3.0,68.08232961073901,unstable_pc
DCT_32_64_PC3,D,R,extratrees,src_gss,3,162,38,-1.6556527461135682,17.854588891038407,34.10764521112985,0.2097603676551045,32_64,3.0,68.08232961073901,unstable_pc
DCT_64_inf_PC1,D,R,dummy,src_gss,3,162,38,-0.15350612375522976,69.43187960124452,139.28920045268492,,64_inf,1.0,15.53039971118676,stable
DCT_64_inf_PC1,D,R,ridge,src_gss,3,162,38,-0.6119572035547132,81.16989927545929,164.65853493627515,-0.19312835102308787,64_inf,1.0,15.53039971118676,stable
DCT_64_inf_PC1,D,R,extratrees,src_gss,3,162,38,-0.8112239909846712,82.23759772601795,174.5394384141359,-0.2097603676551045,64_inf,1.0,15.53039971118676,stable
DCT_64_inf_PC2,D,R,dummy,src_gss,3,162,38,-0.0005486384754891382,43.51222398363862,101.24634831387792,,64_inf,2.0,28.546526860297465,stable
DCT_64_inf_PC2,D,R,ridge,src_gss,3,162,38,0.03034347984857999,43.8272084363524,99.67109435685146,0.46077251340409237,64_inf,2.0,28.546526860297465,stable
DCT_64_inf_PC2,D,R,extratrees,src_gss,3,162,38,0.2257448950698161,45.457640575380424,89.06402221953572,0.5413064886749097,64_inf,2.0,28.546526860297465,stable
DCT_64_inf_PC3,D,R,dummy,src_gss,3,162,38,-0.05751438676893761,47.20304629173228,129.57673212942981,,64_inf,3.0,54.96589343214206,unstable_pc
DCT_64_inf_PC3,D,R,ridge,src_gss,3,162,38,-0.09690929627820521,46.98958246579068,131.9681836800391,0.10296531349162928,64_inf,3.0,54.96589343214206,unstable_pc
DCT_64_inf_PC3,D,R,extratrees,src_gss,3,162,38,-0.25912756823845995,60.40383280095328,141.3900171745943,-0.006455848561111719,64_inf,3.0,54.96589343214206,unstable_pc
median_depth_um,A,C,dummy,src_gss,3,162,38,-0.03543627659821924,19.718014230019488,21.740653005796084,,,,,
median_depth_um,A,C,ridge,src_gss,3,162,38,0.8776836249807853,6.402580710091016,7.47228102926134,0.9363168836853046,,,,
median_depth_um,A,C,extratrees,src_gss,3,162,38,0.9100850222710192,4.039693393126565,6.406589782729055,0.956450377503009,,,,
Sq_um,B,C,dummy,src_gss,3,162,38,-0.00012695969255016593,1.1230095011128325,1.8559627075250127,,,,,
Sq_um,B,C,ridge,src_gss,3,162,38,0.2458276214736208,0.9663483765127264,1.611673219709614,0.6448189079768027,,,,
Sq_um,B,C,extratrees,src_gss,3,162,38,0.11501484253452232,0.9687858103217422,1.745861033235584,0.6126490863332967,,,,
Sa_um,B,C,dummy,src_gss,3,162,38,-0.013112949477057212,0.7376314131307641,1.332471826215943,,,,,
Sa_um,B,C,ridge,src_gss,3,162,38,0.21858166237360155,0.6035809374632604,1.1702291206783844,0.6673596673596673,,,,
Sa_um,B,C,extratrees,src_gss,3,162,38,0.14835044720054313,0.5687637752608334,1.2216859046592181,0.7004048582995951,,,,
Ssk_skewness,B,C,dummy,src_gss,3,162,38,-0.024161898207659016,1.6514203782509878,2.3255194123697955,,,,,
Ssk_skewness,B,C,ridge,src_gss,3,162,38,0.3355712435968927,1.3689962782701333,1.8730952906781821,0.707626654995076,,,,
Ssk_skewness,B,C,extratrees,src_gss,3,162,38,0.1036401447595855,1.524498340969555,2.175589031805907,0.45705219389429913,,,,
kurtosis_excess_fisher,B,C,dummy,src_gss,3,162,38,-0.031887428817293895,14.038983479059079,27.320995608718107,,,,,
kurtosis_excess_fisher,B,C,ridge,src_gss,3,162,38,0.13483061768079718,11.812314940337496,25.016752476610282,0.6246854141590984,,,,
kurtosis_excess_fisher,B,C,extratrees,src_gss,3,162,38,0.11430412936314693,12.224149491141688,25.31177903904535,0.40737498632235475,,,,
grad_rms_um_per_um,B,C,dummy,src_gss,3,162,38,-8.731434121234116e-05,0.2994328510338078,0.37185817970193463,,,,,
grad_rms_um_per_um,B,C,ridge,src_gss,3,162,38,0.3229335303774481,0.2504774526034163,0.3059666089181018,0.6892438997702156,,,,
grad_rms_um_per_um,B,C,extratrees,src_gss,3,162,38,0.3533229296253798,0.21278752841420923,0.2990212900993693,0.7045628624575992,,,,
lap_rms_um_per_px2,B,C,dummy,src_gss,3,162,38,-0.0008931303971544402,0.1490397521105545,0.17663855523225655,,,,,
lap_rms_um_per_px2,B,C,ridge,src_gss,3,162,38,0.09577003547547214,0.14156916308415438,0.16789242304672083,0.34631797789692526,,,,
lap_rms_um_per_px2,B,C,extratrees,src_gss,3,162,38,0.23508043952777957,0.11925102580459006,0.15441857238069231,0.5275194222562642,,,,
acf_e_fold_lag_um,B,C,dummy,src_gss,3,162,38,-0.0057617795221580614,7.151397011046135,7.756374735349495,,,,,
acf_e_fold_lag_um,B,C,ridge,src_gss,3,162,38,0.29183492393256005,5.890246177825191,6.508463472866655,0.5680630210750793,,,,
acf_e_fold_lag_um,B,C,extratrees,src_gss,3,162,38,0.2577859006973048,5.509737531328323,6.663092144910091,0.5291545949740464,,,,
aniso_gradx_over_y,B,C,dummy,src_gss,3,162,38,-0.06239492218352316,0.5076498906862967,0.6086547096513919,,,,,
aniso_gradx_over_y,B,C,ridge,src_gss,3,162,38,0.3892940679536574,0.35101138941577914,0.46147062693443,0.755334281650071,,,,
aniso_gradx_over_y,B,C,extratrees,src_gss,3,162,38,0.3687165175415862,0.3604590146385845,0.46918077337180686,0.69580916949338,,,,
pit_density_per_Mpx,B,C,dummy,src_gss,3,162,38,-0.12338851474313506,6393.267239278753,9100.898487311953,,,,,
pit_density_per_Mpx,B,C,ridge,src_gss,3,162,38,-0.3528458215601471,6061.697513041631,9987.192774833793,0.09261798367787888,,,,
pit_density_per_Mpx,B,C,extratrees,src_gss,3,162,38,-1.5670637813493817,6637.30880178963,13757.43945307638,-0.012060818513335582,,,,
pit_depth_um,B,C,dummy,src_gss,3,162,38,-0.019557882274635174,1.7524349176239578,2.871334236901591,,,,,
pit_depth_um,B,C,ridge,src_gss,3,162,38,0.1221222438105678,1.5441531604922356,2.6643718010893584,0.5143888828099354,,,,
pit_depth_um,B,C,extratrees,src_gss,3,162,38,-0.06762909873652623,1.5122995024444805,2.938245009461685,0.5877010613852719,,,,
peak_to_valley_p98p2_um,B,C,dummy,src_gss,3,162,38,-0.0012792915481640854,4.559789989639008,7.69856041301243,,,,,
peak_to_valley_p98p2_um,B,C,ridge,src_gss,3,162,38,0.2828949103552507,3.8043835731711577,6.515133325552381,0.5912025385709596,,,,
peak_to_valley_p98p2_um,B,C,extratrees,src_gss,3,162,38,0.20528648325240495,3.8787738234572964,6.858627317829831,0.5931721194879089,,,,
deepest_negative_residual_um,B,C,dummy,src_gss,3,162,38,-0.019557882274635174,1.7524349176239578,2.871334236901591,,,,,
deepest_negative_residual_um,B,C,ridge,src_gss,3,162,38,0.1221222438105678,1.5441531604922356,2.6643718010893584,0.5143888828099354,,,,
deepest_negative_residual_um,B,C,extratrees,src_gss,3,162,38,-0.067629098736526,1.5122995024444799,2.9382450094616845,0.5877010613852719,,,,
rms_DCT_8_16_um,C,C,dummy,src_gss,3,162,38,-0.00024116575701538245,0.3147237802723724,0.37626657920500484,,,,,
rms_DCT_8_16_um,C,C,ridge,src_gss,3,162,38,0.38143729644011404,0.24656052141195384,0.295893311421149,0.7991027464711675,,,,
rms_DCT_8_16_um,C,C,extratrees,src_gss,3,162,38,0.5544291951557743,0.1906666228999385,0.251131763468728,0.8021665390086443,,,,
E_DCT_8_16_frac,C,C,dummy,src_gss,3,162,38,-0.0006605263976831033,0.15730827115750834,0.19564440905924738,,,,,
E_DCT_8_16_frac,C,C,ridge,src_gss,3,162,38,0.22635792217822126,0.14721177688736506,0.17202600302886933,0.4310099573257468,,,,
E_DCT_8_16_frac,C,C,extratrees,src_gss,3,162,38,0.647961593038532,0.0969060803268576,0.11604303556021464,0.6080533975270817,,,,
rms_DCT_16_32_um,C,C,dummy,src_gss,3,162,38,-0.00031605782545440775,0.42014561493586644,0.5629600760864201,,,,,
rms_DCT_16_32_um,C,C,ridge,src_gss,3,162,38,0.4116632357941241,0.31220170952715176,0.43173968494505943,0.8529379582011161,,,,
rms_DCT_16_32_um,C,C,extratrees,src_gss,3,162,38,0.35525763091389406,0.2793561559808878,0.45196216654343946,0.8120144435933909,,,,
E_DCT_16_32_frac,C,C,dummy,src_gss,3,162,38,-0.0023516871950095553,0.09123272901352941,0.11240218741028318,,,,,
E_DCT_16_32_frac,C,C,ridge,src_gss,3,162,38,0.21438495769088695,0.07767298030589152,0.09951065737956603,0.471495787285261,,,,
E_DCT_16_32_frac,C,C,extratrees,src_gss,3,162,38,-0.06607395954256345,0.09209505382671127,0.11591999871742065,0.446985446985447,,,,
rms_DCT_32_64_um,C,C,dummy,src_gss,3,162,38,-5.3437026959368694e-05,0.5027248577029266,0.7713630168335214,,,,,
rms_DCT_32_64_um,C,C,ridge,src_gss,3,162,38,0.2806042600665304,0.43949919121255515,0.6542310321160552,0.6553233395338658,,,,
rms_DCT_32_64_um,C,C,extratrees,src_gss,3,162,38,0.1221744378808357,0.4585895249291569,0.7226887945330666,0.6765510449720976,,,,
E_DCT_32_64_frac,C,C,dummy,src_gss,3,162,38,-0.004316976037176179,0.07610042579014926,0.08598480138927168,,,,,
E_DCT_32_64_frac,C,C,ridge,src_gss,3,162,38,0.17485972948020057,0.06313866356870053,0.07793816603614384,0.532771638034796,,,,
E_DCT_32_64_frac,C,C,extratrees,src_gss,3,162,38,-0.14933517846475697,0.0697452151795777,0.09198343854715191,0.403873509136667,,,,
rms_DCT_64_inf_um,C,C,dummy,src_gss,3,162,38,-3.385583501702705e-05,0.8757120977889062,1.6286583671979682,,,,,
rms_DCT_64_inf_um,C,C,ridge,src_gss,3,162,38,0.18120044075266595,0.8317929230645437,1.4737080076306028,0.5459021774811248,,,,
rms_DCT_64_inf_um,C,C,extratrees,src_gss,3,162,38,0.01872887746584817,0.8454119295494236,1.613307498607872,0.4771856877120035,,,,
E_DCT_64_inf_frac,C,C,dummy,src_gss,3,162,38,-0.0077734062915670865,0.2090062084933333,0.237624363375908,,,,,
E_DCT_64_inf_frac,C,C,ridge,src_gss,3,162,38,-0.06153838177301352,0.20271885506423776,0.24388066479741213,0.42510121457489874,,,,
E_DCT_64_inf_frac,C,C,extratrees,src_gss,3,162,38,0.15084870164993025,0.1674570169183692,0.2181232994611204,0.47499726447094875,,,,
DCT_8_16_PC1,D,C,dummy,src_gss,3,162,38,-2.4100285591854842e-05,20.56221118196179,42.973622838183566,,8_16,1.0,12.295801775722573,stable
DCT_8_16_PC1,D,C,ridge,src_gss,3,162,38,0.02223723480531037,21.17035843066078,42.49261729918929,-0.10537257905678957,8_16,1.0,12.295801775722573,stable
DCT_8_16_PC1,D,C,extratrees,src_gss,3,162,38,0.042574974746789285,19.94961887590091,42.04836583790892,0.03162271583324215,8_16,1.0,12.295801775722573,stable
DCT_8_16_PC2,D,C,dummy,src_gss,3,162,38,-0.01572227868022602,5.504243616718675,7.934439242473753,,8_16,2.0,28.90639654911596,stable
DCT_8_16_PC2,D,C,ridge,src_gss,3,162,38,0.07026526205931571,5.694132838422859,7.5911623336281,0.22092132618448407,8_16,2.0,28.90639654911596,stable
DCT_8_16_PC2,D,C,extratrees,src_gss,3,162,38,-0.4003709127745403,6.040906909443721,9.316446416463615,0.2417113469745049,8_16,2.0,28.90639654911596,stable
DCT_8_16_PC3,D,C,dummy,src_gss,3,162,38,-0.004557932697928813,10.07303312653493,18.11469390900476,,8_16,3.0,76.9758363520252,unstable_pc
DCT_8_16_PC3,D,C,ridge,src_gss,3,162,38,0.061786024562883735,10.591680513960636,17.506303570836682,0.004923952292373345,8_16,3.0,76.9758363520252,unstable_pc
DCT_8_16_PC3,D,C,extratrees,src_gss,3,162,38,-0.19042592200176367,11.776107088427526,19.719445282355018,0.13622934675566256,8_16,3.0,76.9758363520252,unstable_pc
DCT_16_32_PC1,D,C,dummy,src_gss,3,162,38,-0.05428801848057674,13.89801581023757,23.71748839007811,,16_32,1.0,47.07715866792129,unstable_pc
DCT_16_32_PC1,D,C,ridge,src_gss,3,162,38,-0.12067769448481958,14.126615801978373,24.45284669930142,-0.02177481124849546,16_32,1.0,47.07715866792129,unstable_pc
DCT_16_32_PC1,D,C,extratrees,src_gss,3,162,38,-1.1812369226695072,18.542202264777302,34.11461555212788,0.12287996498522814,16_32,1.0,47.07715866792129,unstable_pc
DCT_16_32_PC2,D,C,dummy,src_gss,3,162,38,-0.02446458447949995,9.589897284506506,19.088139381254464,,16_32,2.0,67.70118769198004,unstable_pc
DCT_16_32_PC2,D,C,ridge,src_gss,3,162,38,0.03782098387698929,11.670144340681869,18.498778974329817,0.12528723055038843,16_32,2.0,67.70118769198004,unstable_pc
DCT_16_32_PC2,D,C,extratrees,src_gss,3,162,38,0.08500267475375156,11.601406228335021,18.039522388407484,0.05219389429915746,16_32,2.0,67.70118769198004,unstable_pc
DCT_16_32_PC3,D,C,dummy,src_gss,3,162,38,-0.06671000359462265,10.61688189277292,17.150394891284268,,16_32,3.0,75.53018122746104,unstable_pc
DCT_16_32_PC3,D,C,ridge,src_gss,3,162,38,-0.3140150616160613,12.181924214404223,19.034922453643937,-0.12769449611554876,16_32,3.0,75.53018122746104,unstable_pc
DCT_16_32_PC3,D,C,extratrees,src_gss,3,162,38,-0.17171440018775863,11.33448217413534,17.974707170500704,0.1379800853485064,16_32,3.0,75.53018122746104,unstable_pc
DCT_32_64_PC1,D,C,dummy,src_gss,3,162,38,-0.0005477849874402363,27.01425094028448,51.86908108773486,,32_64,1.0,15.764121314523074,stable
DCT_32_64_PC1,D,C,ridge,src_gss,3,162,38,0.08393701703917922,27.726117512061172,49.63091749018282,-0.16664842980632452,32_64,1.0,15.764121314523074,stable
DCT_32_64_PC1,D,C,extratrees,src_gss,3,162,38,0.11287777635219787,27.381716240722156,48.840642245668455,0.11128132180763758,32_64,1.0,15.764121314523074,stable
DCT_32_64_PC2,D,C,dummy,src_gss,3,162,38,-0.41237533191449627,20.05915991107257,30.254337644657905,,32_64,2.0,43.76149519218794,unstable_pc
DCT_32_64_PC2,D,C,ridge,src_gss,3,162,38,-1.2406567506034007,23.020814699067206,38.106604562131885,-0.3010176168070905,32_64,2.0,43.76149519218794,unstable_pc
