target_id,family,input_set,model,cv_variant,R2_median,R2_q10,R2_q25,R2_q75,R2_q90,MAE_median,RMSE_median,n_folds
DCT_16_32_PC3,D,C,ridge,proc_gkf,-0.24496560276151902,-0.4246440647575928,-0.40481799686381104,-0.05468150607310318,-0.033244350501369396,10.255753513541924,19.055635674492603,5
DCT_16_32_PC3,D,C,ridge,proc_gss,-0.37717376464233765,-0.6262350780044589,-0.5720533210136796,-0.24397425095086134,-0.09733454536620231,9.632376162489773,15.594166971364308,5
DCT_16_32_PC3,D,C,ridge,src_gkf,0.0006658773193208845,-0.034124844656130325,-0.01036583233561994,0.04176847461131594,0.08565142586542102,11.877791496821612,19.267549616790312,5
DCT_16_32_PC3,D,C,ridge,src_gss,-0.23033162762289194,-0.4987284320600845,-0.3140150616160613,-0.09322048272529937,-0.03518957961697743,12.181924214404223,19.034922453643937,5
DCT_16_32_PC3,D,R,dummy,proc_gkf,-0.07357568086218191,-0.07796513096486665,-0.07431542087710308,-0.04841035584248932,-0.020832209550686095,9.463429002525938,17.69542905325994,5
DCT_16_32_PC3,D,R,dummy,proc_gss,-0.05155337032516072,-0.1570623605196026,-0.12441098407397866,-0.04425474018119613,-0.01888239411652259,9.180355026435299,13.993985895637476,5
DCT_16_32_PC3,D,R,dummy,src_gkf,-0.001937082087210218,-0.02940506780761467,-0.010470361710570364,-0.001233798539502562,-0.0004962131610818598,10.63734541200969,19.567119514102068,5
DCT_16_32_PC3,D,R,dummy,src_gss,-0.031673270358548056,-0.05661987815093883,-0.041484689985413103,-0.030909357210707755,-0.021975410535203063,10.61688189277292,17.150394891284268,5
DCT_16_32_PC3,D,R,extratrees,proc_gkf,-0.1277008254539045,-1.3670281638874355,-1.049751043507376,-0.0363162052644046,-0.01995793737266322,11.55696642872284,19.573334826093742,5
DCT_16_32_PC3,D,R,extratrees,proc_gss,-0.12886901619565538,-1.450989139544665,-1.2135344986481447,-0.12432920007996895,0.11989877666229523,9.984705242001086,14.118533422779528,5
DCT_16_32_PC3,D,R,extratrees,src_gkf,-0.31608593065029167,-0.9684044658590184,-0.4272274575921886,0.09668443885037892,0.21509756879947745,14.032331619630009,22.899909000850663,5
DCT_16_32_PC3,D,R,extratrees,src_gss,-0.9759175025332041,-1.9707806597261581,-1.5410799589746027,-0.5379738013979991,-0.24909062613150929,13.777518131476109,23.341853788701037,5
DCT_16_32_PC3,D,R,ridge,proc_gkf,-0.025764394110773026,-0.2504505833110926,-0.14159665723918202,-0.01585512404058753,0.012411673816534966,9.0939942458245,17.296911951235135,5
DCT_16_32_PC3,D,R,ridge,proc_gss,-0.1912364888522058,-0.5943471749078209,-0.48659091860908465,-0.1810100551091034,-0.06530528429212346,9.915091457919539,16.201810466891974,5
DCT_16_32_PC3,D,R,ridge,src_gkf,0.05423024180328917,-0.04433068052552289,0.009844445239425625,0.08045251592127045,0.09110185036186469,11.300845118396136,19.073872468316463,5
