dataset_index,session_id,measurement_id,sample_id,shared_height_source_id,roi_within_measurement,session_role,design_group,processing_order,x_position_um,y_position_um,compressor_steps,pulse_duration_fs,pulse_duration_calibration_id,pulse_duration_calibration_version,frequency_kHz,hatch_spacing_um,pass_count,velocity_mm_s,valid_fraction,repair_fraction,median_depth_um,residual_Sq_um,plane_rmse_um,plane_status,measured_power_W,nominal_software_power_W,power_measurement_source,power_measurement_version,constant_power_assumption,pulse_energy_proxy_uJ,scan_spacing_um,areal_pulse_density_per_mm2,areal_dose_proxy_J_per_mm2,quad_key,base_condition_group,cv_process_group,phase1_global_loco_rank,phase1_global_loco_angle_deg,D,A_med,ilr_z1,ilr_z2,ilr_z3,ilr_z4,A2_8_16,entropy_8_16,A2_16_32,entropy_16_32
83,zro2_120_formal,84,84,zro2_120_formal:m084,single,formal,,84,-5100.0,9200.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,4.0,5,9,1.0,0.001875,47.2083,3.7834,0.1912782651796232,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.18,6944444.444444444,740.7361111111111,4000:50:4:9,F84,FQ:4000:50:4:9|N5,33,0.2306499049046692,47.20834732055664,3.7833624105870998,-1.9142399764905995,-0.5683215513468395,-0.5291966632688446,0.4094821492789921,0.0760164024676483,0.932939635730679,0.1940306146566927,0.7510496115332986
84,zro2_120_formal,85,85,zro2_120_formal:m085,single,formal,,85,-5100.0,9800.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,6.0,1,11,1.0,0.0,19.0499,0.6865,0.214981192469221,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.22,757575.7575757576,80.80757575757576,4000:50:6:11,F85,FQ:4000:50:6:11|N1,139,0.0086439161713438,19.04991912841797,0.6864754824917072,1.983667921647365,-0.7133075240592027,0.3153522661107156,-0.8769443567729656,0.5378573726755123,0.6772098717779299,0.3260214428177579,0.7944820232141169
85,zro2_120_formal,86,86,zro2_120_formal:m086,single,formal,,86,-5100.0,10400.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,10.0,1,5,1.0,0.0,4.8342,1.4247,0.2184113702873694,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.1,1000000.0,106.666,4000:50:10:5,F86,FQ:4000:50:10:5|N1,124,0.0121184966310907,4.834158897399902,1.424675020601857,1.4059028852134234,-1.1251578669681666,1.1560167076288368,1.4364140818865974,0.5009035509801845,0.730993405036829,0.1691418785946214,0.7771130309916994
86,zro2_120_formal,87,87,zro2_120_formal:m087,single,formal,,87,-5100.0,11000.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,10.0,4,5,1.0,0.0,38.13,0.5949,0.2217853015581838,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.1,4000000.0,426.664,4000:50:10:5,F87,FQ:4000:50:10:5|N4,92,0.0273543312892843,38.130022048950195,0.594923238357644,1.271170234979114,-1.4265020418397547,2.402377677522158,0.4072425008525965,0.9120660712770626,0.4067377590504231,0.9003823204719722,0.3446888829170909
87,zro2_120_formal,88,88,zro2_120_formal:m088,single,formal,,88,-5100.0,11600.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,8.0,1,11,1.0,0.0,17.6588,1.2388,0.2301183740858917,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.11,1136363.6363636365,60.60568181818182,4000:100:8:11,F88,FQ:4000:100:8:11|N1,101,0.0219781711257929,17.658838272094727,1.238820896849605,1.495809431341097,-0.4275493058034462,1.2582568866581167,-0.4085440663320095,0.7122089151266764,0.5539650514250845,0.6401898455263593,0.5605935269754871
88,zro2_120_formal,89,89,zro2_120_formal:m089,single,formal,,89,-5100.0,12200.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,8.0,3,11,1.0,0.0,38.2797,0.5117,0.2518359902267632,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.11,3409090.909090909,181.81704545454548,4000:100:8:11,F89,FQ:4000:100:8:11|N3,130,0.009692023289159,38.27968978881836,0.5116972080508037,0.615048175585718,-0.2507956084962668,1.7296373225059871,-0.5205099346653844,0.425287499276247,0.7973987774142596,0.6900214911946735,0.4798675109883822
89,zro2_120_formal,90,90,zro2_120_formal:m090,single,formal,,90,-5100.0,12800.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,4.0,2,3,1.0,0.0,41.9254,0.5362,0.2575169360045183,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.015,33333333.33333333,888.8833333333333,4000:200:4:3,F90,FQ:4000:200:4:3|N2,132,0.0090898503219811,41.925357818603516,0.5361639130454028,0.5761205548222166,-0.6465009356926644,1.3061984895633405,1.4854118618251997,0.2868035260737672,0.8634833418580595,0.2146136361960519,0.8062813506002635
90,zro2_120_formal,91,91,zro2_120_formal:m091,single,formal,,91,-5100.0,13400.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,4.0,3,9,1.0,0.0,47.3335,0.5492,0.314331021392232,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.045,16666666.666666666,444.4416666666667,4000:200:4:9,F91,FQ:4000:200:4:9|N3,121,0.0129658929792692,47.333452224731445,0.549210907458636,0.413072393497759,-0.3008345503017215,0.2488940642579468,0.0528373765548613,0.0926545779279746,0.926084219472512,0.3944896337834473,0.6792233865584988
91,zro2_120_formal,92,92,zro2_120_formal:m092,single,formal,,92,-5100.0,14000.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,6.0,1,7,1.0,0.0,25.7712,0.8919,0.2102416322631112,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.035,4761904.761904762,126.98333333333332,4000:200:6:7,F92,FQ:4000:200:6:7|N1,120,0.0143769156787633,25.771157264709473,0.8918833631292288,1.1225214285963934,-0.3252969941059832,0.3073371157379628,0.3533710739272563,0.8154333503903629,0.5633369629767183,0.3232455127120411,0.7465544567098952
92,zro2_120_formal,93,93,zro2_120_formal:m093,single,formal,,93,-5100.0,14600.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,8.0,2,5,1.0,0.0,35.6122,0.804,0.2288412453978626,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.025,10000000.0,266.665,4000:200:8:5,F93,FQ:4000:200:8:5|N2,151,0.0028468472529505,35.61216163635254,0.8039851853049615,0.5048447516542979,-0.599273965842746,0.1193280490218173,-0.3753497380577697,0.7296207570683865,0.6031074496829963,0.3396111795994094,0.6845217870878019
93,zro2_120_formal,94,94,zro2_120_formal:m094,single,formal,,94,-5100.0,15200.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,8.0,4,3,1.0,0.0,45.2375,0.5899,0.1941036193818045,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.015,33333333.33333333,888.8833333333333,4000:200:8:3,F94,FQ:4000:200:8:3|N4,58,0.0748535754752147,45.23748588562012,0.5899495626324645,-0.8000100140557767,-0.9534650585432808,0.0053313896209801,-0.6399408686870707,0.3076703818946668,0.8585060372267197,0.3106247131767932,0.7175923992657718
94,zro2_120_formal,95,95,zro2_120_formal:m095,single,formal,,95,-5100.0,15800.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,10.0,4,7,1.0,0.0,42.3406,1.0371,0.2575338259943329,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.035,11428571.42857143,304.76,4000:200:10:7,F95,FQ:4000:200:10:7|N4,87,0.0301941308930343,42.34056854248047,1.0370889597322765,-0.3344817056355101,-1.0205852732775775,1.3952660268209924,0.1170073905699431,0.5708752952649504,0.740128375309424,0.6873843885592926,0.5249404728615662
95,zro2_120_formal,96,96,zro2_120_formal:m096,single,formal,,96,-5100.0,16400.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,10.0,5,7,1.0,0.0,44.5562,0.7039,0.2620964878130313,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.035,14285714.285714284,380.95,4000:200:10:7,F96,FQ:4000:200:10:7|N5,141,0.007486477884579,44.55615997314453,0.7039122837654384,0.7205910916790067,-0.7018445633523889,1.70547040732115,0.3624300889033808,0.6851653508238845,0.6078810806162691,0.8463592590555761,0.3959562171687872
96,zro2_120_formal,97,97,zro2_120_formal:m097,single,formal,,97,-5700.0,16400.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,2.0,4,3,1.0,0.0,29.3917,0.4818,0.2312065479935432,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,1.5,1333333.3333333333,3555.5333333333333,6000:2:2:3,F97,FQ:6000:2:2:3|N4,129,0.0100654253987968,29.391660690307617,0.4818403734605209,1.3337310971148677,-0.2490394011269939,0.8308103490459773,1.135186878454082,0.430670170129388,0.9067184909550192,0.1437463582144586,0.8515330220025094
97,zro2_120_formal,98,98,zro2_120_formal:m098,single,formal,,98,-5700.0,15800.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,4.0,2,3,1.0,0.0,9.6619,0.2896,0.2227377845845031,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,1.5,333333.3333333333,888.8833333333333,6000:2:4:3,F98,FQ:6000:2:4:3|N2,150,0.0041366036271607,9.661888122558594,0.2895653368065848,0.3022796968072198,-0.5714729923153666,0.3863975630821552,-1.203822072667753,0.2320886508506734,0.8888519475472766,0.2394513859480651,0.70459854883024
98,zro2_120_formal,99,99,zro2_120_formal:m099,single,formal,,99,-5700.0,15200.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,6.0,1,5,1.0,0.0,1.2564,0.4991,0.2737394362492314,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,2.5,66666.66666666667,177.77666666666667,6000:2:6:5,F99,FQ:6000:2:6:5|N1,82,0.0344964136147377,1.2563902139663696,0.49912301398059983,-0.9150930974052728,-0.1354576876977379,-1.2797730671156826,-0.2369767259903353,0.1902173295276084,0.9073324626912156,0.3456712765689511,0.7608998007980398
99,zro2_120_formal,100,100,zro2_120_formal:m100,single,formal,,100,-5700.0,14600.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,6.0,1,7,1.0,0.0,0.1551,0.2791,0.2669388105986918,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,3.5,47619.04761904762,126.98333333333332,6000:2:6:7,F100,FQ:6000:2:6:7|N1,102,0.0217048564426722,0.15511369705200195,0.27914185779015094,1.846272015634448,0.3319394995616002,1.1175203733618382,0.6206854753662163,0.2522068933810533,0.9045024910457266,0.3573652638188786,0.7878413689592874
100,zro2_120_formal,101,101,zro2_120_formal:m101,single,formal,,101,-5700.0,14000.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,6.0,4,7,1.0,0.0,3.7229,0.297,0.2225299677274862,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,3.5,190476.19047619047,507.9333333333333,6000:2:6:7,F101,FQ:6000:2:6:7|N4,119,0.014498822584953,3.7228530645370483,0.296958313100732,0.532014626700597,-0.1253076584551674,-0.2203257847242365,-0.427262478654914,0.5600531452960678,0.7150063339622272,0.4153164498481627,0.6728686060722395
101,zro2_120_formal,102,102,zro2_120_formal:m102,single,formal,,102,-5700.0,13400.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,8.0,3,9,1.0,0.0,1.0191,0.538,0.2557428063733719,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,4.5,83333.33333333333,222.22083333333336,6000:2:8:9,F102,FQ:6000:2:8:9|N3,136,0.00880150503145,1.019090175628662,0.5379812884155732,2.0001735727397465,-1.216459964598858,0.2819099390988058,0.4176274697447533,0.7920756738204892,0.3857970221425629,0.3102199687125031,0.7571978486794155
102,zro2_120_formal,103,103,zro2_120_formal:m103,single,formal,,103,-5700.0,12800.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,2,8.0,5,11,1.0,0.0,2.3362,0.3524,0.2019995411055723,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,2666.65,5.5,113636.36363636365,303.02840909090907,6000:2:8:11,F103,FQ:6000:2:8:11|N5,126,0.0109706427468504,2.336227536201477,0.3524489165453417,1.4382433175631668,-1.055500819499918,0.7526270520490677,-0.5332871804202991,0.70320523119592,0.5104840027100116,0.3015102980345182,0.7478988655551171
103,zro2_120_formal,104,104,zro2_120_formal:m104,single,formal,,104,-5700.0,12200.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,2.0,4,7,1.0,0.001171875,38.7258,0.5216,0.2060648978947149,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.7,2857142.8571428573,1523.8,6000:10:2:7,F104,FQ:6000:10:2:7|N4,134,0.0088153600517654,38.725759506225586,0.521592084376508,0.3974484055042934,-0.4452037285921876,0.7474555916239214,1.1180098210974867,0.1550039407744189,0.9257357587050014,0.1958531835035933,0.7586093036268625
104,zro2_120_formal,105,105,zro2_120_formal:m105,single,formal,,105,-5700.0,11600.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,2.0,5,3,1.0,0.0,45.4095,0.347,0.2210973175485457,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.3,8333333.333333333,4444.416666666667,6000:10:2:3,F105,FQ:6000:10:2:3|N5,159,0.0006223933755516,45.409467697143555,0.3470460712314604,-0.0232277120883392,-0.5506499835889598,0.1835051244508186,-0.200596198485594,0.1919342899436487,0.9087245723067096,0.1794358620158655,0.7959869604439211
105,zro2_120_formal,106,106,zro2_120_formal:m106,single,formal,,106,-5700.0,11000.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,4.0,1,5,1.0,0.0,12.884,0.3911,0.1997940189790435,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.5,500000.0,266.665,6000:10:4:5,F106,FQ:6000:10:4:5|N1,156,0.0011113853943823,12.883959293365479,0.3910787672317013,1.3248171124220018,-0.1687202135611729,0.1721033014952601,-0.284578778678343,0.4403634078117716,0.7619079798783122,0.1815210901440168,0.7618734038605478
106,zro2_120_formal,107,107,zro2_120_formal:m107,single,formal,,107,-5700.0,10400.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,8.0,1,7,1.0,0.0,4.3336,0.6842,0.2354338863960754,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.7,178571.42857142858,95.2375,6000:10:8:7,F107,FQ:6000:10:8:7|N1,114,0.0174911315273658,4.333580017089844,0.6841640552731612,2.113723474633166,-0.6863722074083904,0.7867426364117905,0.7756820892079697,0.8072443162116613,0.4868439053033775,0.1716486309265888,0.7829797821644293
107,zro2_120_formal,108,108,zro2_120_formal:m108,single,formal,,108,-5700.0,9800.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,8.0,3,7,1.0,0.0,15.7453,0.4831,0.2335971190493372,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.7,535714.2857142857,285.71250000000003,6000:10:8:7,F108,FQ:6000:10:8:7|N3,113,0.0181398256931095,15.745314598083496,0.4830880106310848,1.2419296737160543,-0.5311067757974265,1.0514570561125165,-0.0857436947816444,0.8637865131666523,0.4484469185569993,0.7952931468867475,0.3435555604492247
108,zro2_120_formal,109,109,zro2_120_formal:m109,single,formal,,109,-5700.0,9200.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,10.0,1,7,1.0,0.0,2.5218,1.7863,0.1878952950239282,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,0.7,142857.14285714287,76.19,6000:10:10:7,F109,FQ:6000:10:10:7|N1,106,0.0210531936762262,2.5217500925064087,1.7863424642167578,3.178146884745831,-1.6491502278270151,0.9978859300284596,-0.4524236833242857,0.9610941128799602,0.312207689268846,0.1873079863081454,0.762810205648504
109,zro2_120_formal,110,110,zro2_120_formal:m110,single,formal,,110,-5700.0,8600.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,4.0,4,9,1.0,0.00140625,41.7118,2.461,0.1965103213940689,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.18,5555555.555555556,592.588888888889,6000:50:4:9,F110,FQ:6000:50:4:9|N4,23,0.4377278613174052,41.71175575256348,2.4609507748652515,-1.261518170009721,-0.3031954849695982,-0.1113005994682857,-0.7478212444035524,0.0758730874504305,0.9073015280411436,0.1640431571974816,0.7183089694826342
110,zro2_120_formal,111,111,zro2_120_formal:m111,single,formal,,111,-5700.0,8000.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,6.0,3,5,1.0,0.0,37.6478,1.5684,0.2150505488878077,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.1,5000000.0,533.33,6000:50:6:5,F111,FQ:6000:50:6:5|N3,64,0.0661738328501366,37.64780616760254,1.5684377427191978,-2.1037873133414973,-0.5358879966882505,0.0015538221618502,0.1934031983185456,0.3440174614618534,0.900793979222288,0.1111493424264637,0.7918314832818779
111,zro2_120_formal,112,112,zro2_120_formal:m112,single,formal,,112,-5700.0,7400.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,50,10.0,2,11,1.0,0.0,19.062,1.7889,0.1991207631831202,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,106.666,0.22,909090.9090909092,96.96909090909092,6000:50:10:11,F112,FQ:6000:50:10:11|N2,140,0.0085236181085022,19.06198024749756,1.7888994111767211,1.556325437888277,-1.6633061773301392,1.1124723640897989,0.2587789120934408,0.945494790891906,0.3490771525592065,0.6279638652919385,0.5782574769427332
112,zro2_120_formal,113,113,zro2_120_formal:m113,single,formal,,113,-5700.0,6800.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,2.0,2,11,1.0,0.0,37.4686,0.3491,0.2115452903964934,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.11,9090909.090909092,484.8454545454546,6000:100:2:11,F113,FQ:6000:100:2:11|N2,131,0.009596484081542,37.46864891052246,0.34909492339384735,0.3623692421663458,-0.4559274200294581,0.8016980288617376,-0.0145982747026406,0.0606772648117289,0.9088146480561358,0.1987958731619453,0.7292626788988179
113,zro2_120_formal,114,114,zro2_120_formal:m114,single,formal,,114,-5700.0,6200.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,2.0,4,9,1.0,0.0030078125,46.7777,2.3364,0.2328648386841992,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.09,22222222.222222224,1185.177777777778,6000:100:2:9,F114,FQ:6000:100:2:9|N4,51,0.0924290242851608,46.77769660949707,2.3363968848353256,-0.0217525358217616,-0.4412777529048056,1.0422094710159318,0.7567125118073512,0.4198255636379649,0.8744471613542028,0.5861187569903363,0.7117416620243694
114,zro2_120_formal,115,115,zro2_120_formal:m115,single,formal,,115,-5700.0,5600.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,2.0,5,5,1.0,0.0,45.0307,0.5744,0.1784790847593706,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.05,50000000.0,2666.65,6000:100:2:5,F115,FQ:6000:100:2:5|N5,137,0.008685555253875,45.03070068359375,0.574357732843718,0.6147864453895441,-0.6599497753588124,0.9873595601206072,1.1698509747198125,0.2683776011972403,0.9098825997982684,0.1222366060426031,0.7979345059880609
115,zro2_120_formal,116,116,zro2_120_formal:m116,single,formal,,116,-5700.0,5000.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,8.0,4,5,1.0,0.0015234375,41.4228,0.65,0.2279146811871039,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.05,10000000.0,533.33,6000:100:8:5,F116,FQ:6000:100:8:5|N4,125,0.0120482060594877,41.42281532287598,0.6500377846278316,0.2139615053242941,-0.7669335071772089,1.1461543058109955,0.3417295321852277,0.1441068882908399,0.9327098659589008,0.1249253636700633,0.787198035221983
116,zro2_120_formal,117,117,zro2_120_formal:m117,single,formal,,117,-5700.0,4400.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,100,10.0,1,9,1.0,0.0,4.1486,2.0789,0.2303790192743735,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,53.333,0.09,1111111.111111111,59.25888888888889,6000:100:10:9,F117,FQ:6000:100:10:9|N1,37,0.1541458759709913,4.148553848266602,2.07890918977518,0.1352056797662794,-1.1468196730421454,-0.2133212079639384,0.2178799382758853,0.7959711165840396,0.4733584478831724,0.182825148373016,0.7282691481735569
117,zro2_120_formal,118,118,zro2_120_formal:m118,single,formal,,118,-5700.0,3800.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,2.0,1,3,1.0,0.0,6.4736,2.3091,0.2032669725583032,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.015,33333333.33333333,888.8833333333333,6000:200:2:3,F118,FQ:6000:200:2:3|N1,30,0.2434694933666389,6.473586320877075,2.3091058020637543,-2.061538393541848,-0.8073633061145797,-1.1243987469945491,-0.7444480390718503,0.3329388319565142,0.9068637279091312,0.2108807871679295,0.7076631620597793
118,zro2_120_formal,119,119,zro2_120_formal:m119,single,formal,,119,-5700.0,3200.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,4.0,3,9,1.0,0.000546875,46.1205,2.9279,0.2151287307458654,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.045,16666666.666666666,444.4416666666667,6000:200:4:9,F119,FQ:6000:200:4:9|N3,18,0.769031103672448,46.120548248291016,2.9278653796538636,-1.6921353824357983,-0.4882043688712894,-0.9245842929631732,-0.6828819781587299,0.2843707169457869,0.926025809579353,0.2890773329156522,0.7974216636969179
119,zro2_120_formal,120,120,zro2_120_formal:m120,single,formal,,120,-5700.0,2600.0,116200,6000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,200,6.0,5,3,1.0,0.0,49.9109,1.0269,0.2307341881914067,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,26.6665,0.015,55555555.55555555,1481.4722222222222,6000:200:6:3,F120,FQ:6000:200:6:3|N5,52,0.0911337390843734,49.9108829498291,1.0268721775919039,-2.370623925110497,-0.5603779154512433,-0.760542499443755,-0.4241015317370473,0.1211468007328951,0.9238610924878948,0.3314389729659647,0.8040408667099572
120,zro2_20_supplement,1,1,zro2_20_supplement:m001,slot_1,pass_supplement,S01,1,-4100.0,-8000.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,5,10.0,5,20,1.0,0.0,8.9544,0.5974,0.3810564490281424,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,1066.66,4.0,125000.0,133.3325,223:5:10:20,T01,BASE:T01,70,0.0504050293352575,8.954411506652832,0.597389330003452,1.6826821247112294,-1.0981870534730027,0.1685989002035417,-1.0754706630206006,0.8944943574816656,0.3697450945985387,0.3217544101322449,0.6755190064741028
121,zro2_20_supplement,1,2,zro2_20_supplement:m001,slot_2,pass_supplement,S01,2,-4100.0,-8500.0,29400,223,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,5,10.0,6,20,1.0,0.0,10.9478,0.4707,0.3810564490281424,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,1066.66,4.0,150000.0,159.99900000000002,223:5:10:20,T01,BASE:T01,70,0.0504050293352575,10.947832584381104,0.4706620161978533,0.6871032724797917,-1.3402465894892082,-1.002340067884325,-1.1387586293597391,0.932989367843143,0.3334802195926298,0.2791296225477068,0.6662750493760806
122,zro2_20_supplement,2,3,zro2_20_supplement:m002,slot_1,pass_supplement,S09,3,-4100.0,-9000.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,10.0,5,20,1.0,0.0,17.1229,0.7383,0.3681602278194375,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,2.0,250000.0,133.3325,4000:10:10:20,T14,BASE:T14,55,0.0861683649911741,17.122941970825195,0.7383216024639595,0.6359348889382574,-1.311453182628654,-0.0923946384165214,-1.8409656019449188,0.909510154376974,0.3799420973435737,0.7079190091694915,0.5310500989655516
123,zro2_20_supplement,2,4,zro2_20_supplement:m002,slot_2,pass_supplement,S09,4,-4100.0,-9500.0,87300,4000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,10,10.0,6,20,1.0,0.0,19.3299,0.7088,0.3681602278194375,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,533.33,2.0,300000.0,159.99900000000002,4000:10:10:20,T14,BASE:T14,55,0.0861683649911741,19.32986354827881,0.7088217393311486,-0.0306324760436561,-1.3665709876867056,-0.7821546028736771,-1.8387533528533468,0.598121902041344,0.6528115836379963,0.5057381760648286,0.7030448808856878
124,zro2_20_supplement,3,5,zro2_20_supplement:m003,slot_1,pass_supplement,S05,5,-4100.0,-10000.0,43800,1000,compressor_steps_to_fs_v1,现有数据基础说明_v2.md-§8,40,6.0,5,25,1.0,0.0,47.4393,1.679,0.3290134929697962,PASS,5.3333,10.0,experiment_background_v2_s11_no_independent_record,PENDING_REGISTRATION,True,133.3325,0.625,1333333.3333333333,177.77666666666667,1000:40:6:25,T08,BASE:T08,25,0.3844151958514678,47.43928909301758,1.6789572208394665,-2.490931732030893,-0.3102629865565866,-1.5940789343956272,-1.2539921992380745,0.3621450261390208,0.9147947212843128,0.4486303433839361,0.6491124256299075
