arm,target_id,input_set,model,fold,R2
minus_top5,rms_DCT_16_32_um,A,extratrees,0,0.3529608603624208
minus_top5,rms_DCT_32_64_um,A,ridge,0,0.22578338500908657
minus_top5,rms_DCT_32_64_um,A,extratrees,0,0.2744938028009112
minus_top5,rms_DCT_64_inf_um,A,ridge,0,0.2461313842062055
minus_top5,rms_DCT_64_inf_um,A,extratrees,0,0.1877869048979821
minus_top5,median_depth_um,R,ridge,0,0.5634022154950362
minus_top5,median_depth_um,R,extratrees,0,0.8063767254052108
minus_top5,Sq_um,R,ridge,0,0.1845317137457233
minus_top5,Sq_um,R,extratrees,0,0.17200577270525352
minus_top5,E_DCT_8_16_frac,R,ridge,0,-0.031624775052829124
minus_top5,E_DCT_8_16_frac,R,extratrees,0,0.3110102758376261
minus_top5,rms_DCT_8_16_um,R,ridge,0,0.08630916373725839
minus_top5,rms_DCT_8_16_um,R,extratrees,0,0.30908114681288845
minus_top5,rms_DCT_16_32_um,R,ridge,0,0.2918827926876013
minus_top5,rms_DCT_16_32_um,R,extratrees,0,0.27766243104592436
minus_top5,rms_DCT_32_64_um,R,ridge,0,0.14897387355596192
minus_top5,rms_DCT_32_64_um,R,extratrees,0,0.11536725525676483
minus_top5,rms_DCT_64_inf_um,R,ridge,0,0.12920155242497788
minus_top5,rms_DCT_64_inf_um,R,extratrees,0,0.12585740470056583
minus_top5,median_depth_um,A,ridge,1,0.6972969757800433
minus_top5,median_depth_um,A,extratrees,1,0.9204575246285777
minus_top5,Sq_um,A,ridge,1,0.20894005603854549
minus_top5,Sq_um,A,extratrees,1,0.4042216031525837
minus_top5,E_DCT_8_16_frac,A,ridge,1,0.059873642639883484
minus_top5,E_DCT_8_16_frac,A,extratrees,1,0.1726660003919681
minus_top5,rms_DCT_8_16_um,A,ridge,1,0.17170809589217007
minus_top5,rms_DCT_8_16_um,A,extratrees,1,0.40710565775022145
minus_top5,rms_DCT_16_32_um,A,ridge,1,0.25142171855137185
minus_top5,rms_DCT_16_32_um,A,extratrees,1,0.34411756511632074
minus_top5,rms_DCT_32_64_um,A,ridge,1,0.2180541711713293
minus_top5,rms_DCT_32_64_um,A,extratrees,1,0.34613300471874897
minus_top5,rms_DCT_64_inf_um,A,ridge,1,0.19582348505908453
minus_top5,rms_DCT_64_inf_um,A,extratrees,1,0.37648739813830046
minus_top5,median_depth_um,R,ridge,1,0.5783317047899745
minus_top5,median_depth_um,R,extratrees,1,0.8551187662105505
minus_top5,Sq_um,R,ridge,1,0.1860880762616457
minus_top5,Sq_um,R,extratrees,1,0.3367030001602985
minus_top5,E_DCT_8_16_frac,R,ridge,1,-0.10790297215365907
minus_top5,E_DCT_8_16_frac,R,extratrees,1,-0.1863698956966946
minus_top5,rms_DCT_8_16_um,R,ridge,1,0.1801845579969149
minus_top5,rms_DCT_8_16_um,R,extratrees,1,0.24732658196512258
minus_top5,rms_DCT_16_32_um,R,ridge,1,0.21822197954797862
minus_top5,rms_DCT_16_32_um,R,extratrees,1,0.43652390729512547
minus_top5,rms_DCT_32_64_um,R,ridge,1,0.19879383165517228
minus_top5,rms_DCT_32_64_um,R,extratrees,1,0.29145368237094327
minus_top5,rms_DCT_64_inf_um,R,ridge,1,0.12508305801187092
minus_top5,rms_DCT_64_inf_um,R,extratrees,1,0.2200177845493052
minus_top5,median_depth_um,A,ridge,2,0.4523867961743957
minus_top5,median_depth_um,A,extratrees,2,0.9513099931321005
minus_top5,Sq_um,A,ridge,2,-0.27937085167778797
minus_top5,Sq_um,A,extratrees,2,-0.16485764601398478
minus_top5,E_DCT_8_16_frac,A,ridge,2,0.40102414028483147
minus_top5,E_DCT_8_16_frac,A,extratrees,2,0.5264489663197616
minus_top5,rms_DCT_8_16_um,A,ridge,2,0.028110599253646895
minus_top5,rms_DCT_8_16_um,A,extratrees,2,0.401909732941481
minus_top5,rms_DCT_16_32_um,A,ridge,2,-0.030543185806740425
minus_top5,rms_DCT_16_32_um,A,extratrees,2,0.07386115609010635
minus_top5,rms_DCT_32_64_um,A,ridge,2,-0.1134208382763835
minus_top5,rms_DCT_32_64_um,A,extratrees,2,-0.028180353047535744
minus_top5,rms_DCT_64_inf_um,A,ridge,2,-0.4272978887609984
minus_top5,rms_DCT_64_inf_um,A,extratrees,2,-0.3089237892431054
minus_top5,median_depth_um,R,ridge,2,0.6426922109452967
minus_top5,median_depth_um,R,extratrees,2,0.8232548306970904
minus_top5,Sq_um,R,ridge,2,0.0959061658661905
minus_top5,Sq_um,R,extratrees,2,-0.03241773554948013
minus_top5,E_DCT_8_16_frac,R,ridge,2,0.0650294551582068
minus_top5,E_DCT_8_16_frac,R,extratrees,2,0.41138981976640276
minus_top5,rms_DCT_8_16_um,R,ridge,2,0.0865555747035216
minus_top5,rms_DCT_8_16_um,R,extratrees,2,0.15890941944283332
minus_top5,rms_DCT_16_32_um,R,ridge,2,0.2315552889129584
minus_top5,rms_DCT_16_32_um,R,extratrees,2,0.23545268002469089
minus_top5,rms_DCT_32_64_um,R,ridge,2,0.09177525317075685
minus_top5,rms_DCT_32_64_um,R,extratrees,2,0.041073990317598064
minus_top5,rms_DCT_64_inf_um,R,ridge,2,-0.027655518412986524
minus_top5,rms_DCT_64_inf_um,R,extratrees,2,-0.47875188037225547
minus_top5,median_depth_um,A,ridge,3,0.6044419856435381
minus_top5,median_depth_um,A,extratrees,3,0.9478914773775442
minus_top5,Sq_um,A,ridge,3,0.05961199177412069
minus_top5,Sq_um,A,extratrees,3,-0.08702731270817887
minus_top5,E_DCT_8_16_frac,A,ridge,3,0.42912305815045493
minus_top5,E_DCT_8_16_frac,A,extratrees,3,0.4985682600293413
minus_top5,rms_DCT_8_16_um,A,ridge,3,0.09177086742408724
minus_top5,rms_DCT_8_16_um,A,extratrees,3,0.10875915260208335
minus_top5,rms_DCT_16_32_um,A,ridge,3,-0.0011585227033727996
minus_top5,rms_DCT_16_32_um,A,extratrees,3,-0.06291032799031693
minus_top5,rms_DCT_32_64_um,A,ridge,3,0.06127431960341145
minus_top5,rms_DCT_32_64_um,A,extratrees,3,-0.02317583238604315
minus_top5,rms_DCT_64_inf_um,A,ridge,3,0.10034552844041877
minus_top5,rms_DCT_64_inf_um,A,extratrees,3,-0.028285902144584263
minus_top5,median_depth_um,R,ridge,3,0.5163011135365385
minus_top5,median_depth_um,R,extratrees,3,0.7500605942723646
minus_top5,Sq_um,R,ridge,3,0.1821113035829166
minus_top5,Sq_um,R,extratrees,3,0.04828930558432876
minus_top5,E_DCT_8_16_frac,R,ridge,3,0.09835475894983647
minus_top5,E_DCT_8_16_frac,R,extratrees,3,0.4694075290110935
minus_top5,rms_DCT_8_16_um,R,ridge,3,0.10983341006281055
minus_top5,rms_DCT_8_16_um,R,extratrees,3,0.09330683656171801
minus_top5,rms_DCT_16_32_um,R,ridge,3,0.11716517555413875
minus_top5,rms_DCT_16_32_um,R,extratrees,3,0.06010899320807639
minus_top5,rms_DCT_32_64_um,R,ridge,3,0.1409772096647829
minus_top5,rms_DCT_32_64_um,R,extratrees,3,0.07128103953664944
minus_top5,rms_DCT_64_inf_um,R,ridge,3,0.16355292109301467
minus_top5,rms_DCT_64_inf_um,R,extratrees,3,0.05548768639732782
minus_top5,median_depth_um,A,ridge,4,0.5626031591272913
minus_top5,median_depth_um,A,extratrees,4,0.897602067524102
minus_top5,Sq_um,A,ridge,4,-0.1080906741854275
minus_top5,Sq_um,A,extratrees,4,-0.5635042244206661
minus_top5,E_DCT_8_16_frac,A,ridge,4,0.5897959303220777
minus_top5,E_DCT_8_16_frac,A,extratrees,4,0.7157830854275543
minus_top5,rms_DCT_8_16_um,A,ridge,4,0.2771038653881751
minus_top5,rms_DCT_8_16_um,A,extratrees,4,0.3025064679669387
minus_top5,rms_DCT_16_32_um,A,ridge,4,-0.19068446879086465
minus_top5,rms_DCT_16_32_um,A,extratrees,4,-0.626374716236699
minus_top5,rms_DCT_32_64_um,A,ridge,4,0.01823306958725235
minus_top5,rms_DCT_32_64_um,A,extratrees,4,-0.29202974043981555
minus_top5,rms_DCT_64_inf_um,A,ridge,4,-0.077325490883003
minus_top5,rms_DCT_64_inf_um,A,extratrees,4,-0.4889392330201019
minus_top5,median_depth_um,R,ridge,4,0.5994719779831904
minus_top5,median_depth_um,R,extratrees,4,0.8716064608426606
minus_top5,Sq_um,R,ridge,4,0.006253623207359227
minus_top5,Sq_um,R,extratrees,4,-0.6108611775009762
minus_top5,E_DCT_8_16_frac,R,ridge,4,0.11785413274980105
minus_top5,E_DCT_8_16_frac,R,extratrees,4,0.31244039558314185
minus_top5,rms_DCT_8_16_um,R,ridge,4,0.1561878059026791
minus_top5,rms_DCT_8_16_um,R,extratrees,4,-0.10843469222393343
minus_top5,rms_DCT_16_32_um,R,ridge,4,0.09658881139759656
minus_top5,rms_DCT_16_32_um,R,extratrees,4,-0.49621423682177923
minus_top5,rms_DCT_32_64_um,R,ridge,4,0.14993776586723906
minus_top5,rms_DCT_32_64_um,R,extratrees,4,-0.31772708735569744
minus_top5,rms_DCT_64_inf_um,R,ridge,4,-0.22252803209918803
minus_top5,rms_DCT_64_inf_um,R,extratrees,4,-0.6238989749971457
dog,median_depth_um,A,ridge,0,0.7371758155982598
dog,median_depth_um,A,extratrees,0,0.9656863752407387
dog,Sq_um,A,ridge,0,0.22906925950251622
dog,Sq_um,A,extratrees,0,0.1924301517516066
dog,DoG_8_16,A,ridge,0,0.20393392325599047
dog,DoG_8_16,A,extratrees,0,0.4228299531629398
dog,DoG_16_32,A,ridge,0,0.3262452267276924
dog,DoG_16_32,A,extratrees,0,0.4334526003364909
dog,DoG_32_64,A,ridge,0,0.38112947265605346
dog,DoG_32_64,A,extratrees,0,0.38183161687919576
dog,DoG_64_inf,A,ridge,0,0.17577103951892747
dog,DoG_64_inf,A,extratrees,0,0.1247158314814516
dog,median_depth_um,R,ridge,0,0.42476957753573075
dog,median_depth_um,R,extratrees,0,0.8172070242671838
dog,Sq_um,R,ridge,0,0.262657553949609
dog,Sq_um,R,extratrees,0,0.3216182905520174
dog,DoG_8_16,R,ridge,0,0.2554290514518237
dog,DoG_8_16,R,extratrees,0,0.6017551679241646
dog,DoG_16_32,R,ridge,0,0.268950452553372
dog,DoG_16_32,R,extratrees,0,0.641205702990217
dog,DoG_32_64,R,ridge,0,0.21803581264258343
dog,DoG_32_64,R,extratrees,0,0.580468313255885
dog,DoG_64_inf,R,ridge,0,0.245375148104076
dog,DoG_64_inf,R,extratrees,0,0.11760772678095821
dog,median_depth_um,A,ridge,1,0.5294968979250811
dog,median_depth_um,A,extratrees,1,0.9019736588875797
dog,Sq_um,A,ridge,1,-0.08431749048850534
dog,Sq_um,A,extratrees,1,-0.18785598036547668
dog,DoG_8_16,A,ridge,1,0.11724550892850416
dog,DoG_8_16,A,extratrees,1,0.18063014226014817
dog,DoG_16_32,A,ridge,1,0.1299018167993633
dog,DoG_16_32,A,extratrees,1,0.09625783772874863
dog,DoG_32_64,A,ridge,1,0.18408355854687963
dog,DoG_32_64,A,extratrees,1,0.061261971655410585
dog,DoG_64_inf,A,ridge,1,-0.08840167850789116
dog,DoG_64_inf,A,extratrees,1,-0.2620185118051346
dog,median_depth_um,R,ridge,1,0.5511736153427806
dog,median_depth_um,R,extratrees,1,0.7156461164485335
dog,Sq_um,R,ridge,1,0.12677136503197617
dog,Sq_um,R,extratrees,1,0.04717928769102897
dog,DoG_8_16,R,ridge,1,0.17048209570038564
dog,DoG_8_16,R,extratrees,1,0.22773669394341534
dog,DoG_16_32,R,ridge,1,0.2075218504521248
dog,DoG_16_32,R,extratrees,1,0.2129983172890646
dog,DoG_32_64,R,ridge,1,0.21693886663443007
dog,DoG_32_64,R,extratrees,1,0.2669761808845744
dog,DoG_64_inf,R,ridge,1,0.09478416743759988
dog,DoG_64_inf,R,extratrees,1,-0.12823293115445322
dog,median_depth_um,A,ridge,2,0.5963747001560282
dog,median_depth_um,A,extratrees,2,0.9316497138703512
dog,Sq_um,A,ridge,2,0.07789260638234718
dog,Sq_um,A,extratrees,2,0.11254473317948199
dog,DoG_8_16,A,ridge,2,0.07021436638973977
dog,DoG_8_16,A,extratrees,2,0.1884434569596275
dog,DoG_16_32,A,ridge,2,0.07420596032909277
dog,DoG_16_32,A,extratrees,2,0.18471193394966579
dog,DoG_32_64,A,ridge,2,0.11881704317792707
dog,DoG_32_64,A,extratrees,2,0.13878613547224494
dog,DoG_64_inf,A,ridge,2,0.09958378607270657
dog,DoG_64_inf,A,extratrees,2,0.15593123091773742
dog,median_depth_um,R,ridge,2,0.6045370835433506
dog,median_depth_um,R,extratrees,2,0.8080698931528248
dog,Sq_um,R,ridge,2,0.15307941365923694
dog,Sq_um,R,extratrees,2,0.1455988644412881
dog,DoG_8_16,R,ridge,2,0.0874975835276236
dog,DoG_8_16,R,extratrees,2,0.15119982400414655
dog,DoG_16_32,R,ridge,2,0.11789516188097648
dog,DoG_16_32,R,extratrees,2,0.17600039862362427
dog,DoG_32_64,R,ridge,2,0.1040472213753948
dog,DoG_32_64,R,extratrees,2,0.18859537464028786
dog,DoG_64_inf,R,ridge,2,0.1644798835953124
dog,DoG_64_inf,R,extratrees,2,0.16442165639634443
dog,median_depth_um,A,ridge,3,0.5421738631222122
dog,median_depth_um,A,extratrees,3,0.9085457251648902
dog,Sq_um,A,ridge,3,-0.17405398557583163
dog,Sq_um,A,extratrees,3,-0.9321934469416799
dog,DoG_8_16,A,ridge,3,0.15083524607452659
dog,DoG_8_16,A,extratrees,3,-0.032302082102704466
dog,DoG_16_32,A,ridge,3,0.08500025575221115
dog,DoG_16_32,A,extratrees,3,-0.11522380238081031
dog,DoG_32_64,A,ridge,3,-0.007710745178936662
dog,DoG_32_64,A,extratrees,3,-0.4765665478491943
dog,DoG_64_inf,A,ridge,3,-0.19840380877840946
dog,DoG_64_inf,A,extratrees,3,-1.0814393637695745
dog,median_depth_um,R,ridge,3,0.6618818786671983
dog,median_depth_um,R,extratrees,3,0.8892211731324222
dog,Sq_um,R,ridge,3,-0.2238826122636619
dog,Sq_um,R,extratrees,3,-0.6147487992630127
dog,DoG_8_16,R,ridge,3,0.07618181564453574
dog,DoG_8_16,R,extratrees,3,-0.025537452255400606
dog,DoG_16_32,R,ridge,3,0.062046987095135564
dog,DoG_16_32,R,extratrees,3,-0.024743729156851302
dog,DoG_32_64,R,ridge,3,-0.010827342009736673
dog,DoG_32_64,R,extratrees,3,-0.19955546297896865
dog,DoG_64_inf,R,ridge,3,-0.4019532820797811
dog,DoG_64_inf,R,extratrees,3,-0.6438515645920504
dog,median_depth_um,A,ridge,4,0.5070723771205116
dog,median_depth_um,A,extratrees,4,0.8762184586907181
dog,Sq_um,A,ridge,4,0.14761011066079643
dog,Sq_um,A,extratrees,4,0.01815707453051374
dog,DoG_8_16,A,ridge,4,0.1588887646289605
dog,DoG_8_16,A,extratrees,4,-0.3136818656441127
dog,DoG_16_32,A,ridge,4,0.17604446035515864
dog,DoG_16_32,A,extratrees,4,-0.2541503064216841
dog,DoG_32_64,A,ridge,4,0.22077522494218327
dog,DoG_32_64,A,extratrees,4,0.021155638467693638
dog,DoG_64_inf,A,ridge,4,0.19708011957564853
dog,DoG_64_inf,A,extratrees,4,0.08166631755055698
dog,median_depth_um,R,ridge,4,0.6654358766345942
dog,median_depth_um,R,extratrees,4,0.8466062316996696
dog,Sq_um,R,ridge,4,0.09728178315759461
dog,Sq_um,R,extratrees,4,-0.015367082212707883
dog,DoG_8_16,R,ridge,4,0.0767529259128813
dog,DoG_8_16,R,extratrees,4,-0.2554839180129693
dog,DoG_16_32,R,ridge,4,0.10493183242027937
dog,DoG_16_32,R,extratrees,4,-0.2473836930795974
dog,DoG_32_64,R,ridge,4,0.12107085543494456
dog,DoG_32_64,R,extratrees,4,-0.1381512160164322
dog,DoG_64_inf,R,ridge,4,0.09773976469190371
dog,DoG_64_inf,R,extratrees,4,0.0201271084353285
exclude_artifact_yes,median_depth_um,A,ridge,0,0.5861955932459215
exclude_artifact_yes,median_depth_um,A,extratrees,0,0.9481678682357212
exclude_artifact_yes,Sq_um,A,ridge,0,0.10465580265149677
exclude_artifact_yes,Sq_um,A,extratrees,0,0.23928670542692865
exclude_artifact_yes,E_DCT_8_16_frac,A,ridge,0,0.40769174152093157
exclude_artifact_yes,E_DCT_8_16_frac,A,extratrees,0,0.6512582383220524
exclude_artifact_yes,rms_DCT_8_16_um,A,ridge,0,0.06430400316197993
exclude_artifact_yes,rms_DCT_8_16_um,A,extratrees,0,0.5304953291057484
exclude_artifact_yes,rms_DCT_16_32_um,A,ridge,0,0.12650937178590627
exclude_artifact_yes,rms_DCT_16_32_um,A,extratrees,0,0.23393220763935696
exclude_artifact_yes,rms_DCT_32_64_um,A,ridge,0,0.12289447675030285
exclude_artifact_yes,rms_DCT_32_64_um,A,extratrees,0,0.13905635062640442
exclude_artifact_yes,rms_DCT_64_inf_um,A,ridge,0,0.13682036282007537
exclude_artifact_yes,rms_DCT_64_inf_um,A,extratrees,0,0.16081781601876743
exclude_artifact_yes,median_depth_um,R,ridge,0,0.7076239236081223
exclude_artifact_yes,median_depth_um,R,extratrees,0,0.9253325564766935
exclude_artifact_yes,Sq_um,R,ridge,0,0.27688990970072636
exclude_artifact_yes,Sq_um,R,extratrees,0,-0.16403718489034103
exclude_artifact_yes,E_DCT_8_16_frac,R,ridge,0,-0.011959259669296562
exclude_artifact_yes,E_DCT_8_16_frac,R,extratrees,0,0.36490608649021183
exclude_artifact_yes,rms_DCT_8_16_um,R,ridge,0,0.19229013698009767
exclude_artifact_yes,rms_DCT_8_16_um,R,extratrees,0,0.41446514036161586
exclude_artifact_yes,rms_DCT_16_32_um,R,ridge,0,0.22315601836070909
exclude_artifact_yes,rms_DCT_16_32_um,R,extratrees,0,0.2651825542760332
exclude_artifact_yes,rms_DCT_32_64_um,R,ridge,0,0.1218287484198759
exclude_artifact_yes,rms_DCT_32_64_um,R,extratrees,0,0.04203702128015829
exclude_artifact_yes,rms_DCT_64_inf_um,R,ridge,0,0.21557464480633426
exclude_artifact_yes,rms_DCT_64_inf_um,R,extratrees,0,-0.589883599361356
exclude_artifact_yes,median_depth_um,A,ridge,1,0.5308922195195986
exclude_artifact_yes,median_depth_um,A,extratrees,1,0.9173179220253542
exclude_artifact_yes,Sq_um,A,ridge,1,-0.9841626082970192
exclude_artifact_yes,Sq_um,A,extratrees,1,-3.086301930500982
exclude_artifact_yes,E_DCT_8_16_frac,A,ridge,1,0.48667131906591776
exclude_artifact_yes,E_DCT_8_16_frac,A,extratrees,1,0.537682922344938
exclude_artifact_yes,rms_DCT_8_16_um,A,ridge,1,-0.03992033423001362
exclude_artifact_yes,rms_DCT_8_16_um,A,extratrees,1,-0.49629194304283697
exclude_artifact_yes,rms_DCT_16_32_um,A,ridge,1,-0.35376446027517816
exclude_artifact_yes,rms_DCT_16_32_um,A,extratrees,1,-1.571242667708849
exclude_artifact_yes,rms_DCT_32_64_um,A,ridge,1,0.04801148609818495
exclude_artifact_yes,rms_DCT_32_64_um,A,extratrees,1,-0.9761525106978797
exclude_artifact_yes,rms_DCT_64_inf_um,A,ridge,1,-1.048063282735372
exclude_artifact_yes,rms_DCT_64_inf_um,A,extratrees,1,-3.38940184153369
exclude_artifact_yes,median_depth_um,R,ridge,1,0.5885528193502411
exclude_artifact_yes,median_depth_um,R,extratrees,1,0.8037145001728709
exclude_artifact_yes,Sq_um,R,ridge,1,-0.3499990734609497
exclude_artifact_yes,Sq_um,R,extratrees,1,-2.7370111761419103
exclude_artifact_yes,E_DCT_8_16_frac,R,ridge,1,0.040867928141004706
exclude_artifact_yes,E_DCT_8_16_frac,R,extratrees,1,0.37508527276656356
exclude_artifact_yes,rms_DCT_8_16_um,R,ridge,1,-0.08964913351401194
exclude_artifact_yes,rms_DCT_8_16_um,R,extratrees,1,-0.10058998298200228
exclude_artifact_yes,rms_DCT_16_32_um,R,ridge,1,0.0031670950852127344
exclude_artifact_yes,rms_DCT_16_32_um,R,extratrees,1,-1.4430577579101405
exclude_artifact_yes,rms_DCT_32_64_um,R,ridge,1,-0.07256383766755703
exclude_artifact_yes,rms_DCT_32_64_um,R,extratrees,1,-1.0404376670790043
exclude_artifact_yes,rms_DCT_64_inf_um,R,ridge,1,-1.0661249784533475
exclude_artifact_yes,rms_DCT_64_inf_um,R,extratrees,1,-2.6625204557800695
exclude_artifact_yes,median_depth_um,A,ridge,2,0.6296513128645456
exclude_artifact_yes,median_depth_um,A,extratrees,2,0.8386937501467047
exclude_artifact_yes,Sq_um,A,ridge,2,0.13381294104324093
exclude_artifact_yes,Sq_um,A,extratrees,2,0.11510642708904095
exclude_artifact_yes,E_DCT_8_16_frac,A,ridge,2,0.5167001154964113
exclude_artifact_yes,E_DCT_8_16_frac,A,extratrees,2,0.5371429834609278
exclude_artifact_yes,rms_DCT_8_16_um,A,ridge,2,0.16070533047261149
exclude_artifact_yes,rms_DCT_8_16_um,A,extratrees,2,0.32545251341906245
exclude_artifact_yes,rms_DCT_16_32_um,A,ridge,2,0.28305699729168676
exclude_artifact_yes,rms_DCT_16_32_um,A,extratrees,2,0.2335640178547843
exclude_artifact_yes,rms_DCT_32_64_um,A,ridge,2,0.20791530966067695
exclude_artifact_yes,rms_DCT_32_64_um,A,extratrees,2,0.1947791521792951
exclude_artifact_yes,rms_DCT_64_inf_um,A,ridge,2,0.10223931685136278
exclude_artifact_yes,rms_DCT_64_inf_um,A,extratrees,2,0.07226031336051575
exclude_artifact_yes,median_depth_um,R,ridge,2,0.614651575960467
exclude_artifact_yes,median_depth_um,R,extratrees,2,0.8088603360847799
exclude_artifact_yes,Sq_um,R,ridge,2,0.14105115135193635
exclude_artifact_yes,Sq_um,R,extratrees,2,0.200687281590057
exclude_artifact_yes,E_DCT_8_16_frac,R,ridge,2,0.1897075012506192
exclude_artifact_yes,E_DCT_8_16_frac,R,extratrees,2,0.38797381981125445
exclude_artifact_yes,rms_DCT_8_16_um,R,ridge,2,0.12885600135786335
exclude_artifact_yes,rms_DCT_8_16_um,R,extratrees,2,0.3443027887014125
exclude_artifact_yes,rms_DCT_16_32_um,R,ridge,2,0.32493332082040505
exclude_artifact_yes,rms_DCT_16_32_um,R,extratrees,2,0.479602362704153
exclude_artifact_yes,rms_DCT_32_64_um,R,ridge,2,0.261303017272415
exclude_artifact_yes,rms_DCT_32_64_um,R,extratrees,2,0.31787309720181567
exclude_artifact_yes,rms_DCT_64_inf_um,R,ridge,2,0.0814222358953045
exclude_artifact_yes,rms_DCT_64_inf_um,R,extratrees,2,0.10112938957181428
exclude_artifact_yes,median_depth_um,A,ridge,3,0.660399330916035
exclude_artifact_yes,median_depth_um,A,extratrees,3,0.9339796866618181
exclude_artifact_yes,Sq_um,A,ridge,3,0.17401839933092278
exclude_artifact_yes,Sq_um,A,extratrees,3,0.32869251567540847
exclude_artifact_yes,E_DCT_8_16_frac,A,ridge,3,0.2808864644386573
exclude_artifact_yes,E_DCT_8_16_frac,A,extratrees,3,0.626396521921401
exclude_artifact_yes,rms_DCT_8_16_um,A,ridge,3,0.23307561995340353
exclude_artifact_yes,rms_DCT_8_16_um,A,extratrees,3,0.3778960623778088
exclude_artifact_yes,rms_DCT_16_32_um,A,ridge,3,0.31941733924383386
exclude_artifact_yes,rms_DCT_16_32_um,A,extratrees,3,0.2706492473744442
exclude_artifact_yes,rms_DCT_32_64_um,A,ridge,3,0.23647044018899133
exclude_artifact_yes,rms_DCT_32_64_um,A,extratrees,3,0.3309017604679525
exclude_artifact_yes,rms_DCT_64_inf_um,A,ridge,3,0.15723724619983614
exclude_artifact_yes,rms_DCT_64_inf_um,A,extratrees,3,0.3740789824607236
exclude_artifact_yes,median_depth_um,R,ridge,3,0.4961884598367866
exclude_artifact_yes,median_depth_um,R,extratrees,3,0.8320136708892867
exclude_artifact_yes,Sq_um,R,ridge,3,0.15305704096546924
exclude_artifact_yes,Sq_um,R,extratrees,3,0.36311468400455493
exclude_artifact_yes,E_DCT_8_16_frac,R,ridge,3,-0.359790257686762
exclude_artifact_yes,E_DCT_8_16_frac,R,extratrees,3,0.3040664774545495
exclude_artifact_yes,rms_DCT_8_16_um,R,ridge,3,0.12563411167274652
exclude_artifact_yes,rms_DCT_8_16_um,R,extratrees,3,0.3060557316363687
exclude_artifact_yes,rms_DCT_16_32_um,R,ridge,3,0.17550506139158595
exclude_artifact_yes,rms_DCT_16_32_um,R,extratrees,3,0.3529229981336125
exclude_artifact_yes,rms_DCT_32_64_um,R,ridge,3,0.14437174327413838
exclude_artifact_yes,rms_DCT_32_64_um,R,extratrees,3,0.36051914105086047
exclude_artifact_yes,rms_DCT_64_inf_um,R,ridge,3,0.10165795958949997
exclude_artifact_yes,rms_DCT_64_inf_um,R,extratrees,3,0.29193663773251344
exclude_artifact_yes,median_depth_um,A,ridge,4,0.42915823468100434
exclude_artifact_yes,median_depth_um,A,extratrees,4,0.9081422316616568
exclude_artifact_yes,Sq_um,A,ridge,4,0.08320822197040478
exclude_artifact_yes,Sq_um,A,extratrees,4,-0.13911556083414345
exclude_artifact_yes,E_DCT_8_16_frac,A,ridge,4,0.26550458623543993
exclude_artifact_yes,E_DCT_8_16_frac,A,extratrees,4,0.5736211210006206
exclude_artifact_yes,rms_DCT_8_16_um,A,ridge,4,0.14647606257351908
exclude_artifact_yes,rms_DCT_8_16_um,A,extratrees,4,0.35090600884454826
exclude_artifact_yes,rms_DCT_16_32_um,A,ridge,4,0.29695483577276605
exclude_artifact_yes,rms_DCT_16_32_um,A,extratrees,4,0.16781784176697379
exclude_artifact_yes,rms_DCT_32_64_um,A,ridge,4,0.1952972032932485
exclude_artifact_yes,rms_DCT_32_64_um,A,extratrees,4,0.026842342363982197
exclude_artifact_yes,rms_DCT_64_inf_um,A,ridge,4,0.08933221749744691
exclude_artifact_yes,rms_DCT_64_inf_um,A,extratrees,4,-0.24795885264926443
exclude_artifact_yes,median_depth_um,R,ridge,4,0.5293596146501528
exclude_artifact_yes,median_depth_um,R,extratrees,4,0.5996751048179588
exclude_artifact_yes,Sq_um,R,ridge,4,0.16634455878202148
exclude_artifact_yes,Sq_um,R,extratrees,4,0.1460531079996059
exclude_artifact_yes,E_DCT_8_16_frac,R,ridge,4,0.05623956348426229
exclude_artifact_yes,E_DCT_8_16_frac,R,extratrees,4,0.2685072495808002
exclude_artifact_yes,rms_DCT_8_16_um,R,ridge,4,0.10433887176535572
exclude_artifact_yes,rms_DCT_8_16_um,R,extratrees,4,0.0438733137933498
exclude_artifact_yes,rms_DCT_16_32_um,R,ridge,4,0.24361302922197448
exclude_artifact_yes,rms_DCT_16_32_um,R,extratrees,4,0.34847790439827275
exclude_artifact_yes,rms_DCT_32_64_um,R,ridge,4,0.22237378900860716
exclude_artifact_yes,rms_DCT_32_64_um,R,extratrees,4,0.27215877664695864
exclude_artifact_yes,rms_DCT_64_inf_um,R,ridge,4,0.07951022745328096
exclude_artifact_yes,rms_DCT_64_inf_um,R,extratrees,4,-0.10390340882471505
